population,crude,crude_lo,crude_hi,asr,asr_lo,asr_hi,known_count,variant,position,year,sex,count,unknown_excluded,per,unit,script
10175877.0,1.2480496767010842,1.040442782975111,1.4849423302886142,1.7057456966004845,1.4207606687268282,2.0331528811400092,127.0,sin_rett,principal,2024,MUJER,127,0,100000.0,"GRD episodes with documented F84 (observed panel, all activity) per 100,000 INE resident population (base 2017, 30 June); crude with exact Poisson limits, WHO-standardised with Fay-Feuer limits",lancet_americas/pipeline/06_models.py
19107216.0,1.1932664601687655,1.0433933706134508,1.35862356161665,1.5026712429757927,1.3130037068951406,1.7128495266940367,228.0,sin_rett,principal,2019,TOTAL,228,0,100000.0,"GRD episodes with documented F84 (observed panel, all activity) per 100,000 INE resident population (base 2017, 30 June); crude with exact Poisson limits, WHO-standardised with Fay-Feuer limits",lancet_americas/pipeline/06_models.py
19458310.0,0.8068532159267685,0.6855793044319017,0.9433985945350842,1.0340432772263062,0.8780224756596584,1.2107346701910897,157.0,sin_rett,principal,2020,TOTAL,157,0,100000.0,"GRD episodes with documented F84 (observed panel, all activity) per 100,000 INE resident population (base 2017, 30 June); crude with exact Poisson limits, WHO-standardised with Fay-Feuer limits",lancet_americas/pipeline/06_models.py
19678363.0,0.9452005738485463,0.8142396621785604,1.0912306621334045,1.2000453685201362,1.0324169960777323,1.3882398778656304,186.0,sin_rett,principal,2021,TOTAL,186,0,100000.0,"GRD episodes with documented F84 (observed panel, all activity) per 100,000 INE resident population (base 2017, 30 June); crude with exact Poisson limits, WHO-standardised with Fay-Feuer limits",lancet_americas/pipeline/06_models.py
19828563.0,1.4877527937854094,1.322806095860585,1.6675814061869434,1.9221357391764682,1.70762146847433,2.1571766412357483,295.0,sin_rett,principal,2022,TOTAL,295,0,100000.0,"GRD episodes with documented F84 (observed panel, all activity) per 100,000 INE resident population (base 2017, 30 June); crude with exact Poisson limits, WHO-standardised with Fay-Feuer limits",lancet_americas/pipeline/06_models.py
19960889.0,1.8085366839122246,1.6267646896992924,2.0050649525782873,2.3780060446425586,2.137805036833895,2.638748625817549,361.0,sin_rett,principal,2023,TOTAL,361,0,100000.0,"GRD episodes with documented F84 (observed panel, all activity) per 100,000 INE resident population (base 2017, 30 June); crude with exact Poisson limits, WHO-standardised with Fay-Feuer limits",lancet_americas/pipeline/06_models.py
20086377.0,1.9416144583963548,1.7536736164734328,2.1442098069613618,2.5487337965541834,2.3002638001457183,2.817667123837632,388.0,sin_rett,principal,2024,TOTAL,390,2,100000.0,"GRD episodes with documented F84 (observed panel, all activity) per 100,000 INE resident population (base 2017, 30 June); crude with exact Poisson limits, WHO-standardised with Fay-Feuer limits",lancet_americas/pipeline/06_models.py
9424139.0,11.619098572293979,10.941005233095316,12.328216412273779,14.684825505383909,13.825147671834445,15.584985150049429,1095.0,strict_autism_f840,any,2019,HOMBRE,1095,0,100000.0,"GRD episodes with documented F84 (observed panel, all activity) per 100,000 INE resident population (base 2017, 30 June); crude with exact Poisson limits, WHO-standardised with Fay-Feuer limits",lancet_americas/pipeline/06_models.py
9599101.0,8.67789598213416,8.098519414789424,9.28777634513389,11.09250674639047,10.349519525711,11.876029510329678,833.0,strict_autism_f840,any,2020,HOMBRE,833,0,100000.0,"GRD episodes with documented F84 (observed panel, all activity) per 100,000 INE resident population (base 2017, 30 June); crude with exact Poisson limits, WHO-standardised with Fay-Feuer limits",lancet_americas/pipeline/06_models.py
9708512.0,14.646940746429525,13.895461722375643,15.428498477413864,18.85324116094334,17.88144398953646,19.865561167464644,1422.0,strict_autism_f840,any,2021,HOMBRE,1422,0,100000.0,"GRD episodes with documented F84 (observed panel, all activity) per 100,000 INE resident population (base 2017, 30 June); crude with exact Poisson limits, WHO-standardised with Fay-Feuer limits",lancet_americas/pipeline/06_models.py
