year,variant,panel,activity,position,n_episodes_f84,n_episodes_total_same_panel_activity,rate_per_100k_episodes,rate_lo,rate_hi,persons_within_year,n_f84_without_valid_id,coding_depth_mean_all,coding_depth_median_all,coding_depth_mean_f84,coding_depth_median_f84,hospitals_n,identifier_column
2019,con_rett,observed,all,any,2385,1151475,207.12564319676937,198.89558514315817,215.6087952400199,1982,4,4.386305390911657,4.0,4.9979035639413,4.0,65,CIP_ENCRIPTADO
2019,con_rett,observed,all,principal,241,1151475,20.929677153216527,18.37044785771721,23.7456922898271,183,0,4.386305390911657,4.0,3.91701244813278,3.0,65,CIP_ENCRIPTADO
2019,con_rett,observed,all,secondary_only,2144,1151475,186.19596604355283,178.3970942446937,194.24802659116892,1835,4,4.386305390911657,4.0,5.119402985074627,4.0,65,CIP_ENCRIPTADO
2019,con_rett,observed,all,principal_and_secondary,7,1151475,0.6079159339108535,0.24441373468984268,1.2525391660003367,6,0,4.386305390911657,4.0,4.857142857142857,4.0,65,CIP_ENCRIPTADO
2019,sin_rett,observed,all,any,2334,1151475,202.69654139256173,194.5558439213228,211.09035167793016,1944,4,4.386305390911657,4.0,4.965724078834619,4.0,65,CIP_ENCRIPTADO
2019,sin_rett,observed,all,principal,228,1151475,19.800690418810657,17.313743246947833,22.544574441041828,171,0,4.386305390911657,4.0,3.8464912280701755,3.0,65,CIP_ENCRIPTADO
2019,sin_rett,observed,all,secondary_only,2106,1151475,182.89585097375107,175.1671391893437,190.8777679118306,1805,4,4.386305390911657,4.0,5.086894586894587,4.0,65,CIP_ENCRIPTADO
2019,sin_rett,observed,all,principal_and_secondary,6,1151475,0.5210708004950173,0.191223800211976,1.1341517638262821,5,0,4.386305390911657,4.0,4.5,3.5,65,CIP_ENCRIPTADO
2019,strict_autism_f840,observed,all,any,1400,1151475,121.5831867821707,115.29703747766334,128.12295832686218,1190,2,4.386305390911657,4.0,4.497857142857143,4.0,65,CIP_ENCRIPTADO
2019,strict_autism_f840,observed,all,principal,150,1151475,13.026770012375431,11.025524766169033,15.286234273177836,116,0,4.386305390911657,4.0,3.46,3.0,65,CIP_ENCRIPTADO
2019,strict_autism_f840,observed,all,secondary_only,1250,1151475,108.55641676979526,102.62113986528483,114.74544746071477,1093,2,4.386305390911657,4.0,4.6224,4.0,65,CIP_ENCRIPTADO
2019,strict_autism_f840,observed,all,principal_and_secondary,0,1151475,0.0,0.0,0.32036122834746183,0,0,4.386305390911657,4.0,,,65,CIP_ENCRIPTADO
2019,con_rett,observed,hospitalisation,any,1960,886627,221.06252121805448,211.38310670575743,231.07086436669195,1612,4,4.802733280173061,4.0,5.310714285714286,4.0,65,CIP_ENCRIPTADO
2019,con_rett,observed,hospitalisation,principal,215,886627,24.24920513361312,21.115964103207617,27.71634718412764,162,0,4.802733280173061,4.0,4.130232558139535,3.0,65,CIP_ENCRIPTADO
2019,con_rett,observed,hospitalisation,secondary_only,1745,886627,196.81331608444137,187.6862838672642,206.2694252688552,1479,4,4.802733280173061,4.0,5.456160458452722,4.0,65,CIP_ENCRIPTADO
2019,con_rett,observed,hospitalisation,principal_and_secondary,7,886627,0.7895090043501947,0.317423567240775,1.6266902949833895,6,0,4.802733280173061,4.0,4.857142857142857,4.0,65,CIP_ENCRIPTADO
2019,sin_rett,observed,hospitalisation,any,1911,886627,215.53595818760314,205.97965688704986,225.4212197206791,1575,4,4.802733280173061,4.0,5.27891156462585,4.0,65,CIP_ENCRIPTADO
2019,sin_rett,observed,hospitalisation,principal,203,886627,22.895761126155644,19.854311454842033,26.271326688232538,151,0,4.802733280173061,4.0,4.059113300492611,3.0,65,CIP_ENCRIPTADO
2019,sin_rett,observed,hospitalisation,secondary_only,1708,886627,192.64019706144748,183.61159392998266,201.9979054670407,1450,4,4.802733280173061,4.0,5.423887587822014,4.0,65,CIP_ENCRIPTADO
2019,sin_rett,observed,hospitalisation,principal_and_secondary,6,886627,0.6767220037287383,0.2483450485368538,1.472938904693708,5,0,4.802733280173061,4.0,4.5,3.5,65,CIP_ENCRIPTADO
2019,strict_autism_f840,observed,hospitalisation,any,1111,886627,125.30635769043803,118.04551222536452,132.89694496809136,931,2,4.802733280173061,4.0,4.7749774977497745,4.0,65,CIP_ENCRIPTADO
2019,strict_autism_f840,observed,hospitalisation,principal,133,886627,15.000671082653698,12.559748423425473,17.77749085342524,101,0,4.802733280173061,4.0,3.6315789473684212,3.0,65,CIP_ENCRIPTADO
2019,strict_autism_f840,observed,hospitalisation,secondary_only,978,886627,110.30568660778434,103.49996602619133,117.44136531241331,845,2,4.802733280173061,4.0,4.930470347648262,4.0,65,CIP_ENCRIPTADO
2019,strict_autism_f840,observed,hospitalisation,principal_and_secondary,0,886627,0.0,0.0,0.41605764928362615,0,0,4.802733280173061,4.0,,,65,CIP_ENCRIPTADO
2019,con_rett,observed,cma,any,168,146948,114.32615619130577,97.69167411899107,132.98110134899315,165,0,2.464225440291804,2.0,3.3988095238095237,3.0,61,CIP_ENCRIPTADO
2019,con_rett,observed,cma,principal,1,146948,0.6805128344720581,0.017229093274008407,3.791574836635339,1,0,2.464225440291804,2.0,1.0,1.0,61,CIP_ENCRIPTADO
2019,con_rett,observed,cma,secondary_only,167,146948,113.64564335683372,97.06271501862469,132.2491848526147,164,0,2.464225440291804,2.0,3.413173652694611,3.0,61,CIP_ENCRIPTADO
