year,series,module,code,variant,identical_across_variants,indicator,era,era_start,era_end,domain,setting,unit,measure,month,aggregation_rule,total,total_dedup,n_reporting_establishments,n_establishments_value_gt0,n_rows,n_rows_value,n_rows_zero,n_rows_empty,n_rows_exact_duplicate,months_covered,n_stable_panel_establishments,stable_panel_total,comparability_warning,note,source_file,script
2022,A,A05,05990027+05990028+05990029+05990030+05990031,con_rett,False,A05 egresos (altas clínicas) a salud mental: familia TGD (F84 completo (incluye síndrome de Rett)),2021–2025,2021,2025,exit,mental_health,exits reported,annual_sum,01-12,sum of months and of the family codes; COL01,1823.0,1823.0,498,433,1485,1156,329,0,0,12,187,926.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieA/SerieA_2022.csv,study/pipeline/02_rem_pathway.py
2023,A,A05,05990027+05990028+05990029+05990030+05990031,con_rett,False,A05 egresos (altas clínicas) a salud mental: familia TGD (F84 completo (incluye síndrome de Rett)),2021–2025,2021,2025,exit,mental_health,exits reported,annual_sum,01-12,sum of months and of the family codes; COL01,3000.0,3000.0,589,518,2149,1714,435,0,0,12,187,1571.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieA/SerieA_2023.csv,study/pipeline/02_rem_pathway.py
2024,A,A05,05990027+05990028+05990029+05990030+05990031,con_rett,False,A05 egresos (altas clínicas) a salud mental: familia TGD (F84 completo (incluye síndrome de Rett)),2021–2025,2021,2025,exit,mental_health,exits reported,annual_sum,01-12,sum of months and of the family codes; COL01,4943.0,4943.0,727,625,2780,2134,644,2,0,12,187,1648.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieA/SerieA_2024.csv,study/pipeline/02_rem_pathway.py
2025,A,A05,05990027+05990028+05990029+05990030+05990031,con_rett,False,A05 egresos (altas clínicas) a salud mental: familia TGD (F84 completo (incluye síndrome de Rett)),2021–2025,2021,2025,exit,mental_health,exits reported,annual_sum,01-12,sum of months and of the family codes; COL01,4463.0,4463.0,676,597,3048,2249,799,0,0,12,187,2206.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieA/SerieA_2025.csv,study/pipeline/02_rem_pathway.py
2021,A,A05,05990022+05990023+05990025+05990026,sin_rett,False,A05 ingresos a salud mental: familia TGD (F84 sin síndrome de Rett),2021–2025,2021,2025,entry,mental_health,entries reported,annual_sum,01-12,sum of months and of the family codes; COL01,4948.0,4948.0,710,709,2874,2872,2,0,0,12,432,3753.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieA/SerieA_2021.csv,study/pipeline/02_rem_pathway.py
2022,A,A05,05990022+05990023+05990025+05990026,sin_rett,False,A05 ingresos a salud mental: familia TGD (F84 sin síndrome de Rett),2021–2025,2021,2025,entry,mental_health,entries reported,annual_sum,01-12,sum of months and of the family codes; COL01,8004.0,8004.0,869,869,4427,4422,5,0,0,12,432,5750.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieA/SerieA_2022.csv,study/pipeline/02_rem_pathway.py
2023,A,A05,05990022+05990023+05990025+05990026,sin_rett,False,A05 ingresos a salud mental: familia TGD (F84 sin síndrome de Rett),2021–2025,2021,2025,entry,mental_health,entries reported,annual_sum,01-12,sum of months and of the family codes; COL01,12086.0,12086.0,1040,1040,5939,5929,10,0,0,12,432,8076.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieA/SerieA_2023.csv,study/pipeline/02_rem_pathway.py
2024,A,A05,05990022+05990023+05990025+05990026,sin_rett,False,A05 ingresos a salud mental: familia TGD (F84 sin síndrome de Rett),2021–2025,2021,2025,entry,mental_health,entries reported,annual_sum,01-12,sum of months and of the family codes; COL01,14873.0,14873.0,1153,1153,6804,6803,0,1,0,12,432,9464.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieA/SerieA_2024.csv,study/pipeline/02_rem_pathway.py
2025,A,A05,05990022+05990023+05990025+05990026,sin_rett,False,A05 ingresos a salud mental: familia TGD (F84 sin síndrome de Rett),2021–2025,2021,2025,entry,mental_health,entries reported,annual_sum,01-12,sum of months and of the family codes; COL01,15669.0,15669.0,995,995,6264,6263,0,1,0,12,432,10928.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieA/SerieA_2025.csv,study/pipeline/02_rem_pathway.py
2021,A,A05,05990027+05990028+05990030+05990031,sin_rett,False,A05 egresos (altas clínicas) a salud mental: familia TGD (F84 sin síndrome de Rett),2021–2025,2021,2025,exit,mental_health,exits reported,annual_sum,01-12,sum of months and of the family codes; COL01,1485.0,1485.0,387,330,1081,855,225,1,0,12,186,953.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieA/SerieA_2021.csv,study/pipeline/02_rem_pathway.py
2022,A,A05,05990027+05990028+05990030+05990031,sin_rett,False,A05 egresos (altas clínicas) a salud mental: familia TGD (F84 sin síndrome de Rett),2021–2025,2021,2025,exit,mental_health,exits reported,annual_sum,01-12,sum of months and of the family codes; COL01,1799.0,1799.0,492,431,1467,1147,320,0,0,12,186,920.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieA/SerieA_2022.csv,study/pipeline/02_rem_pathway.py
2023,A,A05,05990027+05990028+05990030+05990031,sin_rett,False,A05 egresos (altas clínicas) a salud mental: familia TGD (F84 sin síndrome de Rett),2021–2025,2021,2025,exit,mental_health,exits reported,annual_sum,01-12,sum of months and of the family codes; COL01,2975.0,2975.0,587,516,2132,1700,432,0,0,12,186,1560.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieA/SerieA_2023.csv,study/pipeline/02_rem_pathway.py
2024,A,A05,05990027+05990028+05990030+05990031,sin_rett,False,A05 egresos (altas clínicas) a salud mental: familia TGD (F84 sin síndrome de Rett),2021–2025,2021,2025,exit,mental_health,exits reported,annual_sum,01-12,sum of months and of the family codes; COL01,4872.0,4872.0,725,623,2763,2118,643,2,0,12,186,1643.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieA/SerieA_2024.csv,study/pipeline/02_rem_pathway.py
2025,A,A05,05990027+05990028+05990030+05990031,sin_rett,False,A05 egresos (altas clínicas) a salud mental: familia TGD (F84 sin síndrome de Rett),2021–2025,2021,2025,exit,mental_health,exits reported,annual_sum,01-12,sum of months and of the family codes; COL01,4449.0,4449.0,675,596,3038,2243,795,0,0,12,186,2195.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieA/SerieA_2025.csv,study/pipeline/02_rem_pathway.py
2019,A,A05,05225000,single_code,True,Clinical discharge: pervasive developmental disorders,2019–2020,2019,2020,exit,mental_health,exits reported,annual_sum,01-12,sum of months; COL01,1208.0,1208.0,387,312,922,691,231,0,0,12,181,833.0,Broad pre-2021 category; cannot isolate autism,,REM/SerieA/SerieA_2019.csv,study/pipeline/02_rem_pathway.py
2020,A,A05,05225000,single_code,True,Clinical discharge: pervasive developmental disorders,2019–2020,2019,2020,exit,mental_health,exits reported,annual_sum,01-12,sum of months; COL01,646.0,646.0,260,215,504,400,104,0,0,12,181,504.0,Broad pre-2021 category; cannot isolate autism,,REM/SerieA/SerieA_2020.csv,study/pipeline/02_rem_pathway.py
2021,A,A05,05990022,single_code,True,Entry: autism,2021–2025,2021,2025,entry,mental_health,entries reported,annual_sum,01-12,sum of months; COL01,2085.0,2085.0,449,449,1159,1159,0,0,0,12,258,1522.0,Definition break in 2021; not person-linked to screening or stocks,,REM/SerieA/SerieA_2021.csv,study/pipeline/02_rem_pathway.py
2022,A,A05,05990022,single_code,True,Entry: autism,2021–2025,2021,2025,entry,mental_health,entries reported,annual_sum,01-12,sum of months; COL01,4640.0,4640.0,658,658,2297,2296,1,0,0,12,258,2852.0,Definition break in 2021; not person-linked to screening or stocks,,REM/SerieA/SerieA_2022.csv,study/pipeline/02_rem_pathway.py
2023,A,A05,05990022,single_code,True,Entry: autism,2021–2025,2021,2025,entry,mental_health,entries reported,annual_sum,01-12,sum of months; COL01,8049.0,8049.0,920,920,3712,3709,3,0,0,12,258,4187.0,Definition break in 2021; not person-linked to screening or stocks,,REM/SerieA/SerieA_2023.csv,study/pipeline/02_rem_pathway.py
2024,A,A05,05990022,single_code,True,Entry: autism,2021–2025,2021,2025,entry,mental_health,entries reported,annual_sum,01-12,sum of months; COL01,11842.0,11842.0,1070,1070,5020,5019,0,1,0,12,258,5694.0,Definition break in 2021; not person-linked to screening or stocks,,REM/SerieA/SerieA_2024.csv,study/pipeline/02_rem_pathway.py
2025,A,A05,05990022,single_code,True,Entry: autism,2021–2025,2021,2025,entry,mental_health,entries reported,annual_sum,01-12,sum of months; COL01,13155.0,13155.0,952,952,4872,4871,0,1,0,12,258,6767.0,Definition break in 2021; not person-linked to screening or stocks,,REM/SerieA/SerieA_2025.csv,study/pipeline/02_rem_pathway.py
2021,A,A05,05990023,single_code,True,Entry: Asperger,2021–2025,2021,2025,entry,mental_health,entries reported,annual_sum,01-12,sum of months; COL01,911.0,911.0,329,328,607,605,2,0,0,12,41,230.0,Legacy diagnostic taxonomy,,REM/SerieA/SerieA_2021.csv,study/pipeline/02_rem_pathway.py
2022,A,A05,05990023,single_code,True,Entry: Asperger,2021–2025,2021,2025,entry,mental_health,entries reported,annual_sum,01-12,sum of months; COL01,1207.0,1207.0,397,396,873,870,3,0,0,12,41,310.0,Legacy diagnostic taxonomy,,REM/SerieA/SerieA_2022.csv,study/pipeline/02_rem_pathway.py
2023,A,A05,05990023,single_code,True,Entry: Asperger,2021–2025,2021,2025,entry,mental_health,entries reported,annual_sum,01-12,sum of months; COL01,1301.0,1301.0,397,397,842,842,0,0,0,12,41,398.0,Legacy diagnostic taxonomy,,REM/SerieA/SerieA_2023.csv,study/pipeline/02_rem_pathway.py
2024,A,A05,05990023,single_code,True,Entry: Asperger,2021–2025,2021,2025,entry,mental_health,entries reported,annual_sum,01-12,sum of months; COL01,922.0,922.0,312,312,618,618,0,0,0,12,41,320.0,Legacy diagnostic taxonomy,,REM/SerieA/SerieA_2024.csv,study/pipeline/02_rem_pathway.py
2025,A,A05,05990023,single_code,True,Entry: Asperger,2021–2025,2021,2025,entry,mental_health,entries reported,annual_sum,01-12,sum of months; COL01,663.0,663.0,207,207,417,417,0,0,0,12,41,274.0,Legacy diagnostic taxonomy,,REM/SerieA/SerieA_2025.csv,study/pipeline/02_rem_pathway.py
2021,A,A05,05990024,single_code,True,Entry: Rett syndrome,2021–2025,2021,2025,entry,mental_health,entries reported,annual_sum,01-12,sum of months; COL01,354.0,354.0,58,58,83,83,0,0,0,12,0,,Do not include in strict autism outcome,,REM/SerieA/SerieA_2021.csv,study/pipeline/02_rem_pathway.py
2022,A,A05,05990024,single_code,True,Entry: Rett syndrome,2021–2025,2021,2025,entry,mental_health,entries reported,annual_sum,01-12,sum of months; COL01,76.0,76.0,22,22,26,26,0,0,0,11,0,,Do not include in strict autism outcome,,REM/SerieA/SerieA_2022.csv,study/pipeline/02_rem_pathway.py
2023,A,A05,05990024,single_code,True,Entry: Rett syndrome,2021–2025,2021,2025,entry,mental_health,entries reported,annual_sum,01-12,sum of months; COL01,56.0,56.0,20,20,26,26,0,0,0,10,0,,Do not include in strict autism outcome,,REM/SerieA/SerieA_2023.csv,study/pipeline/02_rem_pathway.py
2024,A,A05,05990024,single_code,True,Entry: Rett syndrome,2021–2025,2021,2025,entry,mental_health,entries reported,annual_sum,01-12,sum of months; COL01,15.0,15.0,13,13,13,13,0,0,0,6,0,,Do not include in strict autism outcome,,REM/SerieA/SerieA_2024.csv,study/pipeline/02_rem_pathway.py
2025,A,A05,05990024,single_code,True,Entry: Rett syndrome,2021–2025,2021,2025,entry,mental_health,entries reported,annual_sum,01-12,sum of months; COL01,16.0,16.0,6,6,7,7,0,0,0,6,0,,Do not include in strict autism outcome,,REM/SerieA/SerieA_2025.csv,study/pipeline/02_rem_pathway.py
2021,A,A05,05990025,single_code,True,Entry: childhood disintegrative disorder,2021–2025,2021,2025,entry,mental_health,entries reported,annual_sum,01-12,sum of months; COL01,68.0,68.0,38,38,41,41,0,0,0,11,0,,Do not include in strict autism outcome,,REM/SerieA/SerieA_2021.csv,study/pipeline/02_rem_pathway.py
2022,A,A05,05990025,single_code,True,Entry: childhood disintegrative disorder,2021–2025,2021,2025,entry,mental_health,entries reported,annual_sum,01-12,sum of months; COL01,41.0,41.0,24,24,28,28,0,0,0,10,0,,Do not include in strict autism outcome,,REM/SerieA/SerieA_2022.csv,study/pipeline/02_rem_pathway.py
2023,A,A05,05990025,single_code,True,Entry: childhood disintegrative disorder,2021–2025,2021,2025,entry,mental_health,entries reported,annual_sum,01-12,sum of months; COL01,67.0,67.0,40,38,55,53,2,0,0,12,0,,Do not include in strict autism outcome,,REM/SerieA/SerieA_2023.csv,study/pipeline/02_rem_pathway.py
2024,A,A05,05990025,single_code,True,Entry: childhood disintegrative disorder,2021–2025,2021,2025,entry,mental_health,entries reported,annual_sum,01-12,sum of months; COL01,47.0,47.0,27,27,34,34,0,0,0,12,0,,Do not include in strict autism outcome,,REM/SerieA/SerieA_2024.csv,study/pipeline/02_rem_pathway.py
2025,A,A05,05990025,single_code,True,Entry: childhood disintegrative disorder,2021–2025,2021,2025,entry,mental_health,entries reported,annual_sum,01-12,sum of months; COL01,30.0,30.0,21,21,26,26,0,0,0,10,0,,Do not include in strict autism outcome,,REM/SerieA/SerieA_2025.csv,study/pipeline/02_rem_pathway.py
2021,A,A05,05990026,single_code,True,Entry: pervasive developmental disorder unspecified,2021–2025,2021,2025,entry,mental_health,entries reported,annual_sum,01-12,sum of months; COL01,1884.0,1884.0,424,424,1067,1067,0,0,0,12,102,690.0,Use only in prespecified broad sensitivity,,REM/SerieA/SerieA_2021.csv,study/pipeline/02_rem_pathway.py
2022,A,A05,05990026,single_code,True,Entry: pervasive developmental disorder unspecified,2021–2025,2021,2025,entry,mental_health,entries reported,annual_sum,01-12,sum of months; COL01,2116.0,2116.0,460,460,1229,1228,1,0,0,12,102,848.0,Use only in prespecified broad sensitivity,,REM/SerieA/SerieA_2022.csv,study/pipeline/02_rem_pathway.py
2023,A,A05,05990026,single_code,True,Entry: pervasive developmental disorder unspecified,2021–2025,2021,2025,entry,mental_health,entries reported,annual_sum,01-12,sum of months; COL01,2669.0,2669.0,473,473,1330,1325,5,0,0,12,102,1146.0,Use only in prespecified broad sensitivity,,REM/SerieA/SerieA_2023.csv,study/pipeline/02_rem_pathway.py
2024,A,A05,05990026,single_code,True,Entry: pervasive developmental disorder unspecified,2021–2025,2021,2025,entry,mental_health,entries reported,annual_sum,01-12,sum of months; COL01,2062.0,2062.0,457,457,1132,1132,0,0,0,12,102,1000.0,Use only in prespecified broad sensitivity,,REM/SerieA/SerieA_2024.csv,study/pipeline/02_rem_pathway.py
2025,A,A05,05990026,single_code,True,Entry: pervasive developmental disorder unspecified,2021–2025,2021,2025,entry,mental_health,entries reported,annual_sum,01-12,sum of months; COL01,1821.0,1821.0,368,368,949,949,0,0,0,12,102,855.0,Use only in prespecified broad sensitivity,,REM/SerieA/SerieA_2025.csv,study/pipeline/02_rem_pathway.py
2021,A,A05,05990027,single_code,True,Clinical discharge: autism,2021–2025,2021,2025,exit,mental_health,exits reported,annual_sum,01-12,sum of months; COL01,494.0,494.0,207,167,373,293,80,0,0,12,85,240.0,Not person-linked to entries; an annual ratio is not retention,,REM/SerieA/SerieA_2021.csv,study/pipeline/02_rem_pathway.py
2022,A,A05,05990027,single_code,True,Clinical discharge: autism,2021–2025,2021,2025,exit,mental_health,exits reported,annual_sum,01-12,sum of months; COL01,831.0,831.0,307,256,648,514,134,0,0,12,85,316.0,Not person-linked to entries; an annual ratio is not retention,,REM/SerieA/SerieA_2022.csv,study/pipeline/02_rem_pathway.py
2023,A,A05,05990027,single_code,True,Clinical discharge: autism,2021–2025,2021,2025,exit,mental_health,exits reported,annual_sum,01-12,sum of months; COL01,1814.0,1814.0,438,376,1174,969,205,0,0,12,85,689.0,Not person-linked to entries; an annual ratio is not retention,,REM/SerieA/SerieA_2023.csv,study/pipeline/02_rem_pathway.py
2024,A,A05,05990027,single_code,True,Clinical discharge: autism,2021–2025,2021,2025,exit,mental_health,exits reported,annual_sum,01-12,sum of months; COL01,3315.0,3315.0,625,514,1811,1413,397,1,0,12,85,782.0,Not person-linked to entries; an annual ratio is not retention,,REM/SerieA/SerieA_2024.csv,study/pipeline/02_rem_pathway.py
2025,A,A05,05990027,single_code,True,Clinical discharge: autism,2021–2025,2021,2025,exit,mental_health,exits reported,annual_sum,01-12,sum of months; COL01,3367.0,3367.0,624,545,2160,1639,521,0,0,12,85,1042.0,Not person-linked to entries; an annual ratio is not retention,,REM/SerieA/SerieA_2025.csv,study/pipeline/02_rem_pathway.py
2021,A,A05,05990028,single_code,True,Clinical discharge: Asperger,2021–2025,2021,2025,exit,mental_health,exits reported,annual_sum,01-12,sum of months; COL01,255.0,255.0,150,125,239,197,42,0,0,12,15,39.0,Legacy diagnostic taxonomy,,REM/SerieA/SerieA_2021.csv,study/pipeline/02_rem_pathway.py
2022,A,A05,05990028,single_code,True,Clinical discharge: Asperger,2021–2025,2021,2025,exit,mental_health,exits reported,annual_sum,01-12,sum of months; COL01,360.0,360.0,181,148,324,258,66,0,0,12,15,94.0,Legacy diagnostic taxonomy,,REM/SerieA/SerieA_2022.csv,study/pipeline/02_rem_pathway.py
2023,A,A05,05990028,single_code,True,Clinical discharge: Asperger,2021–2025,2021,2025,exit,mental_health,exits reported,annual_sum,01-12,sum of months; COL01,434.0,434.0,195,161,347,270,77,0,0,12,15,93.0,Legacy diagnostic taxonomy,,REM/SerieA/SerieA_2023.csv,study/pipeline/02_rem_pathway.py
2024,A,A05,05990028,single_code,True,Clinical discharge: Asperger,2021–2025,2021,2025,exit,mental_health,exits reported,annual_sum,01-12,sum of months; COL01,476.0,476.0,220,166,378,275,103,0,0,12,15,94.0,Legacy diagnostic taxonomy,,REM/SerieA/SerieA_2024.csv,study/pipeline/02_rem_pathway.py
2025,A,A05,05990028,single_code,True,Clinical discharge: Asperger,2021–2025,2021,2025,exit,mental_health,exits reported,annual_sum,01-12,sum of months; COL01,424.0,424.0,168,122,336,229,107,0,0,12,15,133.0,Legacy diagnostic taxonomy,,REM/SerieA/SerieA_2025.csv,study/pipeline/02_rem_pathway.py
2021,A,A05,05990029,single_code,True,Clinical discharge: Rett syndrome,2021–2025,2021,2025,exit,mental_health,exits reported,annual_sum,01-12,sum of months; COL01,75.0,75.0,29,16,31,18,13,0,0,12,0,,Do not include in strict autism outcome,,REM/SerieA/SerieA_2021.csv,study/pipeline/02_rem_pathway.py
2022,A,A05,05990029,single_code,True,Clinical discharge: Rett syndrome,2021–2025,2021,2025,exit,mental_health,exits reported,annual_sum,01-12,sum of months; COL01,24.0,24.0,17,8,18,9,9,0,0,10,0,,Do not include in strict autism outcome,,REM/SerieA/SerieA_2022.csv,study/pipeline/02_rem_pathway.py
2023,A,A05,05990029,single_code,True,Clinical discharge: Rett syndrome,2021–2025,2021,2025,exit,mental_health,exits reported,annual_sum,01-12,sum of months; COL01,25.0,25.0,17,14,17,14,3,0,0,8,0,,Do not include in strict autism outcome,,REM/SerieA/SerieA_2023.csv,study/pipeline/02_rem_pathway.py
2024,A,A05,05990029,single_code,True,Clinical discharge: Rett syndrome,2021–2025,2021,2025,exit,mental_health,exits reported,annual_sum,01-12,sum of months; COL01,71.0,71.0,9,8,17,16,1,0,0,8,0,,Do not include in strict autism outcome,,REM/SerieA/SerieA_2024.csv,study/pipeline/02_rem_pathway.py
2025,A,A05,05990029,single_code,True,Clinical discharge: Rett syndrome,2021–2025,2021,2025,exit,mental_health,exits reported,annual_sum,01-12,sum of months; COL01,14.0,14.0,9,6,10,6,4,0,0,8,0,,Do not include in strict autism outcome,,REM/SerieA/SerieA_2025.csv,study/pipeline/02_rem_pathway.py
2021,A,A05,05990030,single_code,True,Clinical discharge: childhood disintegrative disorder,2021–2025,2021,2025,exit,mental_health,exits reported,annual_sum,01-12,sum of months; COL01,18.0,18.0,17,11,19,11,8,0,0,9,0,,Do not include in strict autism outcome,,REM/SerieA/SerieA_2021.csv,study/pipeline/02_rem_pathway.py
2022,A,A05,05990030,single_code,True,Clinical discharge: childhood disintegrative disorder,2021–2025,2021,2025,exit,mental_health,exits reported,annual_sum,01-12,sum of months; COL01,26.0,26.0,15,11,15,11,4,0,0,7,0,,Do not include in strict autism outcome,,REM/SerieA/SerieA_2022.csv,study/pipeline/02_rem_pathway.py
2023,A,A05,05990030,single_code,True,Clinical discharge: childhood disintegrative disorder,2021–2025,2021,2025,exit,mental_health,exits reported,annual_sum,01-12,sum of months; COL01,6.0,6.0,10,6,10,6,4,0,0,7,0,,Do not include in strict autism outcome,,REM/SerieA/SerieA_2023.csv,study/pipeline/02_rem_pathway.py
2024,A,A05,05990030,single_code,True,Clinical discharge: childhood disintegrative disorder,2021–2025,2021,2025,exit,mental_health,exits reported,annual_sum,01-12,sum of months; COL01,8.0,8.0,8,6,8,6,2,0,0,7,0,,Do not include in strict autism outcome,,REM/SerieA/SerieA_2024.csv,study/pipeline/02_rem_pathway.py
2025,A,A05,05990030,single_code,True,Clinical discharge: childhood disintegrative disorder,2021–2025,2021,2025,exit,mental_health,exits reported,annual_sum,01-12,sum of months; COL01,17.0,17.0,12,7,12,7,5,0,0,7,0,,Do not include in strict autism outcome,,REM/SerieA/SerieA_2025.csv,study/pipeline/02_rem_pathway.py
2021,A,A05,05990031,single_code,True,Clinical discharge: pervasive developmental disorder unspecified,2021–2025,2021,2025,exit,mental_health,exits reported,annual_sum,01-12,sum of months; COL01,718.0,718.0,226,185,450,354,95,1,0,12,33,244.0,Use only in prespecified broad sensitivity,,REM/SerieA/SerieA_2021.csv,study/pipeline/02_rem_pathway.py
2022,A,A05,05990031,single_code,True,Clinical discharge: pervasive developmental disorder unspecified,2021–2025,2021,2025,exit,mental_health,exits reported,annual_sum,01-12,sum of months; COL01,582.0,582.0,236,196,480,364,116,0,0,12,33,112.0,Use only in prespecified broad sensitivity,,REM/SerieA/SerieA_2022.csv,study/pipeline/02_rem_pathway.py
2023,A,A05,05990031,single_code,True,Clinical discharge: pervasive developmental disorder unspecified,2021–2025,2021,2025,exit,mental_health,exits reported,annual_sum,01-12,sum of months; COL01,721.0,721.0,280,221,601,455,146,0,0,12,33,185.0,Use only in prespecified broad sensitivity,,REM/SerieA/SerieA_2023.csv,study/pipeline/02_rem_pathway.py
2024,A,A05,05990031,single_code,True,Clinical discharge: pervasive developmental disorder unspecified,2021–2025,2021,2025,exit,mental_health,exits reported,annual_sum,01-12,sum of months; COL01,1073.0,1073.0,269,201,566,424,141,1,0,12,33,176.0,Use only in prespecified broad sensitivity,,REM/SerieA/SerieA_2024.csv,study/pipeline/02_rem_pathway.py
2025,A,A05,05990031,single_code,True,Clinical discharge: pervasive developmental disorder unspecified,2021–2025,2021,2025,exit,mental_health,exits reported,annual_sum,01-12,sum of months; COL01,641.0,641.0,217,165,530,368,162,0,0,12,33,185.0,Use only in prespecified broad sensitivity,,REM/SerieA/SerieA_2025.csv,study/pipeline/02_rem_pathway.py
2019,A,A05,06902600,single_code,True,Entry to mental-health programme: pervasive developmental disorders,2019–2020,2019,2020,entry,mental_health,entries reported,annual_sum,01-12,sum of months; COL01,4417.0,4417.0,651,651,2256,2255,0,1,0,12,395,3765.0,Broad pre-2021 category; cannot isolate autism,,REM/SerieA/SerieA_2019.csv,study/pipeline/02_rem_pathway.py
2020,A,A05,06902600,single_code,True,Entry to mental-health programme: pervasive developmental disorders,2019–2020,2019,2020,entry,mental_health,entries reported,annual_sum,01-12,sum of months; COL01,2560.0,2560.0,492,491,1353,1352,1,0,0,12,395,2310.0,Broad pre-2021 category; cannot isolate autism,,REM/SerieA/SerieA_2020.csv,study/pipeline/02_rem_pathway.py
2021,A,A05,05990022,strict_autism,True,A05 ingresos a salud mental: autismo estricto,2021–2025,2021,2025,entry,mental_health,entries reported,annual_sum,01-12,sum of months and of the family codes; COL01,2085.0,2085.0,449,449,1159,1159,0,0,0,12,258,1522.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieA/SerieA_2021.csv,study/pipeline/02_rem_pathway.py
2022,A,A05,05990022,strict_autism,True,A05 ingresos a salud mental: autismo estricto,2021–2025,2021,2025,entry,mental_health,entries reported,annual_sum,01-12,sum of months and of the family codes; COL01,4640.0,4640.0,658,658,2297,2296,1,0,0,12,258,2852.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieA/SerieA_2022.csv,study/pipeline/02_rem_pathway.py
2023,A,A05,05990022,strict_autism,True,A05 ingresos a salud mental: autismo estricto,2021–2025,2021,2025,entry,mental_health,entries reported,annual_sum,01-12,sum of months and of the family codes; COL01,8049.0,8049.0,920,920,3712,3709,3,0,0,12,258,4187.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieA/SerieA_2023.csv,study/pipeline/02_rem_pathway.py
2024,A,A05,05990022,strict_autism,True,A05 ingresos a salud mental: autismo estricto,2021–2025,2021,2025,entry,mental_health,entries reported,annual_sum,01-12,sum of months and of the family codes; COL01,11842.0,11842.0,1070,1070,5020,5019,0,1,0,12,258,5694.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieA/SerieA_2024.csv,study/pipeline/02_rem_pathway.py
2025,A,A05,05990022,strict_autism,True,A05 ingresos a salud mental: autismo estricto,2021–2025,2021,2025,entry,mental_health,entries reported,annual_sum,01-12,sum of months and of the family codes; COL01,13155.0,13155.0,952,952,4872,4871,0,1,0,12,258,6767.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieA/SerieA_2025.csv,study/pipeline/02_rem_pathway.py
2021,A,A05,05990027,strict_autism,True,A05 egresos (altas clínicas) a salud mental: autismo estricto,2021–2025,2021,2025,exit,mental_health,exits reported,annual_sum,01-12,sum of months and of the family codes; COL01,494.0,494.0,207,167,373,293,80,0,0,12,85,240.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieA/SerieA_2021.csv,study/pipeline/02_rem_pathway.py
2022,A,A05,05990027,strict_autism,True,A05 egresos (altas clínicas) a salud mental: autismo estricto,2021–2025,2021,2025,exit,mental_health,exits reported,annual_sum,01-12,sum of months and of the family codes; COL01,831.0,831.0,307,256,648,514,134,0,0,12,85,316.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieA/SerieA_2022.csv,study/pipeline/02_rem_pathway.py
2023,A,A05,05990027,strict_autism,True,A05 egresos (altas clínicas) a salud mental: autismo estricto,2021–2025,2021,2025,exit,mental_health,exits reported,annual_sum,01-12,sum of months and of the family codes; COL01,1814.0,1814.0,438,376,1174,969,205,0,0,12,85,689.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieA/SerieA_2023.csv,study/pipeline/02_rem_pathway.py
2024,A,A05,05990027,strict_autism,True,A05 egresos (altas clínicas) a salud mental: autismo estricto,2021–2025,2021,2025,exit,mental_health,exits reported,annual_sum,01-12,sum of months and of the family codes; COL01,3315.0,3315.0,625,514,1811,1413,397,1,0,12,85,782.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieA/SerieA_2024.csv,study/pipeline/02_rem_pathway.py
2025,A,A05,05990027,strict_autism,True,A05 egresos (altas clínicas) a salud mental: autismo estricto,2021–2025,2021,2025,exit,mental_health,exits reported,annual_sum,01-12,sum of months and of the family codes; COL01,3367.0,3367.0,624,545,2160,1639,521,0,0,12,85,1042.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieA/SerieA_2025.csv,study/pipeline/02_rem_pathway.py
