year,series,module,code,variant,identical_across_variants,indicator,era,era_start,era_end,domain,setting,unit,measure,month,aggregation_rule,total,total_dedup,n_reporting_establishments,n_establishments_value_gt0,n_rows,n_rows_value,n_rows_zero,n_rows_empty,n_rows_exact_duplicate,months_covered,n_stable_panel_establishments,stable_panel_total,comparability_warning,note,source_file,script
2022,P,P6,P6241010+P6241020+P6241040+P6241050,sin_rett,False,P6 población bajo control en APS: familia TGD (F84 sin síndrome de Rett),2021–2025,2021,2025,follow_up,primary_care,people in stock,june_stock,06,stock MES=06; COL01 summed over the family codes; never summed with the other semester,7523.0,7523.0,864,861,1454,1442,12,0,0,1,529,6090.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieP/SerieP_2022.csv,study/pipeline/02_rem_pathway.py
2023,P,P6,P6241010+P6241020+P6241040+P6241050,sin_rett,False,P6 población bajo control en APS: familia TGD (F84 sin síndrome de Rett),2021–2025,2021,2025,follow_up,primary_care,people in stock,june_stock,06,stock MES=06; COL01 summed over the family codes; never summed with the other semester,12010.0,12010.0,1018,1018,1765,1762,3,0,0,1,529,9080.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieP/SerieP_2023.csv,study/pipeline/02_rem_pathway.py
2024,P,P6,P6241010+P6241020+P6241040+P6241050,sin_rett,False,P6 población bajo control en APS: familia TGD (F84 sin síndrome de Rett),2021–2025,2021,2025,follow_up,primary_care,people in stock,june_stock,06,stock MES=06; COL01 summed over the family codes; never summed with the other semester,19618.0,19618.0,1182,1181,1975,1971,4,0,0,1,529,13155.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieP/SerieP_2024.csv,study/pipeline/02_rem_pathway.py
2025,P,P6,P6241010+P6241020+P6241040+P6241050,sin_rett,False,P6 población bajo control en APS: familia TGD (F84 sin síndrome de Rett),2021–2025,2021,2025,follow_up,primary_care,people in stock,june_stock,06,stock MES=06; COL01 summed over the family codes; never summed with the other semester,23138.0,23138.0,1279,1279,2030,2030,0,0,0,1,529,15326.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieP/SerieP_2025.csv,study/pipeline/02_rem_pathway.py
2021,P,P6,P6241060+P6241070+P6241090+P6241100,sin_rett,False,P6 población bajo control en especialidad: familia TGD (F84 sin síndrome de Rett),2021–2025,2021,2025,follow_up,specialty,people in stock,december_stock,12,stock MES=12; COL01 summed over the family codes; never summed with the other semester,9163.0,9163.0,132,131,297,292,5,0,0,1,105,7170.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieP/SerieP_2021.csv,study/pipeline/02_rem_pathway.py
2022,P,P6,P6241060+P6241070+P6241090+P6241100,sin_rett,False,P6 población bajo control en especialidad: familia TGD (F84 sin síndrome de Rett),2021–2025,2021,2025,follow_up,specialty,people in stock,december_stock,12,stock MES=12; COL01 summed over the family codes; never summed with the other semester,10719.0,10719.0,134,134,316,314,2,0,0,1,105,9113.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieP/SerieP_2022.csv,study/pipeline/02_rem_pathway.py
2023,P,P6,P6241060+P6241070+P6241090+P6241100,sin_rett,False,P6 población bajo control en especialidad: familia TGD (F84 sin síndrome de Rett),2021–2025,2021,2025,follow_up,specialty,people in stock,december_stock,12,stock MES=12; COL01 summed over the family codes; never summed with the other semester,13653.0,13653.0,148,148,347,347,0,0,0,1,105,11100.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieP/SerieP_2023.csv,study/pipeline/02_rem_pathway.py
2024,P,P6,P6241060+P6241070+P6241090+P6241100,sin_rett,False,P6 población bajo control en especialidad: familia TGD (F84 sin síndrome de Rett),2021–2025,2021,2025,follow_up,specialty,people in stock,december_stock,12,stock MES=12; COL01 summed over the family codes; never summed with the other semester,15304.0,15304.0,158,158,365,365,0,0,0,1,105,11161.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieP/SerieP_2024.csv,study/pipeline/02_rem_pathway.py
2025,P,P6,P6241060+P6241070+P6241090+P6241100,sin_rett,False,P6 población bajo control en especialidad: familia TGD (F84 sin síndrome de Rett),2021–2025,2021,2025,follow_up,specialty,people in stock,december_stock,12,stock MES=12; COL01 summed over the family codes; never summed with the other semester,20365.0,20365.0,169,169,374,374,0,0,0,1,105,14951.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieP/SerieP_2025.csv,study/pipeline/02_rem_pathway.py
2021,P,P6,P6241060+P6241070+P6241090+P6241100,sin_rett,False,P6 población bajo control en especialidad: familia TGD (F84 sin síndrome de Rett),2021–2025,2021,2025,follow_up,specialty,people in stock,june_stock,06,stock MES=06; COL01 summed over the family codes; never summed with the other semester,8933.0,8933.0,126,126,263,261,2,0,0,1,95,6582.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieP/SerieP_2021.csv,study/pipeline/02_rem_pathway.py
2022,P,P6,P6241060+P6241070+P6241090+P6241100,sin_rett,False,P6 población bajo control en especialidad: familia TGD (F84 sin síndrome de Rett),2021–2025,2021,2025,follow_up,specialty,people in stock,june_stock,06,stock MES=06; COL01 summed over the family codes; never summed with the other semester,9606.0,9606.0,126,126,291,291,0,0,0,1,95,7098.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieP/SerieP_2022.csv,study/pipeline/02_rem_pathway.py
2023,P,P6,P6241060+P6241070+P6241090+P6241100,sin_rett,False,P6 población bajo control en especialidad: familia TGD (F84 sin síndrome de Rett),2021–2025,2021,2025,follow_up,specialty,people in stock,june_stock,06,stock MES=06; COL01 summed over the family codes; never summed with the other semester,12694.0,12694.0,144,144,335,335,0,0,0,1,95,9396.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieP/SerieP_2023.csv,study/pipeline/02_rem_pathway.py
2024,P,P6,P6241060+P6241070+P6241090+P6241100,sin_rett,False,P6 población bajo control en especialidad: familia TGD (F84 sin síndrome de Rett),2021–2025,2021,2025,follow_up,specialty,people in stock,june_stock,06,stock MES=06; COL01 summed over the family codes; never summed with the other semester,15766.0,15766.0,157,157,371,371,0,0,0,1,95,11160.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieP/SerieP_2024.csv,study/pipeline/02_rem_pathway.py
2025,P,P6,P6241060+P6241070+P6241090+P6241100,sin_rett,False,P6 población bajo control en especialidad: familia TGD (F84 sin síndrome de Rett),2021–2025,2021,2025,follow_up,specialty,people in stock,june_stock,06,stock MES=06; COL01 summed over the family codes; never summed with the other semester,16120.0,16120.0,159,159,358,358,0,0,0,1,95,10710.0,Family sum over separately reported categories; establishments counted once if they report any family code,,REM/SerieP/SerieP_2025.csv,study/pipeline/02_rem_pathway.py
2019,P,P6,P6223000,single_code,True,Pervasive developmental disorders under control in primary care,2019–2020,2019,2020,follow_up,primary_care,people in stock,december_stock,12,stock MES=12; COL01; never summed with the other semester,5520.0,5520.0,727,727,727,727,0,0,0,1,594,4837.0,Broad pre-2021 category; taxonomic break in 2021,,REM/SerieP/SerieP_2019.csv,study/pipeline/02_rem_pathway.py
2020,P,P6,P6223000,single_code,True,Pervasive developmental disorders under control in primary care,2019–2020,2019,2020,follow_up,primary_care,people in stock,december_stock,12,stock MES=12; COL01; never summed with the other semester,5185.0,5185.0,695,694,695,694,1,0,0,1,594,4752.0,Broad pre-2021 category; taxonomic break in 2021,,REM/SerieP/SerieP_2020.csv,study/pipeline/02_rem_pathway.py
2019,P,P6,P6223000,single_code,True,Pervasive developmental disorders under control in primary care,2019–2020,2019,2020,follow_up,primary_care,people in stock,june_stock,06,stock MES=06; COL01; never summed with the other semester,4864.0,4864.0,707,707,707,707,0,0,0,1,44,614.0,Broad pre-2021 category; taxonomic break in 2021,,REM/SerieP/SerieP_2019.csv,study/pipeline/02_rem_pathway.py
2020,P,P6,P6223000,single_code,True,Pervasive developmental disorders under control in primary care,2019–2020,2019,2020,follow_up,primary_care,people in stock,june_stock,06,stock MES=06; COL01; never summed with the other semester,725.0,725.0,53,53,53,53,0,0,0,1,44,656.0,Broad pre-2021 category; taxonomic break in 2021,,REM/SerieP/SerieP_2020.csv,study/pipeline/02_rem_pathway.py
2019,P,P6,P6223380,single_code,True,Pervasive developmental disorders under control in specialty care,2019–2020,2019,2020,follow_up,specialty,people in stock,december_stock,12,stock MES=12; COL01; never summed with the other semester,6624.0,6624.0,111,111,111,111,0,0,0,1,104,6087.0,Broad pre-2021 category; taxonomic break in 2021,,REM/SerieP/SerieP_2019.csv,study/pipeline/02_rem_pathway.py
2020,P,P6,P6223380,single_code,True,Pervasive developmental disorders under control in specialty care,2019–2020,2019,2020,follow_up,specialty,people in stock,december_stock,12,stock MES=12; COL01; never summed with the other semester,6905.0,6905.0,121,121,121,121,0,0,0,1,104,6250.0,Broad pre-2021 category; taxonomic break in 2021,,REM/SerieP/SerieP_2020.csv,study/pipeline/02_rem_pathway.py
2019,P,P6,P6223380,single_code,True,Pervasive developmental disorders under control in specialty care,2019–2020,2019,2020,follow_up,specialty,people in stock,june_stock,06,stock MES=06; COL01; never summed with the other semester,6221.0,6221.0,109,109,109,109,0,0,0,1,91,5118.0,Broad pre-2021 category; taxonomic break in 2021,,REM/SerieP/SerieP_2019.csv,study/pipeline/02_rem_pathway.py
2020,P,P6,P6223380,single_code,True,Pervasive developmental disorders under control in specialty care,2019–2020,2019,2020,follow_up,specialty,people in stock,june_stock,06,stock MES=06; COL01; never summed with the other semester,5543.0,5543.0,105,105,105,105,0,0,0,1,91,5042.0,Broad pre-2021 category; taxonomic break in 2021,,REM/SerieP/SerieP_2020.csv,study/pipeline/02_rem_pathway.py
2021,P,P6,P6241010,single_code,True,Autism under control in primary care,2021–2025,2021,2025,follow_up,primary_care,people in stock,december_stock,12,stock MES=12; COL01; never summed with the other semester,2257.0,2257.0,482,475,482,475,7,0,0,1,353,1853.0,Strict series begins in 2021,,REM/SerieP/SerieP_2021.csv,study/pipeline/02_rem_pathway.py
2022,P,P6,P6241010,single_code,True,Autism under control in primary care,2021–2025,2021,2025,follow_up,primary_care,people in stock,december_stock,12,stock MES=12; COL01; never summed with the other semester,5042.0,5042.0,704,702,704,702,2,0,0,1,353,3629.0,Strict series begins in 2021,,REM/SerieP/SerieP_2022.csv,study/pipeline/02_rem_pathway.py
2023,P,P6,P6241010,single_code,True,Autism under control in primary care,2021–2025,2021,2025,follow_up,primary_care,people in stock,december_stock,12,stock MES=12; COL01; never summed with the other semester,9717.0,9717.0,956,956,956,956,0,0,0,1,353,6359.0,Strict series begins in 2021,,REM/SerieP/SerieP_2023.csv,study/pipeline/02_rem_pathway.py
2024,P,P6,P6241010,single_code,True,Autism under control in primary care,2021–2025,2021,2025,follow_up,primary_care,people in stock,december_stock,12,stock MES=12; COL01; never summed with the other semester,15934.0,15934.0,1160,1159,1160,1159,1,0,0,1,353,9152.0,Strict series begins in 2021,,REM/SerieP/SerieP_2024.csv,study/pipeline/02_rem_pathway.py
2025,P,P6,P6241010,single_code,True,Autism under control in primary care,2021–2025,2021,2025,follow_up,primary_care,people in stock,december_stock,12,stock MES=12; COL01; never summed with the other semester,21843.0,21843.0,1274,1273,1274,1273,0,1,0,1,353,11783.0,Strict series begins in 2021,,REM/SerieP/SerieP_2025.csv,study/pipeline/02_rem_pathway.py
2021,P,P6,P6241010,single_code,True,Autism under control in primary care,2021–2025,2021,2025,follow_up,primary_care,people in stock,june_stock,06,stock MES=06; COL01; never summed with the other semester,1448.0,1448.0,359,353,359,353,6,0,0,1,247,1130.0,Strict series begins in 2021,,REM/SerieP/SerieP_2021.csv,study/pipeline/02_rem_pathway.py
2022,P,P6,P6241010,single_code,True,Autism under control in primary care,2021–2025,2021,2025,follow_up,primary_care,people in stock,june_stock,06,stock MES=06; COL01; never summed with the other semester,3264.0,3264.0,592,587,592,587,5,0,0,1,247,1943.0,Strict series begins in 2021,,REM/SerieP/SerieP_2022.csv,study/pipeline/02_rem_pathway.py
2023,P,P6,P6241010,single_code,True,Autism under control in primary care,2021–2025,2021,2025,follow_up,primary_care,people in stock,june_stock,06,stock MES=06; COL01; never summed with the other semester,7199.0,7199.0,835,834,835,834,1,0,0,1,247,3704.0,Strict series begins in 2021,,REM/SerieP/SerieP_2023.csv,study/pipeline/02_rem_pathway.py
2024,P,P6,P6241010,single_code,True,Autism under control in primary care,2021–2025,2021,2025,follow_up,primary_care,people in stock,june_stock,06,stock MES=06; COL01; never summed with the other semester,13996.0,13996.0,1061,1061,1061,1061,0,0,0,1,247,6131.0,Strict series begins in 2021,,REM/SerieP/SerieP_2024.csv,study/pipeline/02_rem_pathway.py
2025,P,P6,P6241010,single_code,True,Autism under control in primary care,2021–2025,2021,2025,follow_up,primary_care,people in stock,june_stock,06,stock MES=06; COL01; never summed with the other semester,18013.0,18013.0,1204,1204,1204,1204,0,0,0,1,247,7163.0,Strict series begins in 2021,,REM/SerieP/SerieP_2025.csv,study/pipeline/02_rem_pathway.py
2021,P,P6,P6241020,single_code,True,Asperger under control in primary care,2021–2025,2021,2025,follow_up,primary_care,people in stock,december_stock,12,stock MES=12; COL01; never summed with the other semester,1265.0,1265.0,385,384,385,384,1,0,0,1,101,409.0,Legacy diagnostic taxonomy; broad sensitivity only,,REM/SerieP/SerieP_2021.csv,study/pipeline/02_rem_pathway.py
2022,P,P6,P6241020,single_code,True,Asperger under control in primary care,2021–2025,2021,2025,follow_up,primary_care,people in stock,december_stock,12,stock MES=12; COL01; never summed with the other semester,2016.0,2016.0,425,425,425,425,0,0,0,1,101,492.0,Legacy diagnostic taxonomy; broad sensitivity only,,REM/SerieP/SerieP_2022.csv,study/pipeline/02_rem_pathway.py
2023,P,P6,P6241020,single_code,True,Asperger under control in primary care,2021–2025,2021,2025,follow_up,primary_care,people in stock,december_stock,12,stock MES=12; COL01; never summed with the other semester,1621.0,1621.0,434,434,434,434,0,0,0,1,101,633.0,Legacy diagnostic taxonomy; broad sensitivity only,,REM/SerieP/SerieP_2023.csv,study/pipeline/02_rem_pathway.py
2024,P,P6,P6241020,single_code,True,Asperger under control in primary care,2021–2025,2021,2025,follow_up,primary_care,people in stock,december_stock,12,stock MES=12; COL01; never summed with the other semester,1602.0,1602.0,408,406,408,406,2,0,0,1,101,603.0,Legacy diagnostic taxonomy; broad sensitivity only,,REM/SerieP/SerieP_2024.csv,study/pipeline/02_rem_pathway.py
2025,P,P6,P6241020,single_code,True,Asperger under control in primary care,2021–2025,2021,2025,follow_up,primary_care,people in stock,december_stock,12,stock MES=12; COL01; never summed with the other semester,1345.0,1345.0,323,323,323,323,0,0,0,1,101,563.0,Legacy diagnostic taxonomy; broad sensitivity only,,REM/SerieP/SerieP_2025.csv,study/pipeline/02_rem_pathway.py
2021,P,P6,P6241020,single_code,True,Asperger under control in primary care,2021–2025,2021,2025,follow_up,primary_care,people in stock,june_stock,06,stock MES=06; COL01; never summed with the other semester,1109.0,1109.0,323,321,323,321,2,0,0,1,86,428.0,Legacy diagnostic taxonomy; broad sensitivity only,,REM/SerieP/SerieP_2021.csv,study/pipeline/02_rem_pathway.py
2022,P,P6,P6241020,single_code,True,Asperger under control in primary care,2021–2025,2021,2025,follow_up,primary_care,people in stock,june_stock,06,stock MES=06; COL01; never summed with the other semester,1465.0,1465.0,406,404,406,404,2,0,0,1,86,562.0,Legacy diagnostic taxonomy; broad sensitivity only,,REM/SerieP/SerieP_2022.csv,study/pipeline/02_rem_pathway.py
2023,P,P6,P6241020,single_code,True,Asperger under control in primary care,2021–2025,2021,2025,follow_up,primary_care,people in stock,june_stock,06,stock MES=06; COL01; never summed with the other semester,1621.0,1621.0,444,443,444,443,1,0,0,1,86,575.0,Legacy diagnostic taxonomy; broad sensitivity only,,REM/SerieP/SerieP_2023.csv,study/pipeline/02_rem_pathway.py
2024,P,P6,P6241020,single_code,True,Asperger under control in primary care,2021–2025,2021,2025,follow_up,primary_care,people in stock,june_stock,06,stock MES=06; COL01; never summed with the other semester,2157.0,2157.0,422,421,422,421,1,0,0,1,86,609.0,Legacy diagnostic taxonomy; broad sensitivity only,,REM/SerieP/SerieP_2024.csv,study/pipeline/02_rem_pathway.py
2025,P,P6,P6241020,single_code,True,Asperger under control in primary care,2021–2025,2021,2025,follow_up,primary_care,people in stock,june_stock,06,stock MES=06; COL01; never summed with the other semester,1594.0,1594.0,350,350,350,350,0,0,0,1,86,608.0,Legacy diagnostic taxonomy; broad sensitivity only,,REM/SerieP/SerieP_2025.csv,study/pipeline/02_rem_pathway.py
2021,P,P6,P6241030,single_code,True,Rett syndrome under control in primary care,2021–2025,2021,2025,follow_up,primary_care,people in stock,december_stock,12,stock MES=12; COL01; never summed with the other semester,508.0,508.0,41,35,41,35,6,0,0,1,4,36.0,Do not include in strict autism outcome,,REM/SerieP/SerieP_2021.csv,study/pipeline/02_rem_pathway.py
2022,P,P6,P6241030,single_code,True,Rett syndrome under control in primary care,2021–2025,2021,2025,follow_up,primary_care,people in stock,december_stock,12,stock MES=12; COL01; never summed with the other semester,425.0,425.0,31,30,31,30,1,0,0,1,4,36.0,Do not include in strict autism outcome,,REM/SerieP/SerieP_2022.csv,study/pipeline/02_rem_pathway.py
2023,P,P6,P6241030,single_code,True,Rett syndrome under control in primary care,2021–2025,2021,2025,follow_up,primary_care,people in stock,december_stock,12,stock MES=12; COL01; never summed with the other semester,234.0,234.0,31,30,31,30,1,0,0,1,4,28.0,Do not include in strict autism outcome,,REM/SerieP/SerieP_2023.csv,study/pipeline/02_rem_pathway.py
2024,P,P6,P6241030,single_code,True,Rett syndrome under control in primary care,2021–2025,2021,2025,follow_up,primary_care,people in stock,december_stock,12,stock MES=12; COL01; never summed with the other semester,252.0,252.0,36,33,36,33,3,0,0,1,4,11.0,Do not include in strict autism outcome,,REM/SerieP/SerieP_2024.csv,study/pipeline/02_rem_pathway.py
2025,P,P6,P6241030,single_code,True,Rett syndrome under control in primary care,2021–2025,2021,2025,follow_up,primary_care,people in stock,december_stock,12,stock MES=12; COL01; never summed with the other semester,150.0,150.0,33,33,33,33,0,0,0,1,4,9.0,Do not include in strict autism outcome,,REM/SerieP/SerieP_2025.csv,study/pipeline/02_rem_pathway.py
2021,P,P6,P6241030,single_code,True,Rett syndrome under control in primary care,2021–2025,2021,2025,follow_up,primary_care,people in stock,june_stock,06,stock MES=06; COL01; never summed with the other semester,1605.0,1605.0,45,41,45,41,4,0,0,1,4,66.0,Do not include in strict autism outcome,,REM/SerieP/SerieP_2021.csv,study/pipeline/02_rem_pathway.py
2022,P,P6,P6241030,single_code,True,Rett syndrome under control in primary care,2021–2025,2021,2025,follow_up,primary_care,people in stock,june_stock,06,stock MES=06; COL01; never summed with the other semester,249.0,249.0,33,30,33,30,3,0,0,1,4,68.0,Do not include in strict autism outcome,,REM/SerieP/SerieP_2022.csv,study/pipeline/02_rem_pathway.py
2023,P,P6,P6241030,single_code,True,Rett syndrome under control in primary care,2021–2025,2021,2025,follow_up,primary_care,people in stock,june_stock,06,stock MES=06; COL01; never summed with the other semester,171.0,171.0,31,30,31,30,1,0,0,1,4,71.0,Do not include in strict autism outcome,,REM/SerieP/SerieP_2023.csv,study/pipeline/02_rem_pathway.py
2024,P,P6,P6241030,single_code,True,Rett syndrome under control in primary care,2021–2025,2021,2025,follow_up,primary_care,people in stock,june_stock,06,stock MES=06; COL01; never summed with the other semester,278.0,278.0,35,34,35,34,1,0,0,1,4,95.0,Do not include in strict autism outcome,,REM/SerieP/SerieP_2024.csv,study/pipeline/02_rem_pathway.py
2025,P,P6,P6241030,single_code,True,Rett syndrome under control in primary care,2021–2025,2021,2025,follow_up,primary_care,people in stock,june_stock,06,stock MES=06; COL01; never summed with the other semester,329.0,329.0,34,34,34,34,0,0,0,1,4,93.0,Do not include in strict autism outcome,,REM/SerieP/SerieP_2025.csv,study/pipeline/02_rem_pathway.py
2021,P,P6,P6241040,single_code,True,Childhood disintegrative disorder under control in primary care,2021–2025,2021,2025,follow_up,primary_care,people in stock,december_stock,12,stock MES=12; COL01; never summed with the other semester,66.0,66.0,28,25,28,25,3,0,0,1,4,10.0,Do not include in strict autism outcome,,REM/SerieP/SerieP_2021.csv,study/pipeline/02_rem_pathway.py
2022,P,P6,P6241040,single_code,True,Childhood disintegrative disorder under control in primary care,2021–2025,2021,2025,follow_up,primary_care,people in stock,december_stock,12,stock MES=12; COL01; never summed with the other semester,80.0,80.0,36,34,36,34,2,0,0,1,4,13.0,Do not include in strict autism outcome,,REM/SerieP/SerieP_2022.csv,study/pipeline/02_rem_pathway.py
2023,P,P6,P6241040,single_code,True,Childhood disintegrative disorder under control in primary care,2021–2025,2021,2025,follow_up,primary_care,people in stock,december_stock,12,stock MES=12; COL01; never summed with the other semester,390.0,390.0,39,38,39,38,1,0,0,1,4,19.0,Do not include in strict autism outcome,,REM/SerieP/SerieP_2023.csv,study/pipeline/02_rem_pathway.py
2024,P,P6,P6241040,single_code,True,Childhood disintegrative disorder under control in primary care,2021–2025,2021,2025,follow_up,primary_care,people in stock,december_stock,12,stock MES=12; COL01; never summed with the other semester,348.0,348.0,46,45,46,45,1,0,0,1,4,21.0,Do not include in strict autism outcome,,REM/SerieP/SerieP_2024.csv,study/pipeline/02_rem_pathway.py
