year,series,sheet,code,in_era,era,indicator,found_in_dictionary,label,section,col01_meaning,col02_meaning,col03_meaning,col04_meaning,col37_meaning,n_col_tokens,age_columns,layout_check,dictionary_file,excel_row
2024,P,P6,P6241030,True,2021–2025,Rett syndrome under control in primary care,True,[TRASTORNO GENERALIZADOS DEL DESARROLLO] SÍNDROME DE RETT,SECCION A.1: POBLACIÓN EN CONTROL EN APS AL CORTE,T O T A L | Ambos sexos,T O T A L | Hombres,T O T A L | Mujeres,GRUPO DE EDAD (en años) | 0 a 4 años | Hombres,GRUPO DE EDAD (en años) | 80 y más años | Mujeres,48.0,0 a 4 años; 5 a 9 años; 10 a 14 años; 15 a 19 años; 20 a 24 años; 25 a 29 años; 30 a 34 años; 35 a 39 años; 40 a 44 años; 45 a 49 años; 50 a 54 años; 55 a 59 años; 60 a 64 años; 65 a 69 años; 70 a 74 años; 75 a 79 años; 80 y más años,ok,REM/SerieP/diccionarios/2024/DICCIONARIO CODIGOS SP_24_V1.1.xlsm,50.0
2025,P,P6,P6241030,True,2021–2025,Rett syndrome under control in primary care,True,[Trastorno generalizados del desarrollo] Síndrome de Rett,SECCION A.1: POBLACIÓN EN CONTROL EN APS AL CORTE,T O T A L | Ambos sexos,T O T A L | Hombres,T O T A L | Mujeres,RANGO ETARIO Y SEXO | 0 a 4 años | Hombres,RANGO ETARIO Y SEXO | 80 y más años | Mujeres,48.0,0 a 4 años; 5 a 9 años; 10 a 14 años; 15 a 19 años; 20 a 24 años; 25 a 29 años; 30 a 34 años; 35 a 39 años; 40 a 44 años; 45 a 49 años; 50 a 54 años; 55 a 59 años; 60 a 64 años; 65 a 69 años; 70 a 74 años; 75 a 79 años; 80 y más años,ok,REM/SerieP/diccionarios/2025/DICCIONARIO CODIGOS SP_25_V1.2.xlsm,54.0
2019,P,P6,P6241040,False,2021–2025,Childhood disintegrative disorder under control in primary care,False,,,,,,,,,,,REM/SerieP/diccionarios/2019/SP_19_V1.1-CODIGOS.xlsm,
2020,P,P6,P6241040,False,2021–2025,Childhood disintegrative disorder under control in primary care,False,,,,,,,,,,,REM/SerieP/diccionarios/2020/SP_20_V1.0 CODIGOS.xlsm,
2021,P,P6,P6241040,True,2021–2025,Childhood disintegrative disorder under control in primary care,True,[TRASTORNO GENERALIZADOS DEL DESARROLLO] TRASTORNO DESINTEGRATIVO DE LA INFANCIA,SECCION A.1: POBLACIÓN EN CONTROL EN APS AL CORTE,T O T A L | Ambos sexos,T O T A L | Hombres,T O T A L | Mujeres,GRUPO DE EDAD (en años) | 0 a 4 años | Hombres,GRUPO DE EDAD (en años) | 80 y más años | Mujeres,45.0,0 a 4 años; 5 a 9 años; 10 a 14 años; 15 a 19 años; 20 a 24 años; 25 a 29 años; 30 a 34 años; 35 a 39 años; 40 a 44 años; 45 a 49 años; 50 a 54 años; 55 a 59 años; 60 a 64 años; 65 a 69 años; 70 a 74 años; 75 a 79 años; 80 y más años,ok,REM/SerieP/diccionarios/2021/SP_21_V1.1 CODIGOS.xlsm,50.0
2022,P,P6,P6241040,True,2021–2025,Childhood disintegrative disorder under control in primary care,True,[TRASTORNO GENERALIZADOS DEL DESARROLLO] TRASTORNO DESINTEGRATIVO DE LA INFANCIA,SECCION A.1: POBLACIÓN EN CONTROL EN APS AL CORTE,T O T A L | Ambos sexos,T O T A L | Hombres,T O T A L | Mujeres,GRUPO DE EDAD (en años) | 0 a 4 años | Hombres,GRUPO DE EDAD (en años) | 80 y más años | Mujeres,45.0,0 a 4 años; 5 a 9 años; 10 a 14 años; 15 a 19 años; 20 a 24 años; 25 a 29 años; 30 a 34 años; 35 a 39 años; 40 a 44 años; 45 a 49 años; 50 a 54 años; 55 a 59 años; 60 a 64 años; 65 a 69 años; 70 a 74 años; 75 a 79 años; 80 y más años,ok,REM/SerieP/diccionarios/2022/SP_22_V1.0 CODIGOS.xlsm,50.0
2023,P,P6,P6241040,True,2021–2025,Childhood disintegrative disorder under control in primary care,True,[TRASTORNO GENERALIZADOS DEL DESARROLLO] TRASTORNO DESINTEGRATIVO DE LA INFANCIA,SECCION A.1: POBLACIÓN EN CONTROL EN APS AL CORTE,T O T A L | Ambos sexos,T O T A L | Hombres,T O T A L | Mujeres,GRUPO DE EDAD (en años) | 0 a 4 años | Hombres,GRUPO DE EDAD (en años) | 80 y más años | Mujeres,48.0,0 a 4 años; 5 a 9 años; 10 a 14 años; 15 a 19 años; 20 a 24 años; 25 a 29 años; 30 a 34 años; 35 a 39 años; 40 a 44 años; 45 a 49 años; 50 a 54 años; 55 a 59 años; 60 a 64 años; 65 a 69 años; 70 a 74 años; 75 a 79 años; 80 y más años,ok,REM/SerieP/diccionarios/2023/DICCIONARIO CODIGOS SP_23_V1.2.xlsm,51.0
2024,P,P6,P6241040,True,2021–2025,Childhood disintegrative disorder under control in primary care,True,[TRASTORNO GENERALIZADOS DEL DESARROLLO] TRASTORNO DESINTEGRATIVO DE LA INFANCIA,SECCION A.1: POBLACIÓN EN CONTROL EN APS AL CORTE,T O T A L | Ambos sexos,T O T A L | Hombres,T O T A L | Mujeres,GRUPO DE EDAD (en años) | 0 a 4 años | Hombres,GRUPO DE EDAD (en años) | 80 y más años | Mujeres,48.0,0 a 4 años; 5 a 9 años; 10 a 14 años; 15 a 19 años; 20 a 24 años; 25 a 29 años; 30 a 34 años; 35 a 39 años; 40 a 44 años; 45 a 49 años; 50 a 54 años; 55 a 59 años; 60 a 64 años; 65 a 69 años; 70 a 74 años; 75 a 79 años; 80 y más años,ok,REM/SerieP/diccionarios/2024/DICCIONARIO CODIGOS SP_24_V1.1.xlsm,51.0
2025,P,P6,P6241040,True,2021–2025,Childhood disintegrative disorder under control in primary care,True,[Trastorno generalizados del desarrollo] Trastorno desintegrativo de la infancia,SECCION A.1: POBLACIÓN EN CONTROL EN APS AL CORTE,T O T A L | Ambos sexos,T O T A L | Hombres,T O T A L | Mujeres,RANGO ETARIO Y SEXO | 0 a 4 años | Hombres,RANGO ETARIO Y SEXO | 80 y más años | Mujeres,48.0,0 a 4 años; 5 a 9 años; 10 a 14 años; 15 a 19 años; 20 a 24 años; 25 a 29 años; 30 a 34 años; 35 a 39 años; 40 a 44 años; 45 a 49 años; 50 a 54 años; 55 a 59 años; 60 a 64 años; 65 a 69 años; 70 a 74 años; 75 a 79 años; 80 y más años,ok,REM/SerieP/diccionarios/2025/DICCIONARIO CODIGOS SP_25_V1.2.xlsm,55.0
2019,P,P6,P6241050,False,2021–2025,Pervasive developmental disorder unspecified under control in primary care,False,,,,,,,,,,,REM/SerieP/diccionarios/2019/SP_19_V1.1-CODIGOS.xlsm,
2020,P,P6,P6241050,False,2021–2025,Pervasive developmental disorder unspecified under control in primary care,False,,,,,,,,,,,REM/SerieP/diccionarios/2020/SP_20_V1.0 CODIGOS.xlsm,
2021,P,P6,P6241050,True,2021–2025,Pervasive developmental disorder unspecified under control in primary care,True,[TRASTORNO GENERALIZADOS DEL DESARROLLO] TRASTONO GENERALIZADO DEL DESARROLLO NO ESPECÍFICO,SECCION A.1: POBLACIÓN EN CONTROL EN APS AL CORTE,T O T A L | Ambos sexos,T O T A L | Hombres,T O T A L | Mujeres,GRUPO DE EDAD (en años) | 0 a 4 años | Hombres,GRUPO DE EDAD (en años) | 80 y más años | Mujeres,45.0,0 a 4 años; 5 a 9 años; 10 a 14 años; 15 a 19 años; 20 a 24 años; 25 a 29 años; 30 a 34 años; 35 a 39 años; 40 a 44 años; 45 a 49 años; 50 a 54 años; 55 a 59 años; 60 a 64 años; 65 a 69 años; 70 a 74 años; 75 a 79 años; 80 y más años,ok,REM/SerieP/diccionarios/2021/SP_21_V1.1 CODIGOS.xlsm,51.0
2022,P,P6,P6241050,True,2021–2025,Pervasive developmental disorder unspecified under control in primary care,True,[TRASTORNO GENERALIZADOS DEL DESARROLLO] TRASTONO GENERALIZADO DEL DESARROLLO NO ESPECÍFICO,SECCION A.1: POBLACIÓN EN CONTROL EN APS AL CORTE,T O T A L | Ambos sexos,T O T A L | Hombres,T O T A L | Mujeres,GRUPO DE EDAD (en años) | 0 a 4 años | Hombres,GRUPO DE EDAD (en años) | 80 y más años | Mujeres,45.0,0 a 4 años; 5 a 9 años; 10 a 14 años; 15 a 19 años; 20 a 24 años; 25 a 29 años; 30 a 34 años; 35 a 39 años; 40 a 44 años; 45 a 49 años; 50 a 54 años; 55 a 59 años; 60 a 64 años; 65 a 69 años; 70 a 74 años; 75 a 79 años; 80 y más años,ok,REM/SerieP/diccionarios/2022/SP_22_V1.0 CODIGOS.xlsm,51.0
2023,P,P6,P6241050,True,2021–2025,Pervasive developmental disorder unspecified under control in primary care,True,[TRASTORNO GENERALIZADOS DEL DESARROLLO] TRASTONO GENERALIZADO DEL DESARROLLO NO ESPECÍFICO,SECCION A.1: POBLACIÓN EN CONTROL EN APS AL CORTE,T O T A L | Ambos sexos,T O T A L | Hombres,T O T A L | Mujeres,GRUPO DE EDAD (en años) | 0 a 4 años | Hombres,GRUPO DE EDAD (en años) | 80 y más años | Mujeres,48.0,0 a 4 años; 5 a 9 años; 10 a 14 años; 15 a 19 años; 20 a 24 años; 25 a 29 años; 30 a 34 años; 35 a 39 años; 40 a 44 años; 45 a 49 años; 50 a 54 años; 55 a 59 años; 60 a 64 años; 65 a 69 años; 70 a 74 años; 75 a 79 años; 80 y más años,ok,REM/SerieP/diccionarios/2023/DICCIONARIO CODIGOS SP_23_V1.2.xlsm,52.0
2024,P,P6,P6241050,True,2021–2025,Pervasive developmental disorder unspecified under control in primary care,True,[TRASTORNO GENERALIZADOS DEL DESARROLLO] TRASTONO GENERALIZADO DEL DESARROLLO NO ESPECÍFICO,SECCION A.1: POBLACIÓN EN CONTROL EN APS AL CORTE,T O T A L | Ambos sexos,T O T A L | Hombres,T O T A L | Mujeres,GRUPO DE EDAD (en años) | 0 a 4 años | Hombres,GRUPO DE EDAD (en años) | 80 y más años | Mujeres,48.0,0 a 4 años; 5 a 9 años; 10 a 14 años; 15 a 19 años; 20 a 24 años; 25 a 29 años; 30 a 34 años; 35 a 39 años; 40 a 44 años; 45 a 49 años; 50 a 54 años; 55 a 59 años; 60 a 64 años; 65 a 69 años; 70 a 74 años; 75 a 79 años; 80 y más años,ok,REM/SerieP/diccionarios/2024/DICCIONARIO CODIGOS SP_24_V1.1.xlsm,52.0
2025,P,P6,P6241050,True,2021–2025,Pervasive developmental disorder unspecified under control in primary care,True,[Trastorno generalizados del desarrollo] Trastorno generalizado del desarrollo no específico,SECCION A.1: POBLACIÓN EN CONTROL EN APS AL CORTE,T O T A L | Ambos sexos,T O T A L | Hombres,T O T A L | Mujeres,RANGO ETARIO Y SEXO | 0 a 4 años | Hombres,RANGO ETARIO Y SEXO | 80 y más años | Mujeres,48.0,0 a 4 años; 5 a 9 años; 10 a 14 años; 15 a 19 años; 20 a 24 años; 25 a 29 años; 30 a 34 años; 35 a 39 años; 40 a 44 años; 45 a 49 años; 50 a 54 años; 55 a 59 años; 60 a 64 años; 65 a 69 años; 70 a 74 años; 75 a 79 años; 80 y más años,ok,REM/SerieP/diccionarios/2025/DICCIONARIO CODIGOS SP_25_V1.2.xlsm,56.0
2019,P,P6,P6241060,False,2021–2025,Autism under control in specialty care,False,,,,,,,,,,,REM/SerieP/diccionarios/2019/SP_19_V1.1-CODIGOS.xlsm,
2020,P,P6,P6241060,False,2021–2025,Autism under control in specialty care,False,,,,,,,,,,,REM/SerieP/diccionarios/2020/SP_20_V1.0 CODIGOS.xlsm,
2021,P,P6,P6241060,True,2021–2025,Autism under control in specialty care,True,TRASTORNO GENERALIZADOS DEL DESARROLLO | AUTISMO,B. ATENCIÓN DE ESPECIALIDADES SECCION B.1: POBLACIÓN EN CONTROL EN ESPECIALIDAD AL CORTE,T O T A L | Ambos sexos,T O T A L | Hombres,T O T A L | Mujeres,GRUPO DE EDAD (en años) | 0 a 4 años | Hombres,GRUPO DE EDAD (en años) | 80 y más años | Mujeres,45.0,0 a 4 años; 5 a 9 años; 10 a 14 años; 15 a 19 años; 20 a 24 años; 25 a 29 años; 30 a 34 años; 35 a 39 años; 40 a 44 años; 45 a 49 años; 50 a 54 años; 55 a 59 años; 60 a 64 años; 65 a 69 años; 70 a 74 años; 75 a 79 años; 80 y más años,ok,REM/SerieP/diccionarios/2021/SP_21_V1.1 CODIGOS.xlsm,103.0
2022,P,P6,P6241060,True,2021–2025,Autism under control in specialty care,True,TRASTORNO GENERALIZADOS DEL DESARROLLO | AUTISMO,B. ATENCIÓN DE ESPECIALIDADES SECCION B.1: POBLACIÓN EN CONTROL EN ESPECIALIDAD AL CORTE,T O T A L | Ambos sexos,T O T A L | Hombres,T O T A L | Mujeres,GRUPO DE EDAD (en años) | 0 a 4 años | Hombres,GRUPO DE EDAD (en años) | 80 y más años | Mujeres,45.0,0 a 4 años; 5 a 9 años; 10 a 14 años; 15 a 19 años; 20 a 24 años; 25 a 29 años; 30 a 34 años; 35 a 39 años; 40 a 44 años; 45 a 49 años; 50 a 54 años; 55 a 59 años; 60 a 64 años; 65 a 69 años; 70 a 74 años; 75 a 79 años; 80 y más años,ok,REM/SerieP/diccionarios/2022/SP_22_V1.0 CODIGOS.xlsm,103.0
2023,P,P6,P6241060,True,2021–2025,Autism under control in specialty care,True,TRASTORNO GENERALIZADOS DEL DESARROLLO | AUTISMO,B. ATENCIÓN DE ESPECIALIDADES SECCION B.1: POBLACIÓN EN CONTROL EN ESPECIALIDAD AL CORTE,T O T A L | Ambos sexos,T O T A L | Hombres,T O T A L | Mujeres,GRUPO DE EDAD (en años) | 0 a 4 años | Hombres,GRUPO DE EDAD (en años) | 80 y más años | Mujeres,48.0,0 a 4 años; 5 a 9 años; 10 a 14 años; 15 a 19 años; 20 a 24 años; 25 a 29 años; 30 a 34 años; 35 a 39 años; 40 a 44 años; 45 a 49 años; 50 a 54 años; 55 a 59 años; 60 a 64 años; 65 a 69 años; 70 a 74 años; 75 a 79 años; 80 y más años,ok,REM/SerieP/diccionarios/2023/DICCIONARIO CODIGOS SP_23_V1.2.xlsm,105.0
2024,P,P6,P6241060,True,2021–2025,Autism under control in specialty care,True,TRASTORNO GENERALIZADOS DEL DESARROLLO | AUTISMO,B. ATENCIÓN DE ESPECIALIDADES SECCION B.1: POBLACIÓN EN CONTROL EN ESPECIALIDAD AL CORTE,T O T A L | Ambos sexos,T O T A L | Hombres,T O T A L | Mujeres,GRUPO DE EDAD (en años) | 0 a 4 años | Hombres,GRUPO DE EDAD (en años) | 80 y más años | Mujeres,48.0,0 a 4 años; 5 a 9 años; 10 a 14 años; 15 a 19 años; 20 a 24 años; 25 a 29 años; 30 a 34 años; 35 a 39 años; 40 a 44 años; 45 a 49 años; 50 a 54 años; 55 a 59 años; 60 a 64 años; 65 a 69 años; 70 a 74 años; 75 a 79 años; 80 y más años,ok,REM/SerieP/diccionarios/2024/DICCIONARIO CODIGOS SP_24_V1.1.xlsm,105.0
2025,P,P6,P6241060,True,2021–2025,Autism under control in specialty care,True,Trastorno generalizados del desarrollo | Autismo,SECCION B.1: POBLACIÓN EN CONTROL EN ESPECIALIDAD AL CORTE,T O T A L | Ambos sexos,T O T A L | Hombres,T O T A L | Mujeres,RANGO ETARIO Y SEXO | 0 a 4 años | Hombres,RANGO ETARIO Y SEXO | 80 y más años | Mujeres,48.0,0 a 4 años; 5 a 9 años; 10 a 14 años; 15 a 19 años; 20 a 24 años; 25 a 29 años; 30 a 34 años; 35 a 39 años; 40 a 44 años; 45 a 49 años; 50 a 54 años; 55 a 59 años; 60 a 64 años; 65 a 69 años; 70 a 74 años; 75 a 79 años; 80 y más años,ok,REM/SerieP/diccionarios/2025/DICCIONARIO CODIGOS SP_25_V1.2.xlsm,114.0
2019,P,P6,P6241070,False,2021–2025,Asperger under control in specialty care,False,,,,,,,,,,,REM/SerieP/diccionarios/2019/SP_19_V1.1-CODIGOS.xlsm,
2020,P,P6,P6241070,False,2021–2025,Asperger under control in specialty care,False,,,,,,,,,,,REM/SerieP/diccionarios/2020/SP_20_V1.0 CODIGOS.xlsm,
2021,P,P6,P6241070,True,2021–2025,Asperger under control in specialty care,True,[TRASTORNO GENERALIZADOS DEL DESARROLLO] ASPERGER,B. ATENCIÓN DE ESPECIALIDADES SECCION B.1: POBLACIÓN EN CONTROL EN ESPECIALIDAD AL CORTE,T O T A L | Ambos sexos,T O T A L | Hombres,T O T A L | Mujeres,GRUPO DE EDAD (en años) | 0 a 4 años | Hombres,GRUPO DE EDAD (en años) | 80 y más años | Mujeres,45.0,0 a 4 años; 5 a 9 años; 10 a 14 años; 15 a 19 años; 20 a 24 años; 25 a 29 años; 30 a 34 años; 35 a 39 años; 40 a 44 años; 45 a 49 años; 50 a 54 años; 55 a 59 años; 60 a 64 años; 65 a 69 años; 70 a 74 años; 75 a 79 años; 80 y más años,ok,REM/SerieP/diccionarios/2021/SP_21_V1.1 CODIGOS.xlsm,104.0
2022,P,P6,P6241070,True,2021–2025,Asperger under control in specialty care,True,[TRASTORNO GENERALIZADOS DEL DESARROLLO] ASPERGER,B. ATENCIÓN DE ESPECIALIDADES SECCION B.1: POBLACIÓN EN CONTROL EN ESPECIALIDAD AL CORTE,T O T A L | Ambos sexos,T O T A L | Hombres,T O T A L | Mujeres,GRUPO DE EDAD (en años) | 0 a 4 años | Hombres,GRUPO DE EDAD (en años) | 80 y más años | Mujeres,45.0,0 a 4 años; 5 a 9 años; 10 a 14 años; 15 a 19 años; 20 a 24 años; 25 a 29 años; 30 a 34 años; 35 a 39 años; 40 a 44 años; 45 a 49 años; 50 a 54 años; 55 a 59 años; 60 a 64 años; 65 a 69 años; 70 a 74 años; 75 a 79 años; 80 y más años,ok,REM/SerieP/diccionarios/2022/SP_22_V1.0 CODIGOS.xlsm,104.0
2023,P,P6,P6241070,True,2021–2025,Asperger under control in specialty care,True,[TRASTORNO GENERALIZADOS DEL DESARROLLO] ASPERGER,B. ATENCIÓN DE ESPECIALIDADES SECCION B.1: POBLACIÓN EN CONTROL EN ESPECIALIDAD AL CORTE,T O T A L | Ambos sexos,T O T A L | Hombres,T O T A L | Mujeres,GRUPO DE EDAD (en años) | 0 a 4 años | Hombres,GRUPO DE EDAD (en años) | 80 y más años | Mujeres,48.0,0 a 4 años; 5 a 9 años; 10 a 14 años; 15 a 19 años; 20 a 24 años; 25 a 29 años; 30 a 34 años; 35 a 39 años; 40 a 44 años; 45 a 49 años; 50 a 54 años; 55 a 59 años; 60 a 64 años; 65 a 69 años; 70 a 74 años; 75 a 79 años; 80 y más años,ok,REM/SerieP/diccionarios/2023/DICCIONARIO CODIGOS SP_23_V1.2.xlsm,106.0
2024,P,P6,P6241070,True,2021–2025,Asperger under control in specialty care,True,[TRASTORNO GENERALIZADOS DEL DESARROLLO] ASPERGER,B. ATENCIÓN DE ESPECIALIDADES SECCION B.1: POBLACIÓN EN CONTROL EN ESPECIALIDAD AL CORTE,T O T A L | Ambos sexos,T O T A L | Hombres,T O T A L | Mujeres,GRUPO DE EDAD (en años) | 0 a 4 años | Hombres,GRUPO DE EDAD (en años) | 80 y más años | Mujeres,48.0,0 a 4 años; 5 a 9 años; 10 a 14 años; 15 a 19 años; 20 a 24 años; 25 a 29 años; 30 a 34 años; 35 a 39 años; 40 a 44 años; 45 a 49 años; 50 a 54 años; 55 a 59 años; 60 a 64 años; 65 a 69 años; 70 a 74 años; 75 a 79 años; 80 y más años,ok,REM/SerieP/diccionarios/2024/DICCIONARIO CODIGOS SP_24_V1.1.xlsm,106.0
2025,P,P6,P6241070,True,2021–2025,Asperger under control in specialty care,True,[Trastorno generalizados del desarrollo] Asperger,SECCION B.1: POBLACIÓN EN CONTROL EN ESPECIALIDAD AL CORTE,T O T A L | Ambos sexos,T O T A L | Hombres,T O T A L | Mujeres,RANGO ETARIO Y SEXO | 0 a 4 años | Hombres,RANGO ETARIO Y SEXO | 80 y más años | Mujeres,48.0,0 a 4 años; 5 a 9 años; 10 a 14 años; 15 a 19 años; 20 a 24 años; 25 a 29 años; 30 a 34 años; 35 a 39 años; 40 a 44 años; 45 a 49 años; 50 a 54 años; 55 a 59 años; 60 a 64 años; 65 a 69 años; 70 a 74 años; 75 a 79 años; 80 y más años,ok,REM/SerieP/diccionarios/2025/DICCIONARIO CODIGOS SP_25_V1.2.xlsm,115.0
2019,P,P6,P6241080,False,2021–2025,Rett syndrome under control in specialty care,False,,,,,,,,,,,REM/SerieP/diccionarios/2019/SP_19_V1.1-CODIGOS.xlsm,
2020,P,P6,P6241080,False,2021–2025,Rett syndrome under control in specialty care,False,,,,,,,,,,,REM/SerieP/diccionarios/2020/SP_20_V1.0 CODIGOS.xlsm,
2021,P,P6,P6241080,True,2021–2025,Rett syndrome under control in specialty care,True,[TRASTORNO GENERALIZADOS DEL DESARROLLO] SÍNDROME DE RETT,B. ATENCIÓN DE ESPECIALIDADES SECCION B.1: POBLACIÓN EN CONTROL EN ESPECIALIDAD AL CORTE,T O T A L | Ambos sexos,T O T A L | Hombres,T O T A L | Mujeres,GRUPO DE EDAD (en años) | 0 a 4 años | Hombres,GRUPO DE EDAD (en años) | 80 y más años | Mujeres,45.0,0 a 4 años; 5 a 9 años; 10 a 14 años; 15 a 19 años; 20 a 24 años; 25 a 29 años; 30 a 34 años; 35 a 39 años; 40 a 44 años; 45 a 49 años; 50 a 54 años; 55 a 59 años; 60 a 64 años; 65 a 69 años; 70 a 74 años; 75 a 79 años; 80 y más años,ok,REM/SerieP/diccionarios/2021/SP_21_V1.1 CODIGOS.xlsm,105.0
2022,P,P6,P6241080,True,2021–2025,Rett syndrome under control in specialty care,True,[TRASTORNO GENERALIZADOS DEL DESARROLLO] SÍNDROME DE RETT,B. ATENCIÓN DE ESPECIALIDADES SECCION B.1: POBLACIÓN EN CONTROL EN ESPECIALIDAD AL CORTE,T O T A L | Ambos sexos,T O T A L | Hombres,T O T A L | Mujeres,GRUPO DE EDAD (en años) | 0 a 4 años | Hombres,GRUPO DE EDAD (en años) | 80 y más años | Mujeres,45.0,0 a 4 años; 5 a 9 años; 10 a 14 años; 15 a 19 años; 20 a 24 años; 25 a 29 años; 30 a 34 años; 35 a 39 años; 40 a 44 años; 45 a 49 años; 50 a 54 años; 55 a 59 años; 60 a 64 años; 65 a 69 años; 70 a 74 años; 75 a 79 años; 80 y más años,ok,REM/SerieP/diccionarios/2022/SP_22_V1.0 CODIGOS.xlsm,105.0
2023,P,P6,P6241080,True,2021–2025,Rett syndrome under control in specialty care,True,[TRASTORNO GENERALIZADOS DEL DESARROLLO] SÍNDROME DE RETT,B. ATENCIÓN DE ESPECIALIDADES SECCION B.1: POBLACIÓN EN CONTROL EN ESPECIALIDAD AL CORTE,T O T A L | Ambos sexos,T O T A L | Hombres,T O T A L | Mujeres,GRUPO DE EDAD (en años) | 0 a 4 años | Hombres,GRUPO DE EDAD (en años) | 80 y más años | Mujeres,48.0,0 a 4 años; 5 a 9 años; 10 a 14 años; 15 a 19 años; 20 a 24 años; 25 a 29 años; 30 a 34 años; 35 a 39 años; 40 a 44 años; 45 a 49 años; 50 a 54 años; 55 a 59 años; 60 a 64 años; 65 a 69 años; 70 a 74 años; 75 a 79 años; 80 y más años,ok,REM/SerieP/diccionarios/2023/DICCIONARIO CODIGOS SP_23_V1.2.xlsm,107.0
2024,P,P6,P6241080,True,2021–2025,Rett syndrome under control in specialty care,True,[TRASTORNO GENERALIZADOS DEL DESARROLLO] SÍNDROME DE RETT,B. ATENCIÓN DE ESPECIALIDADES SECCION B.1: POBLACIÓN EN CONTROL EN ESPECIALIDAD AL CORTE,T O T A L | Ambos sexos,T O T A L | Hombres,T O T A L | Mujeres,GRUPO DE EDAD (en años) | 0 a 4 años | Hombres,GRUPO DE EDAD (en años) | 80 y más años | Mujeres,48.0,0 a 4 años; 5 a 9 años; 10 a 14 años; 15 a 19 años; 20 a 24 años; 25 a 29 años; 30 a 34 años; 35 a 39 años; 40 a 44 años; 45 a 49 años; 50 a 54 años; 55 a 59 años; 60 a 64 años; 65 a 69 años; 70 a 74 años; 75 a 79 años; 80 y más años,ok,REM/SerieP/diccionarios/2024/DICCIONARIO CODIGOS SP_24_V1.1.xlsm,107.0
2025,P,P6,P6241080,True,2021–2025,Rett syndrome under control in specialty care,True,[Trastorno generalizados del desarrollo] Síndrome de rett,SECCION B.1: POBLACIÓN EN CONTROL EN ESPECIALIDAD AL CORTE,T O T A L | Ambos sexos,T O T A L | Hombres,T O T A L | Mujeres,RANGO ETARIO Y SEXO | 0 a 4 años | Hombres,RANGO ETARIO Y SEXO | 80 y más años | Mujeres,48.0,0 a 4 años; 5 a 9 años; 10 a 14 años; 15 a 19 años; 20 a 24 años; 25 a 29 años; 30 a 34 años; 35 a 39 años; 40 a 44 años; 45 a 49 años; 50 a 54 años; 55 a 59 años; 60 a 64 años; 65 a 69 años; 70 a 74 años; 75 a 79 años; 80 y más años,ok,REM/SerieP/diccionarios/2025/DICCIONARIO CODIGOS SP_25_V1.2.xlsm,116.0
2019,P,P6,P6241090,False,2021–2025,Childhood disintegrative disorder under control in specialty care,False,,,,,,,,,,,REM/SerieP/diccionarios/2019/SP_19_V1.1-CODIGOS.xlsm,
2020,P,P6,P6241090,False,2021–2025,Childhood disintegrative disorder under control in specialty care,False,,,,,,,,,,,REM/SerieP/diccionarios/2020/SP_20_V1.0 CODIGOS.xlsm,
2021,P,P6,P6241090,True,2021–2025,Childhood disintegrative disorder under control in specialty care,True,[TRASTORNO GENERALIZADOS DEL DESARROLLO] TRASTORNO DESINTEGRATIVO DE LA INFANCIA,B. ATENCIÓN DE ESPECIALIDADES SECCION B.1: POBLACIÓN EN CONTROL EN ESPECIALIDAD AL CORTE,T O T A L | Ambos sexos,T O T A L | Hombres,T O T A L | Mujeres,GRUPO DE EDAD (en años) | 0 a 4 años | Hombres,GRUPO DE EDAD (en años) | 80 y más años | Mujeres,45.0,0 a 4 años; 5 a 9 años; 10 a 14 años; 15 a 19 años; 20 a 24 años; 25 a 29 años; 30 a 34 años; 35 a 39 años; 40 a 44 años; 45 a 49 años; 50 a 54 años; 55 a 59 años; 60 a 64 años; 65 a 69 años; 70 a 74 años; 75 a 79 años; 80 y más años,ok,REM/SerieP/diccionarios/2021/SP_21_V1.1 CODIGOS.xlsm,106.0
2022,P,P6,P6241090,True,2021–2025,Childhood disintegrative disorder under control in specialty care,True,[TRASTORNO GENERALIZADOS DEL DESARROLLO] TRASTORNO DESINTEGRATIVO DE LA INFANCIA,B. ATENCIÓN DE ESPECIALIDADES SECCION B.1: POBLACIÓN EN CONTROL EN ESPECIALIDAD AL CORTE,T O T A L | Ambos sexos,T O T A L | Hombres,T O T A L | Mujeres,GRUPO DE EDAD (en años) | 0 a 4 años | Hombres,GRUPO DE EDAD (en años) | 80 y más años | Mujeres,45.0,0 a 4 años; 5 a 9 años; 10 a 14 años; 15 a 19 años; 20 a 24 años; 25 a 29 años; 30 a 34 años; 35 a 39 años; 40 a 44 años; 45 a 49 años; 50 a 54 años; 55 a 59 años; 60 a 64 años; 65 a 69 años; 70 a 74 años; 75 a 79 años; 80 y más años,ok,REM/SerieP/diccionarios/2022/SP_22_V1.0 CODIGOS.xlsm,106.0
