year,variant,position,panel,activity,n_episodes_cell,n_invalid_dates,n_valid_dates,mean_days,sd_days,median_days,q25_days,q75_days,p90_days,max_days,total_days,n_los_zero,unit,denominator,script
2020,sin_rett,secondary_only,fixed65,hospitalisation,1371,0,1371,11.0044,58.4485,3.0,1.0,8.0,20.0,1463.0,15087.0,154,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2020,sin_rett,secondary_only,observed,all,1452,0,1452,10.3933,56.8494,3.0,1.0,7.0,19.0,1463.0,15091.0,231,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2020,sin_rett,secondary_only,observed,cma,81,0,81,0.0494,0.218,0.0,0.0,0.0,0.0,1.0,4.0,77,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2020,sin_rett,secondary_only,observed,hospitalisation,1371,0,1371,11.0044,58.4485,3.0,1.0,8.0,20.0,1463.0,15087.0,154,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2020,strict_autism_f840,any,fixed65,all,1084,0,1084,11.1845,64.2601,3.0,1.0,8.0,19.0,1463.0,12124.0,192,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2020,strict_autism_f840,any,fixed65,cma,59,0,59,0.0508,0.2216,0.0,0.0,0.0,0.0,1.0,3.0,56,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2020,strict_autism_f840,any,fixed65,hospitalisation,1025,0,1025,11.8254,66.0282,3.0,1.0,8.0,20.0,1463.0,12121.0,136,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2020,strict_autism_f840,any,observed,all,1084,0,1084,11.1845,64.2601,3.0,1.0,8.0,19.0,1463.0,12124.0,192,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2020,strict_autism_f840,any,observed,cma,59,0,59,0.0508,0.2216,0.0,0.0,0.0,0.0,1.0,3.0,56,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2020,strict_autism_f840,any,observed,hospitalisation,1025,0,1025,11.8254,66.0282,3.0,1.0,8.0,20.0,1463.0,12121.0,136,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2020,strict_autism_f840,principal,fixed65,all,114,0,114,23.7807,64.6834,8.0,4.0,20.0,37.8,591.0,2711.0,11,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2020,strict_autism_f840,principal,fixed65,cma,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2020,strict_autism_f840,principal,fixed65,hospitalisation,112,0,112,24.2054,65.184,9.0,4.0,20.25,38.6,591.0,2711.0,9,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2020,strict_autism_f840,principal,observed,all,114,0,114,23.7807,64.6834,8.0,4.0,20.0,37.8,591.0,2711.0,11,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2020,strict_autism_f840,principal,observed,cma,2,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2020,strict_autism_f840,principal,observed,hospitalisation,112,0,112,24.2054,65.184,9.0,4.0,20.25,38.6,591.0,2711.0,9,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2020,strict_autism_f840,secondary_only,fixed65,all,970,0,970,9.7041,64.0811,3.0,1.0,7.0,16.0,1463.0,9413.0,181,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2020,strict_autism_f840,secondary_only,fixed65,cma,57,0,57,0.0526,0.2253,0.0,0.0,0.0,0.0,1.0,3.0,54,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2020,strict_autism_f840,secondary_only,fixed65,hospitalisation,913,0,913,10.3067,66.0064,3.0,1.0,7.0,17.0,1463.0,9410.0,127,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2020,strict_autism_f840,secondary_only,observed,all,970,0,970,9.7041,64.0811,3.0,1.0,7.0,16.0,1463.0,9413.0,181,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2020,strict_autism_f840,secondary_only,observed,cma,57,0,57,0.0526,0.2253,0.0,0.0,0.0,0.0,1.0,3.0,54,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2020,strict_autism_f840,secondary_only,observed,hospitalisation,913,0,913,10.3067,66.0064,3.0,1.0,7.0,17.0,1463.0,9410.0,127,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2021,all_episodes,all,fixed65,all,816909,0,816909,6.8649,15.4336,3.0,1.0,7.0,16.0,3146.0,5608022.0,133815,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2021,all_episodes,all,fixed65,cma,102931,0,102931,0.0735,1.8822,0.0,0.0,0.0,0.0,365.0,7570.0,97229,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2021,all_episodes,all,fixed65,hospitalisation,713978,0,713978,7.844,16.2609,4.0,2.0,8.0,18.0,3146.0,5600452.0,36586,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2021,all_episodes,all,fixed65,other,0,0,0,,,,,,,,0.0,0,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2021,all_episodes,all,observed,all,816909,0,816909,6.8649,15.4336,3.0,1.0,7.0,16.0,3146.0,5608022.0,133815,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2021,all_episodes,all,observed,cma,102931,0,102931,0.0735,1.8822,0.0,0.0,0.0,0.0,365.0,7570.0,97229,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2021,all_episodes,all,observed,hospitalisation,713978,0,713978,7.844,16.2609,4.0,2.0,8.0,18.0,3146.0,5600452.0,36586,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2021,all_episodes,all,observed,other,0,0,0,,,,,,,,0.0,0,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2021,con_rett,any,fixed65,all,2399,0,2399,10.3814,45.0036,3.0,1.0,7.0,21.0,1444.0,24905.0,457,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2021,con_rett,any,fixed65,cma,182,0,182,0.0549,0.2285,0.0,0.0,0.0,0.0,1.0,10.0,172,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2021,con_rett,any,fixed65,hospitalisation,2217,0,2217,11.2291,46.7139,3.0,1.0,8.0,23.0,1444.0,24895.0,285,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2021,con_rett,any,observed,all,2399,0,2399,10.3814,45.0036,3.0,1.0,7.0,21.0,1444.0,24905.0,457,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2021,con_rett,any,observed,cma,182,0,182,0.0549,0.2285,0.0,0.0,0.0,0.0,1.0,10.0,172,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2021,con_rett,any,observed,hospitalisation,2217,0,2217,11.2291,46.7139,3.0,1.0,8.0,23.0,1444.0,24895.0,285,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2021,con_rett,principal,fixed65,all,189,0,189,28.7619,111.6372,10.0,1.0,24.0,50.4,1444.0,5436.0,16,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2021,con_rett,principal,fixed65,hospitalisation,189,0,189,28.7619,111.6372,10.0,1.0,24.0,50.4,1444.0,5436.0,16,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2021,con_rett,principal,observed,all,189,0,189,28.7619,111.6372,10.0,1.0,24.0,50.4,1444.0,5436.0,16,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2021,con_rett,principal,observed,hospitalisation,189,0,189,28.7619,111.6372,10.0,1.0,24.0,50.4,1444.0,5436.0,16,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2021,con_rett,secondary_only,fixed65,all,2210,0,2210,8.8095,33.2651,3.0,1.0,7.0,17.1,686.0,19469.0,441,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2021,con_rett,secondary_only,fixed65,cma,182,0,182,0.0549,0.2285,0.0,0.0,0.0,0.0,1.0,10.0,172,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2021,con_rett,secondary_only,fixed65,hospitalisation,2028,0,2028,9.5952,34.6182,3.0,1.0,7.0,19.0,686.0,19459.0,269,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2021,con_rett,secondary_only,observed,all,2210,0,2210,8.8095,33.2651,3.0,1.0,7.0,17.1,686.0,19469.0,441,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2021,con_rett,secondary_only,observed,cma,182,0,182,0.0549,0.2285,0.0,0.0,0.0,0.0,1.0,10.0,172,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2021,con_rett,secondary_only,observed,hospitalisation,2028,0,2028,9.5952,34.6182,3.0,1.0,7.0,19.0,686.0,19459.0,269,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2021,sin_rett,any,fixed65,all,2367,0,2367,10.2776,44.985,3.0,1.0,7.0,21.0,1444.0,24327.0,453,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2021,sin_rett,any,fixed65,cma,180,0,180,0.0556,0.2297,0.0,0.0,0.0,0.0,1.0,10.0,170,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2021,sin_rett,any,fixed65,hospitalisation,2187,0,2187,11.1189,46.7008,3.0,1.0,8.0,23.0,1444.0,24317.0,283,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2021,sin_rett,any,observed,all,2367,0,2367,10.2776,44.985,3.0,1.0,7.0,21.0,1444.0,24327.0,453,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2021,sin_rett,any,observed,cma,180,0,180,0.0556,0.2297,0.0,0.0,0.0,0.0,1.0,10.0,170,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2021,sin_rett,any,observed,hospitalisation,2187,0,2187,11.1189,46.7008,3.0,1.0,8.0,23.0,1444.0,24317.0,283,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2021,sin_rett,principal,fixed65,all,186,0,186,29.086,112.5027,10.0,1.0,24.75,51.0,1444.0,5410.0,16,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2021,sin_rett,principal,fixed65,hospitalisation,186,0,186,29.086,112.5027,10.0,1.0,24.75,51.0,1444.0,5410.0,16,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2021,sin_rett,principal,observed,all,186,0,186,29.086,112.5027,10.0,1.0,24.75,51.0,1444.0,5410.0,16,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2021,sin_rett,principal,observed,hospitalisation,186,0,186,29.086,112.5027,10.0,1.0,24.75,51.0,1444.0,5410.0,16,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2021,sin_rett,secondary_only,fixed65,all,2181,0,2181,8.6735,33.007,3.0,1.0,7.0,17.0,686.0,18917.0,437,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2021,sin_rett,secondary_only,fixed65,cma,180,0,180,0.0556,0.2297,0.0,0.0,0.0,0.0,1.0,10.0,170,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2021,sin_rett,secondary_only,fixed65,hospitalisation,2001,0,2001,9.4488,34.3544,3.0,1.0,7.0,19.0,686.0,18907.0,267,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2021,sin_rett,secondary_only,observed,all,2181,0,2181,8.6735,33.007,3.0,1.0,7.0,17.0,686.0,18917.0,437,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2021,sin_rett,secondary_only,observed,cma,180,0,180,0.0556,0.2297,0.0,0.0,0.0,0.0,1.0,10.0,170,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2021,sin_rett,secondary_only,observed,hospitalisation,2001,0,2001,9.4488,34.3544,3.0,1.0,7.0,19.0,686.0,18907.0,267,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2021,strict_autism_f840,any,fixed65,all,1848,0,1848,9.2321,43.4817,2.0,1.0,7.0,19.0,1444.0,17061.0,389,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2021,strict_autism_f840,any,fixed65,cma,150,0,150,0.0533,0.2255,0.0,0.0,0.0,0.0,1.0,8.0,142,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2021,strict_autism_f840,any,fixed65,hospitalisation,1698,0,1698,10.043,45.2732,3.0,1.0,7.0,21.0,1444.0,17053.0,247,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2021,strict_autism_f840,any,observed,all,1848,0,1848,9.2321,43.4817,2.0,1.0,7.0,19.0,1444.0,17061.0,389,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2021,strict_autism_f840,any,observed,cma,150,0,150,0.0533,0.2255,0.0,0.0,0.0,0.0,1.0,8.0,142,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2021,strict_autism_f840,any,observed,hospitalisation,1698,0,1698,10.043,45.2732,3.0,1.0,7.0,21.0,1444.0,17053.0,247,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2021,strict_autism_f840,principal,fixed65,all,139,0,139,31.7986,127.3218,7.0,1.0,27.0,53.6,1444.0,4420.0,16,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2021,strict_autism_f840,principal,fixed65,hospitalisation,139,0,139,31.7986,127.3218,7.0,1.0,27.0,53.6,1444.0,4420.0,16,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2021,strict_autism_f840,principal,observed,all,139,0,139,31.7986,127.3218,7.0,1.0,27.0,53.6,1444.0,4420.0,16,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2021,strict_autism_f840,principal,observed,hospitalisation,139,0,139,31.7986,127.3218,7.0,1.0,27.0,53.6,1444.0,4420.0,16,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2021,strict_autism_f840,secondary_only,fixed65,all,1709,0,1709,7.3967,26.2665,2.0,1.0,6.0,15.0,647.0,12641.0,373,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2021,strict_autism_f840,secondary_only,fixed65,cma,150,0,150,0.0533,0.2255,0.0,0.0,0.0,0.0,1.0,8.0,142,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2021,strict_autism_f840,secondary_only,fixed65,hospitalisation,1559,0,1559,8.1033,27.3982,3.0,1.0,7.0,16.0,647.0,12633.0,231,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2021,strict_autism_f840,secondary_only,observed,all,1709,0,1709,7.3967,26.2665,2.0,1.0,6.0,15.0,647.0,12641.0,373,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2021,strict_autism_f840,secondary_only,observed,cma,150,0,150,0.0533,0.2255,0.0,0.0,0.0,0.0,1.0,8.0,142,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2021,strict_autism_f840,secondary_only,observed,hospitalisation,1559,0,1559,8.1033,27.3982,3.0,1.0,7.0,16.0,647.0,12633.0,231,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2022,all_episodes,all,fixed65,all,932839,1,932838,6.184,14.4562,3.0,1.0,6.0,15.0,3119.0,5768632.0,185026,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2022,all_episodes,all,fixed65,cma,154767,0,154767,0.08,2.2551,0.0,0.0,0.0,0.0,730.0,12376.0,144657,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2022,all_episodes,all,fixed65,hospitalisation,778072,1,778071,7.3981,15.513,3.0,2.0,8.0,17.0,3119.0,5756256.0,40369,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2022,all_episodes,all,fixed65,other,0,0,0,,,,,,,,0.0,0,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2022,all_episodes,all,observed,all,932839,1,932838,6.184,14.4562,3.0,1.0,6.0,15.0,3119.0,5768632.0,185026,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2022,all_episodes,all,observed,cma,154767,0,154767,0.08,2.2551,0.0,0.0,0.0,0.0,730.0,12376.0,144657,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2022,all_episodes,all,observed,hospitalisation,778072,1,778071,7.3981,15.513,3.0,2.0,8.0,17.0,3119.0,5756256.0,40369,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2022,all_episodes,all,observed,other,0,0,0,,,,,,,,0.0,0,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2022,con_rett,any,fixed65,all,3912,0,3912,7.5125,25.2115,3.0,1.0,7.0,17.0,742.0,29389.0,756,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2022,con_rett,any,fixed65,cma,351,0,351,0.0399,0.196,0.0,0.0,0.0,0.0,1.0,14.0,337,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2022,con_rett,any,fixed65,hospitalisation,3561,0,3561,8.2491,26.3104,3.0,1.0,8.0,18.0,742.0,29375.0,419,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2022,con_rett,any,observed,all,3912,0,3912,7.5125,25.2115,3.0,1.0,7.0,17.0,742.0,29389.0,756,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2022,con_rett,any,observed,cma,351,0,351,0.0399,0.196,0.0,0.0,0.0,0.0,1.0,14.0,337,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2022,con_rett,any,observed,hospitalisation,3561,0,3561,8.2491,26.3104,3.0,1.0,8.0,18.0,742.0,29375.0,419,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2022,con_rett,principal,fixed65,all,304,0,304,16.8355,37.0908,7.0,1.75,19.0,35.0,420.0,5118.0,20,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2022,con_rett,principal,fixed65,hospitalisation,304,0,304,16.8355,37.0908,7.0,1.75,19.0,35.0,420.0,5118.0,20,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2022,con_rett,principal,observed,all,304,0,304,16.8355,37.0908,7.0,1.75,19.0,35.0,420.0,5118.0,20,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2022,con_rett,principal,observed,hospitalisation,304,0,304,16.8355,37.0908,7.0,1.75,19.0,35.0,420.0,5118.0,20,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2022,con_rett,secondary_only,fixed65,all,3608,0,3608,6.727,23.7841,3.0,1.0,7.0,15.0,742.0,24271.0,736,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2022,con_rett,secondary_only,fixed65,cma,351,0,351,0.0399,0.196,0.0,0.0,0.0,0.0,1.0,14.0,337,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2022,con_rett,secondary_only,fixed65,hospitalisation,3257,0,3257,7.4477,24.9263,3.0,1.0,7.0,16.0,742.0,24257.0,399,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2022,con_rett,secondary_only,observed,all,3608,0,3608,6.727,23.7841,3.0,1.0,7.0,15.0,742.0,24271.0,736,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2022,con_rett,secondary_only,observed,cma,351,0,351,0.0399,0.196,0.0,0.0,0.0,0.0,1.0,14.0,337,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2022,con_rett,secondary_only,observed,hospitalisation,3257,0,3257,7.4477,24.9263,3.0,1.0,7.0,16.0,742.0,24257.0,399,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2022,sin_rett,any,fixed65,all,3859,0,3859,7.4931,25.3536,3.0,1.0,7.0,17.0,742.0,28916.0,748,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2022,sin_rett,any,fixed65,cma,350,0,350,0.04,0.1962,0.0,0.0,0.0,0.0,1.0,14.0,336,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2022,sin_rett,any,fixed65,hospitalisation,3509,0,3509,8.2365,26.4734,3.0,1.0,8.0,18.0,742.0,28902.0,412,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2022,sin_rett,any,observed,all,3859,0,3859,7.4931,25.3536,3.0,1.0,7.0,17.0,742.0,28916.0,748,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2022,sin_rett,any,observed,cma,350,0,350,0.04,0.1962,0.0,0.0,0.0,0.0,1.0,14.0,336,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2022,sin_rett,any,observed,hospitalisation,3509,0,3509,8.2365,26.4734,3.0,1.0,8.0,18.0,742.0,28902.0,412,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2022,sin_rett,principal,fixed65,all,295,0,295,17.1763,37.5897,7.0,1.0,19.0,35.6,420.0,5067.0,19,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2022,sin_rett,principal,fixed65,hospitalisation,295,0,295,17.1763,37.5897,7.0,1.0,19.0,35.6,420.0,5067.0,19,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2022,sin_rett,principal,observed,all,295,0,295,17.1763,37.5897,7.0,1.0,19.0,35.6,420.0,5067.0,19,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2022,sin_rett,principal,observed,hospitalisation,295,0,295,17.1763,37.5897,7.0,1.0,19.0,35.6,420.0,5067.0,19,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2022,sin_rett,secondary_only,fixed65,all,3564,0,3564,6.6916,23.8962,3.0,1.0,6.0,15.0,742.0,23849.0,729,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2022,sin_rett,secondary_only,fixed65,cma,350,0,350,0.04,0.1962,0.0,0.0,0.0,0.0,1.0,14.0,336,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2022,sin_rett,secondary_only,fixed65,hospitalisation,3214,0,3214,7.416,25.0576,3.0,1.0,7.0,16.0,742.0,23835.0,393,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2022,sin_rett,secondary_only,observed,all,3564,0,3564,6.6916,23.8962,3.0,1.0,6.0,15.0,742.0,23849.0,729,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2022,sin_rett,secondary_only,observed,cma,350,0,350,0.04,0.1962,0.0,0.0,0.0,0.0,1.0,14.0,336,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2022,sin_rett,secondary_only,observed,hospitalisation,3214,0,3214,7.416,25.0576,3.0,1.0,7.0,16.0,742.0,23835.0,393,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2022,strict_autism_f840,any,fixed65,all,3061,0,3061,6.5397,20.4331,2.0,1.0,6.0,15.0,728.0,20018.0,669,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2022,strict_autism_f840,any,fixed65,cma,302,0,302,0.0298,0.1703,0.0,0.0,0.0,0.0,1.0,9.0,293,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2022,strict_autism_f840,any,fixed65,hospitalisation,2759,0,2759,7.2523,21.4028,3.0,1.0,7.0,16.0,728.0,20009.0,376,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2022,strict_autism_f840,any,observed,all,3061,0,3061,6.5397,20.4331,2.0,1.0,6.0,15.0,728.0,20018.0,669,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2022,strict_autism_f840,any,observed,cma,302,0,302,0.0298,0.1703,0.0,0.0,0.0,0.0,1.0,9.0,293,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2022,strict_autism_f840,any,observed,hospitalisation,2759,0,2759,7.2523,21.4028,3.0,1.0,7.0,16.0,728.0,20009.0,376,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2022,strict_autism_f840,principal,fixed65,all,202,0,202,17.8663,42.7171,6.0,1.0,18.0,34.7,420.0,3609.0,17,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2022,strict_autism_f840,principal,fixed65,hospitalisation,202,0,202,17.8663,42.7171,6.0,1.0,18.0,34.7,420.0,3609.0,17,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2022,strict_autism_f840,principal,observed,all,202,0,202,17.8663,42.7171,6.0,1.0,18.0,34.7,420.0,3609.0,17,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2022,strict_autism_f840,principal,observed,hospitalisation,202,0,202,17.8663,42.7171,6.0,1.0,18.0,34.7,420.0,3609.0,17,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
2022,strict_autism_f840,secondary_only,fixed65,all,2859,0,2859,5.7394,17.5779,2.0,1.0,6.0,13.0,728.0,16409.0,652,días de estadía por episodio,n_valid_dates,lancet_americas/pipeline/11_grd_episode_detail.py
