model_id,estimand,source,variant,outcome,denominator_offset,panel,activity,position,covariates,sex,years,n_obs,df_resid,apc,apc_lo,apc_hi,p_value,beta,se,dispersion,durbin_watson,dw_check,model_family,converged,note_keys,note,hospitals_first,hospitals_last,depth_coef,re_sd,re_sd_lo,re_sd_hi,stable_panel_n,script,label_note
grd_rate:sin_rett:observed:all:any:none:2019-2024,est_grd_rate,src_grd,sin_rett,out_f84_any,off_episodes,panel_observed,act_all,pos_any,cov_none,,2019-2024,6,4,35.93342560577253,29.989984945827807,42.14861402300028,2.7453001059823095e-41,0.3069950622904892,0.0228105414290989,33.187161784493604,1.728875039933482,"deviance residuals, chronological",fam_qp,True,not_causal_law|dw_weak,"No specification estimates an effect of Law 21.545. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,72.0,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:sin_rett:observed:all:any:depth:2019-2024,est_grd_rate,src_grd,sin_rett,out_f84_any,off_episodes,panel_observed,act_all,pos_any,cov_depth,,2019-2024,6,3,46.89558333675829,40.76692200973297,53.29107219062814,5.3942752990195274e-70,0.3845518309586684,0.0217435269562281,6.546507201701153,3.6283784918747006,"deviance residuals, chronological",fam_qp,True,not_causal_law|depth|dw_weak,"No specification estimates an effect of Law 21.545. Coding depth = mean coded diagnoses per episode (model's panel and activity). Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,72.0,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_rate:sin_rett:observed:all:principal:depth_disruption:2019-2024,est_grd_rate,src_grd,sin_rett,out_f84_principal,off_episodes,panel_observed,act_all,pos_principal,cov_depth_disruption,,2019-2024,6,2,-2.419459899026355,-20.100390606326656,19.174072046861568,0.8102297517435706,-0.0244920966600545,0.1019953054416025,0.7602557655560729,2.6139840434271697,"deviance residuals, chronological",fam_qp,True,not_causal_law|depth|disruption|principal_small|dw_weak,"No specification estimates an effect of Law 21.545. Coding depth = mean coded diagnoses per episode (model's panel and activity). The 2020–2021 indicator describes reporting disruption; it is not a causal effect. Small numerator (principal F84): wide CI. Durbin–Watson with fewer than 8 points: weak, indicative only.",65.0,72.0,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
grd_hospital:sin_rett:observed:any:none:2019-2024:cluster,est_grd_hospital,src_grd,sin_rett,out_f84_any,off_hosp_episodes,panel_observed,act_all,pos_any,cov_hospital_fe,,2019-2024,400,327,35.935135268134346,31.956153613534298,40.03409840578074,3.2408176289171566e-91,0.3070076394149374,0.0151574864772866,3.831530015078485,1.200147295733215,"deviance residuals, within hospital",fam_qp_fe_cluster,True,hospital_fe|hospital_dw|ecological|not_causal_law|cluster,Hospital fixed effects (indicator variables); common trend; RR vs geometric mean of hospitals. Within-hospital Durbin–Watson (consecutive-year pairs). Hospital-level results are descriptive; no causal ecological interpretation. No specification estimates an effect of Law 21.545. Hospital-clustered robust SE.,72.0,72.0,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
a05_entry:strict_autism:estab:none:2021-2025,est_a05,src_a05,strict_autism,out_entries,off_estab,panel_all_estab,act_na,pos_na,cov_none,,2021-2025,5,3,27.893762593316794,23.708112641521502,32.22103353620853,1.3689682127310355e-47,0.2460297535679286,0.0169773931424791,16.539530367184437,1.8248392130043096,"deviance residuals, chronological",fam_qp,True,a05_era|a05_2025|not_causal_law|strict_identical|estab_offset|dw_weak,"Era 2021–2025 (autism codes); broad PDD 2019–2020 not modelled (different era). Fewer A05 establishments report in 2025 (952 vs 1,070 in 2024). No specification estimates an effect of Law 21.545. Series identical in both variants. Offset log(reporting establishments): per-establishment rate, not population coverage. Durbin–Watson with fewer than 8 points: weak, indicative only.",,,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
a05_entry:strict_autism:stable_pop:none:2021-2025,est_a05_pop,src_a05,strict_autism,out_entries_stable,off_pop,panel_stable,act_na,pos_na,cov_none,,2021-2025,5,3,38.47215509492259,26.803033109027563,51.21513473692445,4.267506569155182e-13,0.3254990731807499,0.0449162830174478,73.85791466258898,1.458743004700987,"deviance residuals, chronological",fam_qp,True,a05_era|a05_2025|not_causal_law|strict_identical|stable_panel|place_vs_residence|dw_weak,"Era 2021–2025 (autism codes); broad PDD 2019–2020 not modelled (different era). Fewer A05 establishments report in 2025 (952 vs 1,070 in 2024). No specification estimates an effect of Law 21.545. Series identical in both variants. Stable panel: establishments with a row for the code in every year of the era. Numerator by place of care (public network) and denominator by residence (INE): complementary reading, not prevalence. Durbin–Watson with fewer than 8 points: weak, indicative only.",,,,,,,258.0,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
p2_dec:none:2021-2025,est_p2,src_p2,both,out_stock,off_none,panel_all_estab,act_na,pos_na,cov_none,,2021-2025,5,3,60.10924559361084,48.31545102734003,72.84086281630708,1.7851173845267492e-33,0.4706861812142018,0.0390389499230039,178.79016505933294,1.627058998980602,"deviance residuals, chronological",fam_qp_stock,True,stock|not_causal_law|dw_weak,"December semi-annual stock; June is never summed; descriptive log-linear growth. No specification estimates an effect of Law 21.545. Durbin–Watson with fewer than 8 points: weak, indicative only.",,,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
p2_dec:estab:2021-2025,est_p2,src_p2,both,out_stock,off_estab,panel_all_estab,act_na,pos_na,cov_none,,2021-2025,5,3,37.05812935607333,31.58011803302938,42.76420407124668,7.88623495400414e-52,0.3152349517185985,0.020811203331864,48.83662037473308,1.5439736882784414,"deviance residuals, chronological",fam_qp_stock,True,stock|not_causal_law|estab_offset|dw_weak,"December semi-annual stock; June is never summed; descriptive log-linear growth. No specification estimates an effect of Law 21.545. Offset log(reporting establishments): per-establishment rate, not population coverage. Durbin–Watson with fewer than 8 points: weak, indicative only.",,,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
