metropolitan,GRD,GRD_count,A05,A05_count,P2,P2_count
False,58.27848424819477,228.0,75.91539395488529,297.0,98.920058789699,387.0
False,10.388351195526084,6.0,,,129.85438994407605,75.0
True,31.40272026064257,432.0,16.93711532576324,233.0,32.34770952774525,445.0
False,21.134946634259748,10.0,141.60414244954032,67.0,,
False,20.403999183840032,10.0,108.14119567435216,53.0,,
False,22.79934503699712,11.0,,,72.54337057226357,35.0
False,,,,,,
False,16.80870018321483,10.0,,,90.76698098936008,54.0
True,13.297306497595846,75.0,29.608669134646757,167.0,28.36758719487114,160.0
False,36.33134183755853,9.0,,,,
False,20.74065597688489,29.0,88.68418417702507,124.0,155.91251734347955,218.0
False,,,,,,
True,8.761214354373598,35.0,,,9.762495994873438,39.0
False,,,,,,
False,5.961251862891207,5.0,,,84.64977645305514,71.0
False,19.533844338701236,25.0,,,64.07100943094004,82.0
False,6.469028057938967,11.0,31.16895337006957,53.0,92.91876665039608,158.0
False,14.00717167189601,10.0,,,57.429403854773646,41.0
False,15.71503404924044,24.0,89.05185961236249,136.0,102.80251440544788,157.0
False,,,,,,
False,19.26360492097544,66.0,64.50388920508442,221.0,49.910249113436365,171.0
False,38.65687359202335,29.0,94.642690518402,71.0,,
False,0.0,0.0,,,,
False,38.10330228619814,18.0,12.701100762066046,6.0,162.9974597798476,77.0
False,68.63816925306831,555.0,144.44933637402485,1168.0,103.88479670734662,840.0
