variant,series,unit,stock_or_flow,index_base_year,year,value,index,first_year,last_year,note,script
sin_rett,grd_principal_rate,"episodes with F84 principal per 100,000 GRD episodes",rate,2021,2023,34.72532842369133,152.51308235091,2019,2024,"Indices (base year = 100) of series with different units, denominators and coverage; never levels; first common year across all series is 2021 (A05 autism codes start in 2021)",lancet_americas/pipeline/06_models.py
sin_rett,grd_principal_rate,"episodes with F84 principal per 100,000 GRD episodes",rate,2021,2024,35.91778694858139,157.75034095902512,2019,2024,"Indices (base year = 100) of series with different units, denominators and coverage; never levels; first common year across all series is 2021 (A05 autism codes start in 2021)",lancet_americas/pipeline/06_models.py
sin_rett,grd_principal_rate,"episodes with F84 principal per 100,000 GRD episodes",rate,2019,2019,19.800690418810657,100.0,2019,2024,"Indices (base year = 100) of series with different units, denominators and coverage; never levels; first common year across all series is 2021 (A05 autism codes start in 2021)",lancet_americas/pipeline/06_models.py
sin_rett,grd_principal_rate,"episodes with F84 principal per 100,000 GRD episodes",rate,2019,2020,20.078985870532744,101.40548357575304,2019,2024,"Indices (base year = 100) of series with different units, denominators and coverage; never levels; first common year across all series is 2021 (A05 autism codes start in 2021)",lancet_americas/pipeline/06_models.py
sin_rett,grd_principal_rate,"episodes with F84 principal per 100,000 GRD episodes",rate,2019,2021,22.76875392485577,114.98969704220744,2019,2024,"Indices (base year = 100) of series with different units, denominators and coverage; never levels; first common year across all series is 2021 (A05 autism codes start in 2021)",lancet_americas/pipeline/06_models.py
sin_rett,grd_principal_rate,"episodes with F84 principal per 100,000 GRD episodes",rate,2019,2022,31.623892225775293,159.71105833629213,2019,2024,"Indices (base year = 100) of series with different units, denominators and coverage; never levels; first common year across all series is 2021 (A05 autism codes start in 2021)",lancet_americas/pipeline/06_models.py
sin_rett,grd_principal_rate,"episodes with F84 principal per 100,000 GRD episodes",rate,2019,2023,34.72532842369133,175.37433134504374,2019,2024,"Indices (base year = 100) of series with different units, denominators and coverage; never levels; first common year across all series is 2021 (A05 autism codes start in 2021)",lancet_americas/pipeline/06_models.py
sin_rett,grd_principal_rate,"episodes with F84 principal per 100,000 GRD episodes",rate,2019,2024,35.91778694858139,181.39663915183223,2019,2024,"Indices (base year = 100) of series with different units, denominators and coverage; never levels; first common year across all series is 2021 (A05 autism codes start in 2021)",lancet_americas/pipeline/06_models.py
sin_rett,deis_principal_rate,"DEIS discharges with F84 principal per 100,000 discharges",rate,2021,2019,18.234383809786586,89.46813237710077,2019,2024,"Indices (base year = 100) of series with different units, denominators and coverage; never levels; first common year across all series is 2021 (A05 autism codes start in 2021)",lancet_americas/pipeline/06_models.py
sin_rett,deis_principal_rate,"DEIS discharges with F84 principal per 100,000 discharges",rate,2021,2020,19.166058488797628,94.03945183509173,2019,2024,"Indices (base year = 100) of series with different units, denominators and coverage; never levels; first common year across all series is 2021 (A05 autism codes start in 2021)",lancet_americas/pipeline/06_models.py
sin_rett,deis_principal_rate,"DEIS discharges with F84 principal per 100,000 discharges",rate,2021,2021,20.380870065477804,100.0,2019,2024,"Indices (base year = 100) of series with different units, denominators and coverage; never levels; first common year across all series is 2021 (A05 autism codes start in 2021)",lancet_americas/pipeline/06_models.py
sin_rett,deis_principal_rate,"DEIS discharges with F84 principal per 100,000 discharges",rate,2021,2022,29.428007197965336,144.3903381132489,2019,2024,"Indices (base year = 100) of series with different units, denominators and coverage; never levels; first common year across all series is 2021 (A05 autism codes start in 2021)",lancet_americas/pipeline/06_models.py
sin_rett,deis_principal_rate,"DEIS discharges with F84 principal per 100,000 discharges",rate,2021,2023,36.28431270999158,178.0312253275775,2019,2024,"Indices (base year = 100) of series with different units, denominators and coverage; never levels; first common year across all series is 2021 (A05 autism codes start in 2021)",lancet_americas/pipeline/06_models.py
sin_rett,deis_principal_rate,"DEIS discharges with F84 principal per 100,000 discharges",rate,2021,2024,40.663352423517814,199.5172546259227,2019,2024,"Indices (base year = 100) of series with different units, denominators and coverage; never levels; first common year across all series is 2021 (A05 autism codes start in 2021)",lancet_americas/pipeline/06_models.py
sin_rett,deis_principal_rate,"DEIS discharges with F84 principal per 100,000 discharges",rate,2019,2019,18.234383809786586,100.0,2019,2024,"Indices (base year = 100) of series with different units, denominators and coverage; never levels; first common year across all series is 2021 (A05 autism codes start in 2021)",lancet_americas/pipeline/06_models.py
sin_rett,deis_principal_rate,"DEIS discharges with F84 principal per 100,000 discharges",rate,2019,2020,19.166058488797628,105.10943878734747,2019,2024,"Indices (base year = 100) of series with different units, denominators and coverage; never levels; first common year across all series is 2021 (A05 autism codes start in 2021)",lancet_americas/pipeline/06_models.py
sin_rett,deis_principal_rate,"DEIS discharges with F84 principal per 100,000 discharges",rate,2019,2021,20.380870065477804,111.77164130185291,2019,2024,"Indices (base year = 100) of series with different units, denominators and coverage; never levels; first common year across all series is 2021 (A05 autism codes start in 2021)",lancet_americas/pipeline/06_models.py
sin_rett,deis_principal_rate,"DEIS discharges with F84 principal per 100,000 discharges",rate,2019,2022,29.428007197965336,161.3874507904732,2019,2024,"Indices (base year = 100) of series with different units, denominators and coverage; never levels; first common year across all series is 2021 (A05 autism codes start in 2021)",lancet_americas/pipeline/06_models.py
sin_rett,deis_principal_rate,"DEIS discharges with F84 principal per 100,000 discharges",rate,2019,2023,36.28431270999158,198.98842257843344,2019,2024,"Indices (base year = 100) of series with different units, denominators and coverage; never levels; first common year across all series is 2021 (A05 autism codes start in 2021)",lancet_americas/pipeline/06_models.py
sin_rett,deis_principal_rate,"DEIS discharges with F84 principal per 100,000 discharges",rate,2019,2024,40.663352423517814,223.00371017579087,2019,2024,"Indices (base year = 100) of series with different units, denominators and coverage; never levels; first common year across all series is 2021 (A05 autism codes start in 2021)",lancet_americas/pipeline/06_models.py
sin_rett,a05_strict_entries,"A05 autism entries (05990022), count",flow,2021,2021,2085.0,100.0,2021,2025,"Indices (base year = 100) of series with different units, denominators and coverage; never levels; first common year across all series is 2021 (A05 autism codes start in 2021)",lancet_americas/pipeline/06_models.py
sin_rett,a05_strict_entries,"A05 autism entries (05990022), count",flow,2021,2022,4640.0,222.54196642685852,2021,2025,"Indices (base year = 100) of series with different units, denominators and coverage; never levels; first common year across all series is 2021 (A05 autism codes start in 2021)",lancet_americas/pipeline/06_models.py
sin_rett,a05_strict_entries,"A05 autism entries (05990022), count",flow,2021,2023,8049.0,386.0431654676259,2021,2025,"Indices (base year = 100) of series with different units, denominators and coverage; never levels; first common year across all series is 2021 (A05 autism codes start in 2021)",lancet_americas/pipeline/06_models.py
sin_rett,a05_strict_entries,"A05 autism entries (05990022), count",flow,2021,2024,11842.0,567.9616306954437,2021,2025,"Indices (base year = 100) of series with different units, denominators and coverage; never levels; first common year across all series is 2021 (A05 autism codes start in 2021)",lancet_americas/pipeline/06_models.py
sin_rett,a05_strict_entries,"A05 autism entries (05990022), count",flow,2021,2025,13155.0,630.9352517985611,2021,2025,"Indices (base year = 100) of series with different units, denominators and coverage; never levels; first common year across all series is 2021 (A05 autism codes start in 2021)",lancet_americas/pipeline/06_models.py
sin_rett,a05_family_entries,"A05 PDD family entries (sin_rett), count",flow,2021,2021,4948.0,100.0,2021,2025,"Indices (base year = 100) of series with different units, denominators and coverage; never levels; first common year across all series is 2021 (A05 autism codes start in 2021)",lancet_americas/pipeline/06_models.py
sin_rett,a05_family_entries,"A05 PDD family entries (sin_rett), count",flow,2021,2022,8004.0,161.76232821341955,2021,2025,"Indices (base year = 100) of series with different units, denominators and coverage; never levels; first common year across all series is 2021 (A05 autism codes start in 2021)",lancet_americas/pipeline/06_models.py
sin_rett,a05_family_entries,"A05 PDD family entries (sin_rett), count",flow,2021,2023,12086.0,244.2603071948262,2021,2025,"Indices (base year = 100) of series with different units, denominators and coverage; never levels; first common year across all series is 2021 (A05 autism codes start in 2021)",lancet_americas/pipeline/06_models.py
sin_rett,a05_family_entries,"A05 PDD family entries (sin_rett), count",flow,2021,2024,14873.0,300.5860953920776,2021,2025,"Indices (base year = 100) of series with different units, denominators and coverage; never levels; first common year across all series is 2021 (A05 autism codes start in 2021)",lancet_americas/pipeline/06_models.py
sin_rett,a05_family_entries,"A05 PDD family entries (sin_rett), count",flow,2021,2025,15669.0,316.67340339531125,2021,2025,"Indices (base year = 100) of series with different units, denominators and coverage; never levels; first common year across all series is 2021 (A05 autism codes start in 2021)",lancet_americas/pipeline/06_models.py
sin_rett,p2_december_stock,"P2 ASD under control in December, people",stock,2021,2019,1854.0,48.11834933817804,2019,2025,"Indices (base year = 100) of series with different units, denominators and coverage; never levels; first common year across all series is 2021 (A05 autism codes start in 2021)",lancet_americas/pipeline/06_models.py
sin_rett,p2_december_stock,"P2 ASD under control in December, people",stock,2021,2020,1919.0,49.8053464832598,2019,2025,"Indices (base year = 100) of series with different units, denominators and coverage; never levels; first common year across all series is 2021 (A05 autism codes start in 2021)",lancet_americas/pipeline/06_models.py
sin_rett,p2_december_stock,"P2 ASD under control in December, people",stock,2021,2021,3853.0,100.0,2019,2025,"Indices (base year = 100) of series with different units, denominators and coverage; never levels; first common year across all series is 2021 (A05 autism codes start in 2021)",lancet_americas/pipeline/06_models.py
sin_rett,p2_december_stock,"P2 ASD under control in December, people",stock,2021,2022,7923.0,205.63197508434985,2019,2025,"Indices (base year = 100) of series with different units, denominators and coverage; never levels; first common year across all series is 2021 (A05 autism codes start in 2021)",lancet_americas/pipeline/06_models.py
sin_rett,p2_december_stock,"P2 ASD under control in December, people",stock,2021,2023,13190.0,342.33065144043604,2019,2025,"Indices (base year = 100) of series with different units, denominators and coverage; never levels; first common year across all series is 2021 (A05 autism codes start in 2021)",lancet_americas/pipeline/06_models.py
sin_rett,p2_december_stock,"P2 ASD under control in December, people",stock,2021,2024,21737.0,564.1577991175707,2019,2025,"Indices (base year = 100) of series with different units, denominators and coverage; never levels; first common year across all series is 2021 (A05 autism codes start in 2021)",lancet_americas/pipeline/06_models.py
sin_rett,p2_december_stock,"P2 ASD under control in December, people",stock,2021,2025,29974.0,777.9392681027771,2019,2025,"Indices (base year = 100) of series with different units, denominators and coverage; never levels; first common year across all series is 2021 (A05 autism codes start in 2021)",lancet_americas/pipeline/06_models.py
sin_rett,p2_december_stock,"P2 ASD under control in December, people",stock,2019,2019,1854.0,100.0,2019,2025,"Indices (base year = 100) of series with different units, denominators and coverage; never levels; first common year across all series is 2021 (A05 autism codes start in 2021)",lancet_americas/pipeline/06_models.py
sin_rett,p2_december_stock,"P2 ASD under control in December, people",stock,2019,2020,1919.0,103.50593311758361,2019,2025,"Indices (base year = 100) of series with different units, denominators and coverage; never levels; first common year across all series is 2021 (A05 autism codes start in 2021)",lancet_americas/pipeline/06_models.py
sin_rett,p2_december_stock,"P2 ASD under control in December, people",stock,2019,2021,3853.0,207.82092772384036,2019,2025,"Indices (base year = 100) of series with different units, denominators and coverage; never levels; first common year across all series is 2021 (A05 autism codes start in 2021)",lancet_americas/pipeline/06_models.py
sin_rett,p2_december_stock,"P2 ASD under control in December, people",stock,2019,2022,7923.0,427.3462783171521,2019,2025,"Indices (base year = 100) of series with different units, denominators and coverage; never levels; first common year across all series is 2021 (A05 autism codes start in 2021)",lancet_americas/pipeline/06_models.py
sin_rett,p2_december_stock,"P2 ASD under control in December, people",stock,2019,2023,13190.0,711.4347357065803,2019,2025,"Indices (base year = 100) of series with different units, denominators and coverage; never levels; first common year across all series is 2021 (A05 autism codes start in 2021)",lancet_americas/pipeline/06_models.py
sin_rett,p2_december_stock,"P2 ASD under control in December, people",stock,2019,2024,21737.0,1172.437971952535,2019,2025,"Indices (base year = 100) of series with different units, denominators and coverage; never levels; first common year across all series is 2021 (A05 autism codes start in 2021)",lancet_americas/pipeline/06_models.py
sin_rett,p2_december_stock,"P2 ASD under control in December, people",stock,2019,2025,29974.0,1616.7206040992448,2019,2025,"Indices (base year = 100) of series with different units, denominators and coverage; never levels; first common year across all series is 2021 (A05 autism codes start in 2021)",lancet_americas/pipeline/06_models.py
sin_rett,p6_primary_strict_stock,"P6 primary-care autism under control in December (P6241010), people",stock,2021,2021,2257.0,100.0,2021,2025,"Indices (base year = 100) of series with different units, denominators and coverage; never levels; first common year across all series is 2021 (A05 autism codes start in 2021)",lancet_americas/pipeline/06_models.py
sin_rett,p6_primary_strict_stock,"P6 primary-care autism under control in December (P6241010), people",stock,2021,2022,5042.0,223.39388568896766,2021,2025,"Indices (base year = 100) of series with different units, denominators and coverage; never levels; first common year across all series is 2021 (A05 autism codes start in 2021)",lancet_americas/pipeline/06_models.py
sin_rett,p6_primary_strict_stock,"P6 primary-care autism under control in December (P6241010), people",stock,2021,2023,9717.0,430.52724856003545,2021,2025,"Indices (base year = 100) of series with different units, denominators and coverage; never levels; first common year across all series is 2021 (A05 autism codes start in 2021)",lancet_americas/pipeline/06_models.py
sin_rett,p6_primary_strict_stock,"P6 primary-care autism under control in December (P6241010), people",stock,2021,2024,15934.0,705.9813912272929,2021,2025,"Indices (base year = 100) of series with different units, denominators and coverage; never levels; first common year across all series is 2021 (A05 autism codes start in 2021)",lancet_americas/pipeline/06_models.py
sin_rett,p6_primary_strict_stock,"P6 primary-care autism under control in December (P6241010), people",stock,2021,2025,21843.0,967.7891005759858,2021,2025,"Indices (base year = 100) of series with different units, denominators and coverage; never levels; first common year across all series is 2021 (A05 autism codes start in 2021)",lancet_americas/pipeline/06_models.py
sin_rett,pie_harmonised,"PIE ASD + ASD-Asperger students (harmonised), annual stock",stock,2021,2019,21012.0,68.03963473868272,2019,2025,"Indices (base year = 100) of series with different units, denominators and coverage; never levels; first common year across all series is 2021 (A05 autism codes start in 2021)",lancet_americas/pipeline/06_models.py
sin_rett,pie_harmonised,"PIE ASD + ASD-Asperger students (harmonised), annual stock",stock,2021,2020,23590.0,76.38753966712001,2019,2025,"Indices (base year = 100) of series with different units, denominators and coverage; never levels; first common year across all series is 2021 (A05 autism codes start in 2021)",lancet_americas/pipeline/06_models.py
sin_rett,pie_harmonised,"PIE ASD + ASD-Asperger students (harmonised), annual stock",stock,2021,2021,30882.0,100.0,2019,2025,"Indices (base year = 100) of series with different units, denominators and coverage; never levels; first common year across all series is 2021 (A05 autism codes start in 2021)",lancet_americas/pipeline/06_models.py
sin_rett,pie_harmonised,"PIE ASD + ASD-Asperger students (harmonised), annual stock",stock,2021,2022,42940.0,139.0453986140794,2019,2025,"Indices (base year = 100) of series with different units, denominators and coverage; never levels; first common year across all series is 2021 (A05 autism codes start in 2021)",lancet_americas/pipeline/06_models.py
sin_rett,pie_harmonised,"PIE ASD + ASD-Asperger students (harmonised), annual stock",stock,2021,2023,63642.0,206.08121235671265,2019,2025,"Indices (base year = 100) of series with different units, denominators and coverage; never levels; first common year across all series is 2021 (A05 autism codes start in 2021)",lancet_americas/pipeline/06_models.py
sin_rett,pie_harmonised,"PIE ASD + ASD-Asperger students (harmonised), annual stock",stock,2021,2024,86475.0,280.01748591412473,2019,2025,"Indices (base year = 100) of series with different units, denominators and coverage; never levels; first common year across all series is 2021 (A05 autism codes start in 2021)",lancet_americas/pipeline/06_models.py
sin_rett,pie_harmonised,"PIE ASD + ASD-Asperger students (harmonised), annual stock",stock,2021,2025,106786.0,345.7871899488375,2019,2025,"Indices (base year = 100) of series with different units, denominators and coverage; never levels; first common year across all series is 2021 (A05 autism codes start in 2021)",lancet_americas/pipeline/06_models.py
sin_rett,pie_harmonised,"PIE ASD + ASD-Asperger students (harmonised), annual stock",stock,2019,2019,21012.0,100.0,2019,2025,"Indices (base year = 100) of series with different units, denominators and coverage; never levels; first common year across all series is 2021 (A05 autism codes start in 2021)",lancet_americas/pipeline/06_models.py
sin_rett,pie_harmonised,"PIE ASD + ASD-Asperger students (harmonised), annual stock",stock,2019,2020,23590.0,112.26917951646678,2019,2025,"Indices (base year = 100) of series with different units, denominators and coverage; never levels; first common year across all series is 2021 (A05 autism codes start in 2021)",lancet_americas/pipeline/06_models.py
sin_rett,pie_harmonised,"PIE ASD + ASD-Asperger students (harmonised), annual stock",stock,2019,2021,30882.0,146.97315819531696,2019,2025,"Indices (base year = 100) of series with different units, denominators and coverage; never levels; first common year across all series is 2021 (A05 autism codes start in 2021)",lancet_americas/pipeline/06_models.py
sin_rett,pie_harmonised,"PIE ASD + ASD-Asperger students (harmonised), annual stock",stock,2019,2022,42940.0,204.35941366837997,2019,2025,"Indices (base year = 100) of series with different units, denominators and coverage; never levels; first common year across all series is 2021 (A05 autism codes start in 2021)",lancet_americas/pipeline/06_models.py
sin_rett,pie_harmonised,"PIE ASD + ASD-Asperger students (harmonised), annual stock",stock,2019,2023,63642.0,302.88406624785836,2019,2025,"Indices (base year = 100) of series with different units, denominators and coverage; never levels; first common year across all series is 2021 (A05 autism codes start in 2021)",lancet_americas/pipeline/06_models.py
sin_rett,pie_harmonised,"PIE ASD + ASD-Asperger students (harmonised), annual stock",stock,2019,2024,86475.0,411.5505425471159,2019,2025,"Indices (base year = 100) of series with different units, denominators and coverage; never levels; first common year across all series is 2021 (A05 autism codes start in 2021)",lancet_americas/pipeline/06_models.py
sin_rett,pie_harmonised,"PIE ASD + ASD-Asperger students (harmonised), annual stock",stock,2019,2025,106786.0,508.2143537026461,2019,2025,"Indices (base year = 100) of series with different units, denominators and coverage; never levels; first common year across all series is 2021 (A05 autism codes start in 2021)",lancet_americas/pipeline/06_models.py
