model_id,estimand,source,variant,outcome,denominator_offset,panel,activity,position,covariates,sex,years,n_obs,df_resid,apc,apc_lo,apc_hi,p_value,beta,se,dispersion,durbin_watson,dw_check,model_family,converged,note_keys,note,hospitals_first,hospitals_last,depth_coef,re_sd,re_sd_lo,re_sd_hi,stable_panel_n,script,label_note
a05_exit:con_rett:count:none:2021-2025,est_a05_exit,src_a05,con_rett,out_exits,off_none,panel_all_estab,act_na,pos_na,cov_none,,2021-2025,5,3,34.04960538247907,16.18874704359934,54.65608469342958,5.9047427907048586e-05,0.29303973488110735,0.07295742347606338,150.80768030792726,2.405597069376427,"deviance residuals, chronological",fam_qp,True,a05_era|a05_2025|not_causal_law|dw_weak,"Era 2021–2025 (autism codes); broad PDD 2019–2020 not modelled (different era). Fewer A05 establishments report in 2025 (952 vs 1,070 in 2024). No specification estimates an effect of Law 21.545. Durbin–Watson with fewer than 8 points: weak, indicative only.",,,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
a05_exit:con_rett:stable_pop:none:2021-2025,est_a05_exit,src_a05,con_rett,out_exits,off_pop,panel_stable,act_na,pos_na,cov_none,,2021-2025,5,3,23.90352342078279,14.38703737916378,34.21173821642254,1.4672886600321376e-07,0.21433303985995855,0.040773944610936676,22.89722899733604,3.480188769165603,"deviance residuals, chronological",fam_qp,True,a05_era|a05_2025|not_causal_law|stable_panel|place_vs_residence|dw_weak,"Era 2021–2025 (autism codes); broad PDD 2019–2020 not modelled (different era). Fewer A05 establishments report in 2025 (952 vs 1,070 in 2024). No specification estimates an effect of Law 21.545. Stable panel: establishments with a row for the code in every year of the era. Numerator by place of care (public network) and denominator by residence (INE): complementary reading, not prevalence. Durbin–Watson with fewer than 8 points: weak, indicative only.",,,,,,,187.0,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
a05_entry:con_rett:HOMBRE:age_adjusted:2021-2025,est_a05_pop,src_a05,con_rett,out_entries,off_pop,panel_all_estab,act_na,pos_na,cov_age,HOMBRE,2021-2025,85,67,27.161021417847554,23.462278856509066,30.97057269470438,2.6578704241682874e-57,0.2402839825627308,0.015060732610626189,16.369258173802024,1.004146859512415,"deviance residuals, within stratum",fam_qp_age,True,a05_era|a05_cells|place_vs_residence|not_causal_law|age_adj,"Era 2021–2025 (autism codes); broad PDD 2019–2020 not modelled (different era). Numerator = sum of age × sex cells (may differ by ≤1 from the COL01 total). Numerator by place of care (public network) and denominator by residence (INE): complementary reading, not prevalence. No specification estimates an effect of Law 21.545. Adjusted APC: counts by age (and sex) with stratum fixed effects and log(population) offset.",,,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
a05_entry:con_rett:MUJER:age_adjusted:2021-2025,est_a05_pop,src_a05,con_rett,out_entries,off_pop,panel_all_estab,act_na,pos_na,cov_age,MUJER,2021-2025,85,67,34.9332518656686,29.376136989454203,40.729062427703,2.627624470364932e-44,0.29961003955453497,0.02145767655378401,14.33779398596329,1.0907001061531674,"deviance residuals, within stratum",fam_qp_age,True,a05_era|a05_cells|place_vs_residence|not_causal_law|age_adj,"Era 2021–2025 (autism codes); broad PDD 2019–2020 not modelled (different era). Numerator = sum of age × sex cells (may differ by ≤1 from the COL01 total). Numerator by place of care (public network) and denominator by residence (INE): complementary reading, not prevalence. No specification estimates an effect of Law 21.545. Adjusted APC: counts by age (and sex) with stratum fixed effects and log(population) offset.",,,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
a05_entry:con_rett:TOTAL:age_adjusted:2021-2025,est_a05_pop,src_a05,con_rett,out_entries,off_pop,panel_all_estab,act_na,pos_na,cov_age,TOTAL,2021-2025,85,67,29.49101032463952,25.374083006715665,33.74312579417011,2.1526242980230997e-55,0.25844127439938447,0.01648475604206967,28.098584072955532,1.0185381402035931,"deviance residuals, within stratum",fam_qp_age,True,a05_era|a05_cells|place_vs_residence|not_causal_law|age_adj,"Era 2021–2025 (autism codes); broad PDD 2019–2020 not modelled (different era). Numerator = sum of age × sex cells (may differ by ≤1 from the COL01 total). Numerator by place of care (public network) and denominator by residence (INE): complementary reading, not prevalence. No specification estimates an effect of Law 21.545. Adjusted APC: counts by age (and sex) with stratum fixed effects and log(population) offset.",,,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
a05_entry:sin_rett:pop:none:2021-2025,est_a05_pop,src_a05,sin_rett,out_entries,off_pop,panel_all_estab,act_na,pos_na,cov_none,,2021-2025,5,3,29.135194816857002,16.467412395519965,43.180810815618884,1.211435174994067e-06,0.25568969141819387,0.05267870546157094,282.5851663379542,1.4160601415992804,"deviance residuals, chronological",fam_qp,True,a05_era|a05_2025|not_causal_law|place_vs_residence|dw_weak,"Era 2021–2025 (autism codes); broad PDD 2019–2020 not modelled (different era). Fewer A05 establishments report in 2025 (952 vs 1,070 in 2024). No specification estimates an effect of Law 21.545. Numerator by place of care (public network) and denominator by residence (INE): complementary reading, not prevalence. Durbin–Watson with fewer than 8 points: weak, indicative only.",,,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
a05_entry:sin_rett:pop:none:2022-2025,est_a05_pop,src_a05,sin_rett,out_entries,off_pop,panel_all_estab,act_na,pos_na,cov_none,,2022-2025,4,2,22.122298447186584,9.394520820771834,36.33092101987494,0.0003723599017271353,0.19985280291983254,0.056155207415867665,192.5367303872947,1.9860947400277558,"deviance residuals, chronological",fam_qp,True,a05_era|a05_2025|not_causal_law|place_vs_residence|dw_weak,"Era 2021–2025 (autism codes); broad PDD 2019–2020 not modelled (different era). Fewer A05 establishments report in 2025 (952 vs 1,070 in 2024). No specification estimates an effect of Law 21.545. Numerator by place of care (public network) and denominator by residence (INE): complementary reading, not prevalence. Durbin–Watson with fewer than 8 points: weak, indicative only.",,,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
a05_entry:sin_rett:pop:disruption2021:2021-2025,est_a05_pop,src_a05,sin_rett,out_entries,off_pop,panel_all_estab,act_na,pos_na,cov_disruption_2021,,2021-2025,5,2,22.122298447186715,9.394520820771923,36.33092101987512,0.00037235990172711903,0.19985280291983365,0.05615520741586779,192.53673038729468,2.3102791992870655,"deviance residuals, chronological",fam_qp,True,a05_era|a05_2025|not_causal_law|place_vs_residence|disruption|dw_weak,"Era 2021–2025 (autism codes); broad PDD 2019–2020 not modelled (different era). Fewer A05 establishments report in 2025 (952 vs 1,070 in 2024). No specification estimates an effect of Law 21.545. Numerator by place of care (public network) and denominator by residence (INE): complementary reading, not prevalence. The 2020–2021 indicator describes reporting disruption; it is not a causal effect. Durbin–Watson with fewer than 8 points: weak, indicative only.",,,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
a05_entry:sin_rett:estab:none:2021-2025,est_a05,src_a05,sin_rett,out_entries,off_estab,panel_all_estab,act_na,pos_na,cov_none,,2021-2025,5,3,20.641334995006023,16.610549258940345,24.81144975193064,2.677683663376091e-27,0.1876517841503642,0.017338189203351825,28.032201266241604,1.9433528564621831,"deviance residuals, chronological",fam_qp,True,a05_era|a05_2025|not_causal_law|estab_offset|dw_weak,"Era 2021–2025 (autism codes); broad PDD 2019–2020 not modelled (different era). Fewer A05 establishments report in 2025 (952 vs 1,070 in 2024). No specification estimates an effect of Law 21.545. Offset log(reporting establishments): per-establishment rate, not population coverage. Durbin–Watson with fewer than 8 points: weak, indicative only.",,,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
a05_entry:sin_rett:count:none:2021-2025,est_a05,src_a05,sin_rett,out_entries,off_none,panel_all_estab,act_na,pos_na,cov_none,,2021-2025,5,3,29.977402409843744,17.192843642751598,44.156627760566835,6.935808487952056e-07,0.2621904217411333,0.052827395980740675,284.2804394925625,1.4156829900641132,"deviance residuals, chronological",fam_qp,True,a05_era|a05_2025|not_causal_law|dw_weak,"Era 2021–2025 (autism codes); broad PDD 2019–2020 not modelled (different era). Fewer A05 establishments report in 2025 (952 vs 1,070 in 2024). No specification estimates an effect of Law 21.545. Durbin–Watson with fewer than 8 points: weak, indicative only.",,,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
a05_entry:sin_rett:stable_pop:none:2021-2025,est_a05_pop,src_a05,sin_rett,out_entries_stable,off_pop,panel_stable,act_na,pos_na,cov_none,,2021-2025,5,3,26.799122668458875,18.215418086533152,36.00609607218785,3.1589876252762546e-11,0.2374339369726346,0.035763711161974306,90.01007640640682,1.3644667591222284,"deviance residuals, chronological",fam_qp,True,a05_era|a05_2025|not_causal_law|stable_panel|place_vs_residence|dw_weak,"Era 2021–2025 (autism codes); broad PDD 2019–2020 not modelled (different era). Fewer A05 establishments report in 2025 (952 vs 1,070 in 2024). No specification estimates an effect of Law 21.545. Stable panel: establishments with a row for the code in every year of the era. Numerator by place of care (public network) and denominator by residence (INE): complementary reading, not prevalence. Durbin–Watson with fewer than 8 points: weak, indicative only.",,,,,,,432.0,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
a05_exit:sin_rett:pop:none:2021-2025,est_a05_exit,src_a05,sin_rett,out_exits,off_pop,panel_all_estab,act_na,pos_na,cov_none,,2021-2025,5,3,34.10838912319092,16.429974400546676,54.47104687444426,4.718730455231932e-05,0.2934781610541686,0.0721229236752733,144.64704702159747,2.3580188125673374,"deviance residuals, chronological",fam_qp,True,a05_era|a05_2025|not_causal_law|place_vs_residence|dw_weak,"Era 2021–2025 (autism codes); broad PDD 2019–2020 not modelled (different era). Fewer A05 establishments report in 2025 (952 vs 1,070 in 2024). No specification estimates an effect of Law 21.545. Numerator by place of care (public network) and denominator by residence (INE): complementary reading, not prevalence. Durbin–Watson with fewer than 8 points: weak, indicative only.",,,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
a05_exit:sin_rett:estab:none:2021-2025,est_a05_exit,src_a05,sin_rett,out_exits,off_estab,panel_all_estab,act_na,pos_na,cov_none,,2021-2025,5,3,18.354862759450576,8.982564340976197,28.533161460411492,6.240928377694043e-05,0.16851723708261457,0.04209236213615729,45.95756819384126,2.5760042229926836,"deviance residuals, chronological",fam_qp,True,a05_era|a05_2025|not_causal_law|estab_offset|dw_weak,"Era 2021–2025 (autism codes); broad PDD 2019–2020 not modelled (different era). Fewer A05 establishments report in 2025 (952 vs 1,070 in 2024). No specification estimates an effect of Law 21.545. Offset log(reporting establishments): per-establishment rate, not population coverage. Durbin–Watson with fewer than 8 points: weak, indicative only.",,,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
a05_exit:sin_rett:count:none:2021-2025,est_a05_exit,src_a05,sin_rett,out_exits,off_none,panel_all_estab,act_na,pos_na,cov_none,,2021-2025,5,3,34.9812829840634,17.171886264572443,55.497597050570825,3.251445453126419e-05,0.29996593827579887,0.07219222154136264,144.97466914342567,2.3558608149784153,"deviance residuals, chronological",fam_qp,True,a05_era|a05_2025|not_causal_law|dw_weak,"Era 2021–2025 (autism codes); broad PDD 2019–2020 not modelled (different era). Fewer A05 establishments report in 2025 (952 vs 1,070 in 2024). No specification estimates an effect of Law 21.545. Durbin–Watson with fewer than 8 points: weak, indicative only.",,,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
a05_exit:sin_rett:stable_pop:none:2021-2025,est_a05_exit,src_a05,sin_rett,out_exits,off_pop,panel_stable,act_na,pos_na,cov_none,,2021-2025,5,3,24.4624004003245,15.162420365619699,34.51340345426872,3.3353960600338204e-08,0.21883347948736187,0.039623270197296556,21.389182965227405,3.4926268945548857,"deviance residuals, chronological",fam_qp,True,a05_era|a05_2025|not_causal_law|stable_panel|place_vs_residence|dw_weak,"Era 2021–2025 (autism codes); broad PDD 2019–2020 not modelled (different era). Fewer A05 establishments report in 2025 (952 vs 1,070 in 2024). No specification estimates an effect of Law 21.545. Stable panel: establishments with a row for the code in every year of the era. Numerator by place of care (public network) and denominator by residence (INE): complementary reading, not prevalence. Durbin–Watson with fewer than 8 points: weak, indicative only.",,,,,,,186.0,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
a05_entry:sin_rett:HOMBRE:age_adjusted:2021-2025,est_a05_pop,src_a05,sin_rett,out_entries,off_pop,panel_all_estab,act_na,pos_na,cov_age,HOMBRE,2021-2025,85,67,27.81328598371424,24.074817092227985,31.664397794852906,4.861923381689865e-59,0.245400309735954,0.015146068324125675,16.42208013147287,1.0175652442655596,"deviance residuals, within stratum",fam_qp_age,True,a05_era|a05_cells|place_vs_residence|not_causal_law|age_adj,"Era 2021–2025 (autism codes); broad PDD 2019–2020 not modelled (different era). Numerator = sum of age × sex cells (may differ by ≤1 from the COL01 total). Numerator by place of care (public network) and denominator by residence (INE): complementary reading, not prevalence. No specification estimates an effect of Law 21.545. Adjusted APC: counts by age (and sex) with stratum fixed effects and log(population) offset.",,,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
a05_entry:sin_rett:MUJER:age_adjusted:2021-2025,est_a05_pop,src_a05,sin_rett,out_entries,off_pop,panel_all_estab,act_na,pos_na,cov_age,MUJER,2021-2025,85,67,37.85416312822753,32.6184733994677,43.29655442904716,2.23320734598269e-59,0.32102615144808855,0.019755440893528764,11.74131302828224,1.0877753879354315,"deviance residuals, within stratum",fam_qp_age,True,a05_era|a05_cells|place_vs_residence|not_causal_law|age_adj,"Era 2021–2025 (autism codes); broad PDD 2019–2020 not modelled (different era). Numerator = sum of age × sex cells (may differ by ≤1 from the COL01 total). Numerator by place of care (public network) and denominator by residence (INE): complementary reading, not prevalence. No specification estimates an effect of Law 21.545. Adjusted APC: counts by age (and sex) with stratum fixed effects and log(population) offset.",,,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
a05_entry:sin_rett:TOTAL:age_adjusted:2021-2025,est_a05_pop,src_a05,sin_rett,out_entries,off_pop,panel_all_estab,act_na,pos_na,cov_age,TOTAL,2021-2025,85,67,30.764096270268503,26.7003287130275,34.95820450560427,2.9213171741924876e-62,0.2682247220082417,0.01610755427218085,26.415919245509674,1.0199219976931757,"deviance residuals, within stratum",fam_qp_age,True,a05_era|a05_cells|place_vs_residence|not_causal_law|age_adj,"Era 2021–2025 (autism codes); broad PDD 2019–2020 not modelled (different era). Numerator = sum of age × sex cells (may differ by ≤1 from the COL01 total). Numerator by place of care (public network) and denominator by residence (INE): complementary reading, not prevalence. No specification estimates an effect of Law 21.545. Adjusted APC: counts by age (and sex) with stratum fixed effects and log(population) offset.",,,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
p2_dec:none:2019-2025,est_p2,src_p2,both,out_stock,off_none,panel_all_estab,act_na,pos_na,cov_none,,2019-2025,7,5,63.542177944115984,54.10736885686403,73.55460783674017,3.360797180733864e-59,0.4919007401580777,0.03031758071233486,175.94587386615606,1.6615594146300678,"deviance residuals, chronological",fam_qp_stock,True,stock|not_causal_law|dw_weak,"December semi-annual stock; June is never summed; descriptive log-linear growth. No specification estimates an effect of Law 21.545. Durbin–Watson with fewer than 8 points: weak, indicative only.",,,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
p2_dec:estab:2019-2025,est_p2,src_p2,both,out_stock,off_estab,panel_all_estab,act_na,pos_na,cov_none,,2019-2025,7,5,36.26192082111257,32.61598246880022,40.00809495361821,9.673124689793938e-111,0.30940873599308344,0.013837662461023099,34.32275341264737,1.618164444844857,"deviance residuals, chronological",fam_qp_stock,True,stock|not_causal_law|estab_offset|dw_weak,"December semi-annual stock; June is never summed; descriptive log-linear growth. No specification estimates an effect of Law 21.545. Offset log(reporting establishments): per-establishment rate, not population coverage. Durbin–Watson with fewer than 8 points: weak, indicative only.",,,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
p2_dec:none:2021-2025,est_p2,src_p2,both,out_stock,off_none,panel_all_estab,act_na,pos_na,cov_none,,2021-2025,5,3,60.10924559361084,48.31545102734003,72.84086281630708,1.7851173845267492e-33,0.4706861812142018,0.0390389499230039,178.79016505933294,1.627058998980602,"deviance residuals, chronological",fam_qp_stock,True,stock|not_causal_law|dw_weak,"December semi-annual stock; June is never summed; descriptive log-linear growth. No specification estimates an effect of Law 21.545. Durbin–Watson with fewer than 8 points: weak, indicative only.",,,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
p2_dec:estab:2021-2025,est_p2,src_p2,both,out_stock,off_estab,panel_all_estab,act_na,pos_na,cov_none,,2021-2025,5,3,37.05812935607333,31.58011803302938,42.76420407124668,7.88623495400414e-52,0.3152349517185985,0.020811203331864005,48.83662037473308,1.5439736882784414,"deviance residuals, chronological",fam_qp_stock,True,stock|not_causal_law|estab_offset|dw_weak,"December semi-annual stock; June is never summed; descriptive log-linear growth. No specification estimates an effect of Law 21.545. Offset log(reporting establishments): per-establishment rate, not population coverage. Durbin–Watson with fewer than 8 points: weak, indicative only.",,,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
p2_dec:none:2022-2025,est_p2,src_p2,both,out_stock,off_none,panel_all_estab,act_na,pos_na,cov_none,,2022-2025,4,2,53.96719328290964,43.53561494603086,65.15689584309949,1.7861112976269954e-33,0.43156936310083305,0.03579471738200594,100.1517395123874,2.2422628329619756,"deviance residuals, chronological",fam_qp_stock,True,stock|not_causal_law|dw_weak,"December semi-annual stock; June is never summed; descriptive log-linear growth. No specification estimates an effect of Law 21.545. Durbin–Watson with fewer than 8 points: weak, indicative only.",,,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
p2_dec:estab:2022-2025,est_p2,src_p2,both,out_stock,off_estab,panel_all_estab,act_na,pos_na,cov_none,,2022-2025,4,2,34.998945492458276,28.726329473121393,41.57721546687245,4.178315555374324e-35,0.30009678125285505,0.024275085525602032,45.51830824855097,1.973154211195452,"deviance residuals, chronological",fam_qp_stock,True,stock|not_causal_law|estab_offset|dw_weak,"December semi-annual stock; June is never summed; descriptive log-linear growth. No specification estimates an effect of Law 21.545. Offset log(reporting establishments): per-establishment rate, not population coverage. Durbin–Watson with fewer than 8 points: weak, indicative only.",,,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
p2_dec:none_disruption:2019-2025,est_p2,src_p2,both,out_stock,off_none,panel_all_estab,act_na,pos_na,cov_disruption,,2019-2025,7,4,57.097337403138624,49.42147619902557,65.16751170549955,6.805591421066913e-70,0.4516954107093527,0.025558931218151615,84.86624604316424,2.1672481833840633,"deviance residuals, chronological",fam_qp_stock,True,stock|not_causal_law|disruption|dw_weak,"December semi-annual stock; June is never summed; descriptive log-linear growth. No specification estimates an effect of Law 21.545. The 2020–2021 indicator describes reporting disruption; it is not a causal effect. Durbin–Watson with fewer than 8 points: weak, indicative only.",,,,,,,,lancet_americas/pipeline/06_models.py,"estimand/source/outcome/denominator_offset/panel/activity/position/covariates/model_family are label keys (bilingual text in 06_models.py LBL); apc = 100*(exp(beta)-1) with Wald 95% CI; dispersion = Pearson chi2/df (random intercept: conditional Pearson chi2/(n - p_fixed - 1) at the MAP estimates, diagnostic only); durbin_watson on deviance residuals (weak with < 8 points; random intercept: conditional deviance residuals within hospital)"
