era,year,variant,position,panel,horizon_days,n_discharges,n_eligible,n_readmitted_any_cause,n_readmitted_f84,n_with_overlapping_next_admission,pct_any_cause,pct_any_cause_lo,pct_any_cause_hi,pct_f84,pct_f84_lo,pct_f84_hi,unit,denominator,script
2021-2024,2023,strict_autism_f840,secondary_only,fixed65,30,5034,5034,608,466,1,12.0779,11.2065,13.0071,9.2571,8.4872,10.0891,egresos GRD (índice) y reingresos,n_eligible,lancet_americas/pipeline/11_grd_episode_detail.py
2021-2024,2023,strict_autism_f840,secondary_only,fixed65,90,5034,5034,929,705,1,18.4545,17.4071,19.55,14.0048,13.0735,14.9909,egresos GRD (índice) y reingresos,n_eligible,lancet_americas/pipeline/11_grd_episode_detail.py
2021-2024,2023,strict_autism_f840,secondary_only,fixed65,365,5034,5034,1518,1165,1,30.1549,28.9027,31.4375,23.1426,21.9983,24.3279,egresos GRD (índice) y reingresos,n_eligible,lancet_americas/pipeline/11_grd_episode_detail.py
2021-2024,2023,strict_autism_f840,secondary_only,observed,30,5071,5071,610,466,1,12.0292,11.1625,12.9534,9.1895,8.425,10.0158,egresos GRD (índice) y reingresos,n_eligible,lancet_americas/pipeline/11_grd_episode_detail.py
2021-2024,2023,strict_autism_f840,secondary_only,observed,90,5071,5071,935,708,1,18.4382,17.3949,19.5293,13.9617,13.0351,14.943,egresos GRD (índice) y reingresos,n_eligible,lancet_americas/pipeline/11_grd_episode_detail.py
2021-2024,2023,strict_autism_f840,secondary_only,observed,365,5071,5071,1526,1172,1,30.0927,28.8458,31.3698,23.1118,21.9722,24.2921,egresos GRD (índice) y reingresos,n_eligible,lancet_americas/pipeline/11_grd_episode_detail.py
2021-2024,2024,con_rett,any,fixed65,30,8553,7797,997,810,5,12.787,12.064,13.5466,10.3886,9.7308,11.0855,egresos GRD (índice) y reingresos,n_eligible,lancet_americas/pipeline/11_grd_episode_detail.py
2021-2024,2024,con_rett,any,fixed65,90,8553,6161,1211,978,5,19.6559,18.6826,20.667,15.874,14.9829,16.8078,egresos GRD (índice) y reingresos,n_eligible,lancet_americas/pipeline/11_grd_episode_detail.py
2021-2024,2024,con_rett,any,fixed65,365,8553,2,1,0,5,50.0,9.4531,90.5469,0.0,0.0,65.762,egresos GRD (índice) y reingresos,n_eligible,lancet_americas/pipeline/11_grd_episode_detail.py
2021-2024,2024,con_rett,any,observed,30,8814,8036,1024,836,5,12.7427,12.0314,13.4896,10.4032,9.7545,11.0897,egresos GRD (índice) y reingresos,n_eligible,lancet_americas/pipeline/11_grd_episode_detail.py
2021-2024,2024,con_rett,any,observed,90,8814,6344,1253,1016,5,19.7509,18.7897,20.7488,16.0151,15.1333,16.9381,egresos GRD (índice) y reingresos,n_eligible,lancet_americas/pipeline/11_grd_episode_detail.py
2021-2024,2024,con_rett,any,observed,365,8814,2,1,0,5,50.0,9.4531,90.5469,0.0,0.0,65.762,egresos GRD (índice) y reingresos,n_eligible,lancet_americas/pipeline/11_grd_episode_detail.py
2021-2024,2024,con_rett,principal,fixed65,30,387,349,71,68,0,20.3438,16.454,24.8794,19.4842,15.6704,23.9626,egresos GRD (índice) y reingresos,n_eligible,lancet_americas/pipeline/11_grd_episode_detail.py
2021-2024,2024,con_rett,principal,fixed65,90,387,292,85,82,0,29.1096,24.1973,34.5644,28.0822,23.2379,33.4957,egresos GRD (índice) y reingresos,n_eligible,lancet_americas/pipeline/11_grd_episode_detail.py
2021-2024,2024,con_rett,principal,fixed65,365,387,0,0,0,0,,,,,,,egresos GRD (índice) y reingresos,n_eligible,lancet_americas/pipeline/11_grd_episode_detail.py
2021-2024,2024,con_rett,principal,observed,30,398,359,73,70,0,20.3343,16.4951,24.8016,19.4986,15.7322,23.9109,egresos GRD (índice) y reingresos,n_eligible,lancet_americas/pipeline/11_grd_episode_detail.py
2021-2024,2024,con_rett,principal,observed,90,398,299,88,85,0,29.4314,24.5529,34.8317,28.4281,23.6141,33.7893,egresos GRD (índice) y reingresos,n_eligible,lancet_americas/pipeline/11_grd_episode_detail.py
2021-2024,2024,con_rett,principal,observed,365,398,0,0,0,0,,,,,,,egresos GRD (índice) y reingresos,n_eligible,lancet_americas/pipeline/11_grd_episode_detail.py
2021-2024,2024,con_rett,secondary_only,fixed65,30,8166,7448,926,742,5,12.4329,11.7028,13.2016,9.9624,9.3027,10.6634,egresos GRD (índice) y reingresos,n_eligible,lancet_americas/pipeline/11_grd_episode_detail.py
2021-2024,2024,con_rett,secondary_only,fixed65,90,8166,5869,1126,896,5,19.1856,18.1984,20.213,15.2667,14.3692,16.2095,egresos GRD (índice) y reingresos,n_eligible,lancet_americas/pipeline/11_grd_episode_detail.py
2021-2024,2024,con_rett,secondary_only,fixed65,365,8166,2,1,0,5,50.0,9.4531,90.5469,0.0,0.0,65.762,egresos GRD (índice) y reingresos,n_eligible,lancet_americas/pipeline/11_grd_episode_detail.py
2021-2024,2024,con_rett,secondary_only,observed,30,8416,7677,951,766,5,12.3877,11.6695,13.1435,9.9779,9.3273,10.6684,egresos GRD (índice) y reingresos,n_eligible,lancet_americas/pipeline/11_grd_episode_detail.py
2021-2024,2024,con_rett,secondary_only,observed,90,8416,6045,1165,931,5,19.2721,18.2974,20.2858,15.4012,14.5132,16.333,egresos GRD (índice) y reingresos,n_eligible,lancet_americas/pipeline/11_grd_episode_detail.py
2021-2024,2024,con_rett,secondary_only,observed,365,8416,2,1,0,5,50.0,9.4531,90.5469,0.0,0.0,65.762,egresos GRD (índice) y reingresos,n_eligible,lancet_americas/pipeline/11_grd_episode_detail.py
2021-2024,2024,sin_rett,any,fixed65,30,8476,7728,984,795,5,12.7329,12.0082,13.4947,10.2873,9.6296,10.9844,egresos GRD (índice) y reingresos,n_eligible,lancet_americas/pipeline/11_grd_episode_detail.py
2021-2024,2024,sin_rett,any,fixed65,90,8476,6105,1190,954,5,19.4922,18.5178,20.505,15.6265,14.7373,16.559,egresos GRD (índice) y reingresos,n_eligible,lancet_americas/pipeline/11_grd_episode_detail.py
2021-2024,2024,sin_rett,any,fixed65,365,8476,2,1,0,5,50.0,9.4531,90.5469,0.0,0.0,65.762,egresos GRD (índice) y reingresos,n_eligible,lancet_americas/pipeline/11_grd_episode_detail.py
2021-2024,2024,sin_rett,any,observed,30,8727,7957,1008,818,5,12.6681,11.9552,13.417,10.2803,9.632,10.9668,egresos GRD (índice) y reingresos,n_eligible,lancet_americas/pipeline/11_grd_episode_detail.py
2021-2024,2024,sin_rett,any,observed,90,8727,6282,1229,989,5,19.5638,18.6016,20.5633,15.7434,14.8637,16.6649,egresos GRD (índice) y reingresos,n_eligible,lancet_americas/pipeline/11_grd_episode_detail.py
2021-2024,2024,sin_rett,any,observed,365,8727,2,1,0,5,50.0,9.4531,90.5469,0.0,0.0,65.762,egresos GRD (índice) y reingresos,n_eligible,lancet_americas/pipeline/11_grd_episode_detail.py
2021-2024,2024,sin_rett,principal,fixed65,30,378,341,70,67,0,20.5279,16.5805,25.1318,19.6481,15.7789,24.1935,egresos GRD (índice) y reingresos,n_eligible,lancet_americas/pipeline/11_grd_episode_detail.py
2021-2024,2024,sin_rett,principal,fixed65,90,378,284,84,81,0,29.5775,24.5706,35.1295,28.5211,23.5838,34.0317,egresos GRD (índice) y reingresos,n_eligible,lancet_americas/pipeline/11_grd_episode_detail.py
2021-2024,2024,sin_rett,principal,fixed65,365,378,0,0,0,0,,,,,,,egresos GRD (índice) y reingresos,n_eligible,lancet_americas/pipeline/11_grd_episode_detail.py
2021-2024,2024,sin_rett,principal,observed,30,387,349,72,69,0,20.6304,16.7158,25.1844,19.7708,15.9312,24.2685,egresos GRD (índice) y reingresos,n_eligible,lancet_americas/pipeline/11_grd_episode_detail.py
2021-2024,2024,sin_rett,principal,observed,90,387,289,86,83,0,29.7578,24.7802,35.2664,28.7197,23.8093,34.1885,egresos GRD (índice) y reingresos,n_eligible,lancet_americas/pipeline/11_grd_episode_detail.py
2021-2024,2024,sin_rett,principal,observed,365,387,0,0,0,0,,,,,,,egresos GRD (índice) y reingresos,n_eligible,lancet_americas/pipeline/11_grd_episode_detail.py
2021-2024,2024,sin_rett,secondary_only,fixed65,30,8098,7387,914,728,5,12.3731,11.6417,13.1436,9.8552,9.1962,10.5559,egresos GRD (índice) y reingresos,n_eligible,lancet_americas/pipeline/11_grd_episode_detail.py
2021-2024,2024,sin_rett,secondary_only,fixed65,90,8098,5821,1106,873,5,19.0002,18.013,20.0283,14.9974,14.1033,15.9377,egresos GRD (índice) y reingresos,n_eligible,lancet_americas/pipeline/11_grd_episode_detail.py
2021-2024,2024,sin_rett,secondary_only,fixed65,365,8098,2,1,0,5,50.0,9.4531,90.5469,0.0,0.0,65.762,egresos GRD (índice) y reingresos,n_eligible,lancet_americas/pipeline/11_grd_episode_detail.py
2021-2024,2024,sin_rett,secondary_only,observed,30,8340,7608,936,749,5,12.3028,11.5837,13.06,9.8449,9.1956,10.5347,egresos GRD (índice) y reingresos,n_eligible,lancet_americas/pipeline/11_grd_episode_detail.py
2021-2024,2024,sin_rett,secondary_only,observed,90,8340,5993,1143,906,5,19.0723,18.0975,20.0866,15.1176,14.2331,16.0469,egresos GRD (índice) y reingresos,n_eligible,lancet_americas/pipeline/11_grd_episode_detail.py
2021-2024,2024,sin_rett,secondary_only,observed,365,8340,2,1,0,5,50.0,9.4531,90.5469,0.0,0.0,65.762,egresos GRD (índice) y reingresos,n_eligible,lancet_americas/pipeline/11_grd_episode_detail.py
2021-2024,2024,strict_autism_f840,any,fixed65,30,7040,6404,826,620,5,12.8982,12.0995,13.7414,9.6814,8.9812,10.43,egresos GRD (índice) y reingresos,n_eligible,lancet_americas/pipeline/11_grd_episode_detail.py
2021-2024,2024,strict_autism_f840,any,fixed65,90,7040,5065,969,731,5,19.1313,18.0716,20.2378,14.4324,13.4915,15.4271,egresos GRD (índice) y reingresos,n_eligible,lancet_americas/pipeline/11_grd_episode_detail.py
2021-2024,2024,strict_autism_f840,any,fixed65,365,7040,0,0,0,5,,,,,,,egresos GRD (índice) y reingresos,n_eligible,lancet_americas/pipeline/11_grd_episode_detail.py
2021-2024,2024,strict_autism_f840,any,observed,30,7228,6574,845,637,5,12.8537,12.0663,13.6845,9.6897,8.998,10.4285,egresos GRD (índice) y reingresos,n_eligible,lancet_americas/pipeline/11_grd_episode_detail.py
2021-2024,2024,strict_autism_f840,any,observed,90,7228,5194,998,755,5,19.2145,18.1659,20.3085,14.536,13.6037,15.5208,egresos GRD (índice) y reingresos,n_eligible,lancet_americas/pipeline/11_grd_episode_detail.py
2021-2024,2024,strict_autism_f840,any,observed,365,7228,0,0,0,5,,,,,,,egresos GRD (índice) y reingresos,n_eligible,lancet_americas/pipeline/11_grd_episode_detail.py
2021-2024,2024,strict_autism_f840,principal,fixed65,30,270,240,53,49,0,22.0833,17.2981,27.7481,20.4167,15.8019,25.9635,egresos GRD (índice) y reingresos,n_eligible,lancet_americas/pipeline/11_grd_episode_detail.py
2021-2024,2024,strict_autism_f840,principal,fixed65,90,270,196,60,54,0,30.6122,24.5842,37.3857,27.551,21.7733,34.1918,egresos GRD (índice) y reingresos,n_eligible,lancet_americas/pipeline/11_grd_episode_detail.py
2021-2024,2024,strict_autism_f840,principal,fixed65,365,270,0,0,0,0,,,,,,,egresos GRD (índice) y reingresos,n_eligible,lancet_americas/pipeline/11_grd_episode_detail.py
2021-2024,2024,strict_autism_f840,principal,observed,30,278,247,55,51,0,22.2672,17.5259,27.8579,20.6478,16.068,26.1266,egresos GRD (índice) y reingresos,n_eligible,lancet_americas/pipeline/11_grd_episode_detail.py
2021-2024,2024,strict_autism_f840,principal,observed,90,278,201,62,56,0,30.8458,24.87,37.54,27.8607,22.1225,34.4292,egresos GRD (índice) y reingresos,n_eligible,lancet_americas/pipeline/11_grd_episode_detail.py
2021-2024,2024,strict_autism_f840,principal,observed,365,278,0,0,0,0,,,,,,,egresos GRD (índice) y reingresos,n_eligible,lancet_americas/pipeline/11_grd_episode_detail.py
2021-2024,2024,strict_autism_f840,secondary_only,fixed65,30,6770,6164,773,571,5,12.5406,11.7371,13.3907,9.2635,8.5649,10.0128,egresos GRD (índice) y reingresos,n_eligible,lancet_americas/pipeline/11_grd_episode_detail.py
2021-2024,2024,strict_autism_f840,secondary_only,fixed65,90,6770,4869,909,677,5,18.6691,17.5995,19.7882,13.9043,12.9609,14.9046,egresos GRD (índice) y reingresos,n_eligible,lancet_americas/pipeline/11_grd_episode_detail.py
2021-2024,2024,strict_autism_f840,secondary_only,fixed65,365,6770,0,0,0,5,,,,,,,egresos GRD (índice) y reingresos,n_eligible,lancet_americas/pipeline/11_grd_episode_detail.py
2021-2024,2024,strict_autism_f840,secondary_only,observed,30,6950,6327,790,586,5,12.4862,11.6943,13.3235,9.2619,8.5721,10.0011,egresos GRD (índice) y reingresos,n_eligible,lancet_americas/pipeline/11_grd_episode_detail.py
2021-2024,2024,strict_autism_f840,secondary_only,observed,90,6950,4993,936,699,5,18.7462,17.6879,19.8527,13.9996,13.0648,14.9897,egresos GRD (índice) y reingresos,n_eligible,lancet_americas/pipeline/11_grd_episode_detail.py
2021-2024,2024,strict_autism_f840,secondary_only,observed,365,6950,0,0,0,5,,,,,,,egresos GRD (índice) y reingresos,n_eligible,lancet_americas/pipeline/11_grd_episode_detail.py
