year,cut_region,region,rem_ingresos,rem_crude,rem_asr,grd_records,grd_records_crude,grd_records_asr,grd_persons,grd_persons_crude,grd_persons_asr
2023.0,15,Arica y Parinacota,81.0,31.177589087074004,39.65492506171242,162.0,62.35517817414801,77.65315292551331,129.0,49.653197434969705,61.50396489981368
2023.0,16,Ñuble,899.0,173.07199910672517,244.07555034181564,312.0,60.06503194805145,84.78940941545791,279.0,53.71199972277677,76.0229277726741
2024.0,1,Tarapacá,172.0,42.33460583282261,50.08832230093218,227.0,55.87183444215543,65.00964148465161,180.0,44.303657266907386,51.98587479749791
2024.0,2,Antofagasta,321.0,44.693079673420286,57.274031586559495,480.0,66.8307733434322,85.16342062522882,413.0,57.50231123091146,73.26555019224085
2024.0,3,Atacama,402.0,125.6281407035176,154.64480876582132,110.0,34.37585939648491,41.561015392218245,85.0,26.563164079101977,31.996542246328392
2024.0,4,Coquimbo,637.0,72.44670845147151,93.71473126637154,554.0,63.00702744445089,82.7269616980533,459.0,52.20257327978873,68.8640707646512
2024.0,5,Valparaíso,1330.0,65.65654321755567,93.39978389794368,927.0,45.76211696441662,64.3850740428711,737.0,36.3826107904801,50.80670989413368
2024.0,6,O'Higgins,522.0,50.89773066325008,69.6044008878494,301.0,29.349074577851106,40.87407222686559,250.0,24.376307788912875,33.899207808257124
2024.0,7,Maule,583.0,49.74479130225549,67.26517914510005,489.0,41.724190303264045,57.05817198890087,419.0,35.751402325291686,49.04299276581656
2024.0,8,Biobío,1737.0,103.01116399057064,142.83361075642205,1090.0,64.64143278625332,88.46590487767318,879.0,52.12827469643731,71.4314423989008
2024.0,9,La Araucanía,811.0,78.57278494502812,103.84127395689578,568.0,55.03001461008135,72.62325118071743,469.0,45.438515584732656,60.05166618723831
2024.0,10,Los Lagos,653.0,71.58745454525523,98.87145726782016,387.0,42.42625560339015,58.69350671984906,337.0,36.944827230859126,51.26766707209614
2024.0,11,Aysén,92.0,84.76294016842027,106.74702846979336,75.0,69.1002229633861,89.62326612038316,54.0,49.75216053363799,62.17183160940596
2024.0,12,Magallanes,71.0,38.748055775370425,55.7514404246887,86.0,46.93426474199798,64.63108141042615,72.0,39.29380303981226,55.00024997480519
2024.0,13,Metropolitana,3156.0,37.47894036252681,52.51779004019794,2747.0,32.621878699575774,45.57238421795669,2267.0,26.921659633031773,37.5383784217256
2024.0,14,Los Ríos,282.0,68.31627041614783,96.16571957463076,113.0,27.374959422073424,38.18093340006527,84.0,20.34952735800148,27.964648145869944
2024.0,15,Arica y Parinacota,181.0,69.14229178047131,88.33334445285332,183.0,69.90629500456492,86.94479026082276,139.0,53.0982240745056,66.4437543281868
2024.0,16,Ñuble,893.0,171.16756211772417,244.68814982413303,372.0,71.3038444656141,99.97112402775696,307.0,58.8448393842568,82.77231323979088
