year,definition,role,TIPO_ACTIVIDAD,age_band,n,mean,sd,median,q25,q75,p90,max,total_days,n_los0
2019,F84_historico,solo_secundario,HOSPITALIZACIÓN EN URGENCIA,0-4,9,1.1111111111111112,1.2692955176439846,1.0,0.0,2.0,3.0,3.0,10.0,4
2019,F84_historico,solo_secundario,HOSPITALIZACIÓN EN URGENCIA,10-14,12,2.8333333333333335,3.588702812826367,1.0,0.0,4.25,7.700000000000001,11.0,34.0,4
2019,F84_historico,solo_secundario,HOSPITALIZACIÓN EN URGENCIA,15-19,20,2.85,3.74552364408784,2.0,0.0,4.0,4.6000000000000085,15.0,57.0,6
2019,F84_historico,solo_secundario,HOSPITALIZACIÓN EN URGENCIA,20-29,11,4.2727272727272725,3.9772077916777016,3.0,1.5,6.0,10.0,12.0,47.0,1
2019,F84_historico,solo_secundario,HOSPITALIZACIÓN EN URGENCIA,30-44,4,0.5,0.5773502691896257,0.5,0.0,1.0,1.0,1.0,2.0,2
2019,F84_historico,solo_secundario,HOSPITALIZACIÓN EN URGENCIA,45+,3,1.0,1.0,1.0,0.5,1.5,1.8,2.0,3.0,1
2019,F84_historico,solo_secundario,HOSPITALIZACIÓN EN URGENCIA,5-9,17,1.0,1.1726039399558574,1.0,0.0,1.0,2.4000000000000004,4.0,17.0,7
2020,F84_historico,principal,CIRUGÍA MAYOR AMBULATORIA (CMA),10-14,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1
2020,F84_historico,principal,CIRUGÍA MAYOR AMBULATORIA (CMA),5-9,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1
2020,F84_historico,principal,HOSPITALIZACIÓN,0-4,12,4.75,6.326351813859808,2.0,0.75,7.0,8.8,22.0,57.0,3
2020,F84_historico,principal,HOSPITALIZACIÓN,10-14,50,21.92,60.600680268290645,5.0,3.0,17.5,35.80000000000001,413.0,1096.0,4
2020,F84_historico,principal,HOSPITALIZACIÓN,15-19,42,41.0,93.9153744653963,18.5,7.5,31.75,82.59999999999997,591.0,1722.0,0
2020,F84_historico,principal,HOSPITALIZACIÓN,20-29,20,18.0,13.626599374984053,14.5,7.25,24.0,39.2,43.0,360.0,0
2020,F84_historico,principal,HOSPITALIZACIÓN,30-44,5,205.6,340.773091660712,47.0,22.0,148.0,543.4000000000001,807.0,1028.0,0
2020,F84_historico,principal,HOSPITALIZACIÓN,5-9,24,3.6666666666666665,3.1300321802299993,3.5,1.0,6.0,6.0,14.0,88.0,4
2020,F84_historico,principal_y_secundario,HOSPITALIZACIÓN,0-4,2,4.0,0.0,4.0,4.0,4.0,4.0,4.0,8.0,0
2020,F84_historico,principal_y_secundario,HOSPITALIZACIÓN,10-14,5,69.6,117.93345581301347,19.0,12.0,30.0,180.00000000000003,280.0,348.0,0
2020,F84_historico,principal_y_secundario,HOSPITALIZACIÓN,15-19,1,7.0,,7.0,7.0,7.0,7.0,7.0,7.0,0
2020,F84_historico,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),0-4,16,0.0625,0.24999999999999997,0.0,0.0,0.0,0.0,1.0,1.0,15
2020,F84_historico,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),10-14,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
2020,F84_historico,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),15-19,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2020,F84_historico,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),20-29,5,0.2,0.4472135954999579,0.0,0.0,0.0,0.6000000000000001,1.0,1.0,4
2020,F84_historico,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),30-44,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2020,F84_historico,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),45+,1,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0
2020,F84_historico,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),5-9,38,0.02631578947368421,0.16222142113076252,0.0,0.0,0.0,0.0,1.0,1.0,37
2020,F84_historico,solo_secundario,HOSPITALIZACIÓN,0-4,332,18.746987951807228,112.8707619505019,3.0,1.0,7.0,20.700000000000102,1463.0,6224.0,39
2020,F84_historico,solo_secundario,HOSPITALIZACIÓN,10-14,359,7.693593314763231,14.33578708135575,4.0,1.0,8.0,17.19999999999999,150.0,2762.0,36
2020,F84_historico,solo_secundario,HOSPITALIZACIÓN,15-19,171,16.50877192982456,41.227113925190295,7.0,2.0,16.5,35.0,480.0,2823.0,16
2020,F84_historico,solo_secundario,HOSPITALIZACIÓN,20-29,82,15.28048780487805,18.69592573972419,6.0,3.0,24.0,37.80000000000001,85.0,1253.0,4
2020,F84_historico,solo_secundario,HOSPITALIZACIÓN,30-44,57,7.912280701754386,10.549679585104514,4.0,2.0,9.0,25.599999999999994,54.0,451.0,7
2020,F84_historico,solo_secundario,HOSPITALIZACIÓN,45+,14,12.285714285714286,7.569458586761889,12.0,6.0,18.25,21.0,26.0,172.0,0
2020,F84_historico,solo_secundario,HOSPITALIZACIÓN,5-9,374,4.385026737967914,7.537316663944853,2.0,1.0,5.0,9.0,68.0,1640.0,53
2021,F84_historico,principal,HOSPITALIZACIÓN,0-4,26,1.5,1.8384776310850235,1.0,1.0,1.0,3.0,9.0,39.0,3
2021,F84_historico,principal,HOSPITALIZACIÓN,10-14,41,28.5609756097561,54.93498374464481,12.0,3.0,28.0,62.0,321.0,1171.0,3
2021,F84_historico,principal,HOSPITALIZACIÓN,15-19,43,61.30232558139535,222.6748146731035,14.0,6.0,25.0,55.40000000000001,1444.0,2636.0,1
2021,F84_historico,principal,HOSPITALIZACIÓN,20-29,30,26.7,21.984555707477295,20.5,9.5,36.75,58.30000000000002,78.0,801.0,0
2021,F84_historico,principal,HOSPITALIZACIÓN,30-44,18,31.666666666666668,48.66814394749524,18.5,12.25,29.5,48.80000000000001,218.0,570.0,0
2021,F84_historico,principal,HOSPITALIZACIÓN,5-9,28,4.321428571428571,7.640310113100032,1.0,0.0,4.5,11.600000000000001,37.0,121.0,9
2021,F84_historico,principal_y_secundario,HOSPITALIZACIÓN,10-14,2,33.0,43.840620433565945,33.0,17.5,48.5,57.800000000000004,64.0,66.0,0
2021,F84_historico,principal_y_secundario,HOSPITALIZACIÓN,15-19,1,32.0,,32.0,32.0,32.0,32.0,32.0,32.0,0
2021,F84_historico,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),0-4,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27
2021,F84_historico,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),10-14,42,0.07142857142857142,0.26066118021500656,0.0,0.0,0.0,0.0,1.0,3.0,39
2021,F84_historico,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),15-19,12,0.16666666666666666,0.3892494720807615,0.0,0.0,0.0,0.9000000000000004,1.0,2.0,10
2021,F84_historico,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),20-29,6,0.16666666666666666,0.408248290463863,0.0,0.0,0.0,0.5,1.0,1.0,5
2021,F84_historico,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),30-44,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1
2021,F84_historico,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),45+,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2021,F84_historico,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),5-9,91,0.04395604395604396,0.20613306986226762,0.0,0.0,0.0,0.0,1.0,4.0,87
2021,F84_historico,solo_secundario,HOSPITALIZACIÓN,0-4,430,10.404651162790698,50.4462508095547,2.0,1.0,5.0,10.0,647.0,4474.0,63
2021,F84_historico,solo_secundario,HOSPITALIZACIÓN,10-14,560,9.0,31.127069479519378,3.0,1.0,8.0,20.0,686.0,5040.0,57
2021,F84_historico,solo_secundario,HOSPITALIZACIÓN,15-19,223,11.95067264573991,16.206502059512076,7.0,2.0,15.0,30.0,129.0,2665.0,16
2021,F84_historico,solo_secundario,HOSPITALIZACIÓN,20-29,143,19.13986013986014,41.48656687370283,7.0,2.0,19.5,40.8,384.0,2737.0,11
2021,F84_historico,solo_secundario,HOSPITALIZACIÓN,30-44,59,13.40677966101695,31.274159568116183,5.0,1.5,12.0,23.60000000000001,213.0,791.0,7
2021,F84_historico,solo_secundario,HOSPITALIZACIÓN,45+,31,10.225806451612904,8.495919324080845,9.0,4.5,13.0,20.0,34.0,317.0,1
2021,F84_historico,solo_secundario,HOSPITALIZACIÓN,5-9,582,5.902061855670103,26.587219424100912,2.0,1.0,4.0,8.899999999999977,531.0,3435.0,114
2022,F84_historico,principal,HOSPITALIZACIÓN,0-4,32,2.78125,7.877015871017275,1.0,1.0,1.25,4.0,45.0,89.0,7
2022,F84_historico,principal,HOSPITALIZACIÓN,10-14,102,18.352941176470587,37.184487093043835,8.0,3.0,19.0,31.80000000000001,252.0,1872.0,4
2022,F84_historico,principal,HOSPITALIZACIÓN,15-19,72,15.11111111111111,22.512316225715985,9.5,3.0,20.25,28.0,168.0,1088.0,4
2022,F84_historico,principal,HOSPITALIZACIÓN,20-29,36,34.5,76.15904411164836,9.5,3.0,25.75,75.5,420.0,1242.0,3
2022,F84_historico,principal,HOSPITALIZACIÓN,30-44,20,25.95,20.66900807336535,21.0,7.0,41.0,56.400000000000006,62.0,519.0,0
2022,F84_historico,principal,HOSPITALIZACIÓN,45+,4,20.0,15.383974345619102,15.0,10.25,24.75,35.1,42.0,80.0,0
2022,F84_historico,principal,HOSPITALIZACIÓN,5-9,30,3.2333333333333334,3.3081230571004374,1.5,1.0,4.75,8.0,12.0,97.0,2
2022,F84_historico,principal_y_secundario,HOSPITALIZACIÓN,0-4,1,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0
2022,F84_historico,principal_y_secundario,HOSPITALIZACIÓN,10-14,2,6.5,6.363961030678928,6.5,4.25,8.75,10.1,11.0,13.0,0
2022,F84_historico,principal_y_secundario,HOSPITALIZACIÓN,15-19,2,20.5,4.949747468305833,20.5,18.75,22.25,23.3,24.0,41.0,0
2022,F84_historico,principal_y_secundario,HOSPITALIZACIÓN,20-29,1,27.0,,27.0,27.0,27.0,27.0,27.0,27.0,0
2022,F84_historico,principal_y_secundario,HOSPITALIZACIÓN,30-44,1,48.0,,48.0,48.0,48.0,48.0,48.0,48.0,0
2022,F84_historico,principal_y_secundario,HOSPITALIZACIÓN,5-9,1,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0
2022,F84_historico,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),0-4,64,0.03125,0.17536809360305045,0.0,0.0,0.0,0.0,1.0,2.0,62
2022,F84_historico,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),10-14,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75
2022,F84_historico,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),15-19,20,0.2,0.41039134083406165,0.0,0.0,0.0,1.0,1.0,4.0,16
2022,F84_historico,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),20-29,17,0.11764705882352941,0.3321055820775357,0.0,0.0,0.0,0.40000000000000036,1.0,2.0,15
2022,F84_historico,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),30-44,4,0.25,0.5,0.0,0.0,0.25,0.7000000000000002,1.0,1.0,3
2022,F84_historico,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),45+,4,0.25,0.5,0.0,0.0,0.25,0.7000000000000002,1.0,1.0,3
2022,F84_historico,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),5-9,167,0.023952095808383235,0.1533597946237113,0.0,0.0,0.0,0.0,1.0,4.0,163
2022,F84_historico,solo_secundario,HOSPITALIZACIÓN,0-4,865,6.215028901734104,28.72116115244586,3.0,1.0,5.0,10.0,728.0,5376.0,105
2022,F84_historico,solo_secundario,HOSPITALIZACIÓN,10-14,767,6.859191655801825,9.843474246754036,3.0,1.0,8.0,16.0,103.0,5261.0,85
2022,F84_historico,solo_secundario,HOSPITALIZACIÓN,15-19,389,12.956298200514139,35.28631992557779,6.0,2.0,15.0,28.0,621.0,5040.0,35
2022,F84_historico,solo_secundario,HOSPITALIZACIÓN,20-29,181,16.46961325966851,57.130799383370565,6.0,2.0,15.0,30.0,742.0,2981.0,13
2022,F84_historico,solo_secundario,HOSPITALIZACIÓN,30-44,95,11.842105263157896,13.447546473577049,8.0,2.0,15.5,27.60000000000001,79.0,1125.0,5
2022,F84_historico,solo_secundario,HOSPITALIZACIÓN,45+,35,9.82857142857143,11.825908034495114,6.0,3.0,10.0,24.000000000000014,48.0,344.0,1
2022,F84_historico,solo_secundario,HOSPITALIZACIÓN,5-9,925,4.464864864864865,10.67677964058562,2.0,1.0,5.0,9.0,191.0,4130.0,155
2023,F84_historico,principal,HOSPITALIZACIÓN,0-4,23,4.478260869565218,13.176665205159223,1.0,1.0,2.0,7.200000000000003,64.0,103.0,4
2023,F84_historico,principal,HOSPITALIZACIÓN,10-14,91,11.945054945054945,14.21217212060973,7.0,2.5,15.5,28.0,85.0,1087.0,1
2023,F84_historico,principal,HOSPITALIZACIÓN,15-19,138,11.891304347826088,25.110757511708123,4.0,1.0,15.0,27.299999999999997,255.0,1641.0,2
2023,F84_historico,principal,HOSPITALIZACIÓN,20-29,41,45.073170731707314,82.60036024252632,19.0,9.0,56.0,74.0,506.0,1848.0,0
2023,F84_historico,principal,HOSPITALIZACIÓN,30-44,19,14.421052631578947,16.422598892561584,6.0,3.5,19.5,42.4,56.0,274.0,0
2023,F84_historico,principal,HOSPITALIZACIÓN,45+,1,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,0
2023,F84_historico,principal,HOSPITALIZACIÓN,5-9,44,4.5,5.423892020603174,2.0,1.0,6.0,9.0,24.0,198.0,2
2023,F84_historico,principal_y_secundario,HOSPITALIZACIÓN,10-14,3,22.666666666666668,33.38163167571851,7.0,3.5,34.0,50.2,61.0,68.0,1
2023,F84_historico,principal_y_secundario,HOSPITALIZACIÓN,15-19,2,2.5,2.1213203435596424,2.5,1.75,3.25,3.7,4.0,5.0,0
2023,F84_historico,principal_y_secundario,HOSPITALIZACIÓN,20-29,4,155.25,291.22313896163314,13.0,7.5,160.75,419.5000000000001,592.0,621.0,0
2023,F84_historico,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),0-4,113,0.02654867256637168,0.16147628038720263,0.0,0.0,0.0,0.0,1.0,3.0,110
2023,F84_historico,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),10-14,113,0.04424778761061947,0.20656115191794608,0.0,0.0,0.0,0.0,1.0,5.0,108
2023,F84_historico,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),15-19,44,0.06818181818181818,0.2549717059293527,0.0,0.0,0.0,0.0,1.0,3.0,41
2023,F84_historico,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),20-29,24,0.125,0.3378319623460881,0.0,0.0,0.0,0.6999999999999993,1.0,3.0,21
2023,F84_historico,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),30-44,12,0.08333333333333333,0.28867513459481287,0.0,0.0,0.0,0.0,1.0,1.0,11
2023,F84_historico,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),45+,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1
2023,F84_historico,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),5-9,324,0.0030864197530864196,0.055555555555555566,0.0,0.0,0.0,0.0,1.0,1.0,323
2023,F84_historico,solo_secundario,HOSPITALIZACIÓN,0-4,1306,5.487748851454824,11.91342666287994,3.0,1.0,5.0,10.0,210.0,7167.0,120
2023,F84_historico,solo_secundario,HOSPITALIZACIÓN,10-14,1321,7.650264950794853,12.007902145874583,4.0,1.0,8.0,19.0,112.0,10106.0,118
2023,F84_historico,solo_secundario,HOSPITALIZACIÓN,15-19,751,10.617842876165113,14.510746404209518,5.0,2.0,15.0,28.0,187.0,7974.0,41
2023,F84_historico,solo_secundario,HOSPITALIZACIÓN,20-29,351,11.356125356125355,17.02808472834422,6.0,2.0,13.5,27.0,133.0,3986.0,17
2023,F84_historico,solo_secundario,HOSPITALIZACIÓN,30-44,151,12.57615894039735,21.55286124426568,5.0,2.0,13.0,24.0,148.0,1899.0,9
2023,F84_historico,solo_secundario,HOSPITALIZACIÓN,45+,58,15.224137931034482,25.72325257287674,7.5,4.25,12.75,41.60000000000001,171.0,883.0,2
2023,F84_historico,solo_secundario,HOSPITALIZACIÓN,5-9,1538,4.542912873862159,8.101650383699853,3.0,1.0,5.0,9.0,113.0,6987.0,205
2024,F84_historico,principal,HOSPITALIZACIÓN,0-4,16,1.5,1.5055453054181618,1.0,1.0,2.0,3.0,6.0,24.0,3
2024,F84_historico,principal,HOSPITALIZACIÓN,10-14,152,10.539473684210526,12.874267974533451,7.0,2.0,14.0,25.0,100.0,1602.0,6
2024,F84_historico,principal,HOSPITALIZACIÓN,15-19,86,17.732558139534884,25.29376785301989,9.0,2.25,20.75,43.5,146.0,1525.0,11
2024,F84_historico,principal,HOSPITALIZACIÓN,20-29,53,18.11320754716981,34.18988850599326,8.0,4.0,19.0,37.20000000000004,235.0,960.0,0
2024,F84_historico,principal,HOSPITALIZACIÓN,30-44,16,41.9375,73.40614756272119,11.0,5.75,40.75,109.0,282.0,671.0,0
2024,F84_historico,principal,HOSPITALIZACIÓN,45+,3,89.33333333333333,148.66853511531394,4.0,3.5,132.5,209.60000000000002,261.0,268.0,0
2024,F84_historico,principal,HOSPITALIZACIÓN,5-9,58,4.206896551724138,6.348804613799233,2.0,1.0,5.0,9.300000000000004,31.0,244.0,8
2024,F84_historico,principal_y_secundario,HOSPITALIZACIÓN,0-4,1,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,0
2024,F84_historico,principal_y_secundario,HOSPITALIZACIÓN,10-14,5,4.2,4.604345773288535,3.0,2.0,4.0,8.8,12.0,21.0,1
2024,F84_historico,principal_y_secundario,HOSPITALIZACIÓN,15-19,3,49.666666666666664,72.5074708794434,15.0,8.0,74.0,109.4,133.0,149.0,0
2024,F84_historico,principal_y_secundario,HOSPITALIZACIÓN,20-29,4,23.0,27.65260686927485,11.5,7.25,27.25,49.30000000000001,64.0,92.0,0
2024,F84_historico,principal_y_secundario,HOSPITALIZACIÓN,30-44,1,39.0,,39.0,39.0,39.0,39.0,39.0,39.0,0
2024,F84_historico,principal_y_secundario,HOSPITALIZACIÓN,5-9,1,15.0,,15.0,15.0,15.0,15.0,15.0,15.0,0
2024,F84_historico,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),0-4,150,0.02,0.14046901303903675,0.0,0.0,0.0,0.0,1.0,3.0,147
2024,F84_historico,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),10-14,193,0.02072538860103627,0.1428340099701226,0.0,0.0,0.0,0.0,1.0,4.0,189
2024,F84_historico,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),15-19,67,0.1044776119402985,0.30818768180842854,0.0,0.0,0.0,0.3999999999999986,1.0,7.0,60
2024,F84_historico,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),20-29,39,0.15384615384615385,0.36551776819519566,0.0,0.0,0.0,1.0,1.0,6.0,33
2024,F84_historico,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),30-44,29,0.2413793103448276,0.4354941703556927,0.0,0.0,0.0,1.0,1.0,7.0,22
2024,F84_historico,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),45+,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2024,F84_historico,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),5-9,631,0.020602218700475437,0.1421611602623341,0.0,0.0,0.0,0.0,1.0,13.0,618
2024,F84_historico,solo_secundario,HOSPITALIZACIÓN,0-4,1260,5.776984126984127,22.84715127358891,3.0,1.0,5.0,9.0,538.0,7279.0,127
2024,F84_historico,solo_secundario,HOSPITALIZACIÓN,10-14,1968,7.471036585365853,11.131701047831134,4.0,1.0,9.0,20.0,183.0,14703.0,180
2024,F84_historico,solo_secundario,HOSPITALIZACIÓN,15-19,1110,10.662162162162161,14.92893628806979,6.0,2.0,14.0,26.0,154.0,11835.0,81
2024,F84_historico,solo_secundario,HOSPITALIZACIÓN,20-29,572,10.942307692307692,18.466664060689972,6.0,2.0,13.0,25.0,271.0,6259.0,22
2024,F84_historico,solo_secundario,HOSPITALIZACIÓN,30-44,216,16.15740740740741,43.164943147977525,7.0,3.0,18.25,34.5,552.0,3490.0,4
2024,F84_historico,solo_secundario,HOSPITALIZACIÓN,45+,85,13.117647058823529,21.866702107643615,7.0,2.0,16.0,30.20000000000006,173.0,1115.0,3
2024,F84_historico,solo_secundario,HOSPITALIZACIÓN,5-9,2092,4.348470363288719,7.475352937008206,3.0,1.0,5.0,9.0,172.0,9097.0,234
