year,definition,role,TIPO_ACTIVIDAD,age_band,n,mean,sd,median,q25,q75,p90,max,total_days,n_los0
2019,TEA_operacional,solo_secundario,HOSPITALIZACIÓN DIURNA,5-9,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59
2019,TEA_operacional,solo_secundario,HOSPITALIZACIÓN EN URGENCIA,0-4,9,1.1111111111111112,1.2692955176439846,1.0,0.0,2.0,3.0,3.0,10.0,4
2019,TEA_operacional,solo_secundario,HOSPITALIZACIÓN EN URGENCIA,10-14,12,2.8333333333333335,3.588702812826367,1.0,0.0,4.25,7.700000000000001,11.0,34.0,4
2019,TEA_operacional,solo_secundario,HOSPITALIZACIÓN EN URGENCIA,15-19,20,2.85,3.74552364408784,2.0,0.0,4.0,4.6000000000000085,15.0,57.0,6
2019,TEA_operacional,solo_secundario,HOSPITALIZACIÓN EN URGENCIA,20-29,11,4.2727272727272725,3.9772077916777016,3.0,1.5,6.0,10.0,12.0,47.0,1
2019,TEA_operacional,solo_secundario,HOSPITALIZACIÓN EN URGENCIA,30-44,4,0.5,0.5773502691896257,0.5,0.0,1.0,1.0,1.0,2.0,2
2019,TEA_operacional,solo_secundario,HOSPITALIZACIÓN EN URGENCIA,45+,3,1.0,1.0,1.0,0.5,1.5,1.8,2.0,3.0,1
2019,TEA_operacional,solo_secundario,HOSPITALIZACIÓN EN URGENCIA,5-9,17,1.0,1.1726039399558574,1.0,0.0,1.0,2.4000000000000004,4.0,17.0,7
2020,TEA_operacional,principal,CIRUGÍA MAYOR AMBULATORIA (CMA),10-14,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1
2020,TEA_operacional,principal,CIRUGÍA MAYOR AMBULATORIA (CMA),5-9,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1
2020,TEA_operacional,principal,HOSPITALIZACIÓN,0-4,11,3.0,3.286335345030997,1.0,0.5,5.5,7.0,9.0,33.0,3
2020,TEA_operacional,principal,HOSPITALIZACIÓN,10-14,49,22.346938775510203,61.15266109650236,5.0,3.0,18.0,36.60000000000002,413.0,1095.0,4
2020,TEA_operacional,principal,HOSPITALIZACIÓN,15-19,42,41.0,93.9153744653963,18.5,7.5,31.75,82.59999999999997,591.0,1722.0,0
2020,TEA_operacional,principal,HOSPITALIZACIÓN,20-29,20,18.0,13.626599374984053,14.5,7.25,24.0,39.2,43.0,360.0,0
2020,TEA_operacional,principal,HOSPITALIZACIÓN,30-44,5,205.6,340.773091660712,47.0,22.0,148.0,543.4000000000001,807.0,1028.0,0
2020,TEA_operacional,principal,HOSPITALIZACIÓN,5-9,23,3.5652173913043477,3.159776847076413,3.0,1.0,5.5,6.0,14.0,82.0,4
2020,TEA_operacional,principal_y_secundario,HOSPITALIZACIÓN,10-14,5,69.6,117.93345581301347,19.0,12.0,30.0,180.00000000000003,280.0,348.0,0
2020,TEA_operacional,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),0-4,16,0.0625,0.24999999999999997,0.0,0.0,0.0,0.0,1.0,1.0,15
2020,TEA_operacional,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),10-14,16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16
2020,TEA_operacional,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),15-19,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2020,TEA_operacional,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),20-29,5,0.2,0.4472135954999579,0.0,0.0,0.0,0.6000000000000001,1.0,1.0,4
2020,TEA_operacional,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),30-44,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2020,TEA_operacional,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),45+,1,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0
2020,TEA_operacional,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),5-9,38,0.02631578947368421,0.16222142113076252,0.0,0.0,0.0,0.0,1.0,1.0,37
2020,TEA_operacional,solo_secundario,HOSPITALIZACIÓN,0-4,329,18.70820668693009,113.34065299560146,3.0,1.0,7.0,18.599999999999966,1463.0,6155.0,39
2020,TEA_operacional,solo_secundario,HOSPITALIZACIÓN,10-14,348,7.560344827586207,14.364514871335553,4.0,1.0,8.0,17.0,150.0,2631.0,35
2020,TEA_operacional,solo_secundario,HOSPITALIZACIÓN,15-19,170,16.53529411764706,41.33799835382876,7.0,2.0,16.0,35.099999999999994,480.0,2811.0,16
2020,TEA_operacional,solo_secundario,HOSPITALIZACIÓN,20-29,80,15.2,18.71802759272528,6.0,3.0,24.0,38.300000000000026,85.0,1216.0,4
2020,TEA_operacional,solo_secundario,HOSPITALIZACIÓN,30-44,55,7.909090909090909,10.741530215964174,4.0,2.0,9.0,26.400000000000006,54.0,435.0,7
2020,TEA_operacional,solo_secundario,HOSPITALIZACIÓN,45+,14,12.285714285714286,7.569458586761889,12.0,6.0,18.25,21.0,26.0,172.0,0
2020,TEA_operacional,solo_secundario,HOSPITALIZACIÓN,5-9,364,4.197802197802198,7.2810101019032505,2.0,1.0,5.0,8.0,68.0,1528.0,53
2021,TEA_operacional,principal,HOSPITALIZACIÓN,0-4,25,1.52,1.8734993995195195,1.0,1.0,1.0,3.0,9.0,38.0,3
2021,TEA_operacional,principal,HOSPITALIZACIÓN,10-14,41,28.5609756097561,54.93498374464481,12.0,3.0,28.0,62.0,321.0,1171.0,3
2021,TEA_operacional,principal,HOSPITALIZACIÓN,15-19,43,61.30232558139535,222.6748146731035,14.0,6.0,25.0,55.40000000000001,1444.0,2636.0,1
2021,TEA_operacional,principal,HOSPITALIZACIÓN,20-29,29,26.862068965517242,22.35544698395039,19.0,9.0,38.0,59.599999999999994,78.0,779.0,0
2021,TEA_operacional,principal,HOSPITALIZACIÓN,30-44,18,31.666666666666668,48.66814394749524,18.5,12.25,29.5,48.80000000000001,218.0,570.0,0
2021,TEA_operacional,principal,HOSPITALIZACIÓN,5-9,27,4.37037037037037,7.781378897718421,1.0,0.0,5.0,11.800000000000004,37.0,118.0,9
2021,TEA_operacional,principal_y_secundario,HOSPITALIZACIÓN,10-14,2,33.0,43.840620433565945,33.0,17.5,48.5,57.800000000000004,64.0,66.0,0
2021,TEA_operacional,principal_y_secundario,HOSPITALIZACIÓN,15-19,1,32.0,,32.0,32.0,32.0,32.0,32.0,32.0,0
2021,TEA_operacional,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),0-4,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27
2021,TEA_operacional,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),10-14,41,0.07317073170731707,0.2636516548818748,0.0,0.0,0.0,0.0,1.0,3.0,38
2021,TEA_operacional,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),15-19,10,0.2,0.4216370213557839,0.0,0.0,0.0,1.0,1.0,2.0,8
2021,TEA_operacional,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),20-29,6,0.16666666666666666,0.408248290463863,0.0,0.0,0.0,0.5,1.0,1.0,5
2021,TEA_operacional,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),30-44,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1
2021,TEA_operacional,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),45+,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3
2021,TEA_operacional,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),5-9,89,0.0449438202247191,0.2083546124645194,0.0,0.0,0.0,0.0,1.0,4.0,85
2021,TEA_operacional,solo_secundario,HOSPITALIZACIÓN,0-4,422,10.545023696682465,50.912216486115874,2.0,1.0,5.0,10.0,647.0,4450.0,63
2021,TEA_operacional,solo_secundario,HOSPITALIZACIÓN,10-14,549,9.001821493624773,31.41757255564543,3.0,1.0,8.0,20.0,686.0,4942.0,57
2021,TEA_operacional,solo_secundario,HOSPITALIZACIÓN,15-19,221,12.049773755656108,16.246181717656807,7.0,2.0,15.0,30.0,129.0,2663.0,16
2021,TEA_operacional,solo_secundario,HOSPITALIZACIÓN,20-29,141,19.27659574468085,41.75029621502767,7.0,2.0,20.0,41.0,384.0,2718.0,10
2021,TEA_operacional,solo_secundario,HOSPITALIZACIÓN,30-44,58,13.637931034482758,31.49642044594022,5.0,2.0,12.5,23.900000000000013,213.0,791.0,6
2021,TEA_operacional,solo_secundario,HOSPITALIZACIÓN,45+,29,9.793103448275861,8.570628041434917,7.0,4.0,12.0,17.199999999999992,34.0,284.0,1
2021,TEA_operacional,solo_secundario,HOSPITALIZACIÓN,5-9,572,5.258741258741258,24.4075763514426,2.0,1.0,4.0,8.0,531.0,3008.0,114
2022,TEA_operacional,principal,HOSPITALIZACIÓN,0-4,31,2.7419354838709675,8.00403124238232,1.0,1.0,1.0,4.0,45.0,85.0,7
2022,TEA_operacional,principal,HOSPITALIZACIÓN,10-14,98,18.918367346938776,37.829970519046306,9.0,3.0,19.75,32.89999999999999,252.0,1854.0,3
2022,TEA_operacional,principal,HOSPITALIZACIÓN,15-19,70,15.228571428571428,22.773727189538377,9.5,3.0,20.75,28.300000000000004,168.0,1066.0,4
2022,TEA_operacional,principal,HOSPITALIZACIÓN,20-29,35,35.457142857142856,77.05091626631699,10.0,3.5,26.5,77.80000000000004,420.0,1241.0,3
2022,TEA_operacional,principal,HOSPITALIZACIÓN,30-44,20,25.95,20.66900807336535,21.0,7.0,41.0,56.400000000000006,62.0,519.0,0
2022,TEA_operacional,principal,HOSPITALIZACIÓN,45+,4,20.0,15.383974345619102,15.0,10.25,24.75,35.1,42.0,80.0,0
2022,TEA_operacional,principal,HOSPITALIZACIÓN,5-9,28,3.2142857142857144,3.4249319307336217,1.0,1.0,5.0,8.0,12.0,90.0,2
2022,TEA_operacional,principal_y_secundario,HOSPITALIZACIÓN,0-4,1,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0
2022,TEA_operacional,principal_y_secundario,HOSPITALIZACIÓN,10-14,2,6.5,6.363961030678928,6.5,4.25,8.75,10.1,11.0,13.0,0
2022,TEA_operacional,principal_y_secundario,HOSPITALIZACIÓN,15-19,2,20.5,4.949747468305833,20.5,18.75,22.25,23.3,24.0,41.0,0
2022,TEA_operacional,principal_y_secundario,HOSPITALIZACIÓN,20-29,1,27.0,,27.0,27.0,27.0,27.0,27.0,27.0,0
2022,TEA_operacional,principal_y_secundario,HOSPITALIZACIÓN,30-44,1,48.0,,48.0,48.0,48.0,48.0,48.0,48.0,0
2022,TEA_operacional,principal_y_secundario,HOSPITALIZACIÓN,5-9,1,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0
2022,TEA_operacional,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),0-4,64,0.03125,0.17536809360305045,0.0,0.0,0.0,0.0,1.0,2.0,62
2022,TEA_operacional,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),10-14,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73
2022,TEA_operacional,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),15-19,20,0.2,0.41039134083406165,0.0,0.0,0.0,1.0,1.0,4.0,16
2022,TEA_operacional,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),20-29,17,0.11764705882352941,0.3321055820775357,0.0,0.0,0.0,0.40000000000000036,1.0,2.0,15
2022,TEA_operacional,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),30-44,4,0.25,0.5,0.0,0.0,0.25,0.7000000000000002,1.0,1.0,3
2022,TEA_operacional,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),45+,4,0.25,0.5,0.0,0.0,0.25,0.7000000000000002,1.0,1.0,3
2022,TEA_operacional,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),5-9,166,0.024096385542168676,0.15381244891556073,0.0,0.0,0.0,0.0,1.0,4.0,162
2022,TEA_operacional,solo_secundario,HOSPITALIZACIÓN,0-4,854,6.120608899297424,28.849745718104067,3.0,1.0,5.0,10.0,728.0,5227.0,104
2022,TEA_operacional,solo_secundario,HOSPITALIZACIÓN,10-14,756,6.876984126984127,9.906687788834521,3.0,1.0,8.0,16.5,103.0,5199.0,84
2022,TEA_operacional,solo_secundario,HOSPITALIZACIÓN,15-19,378,12.986772486772487,35.73142276175691,6.0,2.0,15.0,28.0,621.0,4909.0,32
2022,TEA_operacional,solo_secundario,HOSPITALIZACIÓN,20-29,180,16.56111111111111,57.27686009785408,6.5,2.75,15.25,30.0,742.0,2981.0,12
2022,TEA_operacional,solo_secundario,HOSPITALIZACIÓN,30-44,92,11.673913043478262,13.396824862181333,8.0,2.0,15.25,27.0,79.0,1074.0,5
2022,TEA_operacional,solo_secundario,HOSPITALIZACIÓN,45+,35,9.82857142857143,11.825908034495114,6.0,3.0,10.0,24.000000000000014,48.0,344.0,1
2022,TEA_operacional,solo_secundario,HOSPITALIZACIÓN,5-9,914,4.37964989059081,10.62036634289772,2.0,1.0,5.0,9.0,191.0,4003.0,154
2023,TEA_operacional,principal,HOSPITALIZACIÓN,0-4,22,1.7727272727272727,2.3488967659980324,1.0,1.0,1.75,3.8000000000000043,9.0,39.0,4
2023,TEA_operacional,principal,HOSPITALIZACIÓN,10-14,90,12.044444444444444,14.259955017587556,7.0,2.25,15.75,28.10000000000001,85.0,1084.0,1
2023,TEA_operacional,principal,HOSPITALIZACIÓN,15-19,137,11.97080291970803,25.185471303744862,4.0,1.0,15.0,27.400000000000006,255.0,1640.0,2
2023,TEA_operacional,principal,HOSPITALIZACIÓN,20-29,41,45.073170731707314,82.60036024252632,19.0,9.0,56.0,74.0,506.0,1848.0,0
2023,TEA_operacional,principal,HOSPITALIZACIÓN,30-44,19,14.421052631578947,16.422598892561584,6.0,3.5,19.5,42.4,56.0,274.0,0
2023,TEA_operacional,principal,HOSPITALIZACIÓN,45+,1,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,0
2023,TEA_operacional,principal,HOSPITALIZACIÓN,5-9,41,4.609756097560975,5.603026185823548,2.0,1.0,6.0,9.0,24.0,189.0,2
2023,TEA_operacional,principal_y_secundario,HOSPITALIZACIÓN,10-14,2,3.5,4.949747468305833,3.5,1.75,5.25,6.3,7.0,7.0,1
2023,TEA_operacional,principal_y_secundario,HOSPITALIZACIÓN,15-19,1,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,0
2023,TEA_operacional,principal_y_secundario,HOSPITALIZACIÓN,20-29,4,155.25,291.22313896163314,13.0,7.5,160.75,419.5000000000001,592.0,621.0,0
2023,TEA_operacional,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),0-4,113,0.02654867256637168,0.16147628038720263,0.0,0.0,0.0,0.0,1.0,3.0,110
2023,TEA_operacional,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),10-14,113,0.04424778761061947,0.20656115191794608,0.0,0.0,0.0,0.0,1.0,5.0,108
2023,TEA_operacional,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),15-19,44,0.06818181818181818,0.2549717059293527,0.0,0.0,0.0,0.0,1.0,3.0,41
2023,TEA_operacional,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),20-29,24,0.125,0.3378319623460881,0.0,0.0,0.0,0.6999999999999993,1.0,3.0,21
2023,TEA_operacional,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),30-44,12,0.08333333333333333,0.28867513459481287,0.0,0.0,0.0,0.0,1.0,1.0,11
2023,TEA_operacional,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),45+,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1
2023,TEA_operacional,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),5-9,323,0.0030959752321981426,0.05564148840746573,0.0,0.0,0.0,0.0,1.0,1.0,322
2023,TEA_operacional,solo_secundario,HOSPITALIZACIÓN,0-4,1295,5.484942084942085,11.957338397562822,3.0,1.0,5.0,10.0,210.0,7103.0,120
2023,TEA_operacional,solo_secundario,HOSPITALIZACIÓN,10-14,1296,7.645833333333333,12.062912225136648,4.0,1.0,8.0,19.0,112.0,9909.0,118
2023,TEA_operacional,solo_secundario,HOSPITALIZACIÓN,15-19,743,10.527590847913864,14.413006273798022,5.0,2.0,15.0,27.800000000000068,187.0,7822.0,41
2023,TEA_operacional,solo_secundario,HOSPITALIZACIÓN,20-29,349,11.355300859598854,17.075890671424485,5.0,2.0,13.0,27.19999999999999,133.0,3963.0,17
2023,TEA_operacional,solo_secundario,HOSPITALIZACIÓN,30-44,148,12.777027027027026,21.720181200289616,5.0,2.75,13.0,24.600000000000023,148.0,1891.0,8
2023,TEA_operacional,solo_secundario,HOSPITALIZACIÓN,45+,58,15.224137931034482,25.72325257287674,7.5,4.25,12.75,41.60000000000001,171.0,883.0,2
2023,TEA_operacional,solo_secundario,HOSPITALIZACIÓN,5-9,1529,4.553956834532374,8.122741271265237,3.0,1.0,5.0,9.0,113.0,6963.0,204
2024,TEA_operacional,principal,HOSPITALIZACIÓN,0-4,16,1.5,1.5055453054181618,1.0,1.0,2.0,3.0,6.0,24.0,3
2024,TEA_operacional,principal,HOSPITALIZACIÓN,10-14,148,9.864864864864865,10.701674259404617,6.5,2.0,13.25,25.0,60.0,1460.0,6
2024,TEA_operacional,principal,HOSPITALIZACIÓN,15-19,85,17.811764705882354,25.43314958944754,9.0,2.0,21.0,44.40000000000008,146.0,1514.0,11
2024,TEA_operacional,principal,HOSPITALIZACIÓN,20-29,50,14.42,16.00011479550656,8.5,4.0,19.0,30.900000000000013,71.0,721.0,0
2024,TEA_operacional,principal,HOSPITALIZACIÓN,30-44,16,41.9375,73.40614756272119,11.0,5.75,40.75,109.0,282.0,671.0,0
2024,TEA_operacional,principal,HOSPITALIZACIÓN,45+,3,89.33333333333333,148.66853511531394,4.0,3.5,132.5,209.60000000000002,261.0,268.0,0
2024,TEA_operacional,principal,HOSPITALIZACIÓN,5-9,53,3.8679245283018866,6.34288740319258,1.0,1.0,5.0,8.600000000000009,31.0,205.0,8
2024,TEA_operacional,principal_y_secundario,HOSPITALIZACIÓN,0-4,1,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,0
2024,TEA_operacional,principal_y_secundario,HOSPITALIZACIÓN,10-14,5,4.2,4.604345773288535,3.0,2.0,4.0,8.8,12.0,21.0,1
2024,TEA_operacional,principal_y_secundario,HOSPITALIZACIÓN,15-19,3,49.666666666666664,72.5074708794434,15.0,8.0,74.0,109.4,133.0,149.0,0
2024,TEA_operacional,principal_y_secundario,HOSPITALIZACIÓN,20-29,4,23.0,27.65260686927485,11.5,7.25,27.25,49.30000000000001,64.0,92.0,0
2024,TEA_operacional,principal_y_secundario,HOSPITALIZACIÓN,30-44,1,39.0,,39.0,39.0,39.0,39.0,39.0,39.0,0
2024,TEA_operacional,principal_y_secundario,HOSPITALIZACIÓN,5-9,1,15.0,,15.0,15.0,15.0,15.0,15.0,15.0,0
2024,TEA_operacional,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),0-4,150,0.02,0.14046901303903675,0.0,0.0,0.0,0.0,1.0,3.0,147
2024,TEA_operacional,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),10-14,193,0.02072538860103627,0.1428340099701226,0.0,0.0,0.0,0.0,1.0,4.0,189
2024,TEA_operacional,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),15-19,67,0.1044776119402985,0.30818768180842854,0.0,0.0,0.0,0.3999999999999986,1.0,7.0,60
2024,TEA_operacional,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),20-29,39,0.15384615384615385,0.36551776819519566,0.0,0.0,0.0,1.0,1.0,6.0,33
2024,TEA_operacional,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),30-44,29,0.2413793103448276,0.4354941703556927,0.0,0.0,0.0,1.0,1.0,7.0,22
2024,TEA_operacional,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),45+,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4
2024,TEA_operacional,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),5-9,630,0.020634920634920634,0.1422717458001214,0.0,0.0,0.0,0.0,1.0,13.0,617
2024,TEA_operacional,solo_secundario,HOSPITALIZACIÓN,0-4,1250,5.7488,22.90271001127789,3.0,1.0,5.0,9.0,538.0,7186.0,127
2024,TEA_operacional,solo_secundario,HOSPITALIZACIÓN,10-14,1948,7.465605749486653,11.142783809017018,3.5,1.0,9.0,20.0,183.0,14543.0,178
2024,TEA_operacional,solo_secundario,HOSPITALIZACIÓN,15-19,1102,10.609800362976406,14.867144439770145,6.0,2.0,14.0,26.0,154.0,11692.0,81
2024,TEA_operacional,solo_secundario,HOSPITALIZACIÓN,20-29,558,11.048387096774194,18.660901701982038,6.0,2.0,13.0,25.30000000000001,271.0,6165.0,22
2024,TEA_operacional,solo_secundario,HOSPITALIZACIÓN,30-44,213,16.314553990610328,43.44699247481626,7.0,3.0,19.0,34.80000000000001,552.0,3475.0,4
2024,TEA_operacional,solo_secundario,HOSPITALIZACIÓN,45+,85,13.117647058823529,21.866702107643615,7.0,2.0,16.0,30.20000000000006,173.0,1115.0,3
2024,TEA_operacional,solo_secundario,HOSPITALIZACIÓN,5-9,2059,4.259349198640116,7.36450353432316,3.0,1.0,5.0,9.0,172.0,8770.0,234
2019,F84_historico,principal,CIRUGÍA MAYOR AMBULATORIA (CMA),0-4,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1
2019,F84_historico,principal,HOSPITALIZACIÓN,0-4,20,1.4,2.280350850198276,0.5,0.0,1.0,5.200000000000003,7.0,28.0,10
2019,F84_historico,principal,HOSPITALIZACIÓN,10-14,70,12.742857142857142,16.82620946772504,6.0,1.0,17.75,29.1,77.0,892.0,6
2019,F84_historico,principal,HOSPITALIZACIÓN,15-19,48,27.75,41.1579727805471,16.0,2.0,29.25,64.10000000000002,196.0,1332.0,3
2019,F84_historico,principal,HOSPITALIZACIÓN,20-29,33,21.09090909090909,17.824427824553787,16.0,5.0,33.0,43.0,63.0,696.0,2
2019,F84_historico,principal,HOSPITALIZACIÓN,30-44,6,19.166666666666668,20.769368470578655,15.0,8.75,16.0,38.0,60.0,115.0,0
2019,F84_historico,principal,HOSPITALIZACIÓN,45+,1,13.0,,13.0,13.0,13.0,13.0,13.0,13.0,0
2019,F84_historico,principal,HOSPITALIZACIÓN,5-9,30,4.933333333333334,8.068385871703995,2.5,1.0,5.75,8.0,37.0,148.0,4
2019,F84_historico,principal,HOSPITALIZACIÓN DIURNA,0-4,1,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1
2019,F84_historico,principal,HOSPITALIZACIÓN DIURNA,5-9,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7
2019,F84_historico,principal,HOSPITALIZACIÓN EN URGENCIA,10-14,5,5.8,9.093954035511725,2.0,1.0,3.0,14.400000000000002,22.0,29.0,0
2019,F84_historico,principal,HOSPITALIZACIÓN EN URGENCIA,15-19,7,3.142857142857143,3.132015933791495,2.0,1.0,5.0,7.4,8.0,22.0,1
2019,F84_historico,principal,HOSPITALIZACIÓN EN URGENCIA,20-29,4,4.25,2.5,4.5,3.25,5.5,6.4,7.0,17.0,0
2019,F84_historico,principal,HOSPITALIZACIÓN EN URGENCIA,5-9,1,2.0,,2.0,2.0,2.0,2.0,2.0,2.0,0
2019,F84_historico,principal_y_secundario,HOSPITALIZACIÓN,0-4,2,2.0,1.4142135623730951,2.0,1.5,2.5,2.8,3.0,4.0,0
2019,F84_historico,principal_y_secundario,HOSPITALIZACIÓN,10-14,1,3.0,,3.0,3.0,3.0,3.0,3.0,3.0,0
2019,F84_historico,principal_y_secundario,HOSPITALIZACIÓN,15-19,2,34.0,35.35533905932738,34.0,21.5,46.5,54.0,59.0,68.0,0
2019,F84_historico,principal_y_secundario,HOSPITALIZACIÓN,20-29,1,30.0,,30.0,30.0,30.0,30.0,30.0,30.0,0
2019,F84_historico,principal_y_secundario,HOSPITALIZACIÓN,30-44,1,26.0,,26.0,26.0,26.0,26.0,26.0,26.0,0
2019,F84_historico,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),0-4,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34
2019,F84_historico,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),10-14,28,0.07142857142857142,0.262265264156481,0.0,0.0,0.0,0.0,1.0,2.0,26
2019,F84_historico,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),15-19,12,0.16666666666666666,0.3892494720807615,0.0,0.0,0.0,0.9000000000000004,1.0,2.0,10
2019,F84_historico,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),20-29,10,0.2,0.4216370213557839,0.0,0.0,0.0,1.0,1.0,2.0,8
2019,F84_historico,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),30-44,2,0.5,0.7071067811865476,0.5,0.25,0.75,0.9,1.0,1.0,1
2019,F84_historico,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),45+,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5
2019,F84_historico,solo_secundario,CIRUGÍA MAYOR AMBULATORIA (CMA),5-9,76,0.013157894736842105,0.1147078669352809,0.0,0.0,0.0,0.0,1.0,1.0,75
2019,F84_historico,solo_secundario,HOSPITALIZACIÓN,0-4,508,9.681102362204724,40.75888447775723,3.0,1.0,6.0,14.0,557.0,4918.0,72
2019,F84_historico,solo_secundario,HOSPITALIZACIÓN,10-14,400,8.8975,21.932043454160574,3.0,1.0,7.0,21.100000000000023,247.0,3559.0,52
2019,F84_historico,solo_secundario,HOSPITALIZACIÓN,15-19,147,12.782312925170068,21.320617395389498,5.0,1.0,14.0,33.400000000000006,156.0,1879.0,21
2019,F84_historico,solo_secundario,HOSPITALIZACIÓN,20-29,100,15.05,26.89124186215447,5.5,2.0,15.25,34.400000000000034,158.0,1505.0,7
2019,F84_historico,solo_secundario,HOSPITALIZACIÓN,30-44,48,11.645833333333334,24.244753398949772,5.0,1.75,11.0,28.300000000000004,160.0,559.0,5
2019,F84_historico,solo_secundario,HOSPITALIZACIÓN,45+,16,14.375,13.495060824859838,8.5,5.5,21.0,33.0,48.0,230.0,0
2019,F84_historico,solo_secundario,HOSPITALIZACIÓN,5-9,526,4.665399239543726,11.38997974546965,2.0,1.0,5.0,9.5,157.0,2454.0,98
2019,F84_historico,solo_secundario,HOSPITALIZACIÓN DIURNA,0-4,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24
2019,F84_historico,solo_secundario,HOSPITALIZACIÓN DIURNA,10-14,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34
2019,F84_historico,solo_secundario,HOSPITALIZACIÓN DIURNA,15-19,15,0.06666666666666667,0.2581988897471611,0.0,0.0,0.0,0.0,1.0,1.0,14
2019,F84_historico,solo_secundario,HOSPITALIZACIÓN DIURNA,20-29,11,1.0,3.3166247903554,0.0,0.0,0.0,0.0,11.0,11.0,10
2019,F84_historico,solo_secundario,HOSPITALIZACIÓN DIURNA,30-44,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11
2019,F84_historico,solo_secundario,HOSPITALIZACIÓN DIURNA,45+,1,1.0,,1.0,1.0,1.0,1.0,1.0,1.0,0
2019,F84_historico,solo_secundario,HOSPITALIZACIÓN DIURNA,5-9,60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60
