definition,unit,year,sex,age_group,population,count,rate,rate_lo,rate_hi
autismo_F840,persons,2024,HOMBRE,60-64,521387.0,3.0,0.5753883391799182,0.11865890842993809,1.6815288969119528
autismo_F840,persons,2024,HOMBRE,65-69,430924.0,2.0,0.46411896297258914,0.056206959590082005,1.676557274072449
autismo_F840,persons,2024,HOMBRE,70-74,326872.0,0.0,0.0,0.0,1.12853944483282
autismo_F840,persons,2024,HOMBRE,75-79,213855.0,1.0,0.4676065558439129,0.011838772993051309,2.6053369764274383
autismo_F840,persons,2024,HOMBRE,80+,234860.0,0.0,0.0,0.0,1.5706716572059676
autismo_F840,persons,2024,MUJER,0-4,580776.0,222.0,38.22472002975329,33.36149753527286,43.5975050372033
autismo_F840,persons,2024,MUJER,10-14,634559.0,594.0,93.60831695713085,86.23085063466618,101.44819494008586
autismo_F840,persons,2024,MUJER,15-19,614278.0,371.0,60.39610729995214,54.4060376157603,66.86556820226448
autismo_F840,persons,2024,MUJER,20-24,641616.0,109.0,16.988354405127055,13.949206682140066,20.493011642078002
autismo_F840,persons,2024,MUJER,25-29,746460.0,60.0,8.037939072421832,6.133794302441827,10.34642089417294
autismo_F840,persons,2024,MUJER,30-34,838059.0,36.0,4.295640283082695,3.008613643826416,5.946976822543066
autismo_F840,persons,2024,MUJER,35-39,770683.0,25.0,3.243875886713474,2.0992654369993016,4.78860072137706
autismo_F840,persons,2024,MUJER,40-44,705304.0,17.0,2.4103081791681316,1.4040933370018167,3.859136885074608
autismo_F840,persons,2024,MUJER,45-49,669888.0,6.0,0.8956721123531097,0.32869587953372065,1.949501113994979
autismo_F840,persons,2024,MUJER,5-9,599322.0,418.0,69.7454790580022,63.21874358816526,76.76308488408957
autismo_F840,persons,2024,MUJER,50-54,628569.0,4.0,0.6363660950508218,0.1733883429864223,1.6293499481208418
autismo_F840,persons,2024,MUJER,55-59,616599.0,0.0,0.0,0.0,0.5982623153968682
autismo_F840,persons,2024,MUJER,60-64,567088.0,2.0,0.3526789492988742,0.042711056933661964,1.2739976278327103
autismo_F840,persons,2024,MUJER,65-69,488891.0,0.0,0.0,0.0,0.7545402664630634
autismo_F840,persons,2024,MUJER,70-74,392267.0,0.0,0.0,0.0,0.9404001494170897
autismo_F840,persons,2024,MUJER,75-79,277579.0,1.0,0.36025780048202494,0.00912093781744652,2.007227993089858
autismo_F840,persons,2024,MUJER,80+,403939.0,4.0,0.9902485276242204,0.2698093953855223,2.5354295265878495
autismo_F840,persons,2019,TOTAL,0-4,1202176.0,278.0,23.124733816013627,20.486025638805305,26.009043079701673
autismo_F840,persons,2019,TOTAL,10-14,1236524.0,274.0,22.158890567429342,19.612567837615888,24.944026040215654
autismo_F840,persons,2019,TOTAL,15-19,1272967.0,120.0,9.426795824243676,7.815750575304678,11.272137091484089
autismo_F840,persons,2019,TOTAL,20-24,1446985.0,33.0,2.2806041527728347,1.5698629614494855,3.2028161500754533
autismo_F840,persons,2019,TOTAL,25-29,1627783.0,25.0,1.5358312502342142,0.9939090067797322,2.2671898955530536
autismo_F840,persons,2019,TOTAL,30-34,1515386.0,17.0,1.1218263861484796,0.6535052105277002,1.796152717255314
autismo_F840,persons,2019,TOTAL,35-39,1396728.0,8.0,0.5727672102227491,0.24728022755672552,1.1285797392329295
autismo_F840,persons,2019,TOTAL,40-44,1328559.0,5.0,0.37634760669266476,0.12219904348383628,0.8782697704296664
autismo_F840,persons,2019,TOTAL,45-49,1243929.0,2.0,0.16078088058080486,0.019471310544570065,0.5807958225689698
autismo_F840,persons,2019,TOTAL,5-9,1275472.0,419.0,32.85058394069019,29.78002848796109,36.1517863733086
autismo_F840,persons,2019,TOTAL,50-54,1218076.0,2.0,0.1641933672447368,0.019884578511025992,0.5931228977275605
autismo_F840,persons,2019,TOTAL,55-59,1118091.0,4.0,0.35775263373017047,0.09747555195653348,0.9159888305516898
autismo_F840,persons,2019,TOTAL,60-64,964318.0,1.0,0.10370023166631755,0.002625462553254204,0.5777807104024708
autismo_F840,persons,2019,TOTAL,65-69,777714.0,1.0,0.1285819722931566,0.00325541368475942,0.7164128961210545
autismo_F840,persons,2019,TOTAL,70-74,557691.0,0.0,0.0,0.0,0.6614557979443698
autismo_F840,persons,2019,TOTAL,75-79,398309.0,0.0,0.0,0.0,0.9261350996623062
autismo_F840,persons,2019,TOTAL,80+,526508.0,0.0,0.0,0.0,0.7006312257580009
autismo_F840,persons,2020,TOTAL,0-4,1190382.0,176.0,14.785169802634785,12.681462924601863,17.13815241526103
autismo_F840,persons,2020,TOTAL,10-14,1265269.0,245.0,19.363471325070005,17.014529155392037,21.946064803669003
autismo_F840,persons,2020,TOTAL,15-19,1260062.0,102.0,8.094839777725223,6.600374441399511,9.826583184758267
autismo_F840,persons,2020,TOTAL,20-24,1443181.0,25.0,1.73228444664945,1.1210431572913813,2.5571935673716855
autismo_F840,persons,2020,TOTAL,25-29,1649147.0,19.0,1.1521107578645202,0.6936459372249248,1.7991636628866674
autismo_F840,persons,2020,TOTAL,30-34,1596211.0,18.0,1.1276704646190259,0.6683289853534106,1.7822055021252192
autismo_F840,persons,2020,TOTAL,35-39,1435240.0,7.0,0.4877233076001226,0.19609006518212044,1.0048964188360399
autismo_F840,persons,2020,TOTAL,40-44,1347007.0,5.0,0.37119331970806385,0.12052546052978348,0.8662413839959756
autismo_F840,persons,2020,TOTAL,45-49,1271513.0,2.0,0.1572929258293073,0.019048903042592956,0.568196130729608
autismo_F840,persons,2020,TOTAL,5-9,1282387.0,287.0,22.38013953666093,19.865544744190498,25.12490239540785
autismo_F840,persons,2020,TOTAL,50-54,1224425.0,1.0,0.08167098842313739,0.002067730402784154,0.4550416228792207
autismo_F840,persons,2020,TOTAL,55-59,1145476.0,0.0,0.0,0.0,0.32203899986677464
autismo_F840,persons,2020,TOTAL,60-64,989394.0,1.0,0.10107196930646437,0.0025589207114951047,0.5631369697955413
autismo_F840,persons,2020,TOTAL,65-69,814608.0,1.0,0.12275843104904445,0.0031079743857523956,0.6839662010364369
autismo_F840,persons,2020,TOTAL,70-74,583389.0,1.0,0.17141221380588254,0.004339781515299376,0.9550477281777507
autismo_F840,persons,2020,TOTAL,75-79,413785.0,0.0,0.0,0.0,0.8914966598871238
autismo_F840,persons,2020,TOTAL,80+,546834.0,0.0,0.0,0.0,0.6745885321896472
autismo_F840,persons,2021,TOTAL,0-4,1178895.0,343.0,29.09504239139194,26.097081831604324,32.34296566939323
autismo_F840,persons,2021,TOTAL,10-14,1287620.0,398.0,30.909740451375406,27.94725449448526,34.10079274204689
autismo_F840,persons,2021,TOTAL,15-19,1242805.0,158.0,12.71317704708301,10.808133121817761,14.8573033515533
autismo_F840,persons,2021,TOTAL,20-24,1416129.0,46.0,3.248291645746962,2.3781577390881674,4.332765850468848
autismo_F840,persons,2021,TOTAL,25-29,1629871.0,43.0,2.638245603486411,1.9093114247671863,3.5536995142795735
autismo_F840,persons,2021,TOTAL,30-34,1659478.0,21.0,1.2654581741969462,0.783338554899564,1.934387243153775
autismo_F840,persons,2021,TOTAL,35-39,1461105.0,16.0,1.0950616143261436,0.6259223295821672,1.7783114558885869
autismo_F840,persons,2021,TOTAL,40-44,1362172.0,3.0,0.22023650464111727,0.04541806195514233,0.6436245253714159
autismo_F840,persons,2021,TOTAL,45-49,1296281.0,5.0,0.38571883719656463,0.1252418565201851,0.9001390963319428
autismo_F840,persons,2021,TOTAL,5-9,1279150.0,507.0,39.63569557909549,36.260236013950305,43.2408034199169
autismo_F840,persons,2021,TOTAL,50-54,1225010.0,6.0,0.4897919200659586,0.17974500236658073,1.0660708094234892
autismo_F840,persons,2021,TOTAL,55-59,1167604.0,0.0,0.0,0.0,0.31593583561840616
autismo_F840,persons,2021,TOTAL,60-64,1013544.0,1.0,0.09866369886260488,0.0024979485828232296,0.5497189456934182
autismo_F840,persons,2021,TOTAL,65-69,844335.0,2.0,0.2368728052254141,0.02868639563016634,0.8556660173656144
autismo_F840,persons,2021,TOTAL,70-74,615340.0,2.0,0.3250235642084051,0.03936186149835294,1.1740968680280757
autismo_F840,persons,2021,TOTAL,75-79,430954.0,0.0,0.0,0.0,0.8559798619142497
autismo_F840,persons,2021,TOTAL,80+,568070.0,1.0,0.176034643617864,0.00445681130569998,0.9808022586897562
autismo_F840,persons,2022,TOTAL,0-4,1177286.0,687.0,58.354554458304946,54.07195993990559,62.886152828282285
autismo_F840,persons,2022,TOTAL,10-14,1298475.0,631.0,48.59546776025722,44.877271796497055,52.53955120880454
autismo_F840,persons,2022,TOTAL,15-19,1232087.0,274.0,22.23868931333583,19.683196748963464,25.03385463473896
autismo_F840,persons,2022,TOTAL,20-24,1378746.0,70.0,5.077077286171638,3.9578308193057667,6.414581716432101
autismo_F840,persons,2022,TOTAL,25-29,1594730.0,48.0,3.00991390392104,2.2192729066038286,3.9907091596776425
autismo_F840,persons,2022,TOTAL,30-34,1696451.0,27.0,1.591557905297589,1.0488466882783396,2.3156331921854587
autismo_F840,persons,2022,TOTAL,35-39,1483789.0,19.0,1.2805055166199506,0.770947969311454,1.9996679832230586
autismo_F840,persons,2022,TOTAL,40-44,1379609.0,10.0,0.7248430533578717,0.3475904184542456,1.333012182583455
autismo_F840,persons,2022,TOTAL,45-49,1316079.0,8.0,0.6078662451114257,0.26243349956564166,1.1977388302824763
autismo_F840,persons,2022,TOTAL,5-9,1263605.0,823.0,65.13111296647291,60.75677621055352,69.73719094754614
autismo_F840,persons,2022,TOTAL,50-54,1224709.0,1.0,0.08165204958892276,0.0020672509130160613,0.45493610244873667
autismo_F840,persons,2022,TOTAL,55-59,1184443.0,2.0,0.16885574063082817,0.02044921355809988,0.6099649934799699
autismo_F840,persons,2022,TOTAL,60-64,1037933.0,2.0,0.19269066500438853,0.023335733476434892,0.6960649355713674
autismo_F840,persons,2022,TOTAL,65-69,871490.0,2.0,0.22949201941502484,0.027792548227055385,0.8290040812543988
autismo_F840,persons,2022,TOTAL,70-74,648484.0,0.0,0.0,0.0,0.5688466414150443
autismo_F840,persons,2022,TOTAL,75-79,450362.0,2.0,0.44408720096278104,0.05378102027790199,1.6041956620949283
autismo_F840,persons,2022,TOTAL,80+,590285.0,0.0,0.0,0.0,0.6249319318827237
autismo_F840,persons,2023,TOTAL,0-4,1181326.0,1057.0,89.47572473644024,84.16228342486743,95.0367111802379
autismo_F840,persons,2023,TOTAL,10-14,1298004.0,1071.0,82.5113019682528,77.64308078683199,87.60480127859937
autismo_F840,persons,2023,TOTAL,15-19,1235359.0,524.0,42.41681972608772,38.86229880700954,46.20907263116941
autismo_F840,persons,2023,TOTAL,20-24,1339853.0,156.0,11.643068306747084,9.887690912532953,13.620247149284692
autismo_F840,persons,2023,TOTAL,25-29,1556004.0,74.0,4.755771836062118,3.7343037834954775,5.970436033705353
autismo_F840,persons,2023,TOTAL,30-34,1709514.0,62.0,3.6267617580201157,2.7806174436812205,4.6493448942650515
autismo_F840,persons,2023,TOTAL,35-39,1515059.0,31.0,2.046124936388616,1.3902426228379128,2.9043110204453257
autismo_F840,persons,2023,TOTAL,40-44,1400321.0,16.0,1.1425951621092592,0.653091859198107,1.8555029595043522
autismo_F840,persons,2023,TOTAL,45-49,1329324.0,12.0,0.9027144623884019,0.46644573548075696,1.5768604981311525
autismo_F840,persons,2023,TOTAL,5-9,1243537.0,1419.0,114.10999431460424,108.2493386068399,120.20548196678124
autismo_F840,persons,2023,TOTAL,50-54,1229143.0,5.0,0.4067874933998729,0.1320827918410161,0.9493063117409993
autismo_F840,persons,2023,TOTAL,55-59,1196120.0,3.0,0.25081095542253284,0.05172324874557748,0.7329760450241048
autismo_F840,persons,2023,TOTAL,60-64,1063197.0,6.0,0.5643356781480761,0.2071012477923518,1.2283211881258775
autismo_F840,persons,2023,TOTAL,65-69,896331.0,1.0,0.11156592821178783,0.002824604748055113,0.6216055665751712
autismo_F840,persons,2023,TOTAL,70-74,682886.0,2.0,0.2928746525774434,0.03546847915229848,1.0579639453325973
autismo_F840,persons,2023,TOTAL,75-79,471119.0,0.0,0.0,0.0,0.783003753640574
autismo_F840,persons,2023,TOTAL,80+,613792.0,1.0,0.16292164120744487,0.004124818828575458,0.9077412854743786
autismo_F840,persons,2024,TOTAL,0-4,1184081.0,997.0,84.20032075508348,79.05422563655286,89.59345983268908
autismo_F840,persons,2024,TOTAL,10-14,1292273.0,1547.0,119.71154701831578,113.81978359428022,125.8292016375998
autismo_F840,persons,2024,TOTAL,15-19,1250082.0,798.0,63.83581237070848,59.483005034890425,68.4229098705374
autismo_F840,persons,2024,TOTAL,20-24,1303328.0,249.0,19.1049375138108,16.8054440559286,21.631221355801653
autismo_F840,persons,2024,TOTAL,25-29,1514291.0,128.0,8.452800683620255,7.051969125683506,10.050407644031038
autismo_F840,persons,2024,TOTAL,30-34,1699578.0,74.0,4.354021998401956,3.4188437508217318,5.466075902482654
autismo_F840,persons,2024,TOTAL,35-39,1561503.0,50.0,3.202043159699341,2.376618151707801,4.221494717867133
autismo_F840,persons,2024,TOTAL,40-44,1421165.0,30.0,2.1109441901538526,1.4242451806384842,3.0135040895890106
autismo_F840,persons,2024,TOTAL,45-49,1337371.0,16.0,1.1963770711343373,0.6838328671431879,1.94284141031628
autismo_F840,persons,2024,TOTAL,5-9,1221671.0,2097.0,171.6501414865377,164.38126303433026,179.1576798996602
autismo_F840,persons,2024,TOTAL,50-54,1241074.0,11.0,0.8863290988289175,0.442452292710736,1.5858875871464517
autismo_F840,persons,2024,TOTAL,55-59,1202298.0,4.0,0.33269622007189564,0.09064852254818064,0.8518344599594854
autismo_F840,persons,2024,TOTAL,60-64,1088475.0,5.0,0.45935827648774663,0.14915238201322223,1.0719889826888693
autismo_F840,persons,2024,TOTAL,65-69,919815.0,2.0,0.21743502769578665,0.026332390594191762,0.7854500815624839
autismo_F840,persons,2024,TOTAL,70-74,719139.0,0.0,0.0,0.0,0.5129577806396171
autismo_F840,persons,2024,TOTAL,75-79,491434.0,2.0,0.4069722485623705,0.049286227355853474,1.4701236926472243
autismo_F840,persons,2024,TOTAL,80+,638799.0,4.0,0.6261750566297067,0.1706116280123051,1.6032568421997677
TEA_operacional,records,2019,HOMBRE,0-4,612613.0,427.0,69.70142651233323,63.24623505359872,76.63675692522045
TEA_operacional,records,2019,HOMBRE,10-14,629243.0,388.0,61.66139313428993,55.67783664376114,68.11276336668347
TEA_operacional,records,2019,HOMBRE,15-19,647322.0,191.0,29.506180849716216,25.469856453942857,34.00046003500165
TEA_operacional,records,2019,HOMBRE,20-24,735379.0,83.0,11.286697063690967,8.989791209404007,13.991559154839353
TEA_operacional,records,2019,HOMBRE,25-29,827193.0,54.0,6.528101664303252,4.904110887367851,8.517756605013668
TEA_operacional,records,2019,HOMBRE,30-34,769391.0,30.0,3.8991877991814303,2.6307656343030934,5.566333034153982
TEA_operacional,records,2019,HOMBRE,35-39,705386.0,15.0,2.1264952805981405,1.190183266010853,3.507330578078647
TEA_operacional,records,2019,HOMBRE,40-44,665145.0,5.0,0.7517157912936278,0.24408007128046072,1.7542538964169725
TEA_operacional,records,2019,HOMBRE,45-49,616547.0,3.0,0.48658090948459726,0.10034468141043608,1.4219959013250123
TEA_operacional,records,2019,HOMBRE,5-9,649322.0,571.0,87.93787981925763,80.87200183220712,95.45577802568283
TEA_operacional,records,2019,HOMBRE,50-54,597164.0,4.0,0.6698327427641318,0.18250687811494412,1.7150378581769319
TEA_operacional,records,2019,HOMBRE,55-59,540699.0,3.0,0.5548373494310143,0.11442080027808472,1.6214701839179142
TEA_operacional,records,2019,HOMBRE,60-64,458457.0,2.0,0.4362459292801724,0.05283140589934606,1.5758702926826202
TEA_operacional,records,2019,HOMBRE,65-69,361643.0,1.0,0.27651579043421276,0.007000773686837537,1.5406473762630268
TEA_operacional,records,2019,HOMBRE,70-74,251433.0,1.0,0.3977202674271078,0.010069405362179935,2.215955499452696
TEA_operacional,records,2019,HOMBRE,75-79,168861.0,0.0,0.0,0.0,2.184565680716054
TEA_operacional,records,2019,HOMBRE,80+,188341.0,1.0,0.5309518373588332,0.013442536667156845,2.9582742955272074
TEA_operacional,records,2019,MUJER,0-4,589563.0,165.0,27.986830923921616,23.87936777091843,32.59800574505686
TEA_operacional,records,2019,MUJER,10-14,607281.0,137.0,22.559572915997702,18.940249148878124,26.669104531192875
TEA_operacional,records,2019,MUJER,15-19,625645.0,52.0,8.311422611864556,6.207367948351099,10.89932497516529
TEA_operacional,records,2019,MUJER,20-24,711606.0,17.0,2.3889624314578572,1.3916586523451593,3.8249602751953486
TEA_operacional,records,2019,MUJER,25-29,800590.0,9.0,1.1241709239435915,0.5140425308058224,2.134026586819616
TEA_operacional,records,2019,MUJER,30-34,745995.0,12.0,1.6085898699052943,0.8311818589564566,2.8098827804713116
TEA_operacional,records,2019,MUJER,35-39,691342.0,4.0,0.5785848393414548,0.15764489552585043,1.4814069845899271
TEA_operacional,records,2019,MUJER,40-44,663414.0,3.0,0.4522063146089772,0.09325581354864404,1.3215387480129035
TEA_operacional,records,2019,MUJER,45-49,627382.0,2.0,0.318785046431042,0.03860634805333353,1.1515611968025796
TEA_operacional,records,2019,MUJER,5-9,626150.0,135.0,21.560328994649844,18.076930709488526,25.519258721487347
TEA_operacional,records,2019,MUJER,50-54,620912.0,2.0,0.32210683639549564,0.03900863222871598,1.1635606442980584
TEA_operacional,records,2019,MUJER,55-59,577392.0,5.0,0.8659628120929975,0.2811757679563313,2.0208683319690386
TEA_operacional,records,2019,MUJER,60-64,505861.0,0.0,0.0,0.0,0.7292278815947336
TEA_operacional,records,2019,MUJER,65-69,416071.0,1.0,0.24034359520370321,0.006084972993621251,1.339108803771207
TEA_operacional,records,2019,MUJER,70-74,306258.0,0.0,0.0,0.0,1.2045006021439228
TEA_operacional,records,2019,MUJER,75-79,229448.0,0.0,0.0,0.0,1.6077191582031376
TEA_operacional,records,2019,MUJER,80+,338167.0,0.0,0.0,0.0,1.0908454858439574
TEA_operacional,records,2020,HOMBRE,0-4,606528.0,255.0,42.04257676479899,37.04025712860364,47.53211246855963
TEA_operacional,records,2020,HOMBRE,10-14,643850.0,317.0,49.2350702803448,43.96372190137006,54.96442743832076
TEA_operacional,records,2020,HOMBRE,15-19,640628.0,169.0,26.380364267562456,22.552937031911174,30.6712135685569
TEA_operacional,records,2020,HOMBRE,20-24,733010.0,47.0,6.411917982019345,4.711236158724404,8.52649163594589
TEA_operacional,records,2020,HOMBRE,25-29,837355.0,30.0,3.582709842301055,2.4172392857773484,5.1145410721626625
TEA_operacional,records,2020,HOMBRE,30-34,810229.0,27.0,3.3323912128546374,2.1960668072563156,4.848454257396629
TEA_operacional,records,2020,HOMBRE,35-39,725354.0,10.0,1.3786371895653708,0.6611101194909565,2.5353628768873926
TEA_operacional,records,2020,HOMBRE,40-44,675288.0,9.0,1.3327646870668515,0.6094248820323083,2.5300025250588143
TEA_operacional,records,2020,HOMBRE,45-49,631153.0,3.0,0.4753205641104455,0.0980225274847147,1.3890883937400793
TEA_operacional,records,2020,HOMBRE,5-9,652864.0,325.0,49.7806587589452,44.51504797200753,55.49785203044035
TEA_operacional,records,2020,HOMBRE,50-54,601037.0,1.0,0.16637910810815307,0.004212354311679626,0.9270050580810996
TEA_operacional,records,2020,HOMBRE,55-59,554862.0,2.0,0.3604499857622256,0.04365216550132555,1.3020692834838141
TEA_operacional,records,2020,HOMBRE,60-64,471032.0,1.0,0.212299801287386,0.0053749656040969354,1.1828587847405057
TEA_operacional,records,2020,HOMBRE,65-69,378921.0,1.0,0.2639072524352042,0.006681553142816016,1.4703970988514488
TEA_operacional,records,2020,HOMBRE,70-74,264075.0,1.0,0.37868029915743634,0.00958735510150142,2.109871586079295
TEA_operacional,records,2020,HOMBRE,75-79,176396.0,0.0,0.0,0.0,2.0912489252102855
TEA_operacional,records,2020,HOMBRE,80+,196519.0,1.0,0.5088566499931304,0.012883134956055076,2.835167790869533
TEA_operacional,records,2020,MUJER,0-4,583854.0,101.0,17.29884525926002,14.090193574598947,21.019665139886087
TEA_operacional,records,2020,MUJER,10-14,621419.0,102.0,16.414045917488846,13.38369283748767,19.925531824667207
TEA_operacional,records,2020,MUJER,15-19,619434.0,46.0,7.426134180558381,5.43686355753347,9.905422322731074
TEA_operacional,records,2020,MUJER,20-24,710171.0,12.0,1.689733880994859,0.8731101535717761,2.9516250379383218
TEA_operacional,records,2020,MUJER,25-29,811792.0,16.0,1.9709482231901767,1.1265672060874612,3.20069643425421
TEA_operacional,records,2020,MUJER,30-34,785982.0,5.0,0.6361468837708751,0.2065551615836521,1.4845546182129707
TEA_operacional,records,2020,MUJER,35-39,709886.0,9.0,1.267809197533125,0.5797230960151819,2.406696772639433
TEA_operacional,records,2020,MUJER,40-44,671719.0,2.0,0.29774355050251666,0.03605812527916658,1.0755520787299393
TEA_operacional,records,2020,MUJER,45-49,640360.0,1.0,0.15616215878568304,0.00395368355054811,0.8700798599130017
TEA_operacional,records,2020,MUJER,5-9,629523.0,101.0,16.043893551149043,13.068014797400403,19.4947850524652
TEA_operacional,records,2020,MUJER,50-54,623388.0,0.0,0.0,0.0,0.5917469463823389
TEA_operacional,records,2020,MUJER,55-59,590614.0,1.0,0.16931532269807353,0.004286692828867903,0.9433645986954082
TEA_operacional,records,2020,MUJER,60-64,518362.0,1.0,0.19291537574127735,0.004884194440234793,1.074855678259382
TEA_operacional,records,2020,MUJER,65-69,435687.0,0.0,0.0,0.0,0.8466810931044386
TEA_operacional,records,2020,MUJER,70-74,319314.0,1.0,0.31317136110536964,0.007928812386644455,1.7448791443340719
TEA_operacional,records,2020,MUJER,75-79,237389.0,1.0,0.4212495102974443,0.010665114215186835,2.3470520499850025
TEA_operacional,records,2020,MUJER,80+,350315.0,0.0,0.0,0.0,1.053017842260233
TEA_operacional,records,2021,HOMBRE,0-4,600632.0,362.0,60.269849092289455,54.220411117855164,66.80967276244273
TEA_operacional,records,2021,HOMBRE,10-14,655232.0,446.0,68.06749365110373,61.89612595498473,74.6876164766238
TEA_operacional,records,2021,HOMBRE,15-19,631851.0,199.0,31.49476696246425,27.270716262660304,36.18776277683069
TEA_operacional,records,2021,HOMBRE,20-24,719079.0,84.0,11.681609392013952,9.317709144584393,14.462627301018065
TEA_operacional,records,2021,HOMBRE,25-29,827115.0,59.0,7.133228148443687,5.430143768241833,9.201344596891094
TEA_operacional,records,2021,HOMBRE,30-34,842111.0,32.0,3.7999741126763573,2.599179480054834,5.364429639254263
TEA_operacional,records,2021,HOMBRE,35-39,738934.0,19.0,2.5712715885315873,1.5480734631735353,4.015359094531527
TEA_operacional,records,2021,HOMBRE,40-44,683807.0,4.0,0.584960376246514,0.15938201475362565,1.4977308912315455
TEA_operacional,records,2021,HOMBRE,45-49,644339.0,6.0,0.9311868441922653,0.34172916019220484,2.0268017336400073
TEA_operacional,records,2021,HOMBRE,5-9,651336.0,567.0,87.05184420944029,80.03304844044214,94.52128439678694
TEA_operacional,records,2021,HOMBRE,50-54,602079.0,6.0,0.996546964767082,0.36571517250906455,2.169063199765925
TEA_operacional,records,2021,HOMBRE,55-59,566471.0,4.0,0.706126174155429,0.19239561665580848,1.8079634571590943
TEA_operacional,records,2021,HOMBRE,60-64,483184.0,2.0,0.41392099076128347,0.05012775227324683,1.495224938682564
TEA_operacional,records,2021,HOMBRE,65-69,393552.0,3.0,0.7622880839126723,0.1572021290440911,2.227729263157683
TEA_operacional,records,2021,HOMBRE,70-74,278885.0,2.0,0.7171414740843,0.08684915952595693,2.590561581915112
TEA_operacional,records,2021,HOMBRE,75-79,184713.0,1.0,0.5413804117739413,0.013706565311748428,3.0163785932440588
TEA_operacional,records,2021,HOMBRE,80+,205192.0,3.0,1.462045303910484,0.30150889064661457,4.2727168065725385
TEA_operacional,records,2021,MUJER,0-4,578263.0,112.0,19.368349695553754,15.94783922411747,23.305157565352683
TEA_operacional,records,2021,MUJER,10-14,632388.0,187.0,29.570453582294416,25.483918936630605,34.12587430770673
TEA_operacional,records,2021,MUJER,15-19,610954.0,76.0,12.439561734598676,9.800959790173007,15.569966472652865
TEA_operacional,records,2021,MUJER,20-24,697050.0,18.0,2.5823111684958038,1.5304412567820855,4.081164947640483
TEA_operacional,records,2021,MUJER,25-29,802756.0,15.0,1.8685628011500381,1.0458204152673185,3.0819101783712415
TEA_operacional,records,2021,MUJER,30-34,817367.0,10.0,1.2234406331549965,0.5866873382620577,2.2499508839992046
TEA_operacional,records,2021,MUJER,35-39,722171.0,10.0,1.3847135927640406,0.664023991012161,2.546537598715232
TEA_operacional,records,2021,MUJER,40-44,678365.0,2.0,0.2948265314395642,0.03570486073779823,1.0650148029046251
TEA_operacional,records,2021,MUJER,45-49,651942.0,1.0,0.15338787806277246,0.003883444843910942,0.8546225570585877
TEA_operacional,records,2021,MUJER,5-9,627814.0,120.0,19.113941390284385,15.84735696017271,22.855588656728308
TEA_operacional,records,2021,MUJER,50-54,622931.0,2.0,0.32106284644687777,0.03888220020258503,1.1597893936445547
TEA_operacional,records,2021,MUJER,55-59,601133.0,0.0,0.0,0.0,0.6136544581837855
TEA_operacional,records,2021,MUJER,60-64,530360.0,0.0,0.0,0.0,0.6955425473478271
TEA_operacional,records,2021,MUJER,65-69,450783.0,0.0,0.0,0.0,0.8183271006479693
TEA_operacional,records,2021,MUJER,70-74,336455.0,1.0,0.2972165668514363,0.0075248719692945195,1.6559847203753542
TEA_operacional,records,2021,MUJER,75-79,246241.0,1.0,0.406106213018953,0.010281719122440972,2.262678997786274
TEA_operacional,records,2021,MUJER,80+,362878.0,0.0,0.0,0.0,1.0165618897023063
TEA_operacional,records,2022,HOMBRE,0-4,599782.0,708.0,118.04288891630625,109.50683213249927,127.06761242994777
TEA_operacional,records,2022,HOMBRE,10-14,660773.0,644.0,97.4616093575252,90.07866714980928,105.28838044576099
TEA_operacional,records,2022,HOMBRE,15-19,626479.0,327.0,52.19648224441681,46.691771379755146,58.17176846581557
TEA_operacional,records,2022,HOMBRE,20-24,700037.0,102.0,14.570658408055575,11.880630622922432,17.687785161288435
TEA_operacional,records,2022,HOMBRE,25-29,808991.0,67.0,8.281921554133483,6.418375448577367,10.517747617439051
TEA_operacional,records,2022,HOMBRE,30-34,860590.0,48.0,5.577568877165666,4.112458990167587,7.395047140000147
TEA_operacional,records,2022,HOMBRE,35-39,750870.0,30.0,3.99536537616365,2.6956562416158474,5.703632505601191
TEA_operacional,records,2022,HOMBRE,40-44,693436.0,14.0,2.0189318120201434,1.1037688087005282,3.3874245239410095
TEA_operacional,records,2022,HOMBRE,45-49,655076.0,11.0,1.6791944751448686,0.838247831890779,3.004542757375015
TEA_operacional,records,2022,HOMBRE,5-9,643572.0,916.0,142.33061724251522,133.26146647204612,151.85450050528843
TEA_operacional,records,2022,HOMBRE,50-54,602705.0,4.0,0.6636746003434516,0.18082899156740442,1.6992705677576416
TEA_operacional,records,2022,HOMBRE,55-59,575473.0,0.0,0.0,0.0,0.6410169467749026
TEA_operacional,records,2022,HOMBRE,60-64,495545.0,3.0,0.6053940610842607,0.12484680965312965,1.7692183494419929
TEA_operacional,records,2022,HOMBRE,65-69,406952.0,2.0,0.49145845210245925,0.059517898559035214,1.775316909051672
TEA_operacional,records,2022,HOMBRE,70-74,294260.0,2.0,0.679671039217019,0.08231131602799055,2.4552054875701628
TEA_operacional,records,2022,HOMBRE,75-79,194048.0,2.0,1.0306728232189974,0.12481926046337245,3.7231446176842637
TEA_operacional,records,2022,HOMBRE,80+,214389.0,0.0,0.0,0.0,1.720647726382387
TEA_operacional,records,2022,MUJER,0-4,577504.0,242.0,41.90447165733917,36.790746375174706,47.53017552295625
TEA_operacional,records,2022,MUJER,10-14,637702.0,285.0,44.69172121147495,39.65317536489014,50.193154786760424
