year,definition,unit,role,sex,count,population,crude,crude_lo,crude_hi,asr,asr_lo,asr_hi,asr_var,groups_missing
2020,TEA_operacional,records,solo_secundario,MUJER,366.0,9859209.0,3.7122653551618594,3.341643650064879,4.1127589867729,5.016801542750234,4.51275222466471,5.5631788044574,0.06966765240842507,0
2020,TEA_operacional,records,solo_secundario,TOTAL,1441.0,19458310.0,7.405576332168621,7.028104757672833,7.798054473506746,9.710600280033647,9.213071661326449,10.228679878564272,0.06612730030338243,0
2021,TEA_operacional,records,solo_secundario,HOMBRE,1649.0,9708512.0,16.985095141253368,16.17509832141056,17.82515170373197,21.802689531032595,20.75778776499894,22.88803025968337,0.29117403134250874,0
2021,TEA_operacional,records,solo_secundario,MUJER,519.0,9969851.0,5.205694648796657,4.767408332966174,5.673440246548876,7.084402887083972,6.48471023845379,7.726290948853217,0.09777719527864057,0
2021,TEA_operacional,records,solo_secundario,TOTAL,2168.0,19678363.0,11.01717658120241,10.558253188975169,11.490914663057787,14.568728699683891,13.958613116329895,15.199400667664467,0.09896346682300035,0
2022,TEA_operacional,records,solo_secundario,HOMBRE,2655.0,9782978.0,27.13897547352146,26.1163830031002,28.191346937015556,35.64140205765604,34.29258689147834,37.03094535194483,0.48267911664646557,0
2022,TEA_operacional,records,solo_secundario,MUJER,901.0,10045585.0,8.969114292497649,8.39295300771745,9.57441073261422,12.421707659642534,11.618790964092875,13.266961326775537,0.17342759392249524,0
2022,TEA_operacional,records,solo_secundario,TOTAL,3556.0,19828563.0,17.933725202375985,17.34907890768463,18.533050829107015,24.241387515984503,23.447237148112805,25.05623817696717,0.16689127015921587,0
2023,TEA_operacional,records,solo_secundario,HOMBRE,4230.0,9848466.0,42.95085143209105,41.66615146746493,44.26509245253273,57.18450068877788,55.467581021485756,58.94218078139697,0.778977055221692,0
2023,TEA_operacional,records,solo_secundario,MUJER,1816.0,10112423.0,17.958109545061554,17.141570957871796,18.80349606759767,24.872556120779024,23.73502544951444,26.052013649048572,0.3446970032569617,0
