year,definition,unit,role,sex,count,population,crude,crude_lo,crude_hi,asr,asr_lo,asr_hi,asr_var,groups_missing
2023,TEA_operacional,records,solo_secundario,TOTAL,6046.0,19960889.0,30.289232107848502,29.530500055966133,31.062527069771342,41.32310285197528,40.2833140477309,42.38355703525847,0.2850011004192373,0
2024,TEA_operacional,records,solo_secundario,HOMBRE,5578.0,9910500.0,56.28373946824075,54.81628126270706,57.78053426064572,75.50442566772475,73.5288837843005,77.52068037684917,1.0293156743694873,0
2024,TEA_operacional,records,solo_secundario,MUJER,2745.0,10175877.0,26.975561909799026,25.975771048835416,28.003978899944798,37.181572303986414,35.79434399164961,38.610374393072114,0.5104238194260848,0
2024,TEA_operacional,records,solo_secundario,TOTAL,8323.0,20086377.0,41.43604394162272,40.55057106467769,42.33597951203409,56.7020613907558,55.48472090533437,57.93999598712468,0.3899168536708392,0
2019,autismo_F840,records,cualquiera,HOMBRE,1095.0,9424139.0,11.619098572293979,10.941005233095316,12.328216412273779,14.684825505383909,13.825147671834445,15.584985150049429,0.1981820800029132,0
2019,autismo_F840,records,cualquiera,MUJER,304.0,9683077.0,3.1394979096004296,2.7964627884294644,3.5129989032493203,4.216592978349615,3.754068223149769,4.721534738832574,0.05895781483774769,0
2019,autismo_F840,records,cualquiera,TOTAL,1399.0,19107216.0,7.321841130596943,6.943150481481878,7.715816088929877,9.545066325977722,9.04974103713311,10.060978417159996,0.06556522559010311,0
2020,autismo_F840,records,cualquiera,HOMBRE,833.0,9599101.0,8.67789598213416,8.098519414789424,9.28777634513389,11.09250674639047,10.349519525711003,11.876029510329678,0.14868737689714198,0
2020,autismo_F840,records,cualquiera,MUJER,251.0,9859209.0,2.5458431807257558,2.2406062944550613,2.881057923161754,3.4304437405076245,3.0170980993136385,3.886149232399619,0.047368114220485986,0
2020,autismo_F840,records,cualquiera,TOTAL,1084.0,19458310.0,5.570884624615395,5.244145835675128,5.91265010718908,7.3300019378154335,6.898498940344632,7.782093440498447,0.04993837524308126,0
2021,autismo_F840,records,cualquiera,HOMBRE,1422.0,9708512.0,14.646940746429525,13.895461722375643,15.428498477413864,18.85324116094334,17.88144398953646,19.865561167464644,0.25232806631774946,0
2021,autismo_F840,records,cualquiera,MUJER,425.0,9969851.0,4.2628520727140256,3.867155460578143,4.688052671221218,5.874148614477454,5.326907279727179,6.463885842779271,0.08179439852131612,0
2021,autismo_F840,records,cualquiera,TOTAL,1847.0,19678363.0,9.38594333278637,8.962728548412883,9.823981671115186,12.47623343791714,11.911072637884036,13.062012531819532,0.0850663908063331,0
2022,autismo_F840,records,cualquiera,HOMBRE,2302.0,9782978.0,23.530667246721805,22.579150002441132,24.51197777518832,31.046907480988047,29.787019133811384,32.347622497480906,0.42172149247322094,0
2022,autismo_F840,records,cualquiera,MUJER,759.0,10045585.0,7.555557988907565,7.027528854723355,8.112751078770934,10.550366313537273,9.80978707706991,11.333449136770334,0.14797529975191653,0
2022,autismo_F840,records,cualquiera,TOTAL,3061.0,19828563.0,15.437326446702164,14.8952431594277,15.994095484106223,20.9851361825271,20.24544212440342,21.745585372744387,0.14497148710011473,0
2023,autismo_F840,records,cualquiera,HOMBRE,3780.0,9848466.0,38.38161191803881,37.16769703036594,39.62507667240551,51.244513909774625,49.61852081435813,52.91132500730482,0.6992591686534503,0
2023,autismo_F840,records,cualquiera,MUJER,1543.0,10112423.0,15.258459817197124,14.506533843228727,16.03925288821475,21.28783479051212,20.233970877607256,22.383781826263178,0.2964320209390186,0
2023,autismo_F840,records,cualquiera,TOTAL,5323.0,19960889.0,26.66714894311571,25.95552079521594,27.393344136899092,36.54067202599433,35.56195256247566,37.54009935306022,0.2527136027549631,0
2024,autismo_F840,records,cualquiera,HOMBRE,4911.0,9910500.0,49.55350385954291,48.1771676813452,50.95918529520401,66.65457930151902,64.79785465160796,68.55206784974798,0.9100025286760726,0
2024,autismo_F840,records,cualquiera,MUJER,2316.0,10175877.0,22.759709064879615,21.84212474156957,23.70593572516337,31.65122062567208,30.368782264538254,32.97540421528667,0.4369389365771289,0
2024,autismo_F840,records,cualquiera,TOTAL,7227.0,20086377.0,35.979609463667835,35.15481747042442,36.81886804976993,49.47971396043825,48.341295254098796,50.63877150982063,0.34126234460345956,0
2019,autismo_F840,records,principal,HOMBRE,127.0,9424139.0,1.3476032134076121,1.1234360810141304,1.603392151273481,1.6859005930969826,1.4046586378461536,2.00825461119043,0.022514217149428545,0
2019,autismo_F840,records,principal,MUJER,23.0,9683077.0,0.23752780237108514,0.1505722513313142,0.3564083286215015,0.32460392337567995,0.20563504363918833,0.48858617993440384,0.004593127332774985,0
2019,autismo_F840,records,principal,TOTAL,150.0,19107216.0,0.7850437237952405,0.6644409175111898,0.9212078101648847,1.0170857062807144,0.8604056662607502,1.1946866950976454,0.006936084247579399,0
2020,autismo_F840,records,principal,HOMBRE,92.0,9599101.0,0.9584230856618761,0.7726242776929048,1.1754208336976149,1.202284293684045,0.9685815208374287,1.4771415253461875,0.015801746047083575,0
2020,autismo_F840,records,principal,MUJER,22.0,9859209.0,0.22314163337038498,0.1398416736294931,0.3378391145488977,0.2970754984453837,0.18591187321420438,0.4526259855557558,0.00403333291971121,0
2020,autismo_F840,records,principal,TOTAL,114.0,19458310.0,0.5858679402270803,0.4832688047520848,0.7038063613234417,0.7575647775964564,0.6245378696465709,0.9114518515472205,0.005062994540734306,0
2021,autismo_F840,records,principal,HOMBRE,112.0,9708512.0,1.1536268379747587,0.9498927696907457,1.388112856966499,1.4194509197803868,1.1669698046043182,1.712625558886963,0.018262827377654976,0
2021,autismo_F840,records,principal,MUJER,27.0,9969851.0,0.27081648461947927,0.17846976982669827,0.39402376670586287,0.3828089114737658,0.25211276483760753,0.5588120709803345,0.005442521024136758,0
2021,autismo_F840,records,principal,TOTAL,139.0,19678363.0,0.7063595686287523,0.593817644788694,0.8340264853583486,0.9098084278930743,0.7639097703270442,1.0764988598292415,0.006036299562723881,0
2022,autismo_F840,records,principal,HOMBRE,155.0,9782978.0,1.5843846321641528,1.3447761219516057,1.8543730496026407,2.0233920877167653,1.7160863065078147,2.371720038982423,0.026649382034322246,0
2022,autismo_F840,records,principal,MUJER,47.0,10045585.0,0.46786722724460544,0.34377124047097063,0.6221642277741611,0.6370262452306751,0.4676704911812217,0.8499821408771859,0.008677735386778,0
2022,autismo_F840,records,principal,TOTAL,202.0,19828563.0,1.0187324215072973,0.8830825525390363,1.1693230000659158,1.3422021160871702,1.162776905298946,1.542424305741627,0.008991353190485791,0
2023,autismo_F840,records,principal,HOMBRE,183.0,9848466.0,1.858157402381244,1.5986812218762414,2.1477493423325624,2.4030634658865146,2.066366738962642,2.7807126736376864,0.031776949693574974,0
2023,autismo_F840,records,principal,MUJER,70.0,10112423.0,0.6922178789395974,0.5396177959322458,0.8745756465294118,0.9709987018912652,0.7564674211464738,1.2291697769674341,0.01353288530773325,0
2023,autismo_F840,records,principal,TOTAL,253.0,19960889.0,1.2674786178110604,1.1160953319038482,1.4336675532863676,1.6992777569297046,1.495683967683623,1.9236877142661255,0.011487468067303105,0
2024,autismo_F840,records,principal,HOMBRE,182.0,9910500.0,1.8364361031229504,1.5793163905071488,2.12348502679339,2.3852249022223853,2.050114510748465,2.7612080718801866,0.03148504801569071,0
2024,autismo_F840,records,principal,MUJER,97.0,10175877.0,0.9532347924409856,0.7730092018037592,1.162865607872558,1.3268745231255654,1.0755882621232449,1.6210958904741122,0.01821437315650305,0
2024,autismo_F840,records,principal,TOTAL,279.0,20086377.0,1.3890011125450847,1.2307811575516432,1.5619198548261526,1.8652308522206187,1.652143861798429,2.0990270400657427,0.012545035924019858,0
2019,autismo_F840,records,solo_secundario,HOMBRE,968.0,9424139.0,10.271495358886366,9.634544229573027,10.939490785551849,12.998924912286926,12.190323914256949,13.848070885208507,0.17566786285348465,0
2019,autismo_F840,records,solo_secundario,MUJER,281.0,9683077.0,2.9019701072293445,2.572551865802377,3.2618770920666993,3.8919890549739335,3.448369769335038,4.378036302602669,0.05436468750497271,0
2019,autismo_F840,records,solo_secundario,TOTAL,1249.0,19107216.0,6.5367974068017025,6.179259688005954,6.9096273712830705,8.527980619697008,8.059950397825013,9.016620711363581,0.058629141342523707,0
2020,autismo_F840,records,solo_secundario,HOMBRE,741.0,9599101.0,7.7194728964722845,7.173594476210659,8.29587620407766,9.890222452706425,9.188557243537561,10.632514500203447,0.13288563085005844,0
2020,autismo_F840,records,solo_secundario,MUJER,229.0,9859209.0,2.322701547355371,2.0315886563388643,2.6438211523509616,3.1333682420622413,2.738615301292595,3.570569283627461,0.043334781300774776,0
2020,autismo_F840,records,solo_secundario,TOTAL,970.0,19458310.0,4.985016684388316,4.6762019493795135,5.308866772167485,6.5724371602189775,6.163746450094606,7.001757947935509,0.044875380702346944,0
2021,autismo_F840,records,solo_secundario,HOMBRE,1310.0,9708512.0,13.493313908454766,12.77243173292993,14.244285910731593,17.433790241162953,16.49833378197399,18.40986554364896,0.23406523894009448,0
2021,autismo_F840,records,solo_secundario,MUJER,398.0,9969851.0,3.9920355880945464,3.609426443001918,4.404164390271672,5.491339703003688,4.963052637001686,6.062112085811499,0.07635187749717932,0
2021,autismo_F840,records,solo_secundario,TOTAL,1708.0,19678363.0,8.679583764157618,8.27279162862067,9.101204044794066,11.566425010024068,11.021934134601336,12.131568620524789,0.07903009124360925,0
2022,autismo_F840,records,solo_secundario,HOMBRE,2147.0,9782978.0,21.946282614557653,21.027691848395563,22.894674024707744,29.02351539327128,27.804527725993015,30.283395111834107,0.3950721104388987,0
2022,autismo_F840,records,solo_secundario,MUJER,712.0,10045585.0,7.08769076166296,6.576572074765454,7.6279847791774635,9.913340068306596,9.195229301429668,10.67402178998119,0.13929756436513854,0
2022,autismo_F840,records,solo_secundario,TOTAL,2859.0,19828563.0,14.418594025194867,13.894863789733403,14.957013096315535,19.642934066439928,18.92676679479673,20.379888290868085,0.13598013390962893,0
2023,autismo_F840,records,solo_secundario,HOMBRE,3597.0,9848466.0,36.52345451565756,35.33952568158223,37.73693726323701,48.841450443888114,47.25315113285991,50.47061304279338,0.6674822189598751,0
2023,autismo_F840,records,solo_secundario,MUJER,1473.0,10112423.0,14.566241938257527,13.831786822299298,15.32956990187628,20.316836088620853,19.287615817840166,21.388148305043913,0.28289913563128527,0
2023,autismo_F840,records,solo_secundario,TOTAL,5070.0,19960889.0,25.39967032530465,24.705274455778707,26.10863489269214,34.84139426906463,33.885336673032334,35.818176691286055,0.24122613468765997,0
2024,autismo_F840,records,solo_secundario,HOMBRE,4729.0,9910500.0,47.71706775641996,46.36665531281618,49.096828136061255,64.26935439929665,62.44527559957662,66.13423282936301,0.8785174806603819,0
2024,autismo_F840,records,solo_secundario,MUJER,2219.0,10175877.0,21.80647427243863,20.908509348012576,22.733085834693064,30.32434610254651,29.069203088922514,31.62124817855901,0.41872456342062586,0
2024,autismo_F840,records,solo_secundario,TOTAL,6948.0,20086377.0,34.590608351122754,33.781986003916096,35.4136984282651,47.61448310821763,46.497312940667285,48.75230660039925,0.32871730867943966,0
2019,F84_historico,persons,cualquiera,HOMBRE,1485.0,9424139.0,15.757407652837038,14.966067342506221,16.57972842612797,19.802407712629893,18.80384035018496,20.841300227987553,0.2662671507095986,0
2019,F84_historico,persons,cualquiera,MUJER,496.0,9683077.0,5.122338694611227,4.681407193562279,5.59361199156154,6.863039142015578,6.269079716983773,7.499234425049904,0.09601394296683209,0
2019,F84_historico,persons,cualquiera,TOTAL,1981.0,19107216.0,10.367810778922475,9.916233057960664,10.834651075171841,13.446706688041623,12.85835556170281,14.055577293588598,0.09211749516250596,0
2020,F84_historico,persons,cualquiera,HOMBRE,993.0,9599101.0,10.344718739806988,9.711225522777987,11.008686294462022,13.095085994879298,12.289161802172885,13.941347538814929,0.17444638522536104,0
2020,F84_historico,persons,cualquiera,MUJER,345.0,9859209.0,3.49926652330831,3.1397193509066517,3.8887009504302736,4.733389487069877,4.243986445886181,5.265165306884138,0.06578229833292197,0
2020,F84_historico,persons,cualquiera,TOTAL,1338.0,19458310.0,6.876239508980996,6.512687394402832,7.2548031631944765,8.986662916884606,8.508927981271476,9.484922417978526,0.06103117868454008,0
2021,F84_historico,persons,cualquiera,HOMBRE,1482.0,9708512.0,15.264955123916003,14.49758030556756,16.0624032163614,19.51570463388004,18.52928446864487,20.542510493168418,0.2598443823390497,0
2021,F84_historico,persons,cualquiera,MUJER,496.0,9969851.0,4.9749991248615455,4.546750630838661,5.432716659698699,6.768573971389322,6.1825110990786225,7.396866187675655,0.09348001164636381,0
2021,F84_historico,persons,cualquiera,TOTAL,1978.0,19678363.0,10.051649113292605,9.613513842816547,10.504604060637899,13.249631815410627,12.668715552718519,13.851085354423574,0.08980820642961945,0
2022,F84_historico,persons,cualquiera,HOMBRE,2405.0,9782978.0,24.58351638938573,23.61072906790598,25.586092502149867,32.2173877071651,30.93666139946958,33.538816779766925,0.43560236414805603,0
2022,F84_historico,persons,cualquiera,MUJER,858.0,10045585.0,8.541065552678116,7.97905138642017,9.132222838756581,11.807168396587665,11.025323493729115,12.63132209933064,0.16458053866216782,0
2022,F84_historico,persons,cualquiera,TOTAL,3263.0,19828563.0,16.45605886820946,15.896218785817297,17.030581905855477,22.195727016826652,21.436743207604845,22.975395294047136,0.15254931992381338,0
2023,F84_historico,persons,cualquiera,HOMBRE,3624.0,9848466.0,36.7976088865007,35.609208680799576,38.01556238944637,48.89880639970077,47.31311585855223,50.525244247265896,0.6652604061798941,0
2023,F84_historico,persons,cualquiera,MUJER,1641.0,10112423.0,16.22756484771256,15.451832550923358,17.032156815958345,22.470791438215667,21.39015621873325,23.593377482710977,0.31145620793157797,0
2023,F84_historico,persons,cualquiera,TOTAL,5265.0,19960889.0,26.37658072243175,25.66886623358342,27.098862625348723,35.92575207242881,34.95719941034076,36.9149637453315,0.2475125247772527,0
2024,F84_historico,persons,cualquiera,HOMBRE,4868.0,9910500.0,49.11962060440946,47.749365321335155,50.519221764240505,65.83603597682453,63.99249752062397,67.72029278011382,0.8971893330799388,0
2024,F84_historico,persons,cualquiera,MUJER,2341.0,10175877.0,23.005388135096364,22.082814211112975,23.956603331053106,31.59925431868749,30.32300622950762,32.91703841115557,0.43270229422217016,0
2024,F84_historico,persons,cualquiera,TOTAL,7209.0,20086377.0,35.88999648866493,35.06623817483161,36.72822146672131,49.03799739444264,47.906853323882714,50.18973104572558,0.33692486125772014,0
2019,TEA_operacional,persons,cualquiera,HOMBRE,1478.0,9424139.0,15.683130310365753,14.89368125075571,16.50356046637176,19.711237736891377,18.714950540533405,20.747853610365095,0.26506864748412534,0
2019,TEA_operacional,persons,cualquiera,MUJER,457.0,9683077.0,4.719574160155909,4.29673129646293,5.172777551736407,6.3404456599293715,5.769396337459082,6.953822711006411,0.08891779168189852,0
2019,TEA_operacional,persons,cualquiera,TOTAL,1935.0,19107216.0,10.127064036958602,9.68081842192145,10.588573580046546,13.14342275763648,12.561645774180413,13.745728972700297,0.09009397284411383,0
2020,TEA_operacional,persons,cualquiera,HOMBRE,985.0,9599101.0,10.261377601923346,9.630481659056448,10.92274918314654,12.991087737412778,12.188380343207664,13.834137041927423,0.1730787570807798,0
2020,TEA_operacional,persons,cualquiera,MUJER,324.0,9859209.0,3.2862676914547606,2.938137717998766,3.664301705667172,4.442915361601627,3.9692308833428127,4.958995571007929,0.061733089339806264,0
2020,TEA_operacional,persons,cualquiera,TOTAL,1309.0,19458310.0,6.72720292769516,6.367665795734641,7.101753103943523,8.791101586792019,8.318673598247397,9.284056059598349,0.059700697821402776,0
2021,TEA_operacional,persons,cualquiera,HOMBRE,1475.0,9708512.0,15.19285344654258,14.42731634392574,15.988464440005652,19.42842335012972,18.44416176044904,20.453075595828995,0.2587239159498081,0
2021,TEA_operacional,persons,cualquiera,MUJER,467.0,9969851.0,4.684122159899882,4.268868020965752,5.128858652432755,6.376303172689811,5.807763236366403,6.987104806707155,0.08809540510939574,0
2021,TEA_operacional,persons,cualquiera,TOTAL,1942.0,19678363.0,9.868707066741273,9.434621537356792,10.317613299348189,13.012684371203383,12.436985216203643,13.608925106911745,0.0882203670603407,0
2022,TEA_operacional,persons,cualquiera,HOMBRE,2398.0,9782978.0,24.511963535029928,23.540607147159022,25.513109010349808,32.12210290629196,30.843306254772052,33.44160218868465,0.43430357972328537,0
2022,TEA_operacional,persons,cualquiera,MUJER,826.0,10045585.0,8.222517653277535,7.671263192682148,8.802921558681156,11.372977889180936,10.60569575473849,12.182593075837566,0.15861058927112168,0
2022,TEA_operacional,persons,cualquiera,TOTAL,3224.0,19828563.0,16.25937290564122,15.702917350803364,16.830511934843937,21.933931404863213,21.1794196820823,22.70913037791475,0.15077259517492697,0
2023,TEA_operacional,persons,cualquiera,HOMBRE,3613.0,9848466.0,36.68591636504609,35.49933581167237,37.90205046590046,48.75168513933352,47.1683627096877,50.37575652819913,0.6632914740356144,0
2023,TEA_operacional,persons,cualquiera,MUJER,1602.0,10112423.0,15.841900600874785,15.075554721829828,16.637109024948412,21.940638857487762,20.872888039139948,23.050350188560426,0.3041637358658908,0
2023,TEA_operacional,persons,cualquiera,TOTAL,5215.0,19960889.0,26.126090877014544,25.421767569426446,26.84498192098307,35.590400825696214,34.6263303557708,36.57513298674429,0.2452428742449793,0
2024,TEA_operacional,persons,cualquiera,HOMBRE,4856.0,9910500.0,48.99853690530246,47.6299834050205,50.39643645663155,65.66717532175767,63.82609904636194,67.54896798681575,0.8948100418495256,0
2024,TEA_operacional,persons,cualquiera,MUJER,2295.0,10175877.0,22.553338645897547,21.63996643889022,23.495354097866567,30.984238819465595,29.720453772313974,32.28956928495904,0.4243793968619347,0
2024,TEA_operacional,persons,cualquiera,TOTAL,7151.0,20086377.0,35.601243569211114,34.780824808834154,36.43612922559103,48.64986443033315,47.523162026840176,49.79715840195966,0.33429966823086493,0
2019,autismo_F840,persons,cualquiera,HOMBRE,928.0,9424139.0,9.84705340190759,9.223613522962568,10.501544637341066,12.437260021192303,11.647287691858331,13.267743671468887,0.16778211925039846,0
2019,autismo_F840,persons,cualquiera,MUJER,261.0,9683077.0,2.695424192124053,2.3783074371491297,3.04305197147147,3.6195964882353415,3.1919805601300104,4.089710631324604,0.050629148203516765,0
2019,autismo_F840,persons,cualquiera,TOTAL,1189.0,19107216.0,6.2227799172836065,5.874057425652769,6.586798240965343,8.10769566131577,7.6517553726855345,8.584237241748378,0.05567846865737709,0
2020,autismo_F840,persons,cualquiera,HOMBRE,683.0,9599101.0,7.115249646815884,6.591569416679764,7.669470190774893,9.076793305257517,8.406370157574628,9.787774823741323,0.12150253108805428,0
2020,autismo_F840,persons,cualquiera,MUJER,207.0,9859209.0,2.099559913984986,1.8232678989661402,2.405891949823738,2.826315446241825,2.452350700454664,3.242746432528429,0.039028910013207664,0
2020,autismo_F840,persons,cualquiera,TOTAL,890.0,19458310.0,4.573881287737732,4.278282609665881,4.884522361343637,6.007562691210394,5.617733209557548,6.417992932312691,0.04088687248131238,0
2021,autismo_F840,persons,cualquiera,HOMBRE,1191.0,9708512.0,12.267585393106586,11.580683215619237,12.984590886102456,15.80118626408528,14.9122717309937,16.73068161533186,0.21163916061204044,0
2021,autismo_F840,persons,cualquiera,MUJER,361.0,9969851.0,3.620916701764149,3.2569864284036965,4.014390882692776,4.98955571447383,4.48604699355101,5.535649981814685,0.0695349350933842,0
2021,autismo_F840,persons,cualquiera,TOTAL,1552.0,19678363.0,7.886834895768515,7.499291720489811,8.289212084702658,10.489053340030834,9.97119134757038,11.027560910916387,0.07157380409510974,0
2022,autismo_F840,persons,cualquiera,HOMBRE,1944.0,9782978.0,19.87124983823944,18.997636583676435,20.77467467381682,26.240080283237106,25.082285354380346,27.43875670502486,0.3567915528085278,0
2022,autismo_F840,persons,cualquiera,MUJER,662.0,10045585.0,6.589959668849549,6.097455859856171,7.111652210327793,9.194741616847315,8.504370473289717,9.927651144605246,0.1289239515412285,0
2022,autismo_F840,persons,cualquiera,TOTAL,2606.0,19828563.0,13.142656883406024,12.64285415620895,13.657152805036612,17.872635769680436,17.190279010435393,18.575768547961335,0.1235523284024515,0
2023,autismo_F840,persons,cualquiera,HOMBRE,3136.0,9848466.0,31.842522480150716,30.737702893419574,32.976907698976966,42.50827471037297,41.02831338786682,44.029085895092685,0.5802074656270487,0
2023,autismo_F840,persons,cualquiera,MUJER,1304.0,10112423.0,12.8950302019605,12.204549986010148,13.61439900533614,17.990679257312685,17.022737597906108,19.000751683709144,0.2506228955220444,0
2023,autismo_F840,persons,cualquiera,TOTAL,4440.0,19960889.0,22.24349827304786,21.59398211693593,22.907587836956218,30.474568312358564,29.581223590568133,31.388634805573606,0.2108174591759188,0
2024,autismo_F840,persons,cualquiera,HOMBRE,4145.0,9910500.0,41.82432773321225,40.56065833454605,43.11735482190576,56.3034039456699,54.59703593527351,58.05058407802083,0.769542019866964,0
2024,autismo_F840,persons,cualquiera,MUJER,1869.0,10175877.0,18.366967289404148,17.543628551796587,19.218970868950123,25.47823282102605,24.32988968198473,26.668319260838597,0.3511611570223857,0
2024,autismo_F840,persons,cualquiera,TOTAL,6014.0,20086377.0,29.940690648194046,29.18870926083699,30.707144131100463,41.17873016309709,40.140458490928864,42.23765734835414,0.2841774011199648,0
