year,cut_region,sex,age_group,population
2018,5,HOMBRE,80+,22962.0
2018,5,MUJER,0-4,56674.0
2018,5,MUJER,10-14,59022.0
2018,5,MUJER,15-19,64540.0
2018,5,MUJER,20-24,72355.0
2018,5,MUJER,25-29,75144.0
2018,5,MUJER,30-34,67165.0
2018,5,MUJER,35-39,65208.0
2018,5,MUJER,40-44,62808.0
2018,5,MUJER,45-49,60321.0
2018,5,MUJER,5-9,60706.0
2018,5,MUJER,50-54,63902.0
2018,5,MUJER,55-59,61984.0
2018,5,MUJER,60-64,54892.0
2018,5,MUJER,65-69,45342.0
2018,5,MUJER,70-74,36111.0
2018,5,MUJER,75-79,27836.0
2018,5,MUJER,80+,42300.0
2018,6,HOMBRE,0-4,31279.0
2018,6,HOMBRE,10-14,33820.0
2018,6,HOMBRE,15-19,33417.0
2018,6,HOMBRE,20-24,31194.0
2018,6,HOMBRE,25-29,36993.0
2018,6,HOMBRE,30-34,34502.0
2018,6,HOMBRE,35-39,35487.0
2018,6,HOMBRE,40-44,35435.0
2018,6,HOMBRE,45-49,33287.0
2018,6,HOMBRE,5-9,34452.0
2018,6,HOMBRE,50-54,33351.0
2018,6,HOMBRE,55-59,30256.0
2018,6,HOMBRE,60-64,25394.0
2018,6,HOMBRE,65-69,19797.0
2018,6,HOMBRE,70-74,14178.0
2018,6,HOMBRE,75-79,9691.0
2018,6,HOMBRE,80+,10922.0
2018,6,MUJER,0-4,30012.0
2018,6,MUJER,10-14,32363.0
2018,6,MUJER,15-19,31873.0
2018,6,MUJER,20-24,29613.0
2018,6,MUJER,25-29,35547.0
2018,6,MUJER,30-34,34031.0
2018,6,MUJER,35-39,34265.0
2018,6,MUJER,40-44,34946.0
2018,6,MUJER,45-49,32895.0
2018,6,MUJER,5-9,33062.0
2018,6,MUJER,50-54,33202.0
2018,6,MUJER,55-59,30269.0
2018,6,MUJER,60-64,26271.0
2018,6,MUJER,65-69,21238.0
2018,6,MUJER,70-74,15654.0
2018,6,MUJER,75-79,11489.0
2018,6,MUJER,80+,16301.0
2018,7,HOMBRE,0-4,36185.0
2018,7,HOMBRE,10-14,37988.0
2018,7,HOMBRE,15-19,39142.0
2018,7,HOMBRE,20-24,37957.0
2018,7,HOMBRE,25-29,41193.0
2018,7,HOMBRE,30-34,37398.0
2018,7,HOMBRE,35-39,37964.0
2018,7,HOMBRE,40-44,38630.0
2018,7,HOMBRE,45-49,35960.0
2018,7,HOMBRE,5-9,38276.0
2018,7,HOMBRE,50-54,37389.0
2018,7,HOMBRE,55-59,33768.0
2018,7,HOMBRE,60-64,29055.0
2018,7,HOMBRE,65-69,23173.0
2018,7,HOMBRE,70-74,16452.0
2018,7,HOMBRE,75-79,11167.0
2018,7,HOMBRE,80+,12174.0
2018,7,MUJER,0-4,34908.0
2018,7,MUJER,10-14,36337.0
2018,7,MUJER,15-19,37874.0
2018,7,MUJER,20-24,38523.0
2018,7,MUJER,25-29,42229.0
2018,7,MUJER,30-34,38729.0
2018,7,MUJER,35-39,38856.0
2018,7,MUJER,40-44,39676.0
2018,7,MUJER,45-49,37313.0
2018,7,MUJER,5-9,36881.0
2018,7,MUJER,50-54,38558.0
2018,7,MUJER,55-59,34707.0
2018,7,MUJER,60-64,30589.0
2018,7,MUJER,65-69,25208.0
2018,7,MUJER,70-74,18631.0
2018,7,MUJER,75-79,13949.0
2018,7,MUJER,80+,18892.0
2018,8,HOMBRE,0-4,51987.0
2018,8,HOMBRE,10-14,55250.0
2018,8,HOMBRE,15-19,59823.0
2018,8,HOMBRE,20-24,64045.0
2018,8,HOMBRE,25-29,66404.0
2018,8,HOMBRE,30-34,55072.0
2018,8,HOMBRE,35-39,55263.0
2018,8,HOMBRE,40-44,54501.0
2018,8,HOMBRE,45-49,55599.0
2018,8,HOMBRE,5-9,56669.0
2018,8,HOMBRE,50-54,54861.0
2018,8,HOMBRE,55-59,47729.0
2018,8,HOMBRE,60-64,40238.0
2018,8,HOMBRE,65-69,30886.0
2018,8,HOMBRE,70-74,22359.0
2018,8,HOMBRE,75-79,15118.0
2018,8,HOMBRE,80+,16544.0
2018,8,MUJER,0-4,50014.0
2018,8,MUJER,10-14,53159.0
2018,8,MUJER,15-19,58714.0
2018,8,MUJER,20-24,63416.0
2018,8,MUJER,25-29,66522.0
2018,8,MUJER,30-34,56910.0
2018,8,MUJER,35-39,58023.0
2018,8,MUJER,40-44,57304.0
2018,8,MUJER,45-49,58155.0
2018,8,MUJER,5-9,54599.0
2018,8,MUJER,50-54,57677.0
2018,8,MUJER,55-59,51222.0
2018,8,MUJER,60-64,45184.0
2018,8,MUJER,65-69,35829.0
2018,8,MUJER,70-74,27298.0
2018,8,MUJER,75-79,20594.0
2018,8,MUJER,80+,28492.0
2018,9,HOMBRE,0-4,32975.0
2018,9,HOMBRE,10-14,35533.0
2018,9,HOMBRE,15-19,36564.0
2018,9,HOMBRE,20-24,36457.0
2018,9,HOMBRE,25-29,37426.0
2018,9,HOMBRE,30-34,33231.0
2018,9,HOMBRE,35-39,33634.0
2018,9,HOMBRE,40-44,33572.0
2018,9,HOMBRE,45-49,32479.0
2018,9,HOMBRE,5-9,35700.0
2018,9,HOMBRE,50-54,32440.0
2018,9,HOMBRE,55-59,28676.0
2018,9,HOMBRE,60-64,24875.0
2018,9,HOMBRE,65-69,19326.0
2018,9,HOMBRE,70-74,14518.0
2018,9,HOMBRE,75-79,10369.0
2018,9,HOMBRE,80+,12058.0
2018,9,MUJER,0-4,31776.0
2018,9,MUJER,10-14,34291.0
2018,9,MUJER,15-19,35591.0
2018,9,MUJER,20-24,37389.0
2018,9,MUJER,25-29,38798.0
2018,9,MUJER,30-34,35197.0
2018,9,MUJER,35-39,35283.0
2018,9,MUJER,40-44,34975.0
2018,9,MUJER,45-49,33186.0
2018,9,MUJER,5-9,34410.0
2018,9,MUJER,50-54,33179.0
2018,9,MUJER,55-59,29389.0
2018,9,MUJER,60-64,26249.0
2018,9,MUJER,65-69,21487.0
2018,9,MUJER,70-74,17023.0
2018,9,MUJER,75-79,13486.0
2018,9,MUJER,80+,19878.0
2018,10,HOMBRE,0-4,27997.0
2018,10,HOMBRE,10-14,31193.0
2018,10,HOMBRE,15-19,31155.0
2018,10,HOMBRE,20-24,30074.0
2018,10,HOMBRE,25-29,34178.0
2018,10,HOMBRE,30-34,32169.0
2018,10,HOMBRE,35-39,32224.0
2018,10,HOMBRE,40-44,33210.0
2018,10,HOMBRE,45-49,32018.0
2018,10,HOMBRE,5-9,31440.0
2018,10,HOMBRE,50-54,30929.0
2018,10,HOMBRE,55-59,25314.0
2018,10,HOMBRE,60-64,20945.0
2018,10,HOMBRE,65-69,15997.0
2018,10,HOMBRE,70-74,11192.0
2018,10,HOMBRE,75-79,8068.0
2018,10,HOMBRE,80+,8693.0
2018,10,MUJER,0-4,26915.0
2018,10,MUJER,10-14,30247.0
2018,10,MUJER,15-19,30541.0
2018,10,MUJER,20-24,29688.0
2018,10,MUJER,25-29,33982.0
2018,10,MUJER,30-34,32080.0
2018,10,MUJER,35-39,32017.0
2018,10,MUJER,40-44,32768.0
2018,10,MUJER,45-49,30551.0
2018,10,MUJER,5-9,30226.0
2018,10,MUJER,50-54,29449.0
2018,10,MUJER,55-59,24987.0
2018,10,MUJER,60-64,21602.0
2018,10,MUJER,65-69,17357.0
2018,10,MUJER,70-74,13034.0
2018,10,MUJER,75-79,10490.0
2018,10,MUJER,80+,14618.0
2018,11,HOMBRE,0-4,3705.0
2018,11,HOMBRE,10-14,4234.0
2018,11,HOMBRE,15-19,3848.0
2018,11,HOMBRE,20-24,3070.0
2018,11,HOMBRE,25-29,4226.0
2018,11,HOMBRE,30-34,4233.0
2018,11,HOMBRE,35-39,4157.0
2018,11,HOMBRE,40-44,4117.0
2018,11,HOMBRE,45-49,3782.0
2018,11,HOMBRE,5-9,4292.0
2018,11,HOMBRE,50-54,3528.0
2018,11,HOMBRE,55-59,3109.0
2018,11,HOMBRE,60-64,2529.0
2018,11,HOMBRE,65-69,1849.0
2018,11,HOMBRE,70-74,1263.0
2018,11,HOMBRE,75-79,888.0
2018,11,HOMBRE,80+,934.0
2018,11,MUJER,0-4,3578.0
2018,11,MUJER,10-14,3965.0
2018,11,MUJER,15-19,3391.0
2018,11,MUJER,20-24,2814.0
2018,11,MUJER,25-29,4347.0
2018,11,MUJER,30-34,4340.0
2018,11,MUJER,35-39,4134.0
2018,11,MUJER,40-44,3970.0
2018,11,MUJER,45-49,3530.0
2018,11,MUJER,5-9,4147.0
2018,11,MUJER,50-54,3200.0
2018,11,MUJER,55-59,2899.0
2018,11,MUJER,60-64,2532.0
2018,11,MUJER,65-69,1859.0
2018,11,MUJER,70-74,1203.0
2018,11,MUJER,75-79,949.0
2018,11,MUJER,80+,1401.0
2018,12,HOMBRE,0-4,5188.0
2018,12,HOMBRE,10-14,5685.0
2018,12,HOMBRE,15-19,6302.0
2018,12,HOMBRE,20-24,6468.0
2018,12,HOMBRE,25-29,7387.0
2018,12,HOMBRE,30-34,7120.0
2018,12,HOMBRE,35-39,6887.0
2018,12,HOMBRE,40-44,6362.0
2018,12,HOMBRE,45-49,5571.0
2018,12,HOMBRE,5-9,5715.0
2018,12,HOMBRE,50-54,5586.0
2018,12,HOMBRE,55-59,5554.0
2018,12,HOMBRE,60-64,4944.0
2018,12,HOMBRE,65-69,3658.0
2018,12,HOMBRE,70-74,2441.0
2018,12,HOMBRE,75-79,1595.0
2018,12,HOMBRE,80+,1783.0
2018,12,MUJER,0-4,5018.0
2018,12,MUJER,10-14,5417.0
2018,12,MUJER,15-19,5401.0
2018,12,MUJER,20-24,5659.0
2018,12,MUJER,25-29,6916.0
2018,12,MUJER,30-34,6892.0
2018,12,MUJER,35-39,6550.0
2018,12,MUJER,40-44,6033.0
2018,12,MUJER,45-49,5360.0
2018,12,MUJER,5-9,5525.0
2018,12,MUJER,50-54,5618.0
2018,12,MUJER,55-59,5452.0
2018,12,MUJER,60-64,4652.0
2018,12,MUJER,65-69,3485.0
2018,12,MUJER,70-74,2543.0
2018,12,MUJER,75-79,1967.0
2018,12,MUJER,80+,2833.0
2018,13,HOMBRE,0-4,255527.0
2018,13,HOMBRE,10-14,237301.0
2018,13,HOMBRE,15-19,258075.0
2018,13,HOMBRE,20-24,321917.0
2018,13,HOMBRE,25-29,367706.0
2018,13,HOMBRE,30-34,334137.0
2018,13,HOMBRE,35-39,297893.0
2018,13,HOMBRE,40-44,275744.0
2018,13,HOMBRE,45-49,242599.0
2018,13,HOMBRE,5-9,254257.0
2018,13,HOMBRE,50-54,231236.0
2018,13,HOMBRE,55-59,204786.0
2018,13,HOMBRE,60-64,171618.0
2018,13,HOMBRE,65-69,130971.0
2018,13,HOMBRE,70-74,88400.0
2018,13,HOMBRE,75-79,57448.0
2018,13,HOMBRE,80+,63565.0
2018,13,MUJER,0-4,246308.0
2018,13,MUJER,10-14,230935.0
2018,13,MUJER,15-19,251479.0
2018,13,MUJER,20-24,307483.0
2018,13,MUJER,25-29,345928.0
2018,13,MUJER,30-34,310889.0
2018,13,MUJER,35-39,283002.0
2018,13,MUJER,40-44,270124.0
2018,13,MUJER,45-49,248972.0
2018,13,MUJER,5-9,246254.0
2018,13,MUJER,50-54,247484.0
2018,13,MUJER,55-59,228643.0
2018,13,MUJER,60-64,200080.0
2018,13,MUJER,65-69,159292.0
2018,13,MUJER,70-74,116114.0
2018,13,MUJER,75-79,85679.0
2018,13,MUJER,80+,131045.0
2018,14,HOMBRE,0-4,12083.0
2018,14,HOMBRE,10-14,13625.0
2018,14,HOMBRE,15-19,14740.0
2018,14,HOMBRE,20-24,15369.0
2018,14,HOMBRE,25-29,15527.0
2018,14,HOMBRE,30-34,13201.0
2018,14,HOMBRE,35-39,12649.0
2018,14,HOMBRE,40-44,13017.0
2018,14,HOMBRE,45-49,13433.0
2018,14,HOMBRE,5-9,13843.0
2018,14,HOMBRE,50-54,14331.0
2018,14,HOMBRE,55-59,12566.0
2018,14,HOMBRE,60-64,10120.0
2018,14,HOMBRE,65-69,7969.0
2018,14,HOMBRE,70-74,5714.0
2018,14,HOMBRE,75-79,4061.0
2018,14,HOMBRE,80+,4628.0
2018,14,MUJER,0-4,11688.0
2018,14,MUJER,10-14,13145.0
2018,14,MUJER,15-19,14276.0
2018,14,MUJER,20-24,15293.0
2018,14,MUJER,25-29,15922.0
2018,14,MUJER,30-34,14011.0
2018,14,MUJER,35-39,13300.0
2018,14,MUJER,40-44,13097.0
2018,14,MUJER,45-49,13497.0
2018,14,MUJER,5-9,13398.0
2018,14,MUJER,50-54,14159.0
2018,14,MUJER,55-59,12494.0
2018,14,MUJER,60-64,10672.0
2018,14,MUJER,65-69,8968.0
2018,14,MUJER,70-74,6848.0
2018,14,MUJER,75-79,5378.0
2018,14,MUJER,80+,7913.0
2018,15,HOMBRE,0-4,8534.0
2018,15,HOMBRE,10-14,8589.0
2018,15,HOMBRE,15-19,9524.0
2018,15,HOMBRE,20-24,10243.0
2018,15,HOMBRE,25-29,10591.0
2018,15,HOMBRE,30-34,9788.0
2018,15,HOMBRE,35-39,8720.0
2018,15,HOMBRE,40-44,8081.0
2018,15,HOMBRE,45-49,7768.0
2018,15,HOMBRE,5-9,9400.0
2018,15,HOMBRE,50-54,6823.0
2018,15,HOMBRE,55-59,6113.0
2018,15,HOMBRE,60-64,5412.0
2018,15,HOMBRE,65-69,4343.0
2018,15,HOMBRE,70-74,3077.0
2018,15,HOMBRE,75-79,1972.0
2018,15,HOMBRE,80+,2199.0
2018,15,MUJER,0-4,8204.0
2018,15,MUJER,10-14,8169.0
2018,15,MUJER,15-19,8408.0
2018,15,MUJER,20-24,9059.0
2018,15,MUJER,25-29,9515.0
2018,15,MUJER,30-34,9049.0
2018,15,MUJER,35-39,8496.0
2018,15,MUJER,40-44,7959.0
2018,15,MUJER,45-49,7772.0
2018,15,MUJER,5-9,9002.0
2018,15,MUJER,50-54,7280.0
2018,15,MUJER,55-59,6848.0
2018,15,MUJER,60-64,5929.0
2018,15,MUJER,65-69,4926.0
2018,15,MUJER,70-74,3810.0
2018,15,MUJER,75-79,2711.0
2018,15,MUJER,80+,3587.0
2018,16,HOMBRE,0-4,14975.0
2018,16,HOMBRE,10-14,17856.0
2018,16,HOMBRE,15-19,17613.0
2018,16,HOMBRE,20-24,16591.0
2018,16,HOMBRE,25-29,17578.0
2018,16,HOMBRE,30-34,15919.0
2018,16,HOMBRE,35-39,15335.0
2018,16,HOMBRE,40-44,15655.0
2018,16,HOMBRE,45-49,17370.0
2018,16,HOMBRE,5-9,17086.0
2018,16,HOMBRE,50-54,17715.0
2018,16,HOMBRE,55-59,15894.0
2018,16,HOMBRE,60-64,13631.0
2018,16,HOMBRE,65-69,11029.0
2018,16,HOMBRE,70-74,8308.0
2018,16,HOMBRE,75-79,5837.0
2018,16,HOMBRE,80+,6541.0
2018,16,MUJER,0-4,14359.0
2018,16,MUJER,10-14,16434.0
2018,16,MUJER,15-19,16956.0
2018,16,MUJER,20-24,17591.0
2018,16,MUJER,25-29,18743.0
2018,16,MUJER,30-34,17431.0
2018,16,MUJER,35-39,16652.0
2018,16,MUJER,40-44,17390.0
2018,16,MUJER,45-49,19162.0
2018,16,MUJER,5-9,16073.0
2018,16,MUJER,50-54,18325.0
2018,16,MUJER,55-59,16669.0
2018,16,MUJER,60-64,14547.0
2018,16,MUJER,65-69,11930.0
2018,16,MUJER,70-74,9272.0
2018,16,MUJER,75-79,7415.0
2018,16,MUJER,80+,10366.0
2019,1,HOMBRE,0-4,14504.0
2019,1,HOMBRE,10-14,13578.0
2019,1,HOMBRE,15-19,13205.0
2019,1,HOMBRE,20-24,15439.0
2019,1,HOMBRE,25-29,17741.0
2019,1,HOMBRE,30-34,16549.0
2019,1,HOMBRE,35-39,14972.0
2019,1,HOMBRE,40-44,13270.0
2019,1,HOMBRE,45-49,11559.0
2019,1,HOMBRE,5-9,15226.0
2019,1,HOMBRE,50-54,9952.0
2019,1,HOMBRE,55-59,9119.0
2019,1,HOMBRE,60-64,7630.0
2019,1,HOMBRE,65-69,5644.0
2019,1,HOMBRE,70-74,3467.0
2019,1,HOMBRE,75-79,2099.0
2019,1,HOMBRE,80+,2316.0
2019,1,MUJER,0-4,13920.0
2019,1,MUJER,10-14,13184.0
2019,1,MUJER,15-19,12481.0
2019,1,MUJER,20-24,14696.0
2019,1,MUJER,25-29,17127.0
2019,1,MUJER,30-34,15755.0
2019,1,MUJER,35-39,14347.0
2019,1,MUJER,40-44,12462.0
2019,1,MUJER,45-49,11183.0
2019,1,MUJER,5-9,14694.0
2019,1,MUJER,50-54,9822.0
2019,1,MUJER,55-59,9065.0
2019,1,MUJER,60-64,7725.0
2019,1,MUJER,65-69,5967.0
2019,1,MUJER,70-74,3966.0
2019,1,MUJER,75-79,2642.0
2019,1,MUJER,80+,3600.0
2019,2,HOMBRE,0-4,24148.0
2019,2,HOMBRE,10-14,23898.0
2019,2,HOMBRE,15-19,23979.0
2019,2,HOMBRE,20-24,28704.0
2019,2,HOMBRE,25-29,32559.0
2019,2,HOMBRE,30-34,29940.0
2019,2,HOMBRE,35-39,27066.0
2019,2,HOMBRE,40-44,25379.0
2019,2,HOMBRE,45-49,22602.0
2019,2,HOMBRE,5-9,25216.0
2019,2,HOMBRE,50-54,18983.0
2019,2,HOMBRE,55-59,17300.0
2019,2,HOMBRE,60-64,14050.0
2019,2,HOMBRE,65-69,10286.0
2019,2,HOMBRE,70-74,5714.0
2019,2,HOMBRE,75-79,3340.0
2019,2,HOMBRE,80+,3503.0
2019,2,MUJER,0-4,23129.0
2019,2,MUJER,10-14,22841.0
2019,2,MUJER,15-19,22763.0
2019,2,MUJER,20-24,28040.0
2019,2,MUJER,25-29,31636.0
2019,2,MUJER,30-34,28678.0
2019,2,MUJER,35-39,25796.0
2019,2,MUJER,40-44,24388.0
2019,2,MUJER,45-49,21598.0
2019,2,MUJER,5-9,24050.0
2019,2,MUJER,50-54,18192.0
2019,2,MUJER,55-59,17165.0
2019,2,MUJER,60-64,14158.0
2019,2,MUJER,65-69,10889.0
2019,2,MUJER,70-74,6942.0
2019,2,MUJER,75-79,4782.0
2019,2,MUJER,80+,6849.0
2019,3,HOMBRE,0-4,11174.0
2019,3,HOMBRE,10-14,11844.0
2019,3,HOMBRE,15-19,10888.0
2019,3,HOMBRE,20-24,11081.0
2019,3,HOMBRE,25-29,13073.0
2019,3,HOMBRE,30-34,12750.0
2019,3,HOMBRE,35-39,11435.0
2019,3,HOMBRE,40-44,10755.0
2019,3,HOMBRE,45-49,10058.0
2019,3,HOMBRE,5-9,12911.0
2019,3,HOMBRE,50-54,9832.0
2019,3,HOMBRE,55-59,9078.0
2019,3,HOMBRE,60-64,7635.0
2019,3,HOMBRE,65-69,5737.0
2019,3,HOMBRE,70-74,3727.0
2019,3,HOMBRE,75-79,2516.0
2019,3,HOMBRE,80+,2789.0
2019,3,MUJER,0-4,10755.0
2019,3,MUJER,10-14,11369.0
2019,3,MUJER,15-19,10076.0
2019,3,MUJER,20-24,10431.0
2019,3,MUJER,25-29,12581.0
2019,3,MUJER,30-34,12169.0
2019,3,MUJER,35-39,10764.0
2019,3,MUJER,40-44,9847.0
2019,3,MUJER,45-49,9430.0
2019,3,MUJER,5-9,12465.0
2019,3,MUJER,50-54,9613.0
2019,3,MUJER,55-59,9148.0
2019,3,MUJER,60-64,7751.0
2019,3,MUJER,65-69,6022.0
2019,3,MUJER,70-74,4187.0
2019,3,MUJER,75-79,3054.0
2019,3,MUJER,80+,4362.0
2019,4,HOMBRE,0-4,26957.0
2019,4,HOMBRE,10-14,28474.0
2019,4,HOMBRE,15-19,28744.0
2019,4,HOMBRE,20-24,30163.0
2019,4,HOMBRE,25-29,32669.0
2019,4,HOMBRE,30-34,30070.0
2019,4,HOMBRE,35-39,27962.0
2019,4,HOMBRE,40-44,27107.0
2019,4,HOMBRE,45-49,26141.0
2019,4,HOMBRE,5-9,30894.0
2019,4,HOMBRE,50-54,25608.0
2019,4,HOMBRE,55-59,22661.0
2019,4,HOMBRE,60-64,19928.0
2019,4,HOMBRE,65-69,15765.0
2019,4,HOMBRE,70-74,11428.0
2019,4,HOMBRE,75-79,8238.0
2019,4,HOMBRE,80+,9854.0
2019,4,MUJER,0-4,25963.0
2019,4,MUJER,10-14,27654.0
2019,4,MUJER,15-19,27984.0
2019,4,MUJER,20-24,29608.0
2019,4,MUJER,25-29,32305.0
2019,4,MUJER,30-34,30744.0
2019,4,MUJER,35-39,28905.0
2019,4,MUJER,40-44,28447.0
2019,4,MUJER,45-49,27521.0
2019,4,MUJER,5-9,29899.0
2019,4,MUJER,50-54,27189.0
2019,4,MUJER,55-59,24316.0
2019,4,MUJER,60-64,21512.0
2019,4,MUJER,65-69,17696.0
2019,4,MUJER,70-74,13573.0
2019,4,MUJER,75-79,10522.0
2019,4,MUJER,80+,15225.0
2019,5,HOMBRE,0-4,58147.0
2019,5,HOMBRE,10-14,62068.0
2019,5,HOMBRE,15-19,66498.0
2019,5,HOMBRE,20-24,76305.0
2019,5,HOMBRE,25-29,79141.0
2019,5,HOMBRE,30-34,70801.0
2019,5,HOMBRE,35-39,67405.0
2019,5,HOMBRE,40-44,61707.0
2019,5,HOMBRE,45-49,58200.0
2019,5,HOMBRE,5-9,63369.0
2019,5,HOMBRE,50-54,59166.0
2019,5,HOMBRE,55-59,56797.0
2019,5,HOMBRE,60-64,50272.0
2019,5,HOMBRE,65-69,40941.0
2019,5,HOMBRE,70-74,30508.0
2019,5,HOMBRE,75-79,21237.0
2019,5,HOMBRE,80+,24016.0
2019,5,MUJER,0-4,55687.0
2019,5,MUJER,10-14,59840.0
2019,5,MUJER,15-19,63880.0
2019,5,MUJER,20-24,71875.0
2019,5,MUJER,25-29,75869.0
2019,5,MUJER,30-34,68975.0
2019,5,MUJER,35-39,66742.0
2019,5,MUJER,40-44,63545.0
2019,5,MUJER,45-49,60709.0
2019,5,MUJER,5-9,60903.0
2019,5,MUJER,50-54,63604.0
2019,5,MUJER,55-59,63023.0
2019,5,MUJER,60-64,56667.0
2019,5,MUJER,65-69,47439.0
2019,5,MUJER,70-74,37315.0
2019,5,MUJER,75-79,29005.0
2019,5,MUJER,80+,43799.0
2019,6,HOMBRE,0-4,30883.0
2019,6,HOMBRE,10-14,34272.0
2019,6,HOMBRE,15-19,32801.0
2019,6,HOMBRE,20-24,30994.0
2019,6,HOMBRE,25-29,36953.0
2019,6,HOMBRE,30-34,35874.0
2019,6,HOMBRE,35-39,35744.0
2019,6,HOMBRE,40-44,35845.0
2019,6,HOMBRE,45-49,33494.0
2019,6,HOMBRE,5-9,34242.0
2019,6,HOMBRE,50-54,33769.0
2019,6,HOMBRE,55-59,31018.0
2019,6,HOMBRE,60-64,26334.0
2019,6,HOMBRE,65-69,20838.0
2019,6,HOMBRE,70-74,14974.0
2019,6,HOMBRE,75-79,10158.0
2019,6,HOMBRE,80+,11469.0
2019,6,MUJER,0-4,29638.0
2019,6,MUJER,10-14,32788.0
2019,6,MUJER,15-19,31297.0
2019,6,MUJER,20-24,29359.0
2019,6,MUJER,25-29,35448.0
2019,6,MUJER,30-34,35533.0
2019,6,MUJER,35-39,34573.0
2019,6,MUJER,40-44,35141.0
2019,6,MUJER,45-49,33152.0
2019,6,MUJER,5-9,32858.0
2019,6,MUJER,50-54,33472.0
2019,6,MUJER,55-59,31057.0
2019,6,MUJER,60-64,27102.0
2019,6,MUJER,65-69,22349.0
2019,6,MUJER,70-74,16469.0
2019,6,MUJER,75-79,11950.0
2019,6,MUJER,80+,17020.0
2019,7,HOMBRE,0-4,35818.0
2019,7,HOMBRE,10-14,38427.0
2019,7,HOMBRE,15-19,38547.0
2019,7,HOMBRE,20-24,37743.0
2019,7,HOMBRE,25-29,41333.0
2019,7,HOMBRE,30-34,38673.0
2019,7,HOMBRE,35-39,38030.0
2019,7,HOMBRE,40-44,38769.0
2019,7,HOMBRE,45-49,36227.0
2019,7,HOMBRE,5-9,38266.0
2019,7,HOMBRE,50-54,37505.0
2019,7,HOMBRE,55-59,34733.0
2019,7,HOMBRE,60-64,29803.0
2019,7,HOMBRE,65-69,24459.0
2019,7,HOMBRE,70-74,17297.0
2019,7,HOMBRE,75-79,11686.0
2019,7,HOMBRE,80+,12780.0
2019,7,MUJER,0-4,34543.0
2019,7,MUJER,10-14,36780.0
2019,7,MUJER,15-19,37239.0
2019,7,MUJER,20-24,38122.0
2019,7,MUJER,25-29,42222.0
2019,7,MUJER,30-34,40185.0
2019,7,MUJER,35-39,39067.0
2019,7,MUJER,40-44,39894.0
2019,7,MUJER,45-49,37525.0
2019,7,MUJER,5-9,36851.0
2019,7,MUJER,50-54,38846.0
2019,7,MUJER,55-59,35743.0
2019,7,MUJER,60-64,31323.0
2019,7,MUJER,65-69,26708.0
2019,7,MUJER,70-74,19541.0
2019,7,MUJER,75-79,14461.0
2019,7,MUJER,80+,19801.0
2019,8,HOMBRE,0-4,50702.0
2019,8,HOMBRE,10-14,55662.0
2019,8,HOMBRE,15-19,58499.0
2019,8,HOMBRE,20-24,63045.0
2019,8,HOMBRE,25-29,66199.0
2019,8,HOMBRE,30-34,56974.0
2019,8,HOMBRE,35-39,55011.0
2019,8,HOMBRE,40-44,54281.0
2019,8,HOMBRE,45-49,55435.0
2019,8,HOMBRE,5-9,56324.0
2019,8,HOMBRE,50-54,55329.0
2019,8,HOMBRE,55-59,49095.0
2019,8,HOMBRE,60-64,41258.0
2019,8,HOMBRE,65-69,32471.0
2019,8,HOMBRE,70-74,23282.0
2019,8,HOMBRE,75-79,15761.0
2019,8,HOMBRE,80+,17260.0
2019,8,MUJER,0-4,48789.0
2019,8,MUJER,10-14,53528.0
2019,8,MUJER,15-19,57223.0
2019,8,MUJER,20-24,62481.0
2019,8,MUJER,25-29,66377.0
2019,8,MUJER,30-34,58580.0
2019,8,MUJER,35-39,58119.0
2019,8,MUJER,40-44,57147.0
2019,8,MUJER,45-49,58034.0
2019,8,MUJER,5-9,54210.0
2019,8,MUJER,50-54,58173.0
2019,8,MUJER,55-59,52469.0
2019,8,MUJER,60-64,46080.0
2019,8,MUJER,65-69,37863.0
2019,8,MUJER,70-74,28146.0
2019,8,MUJER,75-79,21298.0
2019,8,MUJER,80+,29639.0
2019,9,HOMBRE,0-4,32433.0
2019,9,HOMBRE,10-14,35843.0
2019,9,HOMBRE,15-19,35651.0
2019,9,HOMBRE,20-24,36048.0
2019,9,HOMBRE,25-29,37337.0
2019,9,HOMBRE,30-34,33955.0
2019,9,HOMBRE,35-39,33712.0
2019,9,HOMBRE,40-44,33509.0
2019,9,HOMBRE,45-49,32590.0
2019,9,HOMBRE,5-9,35359.0
2019,9,HOMBRE,50-54,32762.0
2019,9,HOMBRE,55-59,29392.0
2019,9,HOMBRE,60-64,25638.0
2019,9,HOMBRE,65-69,20339.0
2019,9,HOMBRE,70-74,14963.0
2019,9,HOMBRE,75-79,10752.0
2019,9,HOMBRE,80+,12551.0
2019,9,MUJER,0-4,31268.0
2019,9,MUJER,10-14,34556.0
2019,9,MUJER,15-19,34770.0
2019,9,MUJER,20-24,36846.0
2019,9,MUJER,25-29,38879.0
2019,9,MUJER,30-34,35935.0
2019,9,MUJER,35-39,35539.0
2019,9,MUJER,40-44,35026.0
2019,9,MUJER,45-49,33324.0
2019,9,MUJER,5-9,34085.0
2019,9,MUJER,50-54,33524.0
2019,9,MUJER,55-59,30120.0
2019,9,MUJER,60-64,26900.0
2019,9,MUJER,65-69,22519.0
2019,9,MUJER,70-74,17417.0
2019,9,MUJER,75-79,13808.0
2019,9,MUJER,80+,20615.0
2019,10,HOMBRE,0-4,27550.0
2019,10,HOMBRE,10-14,31722.0
2019,10,HOMBRE,15-19,30672.0
2019,10,HOMBRE,20-24,29671.0
