era,definition,code,patients
2021-2024,autismo_F840,Q665,6
2021-2024,autismo_F840,F321,6
2021-2024,autismo_F840,K029,6
2021-2024,autismo_F840,N433,6
2021-2024,autismo_F840,G710,6
2021-2024,autismo_F840,S5250,6
2021-2024,autismo_F840,Q539,6
2021-2024,autismo_F840,G404,6
2021-2024,autismo_F840,T509,5
2021-2024,autismo_F840,P073,5
2021-2024,autismo_F840,J101,5
2021-2024,autismo_F840,F500,5
2021-2024,autismo_F840,Q668,5
2021-2024,autismo_F840,J100,5
2021-2024,autismo_F840,N44,5
2021-2024,autismo_F840,J208,5
2021-2024,autismo_F840,Z038,5
2021-2024,autismo_F840,S0690,5
2021-2024,autismo_F840,T435,5
2021-2024,autismo_F840,H905,5
2021-2024,autismo_F840,H669,5
2021-2024,autismo_F840,G403,5
2021-2024,autismo_F840,H501,5
2021-2024,autismo_F840,F900,5
2021-2024,autismo_F840,F913,5
2021-2024,autismo_F840,F419,5
2021-2024,autismo_F840,F209,5
2021-2024,autismo_F840,S8280,5
2021-2024,autismo_F840,K352,5
2021-2024,autismo_F840,S519,5
2021-2024,autismo_F840,K565,5
2021-2024,autismo_F840,S517,5
2021-2024,autismo_F840,F191,5
2021-2024,autismo_F840,F410,4
2021-2024,autismo_F840,K800,4
2021-2024,autismo_F840,F848,4
2021-2024,autismo_F840,F918,4
2021-2024,autismo_F840,L600,4
2021-2024,autismo_F840,L059,4
2021-2024,autismo_F840,K566,4
2021-2024,autismo_F840,K562,4
2021-2024,autismo_F840,G402,4
2021-2024,autismo_F840,H500,4
2021-2024,autismo_F840,J350,4
2021-2024,autismo_F840,J158,4
2021-2024,autismo_F840,J120,4
2021-2024,autismo_F840,G419,4
2021-2024,autismo_F840,J029,4
2021-2024,autismo_F840,C719,4
2021-2024,autismo_F840,T433,4
2021-2024,autismo_F840,E46,4
2021-2024,autismo_F840,T426,4
2021-2024,autismo_F840,F200,4
2021-2024,autismo_F840,E872,4
2021-2024,autismo_F840,F208,4
2021-2024,autismo_F840,A084,4
2021-2024,autismo_F840,S8230,4
2021-2024,autismo_F840,F239,4
2021-2024,autismo_F840,Z548,4
2021-2024,autismo_F840,J450,3
2021-2024,autismo_F840,R104,3
2021-2024,autismo_F840,T393,3
2021-2024,autismo_F840,R13,3
2021-2024,autismo_F840,N179,3
2021-2024,autismo_F840,M2157,3
2021-2024,autismo_F840,R11,3
2021-2024,autismo_F840,T182,3
2021-2024,autismo_F840,F711,3
2021-2024,autismo_F840,F83,3
2021-2024,autismo_F840,D480,3
2021-2024,autismo_F840,E43,3
2021-2024,autismo_F840,N048,3
2021-2024,autismo_F840,T242,3
2021-2024,autismo_F840,M9115,3
2021-2024,autismo_F840,D162,3
2021-2024,autismo_F840,K028,3
2021-2024,autismo_F840,E109,3
2021-2024,autismo_F840,G418,3
2021-2024,autismo_F840,G410,3
2021-2024,autismo_F840,K469,3
2021-2024,autismo_F840,S5280,3
2021-2024,autismo_F840,K519,3
2021-2024,autismo_F840,K402,3
2021-2024,autismo_F840,S518,3
2021-2024,autismo_F840,S411,3
2021-2024,autismo_F840,D761,3
2021-2024,autismo_F840,S0680,3
2021-2024,autismo_F840,S5290,3
2021-2024,autismo_F840,R620,3
2021-2024,autismo_F840,G934,3
2021-2024,autismo_F840,G048,3
2021-2024,autismo_F840,L032,3
2021-2024,autismo_F840,F982,3
2021-2024,autismo_F840,S5270,3
2021-2024,autismo_F840,J189,3
2021-2024,autismo_F840,Z450,3
2021-2024,autismo_F840,T842,3
2021-2024,autismo_F840,Z291,3
2021-2024,autismo_F840,F09,3
2021-2024,autismo_F840,I471,3
2021-2024,autismo_F840,F328,3
2021-2024,autismo_F840,Q740,3
2021-2024,autismo_F840,Q273,3
2021-2024,autismo_F840,J111,3
2021-2024,autismo_F840,B349,3
2021-2024,autismo_F840,F449,3
2021-2024,autismo_F840,P598,3
2021-2024,autismo_F840,F314,3
2021-2024,autismo_F840,T71,3
2021-2024,autismo_F840,F388,3
2021-2024,autismo_F840,F312,3
2021-2024,autismo_F840,C629,3
2021-2024,autismo_F840,N500,3
2021-2024,autismo_F840,F28,3
2021-2024,autismo_F840,P221,3
2021-2024,autismo_F840,K36,2
2021-2024,autismo_F840,Z137,2
2021-2024,autismo_F840,S7220,2
2021-2024,autismo_F840,T421,2
2021-2024,autismo_F840,K388,2
2021-2024,autismo_F840,Z431,2
2021-2024,autismo_F840,S7240,2
2021-2024,autismo_F840,Z540,2
2021-2024,autismo_F840,K429,2
2021-2024,autismo_F840,J040,2
2021-2024,autismo_F840,Z134,2
2021-2024,autismo_F840,K130,2
2021-2024,autismo_F840,K260,2
2021-2024,autismo_F840,T175,2
2021-2024,autismo_F840,J343,2
2021-2024,autismo_F840,T427,2
2021-2024,autismo_F840,T436,2
2021-2024,autismo_F840,T438,2
2021-2024,autismo_F840,T232,2
2021-2024,autismo_F840,T821,2
2021-2024,autismo_F840,T212,2
2021-2024,autismo_F840,J204,2
2021-2024,autismo_F840,K222,2
2021-2024,autismo_F840,T828,2
2021-2024,autismo_F840,T141,2
2021-2024,autismo_F840,T120,2
2021-2024,autismo_F840,S8220,2
2021-2024,autismo_F840,Z033,2
2021-2024,autismo_F840,S7290,2
2021-2024,autismo_F840,Z092,2
2021-2024,autismo_F840,Q120,2
2021-2024,autismo_F840,R55,2
2021-2024,autismo_F840,K509,2
2021-2024,autismo_F840,Q542,2
2021-2024,autismo_F840,Q675,2
2021-2024,autismo_F840,Q644,2
2021-2024,autismo_F840,N508,2
2021-2024,autismo_F840,N939,2
2021-2024,autismo_F840,O021,2
2021-2024,autismo_F840,O034,2
2021-2024,autismo_F840,O244,2
2021-2024,autismo_F840,O471,2
2021-2024,autismo_F840,O600,2
2021-2024,autismo_F840,P071,2
2021-2024,autismo_F840,Q556,2
2021-2024,autismo_F840,Q549,2
2021-2024,autismo_F840,Q379,2
2021-2024,autismo_F840,Q753,2
2021-2024,autismo_F840,Q355,2
2021-2024,autismo_F840,P239,2
2021-2024,autismo_F840,P284,2
2021-2024,autismo_F840,J039,2
2021-2024,autismo_F840,Q230,2
2021-2024,autismo_F840,Q211,2
2021-2024,autismo_F840,Q210,2
2021-2024,autismo_F840,Q201,2
2021-2024,autismo_F840,Q172,2
2021-2024,autismo_F840,P704,2
2021-2024,autismo_F840,P923,2
2021-2024,autismo_F840,Q039,2
2021-2024,autismo_F840,Q751,2
2021-2024,autismo_F840,Q760,2
2021-2024,autismo_F840,S5240,2
2021-2024,autismo_F840,L040,2
2021-2024,autismo_F840,S5230,2
2021-2024,autismo_F840,S5200,2
2021-2024,autismo_F840,K518,2
2021-2024,autismo_F840,K529,2
2021-2024,autismo_F840,K561,2
2021-2024,autismo_F840,S018,2
2021-2024,autismo_F840,S010,2
2021-2024,autismo_F840,R590,2
2021-2024,autismo_F840,K650,2
2021-2024,autismo_F840,Q070,2
2021-2024,autismo_F840,K805,2
2021-2024,autismo_F840,K922,2
2021-2024,autismo_F840,L050,2
2021-2024,autismo_F840,N185,2
2021-2024,autismo_F840,R451,2
2021-2024,autismo_F840,L720,2
2021-2024,autismo_F840,M2106,2
2021-2024,autismo_F840,R161,2
2021-2024,autismo_F840,M2147,2
2021-2024,autismo_F840,Q892,2
2021-2024,autismo_F840,M4145,2
2021-2024,autismo_F840,Q870,2
2021-2024,autismo_F840,M6099,2
2021-2024,autismo_F840,Q850,2
2021-2024,autismo_F840,N110,2
2021-2024,autismo_F840,N133,2
2021-2024,autismo_F840,P551,2
2021-2024,autismo_F840,A020,2
2021-2024,autismo_F840,F198,2
2021-2024,autismo_F840,I200,2
2021-2024,autismo_F840,F799,2
2021-2024,autismo_F840,F311,2
2021-2024,autismo_F840,H903,2
2021-2024,autismo_F840,F988,2
2021-2024,autismo_F840,D444,2
2021-2024,autismo_F840,G049,2
2021-2024,autismo_F840,H050,2
2021-2024,autismo_F840,H819,2
2021-2024,autismo_F840,H664,2
2021-2024,autismo_F840,H663,2
2021-2024,autismo_F840,B340,2
2021-2024,autismo_F840,F318,2
2021-2024,autismo_F840,D27,2
2021-2024,autismo_F840,G809,2
2021-2024,autismo_F840,F501,2
2021-2024,autismo_F840,C402,2
2021-2024,autismo_F840,H508,2
2021-2024,autismo_F840,F333,2
2021-2024,autismo_F840,E840,2
2021-2024,autismo_F840,E162,2
2021-2024,autismo_F840,E106,2
2021-2024,autismo_F840,E111,2
2021-2024,autismo_F840,D330,2
2021-2024,autismo_F840,B002,2
2021-2024,autismo_F840,E86,2
2021-2024,autismo_F840,G918,2
2021-2024,autismo_F840,D593,2
2021-2024,autismo_F840,F231,2
2021-2024,autismo_F840,F232,2
2021-2024,autismo_F840,A047,2
2021-2024,autismo_F840,F949,2
2021-2024,autismo_F840,F233,2
2021-2024,autismo_F840,D693,2
2021-2024,autismo_F840,E760,2
2021-2024,autismo_F840,D694,2
2021-2024,autismo_F840,F638,2
2021-2024,autismo_F840,I500,2
2021-2024,autismo_F840,A418,2
2021-2024,autismo_F840,F89,2
2021-2024,autismo_F840,A499,2
2021-2024,autismo_F840,A86,2
2021-2024,autismo_F840,F920,2
2021-2024,autismo_F840,D069,2
2021-2024,autismo_F840,Q909,1
2021-2024,autismo_F840,E161,1
2021-2024,autismo_F840,R068,1
2021-2024,autismo_F840,R457,1
2021-2024,autismo_F840,E271,1
2021-2024,autismo_F840,R42,1
2021-2024,autismo_F840,R270,1
2021-2024,autismo_F840,R268,1
2021-2024,autismo_F840,R100,1
2021-2024,autismo_F840,E711,1
2021-2024,autismo_F840,E668,1
2021-2024,autismo_F840,R230,1
2021-2024,autismo_F840,E611,1
2021-2024,autismo_F840,R17,1
2021-2024,autismo_F840,S017,1
2021-2024,autismo_F840,R463,1
2021-2024,autismo_F840,S0270,1
2021-2024,autismo_F840,S099,1
2021-2024,autismo_F840,S098,1
2021-2024,autismo_F840,D729,1
2021-2024,autismo_F840,D812,1
2021-2024,autismo_F840,S0660,1
2021-2024,autismo_F840,S0650,1
2021-2024,autismo_F840,S0640,1
2021-2024,autismo_F840,S0600,1
2021-2024,autismo_F840,S053,1
2021-2024,autismo_F840,S051,1
2021-2024,autismo_F840,S0280,1
2021-2024,autismo_F840,S0221,1
2021-2024,autismo_F840,R508,1
2021-2024,autismo_F840,S0210,1
2021-2024,autismo_F840,D821,1
2021-2024,autismo_F840,S015,1
2021-2024,autismo_F840,DESCONOCIDO,1
2021-2024,autismo_F840,R628,1
2021-2024,autismo_F840,E031,1
2021-2024,autismo_F840,R591,1
2021-2024,autismo_F840,E041,1
2021-2024,autismo_F840,E042,1
2021-2024,autismo_F840,E108,1
2021-2024,autismo_F840,R51,1
2021-2024,autismo_F840,Q899,1
2021-2024,autismo_F840,E806,1
2021-2024,autismo_F840,E722,1
2021-2024,autismo_F840,Q447,1
2021-2024,autismo_F840,Q625,1
2021-2024,autismo_F840,Q622,1
2021-2024,autismo_F840,Q603,1
2021-2024,autismo_F840,E876,1
2021-2024,autismo_F840,Q552,1
2021-2024,autismo_F840,E880,1
2021-2024,autismo_F840,Q548,1
2021-2024,autismo_F840,Q543,1
2021-2024,autismo_F840,F070,1
2021-2024,autismo_F840,F101,1
2021-2024,autismo_F840,F122,1
2021-2024,autismo_F840,F192,1
2021-2024,autismo_F840,Q442,1
2021-2024,autismo_F840,Q872,1
2021-2024,autismo_F840,Q438,1
2021-2024,autismo_F840,Q430,1
2021-2024,autismo_F840,Q423,1
2021-2024,autismo_F840,Q401,1
2021-2024,autismo_F840,Q393,1
2021-2024,autismo_F840,Q390,1
2021-2024,autismo_F840,Q382,1
2021-2024,autismo_F840,F193,1
2021-2024,autismo_F840,F195,1
2021-2024,autismo_F840,Q375,1
2021-2024,autismo_F840,Q374,1
2021-2024,autismo_F840,Q359,1
2021-2024,autismo_F840,Q627,1
2021-2024,autismo_F840,Q638,1
2021-2024,autismo_F840,Q643,1
2021-2024,autismo_F840,E871,1
2021-2024,autismo_F840,E740,1
2021-2024,autismo_F840,Q851,1
2021-2024,autismo_F840,Q793,1
2021-2024,autismo_F840,Q790,1
2021-2024,autismo_F840,Q784,1
2021-2024,autismo_F840,Q763,1
2021-2024,autismo_F840,Q761,1
2021-2024,autismo_F840,S199,1
2021-2024,autismo_F840,E833,1
2021-2024,autismo_F840,E835,1
2021-2024,autismo_F840,Q743,1
2021-2024,autismo_F840,Q741,1
2021-2024,autismo_F840,Q704,1
2021-2024,autismo_F840,Q692,1
2021-2024,autismo_F840,Q691,1
2021-2024,autismo_F840,Q690,1
2021-2024,autismo_F840,Q677,1
2021-2024,autismo_F840,E848,1
2021-2024,autismo_F840,Q667,1
2021-2024,autismo_F840,E870,1
2021-2024,autismo_F840,Q660,1
2021-2024,autismo_F840,Q658,1
2021-2024,autismo_F840,Q651,1
2021-2024,autismo_F840,Q650,1
2021-2024,autismo_F840,Q647,1
2021-2024,autismo_F840,S119,1
2021-2024,autismo_F840,J030,1
2021-2024,autismo_F840,S311,1
2021-2024,autismo_F840,C169,1
2021-2024,autismo_F840,T830,1
2021-2024,autismo_F840,B348,1
2021-2024,autismo_F840,T825,1
2021-2024,autismo_F840,T824,1
2021-2024,autismo_F840,B354,1
2021-2024,autismo_F840,T813,1
2021-2024,autismo_F840,T812,1
2021-2024,autismo_F840,T810,1
2021-2024,autismo_F840,T782,1
2021-2024,autismo_F840,T780,1
2021-2024,autismo_F840,T751,1
2021-2024,autismo_F840,T748,1
2021-2024,autismo_F840,T633,1
2021-2024,autismo_F840,C717,1
2021-2024,autismo_F840,T578,1
2021-2024,autismo_F840,T543,1
2021-2024,autismo_F840,T512,1
2021-2024,autismo_F840,C189,1
2021-2024,autismo_F840,T495,1
2021-2024,autismo_F840,T490,1
2021-2024,autismo_F840,T454,1
2021-2024,autismo_F840,T450,1
2021-2024,autismo_F840,T439,1
2021-2024,autismo_F840,C621,1
2021-2024,autismo_F840,C710,1
2021-2024,autismo_F840,C712,1
2021-2024,autismo_F840,T841,1
2021-2024,autismo_F840,B341,1
2021-2024,autismo_F840,T857,1
2021-2024,autismo_F840,T858,1
2021-2024,autismo_F840,Z762,1
2021-2024,autismo_F840,Z653,1
2021-2024,autismo_F840,A045,1
2021-2024,autismo_F840,A071,1
2021-2024,autismo_F840,A083,1
2021-2024,autismo_F840,Z488,1
2021-2024,autismo_F840,Z480,1
2021-2024,autismo_F840,Z478,1
2021-2024,autismo_F840,A085,1
2021-2024,autismo_F840,Z452,1
2021-2024,autismo_F840,A281,1
2021-2024,autismo_F840,Z432,1
2021-2024,autismo_F840,A379,1
2021-2024,autismo_F840,A400,1
2021-2024,autismo_F840,Z201,1
2021-2024,autismo_F840,A491,1
2021-2024,autismo_F840,Z090,1
2021-2024,autismo_F840,Z046,1
2021-2024,autismo_F840,A880,1
2021-2024,autismo_F840,Z035,1
2021-2024,autismo_F840,Z031,1
2021-2024,autismo_F840,B009,1
2021-2024,autismo_F840,T958,1
2021-2024,autismo_F840,T952,1
2021-2024,autismo_F840,T881,1
2021-2024,autismo_F840,C716,1
2021-2024,autismo_F840,C837,1
2021-2024,autismo_F840,S3240,1
2021-2024,autismo_F840,D430,1
2021-2024,autismo_F840,D401,1
2021-2024,autismo_F840,S681,1
2021-2024,autismo_F840,S678,1
2021-2024,autismo_F840,S670,1
2021-2024,autismo_F840,S6261,1
2021-2024,autismo_F840,S6260,1
2021-2024,autismo_F840,S6251,1
2021-2024,autismo_F840,S619,1
2021-2024,autismo_F840,S618,1
2021-2024,autismo_F840,S597,1
2021-2024,autismo_F840,S562,1
2021-2024,autismo_F840,D410,1
2021-2024,autismo_F840,D481,1
2021-2024,autismo_F840,C920,1
2021-2024,autismo_F840,S5241,1
2021-2024,autismo_F840,D508,1
2021-2024,autismo_F840,S5231,1
2021-2024,autismo_F840,D509,1
2021-2024,autismo_F840,Q324,1
2021-2024,autismo_F840,D649,1
2021-2024,autismo_F840,D680,1
2021-2024,autismo_F840,S501,1
2021-2024,autismo_F840,S4220,1
2021-2024,autismo_F840,S4200,1
2021-2024,autismo_F840,S410,1
2021-2024,autismo_F840,S3700,1
2021-2024,autismo_F840,D380,1
2021-2024,autismo_F840,D376,1
2021-2024,autismo_F840,S8210,1
2021-2024,autismo_F840,D374,1
2021-2024,autismo_F840,T407,1
2021-2024,autismo_F840,T402,1
2021-2024,autismo_F840,T394,1
2021-2024,autismo_F840,D110,1
2021-2024,autismo_F840,D160,1
2021-2024,autismo_F840,T390,1
2021-2024,autismo_F840,T383,1
2021-2024,autismo_F840,T368,1
2021-2024,autismo_F840,T360,1
2021-2024,autismo_F840,D165,1
2021-2024,autismo_F840,T233,1
2021-2024,autismo_F840,D175,1
2021-2024,autismo_F840,T230,1
2021-2024,autismo_F840,D234,1
2021-2024,autismo_F840,T211,1
2021-2024,autismo_F840,D235,1
2021-2024,autismo_F840,D24,1
2021-2024,autismo_F840,T173,1
2021-2024,autismo_F840,T143,1
2021-2024,autismo_F840,T140,1
2021-2024,autismo_F840,D316,1
2021-2024,autismo_F840,S9250,1
2021-2024,autismo_F840,S910,1
2021-2024,autismo_F840,D321,1
2021-2024,autismo_F840,S8240,1
2021-2024,autismo_F840,D580,1
2021-2024,autismo_F840,Q200,1
2021-2024,autismo_F840,Q311,1
2021-2024,autismo_F840,Q278,1
2021-2024,autismo_F840,G360,1
2021-2024,autismo_F840,G405,1
2021-2024,autismo_F840,K528,1
2021-2024,autismo_F840,G406,1
2021-2024,autismo_F840,G407,1
2021-2024,autismo_F840,K510,1
2021-2024,autismo_F840,G439,1
2021-2024,autismo_F840,G712,1
2021-2024,autismo_F840,K439,1
2021-2024,autismo_F840,K430,1
2021-2024,autismo_F840,G808,1
2021-2024,autismo_F840,K403,1
2021-2024,autismo_F840,G819,1
2021-2024,autismo_F840,G822,1
2021-2024,autismo_F840,G911,1
2021-2024,autismo_F840,G919,1
2021-2024,autismo_F840,G938,1
2021-2024,autismo_F840,K316,1
2021-2024,autismo_F840,K296,1
2021-2024,autismo_F840,K290,1
2021-2024,autismo_F840,K263,1
2021-2024,autismo_F840,G972,1
2021-2024,autismo_F840,K226,1
2021-2024,autismo_F840,H044,1
2021-2024,autismo_F840,K20,1
2021-2024,autismo_F840,K134,1
2021-2024,autismo_F840,H058,1
2021-2024,autismo_F840,G258,1
2021-2024,autismo_F840,K564,1
2021-2024,autismo_F840,G255,1
2021-2024,autismo_F840,K810,1
2021-2024,autismo_F840,L211,1
2021-2024,autismo_F840,L209,1
2021-2024,autismo_F840,F952,1
2021-2024,autismo_F840,L048,1
2021-2024,autismo_F840,G008,1
2021-2024,autismo_F840,K929,1
2021-2024,autismo_F840,K921,1
2021-2024,autismo_F840,K918,1
2021-2024,autismo_F840,K914,1
2021-2024,autismo_F840,K913,1
2021-2024,autismo_F840,K859,1
2021-2024,autismo_F840,K851,1
2021-2024,autismo_F840,G118,1
2021-2024,autismo_F840,G249,1
2021-2024,autismo_F840,K803,1
2021-2024,autismo_F840,G128,1
2021-2024,autismo_F840,K801,1
2021-2024,autismo_F840,A031,1
2021-2024,autismo_F840,K769,1
2021-2024,autismo_F840,K760,1
2021-2024,autismo_F840,G243,1
2021-2024,autismo_F840,K623,1
2021-2024,autismo_F840,K610,1
2021-2024,autismo_F840,K598,1
2021-2024,autismo_F840,K593,1
2021-2024,autismo_F840,G248,1
2021-2024,autismo_F840,K122,1
2021-2024,autismo_F840,K092,1
2021-2024,autismo_F840,K088,1
2021-2024,autismo_F840,I615,1
2021-2024,autismo_F840,J211,1
2021-2024,autismo_F840,H918,1
2021-2024,autismo_F840,I219,1
2021-2024,autismo_F840,I313,1
2021-2024,autismo_F840,I340,1
2021-2024,autismo_F840,I409,1
2021-2024,autismo_F840,I420,1
2021-2024,autismo_F840,J188,1
2021-2024,autismo_F840,J180,1
2021-2024,autismo_F840,I422,1
2021-2024,autismo_F840,J157,1
2021-2024,autismo_F840,J156,1
2021-2024,autismo_F840,I638,1
2021-2024,autismo_F840,J22,1
2021-2024,autismo_F840,I675,1
2021-2024,autismo_F840,I802,1
2021-2024,autismo_F840,I81,1
2021-2024,autismo_F840,I832,1
2021-2024,autismo_F840,I859,1
2021-2024,autismo_F840,J110,1
2021-2024,autismo_F840,I861,1
2021-2024,autismo_F840,I880,1
2021-2024,autismo_F840,I889,1
2021-2024,autismo_F840,J060,1
2021-2024,autismo_F840,J050,1
2021-2024,autismo_F840,J042,1
2021-2024,autismo_F840,J218,1
2021-2024,autismo_F840,J340,1
2021-2024,autismo_F840,K079,1
2021-2024,autismo_F840,H440,1
2021-2024,autismo_F840,K078,1
2021-2024,autismo_F840,K076,1
2021-2024,autismo_F840,K070,1
2021-2024,autismo_F840,K047,1
2021-2024,autismo_F840,H169,1
2021-2024,autismo_F840,H262,1
2021-2024,autismo_F840,K011,1
2021-2024,autismo_F840,K010,1
2021-2024,autismo_F840,J982,1
2021-2024,autismo_F840,J981,1
2021-2024,autismo_F840,J9699,1
2021-2024,autismo_F840,H405,1
2021-2024,autismo_F840,J955,1
2021-2024,autismo_F840,J342,1
2021-2024,autismo_F840,J90,1
2021-2024,autismo_F840,H46,1
2021-2024,autismo_F840,H652,1
2021-2024,autismo_F840,H653,1
2021-2024,autismo_F840,J448,1
2021-2024,autismo_F840,J441,1
2021-2024,autismo_F840,J440,1
2021-2024,autismo_F840,J40,1
2021-2024,autismo_F840,J358,1
2021-2024,autismo_F840,H660,1
2021-2024,autismo_F840,J348,1
2021-2024,autismo_F840,H902,1
2021-2024,autismo_F840,L511,1
2021-2024,autismo_F840,F941,1
2021-2024,autismo_F840,F939,1
2021-2024,autismo_F840,O680,1
2021-2024,autismo_F840,P271,1
2021-2024,autismo_F840,F380,1
2021-2024,autismo_F840,P228,1
2021-2024,autismo_F840,F418,1
2021-2024,autismo_F840,F429,1
2021-2024,autismo_F840,P209,1
2021-2024,autismo_F840,F438,1
2021-2024,autismo_F840,F445,1
2021-2024,autismo_F840,P050,1
2021-2024,autismo_F840,O993,1
2021-2024,autismo_F840,O820,1
2021-2024,autismo_F840,O800,1
2021-2024,autismo_F840,O610,1
2021-2024,autismo_F840,P369,1
2021-2024,autismo_F840,F448,1
2021-2024,autismo_F840,F459,1
2021-2024,autismo_F840,O300,1
2021-2024,autismo_F840,F508,1
2021-2024,autismo_F840,F514,1
2021-2024,autismo_F840,N995,1
2021-2024,autismo_F840,N948,1
2021-2024,autismo_F840,F601,1
2021-2024,autismo_F840,N751,1
2021-2024,autismo_F840,F602,1
2021-2024,autismo_F840,F606,1
2021-2024,autismo_F840,F607,1
2021-2024,autismo_F840,P368,1
2021-2024,autismo_F840,P398,1
2021-2024,autismo_F840,N432,1
2021-2024,autismo_F840,F259,1
2021-2024,autismo_F840,F199,1
2021-2024,autismo_F840,Q270,1
2021-2024,autismo_F840,Q250,1
2021-2024,autismo_F840,F202,1
2021-2024,autismo_F840,Q220,1
2021-2024,autismo_F840,Q212,1
2021-2024,autismo_F840,Q203,1
2021-2024,autismo_F840,J019,1
2021-2024,autismo_F840,Q181,1
2021-2024,autismo_F840,F238,1
2021-2024,autismo_F840,Q150,1
2021-2024,autismo_F840,F250,1
2021-2024,autismo_F840,Q057,1
2021-2024,autismo_F840,P399,1
2021-2024,autismo_F840,Q048,1
2021-2024,autismo_F840,Q046,1
2021-2024,autismo_F840,F300,1
2021-2024,autismo_F840,P942,1
2021-2024,autismo_F840,P728,1
2021-2024,autismo_F840,P711,1
2021-2024,autismo_F840,F315,1
2021-2024,autismo_F840,P701,1
2021-2024,autismo_F840,F317,1
2021-2024,autismo_F840,P590,1
2021-2024,autismo_F840,F330,1
2021-2024,autismo_F840,P520,1
2021-2024,autismo_F840,F608,1
2021-2024,autismo_F840,N391,1
2021-2024,autismo_F840,L732,1
2021-2024,autismo_F840,M303,1
2021-2024,autismo_F840,M6089,1
2021-2024,autismo_F840,M6028,1
2021-2024,autismo_F840,M5422,1
2021-2024,autismo_F840,M512,1
2021-2024,autismo_F840,M4619,1
2021-2024,autismo_F840,M4185,1
2021-2024,autismo_F840,M4155,1
2021-2024,autismo_F840,F844,1
2021-2024,autismo_F840,M4140,1
2021-2024,autismo_F840,M4115,1
2021-2024,autismo_F840,M4106,1
2021-2024,autismo_F840,M331,1
2021-2024,autismo_F840,M221,1
2021-2024,autismo_F840,M673,1
2021-2024,autismo_F840,M2196,1
2021-2024,autismo_F840,F901,1
2021-2024,autismo_F840,M2117,1
2021-2024,autismo_F840,M2109,1
2021-2024,autismo_F840,M169,1
2021-2024,autismo_F840,M0896,1
2021-2024,autismo_F840,M0640,1
2021-2024,autismo_F840,L989,1
2021-2024,autismo_F840,L929,1
2021-2024,autismo_F840,L928,1
2021-2024,autismo_F840,L910,1
2021-2024,autismo_F840,L892,1
2021-2024,autismo_F840,F809,1
2021-2024,autismo_F840,M7046,1
2021-2024,autismo_F840,F639,1
2021-2024,autismo_F840,F719,1
2021-2024,autismo_F840,N359,1
2021-2024,autismo_F840,N319,1
2021-2024,autismo_F840,N210,1
2021-2024,autismo_F840,F640,1
2021-2024,autismo_F840,F648,1
2021-2024,autismo_F840,N178,1
2021-2024,autismo_F840,N144,1
2021-2024,autismo_F840,N136,1
2021-2024,autismo_F840,F69,1
2021-2024,autismo_F840,N132,1
2021-2024,autismo_F840,N12,1
2021-2024,autismo_F840,F701,1
2021-2024,autismo_F840,N059,1
2021-2024,autismo_F840,M7935,1
2021-2024,autismo_F840,F798,1
2021-2024,autismo_F840,M930,1
2021-2024,autismo_F840,M8698,1
2021-2024,autismo_F840,M8691,1
2021-2024,autismo_F840,M8665,1
2021-2024,autismo_F840,M8664,1
2021-2024,autismo_F840,M8566,1
2021-2024,autismo_F840,M8445,1
2021-2024,autismo_F840,M8443,1
2021-2024,autismo_F840,M8415,1
2021-2024,autismo_F840,M8159,1
2021-2024,autismo_F840,M7966,1
2021-2024,autismo_F840,Z931,1
2021-2024,TEA_operacional,N47,80
2021-2024,TEA_operacional,G409,71
2021-2024,TEA_operacional,J353,55
2021-2024,TEA_operacional,J209,41
2021-2024,TEA_operacional,J46,40
2021-2024,TEA_operacional,K358,40
2021-2024,TEA_operacional,F322,37
2021-2024,TEA_operacional,J128,36
2021-2024,TEA_operacional,F603,29
2021-2024,TEA_operacional,J129,29
2021-2024,TEA_operacional,Q532,28
2021-2024,TEA_operacional,J121,28
2021-2024,TEA_operacional,T432,26
2021-2024,TEA_operacional,A099,25
2021-2024,TEA_operacional,J206,24
2021-2024,TEA_operacional,Z518,24
2021-2024,TEA_operacional,F329,24
2021-2024,TEA_operacional,Q531,23
2021-2024,TEA_operacional,J351,20
2021-2024,TEA_operacional,F431,20
2021-2024,TEA_operacional,F323,19
2021-2024,TEA_operacional,J205,18
2021-2024,TEA_operacional,U071,18
2021-2024,TEA_operacional,J123,18
2021-2024,TEA_operacional,G408,17
2021-2024,TEA_operacional,F29,17
2021-2024,TEA_operacional,F609,17
2021-2024,TEA_operacional,J210,17
2021-2024,TEA_operacional,T424,17
2021-2024,TEA_operacional,G401,16
2021-2024,TEA_operacional,E101,16
2021-2024,TEA_operacional,T391,16
2021-2024,TEA_operacional,P220,15
2021-2024,TEA_operacional,N390,15
2021-2024,TEA_operacional,K409,14
2021-2024,TEA_operacional,G473,13
2021-2024,TEA_operacional,A080,13
2021-2024,TEA_operacional,C910,13
2021-2024,TEA_operacional,J219,12
2021-2024,TEA_operacional,K590,12
2021-2024,TEA_operacional,J352,12
2021-2024,TEA_operacional,R568,12
2021-2024,TEA_operacional,K802,12
2021-2024,TEA_operacional,H509,11
2021-2024,TEA_operacional,F919,11
2021-2024,TEA_operacional,K353,11
2021-2024,TEA_operacional,F412,11
2021-2024,TEA_operacional,Z038,11
2021-2024,TEA_operacional,J00,10
2021-2024,TEA_operacional,T435,10
2021-2024,TEA_operacional,Z470,10
