era,definition,code,patients
2021-2024,TEA_operacional,Z511,10
2021-2024,TEA_operacional,J159,10
2021-2024,TEA_operacional,S4240,10
2021-2024,TEA_operacional,R560,10
2021-2024,TEA_operacional,T850,9
2021-2024,TEA_operacional,Z138,9
2021-2024,TEA_operacional,J9609,9
2021-2024,TEA_operacional,J9600,8
2021-2024,TEA_operacional,S519,8
2021-2024,TEA_operacional,D70,8
2021-2024,TEA_operacional,G404,8
2021-2024,TEA_operacional,F319,8
2021-2024,TEA_operacional,H919,8
2021-2024,TEA_operacional,J189,8
2021-2024,TEA_operacional,H501,8
2021-2024,TEA_operacional,N10,8
2021-2024,TEA_operacional,A090,8
2021-2024,TEA_operacional,J122,8
2021-2024,TEA_operacional,R458,8
2021-2024,TEA_operacional,S5250,7
2021-2024,TEA_operacional,K566,7
2021-2024,TEA_operacional,J690,7
2021-2024,TEA_operacional,N433,7
2021-2024,TEA_operacional,J208,7
2021-2024,TEA_operacional,Q539,7
2021-2024,TEA_operacional,P599,7
2021-2024,TEA_operacional,P073,7
2021-2024,TEA_operacional,J069,7
2021-2024,TEA_operacional,F321,7
2021-2024,TEA_operacional,T509,6
2021-2024,TEA_operacional,R509,6
2021-2024,TEA_operacional,G403,6
2021-2024,TEA_operacional,F209,6
2021-2024,TEA_operacional,J101,6
2021-2024,TEA_operacional,J158,6
2021-2024,TEA_operacional,Q381,6
2021-2024,TEA_operacional,F200,6
2021-2024,TEA_operacional,F191,6
2021-2024,TEA_operacional,F39,6
2021-2024,TEA_operacional,J120,6
2021-2024,TEA_operacional,H905,6
2021-2024,TEA_operacional,F500,5
2021-2024,TEA_operacional,K352,5
2021-2024,TEA_operacional,P071,5
2021-2024,TEA_operacional,A084,5
2021-2024,TEA_operacional,F913,5
2021-2024,TEA_operacional,F900,5
2021-2024,TEA_operacional,J459,5
2021-2024,TEA_operacional,H500,5
2021-2024,TEA_operacional,T433,5
2021-2024,TEA_operacional,F419,5
2021-2024,TEA_operacional,R13,5
2021-2024,TEA_operacional,G710,5
2021-2024,TEA_operacional,F432,5
2021-2024,TEA_operacional,S517,5
2021-2024,TEA_operacional,P704,5
2021-2024,TEA_operacional,L600,5
2021-2024,TEA_operacional,K029,5
2021-2024,TEA_operacional,P598,5
2021-2024,TEA_operacional,I471,5
2021-2024,TEA_operacional,K219,5
2021-2024,TEA_operacional,J100,5
2021-2024,TEA_operacional,S8230,4
2021-2024,TEA_operacional,Q665,4
2021-2024,TEA_operacional,F608,4
2021-2024,TEA_operacional,Z548,4
2021-2024,TEA_operacional,F208,4
2021-2024,TEA_operacional,N44,4
2021-2024,TEA_operacional,R590,4
2021-2024,TEA_operacional,S8280,4
2021-2024,TEA_operacional,J350,4
2021-2024,TEA_operacional,R11,4
2021-2024,TEA_operacional,E872,4
2021-2024,TEA_operacional,L059,4
2021-2024,TEA_operacional,G402,4
2021-2024,TEA_operacional,N179,4
2021-2024,TEA_operacional,T426,4
2021-2024,TEA_operacional,J111,4
2021-2024,TEA_operacional,G048,4
2021-2024,TEA_operacional,E111,4
2021-2024,TEA_operacional,F982,4
2021-2024,TEA_operacional,K800,4
2021-2024,TEA_operacional,T71,4
2021-2024,TEA_operacional,K565,4
2021-2024,TEA_operacional,S411,4
2021-2024,TEA_operacional,P221,4
2021-2024,TEA_operacional,S518,3
2021-2024,TEA_operacional,R620,3
2021-2024,TEA_operacional,G934,3
2021-2024,TEA_operacional,S5230,3
2021-2024,TEA_operacional,S5240,3
2021-2024,TEA_operacional,F449,3
2021-2024,TEA_operacional,G410,3
2021-2024,TEA_operacional,G418,3
2021-2024,TEA_operacional,S8220,3
2021-2024,TEA_operacional,F83,3
2021-2024,TEA_operacional,F89,3
2021-2024,TEA_operacional,H669,3
2021-2024,TEA_operacional,S5270,3
2021-2024,TEA_operacional,R508,3
2021-2024,TEA_operacional,S5280,3
2021-2024,TEA_operacional,S0680,3
2021-2024,TEA_operacional,R104,3
2021-2024,TEA_operacional,S5290,3
2021-2024,TEA_operacional,R451,3
2021-2024,TEA_operacional,J204,3
2021-2024,TEA_operacional,J450,3
2021-2024,TEA_operacional,F918,3
2021-2024,TEA_operacional,J029,3
2021-2024,TEA_operacional,S0690,3
2021-2024,TEA_operacional,F239,3
2021-2024,TEA_operacional,D162,3
2021-2024,TEA_operacional,T182,3
2021-2024,TEA_operacional,K469,3
2021-2024,TEA_operacional,T212,3
2021-2024,TEA_operacional,K028,3
2021-2024,TEA_operacional,Z048,3
2021-2024,TEA_operacional,Q355,3
2021-2024,TEA_operacional,T232,3
2021-2024,TEA_operacional,K519,3
2021-2024,TEA_operacional,L032,3
2021-2024,TEA_operacional,C629,3
2021-2024,TEA_operacional,F09,3
2021-2024,TEA_operacional,K561,3
2021-2024,TEA_operacional,K562,3
2021-2024,TEA_operacional,T393,3
2021-2024,TEA_operacional,E86,3
2021-2024,TEA_operacional,Q556,3
2021-2024,TEA_operacional,Z033,3
2021-2024,TEA_operacional,P284,3
2021-2024,TEA_operacional,T427,3
2021-2024,TEA_operacional,E46,3
2021-2024,TEA_operacional,E162,3
2021-2024,TEA_operacional,E109,3
2021-2024,TEA_operacional,K429,3
2021-2024,TEA_operacional,K805,3
2021-2024,TEA_operacional,Q213,3
2021-2024,TEA_operacional,F28,3
2021-2024,TEA_operacional,D480,3
2021-2024,TEA_operacional,M2157,3
2021-2024,TEA_operacional,Q740,3
2021-2024,TEA_operacional,P551,3
2021-2024,TEA_operacional,F328,3
2021-2024,TEA_operacional,T842,3
2021-2024,TEA_operacional,Q211,3
2021-2024,TEA_operacional,D444,3
2021-2024,TEA_operacional,Q668,3
2021-2024,TEA_operacional,F388,3
2021-2024,TEA_operacional,N500,3
2021-2024,TEA_operacional,Z291,3
2021-2024,TEA_operacional,K402,3
2021-2024,TEA_operacional,Z137,3
2021-2024,TEA_operacional,B349,3
2021-2024,TEA_operacional,P209,3
2021-2024,TEA_operacional,N132,2
2021-2024,TEA_operacional,P398,2
2021-2024,TEA_operacional,N110,2
2021-2024,TEA_operacional,J157,2
2021-2024,TEA_operacional,N048,2
2021-2024,TEA_operacional,M9115,2
2021-2024,TEA_operacional,M930,2
2021-2024,TEA_operacional,Q751,2
2021-2024,TEA_operacional,J050,2
2021-2024,TEA_operacional,N133,2
2021-2024,TEA_operacional,N871,2
2021-2024,TEA_operacional,S010,2
2021-2024,TEA_operacional,O244,2
2021-2024,TEA_operacional,O600,2
2021-2024,TEA_operacional,O034,2
2021-2024,TEA_operacional,O021,2
2021-2024,TEA_operacional,O800,2
2021-2024,TEA_operacional,N939,2
2021-2024,TEA_operacional,R55,2
2021-2024,TEA_operacional,P239,2
2021-2024,TEA_operacional,P050,2
2021-2024,TEA_operacional,N508,2
2021-2024,TEA_operacional,N185,2
2021-2024,TEA_operacional,J039,2
2021-2024,TEA_operacional,J040,2
2021-2024,TEA_operacional,J042,2
2021-2024,TEA_operacional,P923,2
2021-2024,TEA_operacional,M6099,2
2021-2024,TEA_operacional,Q273,2
2021-2024,TEA_operacional,Q039,2
2021-2024,TEA_operacional,M4115,2
2021-2024,TEA_operacional,J440,2
2021-2024,TEA_operacional,Q870,2
2021-2024,TEA_operacional,J448,2
2021-2024,TEA_operacional,K403,2
2021-2024,TEA_operacional,K388,2
2021-2024,TEA_operacional,Q644,2
2021-2024,TEA_operacional,K36,2
2021-2024,TEA_operacional,S018,2
2021-2024,TEA_operacional,Q850,2
2021-2024,TEA_operacional,Q790,2
2021-2024,TEA_operacional,Q660,2
2021-2024,TEA_operacional,K222,2
2021-2024,TEA_operacional,J981,2
2021-2024,TEA_operacional,Q760,2
2021-2024,TEA_operacional,K010,2
2021-2024,TEA_operacional,Q753,2
2021-2024,TEA_operacional,K047,2
2021-2024,TEA_operacional,Q892,2
2021-2024,TEA_operacional,J343,2
2021-2024,TEA_operacional,J342,2
2021-2024,TEA_operacional,Q251,2
2021-2024,TEA_operacional,Q120,2
2021-2024,TEA_operacional,M2147,2
2021-2024,TEA_operacional,M2106,2
2021-2024,TEA_operacional,Q201,2
2021-2024,TEA_operacional,Q203,2
2021-2024,TEA_operacional,Q230,2
2021-2024,TEA_operacional,L720,2
2021-2024,TEA_operacional,Q379,2
2021-2024,TEA_operacional,K518,2
2021-2024,TEA_operacional,K918,2
2021-2024,TEA_operacional,K851,2
2021-2024,TEA_operacional,Q542,2
2021-2024,TEA_operacional,Q549,2
2021-2024,TEA_operacional,K598,2
2021-2024,TEA_operacional,K529,2
2021-2024,TEA_operacional,Q909,2
2021-2024,TEA_operacional,A020,2
2021-2024,TEA_operacional,H663,2
2021-2024,TEA_operacional,T242,2
2021-2024,TEA_operacional,F333,2
2021-2024,TEA_operacional,F198,2
2021-2024,TEA_operacional,T175,2
2021-2024,TEA_operacional,F202,2
2021-2024,TEA_operacional,F231,2
2021-2024,TEA_operacional,F232,2
2021-2024,TEA_operacional,F233,2
2021-2024,TEA_operacional,T141,2
2021-2024,TEA_operacional,F259,2
2021-2024,TEA_operacional,T120,2
2021-2024,TEA_operacional,F314,2
2021-2024,TEA_operacional,F410,2
2021-2024,TEA_operacional,T390,2
2021-2024,TEA_operacional,F459,2
2021-2024,TEA_operacional,F501,2
2021-2024,TEA_operacional,F502,2
2021-2024,TEA_operacional,S7290,2
2021-2024,TEA_operacional,S7240,2
2021-2024,TEA_operacional,S7220,2
2021-2024,TEA_operacional,F638,2
2021-2024,TEA_operacional,S6260,2
2021-2024,TEA_operacional,F69,2
2021-2024,TEA_operacional,F711,2
2021-2024,TEA_operacional,T211,2
2021-2024,TEA_operacional,E840,2
2021-2024,TEA_operacional,F920,2
2021-2024,TEA_operacional,T828,2
2021-2024,TEA_operacional,Z540,2
2021-2024,TEA_operacional,A418,2
2021-2024,TEA_operacional,A499,2
2021-2024,TEA_operacional,Z450,2
2021-2024,TEA_operacional,A86,2
2021-2024,TEA_operacional,B002,2
2021-2024,TEA_operacional,B340,2
2021-2024,TEA_operacional,D069,2
2021-2024,TEA_operacional,D27,2
2021-2024,TEA_operacional,D330,2
2021-2024,TEA_operacional,T821,2
2021-2024,TEA_operacional,T421,2
2021-2024,TEA_operacional,D593,2
2021-2024,TEA_operacional,D693,2
2021-2024,TEA_operacional,D761,2
2021-2024,TEA_operacional,DESCONOCIDO,2
2021-2024,TEA_operacional,E106,2
2021-2024,TEA_operacional,T439,2
2021-2024,TEA_operacional,T438,2
2021-2024,TEA_operacional,E43,2
2021-2024,TEA_operacional,E45,2
2021-2024,TEA_operacional,E760,2
2021-2024,TEA_operacional,F799,2
2021-2024,TEA_operacional,O471,2
2021-2024,TEA_operacional,G258,2
2021-2024,TEA_operacional,S5200,2
2021-2024,TEA_operacional,G809,2
2021-2024,TEA_operacional,F952,2
2021-2024,TEA_operacional,G918,2
2021-2024,TEA_operacional,G919,2
2021-2024,TEA_operacional,H903,2
2021-2024,TEA_operacional,H819,2
2021-2024,TEA_operacional,H508,2
2021-2024,TEA_operacional,G419,2
2021-2024,TEA_operacional,T815,1
2021-2024,TEA_operacional,Q150,1
2021-2024,TEA_operacional,T810,1
2021-2024,TEA_operacional,Q172,1
2021-2024,TEA_operacional,T800,1
2021-2024,TEA_operacional,Q181,1
2021-2024,TEA_operacional,Q100,1
2021-2024,TEA_operacional,R100,1
2021-2024,TEA_operacional,Q057,1
2021-2024,TEA_operacional,R51,1
2021-2024,TEA_operacional,T782,1
2021-2024,TEA_operacional,Q048,1
2021-2024,TEA_operacional,Q046,1
2021-2024,TEA_operacional,Q040,1
2021-2024,TEA_operacional,T825,1
2021-2024,TEA_operacional,Q02,1
2021-2024,TEA_operacional,P942,1
2021-2024,TEA_operacional,S0290,1
2021-2024,TEA_operacional,P912,1
2021-2024,TEA_operacional,Q200,1
2021-2024,TEA_operacional,Q210,1
2021-2024,TEA_operacional,T780,1
2021-2024,TEA_operacional,T751,1
2021-2024,TEA_operacional,Q375,1
2021-2024,TEA_operacional,Q374,1
2021-2024,TEA_operacional,Q359,1
2021-2024,TEA_operacional,T474,1
2021-2024,TEA_operacional,T490,1
2021-2024,TEA_operacional,Q315,1
2021-2024,TEA_operacional,Q311,1
2021-2024,TEA_operacional,Q278,1
2021-2024,TEA_operacional,T495,1
2021-2024,TEA_operacional,Q270,1
2021-2024,TEA_operacional,Q255,1
2021-2024,TEA_operacional,T512,1
2021-2024,TEA_operacional,S051,1
2021-2024,TEA_operacional,T543,1
2021-2024,TEA_operacional,Q250,1
2021-2024,TEA_operacional,T633,1
2021-2024,TEA_operacional,Q220,1
2021-2024,TEA_operacional,S033,1
2021-2024,TEA_operacional,T748,1
2021-2024,TEA_operacional,P77,1
2021-2024,TEA_operacional,Q204,1
2021-2024,TEA_operacional,T830,1
2021-2024,TEA_operacional,P701,1
2021-2024,TEA_operacional,P728,1
2021-2024,TEA_operacional,Z092,1
2021-2024,TEA_operacional,Z134,1
2021-2024,TEA_operacional,R591,1
2021-2024,TEA_operacional,Z201,1
2021-2024,TEA_operacional,Z292,1
2021-2024,TEA_operacional,S0270,1
2021-2024,TEA_operacional,Z431,1
2021-2024,TEA_operacional,Z432,1
2021-2024,TEA_operacional,R628,1
2021-2024,TEA_operacional,S0221,1
2021-2024,TEA_operacional,O821,1
2021-2024,TEA_operacional,O820,1
2021-2024,TEA_operacional,Z452,1
2021-2024,TEA_operacional,S015,1
2021-2024,TEA_operacional,Z488,1
2021-2024,TEA_operacional,O688,1
2021-2024,TEA_operacional,S017,1
2021-2024,TEA_operacional,O680,1
2021-2024,TEA_operacional,Z547,1
2021-2024,TEA_operacional,O610,1
2021-2024,TEA_operacional,Z653,1
2021-2024,TEA_operacional,Z762,1
2021-2024,TEA_operacional,Z098,1
2021-2024,TEA_operacional,P228,1
2021-2024,TEA_operacional,P711,1
2021-2024,TEA_operacional,Z090,1
2021-2024,TEA_operacional,T840,1
2021-2024,TEA_operacional,T454,1
2021-2024,TEA_operacional,T841,1
2021-2024,TEA_operacional,O300,1
2021-2024,TEA_operacional,P590,1
2021-2024,TEA_operacional,T844,1
2021-2024,TEA_operacional,P520,1
2021-2024,TEA_operacional,P399,1
2021-2024,TEA_operacional,S0280,1
2021-2024,TEA_operacional,P369,1
2021-2024,TEA_operacional,T846,1
2021-2024,TEA_operacional,T848,1
2021-2024,TEA_operacional,T857,1
2021-2024,TEA_operacional,T858,1
2021-2024,TEA_operacional,T881,1
2021-2024,TEA_operacional,P368,1
2021-2024,TEA_operacional,T952,1
2021-2024,TEA_operacional,T958,1
2021-2024,TEA_operacional,P271,1
2021-2024,TEA_operacional,Z035,1
2021-2024,TEA_operacional,Z046,1
2021-2024,TEA_operacional,R463,1
2021-2024,TEA_operacional,T450,1
2021-2024,TEA_operacional,Q382,1
2021-2024,TEA_operacional,Q658,1
2021-2024,TEA_operacional,S8210,1
2021-2024,TEA_operacional,S4200,1
2021-2024,TEA_operacional,R161,1
2021-2024,TEA_operacional,S410,1
2021-2024,TEA_operacional,S8240,1
2021-2024,TEA_operacional,S3700,1
2021-2024,TEA_operacional,S910,1
2021-2024,TEA_operacional,Q743,1
2021-2024,TEA_operacional,Q742,1
2021-2024,TEA_operacional,Q741,1
2021-2024,TEA_operacional,S911,1
2021-2024,TEA_operacional,Q704,1
2021-2024,TEA_operacional,Q692,1
2021-2024,TEA_operacional,Q691,1
2021-2024,TEA_operacional,Q690,1
2021-2024,TEA_operacional,Q675,1
2021-2024,TEA_operacional,S913,1
2021-2024,TEA_operacional,Q667,1
2021-2024,TEA_operacional,R17,1
2021-2024,TEA_operacional,S9250,1
2021-2024,TEA_operacional,S3240,1
2021-2024,TEA_operacional,Q761,1
2021-2024,TEA_operacional,S4220,1
2021-2024,TEA_operacional,S4230,1
2021-2024,TEA_operacional,S619,1
2021-2024,TEA_operacional,R068,1
2021-2024,TEA_operacional,S530,1
2021-2024,TEA_operacional,Q899,1
2021-2024,TEA_operacional,S561,1
2021-2024,TEA_operacional,S5241,1
2021-2024,TEA_operacional,S562,1
2021-2024,TEA_operacional,S597,1
2021-2024,TEA_operacional,S618,1
2021-2024,TEA_operacional,S5231,1
2021-2024,TEA_operacional,Q872,1
2021-2024,TEA_operacional,Q763,1
2021-2024,TEA_operacional,S6251,1
2021-2024,TEA_operacional,S6261,1
2021-2024,TEA_operacional,Q851,1
2021-2024,TEA_operacional,S501,1
2021-2024,TEA_operacional,S670,1
2021-2024,TEA_operacional,S678,1
2021-2024,TEA_operacional,S681,1
2021-2024,TEA_operacional,Q793,1
2021-2024,TEA_operacional,Q784,1
2021-2024,TEA_operacional,T140,1
2021-2024,TEA_operacional,Q651,1
2021-2024,TEA_operacional,Q390,1
2021-2024,TEA_operacional,Q650,1
2021-2024,TEA_operacional,T394,1
2021-2024,TEA_operacional,R42,1
2021-2024,TEA_operacional,T402,1
2021-2024,TEA_operacional,Q552,1
2021-2024,TEA_operacional,T407,1
2021-2024,TEA_operacional,Q548,1
2021-2024,TEA_operacional,Q543,1
2021-2024,TEA_operacional,S0660,1
2021-2024,TEA_operacional,S0650,1
2021-2024,TEA_operacional,S0641,1
2021-2024,TEA_operacional,S0640,1
2021-2024,TEA_operacional,T436,1
2021-2024,TEA_operacional,S0620,1
2021-2024,TEA_operacional,S0600,1
2021-2024,TEA_operacional,Q447,1
2021-2024,TEA_operacional,Q442,1
2021-2024,TEA_operacional,S053,1
2021-2024,TEA_operacional,Q438,1
2021-2024,TEA_operacional,Q423,1
2021-2024,TEA_operacional,Q401,1
2021-2024,TEA_operacional,Q393,1
2021-2024,TEA_operacional,S098,1
2021-2024,TEA_operacional,T383,1
2021-2024,TEA_operacional,Q603,1
2021-2024,TEA_operacional,Q643,1
2021-2024,TEA_operacional,Q647,1
2021-2024,TEA_operacional,S3200,1
2021-2024,TEA_operacional,S315,1
2021-2024,TEA_operacional,T143,1
2021-2024,TEA_operacional,S311,1
2021-2024,TEA_operacional,T173,1
2021-2024,TEA_operacional,S199,1
2021-2024,TEA_operacional,R268,1
2021-2024,TEA_operacional,S119,1
2021-2024,TEA_operacional,Q642,1
2021-2024,TEA_operacional,T368,1
2021-2024,TEA_operacional,Q638,1
2021-2024,TEA_operacional,S099,1
2021-2024,TEA_operacional,Q627,1
2021-2024,TEA_operacional,Q625,1
2021-2024,TEA_operacional,T230,1
2021-2024,TEA_operacional,T233,1
2021-2024,TEA_operacional,Q622,1
2021-2024,TEA_operacional,S0220,1
2021-2024,TEA_operacional,T360,1
2021-2024,TEA_operacional,S0210,1
2021-2024,TEA_operacional,K831,1
2021-2024,TEA_operacional,O266,1
2021-2024,TEA_operacional,F606,1
2021-2024,TEA_operacional,F438,1
2021-2024,TEA_operacional,F445,1
2021-2024,TEA_operacional,F503,1
2021-2024,TEA_operacional,F508,1
2021-2024,TEA_operacional,F514,1
2021-2024,TEA_operacional,F601,1
2021-2024,TEA_operacional,F602,1
2021-2024,TEA_operacional,F607,1
2021-2024,TEA_operacional,F380,1
2021-2024,TEA_operacional,F640,1
2021-2024,TEA_operacional,F648,1
2021-2024,TEA_operacional,F681,1
2021-2024,TEA_operacional,F701,1
2021-2024,TEA_operacional,F719,1
2021-2024,TEA_operacional,F729,1
2021-2024,TEA_operacional,F798,1
2021-2024,TEA_operacional,F418,1
2021-2024,TEA_operacional,F330,1
2021-2024,TEA_operacional,E880,1
2021-2024,TEA_operacional,F199,1
2021-2024,TEA_operacional,F079,1
2021-2024,TEA_operacional,F101,1
2021-2024,TEA_operacional,F122,1
2021-2024,TEA_operacional,F141,1
2021-2024,TEA_operacional,F192,1
2021-2024,TEA_operacional,F193,1
2021-2024,TEA_operacional,F195,1
2021-2024,TEA_operacional,F201,1
2021-2024,TEA_operacional,F318,1
2021-2024,TEA_operacional,F21,1
2021-2024,TEA_operacional,F238,1
2021-2024,TEA_operacional,F250,1
2021-2024,TEA_operacional,F300,1
2021-2024,TEA_operacional,F311,1
2021-2024,TEA_operacional,F312,1
2021-2024,TEA_operacional,F315,1
2021-2024,TEA_operacional,F809,1
2021-2024,TEA_operacional,F901,1
2021-2024,TEA_operacional,F941,1
2021-2024,TEA_operacional,H169,1
2021-2024,TEA_operacional,G823,1
2021-2024,TEA_operacional,G838,1
2021-2024,TEA_operacional,G911,1
2021-2024,TEA_operacional,G931,1
2021-2024,TEA_operacional,G938,1
2021-2024,TEA_operacional,H044,1
2021-2024,TEA_operacional,H050,1
2021-2024,TEA_operacional,H260,1
2021-2024,TEA_operacional,G008,1
2021-2024,TEA_operacional,H262,1
2021-2024,TEA_operacional,H270,1
2021-2024,TEA_operacional,H405,1
2021-2024,TEA_operacional,H408,1
2021-2024,TEA_operacional,H440,1
2021-2024,TEA_operacional,H46,1
2021-2024,TEA_operacional,H506,1
2021-2024,TEA_operacional,G822,1
2021-2024,TEA_operacional,G819,1
2021-2024,TEA_operacional,G808,1
2021-2024,TEA_operacional,G712,1
2021-2024,TEA_operacional,G049,1
2021-2024,TEA_operacional,G128,1
2021-2024,TEA_operacional,G243,1
2021-2024,TEA_operacional,G248,1
2021-2024,TEA_operacional,G249,1
2021-2024,TEA_operacional,G253,1
2021-2024,TEA_operacional,G255,1
2021-2024,TEA_operacional,G309,1
2021-2024,TEA_operacional,G360,1
2021-2024,TEA_operacional,G405,1
2021-2024,TEA_operacional,G406,1
2021-2024,TEA_operacional,G407,1
2021-2024,TEA_operacional,G439,1
2021-2024,TEA_operacional,G479,1
2021-2024,TEA_operacional,G700,1
2021-2024,TEA_operacional,F070,1
2021-2024,TEA_operacional,E876,1
2021-2024,TEA_operacional,H659,1
2021-2024,TEA_operacional,C780,1
2021-2024,TEA_operacional,C402,1
2021-2024,TEA_operacional,C439,1
2021-2024,TEA_operacional,C442,1
2021-2024,TEA_operacional,C710,1
2021-2024,TEA_operacional,C716,1
2021-2024,TEA_operacional,C717,1
2021-2024,TEA_operacional,C719,1
2021-2024,TEA_operacional,C920,1
2021-2024,TEA_operacional,B354,1
2021-2024,TEA_operacional,C959,1
2021-2024,TEA_operacional,D160,1
2021-2024,TEA_operacional,D165,1
2021-2024,TEA_operacional,D175,1
2021-2024,TEA_operacional,D234,1
2021-2024,TEA_operacional,D235,1
2021-2024,TEA_operacional,D24,1
2021-2024,TEA_operacional,C169,1
2021-2024,TEA_operacional,B348,1
2021-2024,TEA_operacional,E871,1
2021-2024,TEA_operacional,A379,1
2021-2024,TEA_operacional,A045,1
2021-2024,TEA_operacional,A047,1
2021-2024,TEA_operacional,A071,1
2021-2024,TEA_operacional,A082,1
2021-2024,TEA_operacional,A083,1
2021-2024,TEA_operacional,A085,1
2021-2024,TEA_operacional,A281,1
2021-2024,TEA_operacional,A400,1
2021-2024,TEA_operacional,B341,1
2021-2024,TEA_operacional,A491,1
2021-2024,TEA_operacional,A600,1
2021-2024,TEA_operacional,A870,1
2021-2024,TEA_operacional,A880,1
2021-2024,TEA_operacional,B011,1
2021-2024,TEA_operacional,B082,1
2021-2024,TEA_operacional,B09,1
2021-2024,TEA_operacional,D316,1
2021-2024,TEA_operacional,D321,1
2021-2024,TEA_operacional,D334,1
2021-2024,TEA_operacional,E668,1
2021-2024,TEA_operacional,E031,1
2021-2024,TEA_operacional,E041,1
2021-2024,TEA_operacional,E108,1
2021-2024,TEA_operacional,E161,1
2021-2024,TEA_operacional,E230,1
2021-2024,TEA_operacional,E271,1
2021-2024,TEA_operacional,E611,1
2021-2024,TEA_operacional,E711,1
2021-2024,TEA_operacional,D367,1
2021-2024,TEA_operacional,E740,1
2021-2024,TEA_operacional,E752,1
2021-2024,TEA_operacional,E806,1
2021-2024,TEA_operacional,E833,1
2021-2024,TEA_operacional,E835,1
2021-2024,TEA_operacional,E848,1
2021-2024,TEA_operacional,E870,1
2021-2024,TEA_operacional,D821,1
2021-2024,TEA_operacional,D812,1
2021-2024,TEA_operacional,D729,1
2021-2024,TEA_operacional,D695,1
2021-2024,TEA_operacional,D374,1
2021-2024,TEA_operacional,D376,1
2021-2024,TEA_operacional,D380,1
2021-2024,TEA_operacional,D410,1
2021-2024,TEA_operacional,D430,1
2021-2024,TEA_operacional,D481,1
2021-2024,TEA_operacional,D487,1
2021-2024,TEA_operacional,D508,1
2021-2024,TEA_operacional,D509,1
2021-2024,TEA_operacional,D570,1
2021-2024,TEA_operacional,D580,1
2021-2024,TEA_operacional,D611,1
2021-2024,TEA_operacional,D649,1
2021-2024,TEA_operacional,D680,1
2021-2024,TEA_operacional,D694,1
2021-2024,TEA_operacional,H653,1
2021-2024,TEA_operacional,H660,1
2021-2024,TEA_operacional,O068,1
2021-2024,TEA_operacional,M0640,1
2021-2024,TEA_operacional,L511,1
2021-2024,TEA_operacional,L732,1
2021-2024,TEA_operacional,L892,1
2021-2024,TEA_operacional,L910,1
2021-2024,TEA_operacional,L928,1
2021-2024,TEA_operacional,L929,1
2021-2024,TEA_operacional,L989,1
2021-2024,TEA_operacional,M0807,1
2021-2024,TEA_operacional,L211,1
2021-2024,TEA_operacional,M169,1
2021-2024,TEA_operacional,M2109,1
2021-2024,TEA_operacional,M2117,1
2021-2024,TEA_operacional,M2196,1
2021-2024,TEA_operacional,M220,1
2021-2024,TEA_operacional,M221,1
2021-2024,TEA_operacional,M303,1
2021-2024,TEA_operacional,L500,1
2021-2024,TEA_operacional,L209,1
2021-2024,TEA_operacional,K769,1
2021-2024,TEA_operacional,K921,1
2021-2024,TEA_operacional,K810,1
2021-2024,TEA_operacional,A031,1
2021-2024,TEA_operacional,K859,1
2021-2024,TEA_operacional,K913,1
2021-2024,TEA_operacional,K914,1
2021-2024,TEA_operacional,K919,1
2021-2024,TEA_operacional,K920,1
2021-2024,TEA_operacional,K922,1
2021-2024,TEA_operacional,L089,1
2021-2024,TEA_operacional,K929,1
2021-2024,TEA_operacional,L021,1
2021-2024,TEA_operacional,L023,1
2021-2024,TEA_operacional,L031,1
2021-2024,TEA_operacional,L040,1
2021-2024,TEA_operacional,L048,1
2021-2024,TEA_operacional,L050,1
2021-2024,TEA_operacional,M331,1
2021-2024,TEA_operacional,M4140,1
2021-2024,TEA_operacional,M4145,1
2021-2024,TEA_operacional,N391,1
2021-2024,TEA_operacional,N144,1
2021-2024,TEA_operacional,N178,1
2021-2024,TEA_operacional,N183,1
2021-2024,TEA_operacional,N201,1
2021-2024,TEA_operacional,N210,1
2021-2024,TEA_operacional,N319,1
2021-2024,TEA_operacional,N359,1
2021-2024,TEA_operacional,N432,1
2021-2024,TEA_operacional,M4149,1
2021-2024,TEA_operacional,N62,1
2021-2024,TEA_operacional,N72,1
2021-2024,TEA_operacional,N835,1
2021-2024,TEA_operacional,N948,1
2021-2024,TEA_operacional,N995,1
2021-2024,TEA_operacional,O028,1
2021-2024,TEA_operacional,O036,1
2021-2024,TEA_operacional,N12,1
2021-2024,TEA_operacional,M8691,1
2021-2024,TEA_operacional,M8665,1
2021-2024,TEA_operacional,M8664,1
2021-2024,TEA_operacional,M4185,1
2021-2024,TEA_operacional,M512,1
2021-2024,TEA_operacional,M5422,1
2021-2024,TEA_operacional,M6028,1
2021-2024,TEA_operacional,M6089,1
2021-2024,TEA_operacional,M6534,1
2021-2024,TEA_operacional,M673,1
2021-2024,TEA_operacional,M7046,1
2021-2024,TEA_operacional,M7138,1
2021-2024,TEA_operacional,M7935,1
2021-2024,TEA_operacional,M7966,1
2021-2024,TEA_operacional,M8159,1
2021-2024,TEA_operacional,M8443,1
2021-2024,TEA_operacional,M8445,1
2021-2024,TEA_operacional,M8566,1
2021-2024,TEA_operacional,K801,1
2021-2024,TEA_operacional,K760,1
2021-2024,TEA_operacional,H664,1
2021-2024,TEA_operacional,J211,1
2021-2024,TEA_operacional,J041,1
2021-2024,TEA_operacional,J060,1
2021-2024,TEA_operacional,J110,1
2021-2024,TEA_operacional,J150,1
2021-2024,TEA_operacional,J181,1
2021-2024,TEA_operacional,J188,1
2021-2024,TEA_operacional,J201,1
