era,definition,sex,age_group,comuna_norm,persons
2021-2024,autismo_F840,HOMBRE,5-9,NUEVA IMPERIAL,5
2021-2024,autismo_F840,HOMBRE,5-9,NUNOA,14
2021-2024,autismo_F840,HOMBRE,5-9,OLIVAR,2
2021-2024,autismo_F840,HOMBRE,5-9,OLMUE,2
2021-2024,autismo_F840,HOMBRE,5-9,OSORNO,75
2021-2024,autismo_F840,HOMBRE,5-9,OVALLE,51
2021-2024,autismo_F840,HOMBRE,5-9,PADRE HURTADO,4
2021-2024,autismo_F840,HOMBRE,5-9,PADRE LAS CASAS,13
2021-2024,autismo_F840,HOMBRE,5-9,PAILLACO,2
2021-2024,autismo_F840,HOMBRE,5-9,PAINE,15
2021-2024,autismo_F840,HOMBRE,5-9,PALMILLA,1
2021-2024,autismo_F840,HOMBRE,5-9,PANGUIPULLI,6
2021-2024,autismo_F840,HOMBRE,5-9,PANQUEHUE,1
2021-2024,autismo_F840,HOMBRE,5-9,PAPUDO,1
2021-2024,autismo_F840,HOMBRE,5-9,PAREDONES,1
2021-2024,autismo_F840,HOMBRE,5-9,PARRAL,5
2021-2024,autismo_F840,HOMBRE,5-9,PEDRO AGUIRRE CERDA,33
2021-2024,autismo_F840,HOMBRE,5-9,PEMUCO,3
2021-2024,autismo_F840,HOMBRE,5-9,PENAFLOR,8
2021-2024,autismo_F840,HOMBRE,5-9,PENALOLEN,32
2021-2024,autismo_F840,HOMBRE,5-9,PENCAHUE,2
2021-2024,autismo_F840,HOMBRE,5-9,PENCO,20
2021-2024,autismo_F840,HOMBRE,5-9,PERALILLO,2
2021-2024,autismo_F840,HOMBRE,5-9,PERQUENCO,1
2021-2024,autismo_F840,HOMBRE,5-9,PETORCA,1
2021-2024,autismo_F840,HOMBRE,5-9,PICHIDEGUA,2
2021-2024,autismo_F840,HOMBRE,5-9,PICHILEMU,4
2021-2024,autismo_F840,HOMBRE,5-9,PINTO,2
2021-2024,autismo_F840,HOMBRE,5-9,PIRQUE,4
2021-2024,autismo_F840,HOMBRE,5-9,PITRUFQUEN,7
2021-2024,autismo_F840,HOMBRE,5-9,PORTEZUELO,1
2021-2024,autismo_F840,HOMBRE,5-9,PORVENIR,1
2021-2024,autismo_F840,HOMBRE,5-9,POZO ALMONTE,4
2021-2024,autismo_F840,HOMBRE,5-9,PROVIDENCIA,9
2021-2024,autismo_F840,HOMBRE,5-9,PUCHUNCAVI,1
2021-2024,autismo_F840,HOMBRE,5-9,PUCON,6
2021-2024,autismo_F840,HOMBRE,5-9,PUDAHUEL,31
2021-2024,autismo_F840,HOMBRE,5-9,PUENTE ALTO,152
2021-2024,autismo_F840,HOMBRE,5-9,PUERTO MONTT,25
2021-2024,autismo_F840,HOMBRE,5-9,PUERTO OCTAY,2
2021-2024,autismo_F840,HOMBRE,5-9,PUERTO VARAS,5
2021-2024,autismo_F840,HOMBRE,5-9,PUNITAQUI,7
2021-2024,autismo_F840,HOMBRE,5-9,PUNTA ARENAS,30
2021-2024,autismo_F840,HOMBRE,5-9,PUREN,4
2021-2024,autismo_F840,HOMBRE,5-9,PURRANQUE,3
2021-2024,autismo_F840,HOMBRE,5-9,PUTAENDO,4
2021-2024,autismo_F840,HOMBRE,5-9,PUYEHUE,3
2021-2024,autismo_F840,HOMBRE,5-9,QUEILEN,1
2021-2024,autismo_F840,HOMBRE,5-9,QUELLON,3
2021-2024,autismo_F840,HOMBRE,5-9,QUEMCHI,1
2021-2024,autismo_F840,HOMBRE,5-9,QUILICURA,16
2021-2024,autismo_F840,HOMBRE,5-9,QUILLECO,2
2021-2024,autismo_F840,HOMBRE,5-9,QUILLON,4
2021-2024,autismo_F840,HOMBRE,5-9,QUILLOTA,20
2021-2024,autismo_F840,HOMBRE,5-9,QUILPUE,20
2021-2024,autismo_F840,HOMBRE,5-9,QUINTA NORMAL,20
2021-2024,autismo_F840,HOMBRE,5-9,QUINTERO,7
2021-2024,autismo_F840,HOMBRE,5-9,QUIRIHUE,2
2021-2024,autismo_F840,HOMBRE,5-9,RANCAGUA,36
2021-2024,autismo_F840,HOMBRE,5-9,RANQUIL,1
2021-2024,autismo_F840,HOMBRE,5-9,RAUCO,2
2021-2024,autismo_F840,HOMBRE,5-9,RECOLETA,6
2021-2024,autismo_F840,HOMBRE,5-9,RENAICO,2
2021-2024,autismo_F840,HOMBRE,5-9,RENCA,24
2021-2024,autismo_F840,HOMBRE,5-9,RENGO,7
2021-2024,autismo_F840,HOMBRE,5-9,REQUINOA,2
2021-2024,autismo_F840,HOMBRE,5-9,RETIRO,3
2021-2024,autismo_F840,HOMBRE,5-9,RINCONADA,2
2021-2024,autismo_F840,HOMBRE,5-9,RIO CLARO,2
2021-2024,autismo_F840,HOMBRE,5-9,RIO NEGRO,1
2021-2024,autismo_F840,HOMBRE,5-9,ROMERAL,3
2021-2024,autismo_F840,HOMBRE,5-9,SAAVEDRA,3
2021-2024,autismo_F840,HOMBRE,5-9,SAGRADA FAMILIA,1
2021-2024,autismo_F840,HOMBRE,5-9,SALAMANCA,1
2021-2024,autismo_F840,HOMBRE,5-9,SAN ANTONIO,15
2021-2024,autismo_F840,HOMBRE,5-9,SAN BERNARDO,98
2021-2024,autismo_F840,HOMBRE,5-9,SAN CARLOS,41
2021-2024,autismo_F840,HOMBRE,5-9,SAN CLEMENTE,11
2021-2024,autismo_F840,HOMBRE,5-9,SAN ESTEBAN,2
2021-2024,autismo_F840,HOMBRE,5-9,SAN FABIAN,2
2021-2024,autismo_F840,HOMBRE,5-9,SAN FELIPE,18
2021-2024,autismo_F840,HOMBRE,5-9,SAN FERNANDO,16
2021-2024,autismo_F840,HOMBRE,5-9,SAN IGNACIO,1
2021-2024,autismo_F840,HOMBRE,5-9,SAN JAVIER,9
2021-2024,autismo_F840,HOMBRE,5-9,SAN JOAQUIN,19
2021-2024,autismo_F840,HOMBRE,5-9,SAN JOSE DE MAIPO,5
2021-2024,autismo_F840,HOMBRE,5-9,SAN JUAN DE LA COSTA,4
2021-2024,autismo_F840,HOMBRE,5-9,SAN MIGUEL,18
2021-2024,autismo_F840,HOMBRE,5-9,SAN NICOLAS,3
2021-2024,autismo_F840,HOMBRE,5-9,SAN PABLO,2
2021-2024,autismo_F840,HOMBRE,5-9,SAN PEDRO,1
2021-2024,autismo_F840,HOMBRE,5-9,SAN PEDRO DE ATACAMA,1
2021-2024,autismo_F840,HOMBRE,5-9,SAN PEDRO DE LA PAZ,35
2021-2024,autismo_F840,HOMBRE,5-9,SAN RAFAEL,4
2021-2024,autismo_F840,HOMBRE,5-9,SAN RAMON,20
2021-2024,autismo_F840,HOMBRE,5-9,SAN VICENTE,3
2021-2024,autismo_F840,HOMBRE,5-9,SANTA BARBARA,3
2021-2024,autismo_F840,HOMBRE,5-9,SANTA CRUZ,6
2021-2024,autismo_F840,HOMBRE,5-9,SANTA JUANA,5
2021-2024,autismo_F840,HOMBRE,5-9,SANTA MARIA,1
2021-2024,autismo_F840,HOMBRE,5-9,SANTIAGO,59
2021-2024,autismo_F840,HOMBRE,5-9,TALAGANTE,13
2021-2024,autismo_F840,HOMBRE,5-9,TALCA,39
2021-2024,autismo_F840,HOMBRE,5-9,TALCAHUANO,63
2021-2024,autismo_F840,HOMBRE,5-9,TALTAL,3
2021-2024,autismo_F840,HOMBRE,5-9,TEMUCO,80
2021-2024,autismo_F840,HOMBRE,5-9,TENO,5
2021-2024,autismo_F840,HOMBRE,5-9,TEODORO SCHMIDT,1
2021-2024,autismo_F840,HOMBRE,5-9,TIERRA AMARILLA,2
2021-2024,autismo_F840,HOMBRE,5-9,TILTIL,1
2021-2024,autismo_F840,HOMBRE,5-9,TIRUA,1
2021-2024,autismo_F840,HOMBRE,5-9,TOCOPILLA,6
2021-2024,autismo_F840,HOMBRE,5-9,TOLTEN,2
2021-2024,autismo_F840,HOMBRE,5-9,TOME,23
2021-2024,autismo_F840,HOMBRE,5-9,TRAIGUEN,1
2021-2024,autismo_F840,HOMBRE,5-9,TUCAPEL,6
2021-2024,autismo_F840,HOMBRE,5-9,VALDIVIA,16
2021-2024,autismo_F840,HOMBRE,5-9,VALLENAR,19
2021-2024,autismo_F840,HOMBRE,5-9,VALPARAISO,82
2021-2024,autismo_F840,HOMBRE,5-9,VICHUQUEN,1
2021-2024,autismo_F840,HOMBRE,5-9,VICTORIA,10
2021-2024,autismo_F840,HOMBRE,5-9,VICUNA,6
2021-2024,autismo_F840,HOMBRE,5-9,VILCUN,3
2021-2024,autismo_F840,HOMBRE,5-9,VILLA ALEGRE,4
2021-2024,autismo_F840,HOMBRE,5-9,VILLA ALEMANA,17
2021-2024,autismo_F840,HOMBRE,5-9,VILLARRICA,11
2021-2024,autismo_F840,HOMBRE,5-9,VINA DEL MAR,56
2021-2024,autismo_F840,HOMBRE,5-9,VITACURA,1
2021-2024,autismo_F840,HOMBRE,5-9,YERBAS BUENAS,8
2021-2024,autismo_F840,HOMBRE,5-9,YUMBEL,7
2021-2024,autismo_F840,HOMBRE,5-9,YUNGAY,3
2021-2024,autismo_F840,HOMBRE,50-54,ARICA,2
2021-2024,autismo_F840,HOMBRE,50-54,CONCEPCION,1
2021-2024,autismo_F840,HOMBRE,50-54,EL BOSQUE,1
2021-2024,autismo_F840,HOMBRE,50-54,MAIPU,1
2021-2024,autismo_F840,HOMBRE,50-54,MELIPILLA,1
2021-2024,autismo_F840,HOMBRE,50-54,NUNOA,1
2021-2024,autismo_F840,HOMBRE,50-54,PUENTE ALTO,4
2021-2024,autismo_F840,HOMBRE,50-54,TEMUCO,1
2021-2024,autismo_F840,HOMBRE,50-54,VALPARAISO,2
2021-2024,autismo_F840,HOMBRE,50-54,VINA DEL MAR,1
2021-2024,autismo_F840,HOMBRE,55-59,ANTOFAGASTA,1
2021-2024,autismo_F840,HOMBRE,55-59,SAN ANTONIO,1
2021-2024,autismo_F840,HOMBRE,55-59,SANTIAGO,1
2021-2024,autismo_F840,HOMBRE,55-59,TEMUCO,1
2021-2024,autismo_F840,HOMBRE,55-59,VALPARAISO,1
2021-2024,autismo_F840,HOMBRE,60-64,ALGARROBO,1
2021-2024,autismo_F840,HOMBRE,60-64,CAUQUENES,1
2021-2024,autismo_F840,HOMBRE,60-64,COLTAUCO,1
2021-2024,autismo_F840,HOMBRE,60-64,PENALOLEN,1
2021-2024,autismo_F840,HOMBRE,60-64,RANCAGUA,1
2021-2024,autismo_F840,HOMBRE,60-64,RECOLETA,1
2021-2024,autismo_F840,HOMBRE,60-64,RENCA,1
2021-2024,autismo_F840,HOMBRE,60-64,SAN FERNANDO,1
2021-2024,autismo_F840,HOMBRE,60-64,YUNGAY,1
2021-2024,autismo_F840,HOMBRE,65-69,ARICA,1
2021-2024,autismo_F840,HOMBRE,65-69,CHILLAN,1
2021-2024,autismo_F840,HOMBRE,65-69,CONCEPCION,1
2021-2024,autismo_F840,HOMBRE,65-69,PUENTE ALTO,1
2021-2024,autismo_F840,HOMBRE,70-74,CON CON,1
2021-2024,autismo_F840,HOMBRE,70-74,PUENTE ALTO,1
2021-2024,autismo_F840,HOMBRE,70-74,VALPARAISO,1
2021-2024,autismo_F840,HOMBRE,70-74,YUNGAY,1
2021-2024,autismo_F840,HOMBRE,75-79,PERALILLO,1
2021-2024,autismo_F840,HOMBRE,75-79,VALDIVIA,1
2021-2024,autismo_F840,HOMBRE,80+,VINA DEL MAR,1
2021-2024,autismo_F840,MUJER,0-4,ALTO HOSPICIO,2
2021-2024,autismo_F840,MUJER,0-4,ANGOL,4
2021-2024,autismo_F840,MUJER,0-4,ANTOFAGASTA,38
2021-2024,autismo_F840,MUJER,0-4,ARAUCO,4
2021-2024,autismo_F840,MUJER,0-4,ARICA,13
2021-2024,autismo_F840,MUJER,0-4,BUIN,3
2021-2024,autismo_F840,MUJER,0-4,CABILDO,1
2021-2024,autismo_F840,MUJER,0-4,CABRERO,1
2021-2024,autismo_F840,MUJER,0-4,CALAMA,18
2021-2024,autismo_F840,MUJER,0-4,CALERA,3
2021-2024,autismo_F840,MUJER,0-4,CALERA DE TANGO,1
2021-2024,autismo_F840,MUJER,0-4,CARAHUE,1
2021-2024,autismo_F840,MUJER,0-4,CARTAGENA,1
2021-2024,autismo_F840,MUJER,0-4,CASABLANCA,1
2021-2024,autismo_F840,MUJER,0-4,CASTRO,2
2021-2024,autismo_F840,MUJER,0-4,CAUQUENES,1
2021-2024,autismo_F840,MUJER,0-4,CERRILLOS,3
2021-2024,autismo_F840,MUJER,0-4,CERRO NAVIA,3
2021-2024,autismo_F840,MUJER,0-4,CHIGUAYANTE,8
2021-2024,autismo_F840,MUJER,0-4,CHILLAN,18
2021-2024,autismo_F840,MUJER,0-4,CHIMBARONGO,1
2021-2024,autismo_F840,MUJER,0-4,COELEMU,1
2021-2024,autismo_F840,MUJER,0-4,COIHAIQUE,3
2021-2024,autismo_F840,MUJER,0-4,COIHUECO,2
2021-2024,autismo_F840,MUJER,0-4,COLINA,3
2021-2024,autismo_F840,MUJER,0-4,COLLIPULLI,1
2021-2024,autismo_F840,MUJER,0-4,COLTAUCO,1
2021-2024,autismo_F840,MUJER,0-4,CON CON,3
2021-2024,autismo_F840,MUJER,0-4,CONCEPCION,8
2021-2024,autismo_F840,MUJER,0-4,CONCHALI,1
2021-2024,autismo_F840,MUJER,0-4,CONSTITUCION,2
2021-2024,autismo_F840,MUJER,0-4,COPIAPO,4
2021-2024,autismo_F840,MUJER,0-4,COQUIMBO,28
2021-2024,autismo_F840,MUJER,0-4,CORONEL,17
2021-2024,autismo_F840,MUJER,0-4,CUNCO,1
2021-2024,autismo_F840,MUJER,0-4,CURANILAHUE,3
2021-2024,autismo_F840,MUJER,0-4,CURICO,5
2021-2024,autismo_F840,MUJER,0-4,DONIHUE,1
2021-2024,autismo_F840,MUJER,0-4,EL BOSQUE,10
2021-2024,autismo_F840,MUJER,0-4,EL MONTE,2
2021-2024,autismo_F840,MUJER,0-4,ESTACION CENTRAL,6
2021-2024,autismo_F840,MUJER,0-4,HUALPEN,9
2021-2024,autismo_F840,MUJER,0-4,INDEPENDENCIA,2
2021-2024,autismo_F840,MUJER,0-4,IQUIQUE,8
2021-2024,autismo_F840,MUJER,0-4,LA CISTERNA,2
2021-2024,autismo_F840,MUJER,0-4,LA FLORIDA,12
2021-2024,autismo_F840,MUJER,0-4,LA GRANJA,7
2021-2024,autismo_F840,MUJER,0-4,LA LIGUA,1
2021-2024,autismo_F840,MUJER,0-4,LA PINTANA,6
2021-2024,autismo_F840,MUJER,0-4,LA SERENA,15
2021-2024,autismo_F840,MUJER,0-4,LA UNION,1
2021-2024,autismo_F840,MUJER,0-4,LAJA,1
2021-2024,autismo_F840,MUJER,0-4,LAMPA,1
2021-2024,autismo_F840,MUJER,0-4,LANCO,1
2021-2024,autismo_F840,MUJER,0-4,LAUTARO,1
2021-2024,autismo_F840,MUJER,0-4,LIMACHE,1
2021-2024,autismo_F840,MUJER,0-4,LINARES,6
2021-2024,autismo_F840,MUJER,0-4,LLAILLAY,1
2021-2024,autismo_F840,MUJER,0-4,LLANQUIHUE,1
2021-2024,autismo_F840,MUJER,0-4,LO BARNECHEA,2
2021-2024,autismo_F840,MUJER,0-4,LO ESPEJO,5
2021-2024,autismo_F840,MUJER,0-4,LO PRADO,1
2021-2024,autismo_F840,MUJER,0-4,LONCOCHE,2
2021-2024,autismo_F840,MUJER,0-4,LONGAVI,2
2021-2024,autismo_F840,MUJER,0-4,LONQUIMAY,1
2021-2024,autismo_F840,MUJER,0-4,LOS ALAMOS,2
2021-2024,autismo_F840,MUJER,0-4,LOS ANDES,3
2021-2024,autismo_F840,MUJER,0-4,LOS ANGELES,11
2021-2024,autismo_F840,MUJER,0-4,LOS LAGOS,1
2021-2024,autismo_F840,MUJER,0-4,LOS MUERMOS,1
2021-2024,autismo_F840,MUJER,0-4,LOTA,6
2021-2024,autismo_F840,MUJER,0-4,MACHALI,3
2021-2024,autismo_F840,MUJER,0-4,MACUL,2
2021-2024,autismo_F840,MUJER,0-4,MAIPU,16
2021-2024,autismo_F840,MUJER,0-4,MAULE,2
2021-2024,autismo_F840,MUJER,0-4,MEJILLONES,2
2021-2024,autismo_F840,MUJER,0-4,MELIPILLA,4
2021-2024,autismo_F840,MUJER,0-4,MULCHEN,1
2021-2024,autismo_F840,MUJER,0-4,NEGRETE,1
2021-2024,autismo_F840,MUJER,0-4,NOGALES,1
2021-2024,autismo_F840,MUJER,0-4,NUEVA IMPERIAL,1
2021-2024,autismo_F840,MUJER,0-4,NUNOA,5
2021-2024,autismo_F840,MUJER,0-4,OSORNO,7
2021-2024,autismo_F840,MUJER,0-4,OVALLE,4
2021-2024,autismo_F840,MUJER,0-4,PADRE HURTADO,1
2021-2024,autismo_F840,MUJER,0-4,PADRE LAS CASAS,2
2021-2024,autismo_F840,MUJER,0-4,PAINE,3
2021-2024,autismo_F840,MUJER,0-4,PARRAL,2
2021-2024,autismo_F840,MUJER,0-4,PEDRO AGUIRRE CERDA,2
2021-2024,autismo_F840,MUJER,0-4,PENAFLOR,4
2021-2024,autismo_F840,MUJER,0-4,PENALOLEN,5
2021-2024,autismo_F840,MUJER,0-4,PENCO,1
2021-2024,autismo_F840,MUJER,0-4,PICA,1
2021-2024,autismo_F840,MUJER,0-4,PIRQUE,2
2021-2024,autismo_F840,MUJER,0-4,PITRUFQUEN,1
2021-2024,autismo_F840,MUJER,0-4,POZO ALMONTE,1
2021-2024,autismo_F840,MUJER,0-4,PROVIDENCIA,4
2021-2024,autismo_F840,MUJER,0-4,PUCON,1
2021-2024,autismo_F840,MUJER,0-4,PUDAHUEL,5
2021-2024,autismo_F840,MUJER,0-4,PUENTE ALTO,46
2021-2024,autismo_F840,MUJER,0-4,PUERTO MONTT,10
2021-2024,autismo_F840,MUJER,0-4,PUNTA ARENAS,6
2021-2024,autismo_F840,MUJER,0-4,PUREN,1
2021-2024,autismo_F840,MUJER,0-4,PUYEHUE,1
2021-2024,autismo_F840,MUJER,0-4,QUILICURA,6
2021-2024,autismo_F840,MUJER,0-4,QUILLON,1
2021-2024,autismo_F840,MUJER,0-4,QUILLOTA,8
2021-2024,autismo_F840,MUJER,0-4,QUILPUE,2
2021-2024,autismo_F840,MUJER,0-4,QUINCHAO,1
2021-2024,autismo_F840,MUJER,0-4,QUINTA NORMAL,3
2021-2024,autismo_F840,MUJER,0-4,QUINTERO,1
2021-2024,autismo_F840,MUJER,0-4,QUIRIHUE,1
2021-2024,autismo_F840,MUJER,0-4,RANCAGUA,14
2021-2024,autismo_F840,MUJER,0-4,RECOLETA,2
2021-2024,autismo_F840,MUJER,0-4,RENCA,3
2021-2024,autismo_F840,MUJER,0-4,RIO CLARO,1
2021-2024,autismo_F840,MUJER,0-4,SAN ANTONIO,4
2021-2024,autismo_F840,MUJER,0-4,SAN BERNARDO,12
2021-2024,autismo_F840,MUJER,0-4,SAN CARLOS,4
2021-2024,autismo_F840,MUJER,0-4,SAN CLEMENTE,1
2021-2024,autismo_F840,MUJER,0-4,SAN FELIPE,1
2021-2024,autismo_F840,MUJER,0-4,SAN FERNANDO,2
2021-2024,autismo_F840,MUJER,0-4,SAN JAVIER,7
2021-2024,autismo_F840,MUJER,0-4,SAN JOAQUIN,6
2021-2024,autismo_F840,MUJER,0-4,SAN JUAN DE LA COSTA,1
2021-2024,autismo_F840,MUJER,0-4,SAN MIGUEL,1
2021-2024,autismo_F840,MUJER,0-4,SAN PEDRO DE LA PAZ,4
2021-2024,autismo_F840,MUJER,0-4,SAN RAFAEL,2
2021-2024,autismo_F840,MUJER,0-4,SAN RAMON,3
2021-2024,autismo_F840,MUJER,0-4,SAN VICENTE,1
2021-2024,autismo_F840,MUJER,0-4,SANTIAGO,13
2021-2024,autismo_F840,MUJER,0-4,TALAGANTE,5
2021-2024,autismo_F840,MUJER,0-4,TALCA,7
2021-2024,autismo_F840,MUJER,0-4,TALCAHUANO,8
2021-2024,autismo_F840,MUJER,0-4,TEMUCO,12
2021-2024,autismo_F840,MUJER,0-4,TRAIGUEN,1
2021-2024,autismo_F840,MUJER,0-4,VALDIVIA,6
2021-2024,autismo_F840,MUJER,0-4,VALLENAR,2
2021-2024,autismo_F840,MUJER,0-4,VALPARAISO,20
2021-2024,autismo_F840,MUJER,0-4,VICTORIA,1
2021-2024,autismo_F840,MUJER,0-4,VICUNA,1
2021-2024,autismo_F840,MUJER,0-4,VILLA ALEGRE,1
2021-2024,autismo_F840,MUJER,0-4,VILLA ALEMANA,4
2021-2024,autismo_F840,MUJER,0-4,VILLARRICA,3
2021-2024,autismo_F840,MUJER,0-4,VINA DEL MAR,16
2021-2024,autismo_F840,MUJER,10-14,AISEN,3
2021-2024,autismo_F840,MUJER,10-14,ALTO HOSPICIO,11
2021-2024,autismo_F840,MUJER,10-14,ANCUD,1
2021-2024,autismo_F840,MUJER,10-14,ANDACOLLO,1
2021-2024,autismo_F840,MUJER,10-14,ANGOL,4
2021-2024,autismo_F840,MUJER,10-14,ANTARTICA,1
2021-2024,autismo_F840,MUJER,10-14,ANTOFAGASTA,36
2021-2024,autismo_F840,MUJER,10-14,ARAUCO,3
2021-2024,autismo_F840,MUJER,10-14,ARICA,34
2021-2024,autismo_F840,MUJER,10-14,BUIN,7
2021-2024,autismo_F840,MUJER,10-14,BULNES,1
2021-2024,autismo_F840,MUJER,10-14,CABO DE HORNOS,1
2021-2024,autismo_F840,MUJER,10-14,CABRERO,1
2021-2024,autismo_F840,MUJER,10-14,CALAMA,51
2021-2024,autismo_F840,MUJER,10-14,CALBUCO,1
2021-2024,autismo_F840,MUJER,10-14,CALERA,2
2021-2024,autismo_F840,MUJER,10-14,CALERA DE TANGO,2
2021-2024,autismo_F840,MUJER,10-14,CARTAGENA,1
2021-2024,autismo_F840,MUJER,10-14,CASABLANCA,2
2021-2024,autismo_F840,MUJER,10-14,CASTRO,6
2021-2024,autismo_F840,MUJER,10-14,CERRO NAVIA,5
2021-2024,autismo_F840,MUJER,10-14,CHIGUAYANTE,11
2021-2024,autismo_F840,MUJER,10-14,CHILLAN,74
2021-2024,autismo_F840,MUJER,10-14,CHILLAN VIEJO,3
2021-2024,autismo_F840,MUJER,10-14,CHIMBARONGO,1
2021-2024,autismo_F840,MUJER,10-14,COBQUECURA,1
2021-2024,autismo_F840,MUJER,10-14,COCHRANE,1
2021-2024,autismo_F840,MUJER,10-14,COELEMU,1
2021-2024,autismo_F840,MUJER,10-14,COIHAIQUE,4
2021-2024,autismo_F840,MUJER,10-14,COIHUECO,3
2021-2024,autismo_F840,MUJER,10-14,COLBUN,2
2021-2024,autismo_F840,MUJER,10-14,COLINA,4
2021-2024,autismo_F840,MUJER,10-14,COLLIPULLI,2
2021-2024,autismo_F840,MUJER,10-14,COMBARBALA,2
2021-2024,autismo_F840,MUJER,10-14,CON CON,3
2021-2024,autismo_F840,MUJER,10-14,CONCEPCION,15
2021-2024,autismo_F840,MUJER,10-14,CONCHALI,2
2021-2024,autismo_F840,MUJER,10-14,CONSTITUCION,3
2021-2024,autismo_F840,MUJER,10-14,COPIAPO,9
2021-2024,autismo_F840,MUJER,10-14,COQUIMBO,37
2021-2024,autismo_F840,MUJER,10-14,CORONEL,18
2021-2024,autismo_F840,MUJER,10-14,CURACAUTIN,1
2021-2024,autismo_F840,MUJER,10-14,CURANILAHUE,3
2021-2024,autismo_F840,MUJER,10-14,CURARREHUE,1
2021-2024,autismo_F840,MUJER,10-14,CUREPTO,1
2021-2024,autismo_F840,MUJER,10-14,CURICO,9
2021-2024,autismo_F840,MUJER,10-14,EL BOSQUE,14
2021-2024,autismo_F840,MUJER,10-14,EL CARMEN,2
2021-2024,autismo_F840,MUJER,10-14,EL TABO,1
2021-2024,autismo_F840,MUJER,10-14,ERCILLA,1
2021-2024,autismo_F840,MUJER,10-14,ESTACION CENTRAL,3
2021-2024,autismo_F840,MUJER,10-14,FLORIDA,1
2021-2024,autismo_F840,MUJER,10-14,FRUTILLAR,2
2021-2024,autismo_F840,MUJER,10-14,FUTRONO,1
2021-2024,autismo_F840,MUJER,10-14,HIJUELAS,3
2021-2024,autismo_F840,MUJER,10-14,HUALANE,1
2021-2024,autismo_F840,MUJER,10-14,HUALPEN,13
2021-2024,autismo_F840,MUJER,10-14,HUALQUI,4
2021-2024,autismo_F840,MUJER,10-14,HUECHURABA,1
2021-2024,autismo_F840,MUJER,10-14,ILLAPEL,1
2021-2024,autismo_F840,MUJER,10-14,INDEPENDENCIA,1
2021-2024,autismo_F840,MUJER,10-14,IQUIQUE,14
2021-2024,autismo_F840,MUJER,10-14,ISLA DE MAIPO,2
2021-2024,autismo_F840,MUJER,10-14,LA CISTERNA,5
2021-2024,autismo_F840,MUJER,10-14,LA CRUZ,1
2021-2024,autismo_F840,MUJER,10-14,LA FLORIDA,23
2021-2024,autismo_F840,MUJER,10-14,LA GRANJA,13
2021-2024,autismo_F840,MUJER,10-14,LA LIGUA,3
2021-2024,autismo_F840,MUJER,10-14,LA PINTANA,7
2021-2024,autismo_F840,MUJER,10-14,LA REINA,1
2021-2024,autismo_F840,MUJER,10-14,LA SERENA,22
2021-2024,autismo_F840,MUJER,10-14,LA UNION,1
2021-2024,autismo_F840,MUJER,10-14,LAMPA,1
2021-2024,autismo_F840,MUJER,10-14,LAS CABRAS,1
2021-2024,autismo_F840,MUJER,10-14,LAS CONDES,2
2021-2024,autismo_F840,MUJER,10-14,LAUTARO,6
2021-2024,autismo_F840,MUJER,10-14,LIMACHE,1
2021-2024,autismo_F840,MUJER,10-14,LINARES,4
2021-2024,autismo_F840,MUJER,10-14,LLAILLAY,1
2021-2024,autismo_F840,MUJER,10-14,LO BARNECHEA,3
2021-2024,autismo_F840,MUJER,10-14,LO ESPEJO,9
2021-2024,autismo_F840,MUJER,10-14,LO PRADO,2
2021-2024,autismo_F840,MUJER,10-14,LONCOCHE,1
2021-2024,autismo_F840,MUJER,10-14,LONGAVI,1
2021-2024,autismo_F840,MUJER,10-14,LONQUIMAY,1
2021-2024,autismo_F840,MUJER,10-14,LOS ALAMOS,1
2021-2024,autismo_F840,MUJER,10-14,LOS ANDES,5
2021-2024,autismo_F840,MUJER,10-14,LOS ANGELES,26
2021-2024,autismo_F840,MUJER,10-14,LOS MUERMOS,1
2021-2024,autismo_F840,MUJER,10-14,LOS VILOS,1
2021-2024,autismo_F840,MUJER,10-14,LOTA,3
2021-2024,autismo_F840,MUJER,10-14,LUMACO,1
2021-2024,autismo_F840,MUJER,10-14,MACHALI,2
2021-2024,autismo_F840,MUJER,10-14,MACUL,5
2021-2024,autismo_F840,MUJER,10-14,MAFIL,3
2021-2024,autismo_F840,MUJER,10-14,MAIPU,16
2021-2024,autismo_F840,MUJER,10-14,MARIA PINTO,1
2021-2024,autismo_F840,MUJER,10-14,MEJILLONES,1
2021-2024,autismo_F840,MUJER,10-14,MELIPILLA,4
2021-2024,autismo_F840,MUJER,10-14,MOLINA,2
2021-2024,autismo_F840,MUJER,10-14,MONTE PATRIA,2
2021-2024,autismo_F840,MUJER,10-14,MOSTAZAL,1
2021-2024,autismo_F840,MUJER,10-14,MULCHEN,3
2021-2024,autismo_F840,MUJER,10-14,NIQUEN,1
2021-2024,autismo_F840,MUJER,10-14,NUEVA IMPERIAL,3
2021-2024,autismo_F840,MUJER,10-14,NUNOA,8
2021-2024,autismo_F840,MUJER,10-14,OLIVAR,1
2021-2024,autismo_F840,MUJER,10-14,OLMUE,1
2021-2024,autismo_F840,MUJER,10-14,OSORNO,17
2021-2024,autismo_F840,MUJER,10-14,OVALLE,8
2021-2024,autismo_F840,MUJER,10-14,PADRE HURTADO,1
2021-2024,autismo_F840,MUJER,10-14,PADRE LAS CASAS,3
2021-2024,autismo_F840,MUJER,10-14,PAINE,3
2021-2024,autismo_F840,MUJER,10-14,PANQUEHUE,1
