era,definition,code,patients
2021-2024,TEA_operacional,F232,5
2021-2024,TEA_operacional,K804,5
2021-2024,TEA_operacional,S610,5
2021-2024,TEA_operacional,D479,5
2021-2024,TEA_operacional,S681,5
2021-2024,TEA_operacional,F602,5
2021-2024,TEA_operacional,F195,5
2021-2024,TEA_operacional,L023,5
2021-2024,TEA_operacional,J390,4
2021-2024,TEA_operacional,S311,4
2021-2024,TEA_operacional,J850,4
2021-2024,TEA_operacional,K439,4
2021-2024,TEA_operacional,L022,4
2021-2024,TEA_operacional,Q870,4
2021-2024,TEA_operacional,Z653,4
2021-2024,TEA_operacional,K510,4
2021-2024,TEA_operacional,J851,4
2021-2024,TEA_operacional,G938,4
2021-2024,TEA_operacional,G809,4
2021-2024,TEA_operacional,Z031,4
2021-2024,TEA_operacional,Q753,4
2021-2024,TEA_operacional,Q750,4
2021-2024,TEA_operacional,H000,4
2021-2024,TEA_operacional,G918,4
2021-2024,TEA_operacional,L010,4
2021-2024,TEA_operacional,Z478,4
2021-2024,TEA_operacional,Z011,4
2021-2024,TEA_operacional,T149,4
2021-2024,TEA_operacional,K469,4
2021-2024,TEA_operacional,Z450,4
2021-2024,TEA_operacional,Z430,4
2021-2024,TEA_operacional,H502,4
2021-2024,TEA_operacional,S617,4
2021-2024,TEA_operacional,I889,4
2021-2024,TEA_operacional,M201,4
2021-2024,TEA_operacional,Z431,4
2021-2024,TEA_operacional,S817,4
2021-2024,TEA_operacional,I330,4
2021-2024,TEA_operacional,I802,4
2021-2024,TEA_operacional,I442,4
2021-2024,TEA_operacional,K260,4
2021-2024,TEA_operacional,S4220,4
2021-2024,TEA_operacional,K079,4
2021-2024,TEA_operacional,Z452,4
2021-2024,TEA_operacional,K222,4
2021-2024,TEA_operacional,S119,4
2021-2024,TEA_operacional,S7220,4
2021-2024,TEA_operacional,S8240,4
2021-2024,TEA_operacional,D069,4
2021-2024,TEA_operacional,L209,4
2021-2024,TEA_operacional,Z098,4
2021-2024,TEA_operacional,L282,4
2021-2024,TEA_operacional,H532,4
2021-2024,TEA_operacional,M670,4
2021-2024,TEA_operacional,J90,4
2021-2024,TEA_operacional,J982,4
2021-2024,TEA_operacional,R040,4
2021-2024,TEA_operacional,M6099,4
2021-2024,TEA_operacional,S3280,4
2021-2024,TEA_operacional,R068,4
2021-2024,TEA_operacional,K006,4
2021-2024,TEA_operacional,K621,4
2021-2024,TEA_operacional,R100,4
2021-2024,TEA_operacional,H903,4
2021-2024,TEA_operacional,K291,4
2021-2024,TEA_operacional,K20,4
2021-2024,TEA_operacional,K518,4
2021-2024,TEA_operacional,A049,4
2021-2024,TEA_operacional,T434,4
2021-2024,TEA_operacional,G405,4
2021-2024,TEA_operacional,Q250,4
2021-2024,TEA_operacional,D352,4
2021-2024,TEA_operacional,F929,4
2021-2024,TEA_operacional,N132,4
2021-2024,TEA_operacional,D367,4
2021-2024,TEA_operacional,P284,4
2021-2024,TEA_operacional,P271,4
2021-2024,TEA_operacional,P239,4
2021-2024,TEA_operacional,F799,4
2021-2024,TEA_operacional,O820,4
2021-2024,TEA_operacional,F317,4
2021-2024,TEA_operacional,E840,4
2021-2024,TEA_operacional,N480,4
2021-2024,TEA_operacional,Q542,4
2021-2024,TEA_operacional,F341,4
2021-2024,TEA_operacional,G400,4
2021-2024,TEA_operacional,F318,4
2021-2024,TEA_operacional,P209,4
2021-2024,TEA_operacional,E871,4
2021-2024,TEA_operacional,E876,4
2021-2024,TEA_operacional,D233,4
2021-2024,TEA_operacional,T461,4
2021-2024,TEA_operacional,D391,4
2021-2024,TEA_operacional,G35,4
2021-2024,TEA_operacional,N178,4
2021-2024,TEA_operacional,F89,4
2021-2024,TEA_operacional,G258,4
2021-2024,TEA_operacional,T780,4
2021-2024,TEA_operacional,Q315,4
2021-2024,TEA_operacional,F911,4
2021-2024,TEA_operacional,N319,4
2021-2024,TEA_operacional,F959,4
2021-2024,TEA_operacional,T58,4
2021-2024,TEA_operacional,F302,4
2021-2024,TEA_operacional,F220,4
2021-2024,TEA_operacional,Q548,4
2021-2024,TEA_operacional,T407,4
2021-2024,TEA_operacional,P942,4
2021-2024,TEA_operacional,T390,4
2021-2024,TEA_operacional,F448,4
2021-2024,TEA_operacional,T213,4
2021-2024,TEA_operacional,E108,4
2021-2024,TEA_operacional,D580,4
2021-2024,TEA_operacional,E115,4
2021-2024,TEA_operacional,T520,4
2021-2024,TEA_operacional,F445,4
2021-2024,TEA_operacional,Q203,4
2021-2024,TEA_operacional,F941,4
2021-2024,TEA_operacional,Q369,4
2021-2024,TEA_operacional,T185,4
2021-2024,TEA_operacional,A044,4
2021-2024,TEA_operacional,Q175,4
2021-2024,TEA_operacional,N059,4
2021-2024,TEA_operacional,Q660,4
2021-2024,TEA_operacional,T189,4
2021-2024,TEA_operacional,A031,4
2021-2024,TEA_operacional,L033,3
2021-2024,TEA_operacional,F311,3
2021-2024,TEA_operacional,Z035,3
2021-2024,TEA_operacional,Z016,3
2021-2024,TEA_operacional,F309,3
2021-2024,TEA_operacional,C402,3
2021-2024,TEA_operacional,L088,3
2021-2024,TEA_operacional,S058,3
2021-2024,TEA_operacional,F315,3
2021-2024,TEA_operacional,C56,3
2021-2024,TEA_operacional,S5220,3
2021-2024,TEA_operacional,G700,3
2021-2024,TEA_operacional,J204,3
2021-2024,TEA_operacional,L500,3
2021-2024,TEA_operacional,N832,3
2021-2024,TEA_operacional,F606,3
2021-2024,TEA_operacional,N871,3
2021-2024,TEA_operacional,I861,3
2021-2024,TEA_operacional,N939,3
2021-2024,TEA_operacional,F509,3
2021-2024,TEA_operacional,Q431,3
2021-2024,TEA_operacional,F501,3
2021-2024,TEA_operacional,O021,3
2021-2024,TEA_operacional,J030,3
2021-2024,TEA_operacional,O034,3
2021-2024,TEA_operacional,Z480,3
2021-2024,TEA_operacional,Q391,3
2021-2024,TEA_operacional,O049,3
2021-2024,TEA_operacional,L910,3
2021-2024,TEA_operacional,T885,3
2021-2024,TEA_operacional,L905,3
2021-2024,TEA_operacional,S0230,3
2021-2024,TEA_operacional,S0250,3
2021-2024,TEA_operacional,Z458,3
2021-2024,TEA_operacional,J154,3
2021-2024,TEA_operacional,A46,3
2021-2024,TEA_operacional,L511,3
2021-2024,TEA_operacional,D376,3
2021-2024,TEA_operacional,J180,3
2021-2024,TEA_operacional,S0260,3
2021-2024,TEA_operacional,Q311,3
2021-2024,TEA_operacional,F259,3
2021-2024,TEA_operacional,E301,3
2021-2024,TEA_operacional,K075,3
2021-2024,TEA_operacional,T490,3
2021-2024,TEA_operacional,K090,3
2021-2024,TEA_operacional,K092,3
2021-2024,TEA_operacional,K803,3
2021-2024,TEA_operacional,P369,3
2021-2024,TEA_operacional,Z432,3
2021-2024,TEA_operacional,K760,3
2021-2024,TEA_operacional,K754,3
2021-2024,TEA_operacional,D509,3
2021-2024,TEA_operacional,K130,3
2021-2024,TEA_operacional,K137,3
2021-2024,TEA_operacional,P398,3
2021-2024,TEA_operacional,E230,3
2021-2024,TEA_operacional,B679,3
2021-2024,TEA_operacional,K250,3
2021-2024,TEA_operacional,K631,3
2021-2024,TEA_operacional,K602,3
2021-2024,TEA_operacional,K593,3
2021-2024,TEA_operacional,K317,3
2021-2024,TEA_operacional,B085,3
2021-2024,TEA_operacional,B084,3
2021-2024,TEA_operacional,Q02,3
2021-2024,TEA_operacional,E042,3
2021-2024,TEA_operacional,Q048,3
2021-2024,TEA_operacional,Q204,3
2021-2024,TEA_operacional,S310,3
2021-2024,TEA_operacional,K550,3
2021-2024,TEA_operacional,S098,3
2021-2024,TEA_operacional,K055,3
2021-2024,TEA_operacional,A870,3
2021-2024,TEA_operacional,B199,3
2021-2024,TEA_operacional,D444,3
2021-2024,TEA_operacional,F231,3
2021-2024,TEA_operacional,F21,3
2021-2024,TEA_operacional,L021,3
2021-2024,TEA_operacional,O680,3
2021-2024,TEA_operacional,J450,3
2021-2024,TEA_operacional,B349,3
2021-2024,TEA_operacional,F142,3
2021-2024,TEA_operacional,D259,3
2021-2024,TEA_operacional,A600,3
2021-2024,TEA_operacional,O800,3
2021-2024,TEA_operacional,J852,3
2021-2024,TEA_operacional,F122,3
2021-2024,TEA_operacional,O990,3
2021-2024,TEA_operacional,K918,3
2021-2024,TEA_operacional,A040,3
2021-2024,TEA_operacional,O996,3
2021-2024,TEA_operacional,J958,3
2021-2024,TEA_operacional,J9690,3
2021-2024,TEA_operacional,J9699,3
2021-2024,TEA_operacional,S0660,3
2021-2024,TEA_operacional,D66,3
2021-2024,TEA_operacional,J988,3
2021-2024,TEA_operacional,T462,3
2021-2024,TEA_operacional,T464,3
2021-2024,TEA_operacional,K044,3
2021-2024,TEA_operacional,K850,3
2021-2024,TEA_operacional,M2116,3
2021-2024,TEA_operacional,M0095,3
2021-2024,TEA_operacional,S810,3
2021-2024,TEA_operacional,N12,3
2021-2024,TEA_operacional,H186,3
2021-2024,TEA_operacional,R21,3
2021-2024,TEA_operacional,R258,3
2021-2024,TEA_operacional,F932,3
2021-2024,TEA_operacional,T360,3
2021-2024,TEA_operacional,S8250,3
2021-2024,TEA_operacional,F920,3
2021-2024,TEA_operacional,D171,3
2021-2024,TEA_operacional,N481,3
2021-2024,TEA_operacional,T068,3
2021-2024,TEA_operacional,H918,3
2021-2024,TEA_operacional,T120,3
2021-2024,TEA_operacional,N110,3
2021-2024,TEA_operacional,Q642,3
2021-2024,TEA_operacional,I400,3
2021-2024,TEA_operacional,M330,3
2021-2024,TEA_operacional,G411,3
2021-2024,TEA_operacional,Q644,3
2021-2024,TEA_operacional,D235,3
2021-2024,TEA_operacional,Q699,3
2021-2024,TEA_operacional,Q790,3
2021-2024,TEA_operacional,R103,3
2021-2024,TEA_operacional,F791,3
2021-2024,TEA_operacional,H650,3
2021-2024,TEA_operacional,S9200,3
2021-2024,TEA_operacional,H503,3
2021-2024,TEA_operacional,G255,3
2021-2024,TEA_operacional,N170,3
2021-2024,TEA_operacional,G249,3
2021-2024,TEA_operacional,G248,3
2021-2024,TEA_operacional,M673,3
2021-2024,TEA_operacional,G210,3
2021-2024,TEA_operacional,M6595,3
2021-2024,TEA_operacional,N200,3
2021-2024,TEA_operacional,Q850,3
2021-2024,TEA_operacional,H330,3
2021-2024,TEA_operacional,H659,3
2021-2024,TEA_operacional,G111,3
2021-2024,TEA_operacional,H663,3
2021-2024,TEA_operacional,G060,3
2021-2024,TEA_operacional,G039,3
2021-2024,TEA_operacional,H270,3
2021-2024,TEA_operacional,H269,3
2021-2024,TEA_operacional,N40,3
2021-2024,TEA_operacional,F82,3
2021-2024,TEA_operacional,G259,3
2021-2024,TEA_operacional,Q658,3
2021-2024,TEA_operacional,Q667,3
2021-2024,TEA_operacional,T848,3
2021-2024,TEA_operacional,G439,3
2021-2024,TEA_operacional,G931,3
2021-2024,TEA_operacional,Q675,3
2021-2024,TEA_operacional,T175,3
2021-2024,TEA_operacional,Q651,3
2021-2024,TEA_operacional,T203,3
2021-2024,TEA_operacional,D160,3
2021-2024,TEA_operacional,T173,3
2021-2024,TEA_operacional,F69,3
2021-2024,TEA_operacional,N764,3
2021-2024,TEA_operacional,C924,3
2021-2024,TEA_operacional,F719,3
2021-2024,TEA_operacional,A045,3
2021-2024,TEA_operacional,F729,3
2021-2024,TEA_operacional,N701,3
2021-2024,TEA_operacional,I472,3
2021-2024,TEA_operacional,Q690,3
2021-2024,TEA_operacional,M2186,3
2021-2024,TEA_operacional,Q038,2
2021-2024,TEA_operacional,S097,2
2021-2024,TEA_operacional,K828,2
2021-2024,TEA_operacional,K831,2
2021-2024,TEA_operacional,K572,2
2021-2024,TEA_operacional,M7966,2
2021-2024,TEA_operacional,Q059,2
2021-2024,TEA_operacional,Q040,2
2021-2024,TEA_operacional,Q234,2
2021-2024,TEA_operacional,Q068,2
2021-2024,TEA_operacional,Q100,2
2021-2024,TEA_operacional,M7938,2
2021-2024,TEA_operacional,S2720,2
2021-2024,TEA_operacional,M939,2
2021-2024,TEA_operacional,Q150,2
2021-2024,TEA_operacional,A630,2
2021-2024,TEA_operacional,A162,2
2021-2024,TEA_operacional,K858,2
2021-2024,TEA_operacional,N133,2
2021-2024,TEA_operacional,Q627,2
2021-2024,TEA_operacional,M7955,2
2021-2024,TEA_operacional,P210,2
2021-2024,TEA_operacional,A039,2
2021-2024,TEA_operacional,A858,2
2021-2024,TEA_operacional,M7957,2
2021-2024,TEA_operacional,A879,2
2021-2024,TEA_operacional,M8696,2
2021-2024,TEA_operacional,P228,2
2021-2024,TEA_operacional,Q793,2
2021-2024,TEA_operacional,K769,2
2021-2024,TEA_operacional,P77,2
2021-2024,TEA_operacional,Q741,2
2021-2024,TEA_operacional,M7916,2
2021-2024,TEA_operacional,Z762,2
2021-2024,TEA_operacional,P391,2
2021-2024,TEA_operacional,P711,2
2021-2024,TEA_operacional,P393,2
2021-2024,TEA_operacional,Q704,2
2021-2024,TEA_operacional,P399,2
2021-2024,TEA_operacional,S199,2
2021-2024,TEA_operacional,K658,2
2021-2024,TEA_operacional,K642,2
2021-2024,TEA_operacional,K638,2
2021-2024,TEA_operacional,Q647,2
2021-2024,TEA_operacional,Q742,2
2021-2024,TEA_operacional,N028,2
2021-2024,TEA_operacional,P923,2
2021-2024,TEA_operacional,Q763,2
2021-2024,TEA_operacional,M8697,2
2021-2024,TEA_operacional,S198,2
2021-2024,TEA_operacional,Q691,2
2021-2024,TEA_operacional,S2200,2
2021-2024,TEA_operacional,Q692,2
2021-2024,TEA_operacional,M8446,2
2021-2024,TEA_operacional,Q255,2
2021-2024,TEA_operacional,Q251,2
2021-2024,TEA_operacional,K592,2
2021-2024,TEA_operacional,M8506,2
2021-2024,TEA_operacional,M8686,2
2021-2024,TEA_operacional,M8508,2
2021-2024,TEA_operacional,Q254,2
2021-2024,TEA_operacional,N009,2
2021-2024,TEA_operacional,Z488,2
2021-2024,TEA_operacional,K921,2
2021-2024,TEA_operacional,Q878,2
2021-2024,TEA_operacional,M0098,2
2021-2024,TEA_operacional,R572,2
2021-2024,TEA_operacional,Q411,2
2021-2024,TEA_operacional,O031,2
2021-2024,TEA_operacional,L988,2
2021-2024,TEA_operacional,A403,2
2021-2024,TEA_operacional,N739,2
2021-2024,TEA_operacional,M2555,2
2021-2024,TEA_operacional,A400,2
2021-2024,TEA_operacional,L928,2
2021-2024,TEA_operacional,O13,2
2021-2024,TEA_operacional,L923,2
2021-2024,TEA_operacional,M310,2
2021-2024,TEA_operacional,O141,2
2021-2024,TEA_operacional,Z915,2
2021-2024,TEA_operacional,L603,2
2021-2024,TEA_operacional,M328,2
2021-2024,TEA_operacional,M329,2
2021-2024,TEA_operacional,O241,2
2021-2024,TEA_operacional,L519,2
2021-2024,TEA_operacional,M0096,2
2021-2024,TEA_operacional,M0099,2
2021-2024,TEA_operacional,R456,2
2021-2024,TEA_operacional,M0640,2
2021-2024,TEA_operacional,M2196,2
2021-2024,TEA_operacional,Q505,2
2021-2024,TEA_operacional,M2109,2
2021-2024,TEA_operacional,N830,2
2021-2024,TEA_operacional,N906,2
2021-2024,TEA_operacional,S008,2
2021-2024,TEA_operacional,N921,2
2021-2024,TEA_operacional,M205,2
2021-2024,TEA_operacional,N800,2
2021-2024,TEA_operacional,Q438,2
2021-2024,TEA_operacional,M221,2
2021-2024,TEA_operacional,M0899,2
2021-2024,TEA_operacional,S012,2
2021-2024,TEA_operacional,O001,2
2021-2024,TEA_operacional,M2316,2
2021-2024,TEA_operacional,M2319,2
2021-2024,TEA_operacional,R620,2
2021-2024,TEA_operacional,N751,2
2021-2024,TEA_operacional,S019,2
2021-2024,TEA_operacional,M332,2
2021-2024,TEA_operacional,O266,2
2021-2024,TEA_operacional,P050,2
2021-2024,TEA_operacional,R101,2
2021-2024,TEA_operacional,M6000,2
2021-2024,TEA_operacional,M6009,2
2021-2024,TEA_operacional,O600,2
2021-2024,TEA_operacional,M6028,2
2021-2024,TEA_operacional,O610,2
2021-2024,TEA_operacional,Q552,2
2021-2024,TEA_operacional,N202,2
2021-2024,TEA_operacional,O688,2
2021-2024,TEA_operacional,M6514,2
2021-2024,TEA_operacional,M2176,2
2021-2024,TEA_operacional,Q621,2
2021-2024,TEA_operacional,Q283,2
2021-2024,TEA_operacional,M6598,2
2021-2024,TEA_operacional,Q935,2
2021-2024,TEA_operacional,O992,2
2021-2024,TEA_operacional,S0630,2
2021-2024,TEA_operacional,S0651,2
2021-2024,TEA_operacional,P008,2
2021-2024,TEA_operacional,M7116,2
2021-2024,TEA_operacional,L028,2
2021-2024,TEA_operacional,O471,2
2021-2024,TEA_operacional,S0290,2
2021-2024,TEA_operacional,O429,2
2021-2024,TEA_operacional,A281,2
2021-2024,TEA_operacional,S050,2
2021-2024,TEA_operacional,N483,2
2021-2024,TEA_operacional,S051,2
2021-2024,TEA_operacional,O335,2
2021-2024,TEA_operacional,R42,2
2021-2024,TEA_operacional,Q543,2
2021-2024,TEA_operacional,L208,2
2021-2024,TEA_operacional,Q374,2
2021-2024,TEA_operacional,O343,2
2021-2024,TEA_operacional,R402,2
2021-2024,TEA_operacional,A048,2
2021-2024,TEA_operacional,M4194,2
2021-2024,TEA_operacional,O366,2
2021-2024,TEA_operacional,M4195,2
2021-2024,TEA_operacional,L041,2
2021-2024,TEA_operacional,R268,2
2021-2024,TEA_operacional,L038,2
2021-2024,TEA_operacional,R17,2
2021-2024,TEA_operacional,Q751,2
2021-2024,TEA_operacional,J984,2
2021-2024,TEA_operacional,Q201,2
2021-2024,TEA_operacional,J150,2
2021-2024,TEA_operacional,S6280,2
2021-2024,TEA_operacional,F228,2
2021-2024,TEA_operacional,D432,2
2021-2024,TEA_operacional,F308,2
2021-2024,TEA_operacional,I609,2
2021-2024,TEA_operacional,T749,2
2021-2024,TEA_operacional,F313,2
2021-2024,TEA_operacional,S661,2
2021-2024,TEA_operacional,F320,2
2021-2024,TEA_operacional,I499,2
2021-2024,TEA_operacional,D410,2
2021-2024,TEA_operacional,D383,2
2021-2024,TEA_operacional,C925,2
2021-2024,TEA_operacional,C950,2
2021-2024,TEA_operacional,I456,2
2021-2024,TEA_operacional,I420,2
2021-2024,TEA_operacional,I409,2
2021-2024,TEA_operacional,T428,2
2021-2024,TEA_operacional,F332,2
2021-2024,TEA_operacional,F339,2
2021-2024,TEA_operacional,F349,2
2021-2024,TEA_operacional,I340,2
2021-2024,TEA_operacional,F380,2
2021-2024,TEA_operacional,S819,2
2021-2024,TEA_operacional,S8200,2
2021-2024,TEA_operacional,T845,2
2021-2024,TEA_operacional,D374,2
2021-2024,TEA_operacional,I615,2
2021-2024,TEA_operacional,I620,2
2021-2024,TEA_operacional,D481,2
2021-2024,TEA_operacional,J019,2
2021-2024,TEA_operacional,F068,2
2021-2024,TEA_operacional,T886,2
2021-2024,TEA_operacional,C729,2
2021-2024,TEA_operacional,J110,2
2021-2024,TEA_operacional,T447,2
2021-2024,TEA_operacional,J060,2
2021-2024,TEA_operacional,J042,2
2021-2024,TEA_operacional,F130,2
2021-2024,TEA_operacional,T856,2
2021-2024,TEA_operacional,T439,2
2021-2024,TEA_operacional,J028,2
2021-2024,TEA_operacional,F145,2
2021-2024,TEA_operacional,J018,2
2021-2024,TEA_operacional,F201,2
2021-2024,TEA_operacional,J014,2
2021-2024,TEA_operacional,F191,2
2021-2024,TEA_operacional,C911,2
2021-2024,TEA_operacional,C920,2
2021-2024,TEA_operacional,F198,2
2021-2024,TEA_operacional,I850,2
2021-2024,TEA_operacional,T658,2
2021-2024,TEA_operacional,I828,2
2021-2024,TEA_operacional,S611,2
2021-2024,TEA_operacional,G406,2
2021-2024,TEA_operacional,I671,2
2021-2024,TEA_operacional,S6230,2
2021-2024,TEA_operacional,I219,2
2021-2024,TEA_operacional,I200,2
2021-2024,TEA_operacional,S8260,2
2021-2024,TEA_operacional,T179,2
2021-2024,TEA_operacional,D225,2
2021-2024,TEA_operacional,F938,2
2021-2024,TEA_operacional,F939,2
2021-2024,TEA_operacional,T310,2
2021-2024,TEA_operacional,T293,2
2021-2024,TEA_operacional,T812,2
2021-2024,TEA_operacional,G002,2
2021-2024,TEA_operacional,G909,2
2021-2024,TEA_operacional,G838,2
2021-2024,TEA_operacional,G824,2
2021-2024,TEA_operacional,G821,2
2021-2024,TEA_operacional,G819,2
2021-2024,TEA_operacional,G801,2
2021-2024,TEA_operacional,F901,2
2021-2024,TEA_operacional,G729,2
2021-2024,TEA_operacional,T251,2
2021-2024,TEA_operacional,G240,2
2021-2024,TEA_operacional,G478,2
2021-2024,TEA_operacional,T825,2
2021-2024,TEA_operacional,G448,2
2021-2024,TEA_operacional,G432,2
2021-2024,TEA_operacional,G431,2
2021-2024,TEA_operacional,D163,2
2021-2024,TEA_operacional,T818,2
2021-2024,TEA_operacional,D170,2
2021-2024,TEA_operacional,D165,2
2021-2024,TEA_operacional,D227,2
2021-2024,TEA_operacional,D236,2
2021-2024,TEA_operacional,I10,2
2021-2024,TEA_operacional,H611,2
2021-2024,TEA_operacional,S8281,2
2021-2024,TEA_operacional,S8290,2
2021-2024,TEA_operacional,F422,2
2021-2024,TEA_operacional,T783,2
2021-2024,TEA_operacional,H819,2
2021-2024,TEA_operacional,T796,2
2021-2024,TEA_operacional,H811,2
2021-2024,TEA_operacional,T402,2
2021-2024,TEA_operacional,T842,2
2021-2024,TEA_operacional,F601,2
2021-2024,TEA_operacional,H654,2
2021-2024,TEA_operacional,D290,2
2021-2024,TEA_operacional,H609,2
2021-2024,TEA_operacional,F803,2
2021-2024,TEA_operacional,S860,2
2021-2024,TEA_operacional,T841,2
2021-2024,TEA_operacional,F648,2
2021-2024,TEA_operacional,D110,2
2021-2024,TEA_operacional,S910,2
2021-2024,TEA_operacional,S913,2
2021-2024,TEA_operacional,S9220,2
2021-2024,TEA_operacional,H46,2
2021-2024,TEA_operacional,D24,2
2021-2024,TEA_operacional,F709,2
2021-2024,TEA_operacional,H271,2
2021-2024,TEA_operacional,F721,2
2021-2024,TEA_operacional,T887,2
2021-2024,TEA_operacional,S6220,2
2021-2024,TEA_operacional,C717,2
2021-2024,TEA_operacional,K046,2
2021-2024,TEA_operacional,K113,2
2021-2024,TEA_operacional,K112,2
2021-2024,TEA_operacional,K102,2
2021-2024,TEA_operacional,K088,2
2021-2024,TEA_operacional,K078,2
2021-2024,TEA_operacional,J153,2
2021-2024,TEA_operacional,K071,2
2021-2024,TEA_operacional,E232,2
2021-2024,TEA_operacional,K051,2
2021-2024,TEA_operacional,E274,2
2021-2024,TEA_operacional,K050,2
2021-2024,TEA_operacional,K041,2
2021-2024,TEA_operacional,E662,2
2021-2024,TEA_operacional,T505,2
2021-2024,TEA_operacional,K025,2
2021-2024,TEA_operacional,B278,2
2021-2024,TEA_operacional,S4270,2
2021-2024,TEA_operacional,B341,2
2021-2024,TEA_operacional,J955,2
2021-2024,TEA_operacional,J950,2
2021-2024,TEA_operacional,J931,2
2021-2024,TEA_operacional,E538,2
2021-2024,TEA_operacional,J680,2
2021-2024,TEA_operacional,B350,2
2021-2024,TEA_operacional,D531,2
2021-2024,TEA_operacional,S399,2
2021-2024,TEA_operacional,E149,2
2021-2024,TEA_operacional,Z135,2
2021-2024,TEA_operacional,K509,2
2021-2024,TEA_operacional,K500,2
2021-2024,TEA_operacional,B019,2
2021-2024,TEA_operacional,B021,2
2021-2024,TEA_operacional,K381,2
2021-2024,TEA_operacional,D648,2
2021-2024,TEA_operacional,D695,2
2021-2024,TEA_operacional,S312,2
2021-2024,TEA_operacional,S314,2
2021-2024,TEA_operacional,D696,2
2021-2024,TEA_operacional,S3200,2
2021-2024,TEA_operacional,D728,2
2021-2024,TEA_operacional,D734,2
2021-2024,TEA_operacional,D761,2
2021-2024,TEA_operacional,K296,2
2021-2024,TEA_operacional,S3270,2
2021-2024,TEA_operacional,D821,2
2021-2024,TEA_operacional,K259,2
2021-2024,TEA_operacional,E031,2
2021-2024,TEA_operacional,T542,2
2021-2024,TEA_operacional,T529,2
2021-2024,TEA_operacional,D589,2
2021-2024,TEA_operacional,S3700,2
2021-2024,TEA_operacional,J458,2
2021-2024,TEA_operacional,T821,2
2021-2024,TEA_operacional,J441,2
2021-2024,TEA_operacional,E848,2
2021-2024,TEA_operacional,J340,2
2021-2024,TEA_operacional,S5210,2
2021-2024,TEA_operacional,J330,2
2021-2024,TEA_operacional,J329,2
2021-2024,TEA_operacional,E835,2
2021-2024,TEA_operacional,S5271,2
2021-2024,TEA_operacional,F061,2
2021-2024,TEA_operacional,E870,2
2021-2024,TEA_operacional,C712,2
2021-2024,TEA_operacional,C621,2
2021-2024,TEA_operacional,J211,2
2021-2024,TEA_operacional,F058,2
2021-2024,TEA_operacional,F03,2
2021-2024,TEA_operacional,T958,2
2021-2024,TEA_operacional,E668,2
2021-2024,TEA_operacional,J200,2
2021-2024,TEA_operacional,C710,2
2021-2024,TEA_operacional,J202,2
2021-2024,TEA_operacional,S5281,2
2021-2024,TEA_operacional,E711,2
2021-2024,TEA_operacional,J358,2
2021-2024,TEA_operacional,J380,2
2021-2024,TEA_operacional,T449,1
2021-2024,TEA_operacional,T603,1
2021-2024,TEA_operacional,Z763,1
2021-2024,TEA_operacional,Q278,1
2021-2024,TEA_operacional,T594,1
2021-2024,TEA_operacional,T600,1
2021-2024,TEA_operacional,Q212,1
2021-2024,TEA_operacional,T815,1
2021-2024,TEA_operacional,T811,1
2021-2024,TEA_operacional,Q288,1
2021-2024,TEA_operacional,Q273,1
2021-2024,TEA_operacional,T361,1
2021-2024,TEA_operacional,T609,1
2021-2024,TEA_operacional,T363,1
2021-2024,TEA_operacional,T221,1
2021-2024,TEA_operacional,T368,1
2021-2024,TEA_operacional,T539,1
2021-2024,TEA_operacional,T371,1
2021-2024,TEA_operacional,T380,1
2021-2024,TEA_operacional,Z768,1
2021-2024,TEA_operacional,T381,1
2021-2024,TEA_operacional,Q220,1
2021-2024,TEA_operacional,T389,1
2021-2024,TEA_operacional,T528,1
2021-2024,TEA_operacional,T549,1
2021-2024,TEA_operacional,T286,1
2021-2024,TEA_operacional,T241,1
2021-2024,TEA_operacional,T578,1
2021-2024,TEA_operacional,T253,1
2021-2024,TEA_operacional,Q603,1
2021-2024,TEA_operacional,Q279,1
2021-2024,TEA_operacional,T639,1
2021-2024,TEA_operacional,Q280,1
2021-2024,TEA_operacional,T230,1
2021-2024,TEA_operacional,Q282,1
2021-2024,TEA_operacional,T269,1
2021-2024,TEA_operacional,Q622,1
2021-2024,TEA_operacional,T270,1
2021-2024,TEA_operacional,T446,1
2021-2024,TEA_operacional,T454,1
2021-2024,TEA_operacional,T451,1
2021-2024,TEA_operacional,T571,1
2021-2024,TEA_operacional,T273,1
2021-2024,TEA_operacional,Q558,1
2021-2024,TEA_operacional,Q222,1
2021-2024,TEA_operacional,Q554,1
2021-2024,TEA_operacional,T276,1
2021-2024,TEA_operacional,Q550,1
2021-2024,TEA_operacional,Q625,1
2021-2024,TEA_operacional,T443,1
2021-2024,TEA_operacional,T592,1
2021-2024,TEA_operacional,T285,1
2021-2024,TEA_operacional,T813,1
2021-2024,TEA_operacional,Q231,1
2021-2024,TEA_operacional,Q224,1
2021-2024,TEA_operacional,Q382,1
2021-2024,TEA_operacional,Q390,1
2021-2024,TEA_operacional,Q388,1
2021-2024,TEA_operacional,Q338,1
2021-2024,TEA_operacional,Q386,1
2021-2024,TEA_operacional,Q341,1
2021-2024,TEA_operacional,Q385,1
2021-2024,TEA_operacional,Q248,1
2021-2024,TEA_operacional,T781,1
2021-2024,TEA_operacional,Q353,1
2021-2024,TEA_operacional,Q383,1
2021-2024,TEA_operacional,T469,1
2021-2024,TEA_operacional,T508,1
2021-2024,TEA_operacional,T474,1
2021-2024,TEA_operacional,T670,1
2021-2024,TEA_operacional,Q230,1
2021-2024,TEA_operacional,Q263,1
