era,definition,code,patients
2019-2020,F84_historico,D690,4
2019-2020,F84_historico,J342,3
2019-2020,F84_historico,S099,3
2019-2020,F84_historico,J204,3
2019-2020,F84_historico,H669,3
2019-2020,F84_historico,F911,3
2019-2020,F84_historico,F900,3
2019-2020,F84_historico,S5210,3
2019-2020,F84_historico,I861,3
2019-2020,F84_historico,H500,3
2019-2020,F84_historico,R509,3
2019-2020,F84_historico,S0210,3
2019-2020,F84_historico,S5270,3
2019-2020,F84_historico,J040,3
2019-2020,F84_historico,G938,3
2019-2020,F84_historico,G934,3
2019-2020,F84_historico,S8230,3
2019-2020,F84_historico,R55,3
2019-2020,F84_historico,G800,3
2019-2020,F84_historico,S011,3
2019-2020,F84_historico,N921,3
2019-2020,F84_historico,T16,3
2019-2020,F84_historico,K900,3
2019-2020,F84_historico,K36,3
2019-2020,F84_historico,E162,3
2019-2020,F84_historico,E161,3
2019-2020,F84_historico,K510,3
2019-2020,F84_historico,K519,3
2019-2020,F84_historico,D70,3
2019-2020,F84_historico,D649,3
2019-2020,F84_historico,K801,3
2019-2020,F84_historico,T172,3
2019-2020,F84_historico,K851,3
2019-2020,F84_historico,Q431,3
2019-2020,F84_historico,L021,3
2019-2020,F84_historico,Q753,3
2019-2020,F84_historico,Q315,3
2019-2020,F84_historico,U072,3
2019-2020,F84_historico,C73,3
2019-2020,F84_historico,M2106,3
2019-2020,F84_historico,Q204,3
2019-2020,F84_historico,Z137,3
2019-2020,F84_historico,B349,3
2019-2020,F84_historico,M7953,3
2019-2020,F84_historico,P599,3
2019-2020,F84_historico,Z433,3
2019-2020,F84_historico,Z478,3
2019-2020,F84_historico,Q750,3
2019-2020,F84_historico,H919,3
2019-2020,F84_historico,F09,3
2019-2020,F84_historico,T232,3
2019-2020,F84_historico,F319,3
2019-2020,F84_historico,T202,3
2019-2020,F84_historico,F208,3
2019-2020,F84_historico,K053,3
2019-2020,F84_historico,M4140,2
2019-2020,F84_historico,P590,2
2019-2020,F84_historico,S017,2
2019-2020,F84_historico,R31,2
2019-2020,F84_historico,J698,2
2019-2020,F84_historico,J050,2
2019-2020,F84_historico,J068,2
2019-2020,F84_historico,Q039,2
2019-2020,F84_historico,J955,2
2019-2020,F84_historico,M303,2
2019-2020,F84_historico,K011,2
2019-2020,F84_historico,J120,2
2019-2020,F84_historico,J459,2
2019-2020,F84_historico,Q213,2
2019-2020,F84_historico,M9115,2
2019-2020,F84_historico,P285,2
2019-2020,F84_historico,K025,2
2019-2020,F84_historico,I608,2
2019-2020,F84_historico,N832,2
2019-2020,F84_historico,N488,2
2019-2020,F84_historico,N319,2
2019-2020,F84_historico,S059,2
2019-2020,F84_historico,N185,2
2019-2020,F84_historico,I471,2
2019-2020,F84_historico,I479,2
2019-2020,F84_historico,I615,2
2019-2020,F84_historico,R100,2
2019-2020,F84_historico,P220,2
2019-2020,F84_historico,S0280,2
2019-2020,F84_historico,S0250,2
2019-2020,F84_historico,S0220,2
2019-2020,F84_historico,R268,2
2019-2020,F84_historico,N137,2
2019-2020,F84_historico,N049,2
2019-2020,F84_historico,Q234,2
2019-2020,F84_historico,Q250,2
2019-2020,F84_historico,S015,2
2019-2020,F84_historico,K081,2
2019-2020,F84_historico,R620,2
2019-2020,F84_historico,J181,2
2019-2020,F84_historico,K566,2
2019-2020,F84_historico,R51,2
2019-2020,F84_historico,Q667,2
2019-2020,F84_historico,Q668,2
2019-2020,F84_historico,J208,2
2019-2020,F84_historico,J219,2
2019-2020,F84_historico,K259,2
2019-2020,F84_historico,Q870,2
2019-2020,F84_historico,Q851,2
2019-2020,F84_historico,K403,2
2019-2020,F84_historico,K388,2
2019-2020,F84_historico,K20,2
2019-2020,F84_historico,Q742,2
2019-2020,F84_historico,K291,2
2019-2020,F84_historico,K625,2
2019-2020,F84_historico,Q549,2
2019-2020,F84_historico,K720,2
2019-2020,F84_historico,K769,2
2019-2020,F84_historico,L720,2
2019-2020,F84_historico,L519,2
2019-2020,F84_historico,L050,2
2019-2020,F84_historico,L030,2
2019-2020,F84_historico,L022,2
2019-2020,F84_historico,K036,2
2019-2020,F84_historico,K922,2
2019-2020,F84_historico,J13,2
2019-2020,F84_historico,J448,2
2019-2020,F84_historico,K858,2
2019-2020,F84_historico,J441,2
2019-2020,F84_historico,K044,2
2019-2020,F84_historico,K051,2
2019-2020,F84_historico,J151,2
2019-2020,F84_historico,H918,2
2019-2020,F84_historico,K810,2
2019-2020,F84_historico,A020,2
2019-2020,F84_historico,B678,2
2019-2020,F84_historico,F809,2
2019-2020,F84_historico,C920,2
2019-2020,F84_historico,F318,2
2019-2020,F84_historico,Z048,2
2019-2020,F84_historico,T182,2
2019-2020,F84_historico,F638,2
2019-2020,F84_historico,S830,2
2019-2020,F84_historico,F711,2
2019-2020,F84_historico,F799,2
2019-2020,F84_historico,S8210,2
2019-2020,F84_historico,Z308,2
2019-2020,F84_historico,F28,2
2019-2020,F84_historico,F89,2
2019-2020,F84_historico,F913,2
2019-2020,F84_historico,S7200,2
2019-2020,F84_historico,F988,2
2019-2020,F84_historico,Z430,2
2019-2020,F84_historico,G040,2
2019-2020,F84_historico,Z431,2
2019-2020,F84_historico,G060,2
2019-2020,F84_historico,B179,2
2019-2020,F84_historico,F311,2
2019-2020,F84_historico,F231,2
2019-2020,F84_historico,S618,2
2019-2020,F84_historico,T887,2
2019-2020,F84_historico,D692,2
2019-2020,F84_historico,T71,2
2019-2020,F84_historico,D410,2
2019-2020,F84_historico,E111,2
2019-2020,F84_historico,E669,2
2019-2020,F84_historico,T426,2
2019-2020,F84_historico,T421,2
2019-2020,F84_historico,T407,2
2019-2020,F84_historico,T405,2
2019-2020,F84_historico,E835,2
2019-2020,F84_historico,F230,2
2019-2020,F84_historico,E871,2
2019-2020,F84_historico,T378,2
2019-2020,F84_historico,F061,2
2019-2020,F84_historico,T292,2
2019-2020,F84_historico,D227,2
2019-2020,F84_historico,D225,2
2019-2020,F84_historico,F192,2
2019-2020,F84_historico,D180,2
2019-2020,F84_historico,D164,2
2019-2020,F84_historico,S619,2
2019-2020,F84_historico,T509,2
2019-2020,F84_historico,A047,2
2019-2020,F84_historico,G824,2
2019-2020,F84_historico,G911,2
2019-2020,F84_historico,B019,2
2019-2020,F84_historico,H050,2
2019-2020,F84_historico,H269,2
2019-2020,F84_historico,Z763,2
2019-2020,F84_historico,S4230,2
2019-2020,F84_historico,A082,2
2019-2020,F84_historico,B002,2
2019-2020,F84_historico,S4220,2
2019-2020,F84_historico,A86,2
2019-2020,F84_historico,S3671,2
2019-2020,F84_historico,S398,2
2019-2020,F84_historico,Z514,2
2019-2020,F84_historico,H653,2
2019-2020,F84_historico,H508,2
2019-2020,F84_historico,H612,2
2019-2020,F84_historico,Z540,2
2019-2020,F84_historico,S519,2
2019-2020,F84_historico,A281,2
2019-2020,F84_historico,G610,2
2019-2020,F84_historico,G808,2
2019-2020,F84_historico,G259,2
2019-2020,F84_historico,G711,2
2019-2020,F84_historico,S5260,2
2019-2020,F84_historico,G710,2
2019-2020,F84_historico,G402,2
2019-2020,F84_historico,S5280,2
2019-2020,F84_historico,O420,1
2019-2020,F84_historico,T855,1
2019-2020,F84_historico,T858,1
2019-2020,F84_historico,T634,1
2019-2020,F84_historico,Q505,1
2019-2020,F84_historico,T600,1
2019-2020,F84_historico,T888,1
2019-2020,F84_historico,T784,1
2019-2020,F84_historico,Z653,1
2019-2020,F84_historico,T658,1
2019-2020,F84_historico,Q321,1
2019-2020,F84_historico,O993,1
2019-2020,F84_historico,T58,1
2019-2020,F84_historico,T511,1
2019-2020,F84_historico,P071,1
2019-2020,F84_historico,Q311,1
2019-2020,F84_historico,Q308,1
2019-2020,F84_historico,Q370,1
2019-2020,F84_historico,O821,1
2019-2020,F84_historico,O991,1
2019-2020,F84_historico,T810,1
2019-2020,F84_historico,T781,1
2019-2020,F84_historico,T780,1
2019-2020,F84_historico,T813,1
2019-2020,F84_historico,O701,1
2019-2020,F84_historico,Q430,1
2019-2020,F84_historico,T814,1
2019-2020,F84_historico,T815,1
2019-2020,F84_historico,Q419,1
2019-2020,F84_historico,Q390,1
2019-2020,F84_historico,Q282,1
2019-2020,F84_historico,T818,1
2019-2020,F84_historico,T824,1
2019-2020,F84_historico,Q388,1
2019-2020,F84_historico,T827,1
2019-2020,F84_historico,T742,1
2019-2020,F84_historico,T846,1
2019-2020,F84_historico,O800,1
2019-2020,F84_historico,Q383,1
2019-2020,F84_historico,Z915,1
2019-2020,F84_historico,P290,1
2019-2020,F84_historico,Z011,1
2019-2020,F84_historico,Q279,1
2019-2020,F84_historico,P915,1
2019-2020,F84_historico,Z302,1
2019-2020,F84_historico,Q038,1
2019-2020,F84_historico,Z304,1
2019-2020,F84_historico,Q02,1
2019-2020,F84_historico,Q018,1
2019-2020,F84_historico,P238,1
2019-2020,F84_historico,Q012,1
2019-2020,F84_historico,P942,1
2019-2020,F84_historico,P916,1
2019-2020,F84_historico,P90,1
2019-2020,F84_historico,Z139,1
2019-2020,F84_historico,P835,1
2019-2020,F84_historico,P77,1
2019-2020,F84_historico,Z465,1
2019-2020,F84_historico,P704,1
2019-2020,F84_historico,P598,1
2019-2020,F84_historico,Z450,1
2019-2020,F84_historico,P398,1
2019-2020,F84_historico,P369,1
2019-2020,F84_historico,Z432,1
2019-2020,F84_historico,T510,1
2019-2020,F84_historico,Q052,1
2019-2020,F84_historico,Q256,1
2019-2020,F84_historico,Q225,1
2019-2020,F84_historico,P210,1
2019-2020,F84_historico,T983,1
2019-2020,F84_historico,Q248,1
2019-2020,F84_historico,Q245,1
2019-2020,F84_historico,Q239,1
2019-2020,F84_historico,P289,1
2019-2020,F84_historico,Q230,1
2019-2020,F84_historico,Q229,1
2019-2020,F84_historico,P219,1
2019-2020,F84_historico,Q211,1
2019-2020,F84_historico,Q070,1
2019-2020,F84_historico,P228,1
2019-2020,F84_historico,Z031,1
2019-2020,F84_historico,Q210,1
2019-2020,F84_historico,Z087,1
2019-2020,F84_historico,Q181,1
2019-2020,F84_historico,Q111,1
2019-2020,F84_historico,Q100,1
2019-2020,F84_historico,Q079,1
2019-2020,F84_historico,Z098,1
2019-2020,F84_historico,S2701,1
2019-2020,F84_historico,T427,1
2019-2020,F84_historico,Q541,1
2019-2020,F84_historico,R508,1
2019-2020,F84_historico,S6260,1
2019-2020,F84_historico,S681,1
2019-2020,F84_historico,R599,1
2019-2020,F84_historico,R572,1
2019-2020,F84_historico,S682,1
2019-2020,F84_historico,S701,1
2019-2020,F84_historico,S7220,1
2019-2020,F84_historico,S7231,1
2019-2020,F84_historico,R522,1
2019-2020,F84_historico,S7240,1
2019-2020,F84_historico,S810,1
2019-2020,F84_historico,R490,1
2019-2020,F84_historico,S610,1
2019-2020,F84_historico,S8250,1
2019-2020,F84_historico,S903,1
2019-2020,F84_historico,T009,1
2019-2020,F84_historico,T068,1
2019-2020,F84_historico,R262,1
2019-2020,F84_historico,R258,1
2019-2020,F84_historico,R223,1
2019-2020,F84_historico,T135,1
2019-2020,F84_historico,T141,1
2019-2020,F84_historico,T150,1
2019-2020,F84_historico,T179,1
2019-2020,F84_historico,S6251,1
2019-2020,F84_historico,S5291,1
2019-2020,F84_historico,T189,1
2019-2020,F84_historico,S0260,1
2019-2020,F84_historico,S1200,1
2019-2020,F84_historico,O244,1
2019-2020,F84_historico,S090,1
2019-2020,F84_historico,S299,1
2019-2020,F84_historico,S0680,1
2019-2020,F84_historico,S0650,1
2019-2020,F84_historico,S0630,1
2019-2020,F84_historico,S310,1
2019-2020,F84_historico,S3611,1
2019-2020,F84_historico,S399,1
2019-2020,F84_historico,S058,1
2019-2020,F84_historico,S410,1
2019-2020,F84_historico,S5290,1
2019-2020,F84_historico,S0230,1
2019-2020,F84_historico,S411,1
2019-2020,F84_historico,S417,1
2019-2020,F84_historico,S4200,1
2019-2020,F84_historico,S0201,1
2019-2020,F84_historico,S0200,1
2019-2020,F84_historico,S018,1
2019-2020,F84_historico,S517,1
2019-2020,F84_historico,S518,1
2019-2020,F84_historico,S5220,1
2019-2020,F84_historico,S012,1
2019-2020,F84_historico,T184,1
2019-2020,F84_historico,T201,1
2019-2020,F84_historico,Q542,1
2019-2020,F84_historico,T450,1
2019-2020,F84_historico,T402,1
2019-2020,F84_historico,Q682,1
2019-2020,F84_historico,S202,1
2019-2020,F84_historico,Q680,1
2019-2020,F84_historico,T430,1
2019-2020,F84_historico,T436,1
2019-2020,F84_historico,Q676,1
2019-2020,F84_historico,T443,1
2019-2020,F84_historico,Q675,1
2019-2020,F84_historico,T447,1
2019-2020,F84_historico,Q674,1
2019-2020,F84_historico,T451,1
2019-2020,F84_historico,Q692,1
2019-2020,F84_historico,Q666,1
2019-2020,F84_historico,T461,1
2019-2020,F84_historico,T465,1
2019-2020,F84_historico,T466,1
2019-2020,F84_historico,T490,1
2019-2020,F84_historico,Q658,1
2019-2020,F84_historico,Q651,1
2019-2020,F84_historico,Q650,1
2019-2020,F84_historico,Q641,1
2019-2020,F84_historico,Q632,1
2019-2020,F84_historico,T505,1
2019-2020,F84_historico,Q691,1
2019-2020,F84_historico,Q740,1
2019-2020,F84_historico,R040,1
2019-2020,F84_historico,Q897,1
2019-2020,F84_historico,Q998,1
2019-2020,F84_historico,T222,1
2019-2020,F84_historico,T223,1
2019-2020,F84_historico,T230,1
2019-2020,F84_historico,Q935,1
2019-2020,F84_historico,T231,1
2019-2020,F84_historico,T233,1
2019-2020,F84_historico,Q929,1
2019-2020,F84_historico,T242,1
2019-2020,F84_historico,Q909,1
2019-2020,F84_historico,T243,1
2019-2020,F84_historico,Q892,1
2019-2020,F84_historico,T361,1
2019-2020,F84_historico,T251,1
2019-2020,F84_historico,Q873,1
2019-2020,F84_historico,Q871,1
2019-2020,F84_historico,T253,1
2019-2020,F84_historico,Q828,1
2019-2020,F84_historico,Q822,1
2019-2020,F84_historico,Q774,1
2019-2020,F84_historico,T290,1
2019-2020,F84_historico,Q759,1
2019-2020,F84_historico,T291,1
2019-2020,F84_historico,T312,1
2019-2020,F84_historico,S2781,1
2019-2020,F84_historico,K605,1
2019-2020,F84_historico,N922,1
2019-2020,F84_historico,E761,1
2019-2020,F84_historico,F402,1
2019-2020,F84_historico,F410,1
2019-2020,F84_historico,F411,1
2019-2020,F84_historico,F412,1
2019-2020,F84_historico,F418,1
2019-2020,F84_historico,F419,1
2019-2020,F84_historico,F444,1
2019-2020,F84_historico,F445,1
2019-2020,F84_historico,F449,1
2019-2020,F84_historico,F450,1
2019-2020,F84_historico,F452,1
2019-2020,F84_historico,F500,1
2019-2020,F84_historico,F608,1
2019-2020,F84_historico,F61,1
2019-2020,F84_historico,F639,1
2019-2020,F84_historico,F701,1
2019-2020,F84_historico,F709,1
2019-2020,F84_historico,F331,1
2019-2020,F84_historico,F328,1
2019-2020,F84_historico,F321,1
2019-2020,F84_historico,F121,1
2019-2020,F84_historico,E830,1
2019-2020,F84_historico,E872,1
2019-2020,F84_historico,E876,1
2019-2020,F84_historico,E889,1
2019-2020,F84_historico,F058,1
2019-2020,F84_historico,F059,1
2019-2020,F84_historico,F070,1
2019-2020,F84_historico,F141,1
2019-2020,F84_historico,F320,1
2019-2020,F84_historico,F195,1
2019-2020,F84_historico,F202,1
2019-2020,F84_historico,F205,1
2019-2020,F84_historico,F21,1
2019-2020,F84_historico,F232,1
2019-2020,F84_historico,F313,1
2019-2020,F84_historico,F316,1
2019-2020,F84_historico,F731,1
2019-2020,F84_historico,F739,1
2019-2020,F84_historico,F798,1
2019-2020,F84_historico,G918,1
2019-2020,F84_historico,G438,1
2019-2020,F84_historico,G439,1
2019-2020,F84_historico,G448,1
2019-2020,F84_historico,G478,1
2019-2020,F84_historico,G629,1
2019-2020,F84_historico,G820,1
2019-2020,F84_historico,G901,1
2019-2020,F84_historico,H001,1
2019-2020,F84_historico,G373,1
2019-2020,F84_historico,H268,1
2019-2020,F84_historico,H332,1
2019-2020,F84_historico,H351,1
2019-2020,F84_historico,H428,1
2019-2020,F84_historico,H46,1
2019-2020,F84_historico,H540,1
2019-2020,F84_historico,H55,1
2019-2020,F84_historico,G412,1
2019-2020,F84_historico,G361,1
2019-2020,F84_historico,F800,1
2019-2020,F84_historico,G002,1
2019-2020,F84_historico,F82,1
2019-2020,F84_historico,F844,1
2019-2020,F84_historico,F920,1
2019-2020,F84_historico,F928,1
2019-2020,F84_historico,F938,1
2019-2020,F84_historico,F982,1
2019-2020,F84_historico,G001,1
2019-2020,F84_historico,G048,1
2019-2020,F84_historico,G319,1
2019-2020,F84_historico,G049,1
2019-2020,F84_historico,G062,1
2019-2020,F84_historico,G119,1
2019-2020,F84_historico,G121,1
2019-2020,F84_historico,G210,1
2019-2020,F84_historico,G240,1
2019-2020,F84_historico,G248,1
2019-2020,F84_historico,E762,1
2019-2020,F84_historico,E760,1
2019-2020,F84_historico,N906,1
2019-2020,F84_historico,E754,1
2019-2020,F84_historico,C159,1
2019-2020,F84_historico,C189,1
2019-2020,F84_historico,C341,1
2019-2020,F84_historico,C349,1
2019-2020,F84_historico,C444,1
2019-2020,F84_historico,C504,1
2019-2020,F84_historico,C710,1
2019-2020,F84_historico,C717,1
2019-2020,F84_historico,C719,1
2019-2020,F84_historico,C929,1
2019-2020,F84_historico,C950,1
2019-2020,F84_historico,D037,1
2019-2020,F84_historico,D161,1
2019-2020,F84_historico,D177,1
2019-2020,F84_historico,D232,1
2019-2020,F84_historico,D233,1
2019-2020,F84_historico,D235,1
2019-2020,F84_historico,B99,1
2019-2020,F84_historico,B679,1
2019-2020,F84_historico,B348,1
2019-2020,F84_historico,B018,1
2019-2020,F84_historico,A031,1
2019-2020,F84_historico,A058,1
2019-2020,F84_historico,A150,1
2019-2020,F84_historico,A448,1
2019-2020,F84_historico,A46,1
2019-2020,F84_historico,A492,1
2019-2020,F84_historico,A879,1
2019-2020,F84_historico,B028,1
2019-2020,F84_historico,B271,1
2019-2020,F84_historico,B07,1
2019-2020,F84_historico,B09,1
2019-2020,F84_historico,B159,1
2019-2020,F84_historico,B169,1
2019-2020,F84_historico,B206,1
2019-2020,F84_historico,B24,1
2019-2020,F84_historico,B270,1
2019-2020,F84_historico,D236,1
2019-2020,F84_historico,D237,1
2019-2020,F84_historico,D27,1
2019-2020,F84_historico,E108,1
2019-2020,F84_historico,D695,1
2019-2020,F84_historico,D696,1
2019-2020,F84_historico,D733,1
2019-2020,F84_historico,D763,1
2019-2020,F84_historico,D801,1
2019-2020,F84_historico,D848,1
2019-2020,F84_historico,E106,1
2019-2020,F84_historico,E115,1
2019-2020,F84_historico,D681,1
2019-2020,F84_historico,E141,1
2019-2020,F84_historico,E230,1
2019-2020,F84_historico,E270,1
2019-2020,F84_historico,E301,1
2019-2020,F84_historico,E43,1
2019-2020,F84_historico,E46,1
2019-2020,F84_historico,E711,1
2019-2020,F84_historico,D693,1
2019-2020,F84_historico,D67,1
2019-2020,F84_historico,D320,1
2019-2020,F84_historico,D479,1
2019-2020,F84_historico,D330,1
2019-2020,F84_historico,D34,1
2019-2020,F84_historico,D381,1
2019-2020,F84_historico,D401,1
2019-2020,F84_historico,D430,1
2019-2020,F84_historico,D434,1
2019-2020,F84_historico,D443,1
2019-2020,F84_historico,D481,1
2019-2020,F84_historico,D648,1
2019-2020,F84_historico,D485,1
2019-2020,F84_historico,D487,1
2019-2020,F84_historico,D500,1
2019-2020,F84_historico,D509,1
2019-2020,F84_historico,D589,1
2019-2020,F84_historico,D591,1
2019-2020,F84_historico,D593,1
2019-2020,F84_historico,H659,1
2019-2020,F84_historico,H663,1
2019-2020,F84_historico,H664,1
2019-2020,F84_historico,H700,1
2019-2020,F84_historico,L080,1
2019-2020,F84_historico,L088,1
2019-2020,F84_historico,L211,1
2019-2020,F84_historico,L282,1
2019-2020,F84_historico,L509,1
2019-2020,F84_historico,L518,1
2019-2020,F84_historico,L52,1
2019-2020,F84_historico,L539,1
2019-2020,F84_historico,L728,1
2019-2020,F84_historico,L732,1
2019-2020,F84_historico,L83,1
2019-2020,F84_historico,L902,1
2019-2020,F84_historico,L923,1
2019-2020,F84_historico,L929,1
2019-2020,F84_historico,M0095,1
2019-2020,F84_historico,M0236,1
2019-2020,F84_historico,M201,1
2019-2020,F84_historico,L033,1
2019-2020,F84_historico,L032,1
2019-2020,F84_historico,L029,1
2019-2020,F84_historico,K639,1
2019-2020,F84_historico,K565,1
2019-2020,F84_historico,K593,1
2019-2020,F84_historico,K602,1
2019-2020,F84_historico,A021,1
2019-2020,F84_historico,K610,1
2019-2020,F84_historico,K621,1
2019-2020,F84_historico,K635,1
2019-2020,F84_historico,K649,1
2019-2020,F84_historico,L010,1
2019-2020,F84_historico,K659,1
2019-2020,F84_historico,K739,1
2019-2020,F84_historico,K754,1
2019-2020,F84_historico,K759,1
2019-2020,F84_historico,K853,1
2019-2020,F84_historico,K914,1
2019-2020,F84_historico,K929,1
2019-2020,F84_historico,M2105,1
2019-2020,F84_historico,M2117,1
2019-2020,F84_historico,M2176,1
2019-2020,F84_historico,N178,1
2019-2020,F84_historico,M8725,1
2019-2020,F84_historico,M8793,1
2019-2020,F84_historico,M9486,1
2019-2020,F84_historico,N041,1
2019-2020,F84_historico,N048,1
2019-2020,F84_historico,N136,1
2019-2020,F84_historico,N138,1
2019-2020,F84_historico,N183,1
2019-2020,F84_historico,M8695,1
2019-2020,F84_historico,N258,1
2019-2020,F84_historico,N392,1
2019-2020,F84_historico,N433,1
2019-2020,F84_historico,N480,1
2019-2020,F84_historico,N483,1
2019-2020,F84_historico,N508,1
2019-2020,F84_historico,N831,1
2019-2020,F84_historico,M8698,1
2019-2020,F84_historico,M8690,1
2019-2020,F84_historico,M2318,1
2019-2020,F84_historico,M4149,1
2019-2020,F84_historico,M2329,1
2019-2020,F84_historico,M2445,1
2019-2020,F84_historico,M2446,1
2019-2020,F84_historico,M359,1
2019-2020,F84_historico,M4105,1
2019-2020,F84_historico,M4125,1
2019-2020,F84_historico,M4144,1
2019-2020,F84_historico,M4618,1
2019-2020,F84_historico,M8589,1
2019-2020,F84_historico,M4646,1
2019-2020,F84_historico,M673,1
2019-2020,F84_historico,M7046,1
2019-2020,F84_historico,M7248,1
2019-2020,F84_historico,M7958,1
2019-2020,F84_historico,M8407,1
2019-2020,F84_historico,M8565,1
2019-2020,F84_historico,K561,1
2019-2020,F84_historico,K560,1
2019-2020,F84_historico,K559,1
2019-2020,F84_historico,J157,1
2019-2020,F84_historico,I888,1
2019-2020,F84_historico,I889,1
2019-2020,F84_historico,J028,1
2019-2020,F84_historico,J029,1
2019-2020,F84_historico,J039,1
2019-2020,F84_historico,J123,1
2019-2020,F84_historico,J14,1
2019-2020,F84_historico,J158,1
2019-2020,F84_historico,I776,1
2019-2020,F84_historico,J180,1
2019-2020,F84_historico,J210,1
2019-2020,F84_historico,J22,1
2019-2020,F84_historico,J304,1
2019-2020,F84_historico,J329,1
2019-2020,F84_historico,J343,1
2019-2020,F84_historico,J36,1
2019-2020,F84_historico,I802,1
2019-2020,F84_historico,I679,1
2019-2020,F84_historico,J398,1
2019-2020,F84_historico,I211,1
2019-2020,F84_historico,H729,1
2019-2020,F84_historico,H900,1
2019-2020,F84_historico,H903,1
2019-2020,F84_historico,H905,1
2019-2020,F84_historico,I151,1
2019-2020,F84_historico,I200,1
2019-2020,F84_historico,I210,1
2019-2020,F84_historico,I270,1
2019-2020,F84_historico,I638,1
2019-2020,F84_historico,I359,1
2019-2020,F84_historico,I440,1
2019-2020,F84_historico,I441,1
2019-2020,F84_historico,I442,1
2019-2020,F84_historico,I469,1
2019-2020,F84_historico,I619,1
2019-2020,F84_historico,I629,1
2019-2020,F84_historico,J387,1
2019-2020,F84_historico,J40,1
2019-2020,F84_historico,K550,1
2019-2020,F84_historico,K222,1
2019-2020,F84_historico,K102,1
2019-2020,F84_historico,K108,1
2019-2020,F84_historico,K112,1
2019-2020,F84_historico,K113,1
2019-2020,F84_historico,K117,1
2019-2020,F84_historico,K134,1
2019-2020,F84_historico,K221,1
2019-2020,F84_historico,K295,1
2019-2020,F84_historico,K083,1
2019-2020,F84_historico,K297,1
2019-2020,F84_historico,K299,1
2019-2020,F84_historico,K315,1
2019-2020,F84_historico,K402,1
2019-2020,F84_historico,K419,1
2019-2020,F84_historico,K500,1
2019-2020,F84_historico,K522,1
2019-2020,F84_historico,K092,1
2019-2020,F84_historico,K076,1
2019-2020,F84_historico,J42,1
2019-2020,F84_historico,J90,1
2019-2020,F84_historico,J449,1
2019-2020,F84_historico,J47,1
2019-2020,F84_historico,J81,1
2019-2020,F84_historico,J849,1
2019-2020,F84_historico,J850,1
2019-2020,F84_historico,J851,1
2019-2020,F84_historico,J869,1
2019-2020,F84_historico,J931,1
2019-2020,F84_historico,K073,1
2019-2020,F84_historico,J939,1
2019-2020,F84_historico,J950,1
2019-2020,F84_historico,J9619,1
2019-2020,F84_historico,J984,1
2019-2020,F84_historico,K023,1
2019-2020,F84_historico,K046,1
2019-2020,F84_historico,K052,1
2019-2020,F84_historico,Z930,1
2021-2024,autismo_F840,N47,694
2021-2024,autismo_F840,F840,450
2021-2024,autismo_F840,K358,395
2021-2024,autismo_F840,J353,356
2021-2024,autismo_F840,G409,301
2021-2024,autismo_F840,J46,252
2021-2024,autismo_F840,K029,177
2021-2024,autismo_F840,F322,175
2021-2024,autismo_F840,K353,154
2021-2024,autismo_F840,Q531,128
2021-2024,autismo_F840,A080,125
2021-2024,autismo_F840,J121,121
2021-2024,autismo_F840,J129,118
2021-2024,autismo_F840,T432,111
2021-2024,autismo_F840,R568,111
2021-2024,autismo_F840,A099,109
2021-2024,autismo_F840,J209,109
2021-2024,autismo_F840,J128,108
2021-2024,autismo_F840,F329,107
2021-2024,autismo_F840,K352,106
2021-2024,autismo_F840,Q532,97
2021-2024,autismo_F840,J351,86
2021-2024,autismo_F840,A090,84
2021-2024,autismo_F840,S4240,83
2021-2024,autismo_F840,E101,81
2021-2024,autismo_F840,J159,77
2021-2024,autismo_F840,K590,76
2021-2024,autismo_F840,T435,74
2021-2024,autismo_F840,J189,74
2021-2024,autismo_F840,G403,70
2021-2024,autismo_F840,U071,70
2021-2024,autismo_F840,K028,69
2021-2024,autismo_F840,T424,68
2021-2024,autismo_F840,Z518,67
2021-2024,autismo_F840,J206,67
2021-2024,autismo_F840,F603,66
2021-2024,autismo_F840,T391,65
2021-2024,autismo_F840,F29,65
2021-2024,autismo_F840,F412,62
2021-2024,autismo_F840,F323,62
2021-2024,autismo_F840,G408,62
2021-2024,autismo_F840,K802,61
2021-2024,autismo_F840,J352,59
2021-2024,autismo_F840,Z138,58
2021-2024,autismo_F840,H509,57
2021-2024,autismo_F840,N10,57
2021-2024,autismo_F840,K564,56
2021-2024,autismo_F840,R458,53
2021-2024,autismo_F840,N44,53
2021-2024,autismo_F840,G401,49
2021-2024,autismo_F840,R560,48
2021-2024,autismo_F840,N390,47
2021-2024,autismo_F840,F919,46
2021-2024,autismo_F840,F239,45
2021-2024,autismo_F840,S5250,44
2021-2024,autismo_F840,T433,43
2021-2024,autismo_F840,G404,43
2021-2024,autismo_F840,F432,42
2021-2024,autismo_F840,J123,42
2021-2024,autismo_F840,K409,42
2021-2024,autismo_F840,J157,41
2021-2024,autismo_F840,K429,39
2021-2024,autismo_F840,K010,38
2021-2024,autismo_F840,Z038,37
2021-2024,autismo_F840,S0690,36
2021-2024,autismo_F840,F431,35
2021-2024,autismo_F840,G473,35
2021-2024,autismo_F840,K021,35
2021-2024,autismo_F840,C910,34
2021-2024,autismo_F840,J205,34
2021-2024,autismo_F840,S517,34
2021-2024,autismo_F840,J459,32
2021-2024,autismo_F840,S519,31
2021-2024,autismo_F840,Z133,31
2021-2024,autismo_F840,T426,30
2021-2024,autismo_F840,Q668,30
2021-2024,autismo_F840,H501,30
