era,definition,index_role,code,patients
2021-2024,TEA_operacional,solo_secundario,E109,15
2021-2024,TEA_operacional,solo_secundario,E46,14
2021-2024,TEA_operacional,solo_secundario,K801,14
2021-2024,TEA_operacional,solo_secundario,K859,14
2021-2024,TEA_operacional,solo_secundario,F411,14
2021-2024,TEA_operacional,solo_secundario,T810,14
2021-2024,TEA_operacional,solo_secundario,E86,14
2021-2024,TEA_operacional,solo_secundario,Z511,14
2021-2024,TEA_operacional,solo_secundario,O993,14
2021-2024,TEA_operacional,solo_secundario,Q541,13
2021-2024,TEA_operacional,solo_secundario,G048,13
2021-2024,TEA_operacional,solo_secundario,F639,13
2021-2024,TEA_operacional,solo_secundario,K37,13
2021-2024,TEA_operacional,solo_secundario,L040,13
2021-2024,TEA_operacional,solo_secundario,R55,13
2021-2024,TEA_operacional,solo_secundario,T242,13
2021-2024,TEA_operacional,solo_secundario,T252,13
2021-2024,TEA_operacional,solo_secundario,J9600,13
2021-2024,TEA_operacional,solo_secundario,S7200,13
2021-2024,TEA_operacional,solo_secundario,L050,13
2021-2024,TEA_operacional,solo_secundario,K519,12
2021-2024,TEA_operacional,solo_secundario,A083,12
2021-2024,TEA_operacional,solo_secundario,R13,12
2021-2024,TEA_operacional,solo_secundario,R104,12
2021-2024,TEA_operacional,solo_secundario,A082,12
2021-2024,TEA_operacional,solo_secundario,S0640,12
2021-2024,TEA_operacional,solo_secundario,Z137,12
2021-2024,TEA_operacional,solo_secundario,F28,12
2021-2024,TEA_operacional,solo_secundario,F09,12
2021-2024,TEA_operacional,solo_secundario,T543,12
2021-2024,TEA_operacional,solo_secundario,F429,12
2021-2024,TEA_operacional,solo_secundario,J039,12
2021-2024,TEA_operacional,solo_secundario,H700,12
2021-2024,TEA_operacional,solo_secundario,E111,12
2021-2024,TEA_operacional,solo_secundario,S5280,12
2021-2024,TEA_operacional,solo_secundario,N179,12
2021-2024,TEA_operacional,solo_secundario,Q665,12
2021-2024,TEA_operacional,solo_secundario,F430,11
2021-2024,TEA_operacional,solo_secundario,Z018,11
2021-2024,TEA_operacional,solo_secundario,K219,11
2021-2024,TEA_operacional,solo_secundario,T751,11
2021-2024,TEA_operacional,solo_secundario,H500,11
2021-2024,TEA_operacional,solo_secundario,S0220,11
2021-2024,TEA_operacional,solo_secundario,J050,11
2021-2024,TEA_operacional,solo_secundario,N433,11
2021-2024,TEA_operacional,solo_secundario,N049,11
2021-2024,TEA_operacional,solo_secundario,D487,11
2021-2024,TEA_operacional,solo_secundario,Q211,11
2021-2024,TEA_operacional,solo_secundario,E43,11
2021-2024,TEA_operacional,solo_secundario,D480,11
2021-2024,TEA_operacional,solo_secundario,J14,11
2021-2024,TEA_operacional,solo_secundario,K650,11
2021-2024,TEA_operacional,solo_secundario,K920,10
2021-2024,TEA_operacional,solo_secundario,M930,10
2021-2024,TEA_operacional,solo_secundario,K011,10
2021-2024,TEA_operacional,solo_secundario,R270,10
2021-2024,TEA_operacional,solo_secundario,A419,10
2021-2024,TEA_operacional,solo_secundario,S0200,10
2021-2024,TEA_operacional,solo_secundario,R51,10
2021-2024,TEA_operacional,solo_secundario,H652,10
2021-2024,TEA_operacional,solo_secundario,T814,10
2021-2024,TEA_operacional,solo_secundario,Z540,10
2021-2024,TEA_operacional,solo_secundario,F233,10
2021-2024,TEA_operacional,solo_secundario,N459,10
2021-2024,TEA_operacional,solo_secundario,T742,10
2021-2024,TEA_operacional,solo_secundario,F312,10
2021-2024,TEA_operacional,solo_secundario,G402,10
2021-2024,TEA_operacional,solo_secundario,S518,10
2021-2024,TEA_operacional,solo_secundario,F208,10
2021-2024,TEA_operacional,solo_secundario,S411,10
2021-2024,TEA_operacional,solo_secundario,S0620,9
2021-2024,TEA_operacional,solo_secundario,L720,9
2021-2024,TEA_operacional,solo_secundario,K851,9
2021-2024,TEA_operacional,solo_secundario,F508,9
2021-2024,TEA_operacional,solo_secundario,K720,9
2021-2024,TEA_operacional,solo_secundario,J068,9
2021-2024,TEA_operacional,solo_secundario,S619,9
2021-2024,TEA_operacional,solo_secundario,H506,9
2021-2024,TEA_operacional,solo_secundario,M9115,9
2021-2024,TEA_operacional,solo_secundario,Q540,9
2021-2024,TEA_operacional,solo_secundario,Q549,9
2021-2024,TEA_operacional,solo_secundario,S7290,9
2021-2024,TEA_operacional,solo_secundario,N185,9
2021-2024,TEA_operacional,solo_secundario,O420,9
2021-2024,TEA_operacional,solo_secundario,S009,9
2021-2024,TEA_operacional,solo_secundario,G049,9
2021-2024,TEA_operacional,solo_secundario,D694,9
2021-2024,TEA_operacional,solo_secundario,F410,9
2021-2024,TEA_operacional,solo_secundario,Q740,9
2021-2024,TEA_operacional,solo_secundario,T450,9
2021-2024,TEA_operacional,solo_secundario,Z033,9
2021-2024,TEA_operacional,solo_secundario,B270,8
2021-2024,TEA_operacional,solo_secundario,C629,8
2021-2024,TEA_operacional,solo_secundario,F328,8
2021-2024,TEA_operacional,solo_secundario,T510,8
2021-2024,TEA_operacional,solo_secundario,K528,8
2021-2024,TEA_operacional,solo_secundario,F318,8
2021-2024,TEA_operacional,solo_secundario,S5230,8
2021-2024,TEA_operacional,solo_secundario,F238,8
2021-2024,TEA_operacional,solo_secundario,E872,8
2021-2024,TEA_operacional,solo_secundario,F192,8
2021-2024,TEA_operacional,solo_secundario,K562,8
2021-2024,TEA_operacional,solo_secundario,K561,8
2021-2024,TEA_operacional,solo_secundario,M303,8
2021-2024,TEA_operacional,solo_secundario,Q070,8
2021-2024,TEA_operacional,solo_secundario,A38,8
2021-2024,TEA_operacional,solo_secundario,T222,8
2021-2024,TEA_operacional,solo_secundario,D430,8
2021-2024,TEA_operacional,solo_secundario,G610,8
2021-2024,TEA_operacional,solo_secundario,S4200,8
2021-2024,TEA_operacional,solo_secundario,T182,8
2021-2024,TEA_operacional,solo_secundario,J22,8
2021-2024,TEA_operacional,solo_secundario,K402,8
2021-2024,TEA_operacional,solo_secundario,S8210,8
2021-2024,TEA_operacional,solo_secundario,N432,8
2021-2024,TEA_operacional,solo_secundario,M2147,8
2021-2024,TEA_operacional,solo_secundario,L024,8
2021-2024,TEA_operacional,solo_secundario,S099,8
2021-2024,TEA_operacional,solo_secundario,L020,8
2021-2024,TEA_operacional,solo_secundario,Z302,8
2021-2024,TEA_operacional,solo_secundario,G930,7
2021-2024,TEA_operacional,solo_secundario,K052,7
2021-2024,TEA_operacional,solo_secundario,K565,7
2021-2024,TEA_operacional,solo_secundario,T16,7
2021-2024,TEA_operacional,solo_secundario,I638,7
2021-2024,TEA_operacional,solo_secundario,T427,7
2021-2024,TEA_operacional,solo_secundario,S013,7
2021-2024,TEA_operacional,solo_secundario,S011,7
2021-2024,TEA_operacional,solo_secundario,S0280,7
2021-2024,TEA_operacional,solo_secundario,T141,7
2021-2024,TEA_operacional,solo_secundario,F449,7
2021-2024,TEA_operacional,solo_secundario,Q172,7
2021-2024,TEA_operacional,solo_secundario,B340,7
2021-2024,TEA_operacional,solo_secundario,H653,7
2021-2024,TEA_operacional,solo_secundario,S618,7
2021-2024,TEA_operacional,solo_secundario,F314,7
2021-2024,TEA_operacional,solo_secundario,H660,7
2021-2024,TEA_operacional,solo_secundario,G400,7
2021-2024,TEA_operacional,solo_secundario,K808,7
2021-2024,TEA_operacional,solo_secundario,Z430,7
2021-2024,TEA_operacional,solo_secundario,F900,7
2021-2024,TEA_operacional,solo_secundario,S711,7
2021-2024,TEA_operacional,solo_secundario,T292,7
2021-2024,TEA_operacional,solo_secundario,B002,7
2021-2024,TEA_operacional,solo_secundario,O700,7
2021-2024,TEA_operacional,solo_secundario,T405,7
2021-2024,TEA_operacional,solo_secundario,T568,7
2021-2024,TEA_operacional,solo_secundario,E116,7
2021-2024,TEA_operacional,solo_secundario,N201,7
2021-2024,TEA_operacional,solo_secundario,D162,7
2021-2024,TEA_operacional,solo_secundario,D401,7
2021-2024,TEA_operacional,solo_secundario,J210,7
2021-2024,TEA_operacional,solo_secundario,F316,6
2021-2024,TEA_operacional,solo_secundario,G119,6
2021-2024,TEA_operacional,solo_secundario,Z478,6
2021-2024,TEA_operacional,solo_secundario,B279,6
2021-2024,TEA_operacional,solo_secundario,D649,6
2021-2024,TEA_operacional,solo_secundario,T465,6
2021-2024,TEA_operacional,solo_secundario,J869,6
2021-2024,TEA_operacional,solo_secundario,K36,6
2021-2024,TEA_operacional,solo_secundario,T383,6
2021-2024,TEA_operacional,solo_secundario,H71,6
2021-2024,TEA_operacional,solo_secundario,D619,6
2021-2024,TEA_operacional,solo_secundario,K040,6
2021-2024,TEA_operacional,solo_secundario,D593,6
2021-2024,TEA_operacional,solo_secundario,S0680,6
2021-2024,TEA_operacional,solo_secundario,J029,6
2021-2024,TEA_operacional,solo_secundario,N508,6
2021-2024,TEA_operacional,solo_secundario,J390,6
2021-2024,TEA_operacional,solo_secundario,F638,6
2021-2024,TEA_operacional,solo_secundario,F711,6
2021-2024,TEA_operacional,solo_secundario,N835,6
2021-2024,TEA_operacional,solo_secundario,F439,6
2021-2024,TEA_operacional,solo_secundario,F721,6
2021-2024,TEA_operacional,solo_secundario,M220,6
2021-2024,TEA_operacional,solo_secundario,F809,6
2021-2024,TEA_operacional,solo_secundario,Q892,6
2021-2024,TEA_operacional,solo_secundario,J111,6
2021-2024,TEA_operacional,solo_secundario,F911,6
2021-2024,TEA_operacional,solo_secundario,Z431,6
2021-2024,TEA_operacional,solo_secundario,F070,6
2021-2024,TEA_operacional,solo_secundario,R418,6
2021-2024,TEA_operacional,solo_secundario,J343,6
2021-2024,TEA_operacional,solo_secundario,Z514,6
2021-2024,TEA_operacional,solo_secundario,F602,6
2021-2024,TEA_operacional,solo_secundario,T633,6
2021-2024,TEA_operacional,solo_secundario,T436,6
2021-2024,TEA_operacional,solo_secundario,S9250,6
2021-2024,TEA_operacional,solo_secundario,L023,6
2021-2024,TEA_operacional,solo_secundario,G934,6
2021-2024,TEA_operacional,solo_secundario,G932,6
2021-2024,TEA_operacional,solo_secundario,J450,6
2021-2024,TEA_operacional,solo_secundario,S9230,6
2021-2024,TEA_operacional,solo_secundario,S010,6
2021-2024,TEA_operacional,solo_secundario,J219,6
2021-2024,TEA_operacional,solo_secundario,D27,6
2021-2024,TEA_operacional,solo_secundario,F069,6
2021-2024,TEA_operacional,solo_secundario,Q851,6
2021-2024,TEA_operacional,solo_secundario,G710,6
2021-2024,TEA_operacional,solo_secundario,R590,6
2021-2024,TEA_operacional,solo_secundario,A047,6
2021-2024,TEA_operacional,solo_secundario,D232,6
2021-2024,TEA_operacional,solo_secundario,T634,6
2021-2024,TEA_operacional,solo_secundario,T421,6
2021-2024,TEA_operacional,solo_secundario,T183,6
2021-2024,TEA_operacional,solo_secundario,J09,5
2021-2024,TEA_operacional,solo_secundario,J204,5
2021-2024,TEA_operacional,solo_secundario,K073,5
2021-2024,TEA_operacional,solo_secundario,R31,5
2021-2024,TEA_operacional,solo_secundario,S0600,5
2021-2024,TEA_operacional,solo_secundario,I330,5
2021-2024,TEA_operacional,solo_secundario,Q556,5
2021-2024,TEA_operacional,solo_secundario,F640,5
2021-2024,TEA_operacional,solo_secundario,H502,5
2021-2024,TEA_operacional,principal_y_secundario,F840,5
2021-2024,TEA_operacional,solo_secundario,DESCONOCIDO,5
2021-2024,TEA_operacional,solo_secundario,C73,5
2021-2024,TEA_operacional,solo_secundario,M2106,5
2021-2024,TEA_operacional,solo_secundario,Q210,5
2021-2024,TEA_operacional,solo_secundario,L030,5
2021-2024,TEA_operacional,solo_secundario,T233,5
2021-2024,TEA_operacional,solo_secundario,S7240,5
2021-2024,TEA_operacional,solo_secundario,T140,5
2021-2024,TEA_operacional,solo_secundario,T604,5
2021-2024,TEA_operacional,solo_secundario,T189,5
2021-2024,TEA_operacional,solo_secundario,K403,5
2021-2024,TEA_operacional,solo_secundario,A049,5
2021-2024,TEA_operacional,solo_secundario,G479,5
2021-2024,TEA_operacional,solo_secundario,Q120,5
2021-2024,TEA_operacional,solo_secundario,T211,5
2021-2024,TEA_operacional,solo_secundario,N059,5
2021-2024,TEA_operacional,solo_secundario,K805,5
2021-2024,TEA_operacional,solo_secundario,K388,5
2021-2024,TEA_operacional,solo_secundario,T813,5
2021-2024,TEA_operacional,solo_secundario,D690,5
2021-2024,TEA_operacional,solo_secundario,J180,5
2021-2024,TEA_operacional,solo_secundario,K804,5
2021-2024,TEA_operacional,solo_secundario,T232,5
2021-2024,TEA_operacional,solo_secundario,S014,5
2021-2024,TEA_operacional,solo_secundario,G411,5
2021-2024,TEA_operacional,solo_secundario,A483,5
2021-2024,TEA_operacional,solo_secundario,F952,5
2021-2024,TEA_operacional,solo_secundario,A499,5
2021-2024,TEA_operacional,solo_secundario,L910,5
2021-2024,TEA_operacional,solo_secundario,D234,5
2021-2024,TEA_operacional,solo_secundario,T438,5
2021-2024,TEA_operacional,solo_secundario,Q676,5
2021-2024,TEA_operacional,solo_secundario,E840,5
2021-2024,TEA_operacional,solo_secundario,Z098,5
2021-2024,TEA_operacional,solo_secundario,Z031,5
2021-2024,TEA_operacional,solo_secundario,J40,5
2021-2024,TEA_operacional,solo_secundario,Q760,5
2021-2024,TEA_operacional,solo_secundario,F259,5
2021-2024,TEA_operacional,solo_secundario,J030,5
2021-2024,TEA_operacional,solo_secundario,K610,5
2021-2024,TEA_operacional,solo_secundario,F448,5
2021-2024,TEA_operacional,solo_secundario,E871,5
2021-2024,TEA_operacional,solo_secundario,K625,5
2021-2024,TEA_operacional,solo_secundario,K623,5
2021-2024,TEA_operacional,solo_secundario,F220,5
2021-2024,TEA_operacional,solo_secundario,J851,5
2021-2024,TEA_operacional,solo_secundario,D233,5
2021-2024,TEA_operacional,solo_secundario,B348,5
2021-2024,TEA_operacional,solo_secundario,S6251,5
2021-2024,TEA_operacional,solo_secundario,F341,5
2021-2024,TEA_operacional,solo_secundario,B018,5
2021-2024,TEA_operacional,solo_secundario,Z048,5
2021-2024,TEA_operacional,solo_secundario,S5270,5
2021-2024,TEA_operacional,solo_secundario,E161,5
2021-2024,TEA_operacional,solo_secundario,I639,5
2021-2024,TEA_operacional,solo_secundario,F122,5
2021-2024,TEA_operacional,solo_secundario,Q741,5
2021-2024,TEA_operacional,solo_secundario,S617,5
2021-2024,TEA_operacional,solo_secundario,F302,4
2021-2024,TEA_operacional,solo_secundario,Q750,4
2021-2024,TEA_operacional,solo_secundario,N048,4
2021-2024,TEA_operacional,solo_secundario,T434,4
2021-2024,TEA_operacional,solo_secundario,Z480,4
2021-2024,TEA_operacional,solo_secundario,S0650,4
2021-2024,TEA_operacional,solo_secundario,K297,4
2021-2024,TEA_operacional,solo_secundario,I802,4
2021-2024,TEA_operacional,solo_secundario,H000,4
2021-2024,TEA_operacional,solo_secundario,S119,4
2021-2024,TEA_operacional,solo_secundario,F317,4
2021-2024,TEA_operacional,solo_secundario,J852,4
2021-2024,TEA_operacional,solo_secundario,Q175,4
2021-2024,TEA_operacional,solo_secundario,G35,4
2021-2024,TEA_operacional,solo_secundario,I889,4
2021-2024,TEA_operacional,solo_secundario,L022,4
2021-2024,TEA_operacional,solo_secundario,N480,4
2021-2024,TEA_operacional,solo_secundario,Q627,4
2021-2024,TEA_operacional,solo_secundario,D509,4
2021-2024,TEA_operacional,solo_secundario,S610,4
2021-2024,TEA_operacional,solo_secundario,D580,4
2021-2024,TEA_operacional,solo_secundario,H664,4
2021-2024,TEA_operacional,solo_secundario,T390,4
2021-2024,TEA_operacional,solo_secundario,D508,4
2021-2024,TEA_operacional,solo_secundario,T658,4
2021-2024,TEA_operacional,solo_secundario,D352,4
2021-2024,TEA_operacional,solo_secundario,D367,4
2021-2024,TEA_operacional,solo_secundario,H508,4
2021-2024,TEA_operacional,solo_secundario,G918,4
2021-2024,TEA_operacional,solo_secundario,Q311,4
2021-2024,TEA_operacional,solo_secundario,A044,4
2021-2024,TEA_operacional,solo_secundario,S012,4
2021-2024,TEA_operacional,solo_secundario,D376,4
2021-2024,TEA_operacional,solo_secundario,S8260,4
2021-2024,TEA_operacional,solo_secundario,L209,4
2021-2024,TEA_operacional,solo_secundario,S0260,4
2021-2024,TEA_operacional,solo_secundario,T461,4
2021-2024,TEA_operacional,solo_secundario,L282,4
2021-2024,TEA_operacional,solo_secundario,C402,4
2021-2024,TEA_operacional,solo_secundario,D391,4
2021-2024,TEA_operacional,solo_secundario,Q850,4
2021-2024,TEA_operacional,solo_secundario,A031,4
2021-2024,TEA_operacional,solo_secundario,K260,4
2021-2024,TEA_operacional,solo_secundario,T149,4
2021-2024,TEA_operacional,solo_secundario,L509,4
2021-2024,TEA_operacional,solo_secundario,H650,4
2021-2024,TEA_operacional,solo_secundario,D171,4
2021-2024,TEA_operacional,solo_secundario,J154,4
2021-2024,TEA_operacional,solo_secundario,J849,4
2021-2024,TEA_operacional,solo_secundario,J90,4
2021-2024,TEA_operacional,solo_secundario,J850,4
2021-2024,TEA_operacional,solo_secundario,N319,4
2021-2024,TEA_operacional,solo_secundario,H659,4
2021-2024,TEA_operacional,solo_secundario,F232,4
2021-2024,TEA_operacional,solo_secundario,M7957,4
2021-2024,TEA_operacional,principal_y_secundario,F849,4
2021-2024,TEA_operacional,solo_secundario,O990,4
2021-2024,TEA_operacional,solo_secundario,F929,4
2021-2024,TEA_operacional,solo_secundario,H903,4
2021-2024,TEA_operacional,solo_secundario,J955,4
2021-2024,TEA_operacional,solo_secundario,F901,4
2021-2024,TEA_operacional,solo_secundario,Q250,4
2021-2024,TEA_operacional,solo_secundario,K754,4
2021-2024,TEA_operacional,solo_secundario,K510,4
2021-2024,TEA_operacional,solo_secundario,F83,4
2021-2024,TEA_operacional,solo_secundario,J108,4
2021-2024,TEA_operacional,solo_secundario,K222,4
2021-2024,TEA_operacional,solo_secundario,N832,4
2021-2024,TEA_operacional,solo_secundario,Z011,4
2021-2024,TEA_operacional,solo_secundario,F729,4
2021-2024,TEA_operacional,solo_secundario,Q359,4
2021-2024,TEA_operacional,solo_secundario,C716,4
2021-2024,TEA_operacional,solo_secundario,T511,4
2021-2024,TEA_operacional,solo_secundario,S681,4
2021-2024,TEA_operacional,solo_secundario,Q369,4
2021-2024,TEA_operacional,solo_secundario,I456,4
2021-2024,TEA_operacional,solo_secundario,E115,4
2021-2024,TEA_operacional,solo_secundario,I442,4
2021-2024,TEA_operacional,solo_secundario,E230,4
2021-2024,TEA_operacional,solo_secundario,S0230,4
2021-2024,TEA_operacional,solo_secundario,K137,4
2021-2024,TEA_operacional,solo_secundario,C719,4
2021-2024,TEA_operacional,solo_secundario,H270,4
2021-2024,TEA_operacional,solo_secundario,T520,4
2021-2024,TEA_operacional,solo_secundario,H330,4
2021-2024,TEA_operacional,solo_secundario,S3280,4
2021-2024,TEA_operacional,solo_secundario,J9699,4
2021-2024,TEA_operacional,solo_secundario,K621,4
2021-2024,TEA_operacional,solo_secundario,M673,4
2021-2024,TEA_operacional,solo_secundario,B09,4
2021-2024,TEA_operacional,solo_secundario,K850,4
2021-2024,TEA_operacional,solo_secundario,S9200,4
2021-2024,TEA_operacional,solo_secundario,D259,4
2021-2024,TEA_operacional,solo_secundario,T213,4
2021-2024,TEA_operacional,solo_secundario,G938,4
2021-2024,TEA_operacional,solo_secundario,H905,4
2021-2024,TEA_operacional,solo_secundario,Q542,4
2021-2024,TEA_operacional,solo_secundario,L010,4
2021-2024,TEA_operacional,solo_secundario,T407,4
2021-2024,TEA_operacional,solo_secundario,A418,4
2021-2024,TEA_operacional,solo_secundario,F332,4
2021-2024,TEA_operacional,solo_secundario,R040,4
2021-2024,TEA_operacional,solo_secundario,K803,4
2021-2024,TEA_operacional,solo_secundario,M201,4
2021-2024,TEA_operacional,solo_secundario,S817,4
2021-2024,TEA_operacional,solo_secundario,T58,4
2021-2024,TEA_operacional,solo_secundario,O820,4
2021-2024,TEA_operacional,solo_secundario,Q379,4
2021-2024,TEA_operacional,solo_secundario,F988,4
2021-2024,TEA_operacional,solo_secundario,N800,4
2021-2024,TEA_operacional,solo_secundario,K006,4
2021-2024,TEA_operacional,solo_secundario,Z452,4
2021-2024,TEA_operacional,solo_secundario,F941,4
2021-2024,TEA_operacional,solo_secundario,R508,4
2021-2024,TEA_operacional,solo_secundario,F959,4
2021-2024,TEA_operacional,solo_secundario,T858,4
2021-2024,TEA_operacional,solo_secundario,Q548,4
2021-2024,TEA_operacional,solo_secundario,Q068,4
2021-2024,TEA_operacional,solo_secundario,F388,4
2021-2024,TEA_operacional,solo_secundario,H503,3
2021-2024,TEA_operacional,solo_secundario,S3701,3
2021-2024,TEA_operacional,solo_secundario,K071,3
2021-2024,TEA_operacional,solo_secundario,K055,3
2021-2024,TEA_operacional,solo_secundario,S0660,3
2021-2024,TEA_operacional,solo_secundario,K090,3
2021-2024,TEA_operacional,solo_secundario,H46,3
2021-2024,TEA_operacional,solo_secundario,S310,3
2021-2024,TEA_operacional,solo_secundario,K602,3
2021-2024,TEA_operacional,solo_secundario,K550,3
2021-2024,TEA_operacional,solo_secundario,K250,3
2021-2024,TEA_operacional,solo_secundario,S0630,3
2021-2024,TEA_operacional,solo_secundario,I400,3
2021-2024,TEA_operacional,solo_secundario,J982,3
2021-2024,TEA_operacional,solo_secundario,J9690,3
2021-2024,TEA_operacional,solo_secundario,S661,3
2021-2024,TEA_operacional,solo_secundario,S058,3
2021-2024,TEA_operacional,solo_secundario,S4220,3
2021-2024,TEA_operacional,solo_secundario,J958,3
2021-2024,TEA_operacional,solo_secundario,K317,3
2021-2024,TEA_operacional,solo_secundario,S810,3
2021-2024,TEA_operacional,solo_secundario,I500,3
2021-2024,TEA_operacional,solo_secundario,J950,3
2021-2024,TEA_operacional,solo_secundario,S8200,3
2021-2024,TEA_operacional,solo_secundario,K025,3
2021-2024,TEA_operacional,solo_secundario,K439,3
2021-2024,TEA_operacional,solo_secundario,J014,3
2021-2024,TEA_operacional,solo_secundario,S5220,3
2021-2024,TEA_operacional,solo_secundario,S8240,3
2021-2024,TEA_operacional,solo_secundario,K044,3
2021-2024,TEA_operacional,solo_secundario,S8250,3
2021-2024,TEA_operacional,solo_secundario,I620,3
2021-2024,TEA_operacional,solo_secundario,I861,3
2021-2024,TEA_operacional,solo_secundario,K046,3
2021-2024,TEA_operacional,solo_secundario,S097,3
2021-2024,TEA_operacional,solo_secundario,H611,3
2021-2024,TEA_operacional,solo_secundario,K291,3
2021-2024,TEA_operacional,solo_secundario,H532,3
2021-2024,TEA_operacional,solo_secundario,K112,3
2021-2024,TEA_operacional,solo_secundario,J448,3
2021-2024,TEA_operacional,solo_secundario,K079,3
2021-2024,TEA_operacional,solo_secundario,H269,3
2021-2024,TEA_operacional,solo_secundario,D696,3
2021-2024,TEA_operacional,solo_secundario,D66,3
2021-2024,TEA_operacional,solo_secundario,D531,3
2021-2024,TEA_operacional,solo_secundario,D479,3
2021-2024,TEA_operacional,solo_secundario,D444,3
2021-2024,TEA_operacional,solo_secundario,N12,3
2021-2024,TEA_operacional,solo_secundario,N132,3
2021-2024,TEA_operacional,solo_secundario,N133,3
2021-2024,TEA_operacional,solo_secundario,T780,3
2021-2024,TEA_operacional,solo_secundario,N170,3
2021-2024,TEA_operacional,solo_secundario,T783,3
2021-2024,TEA_operacional,solo_secundario,N178,3
2021-2024,TEA_operacional,solo_secundario,N184,3
2021-2024,TEA_operacional,solo_secundario,N200,3
2021-2024,TEA_operacional,solo_secundario,D235,3
2021-2024,TEA_operacional,solo_secundario,N288,3
2021-2024,TEA_operacional,solo_secundario,T818,3
2021-2024,TEA_operacional,solo_secundario,N40,3
2021-2024,TEA_operacional,solo_secundario,D695,3
2021-2024,TEA_operacional,solo_secundario,E042,3
2021-2024,TEA_operacional,solo_secundario,F320,3
2021-2024,TEA_operacional,solo_secundario,E108,3
2021-2024,TEA_operacional,solo_secundario,F309,3
2021-2024,TEA_operacional,solo_secundario,Q909,3
2021-2024,TEA_operacional,solo_secundario,Q870,3
2021-2024,TEA_operacional,solo_secundario,M6099,3
2021-2024,TEA_operacional,solo_secundario,M6595,3
2021-2024,TEA_operacional,solo_secundario,F100,3
2021-2024,TEA_operacional,solo_secundario,F068,3
2021-2024,TEA_operacional,solo_secundario,M670,3
2021-2024,TEA_operacional,solo_secundario,E876,3
2021-2024,TEA_operacional,solo_secundario,E870,3
2021-2024,TEA_operacional,solo_secundario,T464,3
2021-2024,TEA_operacional,solo_secundario,E835,3
2021-2024,TEA_operacional,solo_secundario,Q699,3
2021-2024,TEA_operacional,solo_secundario,Q692,3
2021-2024,TEA_operacional,solo_secundario,Q675,3
2021-2024,TEA_operacional,solo_secundario,Q667,3
2021-2024,TEA_operacional,solo_secundario,Q658,3
2021-2024,TEA_operacional,solo_secundario,T827,3
2021-2024,TEA_operacional,solo_secundario,D160,3
2021-2024,TEA_operacional,solo_secundario,N481,3
2021-2024,TEA_operacional,solo_secundario,T842,3
2021-2024,TEA_operacional,solo_secundario,Z291,3
2021-2024,TEA_operacional,solo_secundario,O429,3
2021-2024,TEA_operacional,solo_secundario,Q213,3
2021-2024,TEA_operacional,solo_secundario,O680,3
2021-2024,TEA_operacional,solo_secundario,Q204,3
2021-2024,TEA_operacional,solo_secundario,Q203,3
2021-2024,TEA_operacional,solo_secundario,O800,3
2021-2024,TEA_operacional,solo_secundario,Z450,3
2021-2024,TEA_operacional,solo_secundario,A46,3
2021-2024,TEA_operacional,solo_secundario,Q181,3
2021-2024,TEA_operacional,solo_secundario,Z488,3
2021-2024,TEA_operacional,solo_secundario,Z548,3
2021-2024,TEA_operacional,solo_secundario,Z653,3
2021-2024,TEA_operacional,solo_secundario,A040,3
2021-2024,TEA_operacional,solo_secundario,Q048,3
2021-2024,TEA_operacional,solo_secundario,Z915,3
2021-2024,TEA_operacional,principal_y_secundario,F841,3
2021-2024,TEA_operacional,solo_secundario,B084,3
2021-2024,TEA_operacional,solo_secundario,B085,3
2021-2024,TEA_operacional,solo_secundario,B199,3
2021-2024,TEA_operacional,solo_secundario,T887,3
2021-2024,TEA_operacional,solo_secundario,N500,3
2021-2024,TEA_operacional,solo_secundario,T848,3
2021-2024,TEA_operacional,solo_secundario,N701,3
2021-2024,TEA_operacional,solo_secundario,C924,3
2021-2024,TEA_operacional,solo_secundario,N751,3
2021-2024,TEA_operacional,solo_secundario,N764,3
2021-2024,TEA_operacional,solo_secundario,T885,3
2021-2024,TEA_operacional,solo_secundario,Q374,3
2021-2024,TEA_operacional,solo_secundario,O241,3
2021-2024,TEA_operacional,solo_secundario,Z016,3
2021-2024,TEA_operacional,solo_secundario,C56,3
2021-2024,TEA_operacional,solo_secundario,Q353,3
2021-2024,TEA_operacional,solo_secundario,O021,3
2021-2024,TEA_operacional,solo_secundario,Z092,3
2021-2024,TEA_operacional,solo_secundario,O049,3
2021-2024,TEA_operacional,solo_secundario,B679,3
2021-2024,TEA_operacional,solo_secundario,F311,3
2021-2024,TEA_operacional,solo_secundario,E301,3
2021-2024,TEA_operacional,solo_secundario,G700,3
2021-2024,TEA_operacional,solo_secundario,F606,3
2021-2024,TEA_operacional,solo_secundario,L033,3
2021-2024,TEA_operacional,solo_secundario,L038,3
2021-2024,TEA_operacional,solo_secundario,G919,3
2021-2024,TEA_operacional,solo_secundario,T068,3
2021-2024,TEA_operacional,solo_secundario,L088,3
2021-2024,TEA_operacional,solo_secundario,R101,3
2021-2024,TEA_operacional,solo_secundario,R103,3
2021-2024,TEA_operacional,solo_secundario,G431,3
2021-2024,TEA_operacional,solo_secundario,M2116,3
2021-2024,TEA_operacional,solo_secundario,F82,3
2021-2024,TEA_operacional,solo_secundario,G809,3
2021-2024,TEA_operacional,solo_secundario,F445,3
2021-2024,TEA_operacional,solo_secundario,G448,3
2021-2024,TEA_operacional,solo_secundario,M2186,3
2021-2024,TEA_operacional,solo_secundario,R268,3
