era,definition,index_role,code,patients
2019-2020,autismo_F840,principal,F840,173
2019-2020,autismo_F840,solo_secundario,K029,99
2019-2020,autismo_F840,solo_secundario,G409,85
2019-2020,autismo_F840,solo_secundario,N47,63
2019-2020,autismo_F840,solo_secundario,K358,57
2019-2020,autismo_F840,solo_secundario,J353,43
2019-2020,autismo_F840,solo_secundario,Z518,31
2019-2020,autismo_F840,solo_secundario,K028,27
2019-2020,autismo_F840,solo_secundario,R568,23
2019-2020,autismo_F840,solo_secundario,K353,22
2019-2020,autismo_F840,solo_secundario,K122,21
2019-2020,autismo_F840,solo_secundario,A099,20
2019-2020,autismo_F840,solo_secundario,K590,17
2019-2020,autismo_F840,solo_secundario,K010,17
2019-2020,autismo_F840,solo_secundario,J46,17
2019-2020,autismo_F840,solo_secundario,J159,15
2019-2020,autismo_F840,solo_secundario,K021,15
2019-2020,autismo_F840,solo_secundario,K352,14
2019-2020,autismo_F840,solo_secundario,N10,14
2019-2020,autismo_F840,solo_secundario,F919,13
2019-2020,autismo_F840,solo_secundario,E101,12
2019-2020,autismo_F840,solo_secundario,DESCONOCIDO,12
2019-2020,autismo_F840,solo_secundario,Q531,12
2019-2020,autismo_F840,solo_secundario,N390,12
2019-2020,autismo_F840,solo_secundario,T435,12
2019-2020,autismo_F840,solo_secundario,J209,11
2019-2020,autismo_F840,solo_secundario,G408,11
2019-2020,autismo_F840,solo_secundario,J189,11
2019-2020,autismo_F840,solo_secundario,G403,11
2019-2020,autismo_F840,solo_secundario,G401,11
2019-2020,autismo_F840,solo_secundario,F29,9
2019-2020,autismo_F840,solo_secundario,Z038,9
2019-2020,autismo_F840,solo_secundario,R560,9
2019-2020,autismo_F840,solo_secundario,A090,9
2019-2020,autismo_F840,solo_secundario,R458,9
2019-2020,autismo_F840,solo_secundario,Z134,9
2019-2020,autismo_F840,solo_secundario,S4240,8
2019-2020,autismo_F840,solo_secundario,J129,8
2019-2020,autismo_F840,solo_secundario,L031,8
2019-2020,autismo_F840,solo_secundario,Z470,8
2019-2020,autismo_F840,solo_secundario,K564,8
2019-2020,autismo_F840,solo_secundario,Z138,8
2019-2020,autismo_F840,solo_secundario,L600,7
2019-2020,autismo_F840,solo_secundario,G419,7
2019-2020,autismo_F840,solo_secundario,J351,7
2019-2020,autismo_F840,solo_secundario,F239,7
2019-2020,autismo_F840,solo_secundario,A080,7
2019-2020,autismo_F840,solo_secundario,G410,6
2019-2020,autismo_F840,solo_secundario,J121,6
2019-2020,autismo_F840,solo_secundario,D70,6
2019-2020,autismo_F840,solo_secundario,T432,6
2019-2020,autismo_F840,solo_secundario,F238,6
2019-2020,autismo_F840,solo_secundario,N44,6
2019-2020,autismo_F840,solo_secundario,Z016,6
2019-2020,autismo_F840,solo_secundario,Z511,6
2019-2020,autismo_F840,solo_secundario,R451,6
2019-2020,autismo_F840,solo_secundario,F322,5
2019-2020,autismo_F840,solo_secundario,K429,5
2019-2020,autismo_F840,solo_secundario,Q532,5
2019-2020,autismo_F840,solo_secundario,T391,5
2019-2020,autismo_F840,solo_secundario,F918,5
2019-2020,autismo_F840,solo_secundario,T212,5
2019-2020,autismo_F840,solo_secundario,K802,5
2019-2020,autismo_F840,solo_secundario,K529,5
2019-2020,autismo_F840,solo_secundario,E86,5
2019-2020,autismo_F840,solo_secundario,F432,5
2019-2020,autismo_F840,solo_secundario,G404,5
2019-2020,autismo_F840,solo_secundario,T434,5
2019-2020,autismo_F840,solo_secundario,C910,5
2019-2020,autismo_F840,solo_secundario,S5250,5
2019-2020,autismo_F840,solo_secundario,K859,5
2019-2020,autismo_F840,solo_secundario,T424,4
2019-2020,autismo_F840,solo_secundario,T433,4
2019-2020,autismo_F840,solo_secundario,F323,4
2019-2020,autismo_F840,solo_secundario,M4145,4
2019-2020,autismo_F840,solo_secundario,J205,4
2019-2020,autismo_F840,solo_secundario,T181,4
2019-2020,autismo_F840,solo_secundario,T393,4
2019-2020,autismo_F840,solo_secundario,J960,4
2019-2020,autismo_F840,solo_secundario,G400,4
2019-2020,autismo_F840,solo_secundario,R104,4
2019-2020,autismo_F840,solo_secundario,R11,4
2019-2020,autismo_F840,solo_secundario,K047,4
2019-2020,autismo_F840,solo_secundario,H509,4
2019-2020,autismo_F840,solo_secundario,F209,4
2019-2020,autismo_F840,solo_secundario,J100,4
2019-2020,autismo_F840,solo_secundario,J9600,4
2019-2020,autismo_F840,solo_secundario,N179,4
2019-2020,autismo_F840,solo_secundario,A499,4
2019-2020,autismo_F840,solo_secundario,D690,4
2019-2020,autismo_F840,solo_secundario,T850,4
2019-2020,autismo_F840,solo_secundario,U071,4
2019-2020,autismo_F840,solo_secundario,E109,3
2019-2020,autismo_F840,solo_secundario,K851,3
2019-2020,autismo_F840,solo_secundario,H652,3
2019-2020,autismo_F840,solo_secundario,S5230,3
2019-2020,autismo_F840,solo_secundario,K800,3
2019-2020,autismo_F840,solo_secundario,S5240,3
2019-2020,autismo_F840,solo_secundario,D593,3
2019-2020,autismo_F840,solo_secundario,T202,3
2019-2020,autismo_F840,solo_secundario,J350,3
2019-2020,autismo_F840,solo_secundario,J352,3
2019-2020,autismo_F840,solo_secundario,U072,3
2019-2020,autismo_F840,solo_secundario,S0210,3
2019-2020,autismo_F840,solo_secundario,K439,3
2019-2020,autismo_F840,solo_secundario,T232,3
2019-2020,autismo_F840,solo_secundario,T16,3
2019-2020,autismo_F840,solo_secundario,K36,3
2019-2020,autismo_F840,solo_secundario,J690,3
2019-2020,autismo_F840,solo_secundario,S009,3
2019-2020,autismo_F840,solo_secundario,R13,3
2019-2020,autismo_F840,solo_secundario,R268,3
2019-2020,autismo_F840,solo_secundario,G938,3
2019-2020,autismo_F840,solo_secundario,R509,3
2019-2020,autismo_F840,solo_secundario,G418,3
2019-2020,autismo_F840,solo_secundario,D619,3
2019-2020,autismo_F840,solo_secundario,S8280,3
2019-2020,autismo_F840,solo_secundario,G473,3
2019-2020,autismo_F840,solo_secundario,A38,3
2019-2020,autismo_F840,solo_secundario,T751,3
2019-2020,autismo_F840,solo_secundario,S5200,3
2019-2020,autismo_F840,solo_secundario,A084,3
2019-2020,autismo_F840,solo_secundario,F09,3
2019-2020,autismo_F840,solo_secundario,I880,3
2019-2020,autismo_F840,solo_secundario,N319,3
2019-2020,autismo_F840,solo_secundario,M7953,3
2019-2020,autismo_F840,solo_secundario,F319,3
2019-2020,autismo_F840,solo_secundario,N921,3
2019-2020,autismo_F840,solo_secundario,J068,3
2019-2020,autismo_F840,solo_secundario,J069,3
2019-2020,autismo_F840,solo_secundario,F329,3
2019-2020,autismo_F840,solo_secundario,K900,3
2019-2020,autismo_F840,solo_secundario,H919,3
2019-2020,autismo_F840,solo_secundario,J101,3
2019-2020,autismo_F840,solo_secundario,M2157,3
2019-2020,autismo_F840,solo_secundario,E46,3
2019-2020,autismo_F840,solo_secundario,F609,3
2019-2020,autismo_F840,solo_secundario,L040,3
2019-2020,autismo_F840,solo_secundario,F603,3
2019-2020,autismo_F840,solo_secundario,S0620,3
2019-2020,autismo_F840,solo_secundario,R55,3
2019-2020,autismo_F840,solo_secundario,Q381,3
2019-2020,autismo_F840,solo_secundario,F449,3
2019-2020,autismo_F840,solo_secundario,D225,2
2019-2020,autismo_F840,solo_secundario,K036,2
2019-2020,autismo_F840,solo_secundario,D164,2
2019-2020,autismo_F840,solo_secundario,S0250,2
2019-2020,autismo_F840,solo_secundario,J188,2
2019-2020,autismo_F840,solo_secundario,D180,2
2019-2020,autismo_F840,solo_secundario,J00,2
2019-2020,autismo_F840,solo_secundario,S0280,2
2019-2020,autismo_F840,solo_secundario,S0690,2
2019-2020,autismo_F840,solo_secundario,K001,2
2019-2020,autismo_F840,solo_secundario,S017,2
2019-2020,autismo_F840,solo_secundario,Z033,2
2019-2020,autismo_F840,solo_secundario,J123,2
2019-2020,autismo_F840,solo_secundario,J13,2
2019-2020,autismo_F840,solo_secundario,D227,2
2019-2020,autismo_F840,solo_secundario,J208,2
2019-2020,autismo_F840,solo_secundario,J955,2
2019-2020,autismo_F840,solo_secundario,S015,2
2019-2020,autismo_F840,solo_secundario,T846,2
2019-2020,autismo_F840,solo_secundario,T450,2
2019-2020,autismo_F840,solo_secundario,K051,2
2019-2020,autismo_F840,solo_secundario,L519,2
2019-2020,autismo_F840,solo_secundario,A419,2
2019-2020,autismo_F840,solo_secundario,A281,2
2019-2020,autismo_F840,solo_secundario,Q431,2
2019-2020,autismo_F840,solo_secundario,K922,2
2019-2020,autismo_F840,solo_secundario,L021,2
2019-2020,autismo_F840,solo_secundario,L022,2
2019-2020,autismo_F840,solo_secundario,L030,2
2019-2020,autismo_F840,solo_secundario,Q282,2
2019-2020,autismo_F840,solo_secundario,K801,2
2019-2020,autismo_F840,solo_secundario,M303,2
2019-2020,autismo_F840,solo_secundario,Q204,2
2019-2020,autismo_F840,solo_secundario,A083,2
2019-2020,autismo_F840,solo_secundario,Q070,2
2019-2020,autismo_F840,solo_secundario,N488,2
2019-2020,autismo_F840,solo_secundario,M9115,2
2019-2020,autismo_F840,solo_secundario,N049,2
2019-2020,autismo_F840,solo_secundario,Q539,2
2019-2020,autismo_F840,solo_secundario,K769,2
2019-2020,autismo_F840,solo_secundario,R51,2
2019-2020,autismo_F840,solo_secundario,K291,2
2019-2020,autismo_F840,solo_secundario,K053,2
2019-2020,autismo_F840,solo_secundario,Z133,2
2019-2020,autismo_F840,solo_secundario,C629,2
2019-2020,autismo_F840,solo_secundario,Z137,2
2019-2020,autismo_F840,solo_secundario,K210,2
2019-2020,autismo_F840,solo_secundario,I608,2
2019-2020,autismo_F840,solo_secundario,K259,2
2019-2020,autismo_F840,solo_secundario,Z308,2
2019-2020,autismo_F840,solo_secundario,Q549,2
2019-2020,autismo_F840,solo_secundario,K403,2
2019-2020,autismo_F840,solo_secundario,K519,2
2019-2020,autismo_F840,solo_secundario,A020,2
2019-2020,autismo_F840,solo_secundario,K566,2
2019-2020,autismo_F840,solo_secundario,K650,2
2019-2020,autismo_F840,solo_secundario,Q668,2
2019-2020,autismo_F840,solo_secundario,Q665,2
2019-2020,autismo_F840,solo_secundario,S099,2
2019-2020,autismo_F840,solo_secundario,T887,2
2019-2020,autismo_F840,solo_secundario,S519,2
2019-2020,autismo_F840,solo_secundario,E669,2
2019-2020,autismo_F840,solo_secundario,S5260,2
2019-2020,autismo_F840,solo_secundario,F431,2
2019-2020,autismo_F840,solo_secundario,T407,2
2019-2020,autismo_F840,solo_secundario,H269,2
2019-2020,autismo_F840,solo_secundario,S6261,2
2019-2020,autismo_F840,solo_secundario,G930,2
2019-2020,autismo_F840,solo_secundario,T378,2
2019-2020,autismo_F840,solo_secundario,S7200,2
2019-2020,autismo_F840,solo_secundario,S8210,2
2019-2020,autismo_F840,solo_secundario,S8220,2
2019-2020,autismo_F840,solo_secundario,F809,2
2019-2020,autismo_F840,solo_secundario,F842,2
2019-2020,autismo_F840,solo_secundario,F900,2
2019-2020,autismo_F840,solo_secundario,F911,2
2019-2020,autismo_F840,solo_secundario,T222,2
2019-2020,autismo_F840,solo_secundario,T71,2
2019-2020,autismo_F840,solo_secundario,E111,2
2019-2020,autismo_F840,solo_secundario,F988,2
2019-2020,autismo_F840,solo_secundario,G402,2
2019-2020,autismo_F840,solo_secundario,G259,2
2019-2020,autismo_F840,solo_secundario,G049,2
2019-2020,autismo_F840,solo_secundario,H500,2
2019-2020,autismo_F840,solo_secundario,E162,2
2019-2020,autismo_F840,solo_secundario,S4220,2
2019-2020,autismo_F840,solo_secundario,E871,2
2019-2020,autismo_F840,solo_secundario,H918,2
2019-2020,autismo_F840,solo_secundario,I471,2
2019-2020,autismo_F840,solo_secundario,S4230,2
2019-2020,autismo_F840,solo_secundario,T509,2
2019-2020,autismo_F840,solo_secundario,F28,2
2019-2020,autismo_F840,solo_secundario,Z763,1
2019-2020,autismo_F840,solo_secundario,T465,1
2019-2020,autismo_F840,solo_secundario,Q542,1
2019-2020,autismo_F840,solo_secundario,Q742,1
2019-2020,autismo_F840,solo_secundario,T223,1
2019-2020,autismo_F840,solo_secundario,T658,1
2019-2020,autismo_F840,solo_secundario,N312,1
2019-2020,autismo_F840,solo_secundario,N185,1
2019-2020,autismo_F840,solo_secundario,T451,1
2019-2020,autismo_F840,solo_secundario,T230,1
2019-2020,autismo_F840,solo_secundario,N392,1
2019-2020,autismo_F840,solo_secundario,Z540,1
2019-2020,autismo_F840,solo_secundario,Q692,1
2019-2020,autismo_F840,solo_secundario,Q100,1
2019-2020,autismo_F840,solo_secundario,T201,1
2019-2020,autismo_F840,solo_secundario,Q750,1
2019-2020,autismo_F840,solo_secundario,Q759,1
2019-2020,autismo_F840,solo_secundario,Q851,1
2019-2020,autismo_F840,solo_secundario,Q873,1
2019-2020,autismo_F840,solo_secundario,Q892,1
2019-2020,autismo_F840,solo_secundario,Z915,1
2019-2020,autismo_F840,solo_secundario,Z478,1
2019-2020,autismo_F840,solo_secundario,Q909,1
2019-2020,autismo_F840,solo_secundario,T189,1
2019-2020,autismo_F840,solo_secundario,N183,1
2019-2020,autismo_F840,solo_secundario,Z465,1
2019-2020,autismo_F840,solo_secundario,Q929,1
2019-2020,autismo_F840,solo_secundario,Z433,1
2019-2020,autismo_F840,solo_secundario,T233,1
2019-2020,autismo_F840,solo_secundario,T290,1
2019-2020,autismo_F840,solo_secundario,T242,1
2019-2020,autismo_F840,solo_secundario,Q370,1
2019-2020,autismo_F840,solo_secundario,Q201,1
2019-2020,autismo_F840,solo_secundario,T427,1
2019-2020,autismo_F840,solo_secundario,Q211,1
2019-2020,autismo_F840,solo_secundario,Q245,1
2019-2020,autismo_F840,solo_secundario,T58,1
2019-2020,autismo_F840,solo_secundario,Q250,1
2019-2020,autismo_F840,solo_secundario,T421,1
2019-2020,autismo_F840,solo_secundario,Q039,1
2019-2020,autismo_F840,solo_secundario,P285,1
2019-2020,autismo_F840,solo_secundario,Q289,1
2019-2020,autismo_F840,solo_secundario,Q315,1
2019-2020,autismo_F840,solo_secundario,Q321,1
2019-2020,autismo_F840,solo_secundario,T600,1
2019-2020,autismo_F840,solo_secundario,Q379,1
2019-2020,autismo_F840,solo_secundario,Q181,1
2019-2020,autismo_F840,solo_secundario,T402,1
2019-2020,autismo_F840,solo_secundario,T182,1
2019-2020,autismo_F840,solo_secundario,T511,1
2019-2020,autismo_F840,solo_secundario,Z514,1
2019-2020,autismo_F840,solo_secundario,T604,1
2019-2020,autismo_F840,solo_secundario,Q383,1
2019-2020,autismo_F840,solo_secundario,T505,1
2019-2020,autismo_F840,solo_secundario,T292,1
2019-2020,autismo_F840,solo_secundario,Q400,1
2019-2020,autismo_F840,solo_secundario,N483,1
2019-2020,autismo_F840,solo_secundario,Q430,1
2019-2020,autismo_F840,solo_secundario,T291,1
2019-2020,autismo_F840,solo_secundario,Z519,1
2019-2020,autismo_F840,solo_secundario,Q935,1
2019-2020,autismo_F840,solo_secundario,S202,1
2019-2020,autismo_F840,solo_secundario,Q998,1
2019-2020,autismo_F840,solo_secundario,S0220,1
2019-2020,autismo_F840,solo_secundario,T864,1
2019-2020,autismo_F840,solo_secundario,S0260,1
2019-2020,autismo_F840,solo_secundario,T443,1
2019-2020,autismo_F840,solo_secundario,S5210,1
2019-2020,autismo_F840,solo_secundario,T818,1
2019-2020,autismo_F840,solo_secundario,T983,1
2019-2020,autismo_F840,solo_secundario,S0230,1
2019-2020,autismo_F840,solo_secundario,S5270,1
2019-2020,autismo_F840,solo_secundario,T827,1
2019-2020,autismo_F840,solo_secundario,S5280,1
2019-2020,autismo_F840,solo_secundario,S5290,1
2019-2020,autismo_F840,solo_secundario,S0200,1
2019-2020,autismo_F840,solo_secundario,S018,1
2019-2020,autismo_F840,solo_secundario,S610,1
2019-2020,autismo_F840,solo_secundario,Z011,1
2019-2020,autismo_F840,solo_secundario,S619,1
2019-2020,autismo_F840,solo_secundario,N178,1
2019-2020,autismo_F840,solo_secundario,S058,1
2019-2020,autismo_F840,solo_secundario,R040,1
2019-2020,autismo_F840,solo_secundario,S398,1
2019-2020,autismo_F840,solo_secundario,S119,1
2019-2020,autismo_F840,solo_secundario,S117,1
2019-2020,autismo_F840,solo_secundario,S2781,1
2019-2020,autismo_F840,solo_secundario,S090,1
2019-2020,autismo_F840,solo_secundario,S310,1
2019-2020,autismo_F840,solo_secundario,S3671,1
2019-2020,autismo_F840,solo_secundario,S0680,1
2019-2020,autismo_F840,solo_secundario,S399,1
2019-2020,autismo_F840,solo_secundario,T857,1
2019-2020,autismo_F840,solo_secundario,T842,1
2019-2020,autismo_F840,solo_secundario,S0650,1
2019-2020,autismo_F840,solo_secundario,S410,1
2019-2020,autismo_F840,solo_secundario,S0630,1
2019-2020,autismo_F840,solo_secundario,S417,1
2019-2020,autismo_F840,solo_secundario,S4200,1
2019-2020,autismo_F840,solo_secundario,S059,1
2019-2020,autismo_F840,solo_secundario,S012,1
2019-2020,autismo_F840,solo_secundario,S6251,1
2019-2020,autismo_F840,solo_secundario,Z015,1
2019-2020,autismo_F840,solo_secundario,Z301,1
2019-2020,autismo_F840,solo_secundario,T135,1
2019-2020,autismo_F840,solo_secundario,T784,1
2019-2020,autismo_F840,solo_secundario,R262,1
2019-2020,autismo_F840,solo_secundario,T780,1
2019-2020,autismo_F840,solo_secundario,R258,1
2019-2020,autismo_F840,solo_secundario,T742,1
2019-2020,autismo_F840,solo_secundario,T141,1
2019-2020,autismo_F840,solo_secundario,Z302,1
2019-2020,autismo_F840,solo_secundario,S681,1
2019-2020,autismo_F840,solo_secundario,Z304,1
2019-2020,autismo_F840,solo_secundario,T150,1
2019-2020,autismo_F840,solo_secundario,S1200,1
2019-2020,autismo_F840,solo_secundario,T172,1
2019-2020,autismo_F840,solo_secundario,R100,1
2019-2020,autismo_F840,solo_secundario,Z431,1
2019-2020,autismo_F840,solo_secundario,T179,1
2019-2020,autismo_F840,solo_secundario,R31,1
2019-2020,autismo_F840,solo_secundario,R32,1
2019-2020,autismo_F840,solo_secundario,R391,1
2019-2020,autismo_F840,solo_secundario,T810,1
2019-2020,autismo_F840,solo_secundario,S682,1
2019-2020,autismo_F840,solo_secundario,S701,1
2019-2020,autismo_F840,solo_secundario,R599,1
2019-2020,autismo_F840,solo_secundario,R572,1
2019-2020,autismo_F840,solo_secundario,Z018,1
2019-2020,autismo_F840,solo_secundario,S7230,1
2019-2020,autismo_F840,solo_secundario,Z048,1
2019-2020,autismo_F840,solo_secundario,Z087,1
2019-2020,autismo_F840,solo_secundario,S8230,1
2019-2020,autismo_F840,solo_secundario,S8250,1
2019-2020,autismo_F840,solo_secundario,S830,1
2019-2020,autismo_F840,solo_secundario,S903,1
2019-2020,autismo_F840,solo_secundario,R508,1
2019-2020,autismo_F840,solo_secundario,R490,1
2019-2020,autismo_F840,solo_secundario,T814,1
2019-2020,autismo_F840,solo_secundario,Z430,1
2019-2020,autismo_F840,solo_secundario,K565,1
2019-2020,autismo_F840,solo_secundario,N138,1
2019-2020,autismo_F840,solo_secundario,F069,1
2019-2020,autismo_F840,solo_secundario,G001,1
2019-2020,autismo_F840,solo_secundario,F982,1
2019-2020,autismo_F840,solo_secundario,F942,1
2019-2020,autismo_F840,solo_secundario,F913,1
2019-2020,autismo_F840,solo_secundario,F89,1
2019-2020,autismo_F840,solo_secundario,F845,1
2019-2020,autismo_F840,solo_secundario,F800,1
2019-2020,autismo_F840,solo_secundario,F739,1
2019-2020,autismo_F840,solo_secundario,F731,1
2019-2020,autismo_F840,solo_secundario,F729,1
2019-2020,autismo_F840,solo_secundario,F638,1
2019-2020,autismo_F840,solo_secundario,F608,1
2019-2020,autismo_F840,solo_secundario,F505,1
2019-2020,autismo_F840,solo_secundario,F500,1
2019-2020,autismo_F840,solo_secundario,F452,1
2019-2020,autismo_F840,solo_secundario,F450,1
2019-2020,autismo_F840,solo_secundario,F444,1
2019-2020,autismo_F840,solo_secundario,F418,1
2019-2020,autismo_F840,solo_secundario,F411,1
2019-2020,autismo_F840,solo_secundario,F402,1
2019-2020,autismo_F840,solo_secundario,F331,1
2019-2020,autismo_F840,solo_secundario,F321,1
2019-2020,autismo_F840,solo_secundario,F318,1
2019-2020,autismo_F840,solo_secundario,F311,1
2019-2020,autismo_F840,solo_secundario,F231,1
2019-2020,autismo_F840,solo_secundario,G002,1
2019-2020,autismo_F840,solo_secundario,G060,1
2019-2020,autismo_F840,solo_secundario,G062,1
2019-2020,autismo_F840,solo_secundario,G822,1
2019-2020,autismo_F840,solo_secundario,H471,1
2019-2020,autismo_F840,solo_secundario,H46,1
2019-2020,autismo_F840,solo_secundario,H428,1
2019-2020,autismo_F840,solo_secundario,H332,1
2019-2020,autismo_F840,solo_secundario,H268,1
2019-2020,autismo_F840,solo_secundario,H105,1
2019-2020,autismo_F840,solo_secundario,H043,1
2019-2020,autismo_F840,solo_secundario,G978,1
2019-2020,autismo_F840,solo_secundario,G934,1
2019-2020,autismo_F840,solo_secundario,G919,1
2019-2020,autismo_F840,solo_secundario,G911,1
2019-2020,autismo_F840,solo_secundario,G820,1
2019-2020,autismo_F840,solo_secundario,G119,1
2019-2020,autismo_F840,solo_secundario,G710,1
2019-2020,autismo_F840,solo_secundario,G610,1
2019-2020,autismo_F840,solo_secundario,G479,1
2019-2020,autismo_F840,solo_secundario,G448,1
2019-2020,autismo_F840,solo_secundario,G438,1
2019-2020,autismo_F840,solo_secundario,G412,1
2019-2020,autismo_F840,solo_secundario,G405,1
2019-2020,autismo_F840,solo_secundario,G373,1
2019-2020,autismo_F840,solo_secundario,G248,1
2019-2020,autismo_F840,solo_secundario,G240,1
2019-2020,autismo_F840,solo_secundario,G121,1
2019-2020,autismo_F840,solo_secundario,F200,1
2019-2020,autismo_F840,solo_secundario,F061,1
2019-2020,autismo_F840,solo_secundario,H501,1
2019-2020,autismo_F840,solo_secundario,F059,1
2019-2020,autismo_F840,solo_secundario,C929,1
2019-2020,autismo_F840,solo_secundario,C920,1
2019-2020,autismo_F840,solo_secundario,C753,1
2019-2020,autismo_F840,solo_secundario,C73,1
2019-2020,autismo_F840,solo_secundario,C719,1
2019-2020,autismo_F840,solo_secundario,C710,1
2019-2020,autismo_F840,solo_secundario,C504,1
2019-2020,autismo_F840,solo_secundario,C402,1
2019-2020,autismo_F840,solo_secundario,C159,1
2019-2020,autismo_F840,solo_secundario,B678,1
2019-2020,autismo_F840,solo_secundario,B349,1
2019-2020,autismo_F840,solo_secundario,B348,1
2019-2020,autismo_F840,solo_secundario,B270,1
2019-2020,autismo_F840,solo_secundario,B179,1
2019-2020,autismo_F840,solo_secundario,B09,1
2019-2020,autismo_F840,solo_secundario,B07,1
2019-2020,autismo_F840,solo_secundario,B019,1
2019-2020,autismo_F840,solo_secundario,B002,1
2019-2020,autismo_F840,solo_secundario,A448,1
2019-2020,autismo_F840,solo_secundario,A150,1
2019-2020,autismo_F840,solo_secundario,A082,1
2019-2020,autismo_F840,solo_secundario,A058,1
2019-2020,autismo_F840,solo_secundario,A047,1
2019-2020,autismo_F840,solo_secundario,A031,1
2019-2020,autismo_F840,solo_secundario,A021,1
2019-2020,autismo_F840,solo_secundario,D037,1
2019-2020,autismo_F840,solo_secundario,D177,1
2019-2020,autismo_F840,solo_secundario,D232,1
2019-2020,autismo_F840,solo_secundario,D681,1
2019-2020,autismo_F840,solo_secundario,E876,1
2019-2020,autismo_F840,solo_secundario,E872,1
2019-2020,autismo_F840,solo_secundario,E301,1
2019-2020,autismo_F840,solo_secundario,E230,1
2019-2020,autismo_F840,solo_secundario,E161,1
2019-2020,autismo_F840,solo_secundario,E141,1
2019-2020,autismo_F840,solo_secundario,E115,1
2019-2020,autismo_F840,solo_secundario,D821,1
2019-2020,autismo_F840,solo_secundario,D801,1
2019-2020,autismo_F840,solo_secundario,D763,1
2019-2020,autismo_F840,solo_secundario,D692,1
2019-2020,autismo_F840,solo_secundario,D649,1
2019-2020,autismo_F840,solo_secundario,D233,1
2019-2020,autismo_F840,solo_secundario,D589,1
2019-2020,autismo_F840,solo_secundario,D509,1
2019-2020,autismo_F840,solo_secundario,D485,1
2019-2020,autismo_F840,solo_secundario,D481,1
2019-2020,autismo_F840,solo_secundario,D480,1
2019-2020,autismo_F840,solo_secundario,D434,1
2019-2020,autismo_F840,solo_secundario,D430,1
2019-2020,autismo_F840,solo_secundario,D410,1
2019-2020,autismo_F840,solo_secundario,D381,1
2019-2020,autismo_F840,solo_secundario,D34,1
2019-2020,autismo_F840,solo_secundario,D330,1
2019-2020,autismo_F840,solo_secundario,H493,1
2019-2020,autismo_F840,solo_secundario,H508,1
2019-2020,autismo_F840,solo_secundario,N137,1
2019-2020,autismo_F840,solo_secundario,K219,1
2019-2020,autismo_F840,solo_secundario,L010,1
2019-2020,autismo_F840,solo_secundario,K929,1
2019-2020,autismo_F840,solo_secundario,K918,1
2019-2020,autismo_F840,solo_secundario,K858,1
2019-2020,autismo_F840,solo_secundario,K853,1
2019-2020,autismo_F840,solo_secundario,K830,1
2019-2020,autismo_F840,solo_secundario,K808,1
2019-2020,autismo_F840,solo_secundario,K759,1
2019-2020,autismo_F840,solo_secundario,K754,1
2019-2020,autismo_F840,solo_secundario,K739,1
2019-2020,autismo_F840,solo_secundario,K720,1
2019-2020,autismo_F840,solo_secundario,K659,1
2019-2020,autismo_F840,solo_secundario,K649,1
2019-2020,autismo_F840,solo_secundario,K635,1
2019-2020,autismo_F840,solo_secundario,K632,1
2019-2020,autismo_F840,solo_secundario,K625,1
2019-2020,autismo_F840,solo_secundario,K621,1
2019-2020,autismo_F840,solo_secundario,K589,1
2019-2020,autismo_F840,solo_secundario,K550,1
2019-2020,autismo_F840,solo_secundario,K522,1
2019-2020,autismo_F840,solo_secundario,K510,1
2019-2020,autismo_F840,solo_secundario,K500,1
2019-2020,autismo_F840,solo_secundario,K409,1
2019-2020,autismo_F840,solo_secundario,K388,1
2019-2020,autismo_F840,solo_secundario,K297,1
2019-2020,autismo_F840,solo_secundario,L029,1
2019-2020,autismo_F840,solo_secundario,L059,1
2019-2020,autismo_F840,solo_secundario,L088,1
2019-2020,autismo_F840,solo_secundario,M6594,1
2019-2020,autismo_F840,solo_secundario,N048,1
2019-2020,autismo_F840,solo_secundario,N041,1
2019-2020,autismo_F840,solo_secundario,M8793,1
2019-2020,autismo_F840,solo_secundario,M8695,1
2019-2020,autismo_F840,solo_secundario,M8589,1
2019-2020,autismo_F840,solo_secundario,M8446,1
2019-2020,autismo_F840,solo_secundario,M8407,1
2019-2020,autismo_F840,solo_secundario,M7966,1
2019-2020,autismo_F840,solo_secundario,M7958,1
2019-2020,autismo_F840,solo_secundario,M7046,1
2019-2020,autismo_F840,solo_secundario,M673,1
2019-2020,autismo_F840,solo_secundario,M4646,1
2019-2020,autismo_F840,solo_secundario,L282,1
2019-2020,autismo_F840,solo_secundario,M4144,1
2019-2020,autismo_F840,solo_secundario,M4140,1
2019-2020,autismo_F840,solo_secundario,M4115,1
2019-2020,autismo_F840,solo_secundario,M4105,1
2019-2020,autismo_F840,solo_secundario,M321,1
2019-2020,autismo_F840,solo_secundario,M313,1
2019-2020,autismo_F840,solo_secundario,M2445,1
2019-2020,autismo_F840,solo_secundario,M0095,1
2019-2020,autismo_F840,solo_secundario,L929,1
2019-2020,autismo_F840,solo_secundario,L83,1
2019-2020,autismo_F840,solo_secundario,L720,1
2019-2020,autismo_F840,solo_secundario,K222,1
2019-2020,autismo_F840,solo_secundario,K20,1
2019-2020,autismo_F840,solo_secundario,H612,1
2019-2020,autismo_F840,solo_secundario,K123,1
2019-2020,autismo_F840,solo_secundario,J128,1
2019-2020,autismo_F840,solo_secundario,J122,1
2019-2020,autismo_F840,solo_secundario,J120,1
2019-2020,autismo_F840,solo_secundario,J040,1
2019-2020,autismo_F840,solo_secundario,J029,1
