year,code,IdRegion,age_group,sex,count
2021,05990026,7,50-54,Hombres,0.0
2021,05990026,7,50-54,Mujeres,1.0
2021,05990026,7,55-59,Hombres,1.0
2021,05990026,7,55-59,Mujeres,0.0
2021,05990026,7,60-64,Hombres,0.0
2021,05990026,7,60-64,Mujeres,0.0
2021,05990026,7,65-69,Hombres,0.0
2021,05990026,7,65-69,Mujeres,0.0
2021,05990026,7,70-74,Hombres,0.0
2021,05990026,7,70-74,Mujeres,0.0
2021,05990026,7,75-79,Hombres,0.0
2021,05990026,7,75-79,Mujeres,0.0
2021,05990026,7,80+,Hombres,0.0
2021,05990026,7,80+,Mujeres,0.0
2021,05990026,8,0-4,Hombres,41.0
2021,05990026,8,0-4,Mujeres,19.0
2021,05990026,8,5-9,Hombres,59.0
2021,05990026,8,5-9,Mujeres,33.0
2021,05990026,8,10-14,Hombres,30.0
2021,05990026,8,10-14,Mujeres,15.0
2021,05990026,8,15-19,Hombres,15.0
2021,05990026,8,15-19,Mujeres,6.0
2021,05990026,8,20-24,Hombres,5.0
2021,05990026,8,20-24,Mujeres,2.0
2021,05990026,8,25-29,Hombres,0.0
2021,05990026,8,25-29,Mujeres,2.0
2021,05990026,8,30-34,Hombres,0.0
2021,05990026,8,30-34,Mujeres,0.0
2021,05990026,8,35-39,Hombres,0.0
2021,05990026,8,35-39,Mujeres,1.0
2021,05990026,8,40-44,Hombres,0.0
2021,05990026,8,40-44,Mujeres,1.0
2021,05990026,8,45-49,Hombres,0.0
2021,05990026,8,45-49,Mujeres,2.0
2021,05990026,8,50-54,Hombres,1.0
2021,05990026,8,50-54,Mujeres,3.0
2021,05990026,8,55-59,Hombres,0.0
2021,05990026,8,55-59,Mujeres,2.0
2021,05990026,8,60-64,Hombres,0.0
2021,05990026,8,60-64,Mujeres,0.0
2021,05990026,8,65-69,Hombres,0.0
2021,05990026,8,65-69,Mujeres,0.0
2021,05990026,8,70-74,Hombres,0.0
2021,05990026,8,70-74,Mujeres,1.0
2021,05990026,8,75-79,Hombres,0.0
2021,05990026,8,75-79,Mujeres,0.0
2021,05990026,8,80+,Hombres,0.0
2021,05990026,8,80+,Mujeres,0.0
2021,05990026,9,0-4,Hombres,12.0
2021,05990026,9,0-4,Mujeres,3.0
2021,05990026,9,5-9,Hombres,18.0
2021,05990026,9,5-9,Mujeres,4.0
2021,05990026,9,10-14,Hombres,6.0
2021,05990026,9,10-14,Mujeres,8.0
2021,05990026,9,15-19,Hombres,12.0
2021,05990026,9,15-19,Mujeres,7.0
2021,05990026,9,20-24,Hombres,2.0
2021,05990026,9,20-24,Mujeres,1.0
2021,05990026,9,25-29,Hombres,0.0
2021,05990026,9,25-29,Mujeres,2.0
2021,05990026,9,30-34,Hombres,0.0
2021,05990026,9,30-34,Mujeres,0.0
2021,05990026,9,35-39,Hombres,1.0
2021,05990026,9,35-39,Mujeres,0.0
2021,05990026,9,40-44,Hombres,0.0
2021,05990026,9,40-44,Mujeres,0.0
2021,05990026,9,45-49,Hombres,1.0
2021,05990026,9,45-49,Mujeres,0.0
2021,05990026,9,50-54,Hombres,0.0
2021,05990026,9,50-54,Mujeres,1.0
2021,05990026,9,55-59,Hombres,0.0
2021,05990026,9,55-59,Mujeres,0.0
2021,05990026,9,60-64,Hombres,0.0
2021,05990026,9,60-64,Mujeres,0.0
2021,05990026,9,65-69,Hombres,0.0
2021,05990026,9,65-69,Mujeres,0.0
2021,05990026,9,70-74,Hombres,0.0
2021,05990026,9,70-74,Mujeres,0.0
2021,05990026,9,75-79,Hombres,0.0
2021,05990026,9,75-79,Mujeres,0.0
2021,05990026,9,80+,Hombres,0.0
2021,05990026,9,80+,Mujeres,0.0
2021,05990027,1,0-4,Hombres,0.0
2021,05990027,1,0-4,Mujeres,0.0
2021,05990027,1,5-9,Hombres,2.0
2021,05990027,1,5-9,Mujeres,0.0
2021,05990027,1,10-14,Hombres,1.0
2021,05990027,1,10-14,Mujeres,0.0
2021,05990027,1,15-19,Hombres,1.0
2021,05990027,1,15-19,Mujeres,0.0
2021,05990027,1,20-24,Hombres,0.0
2021,05990027,1,20-24,Mujeres,1.0
2021,05990027,1,25-29,Hombres,0.0
2021,05990027,1,25-29,Mujeres,0.0
2021,05990027,1,30-34,Hombres,0.0
2021,05990027,1,30-34,Mujeres,0.0
2021,05990027,1,35-39,Hombres,0.0
2021,05990027,1,35-39,Mujeres,0.0
2021,05990027,1,40-44,Hombres,0.0
2021,05990027,1,40-44,Mujeres,0.0
2021,05990027,1,45-49,Hombres,0.0
2021,05990027,1,45-49,Mujeres,1.0
2021,05990027,1,50-54,Hombres,0.0
2021,05990027,1,50-54,Mujeres,1.0
2021,05990027,1,55-59,Hombres,0.0
2021,05990027,1,55-59,Mujeres,1.0
2021,05990027,1,60-64,Hombres,0.0
2021,05990027,1,60-64,Mujeres,0.0
2021,05990027,1,65-69,Hombres,0.0
2021,05990027,1,65-69,Mujeres,0.0
2021,05990027,1,70-74,Hombres,0.0
2021,05990027,1,70-74,Mujeres,0.0
2021,05990027,1,75-79,Hombres,0.0
2021,05990027,1,75-79,Mujeres,0.0
2021,05990027,1,80+,Hombres,0.0
2021,05990027,1,80+,Mujeres,0.0
2021,05990027,10,0-4,Hombres,3.0
2021,05990027,10,0-4,Mujeres,0.0
2021,05990027,10,5-9,Hombres,7.0
2021,05990027,10,5-9,Mujeres,3.0
2021,05990027,10,10-14,Hombres,4.0
2021,05990027,10,10-14,Mujeres,2.0
2021,05990027,10,15-19,Hombres,1.0
2021,05990027,10,15-19,Mujeres,1.0
2021,05990027,10,20-24,Hombres,2.0
2021,05990027,10,20-24,Mujeres,1.0
2021,05990027,10,25-29,Hombres,0.0
2021,05990027,10,25-29,Mujeres,1.0
2021,05990027,10,30-34,Hombres,0.0
2021,05990027,10,30-34,Mujeres,0.0
2021,05990027,10,35-39,Hombres,0.0
2021,05990027,10,35-39,Mujeres,0.0
2021,05990027,10,40-44,Hombres,0.0
2021,05990027,10,40-44,Mujeres,1.0
2021,05990027,10,45-49,Hombres,0.0
2021,05990027,10,45-49,Mujeres,0.0
2021,05990027,10,50-54,Hombres,0.0
2021,05990027,10,50-54,Mujeres,0.0
2021,05990027,10,55-59,Hombres,0.0
2021,05990027,10,55-59,Mujeres,0.0
2021,05990027,10,60-64,Hombres,0.0
2021,05990027,10,60-64,Mujeres,0.0
2021,05990027,10,65-69,Hombres,0.0
2021,05990027,10,65-69,Mujeres,0.0
2021,05990027,10,70-74,Hombres,0.0
2021,05990027,10,70-74,Mujeres,0.0
2021,05990027,10,75-79,Hombres,0.0
2021,05990027,10,75-79,Mujeres,0.0
2021,05990027,10,80+,Hombres,0.0
2021,05990027,10,80+,Mujeres,0.0
2021,05990027,11,0-4,Hombres,3.0
2021,05990027,11,0-4,Mujeres,1.0
2021,05990027,11,5-9,Hombres,1.0
2021,05990027,11,5-9,Mujeres,
2021,05990027,11,10-14,Hombres,3.0
2021,05990027,11,10-14,Mujeres,5.0
2021,05990027,11,15-19,Hombres,1.0
2021,05990027,11,15-19,Mujeres,
2021,05990027,11,20-24,Hombres,
2021,05990027,11,20-24,Mujeres,
2021,05990027,11,25-29,Hombres,
2021,05990027,11,25-29,Mujeres,
2021,05990027,11,30-34,Hombres,
2021,05990027,11,30-34,Mujeres,
2021,05990027,11,35-39,Hombres,
2021,05990027,11,35-39,Mujeres,
2021,05990027,11,40-44,Hombres,
2021,05990027,11,40-44,Mujeres,
2021,05990027,11,45-49,Hombres,
2021,05990027,11,45-49,Mujeres,
2021,05990027,11,50-54,Hombres,
2021,05990027,11,50-54,Mujeres,
2021,05990027,11,55-59,Hombres,
2021,05990027,11,55-59,Mujeres,
2021,05990027,11,60-64,Hombres,
2021,05990027,11,60-64,Mujeres,
2021,05990027,11,65-69,Hombres,
2021,05990027,11,65-69,Mujeres,
2021,05990027,11,70-74,Hombres,
2021,05990027,11,70-74,Mujeres,
2021,05990027,11,75-79,Hombres,
2021,05990027,11,75-79,Mujeres,
2021,05990027,11,80+,Hombres,
2021,05990027,11,80+,Mujeres,
2021,05990027,12,0-4,Hombres,0.0
2021,05990027,12,0-4,Mujeres,0.0
2021,05990027,12,5-9,Hombres,0.0
2021,05990027,12,5-9,Mujeres,0.0
2021,05990027,12,10-14,Hombres,1.0
2021,05990027,12,10-14,Mujeres,0.0
2021,05990027,12,15-19,Hombres,1.0
2021,05990027,12,15-19,Mujeres,0.0
2021,05990027,12,20-24,Hombres,0.0
2021,05990027,12,20-24,Mujeres,0.0
2021,05990027,12,25-29,Hombres,0.0
2021,05990027,12,25-29,Mujeres,0.0
2021,05990027,12,30-34,Hombres,0.0
2021,05990027,12,30-34,Mujeres,0.0
2021,05990027,12,35-39,Hombres,0.0
2021,05990027,12,35-39,Mujeres,0.0
2021,05990027,12,40-44,Hombres,0.0
2021,05990027,12,40-44,Mujeres,0.0
2021,05990027,12,45-49,Hombres,0.0
2021,05990027,12,45-49,Mujeres,0.0
2021,05990027,12,50-54,Hombres,0.0
2021,05990027,12,50-54,Mujeres,0.0
2021,05990027,12,55-59,Hombres,0.0
2021,05990027,12,55-59,Mujeres,0.0
2021,05990027,12,60-64,Hombres,0.0
2021,05990027,12,60-64,Mujeres,0.0
2021,05990027,12,65-69,Hombres,0.0
2021,05990027,12,65-69,Mujeres,0.0
2021,05990027,12,70-74,Hombres,0.0
2021,05990027,12,70-74,Mujeres,0.0
2021,05990027,12,75-79,Hombres,0.0
2021,05990027,12,75-79,Mujeres,0.0
2021,05990027,12,80+,Hombres,0.0
2021,05990027,12,80+,Mujeres,0.0
2021,05990027,13,0-4,Hombres,13.0
2021,05990027,13,0-4,Mujeres,4.0
2021,05990027,13,5-9,Hombres,31.0
2021,05990027,13,5-9,Mujeres,2.0
2021,05990027,13,10-14,Hombres,22.0
2021,05990027,13,10-14,Mujeres,4.0
2021,05990027,13,15-19,Hombres,29.0
2021,05990027,13,15-19,Mujeres,3.0
2021,05990027,13,20-24,Hombres,5.0
2021,05990027,13,20-24,Mujeres,3.0
2021,05990027,13,25-29,Hombres,1.0
2021,05990027,13,25-29,Mujeres,2.0
2021,05990027,13,30-34,Hombres,2.0
2021,05990027,13,30-34,Mujeres,5.0
2021,05990027,13,35-39,Hombres,0.0
2021,05990027,13,35-39,Mujeres,1.0
2021,05990027,13,40-44,Hombres,0.0
2021,05990027,13,40-44,Mujeres,0.0
2021,05990027,13,45-49,Hombres,1.0
2021,05990027,13,45-49,Mujeres,0.0
2021,05990027,13,50-54,Hombres,0.0
2021,05990027,13,50-54,Mujeres,1.0
2021,05990027,13,55-59,Hombres,0.0
2021,05990027,13,55-59,Mujeres,0.0
2021,05990027,13,60-64,Hombres,0.0
2021,05990027,13,60-64,Mujeres,0.0
2021,05990027,13,65-69,Hombres,0.0
2021,05990027,13,65-69,Mujeres,0.0
2021,05990027,13,70-74,Hombres,0.0
2021,05990027,13,70-74,Mujeres,0.0
2021,05990027,13,75-79,Hombres,0.0
2021,05990027,13,75-79,Mujeres,0.0
2021,05990027,13,80+,Hombres,0.0
2021,05990027,13,80+,Mujeres,0.0
2021,05990027,14,0-4,Hombres,
2021,05990027,14,0-4,Mujeres,1.0
2021,05990027,14,5-9,Hombres,
2021,05990027,14,5-9,Mujeres,
2021,05990027,14,10-14,Hombres,3.0
2021,05990027,14,10-14,Mujeres,
2021,05990027,14,15-19,Hombres,
2021,05990027,14,15-19,Mujeres,
2021,05990027,14,20-24,Hombres,1.0
2021,05990027,14,20-24,Mujeres,
2021,05990027,14,25-29,Hombres,
2021,05990027,14,25-29,Mujeres,
2021,05990027,14,30-34,Hombres,
2021,05990027,14,30-34,Mujeres,
2021,05990027,14,35-39,Hombres,
2021,05990027,14,35-39,Mujeres,
2021,05990027,14,40-44,Hombres,
2021,05990027,14,40-44,Mujeres,
2021,05990027,14,45-49,Hombres,
2021,05990027,14,45-49,Mujeres,
2021,05990027,14,50-54,Hombres,
2021,05990027,14,50-54,Mujeres,
2021,05990027,14,55-59,Hombres,
2021,05990027,14,55-59,Mujeres,
2021,05990027,14,60-64,Hombres,
2021,05990027,14,60-64,Mujeres,
2021,05990027,14,65-69,Hombres,
2021,05990027,14,65-69,Mujeres,
2021,05990027,14,70-74,Hombres,
2021,05990027,14,70-74,Mujeres,
2021,05990027,14,75-79,Hombres,
2021,05990027,14,75-79,Mujeres,
2021,05990027,14,80+,Hombres,
2021,05990027,14,80+,Mujeres,
2021,05990027,15,0-4,Hombres,1.0
2021,05990027,15,0-4,Mujeres,0.0
2021,05990027,15,5-9,Hombres,1.0
2021,05990027,15,5-9,Mujeres,1.0
2021,05990027,15,10-14,Hombres,0.0
2021,05990027,15,10-14,Mujeres,1.0
2021,05990027,15,15-19,Hombres,1.0
2021,05990027,15,15-19,Mujeres,0.0
2021,05990027,15,20-24,Hombres,0.0
2021,05990027,15,20-24,Mujeres,0.0
2021,05990027,15,25-29,Hombres,0.0
2021,05990027,15,25-29,Mujeres,0.0
2021,05990027,15,30-34,Hombres,0.0
2021,05990027,15,30-34,Mujeres,0.0
2021,05990027,15,35-39,Hombres,0.0
2021,05990027,15,35-39,Mujeres,0.0
2021,05990027,15,40-44,Hombres,0.0
2021,05990027,15,40-44,Mujeres,0.0
2021,05990027,15,45-49,Hombres,0.0
2021,05990027,15,45-49,Mujeres,0.0
2021,05990027,15,50-54,Hombres,0.0
2021,05990027,15,50-54,Mujeres,0.0
2021,05990027,15,55-59,Hombres,0.0
2021,05990027,15,55-59,Mujeres,0.0
2021,05990027,15,60-64,Hombres,0.0
2021,05990027,15,60-64,Mujeres,0.0
2021,05990027,15,65-69,Hombres,0.0
2021,05990027,15,65-69,Mujeres,0.0
2021,05990027,15,70-74,Hombres,0.0
2021,05990027,15,70-74,Mujeres,0.0
2021,05990027,15,75-79,Hombres,0.0
2021,05990027,15,75-79,Mujeres,0.0
2021,05990027,15,80+,Hombres,0.0
2021,05990027,15,80+,Mujeres,0.0
2021,05990027,16,0-4,Hombres,
2021,05990027,16,0-4,Mujeres,1.0
2021,05990027,16,5-9,Hombres,4.0
2021,05990027,16,5-9,Mujeres,1.0
2021,05990027,16,10-14,Hombres,3.0
2021,05990027,16,10-14,Mujeres,
2021,05990027,16,15-19,Hombres,4.0
2021,05990027,16,15-19,Mujeres,
2021,05990027,16,20-24,Hombres,
2021,05990027,16,20-24,Mujeres,
2021,05990027,16,25-29,Hombres,
2021,05990027,16,25-29,Mujeres,
2021,05990027,16,30-34,Hombres,
2021,05990027,16,30-34,Mujeres,
2021,05990027,16,35-39,Hombres,
2021,05990027,16,35-39,Mujeres,
2021,05990027,16,40-44,Hombres,
2021,05990027,16,40-44,Mujeres,
2021,05990027,16,45-49,Hombres,
2021,05990027,16,45-49,Mujeres,
2021,05990027,16,50-54,Hombres,
2021,05990027,16,50-54,Mujeres,
2021,05990027,16,55-59,Hombres,
2021,05990027,16,55-59,Mujeres,
2021,05990027,16,60-64,Hombres,
2021,05990027,16,60-64,Mujeres,1.0
2021,05990027,16,65-69,Hombres,
2021,05990027,16,65-69,Mujeres,
2021,05990027,16,70-74,Hombres,
2021,05990027,16,70-74,Mujeres,
2021,05990027,16,75-79,Hombres,
2021,05990027,16,75-79,Mujeres,
2021,05990027,16,80+,Hombres,
2021,05990027,16,80+,Mujeres,
2021,05990027,2,0-4,Hombres,4.0
2021,05990027,2,0-4,Mujeres,1.0
2021,05990027,2,5-9,Hombres,16.0
2021,05990027,2,5-9,Mujeres,4.0
2021,05990027,2,10-14,Hombres,13.0
2021,05990027,2,10-14,Mujeres,5.0
2021,05990027,2,15-19,Hombres,6.0
2021,05990027,2,15-19,Mujeres,2.0
2021,05990027,2,20-24,Hombres,2.0
2021,05990027,2,20-24,Mujeres,1.0
2021,05990027,2,25-29,Hombres,0.0
2021,05990027,2,25-29,Mujeres,0.0
2021,05990027,2,30-34,Hombres,0.0
2021,05990027,2,30-34,Mujeres,0.0
2021,05990027,2,35-39,Hombres,0.0
2021,05990027,2,35-39,Mujeres,0.0
2021,05990027,2,40-44,Hombres,0.0
2021,05990027,2,40-44,Mujeres,0.0
2021,05990027,2,45-49,Hombres,0.0
2021,05990027,2,45-49,Mujeres,2.0
2021,05990027,2,50-54,Hombres,0.0
2021,05990027,2,50-54,Mujeres,0.0
2021,05990027,2,55-59,Hombres,0.0
2021,05990027,2,55-59,Mujeres,0.0
2021,05990027,2,60-64,Hombres,0.0
2021,05990027,2,60-64,Mujeres,0.0
2021,05990027,2,65-69,Hombres,0.0
2021,05990027,2,65-69,Mujeres,0.0
2021,05990027,2,70-74,Hombres,0.0
2021,05990027,2,70-74,Mujeres,0.0
2021,05990027,2,75-79,Hombres,0.0
2021,05990027,2,75-79,Mujeres,0.0
2021,05990027,2,80+,Hombres,0.0
2021,05990027,2,80+,Mujeres,0.0
2021,05990027,3,0-4,Hombres,5.0
2021,05990027,3,0-4,Mujeres,1.0
2021,05990027,3,5-9,Hombres,3.0
2021,05990027,3,5-9,Mujeres,1.0
2021,05990027,3,10-14,Hombres,0.0
2021,05990027,3,10-14,Mujeres,0.0
2021,05990027,3,15-19,Hombres,0.0
2021,05990027,3,15-19,Mujeres,1.0
2021,05990027,3,20-24,Hombres,0.0
2021,05990027,3,20-24,Mujeres,0.0
2021,05990027,3,25-29,Hombres,0.0
2021,05990027,3,25-29,Mujeres,0.0
2021,05990027,3,30-34,Hombres,0.0
2021,05990027,3,30-34,Mujeres,0.0
2021,05990027,3,35-39,Hombres,0.0
2021,05990027,3,35-39,Mujeres,0.0
2021,05990027,3,40-44,Hombres,1.0
2021,05990027,3,40-44,Mujeres,0.0
2021,05990027,3,45-49,Hombres,0.0
2021,05990027,3,45-49,Mujeres,0.0
2021,05990027,3,50-54,Hombres,0.0
2021,05990027,3,50-54,Mujeres,0.0
2021,05990027,3,55-59,Hombres,0.0
2021,05990027,3,55-59,Mujeres,0.0
2021,05990027,3,60-64,Hombres,0.0
2021,05990027,3,60-64,Mujeres,0.0
2021,05990027,3,65-69,Hombres,0.0
2021,05990027,3,65-69,Mujeres,0.0
2021,05990027,3,70-74,Hombres,0.0
2021,05990027,3,70-74,Mujeres,0.0
2021,05990027,3,75-79,Hombres,0.0
2021,05990027,3,75-79,Mujeres,0.0
2021,05990027,3,80+,Hombres,0.0
2021,05990027,3,80+,Mujeres,0.0
2021,05990027,4,0-4,Hombres,1.0
2021,05990027,4,0-4,Mujeres,0.0
2021,05990027,4,5-9,Hombres,10.0
2021,05990027,4,5-9,Mujeres,1.0
2021,05990027,4,10-14,Hombres,11.0
2021,05990027,4,10-14,Mujeres,2.0
2021,05990027,4,15-19,Hombres,4.0
2021,05990027,4,15-19,Mujeres,2.0
2021,05990027,4,20-24,Hombres,0.0
2021,05990027,4,20-24,Mujeres,0.0
2021,05990027,4,25-29,Hombres,0.0
2021,05990027,4,25-29,Mujeres,0.0
2021,05990027,4,30-34,Hombres,0.0
2021,05990027,4,30-34,Mujeres,0.0
2021,05990027,4,35-39,Hombres,0.0
2021,05990027,4,35-39,Mujeres,0.0
2021,05990027,4,40-44,Hombres,0.0
2021,05990027,4,40-44,Mujeres,1.0
2021,05990027,4,45-49,Hombres,0.0
2021,05990027,4,45-49,Mujeres,0.0
2021,05990027,4,50-54,Hombres,0.0
2021,05990027,4,50-54,Mujeres,0.0
2021,05990027,4,55-59,Hombres,0.0
2021,05990027,4,55-59,Mujeres,0.0
2021,05990027,4,60-64,Hombres,0.0
2021,05990027,4,60-64,Mujeres,0.0
2021,05990027,4,65-69,Hombres,0.0
2021,05990027,4,65-69,Mujeres,0.0
2021,05990027,4,70-74,Hombres,0.0
2021,05990027,4,70-74,Mujeres,0.0
2021,05990027,4,75-79,Hombres,0.0
2021,05990027,4,75-79,Mujeres,0.0
2021,05990027,4,80+,Hombres,0.0
2021,05990027,4,80+,Mujeres,0.0
2021,05990027,5,0-4,Hombres,7.0
2021,05990027,5,0-4,Mujeres,6.0
2021,05990027,5,5-9,Hombres,26.0
2021,05990027,5,5-9,Mujeres,5.0
2021,05990027,5,10-14,Hombres,18.0
2021,05990027,5,10-14,Mujeres,0.0
2021,05990027,5,15-19,Hombres,14.0
2021,05990027,5,15-19,Mujeres,4.0
2021,05990027,5,20-24,Hombres,4.0
2021,05990027,5,20-24,Mujeres,1.0
2021,05990027,5,25-29,Hombres,0.0
2021,05990027,5,25-29,Mujeres,0.0
2021,05990027,5,30-34,Hombres,0.0
2021,05990027,5,30-34,Mujeres,0.0
2021,05990027,5,35-39,Hombres,0.0
2021,05990027,5,35-39,Mujeres,0.0
2021,05990027,5,40-44,Hombres,0.0
2021,05990027,5,40-44,Mujeres,0.0
2021,05990027,5,45-49,Hombres,0.0
2021,05990027,5,45-49,Mujeres,0.0
2021,05990027,5,50-54,Hombres,0.0
2021,05990027,5,50-54,Mujeres,0.0
2021,05990027,5,55-59,Hombres,1.0
2021,05990027,5,55-59,Mujeres,0.0
2021,05990027,5,60-64,Hombres,0.0
2021,05990027,5,60-64,Mujeres,0.0
2021,05990027,5,65-69,Hombres,0.0
2021,05990027,5,65-69,Mujeres,0.0
2021,05990027,5,70-74,Hombres,0.0
2021,05990027,5,70-74,Mujeres,0.0
2021,05990027,5,75-79,Hombres,0.0
2021,05990027,5,75-79,Mujeres,0.0
2021,05990027,5,80+,Hombres,0.0
2021,05990027,5,80+,Mujeres,0.0
2021,05990027,6,0-4,Hombres,2.0
2021,05990027,6,0-4,Mujeres,0.0
2021,05990027,6,5-9,Hombres,8.0
2021,05990027,6,5-9,Mujeres,0.0
2021,05990027,6,10-14,Hombres,5.0
2021,05990027,6,10-14,Mujeres,1.0
2021,05990027,6,15-19,Hombres,3.0
2021,05990027,6,15-19,Mujeres,1.0
2021,05990027,6,20-24,Hombres,2.0
2021,05990027,6,20-24,Mujeres,0.0
2021,05990027,6,25-29,Hombres,0.0
2021,05990027,6,25-29,Mujeres,0.0
2021,05990027,6,30-34,Hombres,0.0
2021,05990027,6,30-34,Mujeres,0.0
2021,05990027,6,35-39,Hombres,0.0
2021,05990027,6,35-39,Mujeres,0.0
2021,05990027,6,40-44,Hombres,0.0
2021,05990027,6,40-44,Mujeres,0.0
2021,05990027,6,45-49,Hombres,0.0
2021,05990027,6,45-49,Mujeres,1.0
2021,05990027,6,50-54,Hombres,0.0
2021,05990027,6,50-54,Mujeres,0.0
2021,05990027,6,55-59,Hombres,0.0
2021,05990027,6,55-59,Mujeres,0.0
2021,05990027,6,60-64,Hombres,0.0
2021,05990027,6,60-64,Mujeres,0.0
2021,05990027,6,65-69,Hombres,0.0
2021,05990027,6,65-69,Mujeres,0.0
2021,05990027,6,70-74,Hombres,0.0
2021,05990027,6,70-74,Mujeres,0.0
2021,05990027,6,75-79,Hombres,0.0
2021,05990027,6,75-79,Mujeres,0.0
2021,05990027,6,80+,Hombres,0.0
2021,05990027,6,80+,Mujeres,0.0
2021,05990027,7,0-4,Hombres,3.0
2021,05990027,7,0-4,Mujeres,0.0
2021,05990027,7,5-9,Hombres,4.0
2021,05990027,7,5-9,Mujeres,3.0
2021,05990027,7,10-14,Hombres,3.0
2021,05990027,7,10-14,Mujeres,0.0
2021,05990027,7,15-19,Hombres,3.0
2021,05990027,7,15-19,Mujeres,0.0
2021,05990027,7,20-24,Hombres,0.0
2021,05990027,7,20-24,Mujeres,0.0
2021,05990027,7,25-29,Hombres,1.0
2021,05990027,7,25-29,Mujeres,0.0
2021,05990027,7,30-34,Hombres,0.0
2021,05990027,7,30-34,Mujeres,0.0
2021,05990027,7,35-39,Hombres,0.0
2021,05990027,7,35-39,Mujeres,1.0
2021,05990027,7,40-44,Hombres,0.0
2021,05990027,7,40-44,Mujeres,0.0
2021,05990027,7,45-49,Hombres,0.0
2021,05990027,7,45-49,Mujeres,0.0
2021,05990027,7,50-54,Hombres,0.0
2021,05990027,7,50-54,Mujeres,0.0
2021,05990027,7,55-59,Hombres,0.0
2021,05990027,7,55-59,Mujeres,0.0
2021,05990027,7,60-64,Hombres,0.0
2021,05990027,7,60-64,Mujeres,0.0
2021,05990027,7,65-69,Hombres,0.0
2021,05990027,7,65-69,Mujeres,0.0
2021,05990027,7,70-74,Hombres,0.0
2021,05990027,7,70-74,Mujeres,0.0
2021,05990027,7,75-79,Hombres,0.0
2021,05990027,7,75-79,Mujeres,0.0
2021,05990027,7,80+,Hombres,0.0
2021,05990027,7,80+,Mujeres,0.0
2021,05990027,8,0-4,Hombres,5.0
2021,05990027,8,0-4,Mujeres,2.0
2021,05990027,8,5-9,Hombres,18.0
2021,05990027,8,5-9,Mujeres,2.0
2021,05990027,8,10-14,Hombres,2.0
2021,05990027,8,10-14,Mujeres,1.0
2021,05990027,8,15-19,Hombres,11.0
2021,05990027,8,15-19,Mujeres,4.0
2021,05990027,8,20-24,Hombres,1.0
2021,05990027,8,20-24,Mujeres,0.0
2021,05990027,8,25-29,Hombres,1.0
2021,05990027,8,25-29,Mujeres,1.0
2021,05990027,8,30-34,Hombres,1.0
2021,05990027,8,30-34,Mujeres,1.0
2021,05990027,8,35-39,Hombres,0.0
2021,05990027,8,35-39,Mujeres,0.0
2021,05990027,8,40-44,Hombres,0.0
2021,05990027,8,40-44,Mujeres,1.0
2021,05990027,8,45-49,Hombres,0.0
2021,05990027,8,45-49,Mujeres,0.0
2021,05990027,8,50-54,Hombres,0.0
2021,05990027,8,50-54,Mujeres,0.0
2021,05990027,8,55-59,Hombres,0.0
2021,05990027,8,55-59,Mujeres,0.0
2021,05990027,8,60-64,Hombres,0.0
2021,05990027,8,60-64,Mujeres,0.0
2021,05990027,8,65-69,Hombres,0.0
2021,05990027,8,65-69,Mujeres,0.0
2021,05990027,8,70-74,Hombres,0.0
2021,05990027,8,70-74,Mujeres,0.0
2021,05990027,8,75-79,Hombres,0.0
2021,05990027,8,75-79,Mujeres,0.0
2021,05990027,8,80+,Hombres,0.0
2021,05990027,8,80+,Mujeres,0.0
2021,05990027,9,0-4,Hombres,1.0
2021,05990027,9,0-4,Mujeres,0.0
2021,05990027,9,5-9,Hombres,2.0
2021,05990027,9,5-9,Mujeres,1.0
2021,05990027,9,10-14,Hombres,2.0
2021,05990027,9,10-14,Mujeres,0.0
2021,05990027,9,15-19,Hombres,5.0
2021,05990027,9,15-19,Mujeres,2.0
2021,05990027,9,20-24,Hombres,0.0
2021,05990027,9,20-24,Mujeres,0.0
2021,05990027,9,25-29,Hombres,
2021,05990027,9,25-29,Mujeres,
2021,05990027,9,30-34,Hombres,
2021,05990027,9,30-34,Mujeres,
2021,05990027,9,35-39,Hombres,
2021,05990027,9,35-39,Mujeres,
2021,05990027,9,40-44,Hombres,
2021,05990027,9,40-44,Mujeres,
2021,05990027,9,45-49,Hombres,
2021,05990027,9,45-49,Mujeres,
2021,05990027,9,50-54,Hombres,
2021,05990027,9,50-54,Mujeres,
2021,05990027,9,55-59,Hombres,
2021,05990027,9,55-59,Mujeres,
2021,05990027,9,60-64,Hombres,
2021,05990027,9,60-64,Mujeres,
2021,05990027,9,65-69,Hombres,
2021,05990027,9,65-69,Mujeres,
2021,05990027,9,70-74,Hombres,
2021,05990027,9,70-74,Mujeres,
2021,05990027,9,75-79,Hombres,
2021,05990027,9,75-79,Mujeres,
2021,05990027,9,80+,Hombres,
2021,05990027,9,80+,Mujeres,
2021,05990028,1,0-4,Hombres,0.0
2021,05990028,1,0-4,Mujeres,0.0
2021,05990028,1,5-9,Hombres,0.0
2021,05990028,1,5-9,Mujeres,1.0
2021,05990028,1,10-14,Hombres,2.0
2021,05990028,1,10-14,Mujeres,2.0
2021,05990028,1,15-19,Hombres,0.0
2021,05990028,1,15-19,Mujeres,0.0
2021,05990028,1,20-24,Hombres,0.0
2021,05990028,1,20-24,Mujeres,0.0
2021,05990028,1,25-29,Hombres,0.0
