period,year,cut_comuna,comuna,cut_region,region_short,continental,population,rem_reported,rem_rows,rem_establishments,rem_ingresos,rem_crude,rem_crude_lo,rem_crude_hi,rem_expected,rem_sir,rem_sir_lo,rem_sir_hi,grd_records,grd_records_crude,grd_records_crude_lo,grd_records_crude_hi,grd_records_expected,grd_records_sir,grd_records_sir_lo,grd_records_sir_hi,grd_persons,grd_persons_population,grd_persons_crude,grd_persons_crude_lo,grd_persons_crude_hi,grd_persons_expected,grd_persons_sir,grd_persons_sir_lo,grd_persons_sir_hi
2021,2021.0,2104,Taltal,2,Antofagasta,True,13806.0,False,0,,,,,,1.677196041708797,,,,0.0,0.0,0.0,26.719393409488163,1.8822281281919497,0.0,0.0,1.9598471613839061,0.0,13806.0,0.0,0.0,26.719393409488163,1.5513050080891553,0.0,0.0,2.3779201606895937
2021,2021.0,2201,Calama,2,Antofagasta,True,193343.0,True,10,5.0,14.0,7.241017259481853,3.9587315166830943,12.14919656870721,23.289876846814217,0.6011195375605877,0.3286376448721996,1.0085764418736582,22.0,11.378741407757198,7.130996659940939,17.227551236468468,26.153844426209954,0.8411765261535624,0.5271608505253915,1.2735513695166552,20.0,193343.0,10.344310370688362,6.318573512050576,15.9759483936189,21.567584876207842,0.927317551538322,0.5664296515128371,1.4321667483849305
2021,2021.0,2202,Ollagüe,2,Antofagasta,True,283.0,False,0,,,,,,0.02920385866173805,,,,0.0,0.0,0.0,1303.4909731851365,0.03270740383510887,0.0,0.0,112.78423297400967,0.0,283.0,0.0,0.0,1303.4909731851365,0.027078537688295216,0.0,0.0,136.22890189186492
2021,2021.0,2203,San Pedro de Atacama,2,Antofagasta,True,10675.0,False,0,,,,,,1.1310302139861934,,,,0.0,0.0,0.0,34.55624781371368,1.2817389200626712,0.0,0.0,2.8780271835184394,0.0,10675.0,0.0,0.0,34.55624781371368,1.059746208901262,0.0,0.0,3.4809083751651655
2021,2021.0,2301,Tocopilla,2,Antofagasta,True,28214.0,True,3,1.0,4.0,14.177358758063372,3.8628530999727966,36.299669225929314,3.5396264066856666,1.1300627638116771,0.3079040690757027,2.8934095010872687,2.0,7.088679379031686,0.8584719591123732,25.60674724506968,3.9102715615806685,0.5114734279967834,0.06194180499475476,1.8476178838084298,2.0,28214.0,7.088679379031686,0.8584719591123732,25.60674724506968,3.227050201436005,0.6197610434166844,0.07505593759780503,2.2387899836541263
2021,2021.0,2302,María Elena,2,Antofagasta,True,6773.0,False,0,,,,,,0.7396386574640333,,,,0.0,0.0,0.0,54.46448330302578,0.839590343810561,0.0,0.0,4.3936658887376,0.0,6773.0,0.0,0.0,54.46448330302578,0.6922475410839737,0.0,0.0,5.328844430906333
2021,2021.0,3101,Copiapó,3,Atacama,True,173253.0,True,18,5.0,112.0,64.64534524654695,53.22877729826231,77.78514847773799,21.012256689608922,5.330222339011629,4.388888585116309,6.413642536490621,11.0,6.349096408143005,3.16944605128733,11.360287275430702,23.587607165558907,0.4663465828810938,0.2327985339375447,0.8344228549829501,11.0,173253.0,6.349096408143005,3.16944605128733,11.360287275430702,19.44050052003797,0.5658290530463419,0.28245982461083846,1.0124244740002977
2021,2021.0,3102,Caldera,3,Atacama,True,19612.0,False,0,,,,,,2.307606832917528,,,,0.0,0.0,0.0,18.80929764488036,2.5907444383355522,0.0,0.0,1.4238685219310518,0.0,19612.0,0.0,0.0,18.80929764488036,2.133455938051814,0.0,0.0,1.7290628732095923
2021,2021.0,3103,Tierra Amarilla,3,Atacama,True,14374.0,False,0,,,,,,1.7793078851262436,,,,3.0,20.871017114234032,4.304105488351198,60.99396876125173,1.9962587888928007,1.5028111669148425,0.3099157916488071,4.391851957533511,3.0,14374.0,20.871017114234032,4.304105488351198,60.99396876125173,1.645345342988359,1.8233254269594545,0.3760135375421781,5.32853063771935
2021,2021.0,3201,Chañaral,3,Atacama,True,13149.0,True,1,1.0,5.0,38.02570537683474,12.34684303078881,88.73931157747867,1.643491783142191,3.0423030107522067,0.9878275065145004,7.099720363075983,0.0,0.0,0.0,28.0544486585591,1.8366456473678625,0.0,0.0,2.008487298244248,0.0,13149.0,0.0,0.0,28.0544486585591,1.512451056145912,0.0,0.0,2.439007489944227
2021,2021.0,3202,Diego de Almagro,3,Atacama,True,14258.0,False,0,,,,,,1.8255113591849375,,,,0.0,0.0,0.0,25.872348534955364,2.041555018521886,0.0,0.0,1.8068969097804355,0.0,14258.0,0.0,0.0,25.872348534955364,1.6806781261717723,0.0,0.0,2.1948756258977555
2021,2021.0,3301,Vallenar,3,Atacama,True,57224.0,True,6,1.0,23.0,40.19292604501608,25.4788673232292,60.309123610430994,6.790323824180533,3.387172776369863,2.147176985157143,5.0824222509002235,11.0,19.22270376065986,9.595904458333633,34.39472688610016,7.605221276788284,1.4463747469876833,0.7220250624391796,2.587963952261723,11.0,57224.0,19.22270376065986,9.595904458333633,34.39472688610016,6.263942577423043,1.7560825093842654,0.8766300615571537,3.1421166892942773
2021,2021.0,3302,Alto del Carmen,3,Atacama,True,5754.0,True,1,1.0,1.0,17.37921445950643,0.44000361460357795,96.83078538301874,0.5767370623857404,1.7338923839286189,0.04389835444172739,9.66063004151518,0.0,0.0,0.0,64.1098271483131,0.647934169889507,0.0,0.0,5.693293586820718,0.0,5754.0,0.0,0.0,64.1098271483131,0.5348461275036782,0.0,0.0,6.897085468920342
2021,2021.0,3303,Freirina,3,Atacama,True,7739.0,False,0,,,,,,0.9097633166008476,,,,0.0,0.0,0.0,47.66609967843308,1.0123652665114045,0.0,0.0,3.6438226163425766,0.0,7739.0,0.0,0.0,47.66609967843308,0.835393365727241,0.0,0.0,4.415739465326768
2021,2021.0,3304,Huasco,3,Atacama,True,11374.0,False,0,,,,,,1.3103675904715013,,,,1.0,8.791981712678037,0.22259370480297058,48.98578680269824,1.4637632504293792,0.6831705876661822,0.017296381759046874,3.806382889654127,1.0,11374.0,8.791981712678037,0.22259370480297058,48.98578680269824,1.206769465311076,0.8286586864726678,0.02097982150862887,4.616990693829548
2021,2021.0,4101,La Serena,4,Coquimbo,True,254445.0,True,32,9.0,49.0,19.25759987423608,14.24687840155206,25.459568312569825,28.30235333586891,1.7313047935805388,1.2808288172590654,2.2888767525497173,58.0,22.79471005521822,17.30897902503478,29.467448660690746,31.9580048057822,1.8148817597494695,1.3781158100420965,2.3461555313092837,31.0,254445.0,12.183379512271808,8.27801527997872,17.29333471015298,26.342539183408196,1.1768037919262277,0.7995810818574522,1.670379047247023
2021,2021.0,4102,Coquimbo,4,Coquimbo,True,261811.0,True,26,10.0,43.0,16.42406163224616,11.886174840616775,22.12310323492276,30.23116694912586,1.4223731446543897,1.0293784975067595,1.9159272914556946,56.0,21.389475614088024,16.15738001177575,27.776013233815593,33.81335486813959,1.6561503648005549,1.2510381873550442,2.1506490051392535,41.0,261811.0,15.660151788885877,11.2379952975449,21.244764187041383,27.899255774190497,1.469573250693266,1.0545911370035095,1.9936420532475216
2021,2021.0,4103,Andacollo,4,Coquimbo,True,11818.0,True,6,1.0,10.0,84.61668641056016,40.57699015173831,155.61309901859687,1.3057752888453764,7.658285530002974,3.6724455862330845,14.083859756818752,2.0,16.923337282112033,2.04949465682827,61.132913079403956,1.4596819512835315,1.3701614918519438,0.16593291321509102,4.9494944164865,2.0,11818.0,16.923337282112033,2.04949465682827,61.132913079403956,1.203153294761117,1.6622985688595024,0.20131206854406278,6.004793985257217
2021,2021.0,4104,La Higuera,4,Coquimbo,True,4478.0,True,1,1.0,1.0,22.331397945511387,0.5653820452052227,124.42258577353502,0.5069605939406064,1.9725399014290175,0.049940386465729944,10.99028890516025,0.0,0.0,0.0,82.37783506283913,0.5612690155407993,0.0,0.0,6.57239104952122,0.0,4478.0,0.0,0.0,82.37783506283913,0.4632503101237123,0.0,0.0,7.96303720364226
2021,2021.0,4105,Paiguano,4,Coquimbo,True,4690.0,False,0,,,,,,0.44205378749558544,,,,0.0,0.0,0.0,78.65414614315428,0.499463164743883,0.0,0.0,7.385688704402328,0.0,4690.0,0.0,0.0,78.65414614315428,0.4120785989156374,0.0,0.0,8.951883120892527
2021,2021.0,4106,Vicuña,4,Coquimbo,True,29990.0,True,3,1.0,3.0,10.003334444814937,2.062928052336116,29.233988228550594,3.346945556085678,0.8963396475168727,0.18484678418825287,2.619484817672335,5.0,16.672224074691563,5.413425775653287,38.90740940087586,3.746880310235842,1.3344434799107,0.43329016560345707,3.114145932937,2.0,29990.0,6.668889629876626,0.8076334729708735,24.09032233319093,3.0901648239575956,0.6472146678048668,0.07838069887604437,2.33796191442994
2021,2021.0,4201,Illapel,4,Coquimbo,True,32899.0,True,11,2.0,15.0,45.594091005805645,25.518666624466736,75.2005193820051,3.550623263784611,4.224610409388095,2.3644823764925897,6.967852411667929,0.0,0.0,0.0,11.212740369354497,3.9833927009216126,0.0,0.0,0.926064721979448,0.0,32899.0,0.0,0.0,11.212740369354497,3.281828743376128,0.0,0.0,1.124031673364851
2021,2021.0,4202,Canela,4,Coquimbo,True,9548.0,True,2,1.0,2.0,20.94679514034353,2.5367540693754185,75.66702626439002,0.886578152443703,2.255864296325527,0.27319563185304757,8.148957480860911,0.0,0.0,0.0,38.63510111137344,0.9964499781061028,0.0,0.0,3.7020217122440853,0.0,9548.0,0.0,0.0,38.63510111137344,0.8222562491847987,0.0,0.0,4.486289350517147
2021,2021.0,4203,Los Vilos,4,Coquimbo,True,23668.0,True,4,1.0,4.0,16.900456312320433,4.604805533320622,43.271880494353965,2.5685391935481023,1.5573054170431095,0.42431331254899707,3.9873203808333852,3.0,12.675342234240324,2.613960296161912,37.0427288733409,2.873976740824906,1.043849783954383,0.2152669206077243,3.050572033239868,3.0,23668.0,12.675342234240324,2.613960296161912,37.0427288733409,2.3708091485493425,1.2653907640923558,0.26095399677116826,3.6980087895758573
2021,2021.0,4204,Salamanca,4,Coquimbo,True,29359.0,True,6,4.0,6.0,20.436663374093122,7.499895273990431,44.48201240682136,3.1200238551846193,1.9230622195499096,0.7057299417220512,4.185696849983194,1.0,3.4061105623488537,0.0862352531908099,18.977633403518166,3.5045964479551657,0.2853395575925645,0.0072241721294507705,1.5898102602340412,1.0,29359.0,3.4061105623488537,0.0862352531908099,18.977633403518166,2.888034684910653,0.3462562292706457,0.00876644872603846,1.929216231387217
2021,2021.0,4301,Ovalle,4,Coquimbo,True,122241.0,True,14,5.0,19.0,15.543066565227706,9.357941414391842,24.27242379527784,13.857120923166645,1.3711361909410327,0.8255135556508243,2.1411990077954206,7.0,5.726392945083892,2.3023069604468764,11.798558062926823,15.507320272826364,0.4513997181231996,0.1814860983074879,0.9300559418364098,6.0,122241.0,4.908336810071907,1.8012731027158242,10.683382844151048,12.78916431272879,0.4691471509227796,0.17216873594307888,1.0211358383691154
2021,2021.0,4302,Combarbalá,4,Coquimbo,True,13893.0,True,2,2.0,2.0,14.395738861297056,1.7433907618510398,52.002358509493696,1.271197002708469,1.573320260934152,0.1905363826597318,5.683373743275604,1.0,7.197869430648528,0.18223427614114932,40.103961642114,1.4343610787906933,0.6971745223616203,0.01765093068869051,3.884407819847105,1.0,13893.0,7.197869430648528,0.18223427614114932,40.103961642114,1.1825957915530771,0.8455974620768115,0.021408674176863554,4.711367510974972
2021,2021.0,4303,Monte Patria,4,Coquimbo,True,32607.0,False,0,,,,,,3.6301459715804545,,,,3.0,9.200478424878094,1.8973598395915028,26.88770224105966,4.054180947995467,0.7399768383508655,0.15260101382536836,2.162526335702204,2.0,32607.0,6.133652283252062,0.7428137471830127,22.156861004459042,3.3440847251250974,0.5980709714001587,0.07242916925046038,2.160437985749208
2021,2021.0,4304,Punitaqui,4,Coquimbo,True,12271.0,False,0,,,,,,1.3760647722887143,,,,0.0,0.0,0.0,30.061767208165072,1.535451270089876,0.0,0.0,2.402472501714764,0.0,12271.0,0.0,0.0,30.061767208165072,1.2662313799320717,0.0,0.0,2.913274392482541
2021,2021.0,4305,Río Hurtado,4,Coquimbo,True,4361.0,False,0,,,,,,0.3715540777189297,,,,0.0,0.0,0.0,84.5879260287534,0.42958026586018544,0.0,0.0,8.587171588823747,0.0,4361.0,0.0,0.0,84.5879260287534,0.35337931695690444,0.0,0.0,10.438866331737815
2021,2021.0,5101,Valparaíso,5,Valparaíso,True,317424.0,True,22,12.0,27.0,8.505973083320733,5.605489859545836,12.375744255368875,31.070382823337376,0.8689947643554602,0.5726730253996127,1.2643417581471084,30.0,9.451081203689702,6.376604800336747,13.492006084860522,35.54137038883055,0.8440867550067227,0.5695017890413684,1.20498632794043,27.0,317424.0,8.505973083320733,5.605489859545836,12.375744255368875,29.31568718130386,0.9210085996967284,0.606950470637864,1.3400191577366565
2021,2021.0,5102,Casablanca,5,Valparaíso,True,29556.0,False,0,,,,,,3.148044159284552,,,,1.0,3.383407768304236,0.08566046821048137,18.851141531123623,3.5392656679390684,0.2825444862923514,0.007153407050969575,1.5742371196970057,1.0,29556.0,3.383407768304236,0.08566046821048137,18.851141531123623,2.919822866204332,0.3424865294311381,0.008671008189343398,1.908212808190601
2021,2021.0,5103,Concón,5,Valparaíso,True,46527.0,False,0,,,,,,4.932883869979882,,,,4.0,8.597158639069788,2.342436378073645,22.01214063963655,5.569310312648969,0.7182217860827821,0.19569126380891944,1.8389330276934093,4.0,46527.0,8.597158639069788,2.342436378073645,22.01214063963655,4.589829341761907,0.8714920974522579,0.23745226510054862,2.2313658989927143
2021,2021.0,5104,Juan Fernández,5,Valparaíso,False,1053.0,False,0,,,,,,0.10696301382276117,,,,0.0,0.0,0.0,350.3209358132893,0.11949081693473937,0.0,0.0,30.871656489959722,0.0,1053.0,0.0,0.0,350.3209358132893,0.09887946636837429,0.0,0.0,37.306830119522076
2021,2021.0,5105,Puchuncaví,5,Valparaíso,True,20391.0,True,2,2.0,2.0,9.808248737187975,1.1878244252070276,35.43076684676553,2.1346264004200663,0.9369321018452814,0.11346682421631316,3.3845209008481465,0.0,0.0,0.0,18.09072362372584,2.39551560549146,0.0,0.0,1.5399104249864117,0.0,20391.0,0.0,0.0,18.09072362372584,1.9765472900822134,0.0,0.0,1.8663249154845665
2021,2021.0,5107,Quintero,5,Valparaíso,True,36821.0,True,6,1.0,9.0,24.44257353140871,11.176701060205682,46.39961829233093,3.9870719295010733,2.257295619225567,1.032179296021207,4.285050220690926,2.0,5.431683006979712,0.6578020112000352,19.621106617756062,4.480532163511698,0.44637554804036134,0.05405814972526145,1.6124619585503612,2.0,36821.0,5.431683006979712,0.6578020112000352,19.621106617756062,3.6961606501533453,0.5411020216118108,0.06552996513663881,1.9546465512596762
2021,2021.0,5109,Viña del Mar,5,Valparaíso,True,364472.0,True,13,8.0,15.0,4.115542483373209,2.3034378862528015,6.7879614542367745,33.74642907297999,0.4444914739737652,0.24877850378265084,0.7331210901746873,33.0,9.054193463421058,6.232490170089838,12.715453935876912,38.82083049688941,0.8500590939867757,0.5851415665759642,1.1937990165584613,30.0,364472.0,8.231084966746417,5.553478462384192,11.750385597469123,32.02161757514327,0.9368671001582211,0.6321002983038828,1.3374360397099974
2021,2021.0,5201,Isla de Pascua,5,Valparaíso,False,8445.0,True,2,1.0,2.0,23.682652457075193,2.868079082817821,85.54988357281184,0.9783328989623977,2.0442939229797585,0.2475734781083696,7.3846925472774485,1.0,11.841326228537596,0.2997964237334503,65.97564702118292,1.0960884161062716,0.912335159559833,0.02309832638705232,5.083206162082729,1.0,8445.0,11.841326228537596,0.2997964237334503,65.97564702118292,0.9044344402213894,1.1056633355925918,0.027992972025802698,6.160361816357921
2021,2021.0,5301,Los Andes,5,Valparaíso,True,68401.0,True,14,4.0,14.0,20.46753702431251,11.189792950834923,34.341049285588774,7.343721947870934,1.9063902608756627,1.0422412954400588,3.1985989241661863,6.0,8.77180158184822,3.2190965826389246,19.092519148139182,8.261841042717101,0.7262303848473413,0.2665137518509683,1.5806978075462665,6.0,68401.0,8.77180158184822,3.2190965826389246,19.092519148139182,6.812976779921686,0.8806723101834745,0.32319121650025073,1.9168528595321002
2021,2021.0,5302,Calle Larga,5,Valparaíso,True,16804.0,False,0,,,,,,1.9681273539921638,,,,1.0,5.950964056177101,0.15066536529570265,33.15664955331408,2.1778947611569404,0.4591590088902094,0.011624899621339169,2.5582702572731897,1.0,16804.0,5.950964056177101,0.15066536529570265,33.15664955331408,1.798891138773681,0.5558980076369203,0.014074119016200856,3.0972654602863483
2021,2021.0,5303,Rinconada,5,Valparaíso,True,11471.0,False,0,,,,,,1.390028643835909,,,,1.0,8.717635777177229,0.22071142868354873,48.571557762522,1.528653774319818,0.6541703666318783,0.016562159731398404,3.6448039997925807,1.0,11471.0,8.717635777177229,0.22071142868354873,48.571557762522,1.2626299268374952,0.7919977015788756,0.020051645732572888,4.41272875964074
2021,2021.0,5304,San Esteban,5,Valparaíso,True,20952.0,False,0,,,,,,2.3816378668884473,,,,0.0,0.0,0.0,17.60633569164727,2.6412724552601143,0.0,0.0,1.3966296611193987,0.0,20952.0,0.0,0.0,17.60633569164727,2.1807617332395584,0.0,0.0,1.6915554771011334
2021,2021.0,5401,La Ligua,5,Valparaíso,True,37957.0,True,8,3.0,11.0,28.980161761993834,14.466792336688458,51.85351453829848,3.937177015245937,2.7938799696850514,1.3946948145774012,4.9990230149894614,2.0,5.269120320362515,0.6381149156781752,19.033874299138393,4.418568652223302,0.4526352666250088,0.054816230686399306,1.6350742143813237,1.0,37957.0,2.6345601601812576,0.06670128825852906,14.67882970450483,3.645149329277033,0.2743371833818223,0.006945616131811896,1.5285089546781228
2021,2021.0,5402,Cabildo,5,Valparaíso,True,20715.0,True,3,2.0,3.0,14.48225923244026,2.9865900212194125,42.32330711920021,2.3315096884264284,1.2867199372543658,0.26535258505108444,3.7603416847302444,1.0,4.827419744146754,0.12221968614187727,26.896661312763207,2.613423921672296,0.3826397974348199,0.009687600918602345,2.131932498487913,1.0,20715.0,4.827419744146754,0.12221968614187727,26.896661312763207,2.1534920861634568,0.46436205009768344,0.011756629219564347,2.5872597474295955
2021,2021.0,5403,Papudo,5,Valparaíso,True,6270.0,False,0,,,,,,0.6135301458330359,,,,0.0,0.0,0.0,58.833803095916046,0.700221652300777,0.0,0.0,5.268159649152629,0.0,6270.0,0.0,0.0,58.833803095916046,0.5767872979817318,0.0,0.0,6.395562917251987
2021,2021.0,5404,Petorca,5,Valparaíso,True,10590.0,False,0,,,,,,1.0509071741508795,,,,0.0,0.0,0.0,34.83361146472083,1.1849356379866578,0.0,0.0,3.113147529583773,0.0,10590.0,0.0,0.0,34.83361146472083,0.9778284186744401,0.0,0.0,3.7725222377098016
2021,2021.0,5405,Zapallar,5,Valparaíso,True,8100.0,False,0,,,,,,0.7632064268287304,,,,0.0,0.0,0.0,45.541721655727606,0.8592999564136219,0.0,0.0,4.292889143751222,0.0,8100.0,0.0,0.0,45.541721655727606,0.7097287833979138,0.0,0.0,5.197590319576687
2021,2021.0,5501,Quillota,5,Valparaíso,True,98561.0,True,21,7.0,39.0,39.56940371952395,28.137714196727387,54.0926774949857,10.431123697750683,3.738810997746079,2.658660111126536,5.111077714218775,8.0,8.116800762979272,3.504258455929324,15.993333286181466,11.752771174408698,0.6806905266240321,0.2938738554077455,1.3412316964459565,7.0,98561.0,7.102200667606863,2.85545302048464,14.633247797508524,9.690241355501325,0.7223762281241812,0.2904327093898545,1.4883711181780177
2021,2021.0,5502,Calera,5,Valparaíso,True,53736.0,True,4,2.0,5.0,9.304749143963079,3.0212267197380163,21.71418058531091,5.8326057199313555,0.8572497851027114,0.27834667180923856,2.000535033501287,5.0,9.304749143963079,3.0212267197380163,21.71418058531091,6.565924908776732,0.7615073381842145,0.2472593599034755,1.7771041005548973,5.0,53736.0,9.304749143963079,3.0212267197380163,21.71418058531091,5.411733661359757,0.9239183435246323,0.29999377125859916,2.156117209284626
2021,2021.0,5503,Hijuelas,5,Valparaíso,True,19218.0,True,3,1.0,5.0,26.017275470912686,8.447738526997714,60.71564199876507,2.0808805450402894,2.402828942736447,0.780192017263051,5.607401206731332,2.0,10.406910188365075,1.2603251042978716,37.59333784849599,2.346178265692309,0.8524501438128534,0.10323566716380521,3.079343020677119,2.0,19218.0,10.406910188365075,1.2603251042978716,37.59333784849599,1.9333716911605512,1.0344622346256935,0.12527817576483352,3.7368332746132085
2021,2021.0,5504,La Cruz,5,Valparaíso,True,26008.0,False,0,,,,,,3.089278738947104,,,,0.0,0.0,0.0,14.183633705451923,3.425845071428999,0.0,0.0,1.076779415648011,0.0,26008.0,0.0,0.0,14.183633705451923,2.828353430547652,0.0,0.0,1.3042498205041018
2021,2021.0,5506,Nogales,5,Valparaíso,True,23559.0,True,4,2.0,4.0,16.978649348444332,4.62611050395316,43.472085722669455,2.577134248011048,1.5521116150961383,0.42289817632412785,3.9740221850327875,3.0,12.733987011333248,2.626054259075518,37.21411379830351,2.8957587890306438,1.035997891593813,0.21364767163590376,3.027625471760088,3.0,23559.0,12.733987011333248,2.626054259075518,37.21411379830351,2.3869011944621046,1.256859733850885,0.2591946932411758,3.673077499011456
2021,2021.0,5601,San Antonio,5,Valparaíso,True,97323.0,True,11,4.0,16.0,16.44010151762687,9.396938497211883,26.697694889759823,10.393676681759267,1.5393975096492793,0.8798986858703732,2.4998851121817833,8.0,8.220050758813436,3.5488344756619723,16.196776938846227,11.68209142132432,0.6848088849396364,0.29565187021597233,1.3493465041216353,8.0,97323.0,8.220050758813436,3.5488344756619723,16.196776938846227,9.634536461626265,0.8303461232269432,0.3584845197799491,1.6361128823350326
2021,2021.0,5602,Algarrobo,5,Valparaíso,True,15436.0,True,2,1.0,2.0,12.956724540036278,1.5691194515675368,46.80414399924825,1.4155576419465308,1.4128707590104232,0.17110520360788942,5.103774974355198,1.0,6.478362270018139,0.16401793200498754,36.095124325854485,1.5954905047906816,0.6267665003316293,0.015868353906381544,3.4921194292346245,1.0,15436.0,6.478362270018139,0.16401793200498754,36.095124325854485,1.3163007792939991,0.7597047845982073,0.019234059861203714,4.23280414217126
2021,2021.0,5603,Cartagena,5,Valparaíso,True,25815.0,True,2,1.0,3.0,11.621150493898895,2.3965606155165653,33.96193325486083,2.6631163471820467,1.1264997878047738,0.23231133838754126,3.292110417563745,2.0,7.747433662599264,0.9382501589926979,27.986394219345183,2.9953169916430378,0.6677089622166931,0.08086265300792239,2.4119943524778527,2.0,25815.0,7.747433662599264,0.9382501589926979,27.986394219345183,2.469877005477434,0.8097569213222399,0.09806531985472096,2.9251204216654534
2021,2021.0,5604,El Quisco,5,Valparaíso,True,18056.0,False,0,,,,,,1.6528087946096925,,,,1.0,5.538325210456358,0.1402182542328859,30.857573055709448,1.8670669619531863,0.5355994296818762,0.01356020351718091,2.984169022577669,1.0,18056.0,5.538325210456358,0.1402182542328859,30.857573055709448,1.5391739681151115,0.6496991377944173,0.016448958018237748,3.619891907190966
2021,2021.0,5605,El Tabo,5,Valparaíso,True,14587.0,True,1,1.0,1.0,6.855419208884623,0.1735641871823533,38.19595112729758,1.2569886675912045,0.7955521205424408,0.02014163582938815,4.432532714567716,0.0,0.0,0.0,25.2888150689925,1.4130292832329912,0.0,0.0,2.6106178391956827,0.0,14587.0,0.0,0.0,25.2888150689925,1.1664507761847047,0.0,0.0,3.1624818890169872
