series,year,cut_region,sex,count,population,crude,crude_lo,crude_hi,asr,asr_lo,asr_hi,asr_var,groups_missing,period,region
06902600,2017.0,9,TOTAL,203.0,994888.0,20.404306816445672,17.693819407081225,23.412552536172466,24.876761908208362,21.56145468098119,28.57056102168281,3.0690604875944563,0.0,2017,La Araucanía
06902600,2017.0,10,HOMBRE,83.0,433259.0,19.15713233885505,15.25854897366312,23.74814782780417,22.783175305053078,18.134612913541442,28.30303779993126,6.288486142918061,0.0,2017,Los Lagos
06902600,2017.0,10,MUJER,21.0,436968.0,4.805843906189927,2.9748931235413547,7.346242913655783,5.812556547355528,3.588871106324232,8.968426083064065,1.624184484861406,0.0,2017,Los Lagos
06902600,2017.0,10,TOTAL,104.0,870227.0,11.950904763929412,9.764755208713412,14.480521403611396,14.445615064783237,11.794880947894406,17.53693514114323,2.019703702019066,0.0,2017,Los Lagos
06902600,2017.0,11,HOMBRE,33.0,53476.0,61.70992594808886,42.47827356707651,86.66367953693114,69.34904747037419,47.7039953301079,98.10699542073327,146.22504489740686,0.0,2017,Aysén
06902600,2017.0,11,MUJER,4.0,51906.0,7.7062381998227565,2.0996905437258215,19.731030469317023,7.8529151803365895,2.096993279985103,22.096191928985856,15.779845829414073,0.0,2017,Aysén
06902600,2017.0,11,TOTAL,37.0,105382.0,35.11036040310489,24.720933904372693,48.39500687207571,39.48233406121389,27.766988454647528,54.84897712565572,42.38733662370038,0.0,2017,Aysén
06902600,2017.0,12,HOMBRE,23.0,87126.0,26.398549227555495,16.734415716370172,39.61078540829722,33.521510630488564,21.190108161524346,50.712739955625736,49.39768708288001,0.0,2017,Magallanes
06902600,2017.0,12,MUJER,6.0,84167.0,7.128684638872717,2.616101623547056,15.516145309347708,9.022214653991943,3.2843601591727913,20.145968248302832,13.741942641954518,0.0,2017,Magallanes
06902600,2017.0,12,TOTAL,29.0,171293.0,16.9300555189062,11.338323888044425,24.314383797695527,21.73159336694588,14.524298363399364,31.400399944548095,16.435817938258094,0.0,2017,Magallanes
06902600,2017.0,13,HOMBRE,934.0,3690365.0,25.30914963696003,23.71183976718121,26.98575303187567,31.878578494566487,29.859491512996236,34.000737843518166,1.0959508417421386,0.0,2017,Metropolitana
06902600,2017.0,13,MUJER,332.0,3818325.0,8.694912036036744,7.7846735449334385,9.682348068802549,11.086690822366409,9.911758902904314,12.366471203476248,0.3796762327208074,0.0,2017,Metropolitana
06902600,2017.0,13,TOTAL,1266.0,7508690.0,16.86046434198242,15.944387916744235,17.815452177148728,21.656339676034776,20.472969737776243,22.89164181539106,0.3747597873773542,0.0,2017,Metropolitana
06902600,2017.0,14,HOMBRE,17.0,195813.0,8.68175248834347,5.057440757052542,13.900326748431725,10.78170915292527,6.272618668923585,17.398066879396424,6.86680655669476,0.0,2017,Los Ríos
06902600,2017.0,14,MUJER,9.0,202680.0,4.440497335701599,2.0304781415918365,8.429447134112475,5.865742840787226,2.639371649421675,11.364963038003983,3.955121535539671,0.0,2017,Los Ríos
06902600,2017.0,14,TOTAL,26.0,398493.0,6.524581360274835,4.262073164546514,9.56002340897456,8.36525027578264,5.446009974462454,12.34259170767987,2.7301454560447174,0.0,2017,Los Ríos
06902600,2017.0,15,HOMBRE,67.0,118312.0,56.62992764892826,43.887416090675956,71.91800631195174,64.29044277625393,49.78967166272784,81.76721580343295,62.00610825805928,0.0,2017,Arica y Parinacota
06902600,2017.0,15,MUJER,16.0,118770.0,13.47141534057422,7.7000778425877945,21.876734526867843,15.008066077677972,8.522512629621971,24.662305939674834,14.367056488468357,0.0,2017,Arica y Parinacota
06902600,2017.0,15,TOTAL,83.0,237082.0,35.008984233303245,27.884460523280172,43.39890324751186,40.2050278191741,31.992248926489545,49.923738870291004,19.631418836411157,0.0,2017,Arica y Parinacota
06902600,2017.0,16,HOMBRE,0.0,243387.0,0.0,0.0,1.5156435857765351,0.0,0.0,2.1568548158560046,0.0,0.0,2017,Ñuble
06902600,2017.0,16,MUJER,0.0,257130.0,0.0,0.0,1.434635963953617,0.0,0.0,2.249520569442768,0.0,0.0,2017,Ñuble
06902600,2017.0,16,TOTAL,0.0,500517.0,0.0,0.0,0.7370138185344225,0.0,0.0,1.1011066578116326,0.0,0.0,2017,Ñuble
06902600,2018.0,1,HOMBRE,66.0,179390.0,36.791348458665475,28.45442623258893,46.807616055804,41.24052901202739,31.880874554863365,52.65473113745628,25.85538884593165,0.0,2018,Tarapacá
06902600,2018.0,1,MUJER,19.0,175550.0,10.823127314155512,6.5162296578562975,16.90165398552298,12.135411538950612,7.297405504850846,19.049495160779188,7.7840145549508355,0.0,2018,Tarapacá
06902600,2018.0,1,TOTAL,85.0,354940.0,23.94770947202344,19.12857976131022,29.61171361889304,27.009453397442687,21.564779731055694,33.43310866078144,8.614044890711236,0.0,2018,Tarapacá
06902600,2018.0,2,HOMBRE,115.0,325309.0,35.351004737034636,29.185879966754175,42.433527390555,40.64681450786408,33.53941608354992,48.95049850221475,14.446434099513677,0.0,2018,Antofagasta
06902600,2018.0,2,MUJER,31.0,319713.0,9.696196276035069,6.588094941132157,13.762976639438731,11.063671706590783,7.497528324681059,15.782204092099375,3.9975113003588865,0.0,2018,Antofagasta
06902600,2018.0,2,TOTAL,146.0,645022.0,22.634886872075683,19.112303535517576,26.61859985710964,26.1562230995441,22.071653418569145,30.791856816682227,4.719624727367942,0.0,2018,Antofagasta
06902600,2018.0,3,HOMBRE,13.0,155595.0,8.355024261705069,4.448698538515892,14.287345941809747,9.324503045835176,4.953811573533335,16.045053865009244,6.729196374524001,0.0,2018,Atacama
06902600,2018.0,3,MUJER,4.0,152240.0,2.627430373095113,0.7158863463126148,6.727265288625653,2.964432901469949,0.793326169640022,7.803845322786229,2.243071596127554,0.0,2018,Atacama
06902600,2018.0,3,TOTAL,17.0,307835.0,5.522438968928159,3.2170242076460744,8.84195975633265,6.201773526527724,3.602715974311025,9.994738515316737,2.283023705701193,0.0,2018,Atacama
06902600,2018.0,4,HOMBRE,119.0,395636.0,30.078152645360888,24.917255552384585,35.9929940324408,35.25273106852669,29.194012978010996,42.224797273208246,10.4794445241421,0.0,2018,Coquimbo
06902600,2018.0,4,MUJER,46.0,411577.0,11.176523469484446,8.182619876468285,14.907916066880803,13.227149360657517,9.644189905829153,17.753918941847022,3.896900243547764,0.0,2018,Coquimbo
06902600,2018.0,4,TOTAL,165.0,807213.0,20.440701524876335,17.440739558364378,23.80855865932902,24.449662381179966,20.84669623850988,28.511937735227505,3.653800007209827,0.0,2018,Coquimbo
06902600,2018.0,5,HOMBRE,310.0,934075.0,33.18791317613682,29.595906810198723,37.09568613852423,42.40452392797123,37.80207323922883,47.426300841266475,5.834111480079089,0.0,2018,Valparaíso
06902600,2018.0,5,MUJER,101.0,976310.0,10.345074822546117,8.426233347301466,12.57020369614472,13.17392365549342,10.672786133762653,16.108665217505035,1.8049892887498011,0.0,2018,Valparaíso
06902600,2018.0,5,TOTAL,411.0,1910385.0,21.513988018122003,19.48407524644001,23.69791657585159,28.11756873735227,25.44550610123831,31.001680722053887,1.9520807674242993,0.0,2018,Valparaíso
06902600,2018.0,6,HOMBRE,112.0,483455.0,23.166582205169043,19.075292122857018,27.87541824826207,28.19273865188533,23.200871022821573,33.9765319337172,7.135574195710738,0.0,2018,O'Higgins
06902600,2018.0,6,MUJER,30.0,483031.0,6.210781502636476,4.190388198981207,8.866276780332456,7.183879016154066,4.797568836808093,10.403942246673937,1.802446510003714,0.0,2018,O'Higgins
06902600,2018.0,6,TOTAL,142.0,966486.0,14.692401131521823,12.375286974338792,17.31738234480413,17.924846850398968,15.079145891769684,21.170997583900984,2.2942664581827894,0.0,2018,O'Higgins
06902600,2018.0,7,HOMBRE,55.0,543871.0,10.11269216413451,7.6182637006640315,13.163058882705524,12.4750613653594,9.394517022531694,16.265536913166855,2.836347016333259,0.0,2018,Maule
06902600,2018.0,7,MUJER,15.0,561860.0,2.6697041967749975,1.494213172815882,4.403271076689183,3.3564382976943636,1.862858011938948,5.60854847931061,0.7700967867812477,0.0,2018,Maule
06902600,2018.0,7,TOTAL,70.0,1105731.0,6.330653658077779,4.935055100014876,7.998400047754738,8.008515298692075,6.23762106016919,10.137832549468394,0.9222418802172765,0.0,2018,Maule
06902600,2018.0,8,HOMBRE,530.0,802348.0,66.05612527232573,60.55137317528046,71.92687861020879,81.42675574196689,74.61930980822385,88.70551871791004,12.59230645953223,0.0,2018,Biobío
06902600,2018.0,8,MUJER,167.0,843112.0,19.807570050005218,16.917291945265706,23.05002563801965,25.735941246239005,21.946506736000906,30.01520270557054,4.041509063616892,0.0,2018,Biobío
06902600,2018.0,8,TOTAL,697.0,1645460.0,42.35897560560573,39.27224197741037,45.623849166489876,54.07684186755958,50.11742350286524,58.275080155301076,4.236453166933167,0.0,2018,Biobío
06902600,2018.0,9,HOMBRE,193.0,489833.0,39.401183668719746,34.038228288422346,45.36925998898753,47.05882190480548,40.644113327578545,54.22619667379615,11.509486737625233,0.0,2018,La Araucanía
06902600,2018.0,9,MUJER,65.0,511587.0,12.705561321925694,9.805883990256646,16.194280897652124,15.665143180181309,12.060774077497012,20.051524480688805,3.841849095745703,0.0,2018,La Araucanía
06902600,2018.0,9,TOTAL,258.0,1001420.0,25.76341594935192,22.715334524598212,29.106553485839402,31.64596255493363,27.890393783058364,35.78140435101359,3.9063667977250467,0.0,2018,La Araucanía
06902600,2018.0,10,HOMBRE,109.0,436796.0,24.9544409747342,20.490192663321046,30.102482984604986,29.531644283480446,24.216261609912067,35.71766818393134,8.10442308696814,0.0,2018,Los Lagos
06902600,2018.0,10,MUJER,53.0,440552.0,12.030361909604315,9.011566610152144,15.73600958098119,13.252256649614859,9.848459892348766,17.540502002099682,3.484931603742913,0.0,2018,Los Lagos
06902600,2018.0,10,TOTAL,162.0,877348.0,18.464736911692967,15.73081110975043,21.537226593823373,21.556630167383837,18.32540131185011,25.22265698444339,2.9429860914294763,0.0,2018,Los Lagos
06902600,2018.0,11,HOMBRE,25.0,53764.0,46.49951640502939,30.09203527979564,68.6424590758321,52.52539243288529,33.94881845913611,78.45018757459052,110.9335785336934,0.0,2018,Aysén
06902600,2018.0,11,MUJER,11.0,52259.0,21.049005912857115,10.50758791258317,37.66248591305221,23.474631905295993,11.649053711540786,43.50013775865624,50.827118699108546,0.0,2018,Aysén
06902600,2018.0,11,TOTAL,36.0,106023.0,33.95489657904417,23.781592123704502,47.007889315748656,38.39904919697062,26.850336014623203,53.68242763860855,41.303183173446776,0.0,2018,Aysén
06902600,2018.0,12,HOMBRE,35.0,88246.0,39.661854361670784,27.625934776102895,55.16003826698442,51.65152890422817,35.945113905574715,72.19806864351256,76.56989881494913,0.0,2018,Magallanes
06902600,2018.0,12,MUJER,10.0,85321.0,11.7204439704176,5.620408452939409,21.554313758650014,14.823418347520198,6.999338710507333,27.94434989618988,22.75822034880932,0.0,2018,Magallanes
06902600,2018.0,12,TOTAL,45.0,173567.0,25.926587427333537,18.9110307767228,34.69181382230425,33.89634838405015,24.683323679697658,45.562633414779,25.781176614957825,0.0,2018,Magallanes
06902600,2018.0,13,HOMBRE,902.0,3793180.0,23.77952008604917,22.25279544946023,25.383403699247815,30.570732898609734,28.600626570798422,32.64301597046377,1.044028551923885,0.0,2018,Metropolitana
06902600,2018.0,13,MUJER,351.0,3909711.0,8.977645662300871,8.062903335981742,9.967743977738715,11.805847135662725,10.589925072299618,13.126260600713287,0.4059685429896741,0.0,2018,Metropolitana
06902600,2018.0,13,TOTAL,1253.0,7702891.0,16.266619896348008,15.378299656249858,17.1928723684334,21.344321662348637,20.172210512305,22.567971524128104,0.36771446320781115,0.0,2018,Metropolitana
06902600,2018.0,14,HOMBRE,23.0,196876.0,11.682480342956989,7.405690402611125,17.529456558866002,14.601437250981913,9.250004393941348,22.062753492105436,9.293525683173185,0.0,2018,Los Ríos
06902600,2018.0,14,MUJER,8.0,204059.0,3.9204347762166822,1.6925654721176235,7.724819400366224,5.198288527445354,2.2442359359670485,10.438463936899034,3.377823080218776,0.0,2018,Los Ríos
06902600,2018.0,14,TOTAL,31.0,400935.0,7.731926621522192,5.2534690109723154,10.974852657724755,9.977239854683123,6.776250691827121,14.23711777406797,3.2173951196947765,0.0,2018,Los Ríos
06902600,2018.0,15,HOMBRE,88.0,121177.0,72.62104194690411,58.24419920537463,89.47115479212582,84.86245145819828,68.02969166508183,104.68274776590549,82.17242991940859,0.0,2018,Arica y Parinacota
06902600,2018.0,15,MUJER,19.0,120724.0,15.738378450018223,9.475531927675302,24.577427497088888,18.81456020969967,11.281460165288012,29.5861199891284,18.897312320091835,0.0,2018,Arica y Parinacota
06902600,2018.0,15,TOTAL,107.0,241901.0,44.232971339514926,36.249987472989275,53.45101809455288,52.63837946838292,43.11145315241277,63.68527621724737,26.050447612083605,0.0,2018,Arica y Parinacota
06902600,2018.0,16,HOMBRE,0.0,244933.0,0.0,0.0,1.5060769492530346,0.0,0.0,2.1817720701560446,0.0,0.0,2018,Ñuble
06902600,2018.0,16,MUJER,0.0,259315.0,0.0,0.0,1.4225476559836243,0.0,0.0,2.2753699248267125,0.0,0.0,2018,Ñuble
06902600,2018.0,16,TOTAL,0.0,504248.0,0.0,0.0,0.7315605523698528,0.0,0.0,1.1137941211763402,0.0,0.0,2018,Ñuble
06902600,2019.0,1,HOMBRE,67.0,186270.0,35.96929188811939,27.875707159070455,45.67972922520875,40.17762199249847,31.114446792810035,51.2113778097186,24.222571921486693,0.0,2019,Tarapacá
06902600,2019.0,1,MUJER,33.0,182636.0,18.06872686655424,12.437680179553778,25.375210401656464,19.981398370888186,13.727628247677494,28.199069817407675,12.213704464740257,0.0,2019,Tarapacá
06902600,2019.0,1,TOTAL,100.0,368906.0,27.107176353867924,22.055480596933403,32.9695894868683,30.24911687492649,24.595321487340915,36.84397358530508,9.206954471201575,0.0,2019,Tarapacá
06902600,2019.0,2,HOMBRE,185.0,336667.0,54.950440643128076,47.317088088511824,63.46465076843658,64.53120600782911,55.55533645243984,74.66758905166753,22.570297463630016,0.0,2019,Antofagasta
06902600,2019.0,2,MUJER,46.0,331896.0,13.859763299346783,10.14708866903243,18.48698197947128,16.375835485784634,11.966941160941024,21.907822721721136,5.894207996166252,0.0,2019,Antofagasta
06902600,2019.0,2,TOTAL,231.0,668563.0,34.551717639175365,30.239377374675534,39.30652173000487,41.01257231847572,35.88304211091329,46.67987829496912,7.313416536487619,0.0,2019,Antofagasta
06902600,2019.0,3,HOMBRE,29.0,157283.0,18.438102019925868,12.348286297659593,26.48019012772302,21.055246797073746,14.082834019600714,30.358152474053377,15.376526845008282,0.0,2019,Atacama
06902600,2019.0,3,MUJER,10.0,154024.0,6.492494676154365,3.1134035579730646,11.93992886953837,7.607816083864925,3.6347864670112435,14.150698259274579,5.8370868987284155,0.0,2019,Atacama
06902600,2019.0,3,TOTAL,39.0,311307.0,12.527826229413408,8.908509121040156,17.125950867096737,14.479993434011265,10.283765963785452,19.85598014807139,5.4126766063301694,0.0,2019,Atacama
06902600,2019.0,4,HOMBRE,150.0,402663.0,37.25199484432391,31.529135108327527,43.71327042640483,43.89365593876,37.13860295759315,51.56301401708479,12.891592347652917,0.0,2019,Coquimbo
06902600,2019.0,4,MUJER,30.0,419063.0,7.158828147557766,4.830031289190626,10.219672315333892,8.442017889375165,5.6642590771259815,12.180595127716314,2.436871885262136,0.0,2019,Coquimbo
06902600,2019.0,4,TOTAL,180.0,821726.0,21.90511192295242,18.821833630986028,25.34940197849248,26.459549120474502,22.722519623699355,30.658227920602805,3.9170946357139265,0.0,2019,Coquimbo
06902600,2019.0,5,HOMBRE,292.0,946578.0,30.847959703267982,27.410852204572183,34.596838330680065,40.025103754851685,35.55177401088614,44.92171091931678,5.52112175269039,0.0,2019,Valparaíso
06902600,2019.0,5,MUJER,80.0,988877.0,8.089984902065677,6.41485489004096,10.068686496646041,10.57131362368514,8.34402297246581,13.237973594261163,1.4495211327743576,0.0,2019,Valparaíso
06902600,2019.0,5,TOTAL,372.0,1935455.0,19.22028670260998,17.316520630017045,21.276199295375662,25.61828906059043,23.06558482593822,28.38529787593865,1.786037847657003,0.0,2019,Valparaíso
06902600,2019.0,6,HOMBRE,81.0,489662.0,16.542022864751605,13.136753922939773,20.560224028029342,20.4950373613431,16.260340508484468,25.534745824844723,5.226804268524297,0.0,2019,O'Higgins
06902600,2019.0,6,MUJER,33.0,489206.0,6.7456245426262145,4.6433775490754075,9.473364854308675,8.137023073297883,5.566996042312025,11.547763018138244,2.0668158579452145,0.0,2019,O'Higgins
06902600,2019.0,6,TOTAL,114.0,978868.0,11.646105501456784,9.606600906552814,13.990530243713696,14.455522037456245,11.906736548346295,17.409684034391585,1.8594278444075942,0.0,2019,O'Higgins
06902600,2019.0,7,HOMBRE,106.0,550096.0,19.269363892847792,15.77617629774176,23.30574054854921,24.0005596573192,19.643216873961908,29.060942275615208,5.451272453391857,0.0,2019,Maule
06902600,2019.0,7,MUJER,26.0,568851.0,4.57061691022781,2.985678712983952,6.697012764876039,5.835270074435269,3.792821406537806,8.623305950386944,1.3374524693254073,0.0,2019,Maule
06902600,2019.0,7,TOTAL,132.0,1118947.0,11.796805389352668,9.870289514897708,13.989506063473694,15.08807462678071,12.616327890765143,17.91538167543313,1.7359890927145287,0.0,2019,Maule
06902600,2019.0,8,HOMBRE,609.0,806588.0,75.50323089359128,69.62490913447229,81.74528017940195,95.15387422842764,87.7250935263796,103.06272254473315,14.951748835234365,0.0,2019,Biobío
06902600,2019.0,8,MUJER,164.0,848156.0,19.336065535113825,16.48993375348643,22.532359804878585,26.035517057952326,22.182339809234115,30.390161646538473,4.180417257073527,0.0,2019,Biobío
06902600,2019.0,8,TOTAL,773.0,1654744.0,46.71417451883796,43.478665556361385,50.12671206223794,61.229693722649934,56.9743097982916,65.72870719560325,4.883872823317219,0.0,2019,Biobío
06902600,2019.0,9,HOMBRE,208.0,492834.0,42.20488034510606,36.66381262279727,48.346870091506524,51.37966052832692,44.61436745801996,58.90918476333,12.768551228085709,0.0,2019,La Araucanía
06902600,2019.0,9,MUJER,83.0,515131.0,16.112406358770876,12.833441726046985,19.973751880058874,20.292776247365822,16.120703826604537,25.25622110926058,5.070186369344395,0.0,2019,La Araucanía
06902600,2019.0,9,TOTAL,291.0,1007965.0,28.870050051341067,25.647965089143852,32.384928275463174,36.14059698173646,32.08714479906503,40.579631454330375,4.534296155636491,0.0,2019,La Araucanía
06902600,2019.0,10,HOMBRE,97.0,440258.0,22.032535467839313,17.86690203794873,26.87782480554898,27.43477971545384,22.237323419573865,33.527963605426734,7.792475719437794,0.0,2019,Los Lagos
06902600,2019.0,10,MUJER,37.0,444206.0,8.329468759989734,5.864714697033816,11.481075478928881,10.27600474967528,7.211819441923113,14.274123235900516,2.902603762802959,0.0,2019,Los Lagos
06902600,2019.0,10,TOTAL,134.0,884464.0,15.150418784710288,12.693931343784165,17.943589866988383,19.011563187866532,15.917409781091015,22.556505592144642,2.718648112945253,0.0,2019,Los Lagos
06902600,2019.0,11,HOMBRE,40.0,54038.0,74.02198452940523,52.882390987432856,100.79693357264159,86.63026712089663,61.768050985974256,118.92237738962831,189.6517514042348,0.0,2019,Aysén
06902600,2019.0,11,MUJER,8.0,52642.0,15.196990995782835,6.560982061374,29.94413058051235,17.915376618618517,7.639183692341589,36.86772534101617,41.103112167904364,0.0,2019,Aysén
06902600,2019.0,11,TOTAL,48.0,106680.0,44.99437570303712,33.175300734423736,59.65601441894195,53.344972703552244,39.24758859050886,71.26481545608023,60.066809377823304,0.0,2019,Aysén
06902600,2019.0,12,HOMBRE,29.0,89455.0,32.41853445866637,21.711201316357876,46.558423160903914,42.293895667414176,28.271916470518907,61.19850526674695,62.20571506906938,0.0,2019,Magallanes
06902600,2019.0,12,MUJER,9.0,86529.0,10.401137190999549,4.756062241997866,19.74459828660815,12.276645708962677,5.531329174234564,24.218114724147938,17.277387701202148,0.0,2019,Magallanes
06902600,2019.0,12,TOTAL,38.0,175984.0,21.592872079279935,15.28040142580925,29.63790396812188,27.878664953628483,19.678381455870532,38.531283481528455,20.731201088857333,0.0,2019,Magallanes
06902600,2019.0,13,HOMBRE,1137.0,3903339.0,29.128907327803198,27.460164806553312,30.872540725485866,38.3681156162999,36.163756401349715,40.67326835139207,1.3023005893782948,0.0,2019,Metropolitana
06902600,2019.0,13,MUJER,420.0,4011860.0,10.468959534978788,9.491559242568096,11.519686948939338,14.339714083275124,12.992049027010694,15.791166226045698,0.49627453813965,0.0,2019,Metropolitana
06902600,2019.0,13,TOTAL,1557.0,7915199.0,19.671015220211142,18.705954995077075,20.672954510234394,26.540488786129966,25.233285965157933,27.898656942583045,0.456021571542096,0.0,2019,Metropolitana
06902600,2019.0,14,HOMBRE,20.0,197926.0,10.10478663743015,6.172266193124675,15.606023414141953,13.042987655769519,7.930164893476856,20.346730645155862,8.648634525975977,0.0,2019,Los Ríos
06902600,2019.0,14,MUJER,4.0,205487.0,1.9465951617377255,0.5303816658116206,4.984056741012178,2.577024264203255,0.7015856039025914,6.880584881507788,1.6618265956348293,0.0,2019,Los Ríos
06902600,2019.0,14,TOTAL,24.0,403413.0,5.949238125692529,3.811789122979791,8.851994753206569,7.894329736362845,5.0394814411591735,11.849680871604107,2.6353562204696925,0.0,2019,Los Ríos
06902600,2019.0,15,HOMBRE,86.0,124067.0,69.31738496135152,55.44496058111342,85.60640652385177,80.8854902895577,64.66163135887038,100.07763761366206,76.43766141862747,0.0,2019,Arica y Parinacota
06902600,2019.0,15,MUJER,33.0,122969.0,26.836031845424458,18.472689517463618,37.687766241222825,32.73453507298776,22.491046143933183,46.18041411986061,32.76749817271195,0.0,2019,Arica y Parinacota
06902600,2019.0,15,TOTAL,119.0,247036.0,48.17111676031024,39.90577615296243,57.64392310035278,57.50925280748251,47.61769868345602,68.91309455010582,27.934439840538904,0.0,2019,Arica y Parinacota
06902600,2019.0,16,HOMBRE,219.0,246415.0,88.87445975285596,77.49269836717886,101.45738842028437,112.74980257020835,98.26891350343399,128.85954760332228,58.39434134419619,0.0,2019,Ñuble
06902600,2019.0,16,MUJER,57.0,261544.0,21.793656134340683,16.506302328833673,28.23620935787585,29.479686478780685,22.273938679470756,38.40644482475222,15.494206519640114,0.0,2019,Ñuble
06902600,2019.0,16,TOTAL,276.0,507959.0,54.33509397411996,48.11330875874148,61.13817924862812,72.2811768342304,63.973130525815584,81.41738471593095,19.077578477313708,0.0,2019,Ñuble
06902600,2020.0,1,HOMBRE,30.0,193145.0,15.53237205208522,10.479626198669866,22.17342690455754,17.11787151933841,11.543781378496437,24.607712902285066,9.789193490456206,0.0,2020,Tarapacá
06902600,2020.0,1,MUJER,7.0,189628.0,3.691437973295083,1.4841495198598653,7.6057730723850785,4.2999413704140705,1.7256491606234248,8.953481189966755,2.649973462174209,0.0,2020,Tarapacá
06902600,2020.0,1,TOTAL,37.0,382773.0,9.666303527155781,6.805969743713907,13.323726109712762,10.833146180983153,7.623626175412986,14.9772055469486,3.1803290246873117,0.0,2020,Tarapacá
06902600,2020.0,2,HOMBRE,77.0,348210.0,22.113092673961116,17.451306928131448,27.637571723994974,25.568505556800595,20.1523290093498,32.12975819364962,8.577464751045563,0.0,2020,Antofagasta
06902600,2020.0,2,MUJER,18.0,343644.0,5.237978838565493,3.104358225489032,8.278264793660878,6.5362342479679585,3.8730652775362446,10.364294631798874,2.374957386146042,0.0,2020,Antofagasta
06902600,2020.0,2,TOTAL,95.0,691854.0,13.731220748886326,11.10937756569018,16.785705311171938,16.269423865008854,13.14956937553956,19.92513587458712,2.8116645943609653,0.0,2020,Antofagasta
06902600,2020.0,3,HOMBRE,26.0,158939.0,16.358477151611623,10.68590038668693,23.968959212732553,19.135378567871932,12.477100327676785,28.1809269232825,14.19220422965391,0.0,2020,Atacama
06902600,2020.0,3,MUJER,14.0,155770.0,8.987609937728703,4.913609986711559,15.079682302006534,10.360380272272945,5.6490128019547114,17.59260816987426,7.725891343302034,0.0,2020,Atacama
06902600,2020.0,3,TOTAL,40.0,314709.0,12.710154460152078,9.080320690475634,17.30762290369327,14.85701637342759,10.598011943584106,20.310549417150728,5.564145998540479,0.0,2020,Atacama
06902600,2020.0,4,HOMBRE,75.0,409614.0,18.309921047620442,14.401914412459401,22.951644584616922,21.85326240529273,17.167947393363114,27.478372600885532,6.428879670245138,0.0,2020,Coquimbo
06902600,2020.0,4,MUJER,21.0,426482.0,4.924006171421068,3.0480374280922025,7.526866487904156,6.202052536790995,3.83339780487705,9.573391497133382,1.8419469906357848,0.0,2020,Coquimbo
06902600,2020.0,4,TOTAL,96.0,836096.0,11.481935088793632,9.300404285512005,14.021407948289252,14.130073535232812,11.433209498374659,17.300909444465372,2.0998026501121356,0.0,2020,Coquimbo
06902600,2020.0,5,HOMBRE,163.0,958672.0,17.00268705041975,14.49265668435479,19.822536911115748,22.224830415838998,18.929179518813992,25.95060602584444,3.058693543231752,0.0,2020,Valparaíso
06902600,2020.0,5,MUJER,56.0,1001498.0,5.591623747626056,4.22385248723714,7.261188540325087,7.5776635210976915,5.701817058812519,9.904410262572073,1.0521290515260817,0.0,2020,Valparaíso
06902600,2020.0,5,TOTAL,219.0,1960170.0,11.172500344357887,9.74168733739848,12.75431333383552,15.04732958598646,13.107693147200223,17.204529654469027,1.0479361537461651,0.0,2020,Valparaíso
06902600,2020.0,6,HOMBRE,53.0,495674.0,10.692511610453645,8.009424930974284,13.986068450070862,13.274158457857876,9.922654838498723,17.443217514659597,3.3691945176335016,0.0,2020,O'Higgins
06902600,2020.0,6,MUJER,20.0,495389.0,4.037231347486521,2.4660457913687917,6.235176377084392,5.052702718584107,3.0678781967333415,7.90864694355118,1.3042091881514817,0.0,2020,O'Higgins
06902600,2020.0,6,TOTAL,73.0,991063.0,7.365828408486645,5.773633656235693,9.261423358856254,9.245661907372838,7.232174796907386,11.671484850726756,1.1897570991703221,0.0,2020,O'Higgins
06902600,2020.0,7,HOMBRE,57.0,556100.0,10.249955044056824,7.76321585378974,13.280005646999246,12.885462538544498,9.747354185345896,16.743245391342505,2.9369780021494347,0.0,2020,Maule
06902600,2020.0,7,MUJER,16.0,575839.0,2.7785544223298526,1.5881839287789683,4.512198305005555,3.6689833368268348,2.0920407877694003,6.01602243921019,0.8477682580621402,0.0,2020,Maule
06902600,2020.0,7,TOTAL,73.0,1131939.0,6.449110773637095,5.055073367248513,8.108788563958088,8.352475345824942,6.539718301266122,10.528371859872282,0.9639190974452212,0.0,2020,Maule
06902600,2020.0,8,HOMBRE,438.0,810577.0,54.035582060680234,49.09295512769073,59.341012654441975,68.73906978428069,62.42977509725293,75.53720559848297,10.864394120152358,0.0,2020,Biobío
06902600,2020.0,8,MUJER,131.0,853119.0,15.355419349469418,12.838633281001924,18.221369216717314,20.66831288083262,17.257186486019698,24.588245235199274,3.308587481592006,0.0,2020,Biobío
06902600,2020.0,8,TOTAL,569.0,1663696.0,34.200959790731,31.44816155290779,37.130180754921085,45.14991535213172,41.4999754997711,49.047453009808216,3.614667168117662,0.0,2020,Biobío
06902600,2020.0,9,HOMBRE,76.0,495735.0,15.330771480730633,12.078904228358617,19.188746601174334,18.244144898549358,14.339271967352934,22.928819274941414,4.464514810954695,0.0,2020,La Araucanía
06902600,2020.0,9,MUJER,37.0,518608.0,7.134483077777435,5.023334496788717,9.833945126556248,8.574528432999534,6.001828945928779,11.947933299372062,2.0487207078886285,0.0,2020,La Araucanía
06902600,2020.0,9,TOTAL,113.0,1014343.0,11.140215883581787,9.18111461913768,13.393611946950921,13.481717153972323,11.083596483585776,16.269369207399475,1.6476087679518017,0.0,2020,La Araucanía
06902600,2020.0,10,HOMBRE,69.0,443617.0,15.553957580525543,12.101907401394632,19.684528792865304,19.725199305221697,15.338017178754168,25.02719895678274,5.664709848456945,0.0,2020,Los Lagos
