year,definition,sex,age_group,comuna_norm,persons
2022,TEA_operacional,HOMBRE,20-24,LA SERENA,1
2022,TEA_operacional,HOMBRE,20-24,LAS CONDES,2
2022,TEA_operacional,HOMBRE,20-24,LAUTARO,1
2022,TEA_operacional,HOMBRE,20-24,LOS ANGELES,1
2022,TEA_operacional,HOMBRE,20-24,MACUL,1
2022,TEA_operacional,HOMBRE,20-24,MAIPU,3
2022,TEA_operacional,HOMBRE,20-24,NIQUEN,1
2022,TEA_operacional,HOMBRE,20-24,OSORNO,1
2022,TEA_operacional,HOMBRE,20-24,PADRE HURTADO,1
2022,TEA_operacional,HOMBRE,20-24,PADRE LAS CASAS,1
2022,TEA_operacional,HOMBRE,20-24,PIRQUE,1
2022,TEA_operacional,HOMBRE,20-24,PITRUFQUEN,1
2022,TEA_operacional,HOMBRE,20-24,PUENTE ALTO,5
2022,TEA_operacional,HOMBRE,20-24,PUNTA ARENAS,5
2022,TEA_operacional,HOMBRE,20-24,PUQUELDON,1
2022,TEA_operacional,HOMBRE,20-24,RECOLETA,1
2022,TEA_operacional,HOMBRE,20-24,RIO CLARO,1
2022,TEA_operacional,HOMBRE,20-24,SAAVEDRA,1
2022,TEA_operacional,HOMBRE,20-24,SAN ANTONIO,1
2022,TEA_operacional,HOMBRE,20-24,SAN BERNARDO,2
2022,TEA_operacional,HOMBRE,20-24,SAN FELIPE,1
2022,TEA_operacional,HOMBRE,20-24,SAN RAMON,1
2022,TEA_operacional,HOMBRE,20-24,TALCAHUANO,2
2022,TEA_operacional,HOMBRE,20-24,TOCOPILLA,1
2022,TEA_operacional,HOMBRE,20-24,VALDIVIA,3
2022,TEA_operacional,HOMBRE,20-24,VALLENAR,1
2022,TEA_operacional,HOMBRE,20-24,VALPARAISO,3
2022,TEA_operacional,HOMBRE,20-24,VICTORIA,1
2022,TEA_operacional,HOMBRE,20-24,VILLA ALEMANA,1
2022,TEA_operacional,HOMBRE,20-24,VINA DEL MAR,1
2022,TEA_operacional,HOMBRE,25-29,ALTO HOSPICIO,1
2022,TEA_operacional,HOMBRE,25-29,ANTOFAGASTA,3
2022,TEA_operacional,HOMBRE,25-29,ARICA,1
2022,TEA_operacional,HOMBRE,25-29,CALBUCO,1
2022,TEA_operacional,HOMBRE,25-29,CHILLAN,2
2022,TEA_operacional,HOMBRE,25-29,COLBUN,1
2022,TEA_operacional,HOMBRE,25-29,COLTAUCO,1
2022,TEA_operacional,HOMBRE,25-29,COMBARBALA,1
2022,TEA_operacional,HOMBRE,25-29,CONCEPCION,3
2022,TEA_operacional,HOMBRE,25-29,CONSTITUCION,1
2022,TEA_operacional,HOMBRE,25-29,COPIAPO,1
2022,TEA_operacional,HOMBRE,25-29,CORONEL,1
2022,TEA_operacional,HOMBRE,25-29,EL BOSQUE,1
2022,TEA_operacional,HOMBRE,25-29,ESTACION CENTRAL,1
2022,TEA_operacional,HOMBRE,25-29,HUECHURABA,1
2022,TEA_operacional,HOMBRE,25-29,LA FLORIDA,2
2022,TEA_operacional,HOMBRE,25-29,LA SERENA,3
2022,TEA_operacional,HOMBRE,25-29,LINARES,1
2022,TEA_operacional,HOMBRE,25-29,LOS ANDES,1
2022,TEA_operacional,HOMBRE,25-29,LOS ANGELES,2
2022,TEA_operacional,HOMBRE,25-29,LOS LAGOS,1
2022,TEA_operacional,HOMBRE,25-29,LOS VILOS,1
2022,TEA_operacional,HOMBRE,25-29,MAIPU,1
2022,TEA_operacional,HOMBRE,25-29,MARIQUINA,2
2022,TEA_operacional,HOMBRE,25-29,NUEVA IMPERIAL,1
2022,TEA_operacional,HOMBRE,25-29,PEDRO AGUIRRE CERDA,1
2022,TEA_operacional,HOMBRE,25-29,PICHILEMU,1
2022,TEA_operacional,HOMBRE,25-29,PUCON,1
2022,TEA_operacional,HOMBRE,25-29,PUDAHUEL,1
2022,TEA_operacional,HOMBRE,25-29,PUENTE ALTO,1
2022,TEA_operacional,HOMBRE,25-29,PUERTO MONTT,1
2022,TEA_operacional,HOMBRE,25-29,PUNTA ARENAS,3
2022,TEA_operacional,HOMBRE,25-29,QUILICURA,1
2022,TEA_operacional,HOMBRE,25-29,QUINTA NORMAL,1
2022,TEA_operacional,HOMBRE,25-29,SAN BERNARDO,2
2022,TEA_operacional,HOMBRE,25-29,SAN FELIPE,1
2022,TEA_operacional,HOMBRE,25-29,SAN FERNANDO,1
2022,TEA_operacional,HOMBRE,25-29,SAN JOAQUIN,1
2022,TEA_operacional,HOMBRE,25-29,SAN MIGUEL,1
2022,TEA_operacional,HOMBRE,25-29,SANTIAGO,1
2022,TEA_operacional,HOMBRE,25-29,TALCA,1
2022,TEA_operacional,HOMBRE,25-29,TALCAHUANO,1
2022,TEA_operacional,HOMBRE,25-29,VILLA ALEMANA,1
2022,TEA_operacional,HOMBRE,25-29,VILLARRICA,2
2022,TEA_operacional,HOMBRE,25-29,VINA DEL MAR,1
2022,TEA_operacional,HOMBRE,30-34,ALTO BIOBIO,1
2022,TEA_operacional,HOMBRE,30-34,ALTO HOSPICIO,1
2022,TEA_operacional,HOMBRE,30-34,ANTOFAGASTA,1
2022,TEA_operacional,HOMBRE,30-34,ARICA,1
2022,TEA_operacional,HOMBRE,30-34,CALAMA,1
2022,TEA_operacional,HOMBRE,30-34,CARAHUE,1
2022,TEA_operacional,HOMBRE,30-34,CHEPICA,1
2022,TEA_operacional,HOMBRE,30-34,CHILLAN,3
2022,TEA_operacional,HOMBRE,30-34,COIHAIQUE,1
2022,TEA_operacional,HOMBRE,30-34,COIHUECO,1
2022,TEA_operacional,HOMBRE,30-34,CORONEL,1
2022,TEA_operacional,HOMBRE,30-34,EL MONTE,1
2022,TEA_operacional,HOMBRE,30-34,EL QUISCO,1
2022,TEA_operacional,HOMBRE,30-34,ESTACION CENTRAL,1
2022,TEA_operacional,HOMBRE,30-34,HUALPEN,1
2022,TEA_operacional,HOMBRE,30-34,LA SERENA,1
2022,TEA_operacional,HOMBRE,30-34,LAJA,1
2022,TEA_operacional,HOMBRE,30-34,LAMPA,1
2022,TEA_operacional,HOMBRE,30-34,MACUL,1
2022,TEA_operacional,HOMBRE,30-34,PARRAL,1
2022,TEA_operacional,HOMBRE,30-34,PUDAHUEL,1
2022,TEA_operacional,HOMBRE,30-34,PUENTE ALTO,2
2022,TEA_operacional,HOMBRE,30-34,PUERTO MONTT,1
2022,TEA_operacional,HOMBRE,30-34,PUNTA ARENAS,1
2022,TEA_operacional,HOMBRE,30-34,QUILICURA,1
2022,TEA_operacional,HOMBRE,30-34,QUINTERO,1
2022,TEA_operacional,HOMBRE,30-34,SAN BERNARDO,1
2022,TEA_operacional,HOMBRE,30-34,SAN CLEMENTE,1
2022,TEA_operacional,HOMBRE,30-34,TEMUCO,1
2022,TEA_operacional,HOMBRE,30-34,VALDIVIA,1
2022,TEA_operacional,HOMBRE,30-34,VALPARAISO,2
2022,TEA_operacional,HOMBRE,35-39,ANTOFAGASTA,1
2022,TEA_operacional,HOMBRE,35-39,ARICA,1
2022,TEA_operacional,HOMBRE,35-39,CARAHUE,1
2022,TEA_operacional,HOMBRE,35-39,COPIAPO,1
2022,TEA_operacional,HOMBRE,35-39,IQUIQUE,2
2022,TEA_operacional,HOMBRE,35-39,LA CRUZ,1
2022,TEA_operacional,HOMBRE,35-39,LA FLORIDA,1
2022,TEA_operacional,HOMBRE,35-39,LA SERENA,1
2022,TEA_operacional,HOMBRE,35-39,LOS ANDES,1
2022,TEA_operacional,HOMBRE,35-39,MAIPU,1
2022,TEA_operacional,HOMBRE,35-39,MARCHIHUE,1
2022,TEA_operacional,HOMBRE,35-39,OLIVAR,1
2022,TEA_operacional,HOMBRE,35-39,OSORNO,1
2022,TEA_operacional,HOMBRE,35-39,RAUCO,1
2022,TEA_operacional,HOMBRE,35-39,SAN FELIPE,1
2022,TEA_operacional,HOMBRE,35-39,SANTIAGO,1
2022,TEA_operacional,HOMBRE,35-39,TALAGANTE,1
2022,TEA_operacional,HOMBRE,35-39,TALCAHUANO,1
2022,TEA_operacional,HOMBRE,35-39,TEMUCO,1
2022,TEA_operacional,HOMBRE,35-39,VALPARAISO,2
2022,TEA_operacional,HOMBRE,40-44,ARICA,1
2022,TEA_operacional,HOMBRE,40-44,LA SERENA,1
2022,TEA_operacional,HOMBRE,40-44,LAMPA,1
2022,TEA_operacional,HOMBRE,40-44,LAUTARO,1
2022,TEA_operacional,HOMBRE,40-44,LOS ANGELES,1
2022,TEA_operacional,HOMBRE,40-44,MOLINA,1
2022,TEA_operacional,HOMBRE,40-44,RANCAGUA,1
2022,TEA_operacional,HOMBRE,40-44,TALCAHUANO,3
2022,TEA_operacional,HOMBRE,40-44,VALPARAISO,1
2022,TEA_operacional,HOMBRE,40-44,VINA DEL MAR,1
2022,TEA_operacional,HOMBRE,45-49,ARICA,1
2022,TEA_operacional,HOMBRE,45-49,CARTAGENA,1
2022,TEA_operacional,HOMBRE,45-49,CHILLAN,1
2022,TEA_operacional,HOMBRE,45-49,LOS ANGELES,1
2022,TEA_operacional,HOMBRE,45-49,MELIPILLA,1
2022,TEA_operacional,HOMBRE,45-49,NUNOA,1
2022,TEA_operacional,HOMBRE,45-49,PUENTE ALTO,1
2022,TEA_operacional,HOMBRE,45-49,SAN PEDRO DE LA PAZ,1
2022,TEA_operacional,HOMBRE,45-49,TEMUCO,1
2022,TEA_operacional,HOMBRE,5-9,ALTO HOSPICIO,4
2022,TEA_operacional,HOMBRE,5-9,ANCUD,1
2022,TEA_operacional,HOMBRE,5-9,ANGOL,6
2022,TEA_operacional,HOMBRE,5-9,ANTOFAGASTA,25
2022,TEA_operacional,HOMBRE,5-9,ARAUCO,1
2022,TEA_operacional,HOMBRE,5-9,ARICA,9
2022,TEA_operacional,HOMBRE,5-9,BUIN,7
2022,TEA_operacional,HOMBRE,5-9,BULNES,1
2022,TEA_operacional,HOMBRE,5-9,CABILDO,1
2022,TEA_operacional,HOMBRE,5-9,CABO DE HORNOS,1
2022,TEA_operacional,HOMBRE,5-9,CALAMA,16
2022,TEA_operacional,HOMBRE,5-9,CALBUCO,2
2022,TEA_operacional,HOMBRE,5-9,CALERA,3
2022,TEA_operacional,HOMBRE,5-9,CARTAGENA,1
2022,TEA_operacional,HOMBRE,5-9,CASABLANCA,1
2022,TEA_operacional,HOMBRE,5-9,CASTRO,3
2022,TEA_operacional,HOMBRE,5-9,CAUQUENES,1
2022,TEA_operacional,HOMBRE,5-9,CERRILLOS,3
2022,TEA_operacional,HOMBRE,5-9,CERRO NAVIA,2
2022,TEA_operacional,HOMBRE,5-9,CHAITEN,1
2022,TEA_operacional,HOMBRE,5-9,CHIGUAYANTE,4
2022,TEA_operacional,HOMBRE,5-9,CHILE CHICO,1
2022,TEA_operacional,HOMBRE,5-9,CHILLAN,24
2022,TEA_operacional,HOMBRE,5-9,CHILLAN VIEJO,2
2022,TEA_operacional,HOMBRE,5-9,CHIMBARONGO,1
2022,TEA_operacional,HOMBRE,5-9,COBQUECURA,1
2022,TEA_operacional,HOMBRE,5-9,CODEGUA,1
2022,TEA_operacional,HOMBRE,5-9,COIHAIQUE,3
2022,TEA_operacional,HOMBRE,5-9,COIHUECO,2
2022,TEA_operacional,HOMBRE,5-9,COLBUN,3
2022,TEA_operacional,HOMBRE,5-9,COLINA,3
2022,TEA_operacional,HOMBRE,5-9,COMBARBALA,2
2022,TEA_operacional,HOMBRE,5-9,CONCEPCION,7
2022,TEA_operacional,HOMBRE,5-9,CONCHALI,2
2022,TEA_operacional,HOMBRE,5-9,CONSTITUCION,2
2022,TEA_operacional,HOMBRE,5-9,COPIAPO,7
2022,TEA_operacional,HOMBRE,5-9,COQUIMBO,22
2022,TEA_operacional,HOMBRE,5-9,CORONEL,10
2022,TEA_operacional,HOMBRE,5-9,CUNCO,2
2022,TEA_operacional,HOMBRE,5-9,CURACAUTIN,1
2022,TEA_operacional,HOMBRE,5-9,CURANILAHUE,4
2022,TEA_operacional,HOMBRE,5-9,CUREPTO,1
2022,TEA_operacional,HOMBRE,5-9,CURICO,5
2022,TEA_operacional,HOMBRE,5-9,DALCAHUE,1
2022,TEA_operacional,HOMBRE,5-9,EL BOSQUE,10
2022,TEA_operacional,HOMBRE,5-9,EL QUISCO,3
2022,TEA_operacional,HOMBRE,5-9,ESTACION CENTRAL,4
2022,TEA_operacional,HOMBRE,5-9,FLORIDA,2
2022,TEA_operacional,HOMBRE,5-9,FREIRE,1
2022,TEA_operacional,HOMBRE,5-9,FUTRONO,1
2022,TEA_operacional,HOMBRE,5-9,HIJUELAS,1
2022,TEA_operacional,HOMBRE,5-9,HUALPEN,14
2022,TEA_operacional,HOMBRE,5-9,HUALQUI,4
2022,TEA_operacional,HOMBRE,5-9,HUECHURABA,4
2022,TEA_operacional,HOMBRE,5-9,ILLAPEL,2
2022,TEA_operacional,HOMBRE,5-9,INDEPENDENCIA,5
2022,TEA_operacional,HOMBRE,5-9,IQUIQUE,4
2022,TEA_operacional,HOMBRE,5-9,ISLA DE MAIPO,2
2022,TEA_operacional,HOMBRE,5-9,LA CISTERNA,4
2022,TEA_operacional,HOMBRE,5-9,LA FLORIDA,9
2022,TEA_operacional,HOMBRE,5-9,LA GRANJA,3
2022,TEA_operacional,HOMBRE,5-9,LA PINTANA,3
2022,TEA_operacional,HOMBRE,5-9,LA SERENA,18
2022,TEA_operacional,HOMBRE,5-9,LAGO RANCO,1
2022,TEA_operacional,HOMBRE,5-9,LAJA,1
2022,TEA_operacional,HOMBRE,5-9,LAMPA,6
2022,TEA_operacional,HOMBRE,5-9,LAS CABRAS,3
2022,TEA_operacional,HOMBRE,5-9,LAS CONDES,3
2022,TEA_operacional,HOMBRE,5-9,LAUTARO,2
2022,TEA_operacional,HOMBRE,5-9,LEBU,1
2022,TEA_operacional,HOMBRE,5-9,LIMACHE,1
2022,TEA_operacional,HOMBRE,5-9,LINARES,20
2022,TEA_operacional,HOMBRE,5-9,LLANQUIHUE,1
2022,TEA_operacional,HOMBRE,5-9,LO BARNECHEA,1
2022,TEA_operacional,HOMBRE,5-9,LO ESPEJO,9
2022,TEA_operacional,HOMBRE,5-9,LO PRADO,1
2022,TEA_operacional,HOMBRE,5-9,LONGAVI,2
2022,TEA_operacional,HOMBRE,5-9,LOS ANDES,2
2022,TEA_operacional,HOMBRE,5-9,LOS ANGELES,11
2022,TEA_operacional,HOMBRE,5-9,LOS LAGOS,3
2022,TEA_operacional,HOMBRE,5-9,LOTA,6
2022,TEA_operacional,HOMBRE,5-9,MACUL,1
2022,TEA_operacional,HOMBRE,5-9,MAIPU,13
2022,TEA_operacional,HOMBRE,5-9,MALLOA,1
2022,TEA_operacional,HOMBRE,5-9,MARIA PINTO,1
2022,TEA_operacional,HOMBRE,5-9,MARIQUINA,2
2022,TEA_operacional,HOMBRE,5-9,MAULE,2
2022,TEA_operacional,HOMBRE,5-9,MEJILLONES,1
2022,TEA_operacional,HOMBRE,5-9,MELIPILLA,3
2022,TEA_operacional,HOMBRE,5-9,MOLINA,1
2022,TEA_operacional,HOMBRE,5-9,MONTE PATRIA,2
2022,TEA_operacional,HOMBRE,5-9,MOSTAZAL,2
2022,TEA_operacional,HOMBRE,5-9,MULCHEN,3
2022,TEA_operacional,HOMBRE,5-9,NACIMIENTO,1
2022,TEA_operacional,HOMBRE,5-9,NAVIDAD,1
2022,TEA_operacional,HOMBRE,5-9,NEGRETE,2
2022,TEA_operacional,HOMBRE,5-9,NINHUE,1
2022,TEA_operacional,HOMBRE,5-9,NUNOA,4
2022,TEA_operacional,HOMBRE,5-9,OLIVAR,1
2022,TEA_operacional,HOMBRE,5-9,OSORNO,8
2022,TEA_operacional,HOMBRE,5-9,OVALLE,11
2022,TEA_operacional,HOMBRE,5-9,PADRE LAS CASAS,4
2022,TEA_operacional,HOMBRE,5-9,PAILLACO,1
2022,TEA_operacional,HOMBRE,5-9,PAINE,4
2022,TEA_operacional,HOMBRE,5-9,PANGUIPULLI,2
2022,TEA_operacional,HOMBRE,5-9,PAPUDO,1
2022,TEA_operacional,HOMBRE,5-9,PARRAL,1
2022,TEA_operacional,HOMBRE,5-9,PEDRO AGUIRRE CERDA,8
2022,TEA_operacional,HOMBRE,5-9,PEMUCO,2
2022,TEA_operacional,HOMBRE,5-9,PENAFLOR,2
2022,TEA_operacional,HOMBRE,5-9,PENALOLEN,12
2022,TEA_operacional,HOMBRE,5-9,PENCO,1
2022,TEA_operacional,HOMBRE,5-9,PIRQUE,1
2022,TEA_operacional,HOMBRE,5-9,PITRUFQUEN,3
2022,TEA_operacional,HOMBRE,5-9,PORTEZUELO,1
2022,TEA_operacional,HOMBRE,5-9,PORVENIR,1
2022,TEA_operacional,HOMBRE,5-9,PROVIDENCIA,1
2022,TEA_operacional,HOMBRE,5-9,PUCON,1
2022,TEA_operacional,HOMBRE,5-9,PUDAHUEL,7
2022,TEA_operacional,HOMBRE,5-9,PUENTE ALTO,30
2022,TEA_operacional,HOMBRE,5-9,PUERTO MONTT,7
2022,TEA_operacional,HOMBRE,5-9,PUERTO OCTAY,1
2022,TEA_operacional,HOMBRE,5-9,PUNITAQUI,1
2022,TEA_operacional,HOMBRE,5-9,PUNTA ARENAS,8
2022,TEA_operacional,HOMBRE,5-9,PUREN,1
2022,TEA_operacional,HOMBRE,5-9,PURRANQUE,1
2022,TEA_operacional,HOMBRE,5-9,PUTAENDO,1
2022,TEA_operacional,HOMBRE,5-9,PUYEHUE,3
2022,TEA_operacional,HOMBRE,5-9,QUEILEN,1
2022,TEA_operacional,HOMBRE,5-9,QUELLON,1
2022,TEA_operacional,HOMBRE,5-9,QUILICURA,4
2022,TEA_operacional,HOMBRE,5-9,QUILLECO,1
2022,TEA_operacional,HOMBRE,5-9,QUILLON,4
2022,TEA_operacional,HOMBRE,5-9,QUILLOTA,4
2022,TEA_operacional,HOMBRE,5-9,QUILPUE,3
2022,TEA_operacional,HOMBRE,5-9,QUINTA NORMAL,7
2022,TEA_operacional,HOMBRE,5-9,QUINTERO,1
2022,TEA_operacional,HOMBRE,5-9,RANCAGUA,9
2022,TEA_operacional,HOMBRE,5-9,RECOLETA,9
2022,TEA_operacional,HOMBRE,5-9,RENCA,6
2022,TEA_operacional,HOMBRE,5-9,RENGO,4
2022,TEA_operacional,HOMBRE,5-9,REQUINOA,1
2022,TEA_operacional,HOMBRE,5-9,RETIRO,1
2022,TEA_operacional,HOMBRE,5-9,ROMERAL,1
2022,TEA_operacional,HOMBRE,5-9,SAN ANTONIO,5
2022,TEA_operacional,HOMBRE,5-9,SAN BERNARDO,24
2022,TEA_operacional,HOMBRE,5-9,SAN CARLOS,6
2022,TEA_operacional,HOMBRE,5-9,SAN CLEMENTE,2
2022,TEA_operacional,HOMBRE,5-9,SAN FELIPE,1
2022,TEA_operacional,HOMBRE,5-9,SAN FERNANDO,3
2022,TEA_operacional,HOMBRE,5-9,SAN JAVIER,2
2022,TEA_operacional,HOMBRE,5-9,SAN JOAQUIN,2
2022,TEA_operacional,HOMBRE,5-9,SAN JOSE DE MAIPO,1
2022,TEA_operacional,HOMBRE,5-9,SAN JUAN DE LA COSTA,3
2022,TEA_operacional,HOMBRE,5-9,SAN MIGUEL,3
2022,TEA_operacional,HOMBRE,5-9,SAN NICOLAS,2
2022,TEA_operacional,HOMBRE,5-9,SAN PEDRO,1
2022,TEA_operacional,HOMBRE,5-9,SAN PEDRO DE ATACAMA,1
2022,TEA_operacional,HOMBRE,5-9,SAN PEDRO DE LA PAZ,8
2022,TEA_operacional,HOMBRE,5-9,SAN RAFAEL,1
2022,TEA_operacional,HOMBRE,5-9,SAN RAMON,2
2022,TEA_operacional,HOMBRE,5-9,SAN VICENTE,1
2022,TEA_operacional,HOMBRE,5-9,SANTA BARBARA,1
2022,TEA_operacional,HOMBRE,5-9,SANTA CRUZ,1
2022,TEA_operacional,HOMBRE,5-9,SANTA JUANA,2
2022,TEA_operacional,HOMBRE,5-9,SANTIAGO,7
2022,TEA_operacional,HOMBRE,5-9,TALAGANTE,2
2022,TEA_operacional,HOMBRE,5-9,TALCA,8
2022,TEA_operacional,HOMBRE,5-9,TALCAHUANO,15
2022,TEA_operacional,HOMBRE,5-9,TALTAL,1
2022,TEA_operacional,HOMBRE,5-9,TEMUCO,13
2022,TEA_operacional,HOMBRE,5-9,TENO,1
2022,TEA_operacional,HOMBRE,5-9,TIERRA AMARILLA,1
2022,TEA_operacional,HOMBRE,5-9,TOME,4
2022,TEA_operacional,HOMBRE,5-9,TUCAPEL,1
2022,TEA_operacional,HOMBRE,5-9,VALDIVIA,5
2022,TEA_operacional,HOMBRE,5-9,VALLENAR,4
2022,TEA_operacional,HOMBRE,5-9,VALPARAISO,16
2022,TEA_operacional,HOMBRE,5-9,VICTORIA,2
2022,TEA_operacional,HOMBRE,5-9,VICUNA,1
2022,TEA_operacional,HOMBRE,5-9,VILCUN,1
2022,TEA_operacional,HOMBRE,5-9,VILLA ALEMANA,3
2022,TEA_operacional,HOMBRE,5-9,VILLARRICA,3
2022,TEA_operacional,HOMBRE,5-9,VINA DEL MAR,13
2022,TEA_operacional,HOMBRE,5-9,YERBAS BUENAS,1
2022,TEA_operacional,HOMBRE,5-9,YUMBEL,2
2022,TEA_operacional,HOMBRE,50-54,ANTOFAGASTA,1
2022,TEA_operacional,HOMBRE,50-54,LA SERENA,1
2022,TEA_operacional,HOMBRE,50-54,PUENTE ALTO,2
2022,TEA_operacional,HOMBRE,60-64,CAUQUENES,1
2022,TEA_operacional,HOMBRE,60-64,RENCA,1
2022,TEA_operacional,HOMBRE,60-64,SAN BERNARDO,1
2022,TEA_operacional,HOMBRE,65-69,CODEGUA,1
2022,TEA_operacional,HOMBRE,65-69,PEDRO AGUIRRE CERDA,1
2022,TEA_operacional,HOMBRE,70-74,PUENTE ALTO,1
2022,TEA_operacional,HOMBRE,70-74,VALPARAISO,1
2022,TEA_operacional,HOMBRE,75-79,PERALILLO,1
2022,TEA_operacional,HOMBRE,75-79,QUILPUE,1
2022,TEA_operacional,MUJER,0-4,AISEN,1
2022,TEA_operacional,MUJER,0-4,ANGOL,3
2022,TEA_operacional,MUJER,0-4,ANTOFAGASTA,12
2022,TEA_operacional,MUJER,0-4,ARAUCO,2
2022,TEA_operacional,MUJER,0-4,ARICA,2
2022,TEA_operacional,MUJER,0-4,BUIN,2
2022,TEA_operacional,MUJER,0-4,CABRERO,1
2022,TEA_operacional,MUJER,0-4,CALAMA,6
2022,TEA_operacional,MUJER,0-4,CALERA,1
2022,TEA_operacional,MUJER,0-4,CALLE LARGA,1
2022,TEA_operacional,MUJER,0-4,CARTAGENA,3
2022,TEA_operacional,MUJER,0-4,CASABLANCA,1
2022,TEA_operacional,MUJER,0-4,CERRILLOS,1
2022,TEA_operacional,MUJER,0-4,CERRO NAVIA,1
2022,TEA_operacional,MUJER,0-4,CHIGUAYANTE,3
2022,TEA_operacional,MUJER,0-4,CHILLAN,4
2022,TEA_operacional,MUJER,0-4,COELEMU,1
2022,TEA_operacional,MUJER,0-4,COIHAIQUE,2
2022,TEA_operacional,MUJER,0-4,COIHUECO,1
2022,TEA_operacional,MUJER,0-4,COLLIPULLI,1
2022,TEA_operacional,MUJER,0-4,CONCEPCION,2
2022,TEA_operacional,MUJER,0-4,CONCHALI,2
2022,TEA_operacional,MUJER,0-4,COPIAPO,2
2022,TEA_operacional,MUJER,0-4,COQUIMBO,5
2022,TEA_operacional,MUJER,0-4,CORONEL,4
2022,TEA_operacional,MUJER,0-4,CURICO,1
2022,TEA_operacional,MUJER,0-4,DONIHUE,1
2022,TEA_operacional,MUJER,0-4,EL BOSQUE,1
2022,TEA_operacional,MUJER,0-4,ESTACION CENTRAL,2
2022,TEA_operacional,MUJER,0-4,HUALPEN,2
2022,TEA_operacional,MUJER,0-4,INDEPENDENCIA,3
2022,TEA_operacional,MUJER,0-4,IQUIQUE,5
2022,TEA_operacional,MUJER,0-4,LA FLORIDA,3
2022,TEA_operacional,MUJER,0-4,LA GRANJA,4
2022,TEA_operacional,MUJER,0-4,LA LIGUA,1
2022,TEA_operacional,MUJER,0-4,LA PINTANA,3
2022,TEA_operacional,MUJER,0-4,LA SERENA,3
2022,TEA_operacional,MUJER,0-4,LAMPA,1
2022,TEA_operacional,MUJER,0-4,LINARES,1
2022,TEA_operacional,MUJER,0-4,LLAILLAY,2
2022,TEA_operacional,MUJER,0-4,LO BARNECHEA,1
2022,TEA_operacional,MUJER,0-4,LO ESPEJO,1
2022,TEA_operacional,MUJER,0-4,LONCOCHE,1
2022,TEA_operacional,MUJER,0-4,LOS ALAMOS,2
2022,TEA_operacional,MUJER,0-4,LOS ANDES,1
2022,TEA_operacional,MUJER,0-4,LOS ANGELES,5
2022,TEA_operacional,MUJER,0-4,LOS LAGOS,1
2022,TEA_operacional,MUJER,0-4,MACHALI,3
2022,TEA_operacional,MUJER,0-4,MAIPU,3
2022,TEA_operacional,MUJER,0-4,MAULE,1
2022,TEA_operacional,MUJER,0-4,MEJILLONES,1
2022,TEA_operacional,MUJER,0-4,MELIPILLA,1
2022,TEA_operacional,MUJER,0-4,NANCAGUA,1
2022,TEA_operacional,MUJER,0-4,NUNOA,2
2022,TEA_operacional,MUJER,0-4,OSORNO,3
2022,TEA_operacional,MUJER,0-4,OVALLE,3
2022,TEA_operacional,MUJER,0-4,PADRE LAS CASAS,1
2022,TEA_operacional,MUJER,0-4,PARRAL,2
2022,TEA_operacional,MUJER,0-4,PENAFLOR,2
2022,TEA_operacional,MUJER,0-4,PENALOLEN,3
2022,TEA_operacional,MUJER,0-4,PIRQUE,1
2022,TEA_operacional,MUJER,0-4,PROVIDENCIA,2
2022,TEA_operacional,MUJER,0-4,PUDAHUEL,2
2022,TEA_operacional,MUJER,0-4,PUENTE ALTO,12
2022,TEA_operacional,MUJER,0-4,PUERTO MONTT,5
2022,TEA_operacional,MUJER,0-4,PUNTA ARENAS,1
2022,TEA_operacional,MUJER,0-4,PUREN,1
2022,TEA_operacional,MUJER,0-4,QUILICURA,1
2022,TEA_operacional,MUJER,0-4,QUILLON,1
2022,TEA_operacional,MUJER,0-4,QUILLOTA,2
2022,TEA_operacional,MUJER,0-4,QUILPUE,1
2022,TEA_operacional,MUJER,0-4,QUINCHAO,1
2022,TEA_operacional,MUJER,0-4,QUIRIHUE,1
2022,TEA_operacional,MUJER,0-4,RANCAGUA,2
2022,TEA_operacional,MUJER,0-4,RECOLETA,1
2022,TEA_operacional,MUJER,0-4,SAN BERNARDO,8
2022,TEA_operacional,MUJER,0-4,SAN FERNANDO,2
2022,TEA_operacional,MUJER,0-4,SAN JAVIER,1
2022,TEA_operacional,MUJER,0-4,SAN JOAQUIN,1
2022,TEA_operacional,MUJER,0-4,SAN MIGUEL,2
2022,TEA_operacional,MUJER,0-4,SAN PEDRO DE LA PAZ,1
2022,TEA_operacional,MUJER,0-4,SAN RAMON,1
2022,TEA_operacional,MUJER,0-4,SANTIAGO,4
2022,TEA_operacional,MUJER,0-4,TALAGANTE,3
2022,TEA_operacional,MUJER,0-4,TALCA,3
2022,TEA_operacional,MUJER,0-4,TALCAHUANO,3
2022,TEA_operacional,MUJER,0-4,TEMUCO,2
2022,TEA_operacional,MUJER,0-4,TRAIGUEN,1
2022,TEA_operacional,MUJER,0-4,VALDIVIA,1
2022,TEA_operacional,MUJER,0-4,VALLENAR,1
2022,TEA_operacional,MUJER,0-4,VALPARAISO,2
2022,TEA_operacional,MUJER,0-4,VICUNA,1
2022,TEA_operacional,MUJER,0-4,VILLA ALEMANA,3
2022,TEA_operacional,MUJER,0-4,VINA DEL MAR,4
2022,TEA_operacional,MUJER,10-14,AISEN,1
2022,TEA_operacional,MUJER,10-14,ALTO HOSPICIO,1
2022,TEA_operacional,MUJER,10-14,ANGOL,1
