year,definition,sex,age_group,comuna_norm,persons
2023,autismo_F840,MUJER,10-14,PAPUDO,1
2023,autismo_F840,MUJER,10-14,PARRAL,1
2023,autismo_F840,MUJER,10-14,PEDRO AGUIRRE CERDA,4
2023,autismo_F840,MUJER,10-14,PEMUCO,1
2023,autismo_F840,MUJER,10-14,PENALOLEN,3
2023,autismo_F840,MUJER,10-14,PENCAHUE,1
2023,autismo_F840,MUJER,10-14,PENCO,2
2023,autismo_F840,MUJER,10-14,PINTO,1
2023,autismo_F840,MUJER,10-14,PITRUFQUEN,1
2023,autismo_F840,MUJER,10-14,PORVENIR,1
2023,autismo_F840,MUJER,10-14,POZO ALMONTE,2
2023,autismo_F840,MUJER,10-14,PROVIDENCIA,1
2023,autismo_F840,MUJER,10-14,PUDAHUEL,4
2023,autismo_F840,MUJER,10-14,PUENTE ALTO,25
2023,autismo_F840,MUJER,10-14,PUERTO MONTT,6
2023,autismo_F840,MUJER,10-14,PUERTO VARAS,2
2023,autismo_F840,MUJER,10-14,PUNTA ARENAS,5
2023,autismo_F840,MUJER,10-14,QUELLON,2
2023,autismo_F840,MUJER,10-14,QUILICURA,3
2023,autismo_F840,MUJER,10-14,QUILLECO,1
2023,autismo_F840,MUJER,10-14,QUILLOTA,4
2023,autismo_F840,MUJER,10-14,QUILPUE,2
2023,autismo_F840,MUJER,10-14,RANCAGUA,1
2023,autismo_F840,MUJER,10-14,REQUINOA,1
2023,autismo_F840,MUJER,10-14,SAGRADA FAMILIA,1
2023,autismo_F840,MUJER,10-14,SAN ANTONIO,1
2023,autismo_F840,MUJER,10-14,SAN BERNARDO,3
2023,autismo_F840,MUJER,10-14,SAN CARLOS,4
2023,autismo_F840,MUJER,10-14,SAN FELIPE,1
2023,autismo_F840,MUJER,10-14,SAN FERNANDO,1
2023,autismo_F840,MUJER,10-14,SAN IGNACIO,1
2023,autismo_F840,MUJER,10-14,SAN JOSE DE MAIPO,1
2023,autismo_F840,MUJER,10-14,SAN MIGUEL,1
2023,autismo_F840,MUJER,10-14,SAN NICOLAS,1
2023,autismo_F840,MUJER,10-14,SAN PABLO,1
2023,autismo_F840,MUJER,10-14,SAN PEDRO,1
2023,autismo_F840,MUJER,10-14,SAN PEDRO DE LA PAZ,6
2023,autismo_F840,MUJER,10-14,SAN VICENTE,1
2023,autismo_F840,MUJER,10-14,SANTA CRUZ,1
2023,autismo_F840,MUJER,10-14,SANTA JUANA,1
2023,autismo_F840,MUJER,10-14,SANTIAGO,1
2023,autismo_F840,MUJER,10-14,SANTO DOMINGO,1
2023,autismo_F840,MUJER,10-14,TALAGANTE,1
2023,autismo_F840,MUJER,10-14,TALCA,4
2023,autismo_F840,MUJER,10-14,TALCAHUANO,10
2023,autismo_F840,MUJER,10-14,TEMUCO,10
2023,autismo_F840,MUJER,10-14,TOME,2
2023,autismo_F840,MUJER,10-14,VALDIVIA,2
2023,autismo_F840,MUJER,10-14,VALLENAR,4
2023,autismo_F840,MUJER,10-14,VALPARAISO,2
2023,autismo_F840,MUJER,10-14,VILLA ALEMANA,1
2023,autismo_F840,MUJER,10-14,VILLARRICA,2
2023,autismo_F840,MUJER,10-14,VINA DEL MAR,10
2023,autismo_F840,MUJER,15-19,ALTO HOSPICIO,4
2023,autismo_F840,MUJER,15-19,ANGOL,3
2023,autismo_F840,MUJER,15-19,ANTOFAGASTA,3
2023,autismo_F840,MUJER,15-19,ARAUCO,2
2023,autismo_F840,MUJER,15-19,ARICA,4
2023,autismo_F840,MUJER,15-19,BUIN,1
2023,autismo_F840,MUJER,15-19,CALAMA,16
2023,autismo_F840,MUJER,15-19,CERRO NAVIA,1
2023,autismo_F840,MUJER,15-19,CHILLAN,13
2023,autismo_F840,MUJER,15-19,COELEMU,1
2023,autismo_F840,MUJER,15-19,CON CON,1
2023,autismo_F840,MUJER,15-19,CONCEPCION,3
2023,autismo_F840,MUJER,15-19,CONTULMO,1
2023,autismo_F840,MUJER,15-19,COQUIMBO,5
2023,autismo_F840,MUJER,15-19,CORONEL,3
2023,autismo_F840,MUJER,15-19,CURACAUTIN,1
2023,autismo_F840,MUJER,15-19,EL BOSQUE,1
2023,autismo_F840,MUJER,15-19,ERCILLA,1
2023,autismo_F840,MUJER,15-19,ESTACION CENTRAL,2
2023,autismo_F840,MUJER,15-19,HUALPEN,1
2023,autismo_F840,MUJER,15-19,HUALQUI,1
2023,autismo_F840,MUJER,15-19,IQUIQUE,3
2023,autismo_F840,MUJER,15-19,LA FLORIDA,3
2023,autismo_F840,MUJER,15-19,LA PINTANA,3
2023,autismo_F840,MUJER,15-19,LA SERENA,3
2023,autismo_F840,MUJER,15-19,LAMPA,1
2023,autismo_F840,MUJER,15-19,LAS CONDES,1
2023,autismo_F840,MUJER,15-19,LAUTARO,1
2023,autismo_F840,MUJER,15-19,LINARES,2
2023,autismo_F840,MUJER,15-19,LO ESPEJO,1
2023,autismo_F840,MUJER,15-19,LO PRADO,1
2023,autismo_F840,MUJER,15-19,LOS ALAMOS,1
2023,autismo_F840,MUJER,15-19,LOS ANDES,1
2023,autismo_F840,MUJER,15-19,LOS ANGELES,2
2023,autismo_F840,MUJER,15-19,LOS MUERMOS,1
2023,autismo_F840,MUJER,15-19,LOTA,1
2023,autismo_F840,MUJER,15-19,MACUL,1
2023,autismo_F840,MUJER,15-19,MAIPU,4
2023,autismo_F840,MUJER,15-19,MARIQUINA,1
2023,autismo_F840,MUJER,15-19,MELIPILLA,6
2023,autismo_F840,MUJER,15-19,NUEVA IMPERIAL,1
2023,autismo_F840,MUJER,15-19,NUNOA,1
2023,autismo_F840,MUJER,15-19,OSORNO,2
2023,autismo_F840,MUJER,15-19,PADRE HURTADO,1
2023,autismo_F840,MUJER,15-19,PAINE,1
2023,autismo_F840,MUJER,15-19,PARRAL,2
2023,autismo_F840,MUJER,15-19,PENCO,1
2023,autismo_F840,MUJER,15-19,PINTO,2
2023,autismo_F840,MUJER,15-19,PROVIDENCIA,1
2023,autismo_F840,MUJER,15-19,PUCHUNCAVI,1
2023,autismo_F840,MUJER,15-19,PUCON,1
2023,autismo_F840,MUJER,15-19,PUENTE ALTO,24
2023,autismo_F840,MUJER,15-19,PUERTO MONTT,4
2023,autismo_F840,MUJER,15-19,PUERTO OCTAY,1
2023,autismo_F840,MUJER,15-19,PUNTA ARENAS,2
2023,autismo_F840,MUJER,15-19,PUREN,1
2023,autismo_F840,MUJER,15-19,QUILLON,2
2023,autismo_F840,MUJER,15-19,QUILLOTA,1
2023,autismo_F840,MUJER,15-19,QUINTA NORMAL,2
2023,autismo_F840,MUJER,15-19,RANCAGUA,3
2023,autismo_F840,MUJER,15-19,RANQUIL,1
2023,autismo_F840,MUJER,15-19,RENAICO,1
2023,autismo_F840,MUJER,15-19,RENCA,1
2023,autismo_F840,MUJER,15-19,RENGO,1
2023,autismo_F840,MUJER,15-19,REQUINOA,1
2023,autismo_F840,MUJER,15-19,SAN CARLOS,1
2023,autismo_F840,MUJER,15-19,SAN FABIAN,1
2023,autismo_F840,MUJER,15-19,SAN FELIPE,1
2023,autismo_F840,MUJER,15-19,SAN JOSE DE MAIPO,1
2023,autismo_F840,MUJER,15-19,SAN NICOLAS,1
2023,autismo_F840,MUJER,15-19,SAN PEDRO DE LA PAZ,4
2023,autismo_F840,MUJER,15-19,SAN RAMON,1
2023,autismo_F840,MUJER,15-19,SANTA MARIA,1
2023,autismo_F840,MUJER,15-19,SANTIAGO,4
2023,autismo_F840,MUJER,15-19,TALCA,1
2023,autismo_F840,MUJER,15-19,TALCAHUANO,6
2023,autismo_F840,MUJER,15-19,TEMUCO,2
2023,autismo_F840,MUJER,15-19,TIERRA AMARILLA,1
2023,autismo_F840,MUJER,15-19,TOLTEN,1
2023,autismo_F840,MUJER,15-19,TOME,1
2023,autismo_F840,MUJER,15-19,TRAIGUEN,1
2023,autismo_F840,MUJER,15-19,VALLENAR,1
2023,autismo_F840,MUJER,15-19,VICTORIA,1
2023,autismo_F840,MUJER,15-19,VILLARRICA,1
2023,autismo_F840,MUJER,15-19,VINA DEL MAR,9
2023,autismo_F840,MUJER,15-19,VITACURA,1
2023,autismo_F840,MUJER,15-19,YUMBEL,1
2023,autismo_F840,MUJER,20-24,ALTO HOSPICIO,1
2023,autismo_F840,MUJER,20-24,ANTOFAGASTA,1
2023,autismo_F840,MUJER,20-24,ARICA,2
2023,autismo_F840,MUJER,20-24,CASTRO,1
2023,autismo_F840,MUJER,20-24,CHILE CHICO,1
2023,autismo_F840,MUJER,20-24,COELEMU,1
2023,autismo_F840,MUJER,20-24,COIHUECO,2
2023,autismo_F840,MUJER,20-24,COLBUN,2
2023,autismo_F840,MUJER,20-24,COLINA,1
2023,autismo_F840,MUJER,20-24,CONCEPCION,3
2023,autismo_F840,MUJER,20-24,COPIAPO,1
2023,autismo_F840,MUJER,20-24,CURACAVI,1
2023,autismo_F840,MUJER,20-24,CURICO,2
2023,autismo_F840,MUJER,20-24,FREIRE,1
2023,autismo_F840,MUJER,20-24,FRUTILLAR,1
2023,autismo_F840,MUJER,20-24,HUALPEN,1
2023,autismo_F840,MUJER,20-24,HUASCO,1
2023,autismo_F840,MUJER,20-24,LA SERENA,1
2023,autismo_F840,MUJER,20-24,LAGO RANCO,1
2023,autismo_F840,MUJER,20-24,LOS ANDES,1
2023,autismo_F840,MUJER,20-24,MAIPU,1
2023,autismo_F840,MUJER,20-24,MARIQUINA,1
2023,autismo_F840,MUJER,20-24,MAULE,1
2023,autismo_F840,MUJER,20-24,NUNOA,1
2023,autismo_F840,MUJER,20-24,OSORNO,1
2023,autismo_F840,MUJER,20-24,PROVIDENCIA,1
2023,autismo_F840,MUJER,20-24,PUENTE ALTO,6
2023,autismo_F840,MUJER,20-24,PUERTO MONTT,4
2023,autismo_F840,MUJER,20-24,SAGRADA FAMILIA,1
2023,autismo_F840,MUJER,20-24,SAN BERNARDO,1
2023,autismo_F840,MUJER,20-24,SAN CARLOS,1
2023,autismo_F840,MUJER,20-24,SAN FELIPE,1
2023,autismo_F840,MUJER,20-24,SAN JAVIER,1
2023,autismo_F840,MUJER,20-24,SAN JOSE DE MAIPO,1
2023,autismo_F840,MUJER,20-24,SAN PEDRO DE LA PAZ,1
2023,autismo_F840,MUJER,20-24,SAN RAMON,1
2023,autismo_F840,MUJER,20-24,TALCAHUANO,3
2023,autismo_F840,MUJER,20-24,TOME,1
2023,autismo_F840,MUJER,20-24,VALDIVIA,1
2023,autismo_F840,MUJER,20-24,VALLENAR,2
2023,autismo_F840,MUJER,20-24,VALPARAISO,1
2023,autismo_F840,MUJER,20-24,VINA DEL MAR,2
2023,autismo_F840,MUJER,25-29,ANTOFAGASTA,1
2023,autismo_F840,MUJER,25-29,ARICA,1
2023,autismo_F840,MUJER,25-29,BUIN,1
2023,autismo_F840,MUJER,25-29,CONCEPCION,1
2023,autismo_F840,MUJER,25-29,COQUIMBO,2
2023,autismo_F840,MUJER,25-29,CORONEL,1
2023,autismo_F840,MUJER,25-29,CUNCO,1
2023,autismo_F840,MUJER,25-29,EL TABO,1
2023,autismo_F840,MUJER,25-29,HUALPEN,1
2023,autismo_F840,MUJER,25-29,LO ESPEJO,1
2023,autismo_F840,MUJER,25-29,LOS ANGELES,1
2023,autismo_F840,MUJER,25-29,NUNOA,1
2023,autismo_F840,MUJER,25-29,OVALLE,1
2023,autismo_F840,MUJER,25-29,PAINE,1
2023,autismo_F840,MUJER,25-29,PEDRO AGUIRRE CERDA,1
2023,autismo_F840,MUJER,25-29,PUDAHUEL,1
2023,autismo_F840,MUJER,25-29,PUENTE ALTO,2
2023,autismo_F840,MUJER,25-29,PUERTO VARAS,1
2023,autismo_F840,MUJER,25-29,QUILICURA,1
2023,autismo_F840,MUJER,25-29,RENAICO,1
2023,autismo_F840,MUJER,25-29,SAN CARLOS,1
2023,autismo_F840,MUJER,25-29,SAN VICENTE,1
2023,autismo_F840,MUJER,25-29,TEMUCO,1
2023,autismo_F840,MUJER,25-29,VALLENAR,2
2023,autismo_F840,MUJER,25-29,VALPARAISO,1
2023,autismo_F840,MUJER,25-29,VINA DEL MAR,3
2023,autismo_F840,MUJER,30-34,ARICA,1
2023,autismo_F840,MUJER,30-34,CHILLAN,1
2023,autismo_F840,MUJER,30-34,COPIAPO,1
2023,autismo_F840,MUJER,30-34,COQUIMBO,1
2023,autismo_F840,MUJER,30-34,CURICO,1
2023,autismo_F840,MUJER,30-34,INDEPENDENCIA,1
2023,autismo_F840,MUJER,30-34,LA REINA,1
2023,autismo_F840,MUJER,30-34,LO ESPEJO,1
2023,autismo_F840,MUJER,30-34,MELIPILLA,2
2023,autismo_F840,MUJER,30-34,PUENTE ALTO,2
2023,autismo_F840,MUJER,30-34,PUERTO MONTT,1
2023,autismo_F840,MUJER,30-34,PUNTA ARENAS,3
2023,autismo_F840,MUJER,30-34,RANCAGUA,1
2023,autismo_F840,MUJER,30-34,SANTIAGO,1
2023,autismo_F840,MUJER,30-34,TEMUCO,1
2023,autismo_F840,MUJER,30-34,VALDIVIA,1
2023,autismo_F840,MUJER,30-34,VINA DEL MAR,2
2023,autismo_F840,MUJER,35-39,LA CISTERNA,1
2023,autismo_F840,MUJER,35-39,LA SERENA,1
2023,autismo_F840,MUJER,35-39,LOS ANDES,1
2023,autismo_F840,MUJER,35-39,PUENTE ALTO,1
2023,autismo_F840,MUJER,35-39,PUERTO MONTT,2
2023,autismo_F840,MUJER,35-39,QUILLOTA,1
2023,autismo_F840,MUJER,35-39,SAN PEDRO DE LA PAZ,1
2023,autismo_F840,MUJER,35-39,SANTIAGO,1
2023,autismo_F840,MUJER,35-39,TEMUCO,1
2023,autismo_F840,MUJER,35-39,VINA DEL MAR,1
2023,autismo_F840,MUJER,40-44,LONGAVI,1
2023,autismo_F840,MUJER,40-44,MACUL,1
2023,autismo_F840,MUJER,40-44,PUNTA ARENAS,1
2023,autismo_F840,MUJER,45-49,CASABLANCA,1
2023,autismo_F840,MUJER,45-49,COQUIMBO,2
2023,autismo_F840,MUJER,45-49,LA SERENA,1
2023,autismo_F840,MUJER,45-49,PUENTE ALTO,1
2023,autismo_F840,MUJER,45-49,QUINTERO,1
2023,autismo_F840,MUJER,45-49,TEMUCO,1
2023,autismo_F840,MUJER,5-9,AISEN,1
2023,autismo_F840,MUJER,5-9,ANGOL,3
2023,autismo_F840,MUJER,5-9,ANTOFAGASTA,13
2023,autismo_F840,MUJER,5-9,ARAUCO,2
2023,autismo_F840,MUJER,5-9,ARICA,10
2023,autismo_F840,MUJER,5-9,BUIN,2
2023,autismo_F840,MUJER,5-9,BULNES,1
2023,autismo_F840,MUJER,5-9,CALAMA,3
2023,autismo_F840,MUJER,5-9,CALERA DE TANGO,1
2023,autismo_F840,MUJER,5-9,CANETE,1
2023,autismo_F840,MUJER,5-9,CASTRO,1
2023,autismo_F840,MUJER,5-9,CAUQUENES,1
2023,autismo_F840,MUJER,5-9,CERRILLOS,2
2023,autismo_F840,MUJER,5-9,CERRO NAVIA,1
2023,autismo_F840,MUJER,5-9,CHIGUAYANTE,2
2023,autismo_F840,MUJER,5-9,CHILLAN,4
2023,autismo_F840,MUJER,5-9,CHIMBARONGO,1
2023,autismo_F840,MUJER,5-9,COELEMU,1
2023,autismo_F840,MUJER,5-9,COLINA,1
2023,autismo_F840,MUJER,5-9,COLTAUCO,1
2023,autismo_F840,MUJER,5-9,CON CON,1
2023,autismo_F840,MUJER,5-9,CONCEPCION,7
2023,autismo_F840,MUJER,5-9,COPIAPO,3
2023,autismo_F840,MUJER,5-9,COQUIMBO,12
2023,autismo_F840,MUJER,5-9,CORONEL,3
2023,autismo_F840,MUJER,5-9,CURANILAHUE,3
2023,autismo_F840,MUJER,5-9,CURICO,3
2023,autismo_F840,MUJER,5-9,DONIHUE,1
2023,autismo_F840,MUJER,5-9,EL BOSQUE,2
2023,autismo_F840,MUJER,5-9,ESTACION CENTRAL,2
2023,autismo_F840,MUJER,5-9,FREIRE,1
2023,autismo_F840,MUJER,5-9,GRANEROS,1
2023,autismo_F840,MUJER,5-9,HIJUELAS,1
2023,autismo_F840,MUJER,5-9,HUALPEN,4
2023,autismo_F840,MUJER,5-9,HUECHURABA,2
2023,autismo_F840,MUJER,5-9,IQUIQUE,2
2023,autismo_F840,MUJER,5-9,LA CISTERNA,2
2023,autismo_F840,MUJER,5-9,LA CRUZ,1
2023,autismo_F840,MUJER,5-9,LA FLORIDA,5
2023,autismo_F840,MUJER,5-9,LA GRANJA,3
2023,autismo_F840,MUJER,5-9,LA LIGUA,1
2023,autismo_F840,MUJER,5-9,LA PINTANA,3
2023,autismo_F840,MUJER,5-9,LA SERENA,2
2023,autismo_F840,MUJER,5-9,LAJA,1
2023,autismo_F840,MUJER,5-9,LAMPA,1
2023,autismo_F840,MUJER,5-9,LEBU,1
2023,autismo_F840,MUJER,5-9,LINARES,5
2023,autismo_F840,MUJER,5-9,LO BARNECHEA,1
2023,autismo_F840,MUJER,5-9,LO ESPEJO,1
2023,autismo_F840,MUJER,5-9,LO PRADO,1
2023,autismo_F840,MUJER,5-9,LOS ALAMOS,1
2023,autismo_F840,MUJER,5-9,LOS ANDES,1
2023,autismo_F840,MUJER,5-9,LOS ANGELES,6
2023,autismo_F840,MUJER,5-9,LOTA,4
2023,autismo_F840,MUJER,5-9,MACUL,3
2023,autismo_F840,MUJER,5-9,MAIPU,6
2023,autismo_F840,MUJER,5-9,MEJILLONES,1
2023,autismo_F840,MUJER,5-9,MELIPILLA,1
2023,autismo_F840,MUJER,5-9,MONTE PATRIA,2
2023,autismo_F840,MUJER,5-9,NACIMIENTO,1
2023,autismo_F840,MUJER,5-9,NUEVA IMPERIAL,1
2023,autismo_F840,MUJER,5-9,NUNOA,3
2023,autismo_F840,MUJER,5-9,OSORNO,3
2023,autismo_F840,MUJER,5-9,OVALLE,6
2023,autismo_F840,MUJER,5-9,PADRE HURTADO,1
2023,autismo_F840,MUJER,5-9,PADRE LAS CASAS,1
2023,autismo_F840,MUJER,5-9,PAINE,1
2023,autismo_F840,MUJER,5-9,PARRAL,2
2023,autismo_F840,MUJER,5-9,PEDRO AGUIRRE CERDA,2
2023,autismo_F840,MUJER,5-9,PENAFLOR,1
2023,autismo_F840,MUJER,5-9,PENALOLEN,1
2023,autismo_F840,MUJER,5-9,PENCAHUE,1
2023,autismo_F840,MUJER,5-9,PICHIDEGUA,1
2023,autismo_F840,MUJER,5-9,PIRQUE,1
2023,autismo_F840,MUJER,5-9,PUDAHUEL,2
2023,autismo_F840,MUJER,5-9,PUENTE ALTO,19
2023,autismo_F840,MUJER,5-9,PUERTO MONTT,3
2023,autismo_F840,MUJER,5-9,PUNTA ARENAS,1
2023,autismo_F840,MUJER,5-9,PUREN,2
2023,autismo_F840,MUJER,5-9,QUILLOTA,4
2023,autismo_F840,MUJER,5-9,QUILPUE,2
2023,autismo_F840,MUJER,5-9,RANCAGUA,2
2023,autismo_F840,MUJER,5-9,RECOLETA,1
2023,autismo_F840,MUJER,5-9,RETIRO,1
2023,autismo_F840,MUJER,5-9,RIO NEGRO,1
2023,autismo_F840,MUJER,5-9,ROMERAL,1
2023,autismo_F840,MUJER,5-9,SAN ANTONIO,1
2023,autismo_F840,MUJER,5-9,SAN BERNARDO,13
2023,autismo_F840,MUJER,5-9,SAN CARLOS,1
2023,autismo_F840,MUJER,5-9,SAN CLEMENTE,1
2023,autismo_F840,MUJER,5-9,SAN FABIAN,1
2023,autismo_F840,MUJER,5-9,SAN FELIPE,1
2023,autismo_F840,MUJER,5-9,SAN FERNANDO,1
2023,autismo_F840,MUJER,5-9,SAN JAVIER,1
2023,autismo_F840,MUJER,5-9,SAN JOAQUIN,1
2023,autismo_F840,MUJER,5-9,SAN JOSE DE MAIPO,2
2023,autismo_F840,MUJER,5-9,SAN PEDRO DE LA PAZ,2
2023,autismo_F840,MUJER,5-9,SAN RAMON,1
2023,autismo_F840,MUJER,5-9,SANTA JUANA,1
2023,autismo_F840,MUJER,5-9,SANTIAGO,6
2023,autismo_F840,MUJER,5-9,TALCA,2
2023,autismo_F840,MUJER,5-9,TALCAHUANO,3
2023,autismo_F840,MUJER,5-9,TEMUCO,7
2023,autismo_F840,MUJER,5-9,TOCOPILLA,1
2023,autismo_F840,MUJER,5-9,TOME,2
2023,autismo_F840,MUJER,5-9,TUCAPEL,1
2023,autismo_F840,MUJER,5-9,VALDIVIA,2
2023,autismo_F840,MUJER,5-9,VALLENAR,1
2023,autismo_F840,MUJER,5-9,VALPARAISO,7
2023,autismo_F840,MUJER,5-9,VICTORIA,1
2023,autismo_F840,MUJER,5-9,VILCUN,1
2023,autismo_F840,MUJER,5-9,VILLA ALEMANA,1
2023,autismo_F840,MUJER,5-9,VINA DEL MAR,7
2023,autismo_F840,MUJER,5-9,YUNGAY,3
2023,autismo_F840,MUJER,50-54,MAIPU,1
2023,autismo_F840,MUJER,50-54,PUERTO MONTT,1
2023,autismo_F840,MUJER,55-59,SAN PEDRO DE LA PAZ,1
2023,autismo_F840,MUJER,55-59,TEMUCO,1
2023,autismo_F840,MUJER,60-64,QUINTA NORMAL,1
2023,autismo_F840,MUJER,60-64,TALCAHUANO,1
2023,autismo_F840,MUJER,80+,RENCA,1
2023,autismo_F840,,0-4,LO ESPEJO,1
2023,autismo_F840,,15-19,PUERTO MONTT,1
2024,autismo_F840,HOMBRE,0-4,ALTO HOSPICIO,7
2024,autismo_F840,HOMBRE,0-4,ANDACOLLO,2
2024,autismo_F840,HOMBRE,0-4,ANGOL,6
2024,autismo_F840,HOMBRE,0-4,ANTOFAGASTA,35
2024,autismo_F840,HOMBRE,0-4,ARICA,9
2024,autismo_F840,HOMBRE,0-4,BUIN,2
2024,autismo_F840,HOMBRE,0-4,BULNES,1
2024,autismo_F840,HOMBRE,0-4,CABILDO,1
2024,autismo_F840,HOMBRE,0-4,CABO DE HORNOS,1
2024,autismo_F840,HOMBRE,0-4,CALAMA,19
2024,autismo_F840,HOMBRE,0-4,CALERA,3
2024,autismo_F840,HOMBRE,0-4,CALERA DE TANGO,1
2024,autismo_F840,HOMBRE,0-4,CANETE,1
2024,autismo_F840,HOMBRE,0-4,CARTAGENA,1
2024,autismo_F840,HOMBRE,0-4,CASTRO,1
2024,autismo_F840,HOMBRE,0-4,CAUQUENES,2
2024,autismo_F840,HOMBRE,0-4,CERRILLOS,4
2024,autismo_F840,HOMBRE,0-4,CERRO NAVIA,7
2024,autismo_F840,HOMBRE,0-4,CHIGUAYANTE,4
2024,autismo_F840,HOMBRE,0-4,CHILLAN,14
2024,autismo_F840,HOMBRE,0-4,COELEMU,1
2024,autismo_F840,HOMBRE,0-4,COIHAIQUE,4
2024,autismo_F840,HOMBRE,0-4,COIHUECO,1
2024,autismo_F840,HOMBRE,0-4,COLBUN,1
2024,autismo_F840,HOMBRE,0-4,COLINA,1
2024,autismo_F840,HOMBRE,0-4,COLTAUCO,1
2024,autismo_F840,HOMBRE,0-4,CON CON,1
2024,autismo_F840,HOMBRE,0-4,CONCEPCION,4
2024,autismo_F840,HOMBRE,0-4,CONSTITUCION,2
2024,autismo_F840,HOMBRE,0-4,COPIAPO,3
2024,autismo_F840,HOMBRE,0-4,COQUIMBO,15
2024,autismo_F840,HOMBRE,0-4,CORONEL,11
2024,autismo_F840,HOMBRE,0-4,CUNCO,1
2024,autismo_F840,HOMBRE,0-4,CURANILAHUE,3
2024,autismo_F840,HOMBRE,0-4,CURICO,8
2024,autismo_F840,HOMBRE,0-4,EL BOSQUE,11
2024,autismo_F840,HOMBRE,0-4,EL MONTE,4
2024,autismo_F840,HOMBRE,0-4,ESTACION CENTRAL,7
2024,autismo_F840,HOMBRE,0-4,FREIRE,1
2024,autismo_F840,HOMBRE,0-4,FREIRINA,1
2024,autismo_F840,HOMBRE,0-4,HIJUELAS,1
2024,autismo_F840,HOMBRE,0-4,HUALPEN,7
2024,autismo_F840,HOMBRE,0-4,HUECHURABA,2
2024,autismo_F840,HOMBRE,0-4,INDEPENDENCIA,1
2024,autismo_F840,HOMBRE,0-4,IQUIQUE,8
2024,autismo_F840,HOMBRE,0-4,LA CISTERNA,3
2024,autismo_F840,HOMBRE,0-4,LA FLORIDA,18
2024,autismo_F840,HOMBRE,0-4,LA GRANJA,6
2024,autismo_F840,HOMBRE,0-4,LA PINTANA,11
2024,autismo_F840,HOMBRE,0-4,LA SERENA,32
2024,autismo_F840,HOMBRE,0-4,LAGO RANCO,1
2024,autismo_F840,HOMBRE,0-4,LINARES,7
2024,autismo_F840,HOMBRE,0-4,LITUECHE,1
2024,autismo_F840,HOMBRE,0-4,LLAILLAY,2
2024,autismo_F840,HOMBRE,0-4,LO BARNECHEA,4
2024,autismo_F840,HOMBRE,0-4,LO ESPEJO,10
2024,autismo_F840,HOMBRE,0-4,LO PRADO,2
2024,autismo_F840,HOMBRE,0-4,LONCOCHE,1
2024,autismo_F840,HOMBRE,0-4,LONGAVI,3
2024,autismo_F840,HOMBRE,0-4,LOS ALAMOS,1
2024,autismo_F840,HOMBRE,0-4,LOS ANDES,4
2024,autismo_F840,HOMBRE,0-4,LOS ANGELES,15
2024,autismo_F840,HOMBRE,0-4,LOS VILOS,1
2024,autismo_F840,HOMBRE,0-4,LOTA,2
2024,autismo_F840,HOMBRE,0-4,MACHALI,1
2024,autismo_F840,HOMBRE,0-4,MACUL,2
2024,autismo_F840,HOMBRE,0-4,MAIPU,27
2024,autismo_F840,HOMBRE,0-4,MAULE,1
2024,autismo_F840,HOMBRE,0-4,MEJILLONES,1
2024,autismo_F840,HOMBRE,0-4,MELIPILLA,5
2024,autismo_F840,HOMBRE,0-4,MOLINA,2
2024,autismo_F840,HOMBRE,0-4,MONTE PATRIA,2
2024,autismo_F840,HOMBRE,0-4,MULCHEN,2
2024,autismo_F840,HOMBRE,0-4,NACIMIENTO,2
2024,autismo_F840,HOMBRE,0-4,NEGRETE,1
2024,autismo_F840,HOMBRE,0-4,NIQUEN,1
2024,autismo_F840,HOMBRE,0-4,NOGALES,1
2024,autismo_F840,HOMBRE,0-4,NUEVA IMPERIAL,3
2024,autismo_F840,HOMBRE,0-4,NUNOA,2
2024,autismo_F840,HOMBRE,0-4,OLIVAR,1
2024,autismo_F840,HOMBRE,0-4,OLMUE,1
2024,autismo_F840,HOMBRE,0-4,OSORNO,10
2024,autismo_F840,HOMBRE,0-4,OVALLE,12
2024,autismo_F840,HOMBRE,0-4,PADRE HURTADO,2
2024,autismo_F840,HOMBRE,0-4,PADRE LAS CASAS,4
2024,autismo_F840,HOMBRE,0-4,PAILLACO,1
2024,autismo_F840,HOMBRE,0-4,PAINE,2
2024,autismo_F840,HOMBRE,0-4,PARRAL,4
2024,autismo_F840,HOMBRE,0-4,PEDRO AGUIRRE CERDA,7
2024,autismo_F840,HOMBRE,0-4,PELARCO,1
2024,autismo_F840,HOMBRE,0-4,PENAFLOR,2
2024,autismo_F840,HOMBRE,0-4,PENALOLEN,11
2024,autismo_F840,HOMBRE,0-4,PENCO,4
2024,autismo_F840,HOMBRE,0-4,PICHILEMU,1
2024,autismo_F840,HOMBRE,0-4,PIRQUE,2
2024,autismo_F840,HOMBRE,0-4,PITRUFQUEN,3
2024,autismo_F840,HOMBRE,0-4,POZO ALMONTE,1
2024,autismo_F840,HOMBRE,0-4,PROVIDENCIA,1
2024,autismo_F840,HOMBRE,0-4,PUCON,2
2024,autismo_F840,HOMBRE,0-4,PUDAHUEL,5
2024,autismo_F840,HOMBRE,0-4,PUENTE ALTO,49
2024,autismo_F840,HOMBRE,0-4,PUERTO MONTT,5
2024,autismo_F840,HOMBRE,0-4,PUNTA ARENAS,4
2024,autismo_F840,HOMBRE,0-4,PURRANQUE,2
2024,autismo_F840,HOMBRE,0-4,PUTAENDO,1
2024,autismo_F840,HOMBRE,0-4,QUELLON,3
