year,definition,role,sex,age,records
2024,TEA_operacional,solo_secundario,MUJER,42.0,7
2024,TEA_operacional,solo_secundario,MUJER,43.0,3
2024,TEA_operacional,solo_secundario,MUJER,44.0,1
2024,TEA_operacional,solo_secundario,MUJER,45.0,3
2024,TEA_operacional,solo_secundario,MUJER,46.0,1
2024,TEA_operacional,solo_secundario,MUJER,47.0,3
2024,TEA_operacional,solo_secundario,MUJER,48.0,2
2024,TEA_operacional,solo_secundario,MUJER,49.0,2
2024,TEA_operacional,solo_secundario,MUJER,50.0,4
2024,TEA_operacional,solo_secundario,MUJER,51.0,1
2024,TEA_operacional,solo_secundario,MUJER,52.0,1
2024,TEA_operacional,solo_secundario,MUJER,53.0,1
2024,TEA_operacional,solo_secundario,MUJER,54.0,1
2024,TEA_operacional,solo_secundario,MUJER,56.0,2
2024,TEA_operacional,solo_secundario,MUJER,57.0,2
2024,TEA_operacional,solo_secundario,MUJER,60.0,1
2024,TEA_operacional,solo_secundario,MUJER,62.0,1
2024,TEA_operacional,solo_secundario,MUJER,65.0,2
2024,TEA_operacional,solo_secundario,MUJER,66.0,1
2024,TEA_operacional,solo_secundario,MUJER,71.0,1
2024,TEA_operacional,solo_secundario,MUJER,73.0,1
2024,TEA_operacional,solo_secundario,MUJER,74.0,1
2024,TEA_operacional,solo_secundario,MUJER,79.0,1
2024,TEA_operacional,solo_secundario,MUJER,80.0,1
2024,TEA_operacional,solo_secundario,MUJER,81.0,1
2024,TEA_operacional,solo_secundario,MUJER,82.0,1
2024,TEA_operacional,solo_secundario,MUJER,84.0,2
2024,TEA_operacional,solo_secundario,MUJER,88.0,1
2024,TEA_operacional,solo_secundario,MUJER,89.0,1
2024,TEA_operacional,solo_secundario,,3.0,1
2024,TEA_operacional,solo_secundario,,13.0,1
2024,TEA_operacional,solo_secundario,,15.0,1
2024,TEA_operacional,solo_secundario,,16.0,1
2019,F84_historico,principal,HOMBRE,0.0,1
2019,F84_historico,principal,HOMBRE,1.0,1
2019,F84_historico,principal,HOMBRE,2.0,4
2019,F84_historico,principal,HOMBRE,3.0,4
2019,F84_historico,principal,HOMBRE,4.0,6
2019,F84_historico,principal,HOMBRE,5.0,7
2019,F84_historico,principal,HOMBRE,6.0,7
2019,F84_historico,principal,HOMBRE,7.0,3
2019,F84_historico,principal,HOMBRE,8.0,9
2019,F84_historico,principal,HOMBRE,9.0,6
2019,F84_historico,principal,HOMBRE,10.0,6
2019,F84_historico,principal,HOMBRE,11.0,6
2019,F84_historico,principal,HOMBRE,12.0,13
2019,F84_historico,principal,HOMBRE,13.0,17
2019,F84_historico,principal,HOMBRE,14.0,15
2019,F84_historico,principal,HOMBRE,15.0,14
2019,F84_historico,principal,HOMBRE,16.0,11
2019,F84_historico,principal,HOMBRE,17.0,7
2019,F84_historico,principal,HOMBRE,18.0,6
2019,F84_historico,principal,HOMBRE,19.0,4
2019,F84_historico,principal,HOMBRE,20.0,8
2019,F84_historico,principal,HOMBRE,21.0,6
2019,F84_historico,principal,HOMBRE,22.0,3
2019,F84_historico,principal,HOMBRE,23.0,4
2019,F84_historico,principal,HOMBRE,25.0,2
2019,F84_historico,principal,HOMBRE,26.0,1
2019,F84_historico,principal,HOMBRE,27.0,2
2019,F84_historico,principal,HOMBRE,28.0,2
2019,F84_historico,principal,HOMBRE,29.0,3
2019,F84_historico,principal,HOMBRE,31.0,1
2019,F84_historico,principal,HOMBRE,34.0,2
2019,F84_historico,principal,HOMBRE,35.0,1
2019,F84_historico,principal,HOMBRE,37.0,1
2019,F84_historico,principal,HOMBRE,55.0,1
2019,F84_historico,principal,MUJER,1.0,1
2019,F84_historico,principal,MUJER,2.0,2
2019,F84_historico,principal,MUJER,3.0,2
2019,F84_historico,principal,MUJER,4.0,1
2019,F84_historico,principal,MUJER,5.0,4
2019,F84_historico,principal,MUJER,8.0,2
2019,F84_historico,principal,MUJER,10.0,3
2019,F84_historico,principal,MUJER,11.0,2
2019,F84_historico,principal,MUJER,12.0,7
2019,F84_historico,principal,MUJER,13.0,3
2019,F84_historico,principal,MUJER,14.0,3
2019,F84_historico,principal,MUJER,15.0,7
2019,F84_historico,principal,MUJER,16.0,2
2019,F84_historico,principal,MUJER,17.0,2
2019,F84_historico,principal,MUJER,18.0,1
2019,F84_historico,principal,MUJER,19.0,1
2019,F84_historico,principal,MUJER,21.0,1
2019,F84_historico,principal,MUJER,22.0,2
2019,F84_historico,principal,MUJER,24.0,2
2019,F84_historico,principal,MUJER,27.0,1
2019,F84_historico,principal,MUJER,31.0,1
2019,F84_historico,principal_y_secundario,HOMBRE,3.0,2
2019,F84_historico,principal_y_secundario,HOMBRE,10.0,1
2019,F84_historico,principal_y_secundario,HOMBRE,17.0,1
2019,F84_historico,principal_y_secundario,HOMBRE,21.0,1
2019,F84_historico,principal_y_secundario,HOMBRE,30.0,1
2019,F84_historico,principal_y_secundario,MUJER,17.0,1
2019,F84_historico,solo_secundario,HOMBRE,0.0,48
2019,F84_historico,solo_secundario,HOMBRE,1.0,49
2019,F84_historico,solo_secundario,HOMBRE,2.0,74
2019,F84_historico,solo_secundario,HOMBRE,3.0,117
2019,F84_historico,solo_secundario,HOMBRE,4.0,122
2019,F84_historico,solo_secundario,HOMBRE,5.0,118
2019,F84_historico,solo_secundario,HOMBRE,6.0,100
2019,F84_historico,solo_secundario,HOMBRE,7.0,116
2019,F84_historico,solo_secundario,HOMBRE,8.0,118
2019,F84_historico,solo_secundario,HOMBRE,9.0,89
2019,F84_historico,solo_secundario,HOMBRE,10.0,95
2019,F84_historico,solo_secundario,HOMBRE,11.0,47
2019,F84_historico,solo_secundario,HOMBRE,12.0,65
2019,F84_historico,solo_secundario,HOMBRE,13.0,63
2019,F84_historico,solo_secundario,HOMBRE,14.0,62
2019,F84_historico,solo_secundario,HOMBRE,15.0,44
2019,F84_historico,solo_secundario,HOMBRE,16.0,31
2019,F84_historico,solo_secundario,HOMBRE,17.0,27
2019,F84_historico,solo_secundario,HOMBRE,18.0,25
2019,F84_historico,solo_secundario,HOMBRE,19.0,23
2019,F84_historico,solo_secundario,HOMBRE,20.0,14
2019,F84_historico,solo_secundario,HOMBRE,21.0,20
2019,F84_historico,solo_secundario,HOMBRE,22.0,11
2019,F84_historico,solo_secundario,HOMBRE,23.0,8
2019,F84_historico,solo_secundario,HOMBRE,24.0,8
2019,F84_historico,solo_secundario,HOMBRE,25.0,8
2019,F84_historico,solo_secundario,HOMBRE,26.0,13
2019,F84_historico,solo_secundario,HOMBRE,27.0,9
2019,F84_historico,solo_secundario,HOMBRE,28.0,9
2019,F84_historico,solo_secundario,HOMBRE,29.0,5
2019,F84_historico,solo_secundario,HOMBRE,30.0,9
2019,F84_historico,solo_secundario,HOMBRE,31.0,7
2019,F84_historico,solo_secundario,HOMBRE,32.0,8
2019,F84_historico,solo_secundario,HOMBRE,34.0,2
2019,F84_historico,solo_secundario,HOMBRE,35.0,7
2019,F84_historico,solo_secundario,HOMBRE,36.0,4
2019,F84_historico,solo_secundario,HOMBRE,37.0,1
2019,F84_historico,solo_secundario,HOMBRE,38.0,1
2019,F84_historico,solo_secundario,HOMBRE,39.0,2
2019,F84_historico,solo_secundario,HOMBRE,40.0,3
2019,F84_historico,solo_secundario,HOMBRE,41.0,1
2019,F84_historico,solo_secundario,HOMBRE,43.0,1
2019,F84_historico,solo_secundario,HOMBRE,46.0,1
2019,F84_historico,solo_secundario,HOMBRE,47.0,1
2019,F84_historico,solo_secundario,HOMBRE,48.0,1
2019,F84_historico,solo_secundario,HOMBRE,50.0,1
2019,F84_historico,solo_secundario,HOMBRE,51.0,2
2019,F84_historico,solo_secundario,HOMBRE,54.0,1
2019,F84_historico,solo_secundario,HOMBRE,55.0,1
2019,F84_historico,solo_secundario,HOMBRE,59.0,1
2019,F84_historico,solo_secundario,HOMBRE,63.0,1
2019,F84_historico,solo_secundario,HOMBRE,64.0,1
2019,F84_historico,solo_secundario,HOMBRE,68.0,1
2019,F84_historico,solo_secundario,HOMBRE,74.0,1
2019,F84_historico,solo_secundario,HOMBRE,87.0,1
2019,F84_historico,solo_secundario,MUJER,0.0,22
2019,F84_historico,solo_secundario,MUJER,1.0,30
2019,F84_historico,solo_secundario,MUJER,2.0,39
2019,F84_historico,solo_secundario,MUJER,3.0,45
2019,F84_historico,solo_secundario,MUJER,4.0,29
2019,F84_historico,solo_secundario,MUJER,5.0,37
2019,F84_historico,solo_secundario,MUJER,6.0,27
2019,F84_historico,solo_secundario,MUJER,7.0,20
2019,F84_historico,solo_secundario,MUJER,8.0,37
2019,F84_historico,solo_secundario,MUJER,9.0,17
2019,F84_historico,solo_secundario,MUJER,10.0,28
2019,F84_historico,solo_secundario,MUJER,11.0,30
2019,F84_historico,solo_secundario,MUJER,12.0,26
2019,F84_historico,solo_secundario,MUJER,13.0,27
2019,F84_historico,solo_secundario,MUJER,14.0,30
2019,F84_historico,solo_secundario,MUJER,15.0,13
2019,F84_historico,solo_secundario,MUJER,16.0,6
2019,F84_historico,solo_secundario,MUJER,17.0,9
2019,F84_historico,solo_secundario,MUJER,18.0,8
2019,F84_historico,solo_secundario,MUJER,19.0,8
2019,F84_historico,solo_secundario,MUJER,20.0,3
2019,F84_historico,solo_secundario,MUJER,21.0,3
2019,F84_historico,solo_secundario,MUJER,22.0,6
2019,F84_historico,solo_secundario,MUJER,23.0,4
2019,F84_historico,solo_secundario,MUJER,24.0,3
2019,F84_historico,solo_secundario,MUJER,25.0,3
2019,F84_historico,solo_secundario,MUJER,26.0,2
2019,F84_historico,solo_secundario,MUJER,27.0,1
2019,F84_historico,solo_secundario,MUJER,28.0,1
2019,F84_historico,solo_secundario,MUJER,29.0,1
2019,F84_historico,solo_secundario,MUJER,30.0,3
2019,F84_historico,solo_secundario,MUJER,31.0,6
2019,F84_historico,solo_secundario,MUJER,32.0,2
2019,F84_historico,solo_secundario,MUJER,33.0,1
2019,F84_historico,solo_secundario,MUJER,36.0,2
2019,F84_historico,solo_secundario,MUJER,37.0,1
2019,F84_historico,solo_secundario,MUJER,39.0,1
2019,F84_historico,solo_secundario,MUJER,41.0,1
2019,F84_historico,solo_secundario,MUJER,44.0,2
2019,F84_historico,solo_secundario,MUJER,45.0,1
2019,F84_historico,solo_secundario,MUJER,46.0,1
2019,F84_historico,solo_secundario,MUJER,51.0,1
2019,F84_historico,solo_secundario,MUJER,52.0,1
2019,F84_historico,solo_secundario,MUJER,55.0,1
2019,F84_historico,solo_secundario,MUJER,57.0,3
2019,F84_historico,solo_secundario,MUJER,59.0,1
2019,F84_historico,solo_secundario,MUJER,62.0,1
2019,F84_historico,solo_secundario,MUJER,68.0,1
2019,F84_historico,solo_secundario,,11.0,1
2020,F84_historico,principal,HOMBRE,0.0,1
2020,F84_historico,principal,HOMBRE,1.0,1
2020,F84_historico,principal,HOMBRE,2.0,1
2020,F84_historico,principal,HOMBRE,3.0,2
2020,F84_historico,principal,HOMBRE,4.0,3
2020,F84_historico,principal,HOMBRE,5.0,4
2020,F84_historico,principal,HOMBRE,6.0,3
2020,F84_historico,principal,HOMBRE,7.0,2
2020,F84_historico,principal,HOMBRE,8.0,2
2020,F84_historico,principal,HOMBRE,9.0,10
2020,F84_historico,principal,HOMBRE,10.0,8
2020,F84_historico,principal,HOMBRE,11.0,9
2020,F84_historico,principal,HOMBRE,12.0,4
2020,F84_historico,principal,HOMBRE,13.0,8
2020,F84_historico,principal,HOMBRE,14.0,8
2020,F84_historico,principal,HOMBRE,15.0,12
2020,F84_historico,principal,HOMBRE,16.0,4
2020,F84_historico,principal,HOMBRE,17.0,8
2020,F84_historico,principal,HOMBRE,18.0,6
2020,F84_historico,principal,HOMBRE,19.0,5
2020,F84_historico,principal,HOMBRE,20.0,2
2020,F84_historico,principal,HOMBRE,22.0,5
2020,F84_historico,principal,HOMBRE,23.0,2
2020,F84_historico,principal,HOMBRE,25.0,2
2020,F84_historico,principal,HOMBRE,26.0,2
2020,F84_historico,principal,HOMBRE,30.0,1
2020,F84_historico,principal,HOMBRE,33.0,1
2020,F84_historico,principal,HOMBRE,34.0,1
2020,F84_historico,principal,HOMBRE,35.0,1
2020,F84_historico,principal,HOMBRE,37.0,1
2020,F84_historico,principal,MUJER,1.0,1
2020,F84_historico,principal,MUJER,4.0,3
2020,F84_historico,principal,MUJER,6.0,3
2020,F84_historico,principal,MUJER,9.0,1
2020,F84_historico,principal,MUJER,10.0,2
2020,F84_historico,principal,MUJER,11.0,2
2020,F84_historico,principal,MUJER,12.0,1
2020,F84_historico,principal,MUJER,13.0,5
2020,F84_historico,principal,MUJER,14.0,4
2020,F84_historico,principal,MUJER,15.0,1
2020,F84_historico,principal,MUJER,16.0,1
2020,F84_historico,principal,MUJER,17.0,2
2020,F84_historico,principal,MUJER,18.0,3
2020,F84_historico,principal,MUJER,21.0,3
2020,F84_historico,principal,MUJER,22.0,3
2020,F84_historico,principal,MUJER,27.0,1
2020,F84_historico,principal_y_secundario,HOMBRE,4.0,1
2020,F84_historico,principal_y_secundario,HOMBRE,10.0,1
2020,F84_historico,principal_y_secundario,HOMBRE,11.0,1
2020,F84_historico,principal_y_secundario,HOMBRE,13.0,1
2020,F84_historico,principal_y_secundario,HOMBRE,14.0,1
2020,F84_historico,principal_y_secundario,MUJER,4.0,1
2020,F84_historico,principal_y_secundario,MUJER,14.0,1
2020,F84_historico,principal_y_secundario,MUJER,18.0,1
2020,F84_historico,solo_secundario,HOMBRE,0.0,17
2020,F84_historico,solo_secundario,HOMBRE,1.0,28
2020,F84_historico,solo_secundario,HOMBRE,2.0,33
2020,F84_historico,solo_secundario,HOMBRE,3.0,91
2020,F84_historico,solo_secundario,HOMBRE,4.0,78
2020,F84_historico,solo_secundario,HOMBRE,5.0,72
2020,F84_historico,solo_secundario,HOMBRE,6.0,72
2020,F84_historico,solo_secundario,HOMBRE,7.0,56
2020,F84_historico,solo_secundario,HOMBRE,8.0,54
2020,F84_historico,solo_secundario,HOMBRE,9.0,54
2020,F84_historico,solo_secundario,HOMBRE,10.0,70
2020,F84_historico,solo_secundario,HOMBRE,11.0,53
2020,F84_historico,solo_secundario,HOMBRE,12.0,49
2020,F84_historico,solo_secundario,HOMBRE,13.0,47
2020,F84_historico,solo_secundario,HOMBRE,14.0,59
2020,F84_historico,solo_secundario,HOMBRE,15.0,46
2020,F84_historico,solo_secundario,HOMBRE,16.0,27
2020,F84_historico,solo_secundario,HOMBRE,17.0,28
2020,F84_historico,solo_secundario,HOMBRE,18.0,21
2020,F84_historico,solo_secundario,HOMBRE,19.0,13
2020,F84_historico,solo_secundario,HOMBRE,20.0,3
2020,F84_historico,solo_secundario,HOMBRE,21.0,9
2020,F84_historico,solo_secundario,HOMBRE,22.0,15
2020,F84_historico,solo_secundario,HOMBRE,23.0,8
2020,F84_historico,solo_secundario,HOMBRE,24.0,3
2020,F84_historico,solo_secundario,HOMBRE,25.0,10
2020,F84_historico,solo_secundario,HOMBRE,26.0,5
2020,F84_historico,solo_secundario,HOMBRE,27.0,6
2020,F84_historico,solo_secundario,HOMBRE,28.0,2
2020,F84_historico,solo_secundario,HOMBRE,29.0,4
2020,F84_historico,solo_secundario,HOMBRE,30.0,5
2020,F84_historico,solo_secundario,HOMBRE,31.0,5
2020,F84_historico,solo_secundario,HOMBRE,32.0,5
2020,F84_historico,solo_secundario,HOMBRE,33.0,5
2020,F84_historico,solo_secundario,HOMBRE,34.0,4
2020,F84_historico,solo_secundario,HOMBRE,35.0,4
2020,F84_historico,solo_secundario,HOMBRE,36.0,1
2020,F84_historico,solo_secundario,HOMBRE,37.0,2
2020,F84_historico,solo_secundario,HOMBRE,39.0,1
2020,F84_historico,solo_secundario,HOMBRE,40.0,4
2020,F84_historico,solo_secundario,HOMBRE,41.0,3
2020,F84_historico,solo_secundario,HOMBRE,42.0,1
2020,F84_historico,solo_secundario,HOMBRE,44.0,1
2020,F84_historico,solo_secundario,HOMBRE,45.0,1
2020,F84_historico,solo_secundario,HOMBRE,46.0,1
2020,F84_historico,solo_secundario,HOMBRE,49.0,1
2020,F84_historico,solo_secundario,HOMBRE,50.0,1
2020,F84_historico,solo_secundario,HOMBRE,58.0,1
2020,F84_historico,solo_secundario,HOMBRE,59.0,1
2020,F84_historico,solo_secundario,HOMBRE,64.0,1
2020,F84_historico,solo_secundario,HOMBRE,66.0,1
2020,F84_historico,solo_secundario,HOMBRE,71.0,1
2020,F84_historico,solo_secundario,HOMBRE,91.0,1
2020,F84_historico,solo_secundario,MUJER,0.0,13
2020,F84_historico,solo_secundario,MUJER,1.0,15
2020,F84_historico,solo_secundario,MUJER,2.0,20
2020,F84_historico,solo_secundario,MUJER,3.0,23
2020,F84_historico,solo_secundario,MUJER,4.0,30
2020,F84_historico,solo_secundario,MUJER,5.0,24
2020,F84_historico,solo_secundario,MUJER,6.0,18
2020,F84_historico,solo_secundario,MUJER,7.0,15
2020,F84_historico,solo_secundario,MUJER,8.0,30
2020,F84_historico,solo_secundario,MUJER,9.0,17
2020,F84_historico,solo_secundario,MUJER,10.0,12
2020,F84_historico,solo_secundario,MUJER,11.0,18
2020,F84_historico,solo_secundario,MUJER,12.0,21
2020,F84_historico,solo_secundario,MUJER,13.0,24
2020,F84_historico,solo_secundario,MUJER,14.0,22
2020,F84_historico,solo_secundario,MUJER,15.0,14
2020,F84_historico,solo_secundario,MUJER,16.0,8
2020,F84_historico,solo_secundario,MUJER,17.0,8
2020,F84_historico,solo_secundario,MUJER,18.0,6
2020,F84_historico,solo_secundario,MUJER,19.0,3
2020,F84_historico,solo_secundario,MUJER,20.0,2
2020,F84_historico,solo_secundario,MUJER,22.0,1
2020,F84_historico,solo_secundario,MUJER,24.0,4
2020,F84_historico,solo_secundario,MUJER,25.0,3
2020,F84_historico,solo_secundario,MUJER,26.0,4
2020,F84_historico,solo_secundario,MUJER,27.0,2
2020,F84_historico,solo_secundario,MUJER,28.0,4
2020,F84_historico,solo_secundario,MUJER,29.0,2
2020,F84_historico,solo_secundario,MUJER,31.0,2
2020,F84_historico,solo_secundario,MUJER,32.0,1
2020,F84_historico,solo_secundario,MUJER,33.0,4
2020,F84_historico,solo_secundario,MUJER,37.0,5
2020,F84_historico,solo_secundario,MUJER,38.0,2
2020,F84_historico,solo_secundario,MUJER,39.0,2
2020,F84_historico,solo_secundario,MUJER,40.0,1
2020,F84_historico,solo_secundario,MUJER,43.0,1
2020,F84_historico,solo_secundario,MUJER,46.0,1
2020,F84_historico,solo_secundario,MUJER,55.0,1
2020,F84_historico,solo_secundario,MUJER,63.0,1
2020,F84_historico,solo_secundario,MUJER,72.0,1
2020,F84_historico,solo_secundario,MUJER,76.0,1
2021,F84_historico,principal,HOMBRE,1.0,1
2021,F84_historico,principal,HOMBRE,2.0,7
2021,F84_historico,principal,HOMBRE,3.0,6
2021,F84_historico,principal,HOMBRE,4.0,2
2021,F84_historico,principal,HOMBRE,5.0,6
2021,F84_historico,principal,HOMBRE,6.0,4
2021,F84_historico,principal,HOMBRE,7.0,1
2021,F84_historico,principal,HOMBRE,8.0,6
2021,F84_historico,principal,HOMBRE,9.0,5
2021,F84_historico,principal,HOMBRE,10.0,2
2021,F84_historico,principal,HOMBRE,11.0,4
2021,F84_historico,principal,HOMBRE,12.0,4
2021,F84_historico,principal,HOMBRE,13.0,7
2021,F84_historico,principal,HOMBRE,14.0,10
2021,F84_historico,principal,HOMBRE,15.0,8
2021,F84_historico,principal,HOMBRE,16.0,11
2021,F84_historico,principal,HOMBRE,17.0,3
2021,F84_historico,principal,HOMBRE,18.0,6
2021,F84_historico,principal,HOMBRE,19.0,12
2021,F84_historico,principal,HOMBRE,20.0,7
2021,F84_historico,principal,HOMBRE,21.0,5
2021,F84_historico,principal,HOMBRE,22.0,2
2021,F84_historico,principal,HOMBRE,23.0,2
2021,F84_historico,principal,HOMBRE,24.0,1
2021,F84_historico,principal,HOMBRE,25.0,3
2021,F84_historico,principal,HOMBRE,26.0,3
2021,F84_historico,principal,HOMBRE,27.0,2
2021,F84_historico,principal,HOMBRE,29.0,1
2021,F84_historico,principal,HOMBRE,30.0,3
2021,F84_historico,principal,HOMBRE,31.0,5
2021,F84_historico,principal,HOMBRE,32.0,1
2021,F84_historico,principal,HOMBRE,33.0,2
2021,F84_historico,principal,HOMBRE,34.0,2
2021,F84_historico,principal,HOMBRE,36.0,4
2021,F84_historico,principal,HOMBRE,37.0,1
2021,F84_historico,principal,MUJER,1.0,3
2021,F84_historico,principal,MUJER,2.0,4
2021,F84_historico,principal,MUJER,3.0,3
2021,F84_historico,principal,MUJER,5.0,2
2021,F84_historico,principal,MUJER,7.0,2
2021,F84_historico,principal,MUJER,8.0,1
2021,F84_historico,principal,MUJER,9.0,1
2021,F84_historico,principal,MUJER,10.0,1
2021,F84_historico,principal,MUJER,11.0,3
2021,F84_historico,principal,MUJER,12.0,4
2021,F84_historico,principal,MUJER,13.0,4
2021,F84_historico,principal,MUJER,14.0,2
2021,F84_historico,principal,MUJER,15.0,1
2021,F84_historico,principal,MUJER,17.0,1
2021,F84_historico,principal,MUJER,19.0,1
2021,F84_historico,principal,MUJER,20.0,1
2021,F84_historico,principal,MUJER,22.0,1
2021,F84_historico,principal,MUJER,25.0,2
2021,F84_historico,principal_y_secundario,HOMBRE,12.0,1
2021,F84_historico,principal_y_secundario,HOMBRE,17.0,1
2021,F84_historico,principal_y_secundario,MUJER,13.0,1
2021,F84_historico,solo_secundario,HOMBRE,0.0,11
2021,F84_historico,solo_secundario,HOMBRE,1.0,19
2021,F84_historico,solo_secundario,HOMBRE,2.0,92
2021,F84_historico,solo_secundario,HOMBRE,3.0,108
2021,F84_historico,solo_secundario,HOMBRE,4.0,118
2021,F84_historico,solo_secundario,HOMBRE,5.0,112
2021,F84_historico,solo_secundario,HOMBRE,6.0,132
2021,F84_historico,solo_secundario,HOMBRE,7.0,99
2021,F84_historico,solo_secundario,HOMBRE,8.0,122
2021,F84_historico,solo_secundario,HOMBRE,9.0,84
2021,F84_historico,solo_secundario,HOMBRE,10.0,89
2021,F84_historico,solo_secundario,HOMBRE,11.0,105
2021,F84_historico,solo_secundario,HOMBRE,12.0,83
2021,F84_historico,solo_secundario,HOMBRE,13.0,69
2021,F84_historico,solo_secundario,HOMBRE,14.0,72
2021,F84_historico,solo_secundario,HOMBRE,15.0,51
2021,F84_historico,solo_secundario,HOMBRE,16.0,39
2021,F84_historico,solo_secundario,HOMBRE,17.0,28
2021,F84_historico,solo_secundario,HOMBRE,18.0,23
2021,F84_historico,solo_secundario,HOMBRE,19.0,18
2021,F84_historico,solo_secundario,HOMBRE,20.0,27
2021,F84_historico,solo_secundario,HOMBRE,21.0,12
2021,F84_historico,solo_secundario,HOMBRE,22.0,10
2021,F84_historico,solo_secundario,HOMBRE,23.0,7
2021,F84_historico,solo_secundario,HOMBRE,24.0,12
2021,F84_historico,solo_secundario,HOMBRE,25.0,10
2021,F84_historico,solo_secundario,HOMBRE,26.0,10
2021,F84_historico,solo_secundario,HOMBRE,27.0,5
2021,F84_historico,solo_secundario,HOMBRE,28.0,11
2021,F84_historico,solo_secundario,HOMBRE,29.0,14
2021,F84_historico,solo_secundario,HOMBRE,30.0,6
2021,F84_historico,solo_secundario,HOMBRE,31.0,4
2021,F84_historico,solo_secundario,HOMBRE,32.0,5
2021,F84_historico,solo_secundario,HOMBRE,33.0,4
2021,F84_historico,solo_secundario,HOMBRE,35.0,6
2021,F84_historico,solo_secundario,HOMBRE,36.0,3
2021,F84_historico,solo_secundario,HOMBRE,37.0,1
2021,F84_historico,solo_secundario,HOMBRE,38.0,1
2021,F84_historico,solo_secundario,HOMBRE,39.0,3
2021,F84_historico,solo_secundario,HOMBRE,40.0,1
2021,F84_historico,solo_secundario,HOMBRE,42.0,1
2021,F84_historico,solo_secundario,HOMBRE,43.0,1
2021,F84_historico,solo_secundario,HOMBRE,44.0,1
2021,F84_historico,solo_secundario,HOMBRE,45.0,2
2021,F84_historico,solo_secundario,HOMBRE,46.0,2
2021,F84_historico,solo_secundario,HOMBRE,47.0,1
2021,F84_historico,solo_secundario,HOMBRE,48.0,1
2021,F84_historico,solo_secundario,HOMBRE,51.0,3
2021,F84_historico,solo_secundario,HOMBRE,52.0,2
2021,F84_historico,solo_secundario,HOMBRE,54.0,1
2021,F84_historico,solo_secundario,HOMBRE,55.0,1
2021,F84_historico,solo_secundario,HOMBRE,57.0,1
2021,F84_historico,solo_secundario,HOMBRE,59.0,2
2021,F84_historico,solo_secundario,HOMBRE,64.0,3
2021,F84_historico,solo_secundario,HOMBRE,66.0,1
2021,F84_historico,solo_secundario,HOMBRE,69.0,2
2021,F84_historico,solo_secundario,HOMBRE,74.0,2
2021,F84_historico,solo_secundario,HOMBRE,77.0,1
2021,F84_historico,solo_secundario,HOMBRE,81.0,1
2021,F84_historico,solo_secundario,HOMBRE,82.0,1
2021,F84_historico,solo_secundario,HOMBRE,87.0,1
2021,F84_historico,solo_secundario,MUJER,0.0,5
2021,F84_historico,solo_secundario,MUJER,1.0,14
2021,F84_historico,solo_secundario,MUJER,2.0,26
2021,F84_historico,solo_secundario,MUJER,3.0,34
2021,F84_historico,solo_secundario,MUJER,4.0,30
2021,F84_historico,solo_secundario,MUJER,5.0,32
2021,F84_historico,solo_secundario,MUJER,6.0,30
2021,F84_historico,solo_secundario,MUJER,7.0,20
2021,F84_historico,solo_secundario,MUJER,8.0,28
2021,F84_historico,solo_secundario,MUJER,9.0,13
2021,F84_historico,solo_secundario,MUJER,10.0,17
2021,F84_historico,solo_secundario,MUJER,11.0,30
2021,F84_historico,solo_secundario,MUJER,12.0,44
2021,F84_historico,solo_secundario,MUJER,13.0,48
2021,F84_historico,solo_secundario,MUJER,14.0,45
2021,F84_historico,solo_secundario,MUJER,15.0,27
2021,F84_historico,solo_secundario,MUJER,16.0,9
2021,F84_historico,solo_secundario,MUJER,17.0,17
2021,F84_historico,solo_secundario,MUJER,18.0,12
2021,F84_historico,solo_secundario,MUJER,19.0,11
2021,F84_historico,solo_secundario,MUJER,20.0,9
2021,F84_historico,solo_secundario,MUJER,21.0,3
2021,F84_historico,solo_secundario,MUJER,22.0,2
2021,F84_historico,solo_secundario,MUJER,23.0,2
2021,F84_historico,solo_secundario,MUJER,24.0,1
2021,F84_historico,solo_secundario,MUJER,25.0,5
2021,F84_historico,solo_secundario,MUJER,26.0,1
2021,F84_historico,solo_secundario,MUJER,27.0,3
2021,F84_historico,solo_secundario,MUJER,28.0,4
2021,F84_historico,solo_secundario,MUJER,29.0,1
2021,F84_historico,solo_secundario,MUJER,30.0,1
2021,F84_historico,solo_secundario,MUJER,31.0,2
2021,F84_historico,solo_secundario,MUJER,32.0,5
2021,F84_historico,solo_secundario,MUJER,33.0,3
2021,F84_historico,solo_secundario,MUJER,35.0,4
2021,F84_historico,solo_secundario,MUJER,36.0,3
2021,F84_historico,solo_secundario,MUJER,38.0,3
2021,F84_historico,solo_secundario,MUJER,41.0,1
2021,F84_historico,solo_secundario,MUJER,44.0,1
2021,F84_historico,solo_secundario,MUJER,48.0,1
2021,F84_historico,solo_secundario,MUJER,50.0,1
2021,F84_historico,solo_secundario,MUJER,52.0,2
2021,F84_historico,solo_secundario,MUJER,74.0,1
2021,F84_historico,solo_secundario,MUJER,79.0,1
2021,F84_historico,solo_secundario,,6.0,1
2022,F84_historico,principal,HOMBRE,1.0,1
2022,F84_historico,principal,HOMBRE,2.0,3
2022,F84_historico,principal,HOMBRE,3.0,14
2022,F84_historico,principal,HOMBRE,4.0,7
2022,F84_historico,principal,HOMBRE,5.0,3
2022,F84_historico,principal,HOMBRE,6.0,8
2022,F84_historico,principal,HOMBRE,7.0,4
2022,F84_historico,principal,HOMBRE,8.0,6
2022,F84_historico,principal,HOMBRE,9.0,3
2022,F84_historico,principal,HOMBRE,10.0,8
