year,code,IdRegion,IdComuna,Col01,Col02,Col03,total_known,rows,rows_total_known,reporting_establishments
2023,09600217,6,06302,0,1,0,1,1,1,1
2023,09600217,6,06303,2,10,0,12,2,2,1
2023,09600217,6,06304,1,,0,,1,0,1
2023,09600217,6,06305,1,,0,,1,0,1
2023,09600217,6,06307,1,0,0,1,1,1,1
2023,09600217,6,06309,1,,0,,1,0,1
2023,09600217,6,06310,,1,0,,1,0,1
2023,09600217,7,07101,3,3,0,2,6,2,4
2023,09600217,7,07102,,1,,,1,0,1
2023,09600217,7,07109,2,1,0,1,3,1,3
2023,09600217,7,07110,1,,0,,1,0,1
2023,09600217,7,07201,1,1,,,2,0,1
2023,09600217,7,07301,4,1,,3,3,1,1
2023,09600217,7,07304,1,,,,1,0,1
2023,09600217,7,07306,,1,,,1,0,1
2023,09600217,7,07401,,1,,,1,0,1
2023,09600217,7,07404,1,,0,,1,0,1
2023,09600217,8,08101,3,,0,,3,0,2
2023,09600217,8,08103,2,0,0,1,2,1,2
2023,09600217,8,08104,1,,0,,1,0,1
2023,09600217,8,08105,1,,0,,1,0,1
2023,09600217,8,08106,2,1,0,2,2,1,1
2023,09600217,8,08107,1,,0,,1,0,1
2023,09600217,8,08108,2,0,0,1,2,1,1
2023,09600217,8,08109,5,2,0,6,5,4,1
2023,09600217,8,08110,18,2,0,10,8,1,2
2023,09600217,8,08111,,2,0,,1,0,1
2023,09600217,8,08112,2,1,0,1,3,1,2
2023,09600217,8,08301,6,1,0,2,5,1,2
2023,09600217,8,08302,1,,0,,1,0,1
2023,09600217,8,08305,2,,,,1,0,1
2023,09600217,8,08311,,1,1,,1,0,1
2023,09600217,8,08312,,3,,,1,0,1
2023,09600217,9,09101,2,0,0,2,2,2,2
2023,09600217,9,09110,,1,0,,1,0,1
2023,09600217,9,09120,,1,0,,1,0,1
2023,09600217,9,09204,4,0,2,4,2,2,1
2023,09600217,9,09206,1,1,0,2,1,1,1
2023,09600218,1,01101,3,0,0,3,3,3,3
2023,09600218,1,01107,3,1,0,1,4,1,3
2023,09600218,1,01401,2,2,1,2,3,2,2
2023,09600218,1,01403,2,0,0,2,1,1,1
2023,09600218,10,10101,6,1,0,2,4,1,3
2023,09600218,10,10102,2,1,0,2,3,2,3
2023,09600218,10,10106,1,0,0,1,1,1,1
2023,09600218,10,10108,,1,0,,1,0,1
2023,09600218,10,10109,2,2,0,3,2,1,2
2023,09600218,10,10201,2,0,0,2,2,2,2
2023,09600218,10,10202,2,0,0,2,1,1,1
2023,09600218,10,10205,1,0,0,1,1,1,1
2023,09600218,10,10208,4,2,0,6,4,4,1
2023,09600218,10,10302,1,,0,,1,0,1
2023,09600218,10,10305,1,2,0,,3,0,3
2023,09600218,10,10307,,2,2,,1,0,1
2023,09600218,11,11201,1,,0,,1,0,1
2023,09600218,11,11402,1,,1,,1,0,1
2023,09600218,13,13101,29,27,1,51,35,30,6
2023,09600218,13,13105,3,0,0,3,3,3,1
2023,09600218,13,13106,,1,0,,1,0,1
2023,09600218,13,13107,1,,,,1,0,1
2023,09600218,13,13108,7,0,0,5,6,4,1
2023,09600218,13,13109,1,2,0,2,2,1,2
2023,09600218,13,13110,1,4,0,2,3,1,2
2023,09600218,13,13111,7,5,0,9,9,6,3
2023,09600218,13,13112,8,5,0,11,9,7,4
2023,09600218,13,13113,1,2,0,2,3,2,2
2023,09600218,13,13114,1,,0,,1,0,1
2023,09600218,13,13117,4,1,0,3,5,3,2
2023,09600218,13,13118,4,1,0,1,4,1,2
2023,09600218,13,13119,1,,0,,1,0,1
2023,09600218,13,13120,1,,0,,1,0,1
2023,09600218,13,13121,5,2,0,2,7,2,3
2023,09600218,13,13122,18,3,0,14,9,4,2
2023,09600218,13,13123,1,1,0,2,1,1,1
2023,09600218,13,13124,3,3,0,6,3,3,2
2023,09600218,13,13125,,1,0,,1,0,1
2023,09600218,13,13126,17,7,0,14,12,4,4
2023,09600218,13,13128,16,16,0,25,14,10,2
2023,09600218,13,13129,0,1,0,1,1,1,1
2023,09600218,13,13130,3,3,0,5,4,3,1
2023,09600218,13,13131,3,0,0,3,3,3,2
2023,09600218,13,13201,39,33,0,68,17,15,4
2023,09600218,13,13202,,1,0,,1,0,1
2023,09600218,13,13401,2,1,0,1,3,1,1
2023,09600218,13,13402,6,5,0,9,7,6,3
2023,09600218,13,13403,3,3,0,3,4,1,1
2023,09600218,13,13404,6,5,0,8,6,3,4
2023,09600218,13,13501,5,6,0,10,4,3,4
2023,09600218,13,13502,2,0,0,1,2,1,2
2023,09600218,13,13602,2,0,0,2,1,1,1
2023,09600218,13,13605,2,2,,3,2,1,1
2023,09600218,14,14101,,1,,,1,0,1
2023,09600218,14,14102,2,0,0,1,2,1,1
2023,09600218,14,14105,1,1,1,2,1,1,1
2023,09600218,14,14108,1,6,3,,6,0,3
2023,09600218,15,15101,1,1,2,2,1,1,1
2023,09600218,15,15102,1,0,1,1,1,1,1
2023,09600218,15,15201,,1,1,,1,0,1
2023,09600218,16,16205,2,,,,2,0,1
2023,09600218,16,16301,2,1,0,2,2,1,1
2023,09600218,2,02101,16,7,0,18,12,7,7
2023,09600218,2,02201,1,0,0,1,1,1,1
2023,09600218,3,03101,2,2,0,2,3,1,3
2023,09600218,3,03103,3,1,0,,4,0,2
2023,09600218,3,03301,3,0,0,3,3,3,2
2023,09600218,3,03303,1,3,2,1,4,1,1
2023,09600218,4,04101,4,1,0,2,5,2,5
2023,09600218,4,04102,7,12,0,8,14,5,4
2023,09600218,4,04201,10,13,0,23,2,2,1
2023,09600218,4,04203,1,,0,,1,0,1
2023,09600218,4,04204,1,2,0,1,3,1,2
2023,09600218,4,04301,2,1,0,,3,0,2
2023,09600218,4,04302,2,5,1,2,6,1,4
2023,09600218,5,05101,1,,0,,1,0,1
2023,09600218,5,05103,1,1,0,2,2,2,1
2023,09600218,5,05105,1,1,0,,2,0,1
2023,09600218,5,05109,6,4,0,7,6,3,2
2023,09600218,5,05301,,1,,,1,0,1
2023,09600218,5,05303,1,0,0,1,1,1,1
2023,09600218,5,05401,4,4,0,7,3,2,3
2023,09600218,5,05402,3,1,0,3,2,1,2
2023,09600218,5,05501,10,11,0,14,9,3,3
2023,09600218,5,05503,,1,0,,1,0,1
2023,09600218,5,05504,,2,0,,2,0,1
2023,09600218,5,05506,2,,0,,2,0,1
2023,09600218,5,05601,2,5,0,5,4,3,3
2023,09600218,5,05604,1,1,0,2,1,1,1
2023,09600218,5,05605,1,2,0,,2,0,1
2023,09600218,5,05701,2,4,0,5,3,2,2
2023,09600218,5,05702,1,,,,1,0,1
2023,09600218,5,05801,3,5,0,5,4,1,1
2023,09600218,5,05804,4,2,0,4,4,2,3
2023,09600218,6,06101,4,1,0,4,4,3,4
2023,09600218,6,06102,0,1,0,1,1,1,1
2023,09600218,6,06103,1,,0,,1,0,1
2023,09600218,6,06104,1,,0,,1,0,1
2023,09600218,6,06111,1,,0,,1,0,1
2023,09600218,6,06112,1,,0,,1,0,1
2023,09600218,6,06113,2,0,0,2,2,2,1
2023,09600218,6,06114,2,0,0,2,1,1,1
2023,09600218,6,06115,4,2,0,2,6,2,4
2023,09600218,6,06117,4,3,0,3,4,1,3
2023,09600218,6,06204,1,1,0,,2,0,2
2023,09600218,6,06301,2,2,0,4,2,2,2
2023,09600218,6,06305,1,,0,,1,0,1
2023,09600218,6,06306,2,2,0,,4,0,2
2023,09600218,6,06308,1,0,0,1,1,1,1
2023,09600218,6,06310,0,1,0,1,1,1,1
2023,09600218,7,07101,12,11,0,8,14,2,7
2023,09600218,7,07102,1,,,,1,0,1
2023,09600218,7,07105,1,2,0,2,3,2,3
2023,09600218,7,07109,7,6,0,3,12,2,6
2023,09600218,7,07110,2,2,0,3,2,1,1
2023,09600218,7,07301,5,2,0,5,4,2,3
2023,09600218,7,07303,1,,0,,1,0,1
2023,09600218,7,07304,,1,0,,1,0,1
2023,09600218,7,07307,1,,0,,1,0,1
2023,09600218,7,07401,5,1,0,,6,0,4
2023,09600218,7,07402,1,1,0,2,1,1,1
2023,09600218,7,07403,,3,,,2,0,2
2023,09600218,7,07404,,1,0,,1,0,1
2023,09600218,7,07405,1,,0,,1,0,1
2023,09600218,7,07406,5,0,0,5,3,3,1
2023,09600218,8,08101,3,0,0,2,2,1,2
2023,09600218,8,08103,1,0,0,1,1,1,1
2023,09600218,8,08105,4,2,0,3,3,1,1
2023,09600218,8,08106,1,,0,,1,0,1
2023,09600218,8,08109,3,4,0,7,1,1,1
2023,09600218,8,08110,3,1,0,,3,0,2
2023,09600218,8,08111,3,,0,,3,0,2
2023,09600218,8,08112,1,,,,1,0,1
2023,09600218,8,08301,3,1,0,,4,0,2
2023,09600218,8,08302,6,14,0,15,7,4,1
2023,09600218,8,08309,4,0,,2,2,1,1
2023,09600218,8,08310,15,16,0,31,5,5,1
2023,09600218,8,08311,3,,0,,3,0,3
2023,09600218,9,09102,1,1,0,,2,0,1
2023,09600218,9,09106,1,2,3,,3,0,2
2023,09600218,9,09111,1,1,0,,2,0,1
2023,09600218,9,09114,2,0,0,2,1,1,1
2023,09600218,9,09119,1,0,0,1,1,1,1
2023,09600218,9,09204,4,0,2,4,3,3,1
2023,09600218,9,09206,0,1,0,1,1,1,1
2023,09600218,9,09211,,2,0,,1,0,1
2023,09600219,1,01101,12,9,0,21,13,13,3
2023,09600219,1,01107,12,6,5,12,17,11,5
2023,09600219,1,01401,4,2,0,6,3,3,1
2023,09600219,10,10101,1,1,0,,2,0,2
2023,09600219,10,10102,0,1,0,1,1,1,1
2023,09600219,10,10104,1,,0,,1,0,1
2023,09600219,10,10106,3,0,0,2,3,2,1
2023,09600219,10,10109,6,7,0,13,7,7,1
2023,09600219,10,10201,1,1,0,2,2,2,2
2023,09600219,10,10202,0,2,0,2,1,1,1
2023,09600219,10,10203,3,1,0,4,3,3,1
2023,09600219,10,10205,2,2,0,4,3,3,1
2023,09600219,10,10208,7,4,1,11,5,5,1
2023,09600219,10,10301,2,,0,,2,0,2
2023,09600219,10,10303,1,0,0,1,1,1,1
2023,09600219,10,10304,1,,0,,1,0,1
2023,09600219,10,10306,1,2,1,2,3,2,1
2023,09600219,10,10307,1,,0,,1,0,1
2023,09600219,10,10402,0,1,,1,1,1,1
2023,09600219,10,10403,3,,1,,2,0,1
2023,09600219,11,11101,1,,0,,1,0,1
2023,09600219,11,11201,2,,0,,2,0,1
2023,09600219,12,12201,1,1,0,2,1,1,1
2023,09600219,12,12301,3,1,0,,3,0,1
2023,09600219,12,12401,0,2,2,2,2,2,1
2023,09600219,13,13101,48,26,6,66,40,35,6
2023,09600219,13,13103,3,4,2,3,6,2,3
2023,09600219,13,13105,2,3,0,5,3,3,3
2023,09600219,13,13107,8,1,0,1,6,1,3
2023,09600219,13,13108,4,2,0,4,6,4,2
2023,09600219,13,13109,5,6,0,2,9,2,2
2023,09600219,13,13110,6,7,0,5,9,2,2
2023,09600219,13,13111,18,8,0,23,15,12,3
2023,09600219,13,13112,16,2,0,11,14,9,6
2023,09600219,13,13113,1,2,0,2,3,2,3
2023,09600219,13,13114,3,1,0,,4,0,1
2023,09600219,13,13116,1,1,0,2,1,1,1
2023,09600219,13,13117,13,8,0,18,11,8,3
2023,09600219,13,13118,2,1,0,2,2,1,2
2023,09600219,13,13119,6,2,0,3,6,3,3
2023,09600219,13,13120,4,3,0,,6,0,1
2023,09600219,13,13121,24,9,1,25,22,15,4
2023,09600219,13,13122,13,4,0,2,14,2,5
2023,09600219,13,13124,5,2,0,4,6,3,4
2023,09600219,13,13125,8,1,0,5,6,3,3
2023,09600219,13,13126,23,10,0,21,15,7,4
2023,09600219,13,13128,16,9,0,21,15,11,3
2023,09600219,13,13130,3,0,0,3,3,3,1
2023,09600219,13,13131,7,2,0,5,7,3,2
2023,09600219,13,13201,12,10,1,14,15,8,7
2023,09600219,13,13203,,1,0,,1,0,1
2023,09600219,13,13303,1,1,0,2,1,1,1
2023,09600219,13,13401,8,4,0,5,8,3,3
2023,09600219,13,13402,6,6,0,10,8,7,2
2023,09600219,13,13403,2,,0,,2,0,1
2023,09600219,13,13404,12,2,0,10,10,6,4
2023,09600219,13,13501,3,2,0,2,5,2,5
2023,09600219,13,13502,1,,0,,1,0,1
2023,09600219,13,13602,5,1,0,4,4,2,1
2023,09600219,13,13603,8,3,0,7,6,3,3
2023,09600219,13,13605,10,1,0,5,5,2,1
2023,09600219,14,14101,1,0,0,1,1,1,1
2023,09600219,14,14106,2,0,0,1,2,1,2
2023,09600219,14,14108,6,1,2,,5,0,2
2023,09600219,14,14202,2,,0,,2,0,1
2023,09600219,15,15101,2,,1,,1,0,1
2023,09600219,15,15102,1,0,1,1,1,1,1
2023,09600219,16,16101,3,2,,2,4,1,2
2023,09600219,16,16104,1,1,0,,2,0,1
2023,09600219,16,16108,,2,0,,1,0,1
2023,09600219,16,16201,2,1,0,,3,0,1
2023,09600219,16,16205,2,,,,2,0,1
2023,09600219,16,16301,7,3,0,2,8,1,2
2023,09600219,2,02101,23,6,0,13,23,10,6
2023,09600219,2,02201,6,2,0,4,3,2,2
2023,09600219,3,03101,5,0,0,4,4,3,4
2023,09600219,3,03103,6,4,0,5,7,2,2
2023,09600219,3,03202,1,,0,,1,0,1
2023,09600219,3,03301,,1,0,,1,0,1
2023,09600219,3,03303,1,1,2,2,1,1,1
2023,09600219,3,03304,1,,0,,1,0,1
2023,09600219,4,04101,4,0,0,2,4,2,3
2023,09600219,4,04102,40,16,0,47,32,25,6
2023,09600219,4,04103,4,2,0,2,5,1,1
2023,09600219,4,04203,1,1,1,,2,0,1
2023,09600219,4,04204,3,2,0,3,4,2,2
2023,09600219,4,04301,9,0,0,6,7,5,3
2023,09600219,4,04302,3,1,0,,4,0,4
2023,09600219,4,04304,6,,0,,4,0,1
2023,09600219,5,05101,3,2,0,2,4,1,2
2023,09600219,5,05103,2,1,0,3,3,3,1
2023,09600219,5,05105,3,2,0,4,5,4,2
2023,09600219,5,05107,4,1,,5,1,1,1
2023,09600219,5,05109,2,3,0,2,4,1,3
2023,09600219,5,05301,1,,0,,1,0,1
2023,09600219,5,05302,3,0,0,3,1,1,1
2023,09600219,5,05401,2,1,0,,3,0,2
2023,09600219,5,05405,3,,0,,3,0,2
2023,09600219,5,05501,28,21,1,37,19,7,5
2023,09600219,5,05502,3,1,0,,4,0,2
2023,09600219,5,05503,1,2,0,,3,0,3
2023,09600219,5,05504,2,1,0,,3,0,1
2023,09600219,5,05506,,1,0,,1,0,1
2023,09600219,5,05601,10,3,0,9,8,5,4
2023,09600219,5,05602,1,,0,,1,0,1
2023,09600219,5,05605,1,1,0,,2,0,1
2023,09600219,5,05701,3,4,0,2,5,1,2
2023,09600219,5,05702,1,,,,1,0,1
2023,09600219,5,05801,6,2,0,6,7,5,3
2023,09600219,5,05802,1,,,,1,0,1
2023,09600219,5,05804,7,4,0,4,8,3,3
2023,09600219,6,06101,12,10,1,15,16,9,6
2023,09600219,6,06102,0,1,0,1,1,1,1
2023,09600219,6,06103,2,1,0,,3,0,1
2023,09600219,6,06105,3,0,0,1,3,1,2
2023,09600219,6,06106,7,4,0,8,5,3,1
2023,09600219,6,06108,2,0,0,2,2,2,1
2023,09600219,6,06110,2,1,0,,3,0,2
2023,09600219,6,06111,2,1,0,,2,0,1
2023,09600219,6,06115,11,5,0,6,14,5,6
2023,09600219,6,06116,,2,0,,2,0,1
2023,09600219,6,06117,4,,0,,4,0,2
2023,09600219,6,06204,3,0,0,2,2,1,2
2023,09600219,6,06301,12,2,0,13,10,9,3
2023,09600219,6,06302,0,2,0,1,2,1,1
2023,09600219,6,06303,2,1,0,2,3,2,1
2023,09600219,6,06304,1,,0,,1,0,1
2023,09600219,6,06305,4,0,0,1,3,1,1
2023,09600219,6,06307,1,0,0,1,1,1,1
2023,09600219,6,06308,3,0,0,3,2,2,1
2023,09600219,6,06309,1,,0,,1,0,1
2023,09600219,6,06310,,1,0,,1,0,1
2023,09600219,7,07101,5,5,1,3,10,3,6
2023,09600219,7,07102,3,,,,3,0,3
2023,09600219,7,07104,,1,,,1,0,1
2023,09600219,7,07105,3,0,0,3,2,2,1
2023,09600219,7,07109,4,0,0,1,4,1,4
2023,09600219,7,07201,2,1,,,3,0,2
2023,09600219,7,07301,3,1,0,3,3,2,2
2023,09600219,7,07303,,1,0,,1,0,1
2023,09600219,7,07304,3,2,,,5,0,3
2023,09600219,7,07306,4,,,,3,0,1
2023,09600219,7,07307,,1,0,,1,0,1
2023,09600219,7,07401,3,3,,,6,0,4
2023,09600219,7,07402,1,4,0,,5,0,2
2023,09600219,7,07403,1,,,,1,0,1
2023,09600219,7,07405,1,,,,1,0,1
2023,09600219,7,07406,3,1,0,4,3,3,1
2023,09600219,8,08101,5,,0,,4,0,3
2023,09600219,8,08103,3,1,0,1,4,1,2
2023,09600219,8,08104,1,,0,,1,0,1
2023,09600219,8,08105,1,,0,,1,0,1
2023,09600219,8,08106,2,,0,,2,0,1
2023,09600219,8,08107,1,1,0,1,2,1,1
2023,09600219,8,08108,4,0,0,2,4,2,1
2023,09600219,8,08109,2,2,0,3,3,2,2
2023,09600219,8,08110,14,2,0,10,6,1,2
2023,09600219,8,08111,,3,0,,2,0,2
2023,09600219,8,08112,3,0,0,1,3,1,3
2023,09600219,8,08301,10,,0,,8,0,4
2023,09600219,8,08302,8,,0,,6,0,1
2023,09600219,8,08303,1,,0,,1,0,1
2023,09600219,8,08304,1,,0,,1,0,1
2023,09600219,8,08305,0,1,0,1,1,1,1
2023,09600219,8,08309,3,0,0,2,2,1,1
2023,09600219,8,08311,1,1,1,,2,0,1
2023,09600219,8,08313,2,0,0,2,1,1,1
2023,09600219,9,09101,3,0,0,3,3,3,3
2023,09600219,9,09106,0,2,1,1,2,1,2
2023,09600219,9,09109,1,,0,,1,0,1
2023,09600219,9,09110,,1,0,,1,0,1
2023,09600219,9,09116,1,,0,,1,0,1
2023,09600219,9,09120,1,1,0,1,2,1,1
2023,09600219,9,09201,2,1,0,3,2,2,1
2023,09600219,9,09204,1,0,0,1,1,1,1
2023,09600219,9,09206,1,0,0,1,1,1,1
2023,09600219,9,09211,,1,0,,1,0,1
2023,29101629,1,01107,2,2,0,2,2,2,2
2023,29101629,10,10101,1,0,1,1,1,1,1
2023,29101629,10,10102,8,5,3,8,2,2,1
2023,29101629,10,10103,17,14,3,17,7,7,1
2023,29101629,10,10106,2,2,0,2,2,2,1
2023,29101629,10,10107,52,32,20,52,9,9,1
2023,29101629,10,10108,4,4,0,4,3,3,1
2023,29101629,10,10204,1,1,0,1,3,3,1
2023,29101629,10,10205,14,11,3,14,8,8,1
2023,29101629,10,10207,1,1,0,1,1,1,1
2023,29101629,10,10208,16,11,5,16,5,5,1
2023,29101629,10,10209,10,8,2,10,5,5,4
2023,29101629,10,10301,4,1,3,4,4,4,3
2023,29101629,10,10303,8,3,5,8,6,6,2
2023,29101629,10,10304,2,1,1,2,2,2,1
2023,29101629,10,10306,6,6,0,6,5,5,3
2023,29101629,10,10402,1,0,1,1,1,1,1
2023,29101629,10,10404,1,0,1,1,1,1,1
2023,29101629,11,11101,1,0,1,1,1,1,1
2023,29101629,11,11202,40,32,8,40,6,6,1
2023,29101629,12,12101,7,5,2,7,3,3,2
2023,29101629,12,12201,7,7,0,7,5,5,1
2023,29101629,13,13104,28,26,2,28,5,5,1
2023,29101629,13,13107,1,1,0,1,1,1,1
2023,29101629,13,13112,1,0,1,1,1,1,1
2023,29101629,13,13113,44,31,13,44,12,12,1
2023,29101629,13,13115,22,17,5,22,6,6,1
2023,29101629,13,13116,65,51,14,65,12,12,2
2023,29101629,13,13117,10,6,4,10,9,9,2
2023,29101629,13,13121,195,153,42,195,43,43,4
2023,29101629,13,13122,10,8,2,10,6,6,1
2023,29101629,13,13125,2,1,1,2,1,1,1
2023,29101629,13,13127,94,66,28,94,25,25,4
2023,29101629,13,13128,43,35,8,43,4,4,1
2023,29101629,13,13129,2,1,1,2,1,1,1
2023,29101629,13,13132,6,4,2,6,3,3,1
2023,29101629,13,13201,43,34,9,43,11,11,1
2023,29101629,13,13203,1,1,0,1,1,1,1
2023,29101629,13,13302,1,0,1,1,1,1,1
2023,29101629,13,13401,9,6,3,9,3,3,2
2023,29101629,13,13403,100,77,23,100,7,7,2
2023,29101629,13,13404,147,116,31,147,13,13,2
2023,29101629,13,13501,2,2,0,2,2,2,1
2023,29101629,13,13502,23,22,1,23,11,11,2
2023,29101629,13,13504,26,20,6,26,3,3,1
2023,29101629,14,14101,1,0,1,1,1,1,1
2023,29101629,14,14103,2,2,0,2,2,2,2
2023,29101629,14,14104,6,4,2,6,5,5,1
2023,29101629,14,14105,1,1,0,1,1,1,1
2023,29101629,14,14106,1,1,0,1,1,1,1
2023,29101629,14,14107,1,0,1,1,1,1,1
2023,29101629,14,14108,9,5,4,9,6,6,3
2023,29101629,14,14201,1,1,0,1,1,1,1
2023,29101629,14,14202,3,0,3,3,2,2,1
2023,29101629,14,14204,10,7,3,10,7,7,2
2023,29101629,15,15101,8,3,5,8,6,6,2
2023,29101629,16,16101,1,0,1,1,1,1,1
2023,29101629,16,16102,14,11,3,14,2,2,1
2023,29101629,16,16103,1,0,1,1,1,1,1
2023,29101629,16,16105,49,36,13,49,7,7,1
2023,29101629,16,16108,46,31,15,46,11,11,3
2023,29101629,16,16201,2,1,1,2,2,2,1
2023,29101629,16,16301,90,71,19,90,11,11,1
2023,29101629,16,16302,6,3,3,6,6,6,1
2023,29101629,2,02101,262,183,79,262,11,11,1
2023,29101629,2,02102,1,1,0,1,1,1,1
2023,29101629,2,02201,44,31,13,44,17,17,2
2023,29101629,3,03101,3,1,2,3,2,2,2
2023,29101629,3,03102,1,0,1,1,1,1,1
2023,29101629,3,03301,34,28,6,34,12,12,2
2023,29101629,3,03304,15,10,5,15,4,4,1
2023,29101629,4,04101,30,29,1,30,3,3,2
2023,29101629,4,04102,1,0,1,1,1,1,1
2023,29101629,4,04104,4,4,0,4,2,2,2
2023,29101629,4,04106,17,13,4,17,6,6,1
2023,29101629,4,04201,33,26,7,33,12,12,1
2023,29101629,4,04202,108,67,41,108,12,12,1
2023,29101629,4,04203,5,2,3,5,2,2,1
2023,29101629,4,04301,9,6,3,9,7,7,2
2023,29101629,4,04302,1,1,0,1,1,1,1
2023,29101629,4,04303,30,21,9,30,12,12,2
2023,29101629,4,04304,39,25,14,39,12,12,1
2023,29101629,4,04305,2,2,0,2,2,2,2
2023,29101629,5,05101,16,10,6,16,8,8,3
2023,29101629,5,05103,4,3,1,4,1,1,1
2023,29101629,5,05104,4,2,2,4,2,2,1
2023,29101629,5,05107,181,141,40,181,21,21,2
2023,29101629,5,05109,4,3,1,4,3,3,2
2023,29101629,5,05402,3,3,0,3,2,2,1
2023,29101629,5,05403,77,57,20,77,14,14,2
2023,29101629,5,05404,5,5,0,5,4,4,1
2023,29101629,5,05405,2,1,1,2,2,2,2
2023,29101629,5,05501,16,14,2,16,4,4,2
2023,29101629,5,05504,145,88,57,145,10,10,1
2023,29101629,5,05602,28,20,8,28,2,2,1
2023,29101629,5,05604,1,0,1,1,1,1,1
2023,29101629,5,05606,25,15,10,25,10,10,1
2023,29101629,5,05802,1,0,1,1,1,1,1
2023,29101629,6,06101,2,0,2,2,1,1,1
2023,29101629,6,06102,69,47,22,69,9,9,1
2023,29101629,6,06112,2,2,0,2,1,1,1
2023,29101629,6,06114,16,11,5,16,6,6,1
2023,29101629,6,06115,24,18,6,24,10,10,2
2023,29101629,6,06117,55,45,10,55,12,12,1
2023,29101629,6,06201,5,5,0,5,4,4,1
2023,29101629,6,06202,1,0,1,1,1,1,1
2023,29101629,6,06204,2,0,2,2,1,1,1
2023,29101629,6,06302,4,2,2,4,1,1,1
2023,29101629,6,06303,108,85,23,108,31,31,4
2023,29101629,6,06305,1,0,1,1,1,1,1
2023,29101629,6,06307,1,0,1,1,1,1,1
2023,29101629,6,06308,23,15,8,23,5,5,1
2023,29101629,6,06309,4,2,2,4,3,3,1
2023,29101629,6,06310,1,0,1,1,1,1,1
2023,29101629,7,07101,2,2,0,2,2,2,2
2023,29101629,7,07102,19,12,7,19,7,7,2
2023,29101629,7,07105,58,43,15,58,10,10,1
2023,29101629,7,07107,19,13,6,19,9,9,1
2023,29101629,7,07108,3,2,1,3,2,2,1
2023,29101629,7,07109,1,1,0,1,1,1,1
2023,29101629,7,07301,3,2,1,3,2,2,2
2023,29101629,7,07304,100,80,20,100,13,13,2
2023,29101629,7,07306,1,1,0,1,1,1,1
2023,29101629,7,07309,1,0,1,1,1,1,1
2023,29101629,7,07401,2,0,2,2,1,1,1
2023,29101629,7,07402,25,20,5,25,5,5,2
2023,29101629,7,07403,51,37,14,51,8,8,1
2023,29101629,7,07405,12,9,3,12,4,4,1
2023,29101629,7,07407,12,12,0,12,4,4,1
2023,29101629,7,07408,8,5,3,8,3,3,2
2023,29101629,8,08101,35,25,10,35,8,8,1
2023,29101629,8,08107,1,0,1,1,1,1,1
2023,29101629,8,08108,18,17,1,18,7,7,2
2023,29101629,8,08110,20,13,7,20,5,5,1
2023,29101629,8,08111,31,19,12,31,10,10,1
2023,29101629,8,08112,13,10,3,13,5,5,2
2023,29101629,8,08201,13,10,3,13,1,1,1
2023,29101629,8,08202,20,17,3,20,9,9,2
2023,29101629,8,08203,13,8,5,13,5,5,1
2023,29101629,8,08204,3,2,1,3,2,2,2
2023,29101629,8,08205,3,3,0,3,2,2,1
2023,29101629,8,08206,1,1,0,1,1,1,1
2023,29101629,8,08207,9,6,3,9,2,2,1
2023,29101629,8,08301,98,74,24,98,24,24,4
2023,29101629,8,08302,25,16,9,25,7,7,1
2023,29101629,8,08303,124,89,35,124,13,13,2
2023,29101629,8,08304,71,52,19,71,26,26,5
2023,29101629,8,08305,34,28,6,34,5,5,1
2023,29101629,8,08306,27,22,5,27,10,10,1
2023,29101629,8,08307,13,8,5,13,7,7,1
2023,29101629,8,08310,3,2,1,3,2,2,1
2023,29101629,8,08311,7,6,1,7,7,7,3
2023,29101629,8,08312,30,17,13,30,13,13,2
2023,29101629,8,08313,48,39,9,48,13,13,3
2023,29101629,8,08314,16,14,2,16,9,9,3
2023,29101629,9,09102,27,21,6,27,13,13,4
2023,29101629,9,09107,1,1,0,1,1,1,1
2023,29101629,9,09108,6,4,2,6,2,2,2
2023,29101629,9,09109,11,10,1,11,8,8,3
2023,29101629,9,09110,1,0,1,1,1,1,1
2023,29101629,9,09111,1,0,1,1,1,1,1
2023,29101629,9,09112,3,2,1,3,3,3,2
2023,29101629,9,09113,1,1,0,1,1,1,1
2023,29101629,9,09114,30,27,3,30,9,9,1
2023,29101629,9,09115,9,7,2,9,3,3,1
2023,29101629,9,09116,1,0,1,1,1,1,1
2023,29101629,9,09118,1,1,0,1,1,1,1
2023,29101629,9,09119,5,2,3,5,4,4,1
2023,29101629,9,09120,4,2,2,4,3,3,2
2023,29101629,9,09121,1,1,0,1,1,1,1
2023,29101629,9,09201,2,2,0,2,1,1,1
2023,29101629,9,09202,14,8,6,14,7,7,3
2023,29101629,9,09204,12,9,3,12,4,4,1
2023,29101629,9,09205,9,4,5,9,2,2,2
2023,29101629,9,09206,1,0,1,1,1,1,1
2023,29101629,9,09207,19,12,7,19,7,7,1
2023,29101629,9,09208,1,1,0,1,1,1,1
2023,29101629,9,09210,4,2,2,4,2,2,2
2023,29101629,9,09211,4,2,2,4,4,4,1
2023,29101651,1,01101,11,8,3,11,5,5,1
2023,29101651,1,01107,10,8,2,10,6,6,1
2023,29101651,10,10201,74,60,14,74,5,5,1
2023,29101651,10,10301,4,2,2,4,3,3,1
2023,29101651,11,11201,2,2,0,2,1,1,1
2023,29101651,13,13108,4,3,1,4,3,3,1
2023,29101651,13,13110,25,22,3,25,8,8,1
