year,code,IdRegion,IdComuna,Col01,Col02,Col03,total_known,rows,rows_total_known,reporting_establishments
2021,05990023,9,09203,2,0,2,2,2,2,1
2021,05990023,9,09210,1,0,1,1,1,1,1
2021,05990023,9,09211,1,1,0,1,1,1,1
2021,05990024,1,01401,83,31,52,83,8,8,1
2021,05990024,10,10202,4,2,2,4,3,3,1
2021,05990024,12,12101,3,1,2,3,1,1,1
2021,05990024,13,13105,2,2,0,2,1,1,1
2021,05990024,13,13110,1,1,0,1,1,1,1
2021,05990024,13,13119,84,19,65,84,6,6,3
2021,05990024,13,13201,1,1,0,1,1,1,1
2021,05990024,13,13203,5,5,0,5,1,1,1
2021,05990024,13,13301,1,1,0,1,1,1,1
2021,05990024,13,13401,3,1,2,3,2,2,2
2021,05990024,13,13505,11,6,5,11,1,1,1
2021,05990024,13,13601,2,0,2,2,2,2,1
2021,05990024,13,13602,39,10,29,39,4,4,1
2021,05990024,13,13603,10,4,6,10,6,6,5
2021,05990024,14,14101,1,0,1,1,1,1,1
2021,05990024,15,15101,19,14,5,19,8,8,4
2021,05990024,16,16302,1,1,0,1,1,1,1
2021,05990024,2,02104,2,0,2,2,1,1,1
2021,05990024,3,03201,5,5,0,5,1,1,1
2021,05990024,4,04101,3,1,2,3,2,2,2
2021,05990024,4,04102,4,1,3,4,1,1,1
2021,05990024,5,05101,9,3,6,9,1,1,1
2021,05990024,5,05109,6,1,5,6,4,4,3
2021,05990024,5,05404,1,0,1,1,1,1,1
2021,05990024,5,05501,1,1,0,1,1,1,1
2021,05990024,5,05801,6,3,3,6,2,2,2
2021,05990024,6,06110,1,0,1,1,1,1,1
2021,05990024,6,06115,1,0,1,1,1,1,1
2021,05990024,6,06301,4,3,1,4,1,1,1
2021,05990024,7,07101,1,0,1,1,1,1,1
2021,05990024,7,07108,6,1,5,6,1,1,1
2021,05990024,7,07110,3,2,1,3,1,1,1
2021,05990024,8,08102,1,1,0,1,1,1,1
2021,05990024,8,08106,12,3,9,12,3,3,2
2021,05990024,8,08107,1,1,0,1,1,1,1
2021,05990024,8,08108,4,1,3,4,1,1,1
2021,05990024,8,08110,3,0,3,3,2,2,1
2021,05990024,8,08202,1,0,1,1,1,1,1
2021,05990024,8,08203,3,1,2,3,2,2,1
2021,05990024,9,09109,3,1,2,3,1,1,1
2021,05990024,9,09111,1,1,0,1,1,1,1
2021,05990024,9,09114,1,0,1,1,1,1,1
2021,05990024,9,09202,1,0,1,1,1,1,1
2021,05990025,10,10105,1,1,0,1,1,1,1
2021,05990025,10,10201,1,1,0,1,1,1,1
2021,05990025,10,10303,2,0,2,2,1,1,1
2021,05990025,10,10307,1,0,1,1,1,1,1
2021,05990025,13,13106,1,1,0,1,1,1,1
2021,05990025,13,13110,4,1,3,4,2,2,2
2021,05990025,13,13118,1,1,0,1,1,1,1
2021,05990025,13,13127,1,0,1,1,1,1,1
2021,05990025,13,13203,5,5,0,5,1,1,1
2021,05990025,13,13301,7,0,7,7,1,1,1
2021,05990025,13,13302,1,1,0,1,1,1,1
2021,05990025,13,13401,4,0,4,4,1,1,1
2021,05990025,13,13402,1,0,1,1,1,1,1
2021,05990025,14,14101,1,0,1,1,1,1,1
2021,05990025,16,16101,1,1,0,1,1,1,1
2021,05990025,16,16302,3,1,2,3,1,1,1
2021,05990025,2,02101,3,1,2,3,1,1,1
2021,05990025,3,03201,5,5,0,5,1,1,1
2021,05990025,4,04101,1,1,0,1,1,1,1
2021,05990025,4,04102,1,1,0,1,1,1,1
2021,05990025,4,04106,1,1,0,1,1,1,1
2021,05990025,4,04201,1,0,1,1,1,1,1
2021,05990025,5,05109,3,1,2,3,3,3,2
2021,05990025,7,07101,4,1,3,4,3,3,3
2021,05990025,7,07108,3,0,3,3,2,2,1
2021,05990025,7,07403,1,0,1,1,1,1,1
2021,05990025,8,08101,1,1,0,1,1,1,1
2021,05990025,8,08102,2,2,0,2,2,2,2
2021,05990025,8,08103,1,1,0,1,1,1,1
2021,05990025,8,08110,3,1,2,3,2,2,1
2021,05990025,9,09101,1,0,1,1,1,1,1
2021,05990025,9,09102,1,0,1,1,1,1,1
2021,05990025,9,09108,1,0,1,1,1,1,1
2021,05990026,1,01101,10,8,2,10,9,9,4
2021,05990026,1,01107,7,6,1,7,4,4,2
2021,05990026,10,10101,19,15,4,19,13,13,6
2021,05990026,10,10102,1,1,0,1,1,1,1
2021,05990026,10,10105,1,1,0,1,1,1,1
2021,05990026,10,10109,1,0,1,1,1,1,1
2021,05990026,10,10201,2,0,2,2,2,2,2
2021,05990026,10,10202,4,3,1,4,4,4,1
2021,05990026,10,10205,5,4,1,5,1,1,1
2021,05990026,10,10208,2,2,0,2,2,2,1
2021,05990026,10,10301,17,15,2,17,13,13,5
2021,05990026,10,10303,1,1,0,1,1,1,1
2021,05990026,10,10307,1,1,0,1,1,1,1
2021,05990026,11,11101,12,10,2,12,9,9,3
2021,05990026,11,11201,6,2,4,6,3,3,1
2021,05990026,11,11401,1,1,0,1,1,1,1
2021,05990026,12,12101,7,4,3,7,7,7,3
2021,05990026,13,13101,21,16,5,21,12,12,7
2021,05990026,13,13102,2,1,1,2,2,2,2
2021,05990026,13,13103,35,24,11,35,17,17,5
2021,05990026,13,13104,2,0,2,2,2,2,2
2021,05990026,13,13105,24,16,8,24,16,16,4
2021,05990026,13,13106,10,8,2,10,5,5,3
2021,05990026,13,13107,12,10,2,12,10,10,3
2021,05990026,13,13108,9,7,2,9,6,6,3
2021,05990026,13,13110,46,23,23,46,26,26,9
2021,05990026,13,13111,10,8,2,10,9,9,3
2021,05990026,13,13112,8,6,2,8,7,7,1
2021,05990026,13,13113,5,5,0,5,4,4,2
2021,05990026,13,13114,5,5,0,5,4,4,1
2021,05990026,13,13115,23,17,6,23,8,8,1
2021,05990026,13,13116,3,2,1,3,3,3,2
2021,05990026,13,13117,4,4,0,4,3,3,2
2021,05990026,13,13118,21,9,12,21,10,10,3
2021,05990026,13,13119,8,5,3,8,5,5,3
2021,05990026,13,13120,6,4,2,6,6,6,2
2021,05990026,13,13121,11,9,2,11,6,6,2
2021,05990026,13,13122,38,28,10,38,25,25,5
2021,05990026,13,13123,29,25,4,29,13,13,2
2021,05990026,13,13124,46,39,7,46,25,25,3
2021,05990026,13,13125,6,3,3,6,3,3,3
2021,05990026,13,13126,5,4,1,5,4,4,2
2021,05990026,13,13127,6,5,1,6,3,3,3
2021,05990026,13,13128,6,4,2,6,5,5,2
2021,05990026,13,13129,24,20,4,24,15,15,5
2021,05990026,13,13130,67,58,9,67,13,13,2
2021,05990026,13,13131,48,41,7,48,18,18,4
2021,05990026,13,13132,4,4,0,4,2,2,1
2021,05990026,13,13201,122,86,36,122,53,53,12
2021,05990026,13,13202,1,1,0,1,1,1,1
2021,05990026,13,13203,5,5,0,5,1,1,1
2021,05990026,13,13301,9,6,3,9,6,6,3
2021,05990026,13,13302,5,5,0,5,3,3,2
2021,05990026,13,13401,57,37,20,57,20,20,7
2021,05990026,13,13402,29,15,14,29,11,11,5
2021,05990026,13,13404,4,4,0,4,4,4,2
2021,05990026,13,13501,1,0,1,1,1,1,1
2021,05990026,13,13505,2,2,0,2,2,2,1
2021,05990026,13,13601,10,7,3,10,5,5,2
2021,05990026,13,13602,1,1,0,1,1,1,1
2021,05990026,13,13603,3,3,0,3,3,3,1
2021,05990026,13,13604,3,3,0,3,2,2,1
2021,05990026,13,13605,6,6,0,6,4,4,2
2021,05990026,14,14101,11,9,2,11,9,9,3
2021,05990026,14,14108,1,0,1,1,1,1,1
2021,05990026,14,14202,2,1,1,2,1,1,1
2021,05990026,14,14204,1,1,0,1,1,1,1
2021,05990026,15,15101,68,54,14,68,36,36,9
2021,05990026,16,16101,48,33,15,48,28,28,8
2021,05990026,16,16103,5,4,1,5,3,3,2
2021,05990026,16,16104,3,2,1,3,1,1,1
2021,05990026,16,16105,1,1,0,1,1,1,1
2021,05990026,16,16106,5,1,4,5,2,2,1
2021,05990026,16,16201,1,0,1,1,1,1,1
2021,05990026,16,16204,3,0,3,3,1,1,1
2021,05990026,16,16301,28,21,7,28,14,14,4
2021,05990026,16,16302,9,6,3,9,5,5,2
2021,05990026,16,16303,4,2,2,4,3,3,1
2021,05990026,2,02101,38,30,8,38,23,23,9
2021,05990026,2,02201,16,13,3,16,11,11,4
2021,05990026,2,02203,1,0,1,1,1,1,1
2021,05990026,2,02301,1,1,0,1,1,1,1
2021,05990026,3,03101,44,40,4,44,13,13,3
2021,05990026,3,03201,5,5,0,5,1,1,1
2021,05990026,3,03202,1,1,0,1,1,1,1
2021,05990026,3,03301,5,3,2,5,3,3,2
2021,05990026,4,04101,30,22,8,30,19,19,5
2021,05990026,4,04102,50,32,18,50,25,25,7
2021,05990026,4,04104,4,4,0,4,4,4,4
2021,05990026,4,04105,1,0,1,1,1,1,1
2021,05990026,4,04201,6,5,1,6,5,5,2
2021,05990026,4,04301,23,16,7,23,13,13,4
2021,05990026,5,05101,10,5,5,10,7,7,5
2021,05990026,5,05102,3,2,1,3,3,3,1
2021,05990026,5,05103,4,3,1,4,3,3,1
2021,05990026,5,05109,18,12,6,18,14,14,7
2021,05990026,5,05301,12,10,2,12,9,9,2
2021,05990026,5,05401,11,10,1,11,6,6,2
2021,05990026,5,05402,1,1,0,1,1,1,1
2021,05990026,5,05405,1,1,0,1,1,1,1
2021,05990026,5,05501,14,9,5,14,7,7,2
2021,05990026,5,05502,3,1,2,3,3,3,2
2021,05990026,5,05506,3,3,0,3,3,3,2
2021,05990026,5,05601,4,3,1,4,4,4,2
2021,05990026,5,05603,4,3,1,4,3,3,1
2021,05990026,5,05604,1,0,1,1,1,1,1
2021,05990026,5,05606,2,2,0,2,2,2,1
2021,05990026,5,05701,9,7,2,9,6,6,2
2021,05990026,5,05703,2,2,0,2,2,2,2
2021,05990026,5,05706,3,0,3,3,3,3,2
2021,05990026,5,05801,31,21,10,31,11,11,4
2021,05990026,5,05802,2,1,1,2,2,2,1
2021,05990026,5,05804,5,4,1,5,3,3,2
2021,05990026,6,06101,23,16,7,23,19,19,8
2021,05990026,6,06105,2,1,1,2,2,2,1
2021,05990026,6,06106,6,5,1,6,3,3,1
2021,05990026,6,06107,1,1,0,1,1,1,1
2021,05990026,6,06111,2,2,0,2,2,2,1
2021,05990026,6,06112,2,0,2,2,2,2,1
2021,05990026,6,06115,5,5,0,5,4,4,2
2021,05990026,6,06301,4,4,0,4,4,4,3
2021,05990026,6,06304,1,0,1,1,1,1,1
2021,05990026,6,06310,1,0,1,1,1,1,1
2021,05990026,7,07101,9,8,1,9,6,6,4
2021,05990026,7,07102,5,4,1,5,3,3,3
2021,05990026,7,07201,1,1,0,1,1,1,1
2021,05990026,7,07202,1,1,0,1,1,1,1
2021,05990026,7,07301,31,24,7,31,18,18,5
2021,05990026,7,07308,6,3,3,6,1,1,1
2021,05990026,7,07401,10,5,5,10,9,9,5
2021,05990026,7,07403,1,1,0,1,1,1,1
2021,05990026,8,08101,20,8,12,20,12,12,7
2021,05990026,8,08102,23,19,4,23,19,19,7
2021,05990026,8,08103,6,3,3,6,3,3,2
2021,05990026,8,08105,7,6,1,7,6,6,3
2021,05990026,8,08106,10,8,2,10,9,9,3
2021,05990026,8,08107,2,1,1,2,2,2,1
2021,05990026,8,08108,11,7,4,11,5,5,4
2021,05990026,8,08109,1,1,0,1,1,1,1
2021,05990026,8,08110,50,31,19,50,15,15,4
2021,05990026,8,08111,23,13,10,23,14,14,5
2021,05990026,8,08112,12,9,3,12,6,6,3
2021,05990026,8,08201,8,5,3,8,7,7,2
2021,05990026,8,08202,12,8,4,12,6,6,3
2021,05990026,8,08203,8,3,5,8,4,4,2
2021,05990026,8,08205,8,6,2,8,7,7,2
2021,05990026,8,08206,2,2,0,2,2,2,1
2021,05990026,8,08301,16,13,3,16,13,13,8
2021,05990026,8,08304,13,7,6,13,3,3,1
2021,05990026,8,08307,1,1,0,1,1,1,1
2021,05990026,8,08314,5,0,5,5,5,5,1
2021,05990026,9,09101,15,8,7,15,8,8,4
2021,05990026,9,09103,2,2,0,2,2,2,1
2021,05990026,9,09107,2,2,0,2,1,1,1
2021,05990026,9,09108,1,1,0,1,1,1,1
2021,05990026,9,09111,2,2,0,2,2,2,2
2021,05990026,9,09112,7,6,1,7,6,6,2
2021,05990026,9,09114,7,5,2,7,5,5,2
2021,05990026,9,09115,1,1,0,1,1,1,1
2021,05990026,9,09119,1,1,0,1,1,1,1
2021,05990026,9,09120,5,5,0,5,5,5,3
2021,05990026,9,09201,18,9,9,18,10,10,3
2021,05990026,9,09202,2,0,2,2,2,2,2
2021,05990026,9,09203,12,9,3,12,2,2,1
2021,05990026,9,09206,1,1,0,1,1,1,1
2021,05990026,9,09211,2,0,2,2,2,2,2
2021,05990027,1,01101,7,3,4,7,4,4,3
2021,05990027,1,01107,1,1,0,1,1,1,1
2021,05990027,10,10101,14,11,3,14,9,9,6
2021,05990027,10,10109,1,0,1,1,1,1,1
2021,05990027,10,10201,1,1,0,1,1,1,1
2021,05990027,10,10203,1,1,0,1,1,1,1
2021,05990027,10,10301,8,4,4,8,7,7,3
2021,05990027,10,10307,1,0,1,1,1,1,1
2021,05990027,11,11101,11,5,6,11,5,5,3
2021,05990027,11,11201,3,3,0,3,3,3,2
2021,05990027,12,12101,2,2,0,2,2,2,1
2021,05990027,13,13101,12,9,3,12,5,5,1
2021,05990027,13,13102,2,2,0,2,1,1,1
2021,05990027,13,13103,2,2,0,2,1,1,1
2021,05990027,13,13104,23,17,6,23,4,4,2
2021,05990027,13,13105,3,2,1,3,3,3,3
2021,05990027,13,13107,0,0,0,0,2,2,2
2021,05990027,13,13108,1,1,0,1,1,1,1
2021,05990027,13,13110,2,2,0,2,2,2,2
2021,05990027,13,13111,1,0,1,1,1,1,1
2021,05990027,13,13114,2,2,0,2,1,1,1
2021,05990027,13,13116,4,4,0,4,4,4,2
2021,05990027,13,13117,1,1,0,1,1,1,1
2021,05990027,13,13118,4,1,3,4,4,4,1
2021,05990027,13,13119,2,0,2,2,2,2,2
2021,05990027,13,13121,2,2,0,2,4,4,1
2021,05990027,13,13122,1,1,0,1,1,1,1
2021,05990027,13,13123,2,1,1,2,2,2,2
2021,05990027,13,13124,4,4,0,4,4,4,2
2021,05990027,13,13125,2,2,0,2,3,3,3
2021,05990027,13,13126,5,4,1,5,5,5,4
2021,05990027,13,13128,8,8,0,8,2,2,1
2021,05990027,13,13131,5,4,1,5,1,1,1
2021,05990027,13,13201,2,2,0,2,2,2,1
2021,05990027,13,13301,13,12,1,13,6,6,3
2021,05990027,13,13302,2,2,0,2,2,2,1
2021,05990027,13,13303,10,8,2,10,6,6,2
2021,05990027,13,13401,2,1,1,2,2,2,2
2021,05990027,13,13402,8,7,1,8,7,7,2
2021,05990027,13,13601,2,2,0,2,4,4,1
2021,05990027,13,13605,2,1,1,2,2,2,1
2021,05990027,14,14101,4,3,1,4,5,5,4
2021,05990027,14,14103,1,1,0,1,1,1,1
2021,05990027,15,15101,5,3,2,5,16,16,6
2021,05990027,16,16101,10,7,3,10,11,11,4
2021,05990027,16,16103,2,2,0,2,2,2,1
2021,05990027,16,16108,1,1,0,1,1,1,1
2021,05990027,16,16301,1,1,0,1,1,1,1
2021,05990027,2,02101,40,32,8,40,20,20,7
2021,05990027,2,02102,1,1,0,1,2,2,1
2021,05990027,2,02201,15,8,7,15,12,12,4
2021,05990027,3,03101,11,9,2,11,8,8,3
2021,05990027,3,03301,1,0,1,1,1,1,1
2021,05990027,4,04101,17,15,2,17,18,18,7
2021,05990027,4,04102,6,5,1,6,6,6,4
2021,05990027,4,04106,0,0,0,0,1,1,1
2021,05990027,4,04201,5,3,2,5,4,4,1
2021,05990027,4,04204,1,0,1,1,1,1,1
2021,05990027,4,04301,2,2,0,2,2,2,2
2021,05990027,4,04302,1,1,0,1,1,1,1
2021,05990027,5,05101,5,5,0,5,6,6,4
2021,05990027,5,05107,3,0,3,3,2,2,1
2021,05990027,5,05109,5,4,1,5,4,4,3
2021,05990027,5,05201,1,1,0,1,1,1,1
2021,05990027,5,05301,2,2,0,2,4,4,2
2021,05990027,5,05401,10,5,5,10,4,4,2
2021,05990027,5,05405,1,1,0,1,1,1,1
2021,05990027,5,05501,47,40,7,47,14,14,5
2021,05990027,5,05502,3,3,0,3,5,5,2
2021,05990027,5,05601,6,6,0,6,8,8,4
2021,05990027,5,05701,0,0,0,0,1,1,1
2021,05990027,5,05801,3,3,0,3,2,2,1
2021,05990027,5,05802,0,0,0,0,2,2,1
2021,05990027,5,05804,0,0,0,0,1,1,1
2021,05990027,6,06101,1,1,0,1,4,4,3
2021,05990027,6,06106,3,3,0,3,1,1,1
2021,05990027,6,06108,3,2,1,3,2,2,2
2021,05990027,6,06110,5,5,0,5,2,2,1
2021,05990027,6,06117,5,5,0,5,4,4,3
2021,05990027,6,06201,1,0,1,1,2,2,1
2021,05990027,6,06301,1,0,1,1,3,3,1
2021,05990027,6,06304,1,1,0,1,1,1,1
2021,05990027,6,06310,3,3,0,3,2,2,1
2021,05990027,7,07109,3,3,0,3,1,1,1
2021,05990027,7,07306,1,0,1,1,1,1,1
2021,05990027,7,07401,12,11,1,12,7,7,1
2021,05990027,7,07404,1,0,1,1,1,1,1
2021,05990027,7,07406,1,0,1,1,1,1,1
2021,05990027,8,08101,15,11,4,15,7,7,3
2021,05990027,8,08102,2,1,1,2,2,2,2
2021,05990027,8,08103,2,2,0,2,2,2,1
2021,05990027,8,08106,3,3,0,3,2,2,2
2021,05990027,8,08107,0,0,0,0,3,3,3
2021,05990027,8,08108,5,3,2,5,1,1,1
2021,05990027,8,08110,6,4,2,6,4,4,3
2021,05990027,8,08111,1,1,0,1,2,2,2
2021,05990027,8,08112,1,1,0,1,2,2,1
2021,05990027,8,08201,6,6,0,6,4,4,2
2021,05990027,8,08202,7,4,3,7,4,4,2
2021,05990027,8,08203,1,1,0,1,1,1,1
2021,05990027,8,08205,1,1,0,1,2,2,2
2021,05990027,8,08206,1,1,0,1,1,1,1
2021,05990027,8,08301,0,0,0,0,4,4,3
2021,05990027,8,08303,0,0,0,0,1,1,1
2021,05990027,8,08304,0,0,0,0,1,1,1
2021,05990027,8,08310,0,0,0,0,1,1,1
2021,05990027,9,09101,3,3,0,3,3,3,1
2021,05990027,9,09103,0,0,0,0,1,1,1
2021,05990027,9,09201,8,5,3,8,4,4,1
2021,05990027,9,09208,2,2,0,2,1,1,1
2021,05990028,1,01101,6,2,4,6,7,7,5
2021,05990028,10,10101,2,1,1,2,2,2,1
2021,05990028,10,10102,1,1,0,1,1,1,1
2021,05990028,10,10201,7,7,0,7,6,6,2
2021,05990028,10,10202,1,1,0,1,1,1,1
2021,05990028,10,10203,1,1,0,1,1,1,1
2021,05990028,10,10301,11,9,2,11,9,9,3
2021,05990028,10,10302,1,1,0,1,1,1,1
2021,05990028,11,11101,8,2,6,8,4,4,3
2021,05990028,11,11201,1,1,0,1,1,1,1
2021,05990028,12,12101,4,3,1,4,4,4,3
2021,05990028,13,13103,1,1,0,1,1,1,1
2021,05990028,13,13104,9,9,0,9,5,5,2
2021,05990028,13,13105,2,2,0,2,2,2,2
2021,05990028,13,13106,0,0,0,0,1,1,1
2021,05990028,13,13108,1,1,0,1,2,2,1
2021,05990028,13,13109,0,0,0,0,2,2,1
2021,05990028,13,13110,3,2,1,3,3,3,2
2021,05990028,13,13111,1,1,0,1,1,1,1
2021,05990028,13,13116,0,0,0,0,2,2,2
2021,05990028,13,13117,1,1,0,1,2,2,2
2021,05990028,13,13118,1,0,1,1,1,1,1
2021,05990028,13,13120,2,2,0,2,2,2,1
2021,05990028,13,13124,1,0,1,1,1,1,1
2021,05990028,13,13128,7,6,1,7,1,1,1
2021,05990028,13,13201,11,11,0,11,7,7,1
2021,05990028,13,13301,4,4,0,4,5,5,3
2021,05990028,13,13302,3,2,1,3,2,2,1
2021,05990028,13,13303,1,1,0,1,1,1,1
2021,05990028,13,13401,6,6,0,6,3,3,2
2021,05990028,13,13402,2,2,0,2,2,2,1
2021,05990028,13,13501,2,2,0,2,1,1,1
2021,05990028,13,13505,2,2,0,2,2,2,2
2021,05990028,13,13604,1,1,0,1,1,1,1
2021,05990028,13,13605,3,3,0,3,3,3,1
2021,05990028,14,14103,1,1,0,1,1,1,1
2021,05990028,15,15101,3,2,1,3,5,5,3
2021,05990028,16,16101,2,2,0,2,2,2,2
2021,05990028,16,16103,1,1,0,1,1,1,1
2021,05990028,16,16304,1,1,0,1,1,1,1
2021,05990028,2,02101,12,9,3,12,7,7,3
2021,05990028,2,02201,5,2,3,5,5,5,5
2021,05990028,3,03101,1,1,0,1,1,1,1
2021,05990028,4,04101,2,1,1,2,4,4,3
2021,05990028,4,04102,4,2,2,4,4,4,2
2021,05990028,4,04201,1,1,0,1,1,1,1
2021,05990028,4,04301,6,2,4,6,3,3,2
2021,05990028,5,05101,1,0,1,1,1,1,1
2021,05990028,5,05109,2,2,0,2,2,2,2
2021,05990028,5,05401,2,0,2,2,1,1,1
2021,05990028,5,05405,1,1,0,1,1,1,1
2021,05990028,5,05501,2,2,0,2,2,2,2
2021,05990028,5,05506,1,1,0,1,1,1,1
2021,05990028,5,05601,3,3,0,3,3,3,2
2021,05990028,5,05701,1,0,1,1,3,3,2
2021,05990028,5,05702,2,2,0,2,1,1,1
2021,05990028,6,06101,1,0,1,1,4,4,2
2021,05990028,6,06108,1,1,0,1,1,1,1
2021,05990028,6,06110,1,1,0,1,1,1,1
2021,05990028,6,06117,4,2,2,4,4,4,4
2021,05990028,6,06201,2,2,0,2,2,2,1
2021,05990028,6,06204,1,1,0,1,1,1,1
2021,05990028,6,06301,0,0,0,0,1,1,1
2021,05990028,6,06304,0,0,0,0,1,1,1
2021,05990028,6,06310,1,1,0,1,1,1,1
2021,05990028,7,07102,1,1,0,1,1,1,1
2021,05990028,7,07105,1,1,0,1,1,1,1
2021,05990028,7,07109,1,1,0,1,1,1,1
2021,05990028,7,07401,10,9,1,10,6,6,1
2021,05990028,7,07402,3,3,0,3,3,3,1
2021,05990028,7,07404,1,1,0,1,1,1,1
2021,05990028,8,08101,9,6,3,9,8,8,4
2021,05990028,8,08102,2,2,0,2,1,1,1
2021,05990028,8,08103,2,1,1,2,1,1,1
2021,05990028,8,08106,3,2,1,3,3,3,2
2021,05990028,8,08107,5,4,1,5,5,5,1
2021,05990028,8,08108,0,0,0,0,1,1,1
2021,05990028,8,08110,8,6,2,8,7,7,4
2021,05990028,8,08112,4,3,1,4,8,8,5
2021,05990028,8,08201,3,1,2,3,2,2,1
2021,05990028,8,08202,7,5,2,7,6,6,2
2021,05990028,8,08203,4,4,0,4,3,3,2
2021,05990028,8,08205,3,3,0,3,5,5,1
2021,05990028,8,08206,5,3,2,5,3,3,2
2021,05990028,8,08301,2,2,0,2,8,8,4
2021,05990028,8,08313,0,0,0,0,1,1,1
2021,05990028,9,09111,1,0,1,1,1,1,1
2021,05990028,9,09201,4,3,1,4,3,3,1
2021,05990028,9,09202,2,2,0,2,2,2,2
2021,05990028,9,09205,1,1,0,1,1,1,1
2021,05990028,9,09208,1,1,0,1,1,1,1
2021,05990029,1,01101,0,0,0,0,1,1,1
2021,05990029,1,01401,2,0,2,2,2,2,1
2021,05990029,10,10303,1,0,1,1,1,1,1
2021,05990029,11,11101,5,0,5,5,1,1,1
2021,05990029,11,11201,2,0,2,2,1,1,1
2021,05990029,13,13104,1,1,0,1,1,1,1
2021,05990029,13,13108,0,0,0,0,1,1,1
2021,05990029,13,13111,0,0,0,0,1,1,1
2021,05990029,13,13117,8,8,0,8,1,1,1
2021,05990029,13,13119,5,2,3,5,2,2,2
2021,05990029,13,13126,1,0,1,1,1,1,1
2021,05990029,13,13301,0,0,0,0,1,1,1
2021,05990029,13,13402,0,0,0,0,1,1,1
2021,05990029,13,13603,18,5,13,18,1,1,1
2021,05990029,15,15101,2,0,2,2,2,2,2
2021,05990029,16,16101,0,0,0,0,2,2,2
2021,05990029,2,02201,2,0,2,2,2,2,2
2021,05990029,4,04101,8,4,4,8,2,2,1
2021,05990029,5,05101,0,0,0,0,1,1,1
2021,05990029,5,05405,0,0,0,0,1,1,1
2021,05990029,7,07109,0,0,0,0,1,1,1
2021,05990029,7,07202,1,1,0,1,1,1,1
2021,05990029,8,08202,0,0,0,0,1,1,1
2021,05990029,8,08207,19,1,18,19,1,1,1
2021,05990029,9,09114,0,0,0,0,1,1,1
2021,05990030,1,01101,0,0,0,0,1,1,1
2021,05990030,10,10301,1,0,1,1,1,1,1
2021,05990030,11,11101,5,0,5,5,1,1,1
2021,05990030,13,13107,0,0,0,0,2,2,1
2021,05990030,13,13110,2,0,2,2,1,1,1
2021,05990030,14,14105,1,1,0,1,1,1,1
2021,05990030,15,15101,1,1,0,1,1,1,1
2021,05990030,16,16101,1,1,0,1,1,1,1
2021,05990030,5,05109,1,1,0,1,1,1,1
2021,05990030,6,06101,0,0,0,0,3,3,2
2021,05990030,6,06301,1,1,0,1,1,1,1
2021,05990030,8,08102,3,0,3,3,1,1,1
2021,05990030,8,08301,0,0,0,0,1,1,1
2021,05990030,9,09101,2,1,1,2,2,2,2
2021,05990030,9,09102,0,0,0,0,1,1,1
2021,05990031,1,01101,9,3,6,9,6,6,4
2021,05990031,1,01107,2,1,1,2,2,2,2
2021,05990031,10,10101,8,6,2,8,5,5,3
2021,05990031,10,10208,8,7,1,8,5,5,1
2021,05990031,10,10301,7,5,2,7,7,7,4
2021,05990031,10,10302,1,0,1,1,1,1,1
2021,05990031,10,10303,1,0,1,1,1,1,1
2021,05990031,11,11101,23,8,15,23,8,8,2
2021,05990031,11,11401,0,0,0,0,1,1,1
2021,05990031,12,12101,4,3,1,4,4,4,1
2021,05990031,13,13101,5,4,1,5,5,5,2
2021,05990031,13,13102,1,1,0,1,1,1,1
2021,05990031,13,13103,12,8,4,12,10,10,3
2021,05990031,13,13104,13,12,1,13,3,3,2
2021,05990031,13,13105,1,1,0,1,2,2,2
2021,05990031,13,13107,1,1,0,1,5,5,2
2021,05990031,13,13108,3,3,0,3,2,2,1
2021,05990031,13,13110,48,35,13,48,18,18,7
2021,05990031,13,13111,1,1,0,1,1,1,1
2021,05990031,13,13113,2,2,0,2,2,2,2
2021,05990031,13,13114,4,4,0,4,1,1,1
2021,05990031,13,13116,1,1,0,1,3,3,3
2021,05990031,13,13117,62,14,48,62,2,2,1
2021,05990031,13,13118,15,11,4,15,2,2,2
2021,05990031,13,13119,24,20,4,24,7,7,2
2021,05990031,13,13121,4,3,1,4,7,7,2
2021,05990031,13,13122,17,15,2,17,16,16,5
2021,05990031,13,13123,2,2,0,2,2,2,2
2021,05990031,13,13124,8,7,1,8,4,4,2
2021,05990031,13,13125,2,2,0,2,3,3,2
2021,05990031,13,13127,7,7,0,7,6,6,1
2021,05990031,13,13129,5,5,0,5,4,4,2
2021,05990031,13,13130,12,12,0,12,5,5,1
2021,05990031,13,13131,20,18,2,20,11,11,2
2021,05990031,13,13132,4,4,0,4,3,3,1
2021,05990031,13,13201,9,4,5,9,4,4,1
2021,05990031,13,13301,3,1,2,3,3,3,2
2021,05990031,13,13302,4,4,0,4,4,4,2
2021,05990031,13,13303,3,2,1,3,2,2,2
2021,05990031,13,13401,2,1,1,2,2,2,2
2021,05990031,13,13402,9,7,2,9,13,13,4
2021,05990031,13,13404,1,1,0,1,1,1,1
2021,05990031,13,13501,3,3,0,3,4,4,4
2021,05990031,13,13601,1,1,0,1,1,1,1
2021,05990031,13,13603,2,2,0,2,2,2,1
2021,05990031,14,14101,3,3,0,3,6,6,3
2021,05990031,15,15101,16,15,1,16,27,27,8
2021,05990031,16,16101,29,17,12,29,18,18,5
2021,05990031,16,16103,10,9,1,10,3,3,2
2021,05990031,16,16106,1,0,1,1,3,3,1
