year,definition,role,sex,age_group,comuna_norm,records,identifiers,records_missing_id
2020,autismo_F840,solo_secundario,MUJER,5-9,OVALLE,2,2,0
2020,autismo_F840,solo_secundario,MUJER,5-9,PARRAL,2,1,0
2020,autismo_F840,solo_secundario,MUJER,5-9,PUDAHUEL,1,1,0
2020,autismo_F840,solo_secundario,MUJER,5-9,PUENTE ALTO,3,3,0
2020,autismo_F840,solo_secundario,MUJER,5-9,PUERTO MONTT,1,1,0
2020,autismo_F840,solo_secundario,MUJER,5-9,PUNTA ARENAS,2,1,0
2020,autismo_F840,solo_secundario,MUJER,5-9,QUILPUE,2,1,0
2020,autismo_F840,solo_secundario,MUJER,5-9,QUINTERO,1,1,0
2020,autismo_F840,solo_secundario,MUJER,5-9,RANCAGUA,2,2,0
2020,autismo_F840,solo_secundario,MUJER,5-9,RECOLETA,2,2,0
2020,autismo_F840,solo_secundario,MUJER,5-9,RENCA,1,1,0
2020,autismo_F840,solo_secundario,MUJER,5-9,SAN ANTONIO,1,1,0
2020,autismo_F840,solo_secundario,MUJER,5-9,SAN BERNARDO,1,1,0
2020,autismo_F840,solo_secundario,MUJER,5-9,SAN JOAQUIN,1,1,0
2020,autismo_F840,solo_secundario,MUJER,5-9,SAN MIGUEL,1,1,0
2020,autismo_F840,solo_secundario,MUJER,5-9,SAN PABLO,1,1,0
2020,autismo_F840,solo_secundario,MUJER,5-9,SAN PEDRO DE LA PAZ,2,2,0
2020,autismo_F840,solo_secundario,MUJER,5-9,SANTA MARIA,1,1,0
2020,autismo_F840,solo_secundario,MUJER,5-9,TALCAHUANO,1,1,0
2020,autismo_F840,solo_secundario,MUJER,5-9,TEMUCO,1,1,0
2020,autismo_F840,solo_secundario,MUJER,5-9,TILTIL,1,1,0
2020,autismo_F840,solo_secundario,MUJER,5-9,TOME,1,1,0
2020,autismo_F840,solo_secundario,MUJER,5-9,VALLENAR,1,1,0
2020,autismo_F840,solo_secundario,MUJER,5-9,VALPARAISO,3,3,0
2020,autismo_F840,solo_secundario,MUJER,5-9,VICTORIA,2,2,0
2020,autismo_F840,solo_secundario,MUJER,60-64,LLAILLAY,1,1,0
2020,autismo_F840,solo_secundario,MUJER,70-74,LINARES,1,1,0
2021,autismo_F840,principal,HOMBRE,0-4,ANTOFAGASTA,6,6,0
2021,autismo_F840,principal,HOMBRE,0-4,NEGRETE,1,1,0
2021,autismo_F840,principal,HOMBRE,0-4,PUENTE ALTO,2,2,0
2021,autismo_F840,principal,HOMBRE,0-4,PUERTO MONTT,1,1,0
2021,autismo_F840,principal,HOMBRE,0-4,RANCAGUA,1,1,0
2021,autismo_F840,principal,HOMBRE,0-4,TOME,1,1,0
2021,autismo_F840,principal,HOMBRE,10-14,ANTOFAGASTA,1,1,0
2021,autismo_F840,principal,HOMBRE,10-14,ARICA,2,2,0
2021,autismo_F840,principal,HOMBRE,10-14,CHILLAN,2,2,0
2021,autismo_F840,principal,HOMBRE,10-14,COIHUECO,1,1,0
2021,autismo_F840,principal,HOMBRE,10-14,CONCEPCION,1,1,0
2021,autismo_F840,principal,HOMBRE,10-14,COPIAPO,1,1,0
2021,autismo_F840,principal,HOMBRE,10-14,LOS ANGELES,3,2,0
2021,autismo_F840,principal,HOMBRE,10-14,OSORNO,2,1,0
2021,autismo_F840,principal,HOMBRE,10-14,PAINE,1,1,0
2021,autismo_F840,principal,HOMBRE,10-14,PENALOLEN,2,1,0
2021,autismo_F840,principal,HOMBRE,10-14,PICA,2,1,0
2021,autismo_F840,principal,HOMBRE,10-14,PICHILEMU,2,1,0
2021,autismo_F840,principal,HOMBRE,10-14,PUENTE ALTO,1,1,0
2021,autismo_F840,principal,HOMBRE,10-14,TALCAHUANO,1,1,0
2021,autismo_F840,principal,HOMBRE,10-14,TEMUCO,1,1,0
2021,autismo_F840,principal,HOMBRE,10-14,VALPARAISO,1,1,0
2021,autismo_F840,principal,HOMBRE,15-19,AISEN,3,1,0
2021,autismo_F840,principal,HOMBRE,15-19,ANTOFAGASTA,2,2,0
2021,autismo_F840,principal,HOMBRE,15-19,ARICA,3,3,0
2021,autismo_F840,principal,HOMBRE,15-19,BULNES,1,1,0
2021,autismo_F840,principal,HOMBRE,15-19,CURICO,1,1,0
2021,autismo_F840,principal,HOMBRE,15-19,ESTACION CENTRAL,6,1,0
2021,autismo_F840,principal,HOMBRE,15-19,HUALPEN,1,1,0
2021,autismo_F840,principal,HOMBRE,15-19,LAJA,1,1,0
2021,autismo_F840,principal,HOMBRE,15-19,LAUTARO,1,1,0
2021,autismo_F840,principal,HOMBRE,15-19,MELIPILLA,1,1,0
2021,autismo_F840,principal,HOMBRE,15-19,PUNTA ARENAS,6,3,0
2021,autismo_F840,principal,HOMBRE,15-19,QUILPUE,1,1,0
2021,autismo_F840,principal,HOMBRE,15-19,SAN PEDRO DE LA PAZ,1,1,0
2021,autismo_F840,principal,HOMBRE,15-19,VALLENAR,1,1,0
2021,autismo_F840,principal,HOMBRE,15-19,VINA DEL MAR,1,1,0
2021,autismo_F840,principal,HOMBRE,20-24,ANTOFAGASTA,1,1,0
2021,autismo_F840,principal,HOMBRE,20-24,CHILLAN,5,2,0
2021,autismo_F840,principal,HOMBRE,20-24,COQUIMBO,1,1,0
2021,autismo_F840,principal,HOMBRE,20-24,MARIQUINA,1,1,0
2021,autismo_F840,principal,HOMBRE,20-24,RANCAGUA,1,1,0
2021,autismo_F840,principal,HOMBRE,20-24,TEMUCO,2,2,0
2021,autismo_F840,principal,HOMBRE,20-24,VALPARAISO,1,1,0
2021,autismo_F840,principal,HOMBRE,20-24,VICTORIA,1,1,0
2021,autismo_F840,principal,HOMBRE,25-29,ANTOFAGASTA,2,2,0
2021,autismo_F840,principal,HOMBRE,25-29,ARICA,1,1,0
2021,autismo_F840,principal,HOMBRE,25-29,CHILLAN,3,1,0
2021,autismo_F840,principal,HOMBRE,25-29,SAN VICENTE,1,1,0
2021,autismo_F840,principal,HOMBRE,30-34,LA FLORIDA,1,1,0
2021,autismo_F840,principal,HOMBRE,30-34,TALAGANTE,1,1,0
2021,autismo_F840,principal,HOMBRE,30-34,TALCA,1,1,0
2021,autismo_F840,principal,HOMBRE,30-34,TEMUCO,2,1,0
2021,autismo_F840,principal,HOMBRE,30-34,VALDIVIA,1,1,0
2021,autismo_F840,principal,HOMBRE,35-39,IQUIQUE,1,1,0
2021,autismo_F840,principal,HOMBRE,35-39,OSORNO,2,1,0
2021,autismo_F840,principal,HOMBRE,5-9,ANDACOLLO,1,1,0
2021,autismo_F840,principal,HOMBRE,5-9,ANTOFAGASTA,4,3,0
2021,autismo_F840,principal,HOMBRE,5-9,HUALPEN,1,1,0
2021,autismo_F840,principal,HOMBRE,5-9,LA CISTERNA,1,1,0
2021,autismo_F840,principal,HOMBRE,5-9,MAIPU,1,1,0
2021,autismo_F840,principal,HOMBRE,5-9,OSORNO,1,1,0
2021,autismo_F840,principal,HOMBRE,5-9,PADRE LAS CASAS,1,1,0
2021,autismo_F840,principal,HOMBRE,5-9,PENALOLEN,1,1,0
2021,autismo_F840,principal,HOMBRE,5-9,PUERTO MONTT,1,1,0
2021,autismo_F840,principal,HOMBRE,5-9,SAN FERNANDO,1,1,0
2021,autismo_F840,principal,HOMBRE,5-9,TEMUCO,2,2,0
2021,autismo_F840,principal,HOMBRE,5-9,TOME,2,2,0
2021,autismo_F840,principal,MUJER,0-4,ANTOFAGASTA,6,6,0
2021,autismo_F840,principal,MUJER,0-4,PUENTE ALTO,1,1,0
2021,autismo_F840,principal,MUJER,0-4,PUERTO MONTT,1,1,0
2021,autismo_F840,principal,MUJER,10-14,CHILLAN,1,1,0
2021,autismo_F840,principal,MUJER,10-14,CONCEPCION,1,1,0
2021,autismo_F840,principal,MUJER,10-14,LA FLORIDA,1,1,0
2021,autismo_F840,principal,MUJER,10-14,LA GRANJA,1,1,0
2021,autismo_F840,principal,MUJER,10-14,LOS ANGELES,1,1,0
2021,autismo_F840,principal,MUJER,10-14,PUENTE ALTO,2,2,0
2021,autismo_F840,principal,MUJER,10-14,PUNTA ARENAS,1,1,0
2021,autismo_F840,principal,MUJER,10-14,QUILICURA,1,1,0
2021,autismo_F840,principal,MUJER,10-14,SAN CARLOS,1,1,0
2021,autismo_F840,principal,MUJER,10-14,TEMUCO,1,1,0
2021,autismo_F840,principal,MUJER,15-19,CHIGUAYANTE,1,1,0
2021,autismo_F840,principal,MUJER,15-19,PUNTA ARENAS,1,1,0
2021,autismo_F840,principal,MUJER,5-9,ANTOFAGASTA,3,2,0
2021,autismo_F840,principal,MUJER,5-9,OSORNO,1,1,0
2021,autismo_F840,principal,MUJER,5-9,SAN BERNARDO,1,1,0
2021,autismo_F840,principal,MUJER,5-9,VALDIVIA,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,AISEN,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,ANCUD,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,ANGOL,2,2,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,ANTOFAGASTA,8,7,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,ARAUCO,2,2,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,ARICA,10,10,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,BULNES,2,2,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,CALAMA,4,3,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,CANETE,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,CASTRO,2,2,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,CERRILLOS,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,CHEPICA,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,CHIGUAYANTE,2,2,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,CHILLAN,8,7,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,CHILLAN VIEJO,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,CHIMBARONGO,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,COIHAIQUE,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,COLTAUCO,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,CON CON,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,CONCEPCION,3,3,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,COPIAPO,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,COQUIMBO,5,5,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,CORONEL,4,4,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,CURANILAHUE,4,4,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,CURICO,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,EL BOSQUE,3,3,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,ESTACION CENTRAL,2,2,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,HIJUELAS,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,HUALPEN,2,2,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,HUECHURABA,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,INDEPENDENCIA,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,IQUIQUE,4,4,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,LA FLORIDA,14,7,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,LA PINTANA,4,3,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,LA SERENA,12,6,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,LAMPA,4,4,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,LAS CONDES,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,LINARES,14,11,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,LO BARNECHEA,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,LO PRADO,2,2,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,LOS ANDES,2,2,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,LOS ANGELES,3,3,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,MAIPU,5,4,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,MAULE,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,MELIPILLA,4,3,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,MONTE PATRIA,2,1,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,NUEVA IMPERIAL,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,OSORNO,7,7,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,PADRE LAS CASAS,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,PAINE,3,3,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,PALMILLA,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,PEDRO AGUIRRE CERDA,3,3,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,PENAFLOR,2,1,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,PENALOLEN,4,4,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,PERALILLO,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,PUDAHUEL,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,PUENTE ALTO,27,17,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,PUERTO MONTT,4,2,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,PUNTA ARENAS,5,4,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,PURRANQUE,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,QUILLOTA,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,QUILPUE,2,2,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,QUINTA NORMAL,3,3,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,RANCAGUA,6,6,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,RECOLETA,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,RENCA,3,3,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,RENGO,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,SAN ANTONIO,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,SAN BERNARDO,6,6,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,SAN FELIPE,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,SAN IGNACIO,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,SAN JAVIER,3,3,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,SAN JOAQUIN,2,2,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,SAN MIGUEL,3,3,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,SAN NICOLAS,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,SAN PEDRO DE LA PAZ,3,3,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,SAN RAMON,5,4,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,SAN VICENTE,2,2,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,SANTA MARIA,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,SANTIAGO,5,5,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,TALCA,3,3,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,TALCAHUANO,2,2,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,TEMUCO,5,5,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,TIERRA AMARILLA,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,VALDIVIA,4,2,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,VALPARAISO,2,1,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,VICTORIA,3,1,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,VILLA ALEMANA,2,1,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,VILLARRICA,3,3,0
2021,autismo_F840,solo_secundario,HOMBRE,0-4,VINA DEL MAR,6,6,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,ALTO HOSPICIO,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,ANCUD,2,1,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,ANGOL,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,ANTOFAGASTA,13,13,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,ARICA,13,11,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,CALAMA,4,3,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,CARTAGENA,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,CASTRO,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,CERRILLOS,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,CERRO NAVIA,2,2,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,CHIGUAYANTE,2,2,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,CHILLAN,13,13,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,CHIMBARONGO,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,COBQUECURA,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,COIHUECO,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,COLLIPULLI,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,CONCEPCION,12,9,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,CONCHALI,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,COQUIMBO,2,2,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,CORONEL,7,5,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,CURACAUTIN,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,EL BOSQUE,4,4,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,EL MONTE,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,FUTRONO,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,HUALPEN,5,4,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,HUECHURABA,3,2,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,INDEPENDENCIA,2,2,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,ISLA DE PASCUA,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,LA CISTERNA,2,1,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,LA FLORIDA,20,10,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,LA GRANJA,2,1,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,LA LIGUA,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,LA PINTANA,3,3,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,LA REINA,3,3,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,LA SERENA,11,7,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,LA UNION,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,LAMPA,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,LAS CONDES,5,3,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,LO BARNECHEA,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,LO ESPEJO,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,LO PRADO,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,LONGAVI,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,LONQUIMAY,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,LOS ALAMOS,2,2,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,LOS ANGELES,5,5,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,LOTA,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,MAIPU,4,3,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,MARCHIHUE,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,MARIA PINTO,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,MELIPILLA,2,2,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,NACIMIENTO,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,NATALES,2,1,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,NOGALES,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,NUEVA IMPERIAL,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,OSORNO,2,2,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,OVALLE,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,PADRE LAS CASAS,6,2,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,PAINE,4,4,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,PALMILLA,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,PARRAL,2,1,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,PEDRO AGUIRRE CERDA,2,2,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,PENALOLEN,8,6,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,PENCO,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,PERALILLO,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,PICA,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,PICHILEMU,2,2,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,PORVENIR,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,PROVIDENCIA,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,PUENTE ALTO,15,14,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,PUERTO MONTT,2,2,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,PUERTO OCTAY,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,PUNTA ARENAS,3,3,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,QUILICURA,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,QUILLOTA,2,2,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,QUILPUE,10,6,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,RANCAGUA,6,6,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,RECOLETA,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,RENCA,2,2,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,REQUINOA,2,2,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,RIO NEGRO,2,1,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,SAAVEDRA,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,SAN ANTONIO,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,SAN BERNARDO,4,4,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,SAN CARLOS,3,2,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,SAN FELIPE,2,2,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,SAN IGNACIO,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,SAN JOAQUIN,9,4,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,SAN MIGUEL,2,2,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,SAN NICOLAS,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,SAN PEDRO DE LA PAZ,3,3,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,SANTIAGO,5,5,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,TALCA,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,TALCAHUANO,8,6,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,TEMUCO,5,4,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,TENO,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,TOME,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,VALDIVIA,5,5,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,VALLENAR,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,VALPARAISO,7,7,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,VICUNA,3,1,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,VILLA ALEMANA,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,VILLARRICA,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,VINA DEL MAR,3,3,0
2021,autismo_F840,solo_secundario,HOMBRE,10-14,YUMBEL,2,1,0
2021,autismo_F840,solo_secundario,HOMBRE,15-19,ALTO HOSPICIO,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,15-19,ANGOL,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,15-19,ANTOFAGASTA,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,15-19,ARICA,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,15-19,CABRERO,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,15-19,CALAMA,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,15-19,CASTRO,3,1,0
2021,autismo_F840,solo_secundario,HOMBRE,15-19,CHILLAN,5,5,0
2021,autismo_F840,solo_secundario,HOMBRE,15-19,COLBUN,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,15-19,CON CON,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,15-19,CONCEPCION,2,2,0
2021,autismo_F840,solo_secundario,HOMBRE,15-19,COPIAPO,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,15-19,CORONEL,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,15-19,CURICO,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,15-19,HUALQUI,2,2,0
2021,autismo_F840,solo_secundario,HOMBRE,15-19,IQUIQUE,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,15-19,LA CISTERNA,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,15-19,LA FLORIDA,5,4,0
2021,autismo_F840,solo_secundario,HOMBRE,15-19,LA GRANJA,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,15-19,LA PINTANA,3,3,0
2021,autismo_F840,solo_secundario,HOMBRE,15-19,LAMPA,2,2,0
2021,autismo_F840,solo_secundario,HOMBRE,15-19,LAS CONDES,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,15-19,LAUTARO,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,15-19,LIMACHE,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,15-19,LINARES,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,15-19,LOS ANGELES,2,2,0
2021,autismo_F840,solo_secundario,HOMBRE,15-19,LOTA,2,1,0
2021,autismo_F840,solo_secundario,HOMBRE,15-19,MACUL,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,15-19,MAIPU,2,2,0
2021,autismo_F840,solo_secundario,HOMBRE,15-19,MARIA PINTO,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,15-19,NIQUEN,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,15-19,NUEVA IMPERIAL,3,1,0
2021,autismo_F840,solo_secundario,HOMBRE,15-19,NUNOA,1,1,0
2021,autismo_F840,solo_secundario,HOMBRE,15-19,OSORNO,1,1,0
