year,definition,role,sex,age_group,comuna_norm,records,identifiers,records_missing_id
2019,autismo_F840,principal,HOMBRE,0-4,ANTOFAGASTA,4,4,0
2019,autismo_F840,principal,HOMBRE,0-4,CALAMA,3,2,0
2019,autismo_F840,principal,HOMBRE,0-4,CHILLAN,1,1,0
2019,autismo_F840,principal,HOMBRE,0-4,CHIMBARONGO,1,1,0
2019,autismo_F840,principal,HOMBRE,0-4,PUNTA ARENAS,1,1,0
2019,autismo_F840,principal,HOMBRE,0-4,QUEILEN,1,1,0
2019,autismo_F840,principal,HOMBRE,0-4,TALAGANTE,1,1,0
2019,autismo_F840,principal,HOMBRE,0-4,TOCOPILLA,1,1,0
2019,autismo_F840,principal,HOMBRE,10-14,ANTOFAGASTA,2,1,0
2019,autismo_F840,principal,HOMBRE,10-14,ARICA,1,1,0
2019,autismo_F840,principal,HOMBRE,10-14,CALLE LARGA,1,1,0
2019,autismo_F840,principal,HOMBRE,10-14,CASTRO,1,1,0
2019,autismo_F840,principal,HOMBRE,10-14,CHILLAN,6,6,0
2019,autismo_F840,principal,HOMBRE,10-14,CONCEPCION,1,1,0
2019,autismo_F840,principal,HOMBRE,10-14,COQUIMBO,1,1,0
2019,autismo_F840,principal,HOMBRE,10-14,CORRAL,1,1,0
2019,autismo_F840,principal,HOMBRE,10-14,EL CARMEN,1,1,0
2019,autismo_F840,principal,HOMBRE,10-14,LA FLORIDA,1,1,0
2019,autismo_F840,principal,HOMBRE,10-14,LO BARNECHEA,1,1,0
2019,autismo_F840,principal,HOMBRE,10-14,MACUL,1,1,0
2019,autismo_F840,principal,HOMBRE,10-14,MEJILLONES,1,1,0
2019,autismo_F840,principal,HOMBRE,10-14,MELIPILLA,3,2,0
2019,autismo_F840,principal,HOMBRE,10-14,PUDAHUEL,5,3,0
2019,autismo_F840,principal,HOMBRE,10-14,PUERTO MONTT,2,2,0
2019,autismo_F840,principal,HOMBRE,10-14,QUILLOTA,1,1,0
2019,autismo_F840,principal,HOMBRE,10-14,QUILPUE,2,1,0
2019,autismo_F840,principal,HOMBRE,10-14,SAN ANTONIO,1,1,0
2019,autismo_F840,principal,HOMBRE,10-14,SAN FERNANDO,1,1,0
2019,autismo_F840,principal,HOMBRE,10-14,SAN PEDRO DE LA PAZ,1,1,0
2019,autismo_F840,principal,HOMBRE,10-14,SANTIAGO,12,2,0
2019,autismo_F840,principal,HOMBRE,10-14,VILLA ALEGRE,1,1,0
2019,autismo_F840,principal,HOMBRE,10-14,VILLA ALEMANA,1,1,0
2019,autismo_F840,principal,HOMBRE,15-19,ARICA,1,1,0
2019,autismo_F840,principal,HOMBRE,15-19,CERRO NAVIA,1,1,0
2019,autismo_F840,principal,HOMBRE,15-19,CHILLAN,2,1,0
2019,autismo_F840,principal,HOMBRE,15-19,CORONEL,1,1,0
2019,autismo_F840,principal,HOMBRE,15-19,ESTACION CENTRAL,4,1,0
2019,autismo_F840,principal,HOMBRE,15-19,IQUIQUE,3,2,0
2019,autismo_F840,principal,HOMBRE,15-19,LA CISTERNA,2,1,0
2019,autismo_F840,principal,HOMBRE,15-19,MAFIL,1,1,0
2019,autismo_F840,principal,HOMBRE,15-19,MELIPILLA,1,1,0
2019,autismo_F840,principal,HOMBRE,15-19,NUNOA,1,1,0
2019,autismo_F840,principal,HOMBRE,15-19,OVALLE,1,1,0
2019,autismo_F840,principal,HOMBRE,15-19,PICA,1,1,0
2019,autismo_F840,principal,HOMBRE,15-19,PUNTA ARENAS,7,3,0
2019,autismo_F840,principal,HOMBRE,15-19,TEMUCO,2,2,0
2019,autismo_F840,principal,HOMBRE,15-19,VILLA ALEMANA,1,1,0
2019,autismo_F840,principal,HOMBRE,20-24,CHILLAN,1,1,0
2019,autismo_F840,principal,HOMBRE,20-24,COCHRANE,1,1,0
2019,autismo_F840,principal,HOMBRE,20-24,PUENTE ALTO,1,1,0
2019,autismo_F840,principal,HOMBRE,20-24,PUNTA ARENAS,1,1,0
2019,autismo_F840,principal,HOMBRE,25-29,CHILLAN,2,1,0
2019,autismo_F840,principal,HOMBRE,25-29,CURICO,1,1,0
2019,autismo_F840,principal,HOMBRE,25-29,LO PRADO,1,1,0
2019,autismo_F840,principal,HOMBRE,30-34,TALCAHUANO,1,1,0
2019,autismo_F840,principal,HOMBRE,5-9,ANTOFAGASTA,4,4,0
2019,autismo_F840,principal,HOMBRE,5-9,ARICA,1,1,0
2019,autismo_F840,principal,HOMBRE,5-9,CALAMA,1,1,0
2019,autismo_F840,principal,HOMBRE,5-9,LA GRANJA,3,1,0
2019,autismo_F840,principal,HOMBRE,5-9,LA SERENA,1,1,0
2019,autismo_F840,principal,HOMBRE,5-9,LOS ANGELES,1,1,0
2019,autismo_F840,principal,HOMBRE,5-9,MAIPU,1,1,0
2019,autismo_F840,principal,HOMBRE,5-9,OSORNO,3,3,0
2019,autismo_F840,principal,HOMBRE,5-9,PUDAHUEL,1,1,0
2019,autismo_F840,principal,HOMBRE,5-9,PUENTE ALTO,1,1,0
2019,autismo_F840,principal,HOMBRE,5-9,PUERTO MONTT,1,1,0
2019,autismo_F840,principal,HOMBRE,5-9,RENCA,1,1,0
2019,autismo_F840,principal,HOMBRE,5-9,SAN BERNARDO,1,1,0
2019,autismo_F840,principal,HOMBRE,5-9,SAN CARLOS,1,1,0
2019,autismo_F840,principal,HOMBRE,5-9,SAN JOAQUIN,1,1,0
2019,autismo_F840,principal,HOMBRE,5-9,SANTIAGO,2,1,0
2019,autismo_F840,principal,HOMBRE,5-9,TEMUCO,2,2,0
2019,autismo_F840,principal,HOMBRE,55-59,PUDAHUEL,1,1,0
2019,autismo_F840,principal,MUJER,0-4,ANTOFAGASTA,4,4,0
2019,autismo_F840,principal,MUJER,0-4,LLAILLAY,1,1,0
2019,autismo_F840,principal,MUJER,10-14,ANTOFAGASTA,1,1,0
2019,autismo_F840,principal,MUJER,10-14,CHILLAN,1,1,0
2019,autismo_F840,principal,MUJER,10-14,CONCEPCION,1,1,0
2019,autismo_F840,principal,MUJER,10-14,COQUIMBO,2,1,0
2019,autismo_F840,principal,MUJER,10-14,EL MONTE,1,1,0
2019,autismo_F840,principal,MUJER,10-14,LA GRANJA,1,1,0
2019,autismo_F840,principal,MUJER,10-14,LOS ANDES,1,1,0
2019,autismo_F840,principal,MUJER,10-14,LOS ANGELES,1,1,0
2019,autismo_F840,principal,MUJER,10-14,SANTA CRUZ,1,1,0
2019,autismo_F840,principal,MUJER,10-14,VALDIVIA,1,1,0
2019,autismo_F840,principal,MUJER,15-19,ANTOFAGASTA,1,1,0
2019,autismo_F840,principal,MUJER,15-19,PUNTA ARENAS,1,1,0
2019,autismo_F840,principal,MUJER,15-19,TALAGANTE,1,1,0
2019,autismo_F840,principal,MUJER,20-24,PENAFLOR,1,1,0
2019,autismo_F840,principal,MUJER,5-9,ANTOFAGASTA,1,1,0
2019,autismo_F840,principal,MUJER,5-9,MELIPILLA,1,1,0
2019,autismo_F840,principal,MUJER,5-9,PUERTO OCTAY,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,AISEN,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,ALHUE,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,ALTO HOSPICIO,3,3,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,ANCUD,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,ANTOFAGASTA,11,10,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,ARAUCO,2,2,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,ARICA,5,5,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,BUIN,2,2,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,CANETE,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,CASTRO,2,2,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,CERRILLOS,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,CHILLAN,12,8,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,CHIMBARONGO,2,2,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,COIHAIQUE,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,COIHUECO,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,COLBUN,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,COLINA,2,2,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,CON CON,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,CONCEPCION,10,9,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,COQUIMBO,12,11,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,CORONEL,3,3,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,CURACAVI,3,2,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,CURANILAHUE,2,2,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,ESTACION CENTRAL,2,2,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,GALVARINO,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,HUALPEN,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,HUECHURABA,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,INDEPENDENCIA,3,3,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,IQUIQUE,5,5,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,LA FLORIDA,4,2,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,LA GRANJA,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,LA LIGUA,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,LA REINA,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,LAMPA,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,LANCO,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,LIMACHE,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,LINARES,2,2,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,LO ESPEJO,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,LOS ALAMOS,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,LOS ANGELES,2,2,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,MACUL,2,2,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,MAIPU,3,3,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,MAULE,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,MONTE PATRIA,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,MULCHEN,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,NACIMIENTO,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,NIQUEN,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,NUEVA IMPERIAL,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,OSORNO,2,2,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,OVALLE,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,PADRE LAS CASAS,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,PENALOLEN,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,PENCO,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,PROVIDENCIA,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,PUDAHUEL,3,2,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,PUENTE ALTO,15,12,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,PUERTO MONTT,15,5,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,PUNTA ARENAS,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,PURRANQUE,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,QUILICURA,5,5,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,QUILLON,3,2,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,QUILPUE,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,RANCAGUA,5,4,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,RECOLETA,2,2,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,RENCA,2,2,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,SAN ANTONIO,9,8,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,SAN BERNARDO,4,4,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,SAN FELIPE,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,SAN FERNANDO,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,SAN JOAQUIN,2,2,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,SAN PEDRO DE LA PAZ,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,SANTIAGO,10,8,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,TALCAHUANO,4,2,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,TEMUCO,4,4,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,TOCOPILLA,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,TOME,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,VALDIVIA,2,2,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,VALLENAR,2,2,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,VALPARAISO,8,7,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,VICUNA,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,VILCUN,3,3,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,VILLA ALEMANA,2,2,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,VILLARRICA,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,VINA DEL MAR,2,2,0
2019,autismo_F840,solo_secundario,HOMBRE,0-4,YUMBEL,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,ANTOFAGASTA,8,8,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,ARICA,7,5,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,BUIN,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,CABILDO,3,1,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,CALAMA,3,2,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,CALLE LARGA,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,CANETE,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,CERRILLOS,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,CHIGUAYANTE,2,1,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,CHILLAN,9,9,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,COELEMU,2,2,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,COLINA,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,CON CON,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,CONCEPCION,5,5,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,CONCHALI,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,COPIAPO,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,COQUIMBO,3,2,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,CORONEL,6,4,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,CURACAUTIN,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,CURICO,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,EL BOSQUE,2,2,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,EL CARMEN,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,EL QUISCO,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,FLORIDA,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,HUALPEN,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,HUECHURABA,3,3,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,INDEPENDENCIA,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,IQUIQUE,5,3,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,LA FLORIDA,3,3,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,LA GRANJA,2,1,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,LA PINTANA,2,2,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,LA REINA,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,LA SERENA,3,3,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,LAS CONDES,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,LEBU,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,LO PRADO,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,LOS ANGELES,7,7,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,LOS SAUCES,2,1,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,MACUL,3,3,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,MAIPU,3,3,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,MELIPILLA,2,2,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,NINHUE,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,NOGALES,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,OVALLE,2,2,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,PADRE HURTADO,2,1,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,PEDRO AGUIRRE CERDA,2,2,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,PITRUFQUEN,2,1,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,PUCON,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,PUENTE ALTO,7,7,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,PUERTO MONTT,2,2,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,PUERTO VARAS,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,PUNTA ARENAS,5,4,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,PUTAENDO,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,QUELLON,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,QUILLOTA,4,3,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,QUILPUE,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,RANCAGUA,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,RECOLETA,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,RENCA,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,RENGO,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,REQUINOA,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,SAN ANTONIO,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,SAN BERNARDO,2,2,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,SAN FELIPE,2,2,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,SAN FERNANDO,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,SAN MIGUEL,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,SAN PEDRO DE LA PAZ,6,6,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,SAN RAMON,2,2,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,SANTA CRUZ,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,SANTIAGO,5,3,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,SANTO DOMINGO,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,TALAGANTE,2,1,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,TALCAHUANO,5,5,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,TENO,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,TUCAPEL,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,VALDIVIA,3,2,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,VALLENAR,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,VALPARAISO,8,7,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,VILLARRICA,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,VINA DEL MAR,2,2,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,YERBAS BUENAS,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,10-14,YUMBEL,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,15-19,ANTOFAGASTA,2,2,0
2019,autismo_F840,solo_secundario,HOMBRE,15-19,ARICA,3,1,0
2019,autismo_F840,solo_secundario,HOMBRE,15-19,BULNES,2,2,0
2019,autismo_F840,solo_secundario,HOMBRE,15-19,CHAITEN,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,15-19,CHIGUAYANTE,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,15-19,CHILLAN,2,2,0
2019,autismo_F840,solo_secundario,HOMBRE,15-19,CHILLAN VIEJO,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,15-19,COIHAIQUE,2,2,0
2019,autismo_F840,solo_secundario,HOMBRE,15-19,COLINA,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,15-19,CONCEPCION,3,3,0
2019,autismo_F840,solo_secundario,HOMBRE,15-19,COQUIMBO,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,15-19,CORONEL,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,15-19,CURICO,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,15-19,ESTACION CENTRAL,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,15-19,FREIRINA,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,15-19,FUTRONO,2,1,0
2019,autismo_F840,solo_secundario,HOMBRE,15-19,HUALPEN,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,15-19,INDEPENDENCIA,2,2,0
2019,autismo_F840,solo_secundario,HOMBRE,15-19,IQUIQUE,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,15-19,LA CISTERNA,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,15-19,LOS ANGELES,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,15-19,MACUL,2,2,0
2019,autismo_F840,solo_secundario,HOMBRE,15-19,MAIPU,2,2,0
2019,autismo_F840,solo_secundario,HOMBRE,15-19,OLMUE,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,15-19,OSORNO,3,3,0
2019,autismo_F840,solo_secundario,HOMBRE,15-19,OVALLE,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,15-19,PADRE HURTADO,2,2,0
2019,autismo_F840,solo_secundario,HOMBRE,15-19,PADRE LAS CASAS,2,2,0
2019,autismo_F840,solo_secundario,HOMBRE,15-19,PARRAL,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,15-19,PICHILEMU,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,15-19,PITRUFQUEN,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,15-19,PROVIDENCIA,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,15-19,PUDAHUEL,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,15-19,PUENTE ALTO,7,6,0
2019,autismo_F840,solo_secundario,HOMBRE,15-19,PUERTO MONTT,2,2,0
2019,autismo_F840,solo_secundario,HOMBRE,15-19,PUNTA ARENAS,6,4,0
2019,autismo_F840,solo_secundario,HOMBRE,15-19,QUILLOTA,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,15-19,RECOLETA,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,15-19,RINCONADA,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,15-19,SAN BERNARDO,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,15-19,SAN JOAQUIN,3,2,0
2019,autismo_F840,solo_secundario,HOMBRE,15-19,SAN NICOLAS,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,15-19,SAN RAMON,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,15-19,SANTA JUANA,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,15-19,TALCAHUANO,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,15-19,TEMUCO,3,3,0
2019,autismo_F840,solo_secundario,HOMBRE,15-19,TREGUACO,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,15-19,VALDIVIA,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,15-19,VALPARAISO,3,3,0
2019,autismo_F840,solo_secundario,HOMBRE,15-19,VICTORIA,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,15-19,VILLA ALEMANA,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,15-19,VILLARRICA,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,20-24,ANTOFAGASTA,2,2,0
2019,autismo_F840,solo_secundario,HOMBRE,20-24,BULNES,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,20-24,CHIGUAYANTE,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,20-24,CHILLAN,2,1,0
2019,autismo_F840,solo_secundario,HOMBRE,20-24,CONCEPCION,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,20-24,HUALPEN,2,2,0
2019,autismo_F840,solo_secundario,HOMBRE,20-24,IQUIQUE,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,20-24,LAUTARO,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,20-24,MARIQUINA,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,20-24,MOSTAZAL,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,20-24,PITRUFQUEN,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,20-24,PUERTO MONTT,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,20-24,SAN BERNARDO,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,20-24,TALCAHUANO,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,20-24,VALDIVIA,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,20-24,VALPARAISO,2,2,0
2019,autismo_F840,solo_secundario,HOMBRE,20-24,VICTORIA,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,20-24,VINA DEL MAR,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,25-29,ANTOFAGASTA,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,25-29,CALAMA,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,25-29,CALBUCO,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,25-29,CHILLAN,2,2,0
2019,autismo_F840,solo_secundario,HOMBRE,25-29,LA FLORIDA,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,25-29,LA SERENA,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,25-29,LONCOCHE,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,25-29,NIQUEN,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,25-29,PENAFLOR,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,25-29,PENALOLEN,1,1,0
2019,autismo_F840,solo_secundario,HOMBRE,25-29,PUENTE ALTO,2,2,0
