era,definition,window,position,code,patients
2021-2024,autismo_F840,all,any,F152,1
2021-2024,autismo_F840,all,any,F134,1
2021-2024,autismo_F840,all,any,F132,1
2021-2024,autismo_F840,all,any,F128,1
2021-2024,autismo_F840,all,any,F125,1
2021-2024,autismo_F840,all,any,F113,1
2021-2024,autismo_F840,all,any,F079,1
2021-2024,autismo_F840,all,any,E890,1
2021-2024,autismo_F840,all,any,E874,1
2021-2024,autismo_F840,all,any,E853,1
2021-2024,autismo_F840,all,any,E839,1
2021-2024,autismo_F840,all,any,E830,1
2021-2024,autismo_F840,all,any,E807,1
2021-2024,autismo_F840,all,any,E789,1
2021-2024,autismo_F840,all,any,E752,1
2021-2024,autismo_F840,all,any,E749,1
2021-2024,autismo_F840,all,any,E748,1
2021-2024,autismo_F840,all,any,A448,1
2021-2024,autismo_F840,all,any,A415,1
2021-2024,autismo_F840,730d,principal,N151,1
2021-2024,autismo_F840,730d,principal,Q638,1
2021-2024,autismo_F840,730d,principal,Q691,1
2021-2024,autismo_F840,730d,principal,Q690,1
2021-2024,autismo_F840,730d,principal,Q677,1
2021-2024,autismo_F840,730d,principal,Q667,1
2021-2024,autismo_F840,730d,principal,Q660,1
2021-2024,autismo_F840,730d,principal,Q658,1
2021-2024,autismo_F840,730d,principal,Q655,1
2021-2024,autismo_F840,730d,principal,Q650,1
2021-2024,autismo_F840,730d,principal,Q647,1
2021-2024,autismo_F840,730d,principal,Q643,1
2021-2024,autismo_F840,730d,principal,Q622,1
2021-2024,autismo_F840,730d,principal,Q378,1
2021-2024,autismo_F840,730d,principal,Q603,1
2021-2024,autismo_F840,730d,principal,Q552,1
2021-2024,autismo_F840,730d,principal,Q543,1
2021-2024,autismo_F840,730d,principal,Q447,1
2021-2024,autismo_F840,730d,principal,Q430,1
2021-2024,autismo_F840,730d,principal,Q423,1
2021-2024,autismo_F840,730d,principal,Q420,1
2021-2024,autismo_F840,730d,principal,Q400,1
2021-2024,autismo_F840,730d,principal,Q391,1
2021-2024,autismo_F840,730d,principal,Q390,1
2021-2024,autismo_F840,730d,principal,Q699,1
2021-2024,autismo_F840,730d,principal,Q704,1
2021-2024,autismo_F840,730d,principal,Q741,1
2021-2024,autismo_F840,730d,principal,Q743,1
2021-2024,autismo_F840,730d,principal,S0221,1
2021-2024,autismo_F840,730d,principal,S0200,1
2021-2024,autismo_F840,730d,principal,S015,1
2021-2024,autismo_F840,730d,principal,S010,1
2021-2024,autismo_F840,730d,principal,R591,1
2021-2024,autismo_F840,730d,principal,R51,1
2021-2024,autismo_F840,730d,principal,R457,1
2021-2024,autismo_F840,730d,principal,R42,1
2021-2024,autismo_F840,730d,principal,R34,1
2021-2024,autismo_F840,730d,principal,R268,1
2021-2024,autismo_F840,730d,principal,R230,1
2021-2024,autismo_F840,730d,principal,R068,1
2021-2024,autismo_F840,730d,principal,Q909,1
2021-2024,autismo_F840,730d,principal,Q899,1
2021-2024,autismo_F840,730d,principal,Q892,1
2021-2024,autismo_F840,730d,principal,Q793,1
2021-2024,autismo_F840,730d,principal,Q784,1
2021-2024,autismo_F840,730d,principal,Q763,1
2021-2024,autismo_F840,730d,principal,Q761,1
2021-2024,autismo_F840,730d,principal,Q754,1
2021-2024,autismo_F840,730d,principal,Q750,1
2021-2024,autismo_F840,730d,principal,Q382,1
2021-2024,autismo_F840,730d,principal,Q375,1
2021-2024,autismo_F840,730d,principal,S0280,1
2021-2024,autismo_F840,730d,principal,O240,1
2021-2024,autismo_F840,730d,principal,P369,1
2021-2024,autismo_F840,730d,principal,P271,1
2021-2024,autismo_F840,730d,principal,P229,1
2021-2024,autismo_F840,730d,principal,P228,1
2021-2024,autismo_F840,730d,principal,P210,1
2021-2024,autismo_F840,730d,principal,O996,1
2021-2024,autismo_F840,730d,principal,O821,1
2021-2024,autismo_F840,730d,principal,O820,1
2021-2024,autismo_F840,730d,principal,O470,1
2021-2024,autismo_F840,730d,principal,O300,1
2021-2024,autismo_F840,730d,principal,O021,1
2021-2024,autismo_F840,730d,principal,Q374,1
2021-2024,autismo_F840,730d,principal,N995,1
2021-2024,autismo_F840,730d,principal,N948,1
2021-2024,autismo_F840,730d,principal,N835,1
2021-2024,autismo_F840,730d,principal,N751,1
2021-2024,autismo_F840,730d,principal,N701,1
2021-2024,autismo_F840,730d,principal,N432,1
2021-2024,autismo_F840,730d,principal,N391,1
2021-2024,autismo_F840,730d,principal,N368,1
2021-2024,autismo_F840,730d,principal,N210,1
2021-2024,autismo_F840,730d,principal,N189,1
2021-2024,autismo_F840,730d,principal,P38,1
2021-2024,autismo_F840,730d,principal,P391,1
2021-2024,autismo_F840,730d,principal,P393,1
2021-2024,autismo_F840,730d,principal,P551,1
2021-2024,autismo_F840,730d,principal,Q338,1
2021-2024,autismo_F840,730d,principal,Q330,1
2021-2024,autismo_F840,730d,principal,Q324,1
2021-2024,autismo_F840,730d,principal,Q280,1
2021-2024,autismo_F840,730d,principal,Q278,1
2021-2024,autismo_F840,730d,principal,Q270,1
2021-2024,autismo_F840,730d,principal,Q269,1
2021-2024,autismo_F840,730d,principal,Q262,1
2021-2024,autismo_F840,730d,principal,Q250,1
2021-2024,autismo_F840,730d,principal,Q224,1
2021-2024,autismo_F840,730d,principal,Q220,1
2021-2024,autismo_F840,730d,principal,Q213,1
2021-2024,autismo_F840,730d,principal,Q212,1
2021-2024,autismo_F840,730d,principal,Q210,1
2021-2024,autismo_F840,730d,principal,Q203,1
2021-2024,autismo_F840,730d,principal,Q200,1
2021-2024,autismo_F840,730d,principal,Q175,1
2021-2024,autismo_F840,730d,principal,Q069,1
2021-2024,autismo_F840,730d,principal,Q048,1
2021-2024,autismo_F840,730d,principal,Q030,1
2021-2024,autismo_F840,730d,principal,P918,1
2021-2024,autismo_F840,730d,principal,S0231,1
2021-2024,autismo_F840,730d,principal,S051,1
2021-2024,autismo_F840,all,any,A411,1
2021-2024,autismo_F840,730d,principal,T841,1
2021-2024,autismo_F840,730d,principal,Z046,1
2021-2024,autismo_F840,730d,principal,Z031,1
2021-2024,autismo_F840,730d,principal,Z015,1
2021-2024,autismo_F840,730d,principal,T959,1
2021-2024,autismo_F840,730d,principal,T952,1
2021-2024,autismo_F840,730d,principal,T886,1
2021-2024,autismo_F840,730d,principal,T881,1
2021-2024,autismo_F840,730d,principal,T860,1
2021-2024,autismo_F840,730d,principal,T859,1
2021-2024,autismo_F840,730d,principal,T848,1
2021-2024,autismo_F840,730d,principal,T830,1
2021-2024,autismo_F840,730d,principal,T490,1
2021-2024,autismo_F840,730d,principal,T824,1
2021-2024,autismo_F840,730d,principal,T818,1
2021-2024,autismo_F840,730d,principal,T812,1
2021-2024,autismo_F840,730d,principal,T809,1
2021-2024,autismo_F840,730d,principal,T800,1
2021-2024,autismo_F840,730d,principal,T782,1
2021-2024,autismo_F840,730d,principal,T748,1
2021-2024,autismo_F840,730d,principal,T633,1
2021-2024,autismo_F840,730d,principal,T568,1
2021-2024,autismo_F840,730d,principal,T512,1
2021-2024,autismo_F840,730d,principal,Z087,1
2021-2024,autismo_F840,730d,principal,Z090,1
2021-2024,autismo_F840,730d,principal,Z128,1
2021-2024,autismo_F840,730d,principal,Z137,1
2021-2024,autismo_F840,all,any,A400,1
2021-2024,autismo_F840,all,any,A38,1
2021-2024,autismo_F840,all,any,A085,1
2021-2024,autismo_F840,all,any,A071,1
2021-2024,autismo_F840,all,any,A048,1
2021-2024,autismo_F840,all,any,A043,1
2021-2024,autismo_F840,all,any,A040,1
2021-2024,autismo_F840,all,any,A039,1
2021-2024,autismo_F840,all,any,A031,1
2021-2024,autismo_F840,730d,principal,Z931,1
2021-2024,autismo_F840,730d,principal,Z768,1
2021-2024,autismo_F840,730d,principal,Z762,1
2021-2024,autismo_F840,730d,principal,Z547,1
2021-2024,autismo_F840,730d,principal,Z512,1
2021-2024,autismo_F840,730d,principal,Z488,1
2021-2024,autismo_F840,730d,principal,Z480,1
2021-2024,autismo_F840,730d,principal,Z478,1
2021-2024,autismo_F840,730d,principal,Z458,1
2021-2024,autismo_F840,730d,principal,Z302,1
2021-2024,autismo_F840,730d,principal,Z292,1
2021-2024,autismo_F840,730d,principal,Z201,1
2021-2024,autismo_F840,730d,principal,T495,1
2021-2024,autismo_F840,730d,principal,T469,1
2021-2024,autismo_F840,730d,principal,S0640,1
2021-2024,autismo_F840,730d,principal,S501,1
2021-2024,autismo_F840,730d,principal,S670,1
2021-2024,autismo_F840,730d,principal,S6261,1
2021-2024,autismo_F840,730d,principal,S6260,1
2021-2024,autismo_F840,730d,principal,S610,1
2021-2024,autismo_F840,730d,principal,S597,1
2021-2024,autismo_F840,730d,principal,S5261,1
2021-2024,autismo_F840,730d,principal,S5241,1
2021-2024,autismo_F840,730d,principal,S5231,1
2021-2024,autismo_F840,730d,principal,S5200,1
2021-2024,autismo_F840,730d,principal,S509,1
2021-2024,autismo_F840,730d,principal,S4220,1
2021-2024,autismo_F840,730d,principal,T462,1
2021-2024,autismo_F840,730d,principal,S4200,1
2021-2024,autismo_F840,730d,principal,S410,1
2021-2024,autismo_F840,730d,principal,S3700,1
2021-2024,autismo_F840,730d,principal,S3240,1
2021-2024,autismo_F840,730d,principal,S311,1
2021-2024,autismo_F840,730d,principal,S199,1
2021-2024,autismo_F840,730d,principal,S152,1
2021-2024,autismo_F840,730d,principal,S119,1
2021-2024,autismo_F840,730d,principal,S099,1
2021-2024,autismo_F840,730d,principal,S0660,1
2021-2024,autismo_F840,730d,principal,S678,1
2021-2024,autismo_F840,730d,principal,S681,1
2021-2024,autismo_F840,730d,principal,S682,1
2021-2024,autismo_F840,730d,principal,S7220,1
2021-2024,autismo_F840,730d,principal,T454,1
2021-2024,autismo_F840,730d,principal,T450,1
2021-2024,autismo_F840,730d,principal,T439,1
2021-2024,autismo_F840,730d,principal,T430,1
2021-2024,autismo_F840,730d,principal,T407,1
2021-2024,autismo_F840,730d,principal,T402,1
2021-2024,autismo_F840,730d,principal,T394,1
2021-2024,autismo_F840,730d,principal,T368,1
2021-2024,autismo_F840,730d,principal,T360,1
2021-2024,autismo_F840,730d,principal,T292,1
2021-2024,autismo_F840,730d,principal,T242,1
2021-2024,autismo_F840,730d,principal,T233,1
2021-2024,autismo_F840,730d,principal,T230,1
2021-2024,autismo_F840,730d,principal,T224,1
2021-2024,autismo_F840,730d,principal,T220,1
2021-2024,autismo_F840,730d,principal,T212,1
2021-2024,autismo_F840,730d,principal,T143,1
2021-2024,autismo_F840,730d,principal,T068,1
2021-2024,autismo_F840,730d,principal,S910,1
2021-2024,autismo_F840,730d,principal,S8240,1
2021-2024,autismo_F840,730d,principal,S8210,1
2021-2024,autismo_F840,730d,any,Y606,1
2021-2024,autismo_F840,730d,any,Y599,1
2021-2024,autismo_F840,730d,any,G718,1
2021-2024,autismo_F840,730d,any,M4185,1
2021-2024,autismo_F840,730d,any,M4954,1
2021-2024,autismo_F840,730d,any,M4894,1
2021-2024,autismo_F840,730d,any,M4859,1
2021-2024,autismo_F840,730d,any,M4855,1
2021-2024,autismo_F840,730d,any,M4854,1
2021-2024,autismo_F840,730d,any,M4786,1
2021-2024,autismo_F840,730d,any,M4619,1
2021-2024,autismo_F840,730d,any,M4618,1
2021-2024,autismo_F840,730d,any,M4617,1
2021-2024,autismo_F840,730d,any,M4194,1
2021-2024,autismo_F840,730d,any,M4155,1
2021-2024,autismo_F840,730d,any,M5422,1
2021-2024,autismo_F840,730d,any,M4149,1
2021-2024,autismo_F840,730d,any,M4140,1
2021-2024,autismo_F840,730d,any,M4115,1
2021-2024,autismo_F840,730d,any,M4106,1
2021-2024,autismo_F840,730d,any,M4025,1
2021-2024,autismo_F840,730d,any,M353,1
2021-2024,autismo_F840,730d,any,M350,1
2021-2024,autismo_F840,730d,any,M331,1
2021-2024,autismo_F840,730d,any,M310,1
2021-2024,autismo_F840,730d,any,M2558,1
2021-2024,autismo_F840,730d,any,M5338,1
2021-2024,autismo_F840,730d,any,M5456,1
2021-2024,autismo_F840,730d,any,Y580,1
2021-2024,autismo_F840,730d,any,M7935,1
2021-2024,autismo_F840,730d,any,M8288,1
2021-2024,autismo_F840,730d,any,M8199,1
2021-2024,autismo_F840,730d,any,M8195,1
2021-2024,autismo_F840,730d,any,M8189,1
2021-2024,autismo_F840,730d,any,M8098,1
2021-2024,autismo_F840,730d,any,M8028,1
2021-2024,autismo_F840,730d,any,M7978,1
2021-2024,autismo_F840,730d,any,M7970,1
2021-2024,autismo_F840,730d,any,M7967,1
2021-2024,autismo_F840,730d,any,M7966,1
2021-2024,autismo_F840,730d,any,M7919,1
2021-2024,autismo_F840,730d,any,M6028,1
2021-2024,autismo_F840,730d,any,M7918,1
2021-2024,autismo_F840,730d,any,M7288,1
2021-2024,autismo_F840,730d,any,M7046,1
2021-2024,autismo_F840,730d,any,M673,1
2021-2024,autismo_F840,730d,any,M670,1
2021-2024,autismo_F840,730d,any,M6299,1
2021-2024,autismo_F840,730d,any,M6291,1
2021-2024,autismo_F840,730d,any,M6259,1
2021-2024,autismo_F840,730d,any,M6098,1
2021-2024,autismo_F840,730d,any,M6097,1
2021-2024,autismo_F840,730d,any,M2555,1
2021-2024,autismo_F840,730d,any,M2529,1
2021-2024,autismo_F840,730d,any,M2431,1
2021-2024,autismo_F840,730d,any,L570,1
2021-2024,autismo_F840,730d,any,L814,1
2021-2024,autismo_F840,730d,any,L738,1
2021-2024,autismo_F840,730d,any,L730,1
2021-2024,autismo_F840,730d,any,L704,1
2021-2024,autismo_F840,730d,any,L700,1
2021-2024,autismo_F840,730d,any,L680,1
2021-2024,autismo_F840,730d,any,L659,1
2021-2024,autismo_F840,730d,any,L650,1
2021-2024,autismo_F840,730d,any,L649,1
2021-2024,autismo_F840,730d,any,L603,1
2021-2024,autismo_F840,730d,any,L539,1
2021-2024,autismo_F840,730d,any,M221,1
2021-2024,autismo_F840,730d,any,L511,1
2021-2024,autismo_F840,730d,any,L509,1
2021-2024,autismo_F840,730d,any,L503,1
2021-2024,autismo_F840,730d,any,L305,1
2021-2024,autismo_F840,730d,any,L301,1
2021-2024,autismo_F840,730d,any,L271,1
2021-2024,autismo_F840,730d,any,L270,1
2021-2024,autismo_F840,730d,any,L259,1
2021-2024,autismo_F840,730d,any,L211,1
2021-2024,autismo_F840,730d,any,L208,1
2021-2024,autismo_F840,730d,any,L818,1
2021-2024,autismo_F840,730d,any,L83,1
2021-2024,autismo_F840,730d,any,L853,1
2021-2024,autismo_F840,730d,any,L858,1
2021-2024,autismo_F840,730d,any,M2196,1
2021-2024,autismo_F840,730d,any,M2176,1
2021-2024,autismo_F840,730d,any,M2147,1
2021-2024,autismo_F840,730d,any,M2117,1
2021-2024,autismo_F840,730d,any,M1997,1
2021-2024,autismo_F840,730d,any,M179,1
2021-2024,autismo_F840,730d,any,M1099,1
2021-2024,autismo_F840,730d,any,M0896,1
2021-2024,autismo_F840,730d,any,M0890,1
2021-2024,autismo_F840,730d,any,M0880,1
2021-2024,autismo_F840,730d,any,M0826,1
2021-2024,autismo_F840,730d,any,M0699,1
2021-2024,autismo_F840,730d,any,M0640,1
2021-2024,autismo_F840,730d,any,M0095,1
2021-2024,autismo_F840,730d,any,L989,1
2021-2024,autismo_F840,730d,any,L988,1
2021-2024,autismo_F840,730d,any,L942,1
2021-2024,autismo_F840,730d,any,L923,1
2021-2024,autismo_F840,730d,any,L910,1
2021-2024,autismo_F840,730d,any,L905,1
2021-2024,autismo_F840,730d,any,L892,1
2021-2024,autismo_F840,730d,any,M8415,1
2021-2024,autismo_F840,730d,any,M8443,1
2021-2024,autismo_F840,730d,any,M8445,1
2021-2024,autismo_F840,730d,any,O470,1
2021-2024,autismo_F840,730d,any,P008,1
2021-2024,autismo_F840,730d,any,P004,1
2021-2024,autismo_F840,730d,any,P002,1
2021-2024,autismo_F840,730d,any,O997,1
2021-2024,autismo_F840,730d,any,O996,1
2021-2024,autismo_F840,730d,any,O927,1
2021-2024,autismo_F840,730d,any,O926,1
2021-2024,autismo_F840,730d,any,O821,1
2021-2024,autismo_F840,730d,any,O820,1
2021-2024,autismo_F840,730d,any,O620,1
2021-2024,autismo_F840,730d,any,O420,1
2021-2024,autismo_F840,730d,any,N948,1
2021-2024,autismo_F840,730d,any,O40,1
2021-2024,autismo_F840,730d,any,O358,1
2021-2024,autismo_F840,730d,any,O343,1
2021-2024,autismo_F840,730d,any,O342,1
2021-2024,autismo_F840,730d,any,O300,1
2021-2024,autismo_F840,730d,any,O242,1
2021-2024,autismo_F840,730d,any,O240,1
2021-2024,autismo_F840,730d,any,O109,1
2021-2024,autismo_F840,730d,any,O021,1
2021-2024,autismo_F840,730d,any,N995,1
2021-2024,autismo_F840,730d,any,P011,1
2021-2024,autismo_F840,730d,any,P015,1
2021-2024,autismo_F840,730d,any,P022,1
2021-2024,autismo_F840,730d,any,P030,1
2021-2024,autismo_F840,730d,any,P616,1
2021-2024,autismo_F840,730d,any,P610,1
2021-2024,autismo_F840,730d,any,P60,1
2021-2024,autismo_F840,730d,any,P523,1
2021-2024,autismo_F840,730d,any,P394,1
2021-2024,autismo_F840,730d,any,P393,1
2021-2024,autismo_F840,730d,any,P38,1
2021-2024,autismo_F840,730d,any,P369,1
2021-2024,autismo_F840,730d,any,P368,1
2021-2024,autismo_F840,730d,any,P364,1
2021-2024,autismo_F840,730d,any,P362,1
2021-2024,autismo_F840,730d,any,P359,1
2021-2024,autismo_F840,730d,any,P350,1
2021-2024,autismo_F840,730d,any,P283,1
2021-2024,autismo_F840,730d,any,P282,1
2021-2024,autismo_F840,730d,any,P239,1
2021-2024,autismo_F840,730d,any,P234,1
2021-2024,autismo_F840,730d,any,P229,1
2021-2024,autismo_F840,730d,any,P211,1
2021-2024,autismo_F840,730d,any,P210,1
2021-2024,autismo_F840,730d,any,P052,1
2021-2024,autismo_F840,730d,any,N981,1
2021-2024,autismo_F840,730d,any,N920,1
2021-2024,autismo_F840,730d,any,M8448,1
2021-2024,autismo_F840,730d,any,M8999,1
2021-2024,autismo_F840,730d,any,N132,1
2021-2024,autismo_F840,730d,any,N131,1
2021-2024,autismo_F840,730d,any,N059,1
2021-2024,autismo_F840,730d,any,N058,1
2021-2024,autismo_F840,730d,any,N049,1
2021-2024,autismo_F840,730d,any,N045,1
2021-2024,autismo_F840,730d,any,N028,1
2021-2024,autismo_F840,730d,any,N009,1
2021-2024,autismo_F840,730d,any,N008,1
2021-2024,autismo_F840,730d,any,M961,1
2021-2024,autismo_F840,730d,any,M8958,1
2021-2024,autismo_F840,730d,any,N915,1
2021-2024,autismo_F840,730d,any,M8929,1
2021-2024,autismo_F840,730d,any,M8796,1
2021-2024,autismo_F840,730d,any,M8698,1
2021-2024,autismo_F840,730d,any,M8694,1
2021-2024,autismo_F840,730d,any,M8691,1
2021-2024,autismo_F840,730d,any,M8665,1
2021-2024,autismo_F840,730d,any,M8626,1
2021-2024,autismo_F840,730d,any,M8599,1
2021-2024,autismo_F840,730d,any,M8589,1
2021-2024,autismo_F840,730d,any,M8556,1
2021-2024,autismo_F840,730d,any,N135,1
2021-2024,autismo_F840,730d,any,N137,1
2021-2024,autismo_F840,730d,any,N139,1
2021-2024,autismo_F840,730d,any,N144,1
2021-2024,autismo_F840,730d,any,N912,1
2021-2024,autismo_F840,730d,any,N890,1
2021-2024,autismo_F840,730d,any,N835,1
2021-2024,autismo_F840,730d,any,N832,1
2021-2024,autismo_F840,730d,any,N809,1
2021-2024,autismo_F840,730d,any,N751,1
2021-2024,autismo_F840,730d,any,N701,1
2021-2024,autismo_F840,730d,any,N62,1
2021-2024,autismo_F840,730d,any,N61,1
2021-2024,autismo_F840,730d,any,N488,1
2021-2024,autismo_F840,730d,any,N46,1
2021-2024,autismo_F840,730d,any,N410,1
2021-2024,autismo_F840,730d,any,N391,1
2021-2024,autismo_F840,730d,any,N368,1
2021-2024,autismo_F840,730d,any,N328,1
2021-2024,autismo_F840,730d,any,N323,1
2021-2024,autismo_F840,730d,any,N321,1
2021-2024,autismo_F840,730d,any,N318,1
2021-2024,autismo_F840,730d,any,N312,1
2021-2024,autismo_F840,730d,any,N311,1
2021-2024,autismo_F840,730d,any,N201,1
2021-2024,autismo_F840,730d,any,L080,1
2021-2024,autismo_F840,730d,any,L048,1
2021-2024,autismo_F840,730d,any,L033,1
2021-2024,autismo_F840,730d,any,I152,1
2021-2024,autismo_F840,730d,any,I490,1
2021-2024,autismo_F840,730d,any,I456,1
2021-2024,autismo_F840,730d,any,I441,1
2021-2024,autismo_F840,730d,any,I440,1
2021-2024,autismo_F840,730d,any,I409,1
2021-2024,autismo_F840,730d,any,I341,1
2021-2024,autismo_F840,730d,any,I253,1
2021-2024,autismo_F840,730d,any,I252,1
2021-2024,autismo_F840,730d,any,I219,1
2021-2024,autismo_F840,730d,any,I208,1
2021-2024,autismo_F840,730d,any,I151,1
2021-2024,autismo_F840,730d,any,H71,1
2021-2024,autismo_F840,730d,any,I129,1
2021-2024,autismo_F840,730d,any,I120,1
2021-2024,autismo_F840,730d,any,I081,1
2021-2024,autismo_F840,730d,any,I078,1
2021-2024,autismo_F840,730d,any,I070,1
2021-2024,autismo_F840,730d,any,I059,1
2021-2024,autismo_F840,730d,any,H921,1
2021-2024,autismo_F840,730d,any,H748,1
2021-2024,autismo_F840,730d,any,H738,1
2021-2024,autismo_F840,730d,any,H729,1
2021-2024,autismo_F840,730d,any,I495,1
2021-2024,autismo_F840,730d,any,I501,1
2021-2024,autismo_F840,730d,any,I513,1
2021-2024,autismo_F840,730d,any,I514,1
2021-2024,autismo_F840,730d,any,I871,1
2021-2024,autismo_F840,730d,any,I832,1
2021-2024,autismo_F840,730d,any,I822,1
2021-2024,autismo_F840,730d,any,I820,1
2021-2024,autismo_F840,730d,any,I809,1
2021-2024,autismo_F840,730d,any,I808,1
2021-2024,autismo_F840,730d,any,I801,1
2021-2024,autismo_F840,730d,any,I776,1
2021-2024,autismo_F840,730d,any,I771,1
2021-2024,autismo_F840,730d,any,I744,1
2021-2024,autismo_F840,730d,any,I730,1
2021-2024,autismo_F840,730d,any,I7000,1
2021-2024,autismo_F840,730d,any,I693,1
2021-2024,autismo_F840,730d,any,I692,1
2021-2024,autismo_F840,730d,any,I691,1
2021-2024,autismo_F840,730d,any,I675,1
2021-2024,autismo_F840,730d,any,I671,1
2021-2024,autismo_F840,730d,any,I652,1
2021-2024,autismo_F840,730d,any,I639,1
2021-2024,autismo_F840,730d,any,I638,1
2021-2024,autismo_F840,730d,any,I619,1
2021-2024,autismo_F840,730d,any,H720,1
2021-2024,autismo_F840,730d,any,H659,1
2021-2024,autismo_F840,730d,any,I898,1
2021-2024,autismo_F840,730d,any,G972,1
2021-2024,autismo_F840,730d,any,H178,1
