unit,year,cut_region,sex,count,population,crude,crude_lo,crude_hi,asr,asr_lo,asr_hi,asr_var,groups_missing,period,region
records,2020.0,12,MUJER,7.0,87687.0,7.9829393182569826,3.2095556371182337,16.44790603134145,11.812202637044996,4.737291047041454,24.59480380915327,20.021502868821965,0,2020,Magallanes
records,2020.0,12,TOTAL,39.0,178362.0,21.865644027315234,15.54861040436667,29.891055194398383,29.719208429344423,21.084269195357802,40.87004356076802,22.931550734087264,0,2020,Magallanes
records,2020.0,13,HOMBRE,339.0,4010416.0,8.452988418159114,7.577007521085142,9.402455560126135,11.028335490928933,9.877596335423252,12.277926945521536,0.36387693099053214,0,2020,Metropolitana
records,2020.0,13,MUJER,132.0,4114656.0,3.208044609318495,2.6841443955038393,3.8043315993380005,4.431907540960037,3.7028608263803173,5.264366642296866,0.15108484874792769,0,2020,Metropolitana
records,2020.0,13,TOTAL,471.0,8125072.0,5.796871707721483,5.285106921290666,6.344810406567239,7.777393811897831,7.085916054244216,8.518943557621,0.13029508713307045,0,2020,Metropolitana
records,2020.0,14,HOMBRE,33.0,198915.0,16.590000754090944,11.419793164281144,23.29852915525189,21.952584467382884,15.06386693902066,31.028600027315186,14.828154875475542,0,2020,Los Ríos
records,2020.0,14,MUJER,12.0,206920.0,5.799342741156003,2.996605020646732,10.13028467435577,8.862142516635013,4.563561253304599,15.586407684949581,6.603034188266156,0,2020,Los Ríos
records,2020.0,14,TOTAL,45.0,405835.0,11.088250150923406,8.087845747221028,14.836951100067468,15.464888984218879,11.249700716669212,20.791163021077192,5.399465841080818,0,2020,Los Ríos
records,2020.0,15,HOMBRE,23.0,126744.0,18.146815628353217,11.503524456419774,27.22913344602745,21.45311210256023,13.552601913118886,32.466453714681805,20.282548655075388,0,2020,Arica y Parinacota
records,2020.0,15,MUJER,11.0,125366.0,8.774308823764018,4.380103351177224,15.69966219972078,10.695044226884862,5.332057013973541,19.40163186616465,10.431373099167853,0,2020,Arica y Parinacota
records,2020.0,15,TOTAL,34.0,252110.0,13.486176668914363,9.339569388192562,18.84558014168541,16.163577096238598,11.1730363319547,22.717047166734574,7.755165459030601,0,2020,Arica y Parinacota
records,2020.0,16,HOMBRE,51.0,247792.0,20.58177826564215,15.324485793847566,27.061237399352596,25.8891929054716,19.25337693394611,34.2110056701055,13.240578767895993,0,2020,Ñuble
records,2020.0,16,MUJER,18.0,263759.0,6.824411678843187,4.044578869498113,10.78551263370273,9.05589849869786,5.339426823983419,14.571460479457038,4.635868407994007,0,2020,Ñuble
records,2020.0,16,TOTAL,69.0,511551.0,13.488391186802488,10.494773455011295,17.070422322514332,17.708701350093637,13.761467823367461,22.505922332257803,4.5869292808797,0,2020,Ñuble
records,2021.0,1,HOMBRE,30.0,197277.0,15.207043902735748,10.26012866244971,21.709000742513147,16.676771912708524,11.22083641944083,23.980544776396354,9.388688488822476,0,2021,Tarapacá
records,2021.0,1,MUJER,15.0,193888.0,7.736425152665456,4.330018429600241,12.760056770654112,8.688268542695699,4.831107089390796,14.50467234309853,5.131534690546422,0,2021,Tarapacá
records,2021.0,1,TOTAL,45.0,391165.0,11.504096736671226,8.391167100388445,15.393386549655212,12.761633466010379,9.284832764437727,17.155846134079212,3.6731712438068658,0,2021,Tarapacá
records,2021.0,2,HOMBRE,102.0,354057.0,28.808920597530907,23.490231853568073,34.97206399238787,34.014229207184776,27.69715962190446,41.452812401386524,11.485758793345674,0,2021,Antofagasta
records,2021.0,2,MUJER,45.0,349689.0,12.868577507442327,9.386428737602401,17.219169175169597,16.58373310972809,12.093850451965428,22.216414523379417,6.118794035972261,0,2021,Antofagasta
records,2021.0,2,TOTAL,147.0,703746.0,20.888218192359176,17.648065058395606,24.55098383120448,25.498180770994498,21.524395073634917,30.008498449614063,4.466270591070325,0,2021,Antofagasta
records,2021.0,3,HOMBRE,21.0,159897.0,13.1334546614383,8.129815433733082,20.075880557448485,15.61074810833552,9.645726509055699,24.02251458194275,11.683208086610309,0,2021,Atacama
records,2021.0,3,MUJER,5.0,156840.0,3.1879622545269064,1.0351226664871338,7.4396404484332255,3.9837672350168547,1.287335347340139,9.453926601612684,3.195242202921336,0,2021,Atacama
records,2021.0,3,TOTAL,26.0,316737.0,8.208703119622905,5.36219741160532,12.027651989860672,9.93907614730211,6.481201244646984,14.640299322485209,3.8276214644666178,0,2021,Atacama
records,2021.0,4,HOMBRE,106.0,415361.0,25.519969376036748,20.89365991675326,30.865667823398745,30.92086085520372,25.2834973233269,37.50040731408824,9.128577395858317,0,2021,Coquimbo
records,2021.0,4,MUJER,30.0,432718.0,6.932921671850951,4.677613138677133,9.897176774436854,9.209922333445258,6.198845826901177,13.240423923373815,2.859188883833889,0,2021,Coquimbo
records,2021.0,4,TOTAL,136.0,848079.0,16.03624190670916,13.454461588078813,18.96907890547197,20.21640465449317,16.941178338856805,23.969702964117037,3.044842915644993,0,2021,Coquimbo
records,2021.0,5,HOMBRE,145.0,968008.0,14.979215047809522,12.640376040920426,17.625351051662875,19.21817118801627,16.189760791096877,22.67686009431455,2.5965685586425233,0,2021,Valparaíso
records,2021.0,5,MUJER,32.0,1011365.0,3.1640406776979626,2.164201481293555,4.466681374125115,4.294958307557059,2.922275268143926,6.12932617519855,0.5911592039295654,0,2021,Valparaíso
records,2021.0,5,TOTAL,177.0,1979373.0,8.942225644181264,7.673341676974124,10.361012103307747,11.891530181740947,10.186453262997714,13.814991442681631,0.8164488197637007,0,2021,Valparaíso
records,2021.0,6,HOMBRE,76.0,500528.0,15.183965732186811,11.963237995966978,19.004997315501146,19.66631162793879,15.47812848975068,24.6845043476448,5.13246577662658,0,2021,O'Higgins
records,2021.0,6,MUJER,20.0,500431.0,3.996554969616191,2.4411996030229832,6.172355010515855,5.439582922913704,3.317876801617604,8.46500503331865,1.4871163091789603,0,2021,O'Higgins
records,2021.0,6,TOTAL,96.0,1000959.0,9.590802420478761,7.768580752557742,11.712011281114261,12.703335956523349,10.280795119039983,15.547558102144182,1.6941870424009897,0,2021,O'Higgins
records,2021.0,7,HOMBRE,68.0,561122.0,12.118576708808423,9.410548998724423,15.363183613550982,15.55911121102535,12.06084474766104,19.786925962735328,3.607158518378661,0,2021,Maule
records,2021.0,7,MUJER,15.0,581890.0,2.5778068019728813,1.4427788985518422,4.2517002992809365,3.649537976530205,2.039603544258127,6.0595880022550315,0.8918881585434832,0,2021,Maule
records,2021.0,7,TOTAL,83.0,1143012.0,7.26151606457325,5.783757011982647,9.001741696260938,9.689134801245824,7.705426024895753,12.042916020344256,1.145643232978854,0,2021,Maule
records,2021.0,8,HOMBRE,232.0,813546.0,28.517133634729934,24.965380818624777,32.43248152112385,36.28099802375383,31.743009324452903,41.31679335964293,5.723920478823141,0,2021,Biobío
records,2021.0,8,MUJER,53.0,857044.0,6.184046560036591,4.632275231185035,8.08888515982893,8.712753013711843,6.516265614567903,11.445691430225157,1.44676270339419,0,2021,Biobío
records,2021.0,8,TOTAL,285.0,1670590.0,17.059841133970632,15.136514187527263,19.159862799266545,22.733395522375154,20.15855133785839,25.561407285336152,1.8307359824237561,0,2021,Biobío
records,2021.0,9,HOMBRE,94.0,498048.0,18.873682857877153,15.25185692926991,23.09660790301984,23.160432236956407,18.702669572947897,28.407260188278425,5.742669252980758,0,2021,La Araucanía
