year,code,code_position,sex,age_group,records
2024,F841,secundario,HOMBRE,35-39,5
2024,F841,secundario,HOMBRE,40-44,2
2024,F841,secundario,HOMBRE,5-9,26
2024,F841,secundario,HOMBRE,50-54,2
2024,F841,secundario,HOMBRE,55-59,1
2024,F841,secundario,HOMBRE,60-64,3
2024,F841,secundario,HOMBRE,65-69,1
2024,F841,secundario,HOMBRE,70-74,1
2024,F841,secundario,HOMBRE,,1
2024,F841,secundario,MUJER,0-4,10
2024,F841,secundario,MUJER,10-14,20
2024,F841,secundario,MUJER,15-19,36
2024,F841,secundario,MUJER,20-24,27
2024,F841,secundario,MUJER,25-29,18
2024,F841,secundario,MUJER,30-34,5
2024,F841,secundario,MUJER,35-39,7
2024,F841,secundario,MUJER,40-44,1
2024,F841,secundario,MUJER,45-49,2
2024,F841,secundario,MUJER,5-9,6
2024,F841,secundario,MUJER,50-54,1
2024,F841,secundario,MUJER,55-59,2
2024,F841,secundario,MUJER,65-69,1
2024,F841,secundario,MUJER,70-74,2
2024,F841,secundario,,10-14,1
2024,F841,secundario,,15-19,1
2024,F842,principal,MUJER,10-14,2
2024,F842,principal,MUJER,15-19,1
2024,F842,principal,MUJER,20-24,2
2024,F842,principal,MUJER,25-29,1
2024,F842,principal,MUJER,5-9,5
2024,F842,secundario,HOMBRE,0-4,4
2024,F842,secundario,HOMBRE,15-19,1
2024,F842,secundario,HOMBRE,5-9,7
2024,F842,secundario,MUJER,0-4,5
2024,F842,secundario,MUJER,10-14,18
2024,F842,secundario,MUJER,15-19,9
2024,F842,secundario,MUJER,20-24,11
2024,F842,secundario,MUJER,25-29,2
2024,F842,secundario,MUJER,30-34,1
2024,F842,secundario,MUJER,35-39,1
2024,F842,secundario,MUJER,5-9,24
2024,F843,secundario,HOMBRE,0-4,1
2024,F843,secundario,HOMBRE,5-9,2
2024,F844,principal,MUJER,10-14,2
2024,F844,secundario,HOMBRE,10-14,2
2024,F844,secundario,HOMBRE,15-19,1
2024,F844,secundario,HOMBRE,5-9,3
2024,F844,secundario,MUJER,10-14,3
2024,F844,secundario,MUJER,15-19,1
2024,F844,secundario,MUJER,20-24,1
2024,F844,secundario,MUJER,35-39,1
2024,F844,secundario,MUJER,5-9,1
2024,F845,principal,HOMBRE,10-14,2
2024,F845,principal,HOMBRE,15-19,3
2024,F845,principal,HOMBRE,20-24,3
2024,F845,principal,HOMBRE,25-29,1
2024,F845,principal,MUJER,10-14,1
2024,F845,secundario,HOMBRE,0-4,3
2024,F845,secundario,HOMBRE,10-14,17
2024,F845,secundario,HOMBRE,15-19,31
2024,F845,secundario,HOMBRE,20-24,16
2024,F845,secundario,HOMBRE,25-29,2
2024,F845,secundario,HOMBRE,30-34,7
2024,F845,secundario,HOMBRE,35-39,1
2024,F845,secundario,HOMBRE,40-44,1
2024,F845,secundario,HOMBRE,5-9,9
2024,F845,secundario,HOMBRE,60-64,1
2024,F845,secundario,HOMBRE,65-69,1
2024,F845,secundario,MUJER,10-14,10
2024,F845,secundario,MUJER,15-19,12
2024,F845,secundario,MUJER,20-24,4
2024,F845,secundario,MUJER,25-29,5
2024,F845,secundario,MUJER,30-34,2
2024,F845,secundario,MUJER,35-39,1
2024,F845,secundario,MUJER,5-9,4
2024,F845,secundario,MUJER,50-54,1
2024,F845,secundario,MUJER,70-74,1
2024,F848,principal,HOMBRE,0-4,2
2024,F848,principal,HOMBRE,10-14,1
2024,F848,principal,HOMBRE,15-19,3
2024,F848,principal,HOMBRE,20-24,1
2024,F848,principal,HOMBRE,25-29,2
2024,F848,principal,HOMBRE,30-34,2
2024,F848,principal,MUJER,10-14,1
2024,F848,principal,MUJER,15-19,2
2024,F848,principal,MUJER,30-34,1
2024,F848,principal,MUJER,55-59,1
2024,F848,secundario,HOMBRE,0-4,43
2024,F848,secundario,HOMBRE,10-14,30
2024,F848,secundario,HOMBRE,15-19,17
2024,F848,secundario,HOMBRE,20-24,17
2024,F848,secundario,HOMBRE,25-29,10
2024,F848,secundario,HOMBRE,30-34,4
2024,F848,secundario,HOMBRE,35-39,2
2024,F848,secundario,HOMBRE,40-44,3
2024,F848,secundario,HOMBRE,45-49,1
2024,F848,secundario,HOMBRE,5-9,59
2024,F848,secundario,HOMBRE,50-54,1
2024,F848,secundario,HOMBRE,55-59,2
2024,F848,secundario,HOMBRE,75-79,1
2024,F848,secundario,MUJER,0-4,11
2024,F848,secundario,MUJER,10-14,28
2024,F848,secundario,MUJER,15-19,29
2024,F848,secundario,MUJER,20-24,11
2024,F848,secundario,MUJER,25-29,16
2024,F848,secundario,MUJER,30-34,6
2024,F848,secundario,MUJER,35-39,6
2024,F848,secundario,MUJER,40-44,3
2024,F848,secundario,MUJER,45-49,2
2024,F848,secundario,MUJER,5-9,21
2024,F848,secundario,MUJER,50-54,2
2024,F848,secundario,MUJER,55-59,1
2024,F848,secundario,MUJER,65-69,1
2024,F849,principal,HOMBRE,0-4,1
2024,F849,principal,HOMBRE,10-14,7
2024,F849,principal,HOMBRE,15-19,5
2024,F849,principal,HOMBRE,20-24,10
2024,F849,principal,HOMBRE,25-29,4
2024,F849,principal,HOMBRE,35-39,1
2024,F849,principal,MUJER,10-14,6
2024,F849,principal,MUJER,15-19,4
2024,F849,principal,MUJER,20-24,1
2024,F849,principal,MUJER,30-34,1
2024,F849,principal,MUJER,55-59,1
2024,F849,secundario,HOMBRE,0-4,114
2024,F849,secundario,HOMBRE,10-14,118
2024,F849,secundario,HOMBRE,15-19,34
2024,F849,secundario,HOMBRE,20-24,16
2024,F849,secundario,HOMBRE,25-29,3
2024,F849,secundario,HOMBRE,30-34,3
2024,F849,secundario,HOMBRE,35-39,1
2024,F849,secundario,HOMBRE,40-44,2
2024,F849,secundario,HOMBRE,45-49,1
2024,F849,secundario,HOMBRE,5-9,145
2024,F849,secundario,HOMBRE,50-54,2
2024,F849,secundario,HOMBRE,60-64,2
2024,F849,secundario,HOMBRE,65-69,1
2024,F849,secundario,MUJER,0-4,54
2024,F849,secundario,MUJER,10-14,61
2024,F849,secundario,MUJER,15-19,39
2024,F849,secundario,MUJER,20-24,9
2024,F849,secundario,MUJER,25-29,4
2024,F849,secundario,MUJER,30-34,10
2024,F849,secundario,MUJER,35-39,3
2024,F849,secundario,MUJER,40-44,3
2024,F849,secundario,MUJER,45-49,1
2024,F849,secundario,MUJER,5-9,46
2024,F849,secundario,MUJER,55-59,1
2024,F849,secundario,MUJER,65-69,1
2024,F849,secundario,MUJER,80+,2
2024,F849,secundario,,0-4,1
