year,definition,role,variable,value,records
2023,autismo_F840,solo_secundario,sex,No informado,2
2024,autismo_F840,principal,sex,HOMBRE,183
2024,autismo_F840,principal,sex,MUJER,97
2024,autismo_F840,solo_secundario,sex,HOMBRE,4729
2024,autismo_F840,solo_secundario,sex,MUJER,2219
2024,autismo_F840,solo_secundario,sex,No informado,2
2019,autismo_F840,principal,los_bin,0,27
2019,autismo_F840,principal,los_bin,1,29
2019,autismo_F840,principal,los_bin,15-30,23
2019,autismo_F840,principal,los_bin,2,12
2019,autismo_F840,principal,los_bin,3-4,14
2019,autismo_F840,principal,los_bin,31-90,14
2019,autismo_F840,principal,los_bin,5-7,14
2019,autismo_F840,principal,los_bin,8-14,16
2019,autismo_F840,principal,los_bin,91+,1
2019,autismo_F840,solo_secundario,los_bin,0,403
2019,autismo_F840,solo_secundario,los_bin,1,199
2019,autismo_F840,solo_secundario,los_bin,15-30,59
2019,autismo_F840,solo_secundario,los_bin,2,130
2019,autismo_F840,solo_secundario,los_bin,3-4,194
2019,autismo_F840,solo_secundario,los_bin,31-90,40
2019,autismo_F840,solo_secundario,los_bin,5-7,116
2019,autismo_F840,solo_secundario,los_bin,8-14,100
2019,autismo_F840,solo_secundario,los_bin,91+,9
2020,autismo_F840,principal,los_bin,0,11
2020,autismo_F840,principal,los_bin,1,4
2020,autismo_F840,principal,los_bin,15-30,22
2020,autismo_F840,principal,los_bin,2,6
2020,autismo_F840,principal,los_bin,3-4,17
2020,autismo_F840,principal,los_bin,31-90,12
2020,autismo_F840,principal,los_bin,5-7,19
2020,autismo_F840,principal,los_bin,8-14,17
2020,autismo_F840,principal,los_bin,91+,6
2020,autismo_F840,solo_secundario,los_bin,0,181
2020,autismo_F840,solo_secundario,los_bin,1,181
2020,autismo_F840,solo_secundario,los_bin,15-30,61
2020,autismo_F840,solo_secundario,los_bin,2,104
2020,autismo_F840,solo_secundario,los_bin,3-4,161
2020,autismo_F840,solo_secundario,los_bin,31-90,37
2020,autismo_F840,solo_secundario,los_bin,5-7,126
2020,autismo_F840,solo_secundario,los_bin,8-14,110
2020,autismo_F840,solo_secundario,los_bin,91+,9
2021,autismo_F840,principal,los_bin,0,16
2021,autismo_F840,principal,los_bin,1,24
2021,autismo_F840,principal,los_bin,15-30,22
2021,autismo_F840,principal,los_bin,2,9
2021,autismo_F840,principal,los_bin,3-4,7
2021,autismo_F840,principal,los_bin,31-90,22
2021,autismo_F840,principal,los_bin,5-7,14
2021,autismo_F840,principal,los_bin,8-14,18
2021,autismo_F840,principal,los_bin,91+,7
2021,autismo_F840,solo_secundario,los_bin,0,373
2021,autismo_F840,solo_secundario,los_bin,1,279
2021,autismo_F840,solo_secundario,los_bin,15-30,99
2021,autismo_F840,solo_secundario,los_bin,2,233
2021,autismo_F840,solo_secundario,los_bin,3-4,269
2021,autismo_F840,solo_secundario,los_bin,31-90,72
2021,autismo_F840,solo_secundario,los_bin,5-7,209
2021,autismo_F840,solo_secundario,los_bin,8-14,167
2021,autismo_F840,solo_secundario,los_bin,91+,8
2022,autismo_F840,principal,los_bin,0,17
2022,autismo_F840,principal,los_bin,1,41
2022,autismo_F840,principal,los_bin,15-30,36
2022,autismo_F840,principal,los_bin,2,10
2022,autismo_F840,principal,los_bin,3-4,22
2022,autismo_F840,principal,los_bin,31-90,17
2022,autismo_F840,principal,los_bin,5-7,20
2022,autismo_F840,principal,los_bin,8-14,33
2022,autismo_F840,principal,los_bin,91+,6
2022,autismo_F840,solo_secundario,los_bin,0,652
2022,autismo_F840,solo_secundario,los_bin,1,521
2022,autismo_F840,solo_secundario,los_bin,15-30,184
2022,autismo_F840,solo_secundario,los_bin,2,332
2022,autismo_F840,solo_secundario,los_bin,3-4,440
2022,autismo_F840,solo_secundario,los_bin,31-90,66
2022,autismo_F840,solo_secundario,los_bin,5-7,367
2022,autismo_F840,solo_secundario,los_bin,8-14,288
2022,autismo_F840,solo_secundario,los_bin,91+,9
2023,autismo_F840,principal,los_bin,0,10
2023,autismo_F840,principal,los_bin,1,58
2023,autismo_F840,principal,los_bin,15-30,43
2023,autismo_F840,principal,los_bin,2,28
2023,autismo_F840,principal,los_bin,3-4,30
2023,autismo_F840,principal,los_bin,31-90,15
2023,autismo_F840,principal,los_bin,5-7,36
2023,autismo_F840,principal,los_bin,8-14,30
2023,autismo_F840,principal,los_bin,91+,3
2023,autismo_F840,solo_secundario,los_bin,0,1019
2023,autismo_F840,solo_secundario,los_bin,1,856
2023,autismo_F840,solo_secundario,los_bin,15-30,336
2023,autismo_F840,solo_secundario,los_bin,2,588
2023,autismo_F840,solo_secundario,los_bin,3-4,890
2023,autismo_F840,solo_secundario,los_bin,31-90,137
2023,autismo_F840,solo_secundario,los_bin,5-7,686
2023,autismo_F840,solo_secundario,los_bin,8-14,544
2023,autismo_F840,solo_secundario,los_bin,91+,16
2024,autismo_F840,principal,los_bin,0,23
2024,autismo_F840,principal,los_bin,1,54
2024,autismo_F840,principal,los_bin,15-30,39
2024,autismo_F840,principal,los_bin,2,24
2024,autismo_F840,principal,los_bin,3-4,32
2024,autismo_F840,principal,los_bin,31-90,23
2024,autismo_F840,principal,los_bin,5-7,33
2024,autismo_F840,principal,los_bin,8-14,48
2024,autismo_F840,principal,los_bin,91+,3
2024,autismo_F840,principal,los_bin,No informado,1
2024,autismo_F840,solo_secundario,los_bin,0,1554
2024,autismo_F840,solo_secundario,los_bin,1,1178
2024,autismo_F840,solo_secundario,los_bin,15-30,488
2024,autismo_F840,solo_secundario,los_bin,2,848
2024,autismo_F840,solo_secundario,los_bin,3-4,1120
2024,autismo_F840,solo_secundario,los_bin,31-90,199
2024,autismo_F840,solo_secundario,los_bin,5-7,835
2024,autismo_F840,solo_secundario,los_bin,8-14,706
2024,autismo_F840,solo_secundario,los_bin,91+,22
2019,TEA_operacional,principal,TIPO_INGRESO,OBSTETRICA,1
2019,TEA_operacional,principal,TIPO_INGRESO,PROGRAMADA,84
2019,TEA_operacional,principal,TIPO_INGRESO,URGENCIA,136
2019,TEA_operacional,principal_y_secundario,TIPO_INGRESO,PROGRAMADA,2
2019,TEA_operacional,principal_y_secundario,TIPO_INGRESO,URGENCIA,4
2019,TEA_operacional,solo_secundario,TIPO_INGRESO,NO IDENTIFICADA,1
2019,TEA_operacional,solo_secundario,TIPO_INGRESO,OBSTETRICA,3
2019,TEA_operacional,solo_secundario,TIPO_INGRESO,PROGRAMADA,935
2019,TEA_operacional,solo_secundario,TIPO_INGRESO,URGENCIA,1158
2020,TEA_operacional,principal,TIPO_INGRESO,PROGRAMADA,48
2020,TEA_operacional,principal,TIPO_INGRESO,URGENCIA,104
2020,TEA_operacional,principal_y_secundario,TIPO_INGRESO,PROGRAMADA,1
2020,TEA_operacional,principal_y_secundario,TIPO_INGRESO,URGENCIA,4
2020,TEA_operacional,solo_secundario,TIPO_INGRESO,OBSTETRICA,6
2020,TEA_operacional,solo_secundario,TIPO_INGRESO,PROGRAMADA,463
2020,TEA_operacional,solo_secundario,TIPO_INGRESO,URGENCIA,972
2021,TEA_operacional,principal,TIPO_INGRESO,PROGRAMADA,60
2021,TEA_operacional,principal,TIPO_INGRESO,URGENCIA,123
2021,TEA_operacional,principal_y_secundario,TIPO_INGRESO,PROGRAMADA,1
2021,TEA_operacional,principal_y_secundario,TIPO_INGRESO,URGENCIA,2
2021,TEA_operacional,solo_secundario,TIPO_INGRESO,OBSTETRICA,11
2021,TEA_operacional,solo_secundario,TIPO_INGRESO,PROGRAMADA,734
2021,TEA_operacional,solo_secundario,TIPO_INGRESO,URGENCIA,1424
2022,TEA_operacional,principal,TIPO_INGRESO,OBSTETRICA,1
2022,TEA_operacional,principal,TIPO_INGRESO,PROGRAMADA,72
2022,TEA_operacional,principal,TIPO_INGRESO,URGENCIA,213
2022,TEA_operacional,principal_y_secundario,TIPO_INGRESO,PROGRAMADA,2
2022,TEA_operacional,principal_y_secundario,TIPO_INGRESO,URGENCIA,6
2022,TEA_operacional,solo_secundario,TIPO_INGRESO,DESCONOCIDO,1
2022,TEA_operacional,solo_secundario,TIPO_INGRESO,OBSTETRICA,19
2022,TEA_operacional,solo_secundario,TIPO_INGRESO,PROGRAMADA,1211
2022,TEA_operacional,solo_secundario,TIPO_INGRESO,URGENCIA,2326
2023,TEA_operacional,principal,TIPO_INGRESO,DESCONOCIDO,4
2023,TEA_operacional,principal,TIPO_INGRESO,PROGRAMADA,115
2023,TEA_operacional,principal,TIPO_INGRESO,URGENCIA,232
2023,TEA_operacional,principal_y_secundario,TIPO_INGRESO,PROGRAMADA,4
2023,TEA_operacional,principal_y_secundario,TIPO_INGRESO,URGENCIA,3
2023,TEA_operacional,solo_secundario,TIPO_INGRESO,DESCONOCIDO,1
2023,TEA_operacional,solo_secundario,TIPO_INGRESO,OBSTETRICA,44
2023,TEA_operacional,solo_secundario,TIPO_INGRESO,PROGRAMADA,1885
2023,TEA_operacional,solo_secundario,TIPO_INGRESO,URGENCIA,4118
2024,TEA_operacional,principal,TIPO_INGRESO,PROGRAMADA,116
2024,TEA_operacional,principal,TIPO_INGRESO,URGENCIA,257
2024,TEA_operacional,principal_y_secundario,TIPO_INGRESO,PROGRAMADA,2
2024,TEA_operacional,principal_y_secundario,TIPO_INGRESO,URGENCIA,13
2024,TEA_operacional,solo_secundario,TIPO_INGRESO,DESCONOCIDO,8
2024,TEA_operacional,solo_secundario,TIPO_INGRESO,OBSTETRICA,77
2024,TEA_operacional,solo_secundario,TIPO_INGRESO,PROGRAMADA,2687
2024,TEA_operacional,solo_secundario,TIPO_INGRESO,URGENCIA,5556
2019,TEA_operacional,principal,TIPO_ACTIVIDAD,CIRUGÍA MAYOR AMBULATORIA (CMA),1
2019,TEA_operacional,principal,TIPO_ACTIVIDAD,HOSPITALIZACIÓN,197
2019,TEA_operacional,principal,TIPO_ACTIVIDAD,HOSPITALIZACIÓN DIURNA,8
2019,TEA_operacional,principal,TIPO_ACTIVIDAD,HOSPITALIZACIÓN EN URGENCIA,15
2019,TEA_operacional,principal_y_secundario,TIPO_ACTIVIDAD,HOSPITALIZACIÓN,6
2019,TEA_operacional,solo_secundario,TIPO_ACTIVIDAD,CIRUGÍA MAYOR AMBULATORIA (CMA),167
2019,TEA_operacional,solo_secundario,TIPO_ACTIVIDAD,HOSPITALIZACIÓN,1699
2019,TEA_operacional,solo_secundario,TIPO_ACTIVIDAD,HOSPITALIZACIÓN DIURNA,155
2019,TEA_operacional,solo_secundario,TIPO_ACTIVIDAD,HOSPITALIZACIÓN EN URGENCIA,76
2020,TEA_operacional,principal,TIPO_ACTIVIDAD,CIRUGÍA MAYOR AMBULATORIA (CMA),2
2020,TEA_operacional,principal,TIPO_ACTIVIDAD,HOSPITALIZACIÓN,150
2020,TEA_operacional,principal_y_secundario,TIPO_ACTIVIDAD,HOSPITALIZACIÓN,5
2020,TEA_operacional,solo_secundario,TIPO_ACTIVIDAD,CIRUGÍA MAYOR AMBULATORIA (CMA),81
2020,TEA_operacional,solo_secundario,TIPO_ACTIVIDAD,HOSPITALIZACIÓN,1360
2021,TEA_operacional,principal,TIPO_ACTIVIDAD,HOSPITALIZACIÓN,183
2021,TEA_operacional,principal_y_secundario,TIPO_ACTIVIDAD,HOSPITALIZACIÓN,3
2021,TEA_operacional,solo_secundario,TIPO_ACTIVIDAD,CIRUGÍA MAYOR AMBULATORIA (CMA),177
2021,TEA_operacional,solo_secundario,TIPO_ACTIVIDAD,HOSPITALIZACIÓN,1992
2022,TEA_operacional,principal,TIPO_ACTIVIDAD,HOSPITALIZACIÓN,286
2022,TEA_operacional,principal_y_secundario,TIPO_ACTIVIDAD,HOSPITALIZACIÓN,8
2022,TEA_operacional,solo_secundario,TIPO_ACTIVIDAD,CIRUGÍA MAYOR AMBULATORIA (CMA),348
2022,TEA_operacional,solo_secundario,TIPO_ACTIVIDAD,HOSPITALIZACIÓN,3209
2023,TEA_operacional,principal,TIPO_ACTIVIDAD,HOSPITALIZACIÓN,351
2023,TEA_operacional,principal_y_secundario,TIPO_ACTIVIDAD,HOSPITALIZACIÓN,7
2023,TEA_operacional,solo_secundario,TIPO_ACTIVIDAD,CIRUGÍA MAYOR AMBULATORIA (CMA),630
2023,TEA_operacional,solo_secundario,TIPO_ACTIVIDAD,HOSPITALIZACIÓN,5418
2024,TEA_operacional,principal,TIPO_ACTIVIDAD,HOSPITALIZACIÓN,373
2024,TEA_operacional,principal_y_secundario,TIPO_ACTIVIDAD,HOSPITALIZACIÓN,15
2024,TEA_operacional,solo_secundario,TIPO_ACTIVIDAD,CIRUGÍA MAYOR AMBULATORIA (CMA),1112
2024,TEA_operacional,solo_secundario,TIPO_ACTIVIDAD,HOSPITALIZACIÓN,7216
2019,TEA_operacional,principal,PREVISION,FONASA INSTITUCIONAL - (MAI) A,88
2019,TEA_operacional,principal,PREVISION,FONASA INSTITUCIONAL - (MAI) B,75
2019,TEA_operacional,principal,PREVISION,FONASA INSTITUCIONAL - (MAI) C,23
2019,TEA_operacional,principal,PREVISION,FONASA INSTITUCIONAL - (MAI) D,27
2019,TEA_operacional,principal,PREVISION,ISAPRE,8
2019,TEA_operacional,principal_y_secundario,PREVISION,FONASA INSTITUCIONAL - (MAI) A,3
2019,TEA_operacional,principal_y_secundario,PREVISION,FONASA INSTITUCIONAL - (MAI) B,1
2019,TEA_operacional,principal_y_secundario,PREVISION,FONASA INSTITUCIONAL - (MAI) C,1
2019,TEA_operacional,principal_y_secundario,PREVISION,ISAPRE,1
2019,TEA_operacional,solo_secundario,PREVISION,CAJA DE PREVISIÓN FFAA (SISA),4
2019,TEA_operacional,solo_secundario,PREVISION,CAPREDENA,1
2019,TEA_operacional,solo_secundario,PREVISION,DIPRECA,8
2019,TEA_operacional,solo_secundario,PREVISION,FONASA INSTITUCIONAL - (MAI) A,722
2019,TEA_operacional,solo_secundario,PREVISION,FONASA INSTITUCIONAL - (MAI) B,736
2019,TEA_operacional,solo_secundario,PREVISION,FONASA INSTITUCIONAL - (MAI) C,237
2019,TEA_operacional,solo_secundario,PREVISION,FONASA INSTITUCIONAL - (MAI) D,309
2019,TEA_operacional,solo_secundario,PREVISION,FONASA LIBRE ELECCIÓN (FMLE_B),12
2019,TEA_operacional,solo_secundario,PREVISION,FONASA LIBRE ELECCIÓN (FMLE_C),3
2019,TEA_operacional,solo_secundario,PREVISION,FONASA LIBRE ELECCIÓN (FMLE_D),5
2019,TEA_operacional,solo_secundario,PREVISION,ISAPRE,42
2019,TEA_operacional,solo_secundario,PREVISION,NO IDENTIFICADA,8
2019,TEA_operacional,solo_secundario,PREVISION,PARTICULAR,10
2020,TEA_operacional,principal,PREVISION,CAPREDENA,1
2020,TEA_operacional,principal,PREVISION,FONASA INSTITUCIONAL - (MAI) A,57
2020,TEA_operacional,principal,PREVISION,FONASA INSTITUCIONAL - (MAI) B,57
2020,TEA_operacional,principal,PREVISION,FONASA INSTITUCIONAL - (MAI) C,16
2020,TEA_operacional,principal,PREVISION,FONASA INSTITUCIONAL - (MAI) D,18
2020,TEA_operacional,principal,PREVISION,ISAPRE,3
2020,TEA_operacional,principal_y_secundario,PREVISION,FONASA INSTITUCIONAL - (MAI) A,2
2020,TEA_operacional,principal_y_secundario,PREVISION,FONASA INSTITUCIONAL - (MAI) C,2
2020,TEA_operacional,principal_y_secundario,PREVISION,FONASA INSTITUCIONAL - (MAI) D,1
2020,TEA_operacional,solo_secundario,PREVISION,CAJA DE PREVISIÓN FFAA (SISA),1
2020,TEA_operacional,solo_secundario,PREVISION,CAPREDENA,1
2020,TEA_operacional,solo_secundario,PREVISION,DIPRECA,3
2020,TEA_operacional,solo_secundario,PREVISION,FONASA INSTITUCIONAL - (MAI) A,558
2020,TEA_operacional,solo_secundario,PREVISION,FONASA INSTITUCIONAL - (MAI) B,465
2020,TEA_operacional,solo_secundario,PREVISION,FONASA INSTITUCIONAL - (MAI) C,164
2020,TEA_operacional,solo_secundario,PREVISION,FONASA INSTITUCIONAL - (MAI) D,211
2020,TEA_operacional,solo_secundario,PREVISION,FONASA LIBRE ELECCIÓN (FMLE_D),2
2020,TEA_operacional,solo_secundario,PREVISION,ISAPRE,24
2020,TEA_operacional,solo_secundario,PREVISION,NO IDENTIFICADA,3
2020,TEA_operacional,solo_secundario,PREVISION,PARTICULAR,9
2021,TEA_operacional,principal,PREVISION,FONASA INSTITUCIONAL - (MAI) A,55
2021,TEA_operacional,principal,PREVISION,FONASA INSTITUCIONAL - (MAI) B,79
2021,TEA_operacional,principal,PREVISION,FONASA INSTITUCIONAL - (MAI) C,14
2021,TEA_operacional,principal,PREVISION,FONASA INSTITUCIONAL - (MAI) D,26
2021,TEA_operacional,principal,PREVISION,ISAPRE,7
2021,TEA_operacional,principal,PREVISION,PARTICULAR,2
2021,TEA_operacional,principal_y_secundario,PREVISION,FONASA INSTITUCIONAL - (MAI) A,1
2021,TEA_operacional,principal_y_secundario,PREVISION,FONASA INSTITUCIONAL - (MAI) B,1
2021,TEA_operacional,principal_y_secundario,PREVISION,FONASA INSTITUCIONAL - (MAI) D,1
2021,TEA_operacional,solo_secundario,PREVISION,CAJA DE PREVISIÓN FFAA (SISA),4
2021,TEA_operacional,solo_secundario,PREVISION,CAPREDENA,4
2021,TEA_operacional,solo_secundario,PREVISION,DIPRECA,11
2021,TEA_operacional,solo_secundario,PREVISION,FONASA INSTITUCIONAL - (MAI) A,768
2021,TEA_operacional,solo_secundario,PREVISION,FONASA INSTITUCIONAL - (MAI) B,725
2021,TEA_operacional,solo_secundario,PREVISION,FONASA INSTITUCIONAL - (MAI) C,254
2021,TEA_operacional,solo_secundario,PREVISION,FONASA INSTITUCIONAL - (MAI) D,344
2021,TEA_operacional,solo_secundario,PREVISION,FONASA LIBRE ELECCIÓN (FMLE_B),3
2021,TEA_operacional,solo_secundario,PREVISION,FONASA LIBRE ELECCIÓN (FMLE_C),2
2021,TEA_operacional,solo_secundario,PREVISION,FONASA LIBRE ELECCIÓN (FMLE_D),3
2021,TEA_operacional,solo_secundario,PREVISION,ISAPRE,41
2021,TEA_operacional,solo_secundario,PREVISION,PARTICULAR,10
2022,TEA_operacional,principal,PREVISION,CAJA DE PREVISIÓN FFAA (SISA),1
2022,TEA_operacional,principal,PREVISION,FONASA INSTITUCIONAL - (MAI) A,79
2022,TEA_operacional,principal,PREVISION,FONASA INSTITUCIONAL - (MAI) B,115
2022,TEA_operacional,principal,PREVISION,FONASA INSTITUCIONAL - (MAI) C,35
2022,TEA_operacional,principal,PREVISION,FONASA INSTITUCIONAL - (MAI) D,48
2022,TEA_operacional,principal,PREVISION,FONASA LIBRE ELECCIÓN (FMLE_D),1
2022,TEA_operacional,principal,PREVISION,ISAPRE,6
2022,TEA_operacional,principal,PREVISION,PARTICULAR,1
2022,TEA_operacional,principal_y_secundario,PREVISION,DIPRECA,1
2022,TEA_operacional,principal_y_secundario,PREVISION,FONASA INSTITUCIONAL - (MAI) A,1
2022,TEA_operacional,principal_y_secundario,PREVISION,FONASA INSTITUCIONAL - (MAI) B,5
2022,TEA_operacional,principal_y_secundario,PREVISION,FONASA INSTITUCIONAL - (MAI) C,1
2022,TEA_operacional,solo_secundario,PREVISION,CAJA DE PREVISIÓN FFAA (SISA),8
2022,TEA_operacional,solo_secundario,PREVISION,CAPREDENA,5
2022,TEA_operacional,solo_secundario,PREVISION,DIPRECA,21
2022,TEA_operacional,solo_secundario,PREVISION,FONASA INSTITUCIONAL - (MAI) A,1227
2022,TEA_operacional,solo_secundario,PREVISION,FONASA INSTITUCIONAL - (MAI) B,1243
2022,TEA_operacional,solo_secundario,PREVISION,FONASA INSTITUCIONAL - (MAI) C,405
2022,TEA_operacional,solo_secundario,PREVISION,FONASA INSTITUCIONAL - (MAI) D,540
2022,TEA_operacional,solo_secundario,PREVISION,FONASA LIBRE ELECCIÓN (FMLE_B),6
2022,TEA_operacional,solo_secundario,PREVISION,FONASA LIBRE ELECCIÓN (FMLE_C),2
2022,TEA_operacional,solo_secundario,PREVISION,FONASA LIBRE ELECCIÓN (FMLE_D),11
2022,TEA_operacional,solo_secundario,PREVISION,ISAPRE,69
2022,TEA_operacional,solo_secundario,PREVISION,PARTICULAR,20
2023,TEA_operacional,principal,PREVISION,CAJA DE PREVISIÓN FFAA (SISA),1
2023,TEA_operacional,principal,PREVISION,FONASA INSTITUCIONAL - (MAI) A,116
2023,TEA_operacional,principal,PREVISION,FONASA INSTITUCIONAL - (MAI) B,156
2023,TEA_operacional,principal,PREVISION,FONASA INSTITUCIONAL - (MAI) C,31
2023,TEA_operacional,principal,PREVISION,FONASA INSTITUCIONAL - (MAI) D,43
2023,TEA_operacional,principal,PREVISION,ISAPRE,3
2023,TEA_operacional,principal,PREVISION,PARTICULAR,1
2023,TEA_operacional,principal_y_secundario,PREVISION,FONASA INSTITUCIONAL - (MAI) A,4
2023,TEA_operacional,principal_y_secundario,PREVISION,FONASA INSTITUCIONAL - (MAI) B,2
2023,TEA_operacional,principal_y_secundario,PREVISION,FONASA INSTITUCIONAL - (MAI) D,1
2023,TEA_operacional,solo_secundario,PREVISION,CAJA DE PREVISIÓN FFAA (SISA),7
2023,TEA_operacional,solo_secundario,PREVISION,CAPREDENA,11
2023,TEA_operacional,solo_secundario,PREVISION,DIPRECA,20
2023,TEA_operacional,solo_secundario,PREVISION,FONASA INSTITUCIONAL - (MAI) A,2114
2023,TEA_operacional,solo_secundario,PREVISION,FONASA INSTITUCIONAL - (MAI) B,2025
2023,TEA_operacional,solo_secundario,PREVISION,FONASA INSTITUCIONAL - (MAI) C,803
2023,TEA_operacional,solo_secundario,PREVISION,FONASA INSTITUCIONAL - (MAI) D,946
2023,TEA_operacional,solo_secundario,PREVISION,FONASA LIBRE ELECCIÓN (FMLE_B),14
2023,TEA_operacional,solo_secundario,PREVISION,FONASA LIBRE ELECCIÓN (FMLE_C),4
2023,TEA_operacional,solo_secundario,PREVISION,FONASA LIBRE ELECCIÓN (FMLE_D),15
2023,TEA_operacional,solo_secundario,PREVISION,ISAPRE,72
2023,TEA_operacional,solo_secundario,PREVISION,PARTICULAR,17
2024,TEA_operacional,principal,PREVISION,CAJA DE PREVISIÓN FFAA (SISA),1
2024,TEA_operacional,principal,PREVISION,CAPREDENA,1
2024,TEA_operacional,principal,PREVISION,FONASA INSTITUCIONAL - (MAI) A,143
2024,TEA_operacional,principal,PREVISION,FONASA INSTITUCIONAL - (MAI) B,136
2024,TEA_operacional,principal,PREVISION,FONASA INSTITUCIONAL - (MAI) C,35
2024,TEA_operacional,principal,PREVISION,FONASA INSTITUCIONAL - (MAI) D,53
2024,TEA_operacional,principal,PREVISION,ISAPRE,3
2024,TEA_operacional,principal,PREVISION,PARTICULAR,1
2024,TEA_operacional,principal_y_secundario,PREVISION,FONASA INSTITUCIONAL - (MAI) A,3
2024,TEA_operacional,principal_y_secundario,PREVISION,FONASA INSTITUCIONAL - (MAI) B,5
2024,TEA_operacional,principal_y_secundario,PREVISION,FONASA INSTITUCIONAL - (MAI) C,6
2024,TEA_operacional,principal_y_secundario,PREVISION,FONASA INSTITUCIONAL - (MAI) D,1
2024,TEA_operacional,solo_secundario,PREVISION,CAJA DE PREVISIÓN FFAA (SISA),9
2024,TEA_operacional,solo_secundario,PREVISION,CAPREDENA,10
2024,TEA_operacional,solo_secundario,PREVISION,DIPRECA,32
2024,TEA_operacional,solo_secundario,PREVISION,FONASA INSTITUCIONAL - (MAI) A,2764
2024,TEA_operacional,solo_secundario,PREVISION,FONASA INSTITUCIONAL - (MAI) B,2950
2024,TEA_operacional,solo_secundario,PREVISION,FONASA INSTITUCIONAL - (MAI) C,1049
2024,TEA_operacional,solo_secundario,PREVISION,FONASA INSTITUCIONAL - (MAI) D,1349
2024,TEA_operacional,solo_secundario,PREVISION,FONASA LIBRE ELECCIÓN (FMLE_B),31
2024,TEA_operacional,solo_secundario,PREVISION,FONASA LIBRE ELECCIÓN (FMLE_C),8
2024,TEA_operacional,solo_secundario,PREVISION,FONASA LIBRE ELECCIÓN (FMLE_D),16
2024,TEA_operacional,solo_secundario,PREVISION,ISAPRE,91
2024,TEA_operacional,solo_secundario,PREVISION,PARTICULAR,19
2019,TEA_operacional,principal,TIPOALTA,ALTA VOLUNTARIA,3
2019,TEA_operacional,principal,TIPOALTA,DERIVACIÓN INST. PRIVADA (VOLUNTARIO),2
2019,TEA_operacional,principal,TIPOALTA,DERIVACIÓN OTRO HOSPITAL DE LA RED NACIONAL,2
2019,TEA_operacional,principal,TIPOALTA,DERIVACIÓN OTRO HOSPITAL DEL SERVICIO,7
2019,TEA_operacional,principal,TIPOALTA,DOMICILIO,205
2019,TEA_operacional,principal,TIPOALTA,FUGA DEL PACIENTE,1
2019,TEA_operacional,principal,TIPOALTA,HOSPITALIZACIÓN DOMICILIARIA,1
2019,TEA_operacional,principal_y_secundario,TIPOALTA,DOMICILIO,6
2019,TEA_operacional,solo_secundario,TIPOALTA,ALTA VOLUNTARIA,20
2019,TEA_operacional,solo_secundario,TIPOALTA,"DERIVACIÓN A OTROS CENTROS (CÁRCEL, HOGAR DE",13
2019,TEA_operacional,solo_secundario,TIPOALTA,DERIVACIÓN INST. PRIVADA (COMPRA DE SERVICIOS,1
2019,TEA_operacional,solo_secundario,TIPOALTA,DERIVACIÓN INST. PRIVADA (VOLUNTARIO),3
2019,TEA_operacional,solo_secundario,TIPOALTA,DERIVACIÓN OTRO HOSPITAL DE LA RED NACIONAL,21
2019,TEA_operacional,solo_secundario,TIPOALTA,DERIVACIÓN OTRO HOSPITAL DEL SERVICIO,24
2019,TEA_operacional,solo_secundario,TIPOALTA,DOMICILIO,1984
2019,TEA_operacional,solo_secundario,TIPOALTA,FALLECIDO,16
2019,TEA_operacional,solo_secundario,TIPOALTA,FUGA DEL PACIENTE,4
2019,TEA_operacional,solo_secundario,TIPOALTA,HOSPITALIZACIÓN DOMICILIARIA,11
2020,TEA_operacional,principal,TIPOALTA,ALTA VOLUNTARIA,3
2020,TEA_operacional,principal,TIPOALTA,"DERIVACIÓN A OTROS CENTROS (CÁRCEL, HOGAR DE",5
2020,TEA_operacional,principal,TIPOALTA,DERIVACIÓN OTRO HOSPITAL DEL SERVICIO,4
2020,TEA_operacional,principal,TIPOALTA,DOMICILIO,140
2020,TEA_operacional,principal_y_secundario,TIPOALTA,DOMICILIO,5
2020,TEA_operacional,solo_secundario,TIPOALTA,ALTA VOLUNTARIA,7
2020,TEA_operacional,solo_secundario,TIPOALTA,"DERIVACIÓN A OTROS CENTROS (CÁRCEL, HOGAR DE",10
2020,TEA_operacional,solo_secundario,TIPOALTA,DERIVACIÓN INST. PRIVADA (COMPRA DE SERVICIOS,6
2020,TEA_operacional,solo_secundario,TIPOALTA,DERIVACIÓN INST. PRIVADA (VOLUNTARIO),1
2020,TEA_operacional,solo_secundario,TIPOALTA,DERIVACIÓN OTRO HOSPITAL DE LA RED NACIONAL,30
2020,TEA_operacional,solo_secundario,TIPOALTA,DERIVACIÓN OTRO HOSPITAL DEL SERVICIO,20
2020,TEA_operacional,solo_secundario,TIPOALTA,DOMICILIO,1342
2020,TEA_operacional,solo_secundario,TIPOALTA,FALLECIDO,16
2020,TEA_operacional,solo_secundario,TIPOALTA,FUGA DEL PACIENTE,4
2020,TEA_operacional,solo_secundario,TIPOALTA,HOSPITALIZACIÓN DOMICILIARIA,5
2021,TEA_operacional,principal,TIPOALTA,ALTA VOLUNTARIA,1
2021,TEA_operacional,principal,TIPOALTA,"DERIVACIÓN A OTROS CENTROS (CÁRCEL, HOGAR DE",8
2021,TEA_operacional,principal,TIPOALTA,DERIVACIÓN OTRO HOSPITAL DE LA RED NACIONAL,4
2021,TEA_operacional,principal,TIPOALTA,DERIVACIÓN OTRO HOSPITAL DEL SERVICIO,1
