year,definition,role,variable,value,records
2024,F84_historico,solo_secundario,TIPO_PROCEDENCIA,OTROS HOSPITALES RED NACIONAL,116
2024,F84_historico,solo_secundario,TIPO_PROCEDENCIA,POSTA RURAL,8
2024,F84_historico,solo_secundario,TIPO_PROCEDENCIA,SERVICIO EMERGENCIA (DOMICILIO),4136
2019,F84_historico,principal,SERVICIO_SALUD,ACONCAGUA,5
2019,F84_historico,principal,SERVICIO_SALUD,ANTOFAGASTA,23
2019,F84_historico,principal,SERVICIO_SALUD,ARAUCANÍA NORTE,4
2019,F84_historico,principal,SERVICIO_SALUD,ARAUCANÍA SUR,5
2019,F84_historico,principal,SERVICIO_SALUD,ARAUCO,1
2019,F84_historico,principal,SERVICIO_SALUD,ARICA,5
2019,F84_historico,principal,SERVICIO_SALUD,ATACAMA,2
2019,F84_historico,principal,SERVICIO_SALUD,AYSEN,2
2019,F84_historico,principal,SERVICIO_SALUD,BIOBIO,3
2019,F84_historico,principal,SERVICIO_SALUD,CHILOÉ,2
2019,F84_historico,principal,SERVICIO_SALUD,CONCEPCIÓN,7
2019,F84_historico,principal,SERVICIO_SALUD,COQUIMBO,6
2019,F84_historico,principal,SERVICIO_SALUD,DEL MAULE,3
2019,F84_historico,principal,SERVICIO_SALUD,DEL RELONCAVÍ,5
2019,F84_historico,principal,SERVICIO_SALUD,IQUIQUE,6
2019,F84_historico,principal,SERVICIO_SALUD,LIBERTADOR B. O HIGGINS,4
2019,F84_historico,principal,SERVICIO_SALUD,MAGALLANES,11
2019,F84_historico,principal,SERVICIO_SALUD,METROPOLITANO CENTRAL,31
2019,F84_historico,principal,SERVICIO_SALUD,METROPOLITANO NORTE,1
2019,F84_historico,principal,SERVICIO_SALUD,METROPOLITANO OCCIDENTE,24
2019,F84_historico,principal,SERVICIO_SALUD,METROPOLITANO ORIENTE,4
2019,F84_historico,principal,SERVICIO_SALUD,METROPOLITANO SUR,13
2019,F84_historico,principal,SERVICIO_SALUD,METROPOLITANO SURORIENTE,18
2019,F84_historico,principal,SERVICIO_SALUD,OSORNO,7
2019,F84_historico,principal,SERVICIO_SALUD,TALCAHUANO,4
2019,F84_historico,principal,SERVICIO_SALUD,VALDIVIA,6
2019,F84_historico,principal,SERVICIO_SALUD,VALPARAISO SAN ANTONIO,1
2019,F84_historico,principal,SERVICIO_SALUD,VIÑA DEL MAR QUILLOTA,6
2019,F84_historico,principal,SERVICIO_SALUD,ÑUBLE,25
2019,F84_historico,principal_y_secundario,SERVICIO_SALUD,ARAUCANÍA NORTE,1
2019,F84_historico,principal_y_secundario,SERVICIO_SALUD,DEL MAULE,1
2019,F84_historico,principal_y_secundario,SERVICIO_SALUD,IQUIQUE,1
2019,F84_historico,principal_y_secundario,SERVICIO_SALUD,LIBERTADOR B. O HIGGINS,2
2019,F84_historico,principal_y_secundario,SERVICIO_SALUD,METROPOLITANO CENTRAL,1
2019,F84_historico,principal_y_secundario,SERVICIO_SALUD,VIÑA DEL MAR QUILLOTA,1
2019,F84_historico,solo_secundario,SERVICIO_SALUD,ACONCAGUA,25
2019,F84_historico,solo_secundario,SERVICIO_SALUD,ANTOFAGASTA,90
2019,F84_historico,solo_secundario,SERVICIO_SALUD,ARAUCANÍA NORTE,20
2019,F84_historico,solo_secundario,SERVICIO_SALUD,ARAUCANÍA SUR,80
2019,F84_historico,solo_secundario,SERVICIO_SALUD,ARAUCO,25
2019,F84_historico,solo_secundario,SERVICIO_SALUD,ARICA,37
2019,F84_historico,solo_secundario,SERVICIO_SALUD,ATACAMA,36
2019,F84_historico,solo_secundario,SERVICIO_SALUD,AYSEN,13
2019,F84_historico,solo_secundario,SERVICIO_SALUD,BIOBIO,149
2019,F84_historico,solo_secundario,SERVICIO_SALUD,CHILOÉ,16
2019,F84_historico,solo_secundario,SERVICIO_SALUD,CONCEPCIÓN,109
2019,F84_historico,solo_secundario,SERVICIO_SALUD,COQUIMBO,102
2019,F84_historico,solo_secundario,SERVICIO_SALUD,DEL MAULE,85
2019,F84_historico,solo_secundario,SERVICIO_SALUD,DEL RELONCAVÍ,63
2019,F84_historico,solo_secundario,SERVICIO_SALUD,IQUIQUE,62
2019,F84_historico,solo_secundario,SERVICIO_SALUD,LIBERTADOR B. O HIGGINS,87
2019,F84_historico,solo_secundario,SERVICIO_SALUD,MAGALLANES,52
2019,F84_historico,solo_secundario,SERVICIO_SALUD,METROPOLITANO CENTRAL,157
2019,F84_historico,solo_secundario,SERVICIO_SALUD,METROPOLITANO NORTE,83
2019,F84_historico,solo_secundario,SERVICIO_SALUD,METROPOLITANO OCCIDENTE,95
2019,F84_historico,solo_secundario,SERVICIO_SALUD,METROPOLITANO ORIENTE,62
2019,F84_historico,solo_secundario,SERVICIO_SALUD,METROPOLITANO SUR,82
2019,F84_historico,solo_secundario,SERVICIO_SALUD,METROPOLITANO SURORIENTE,151
2019,F84_historico,solo_secundario,SERVICIO_SALUD,OSORNO,39
2019,F84_historico,solo_secundario,SERVICIO_SALUD,TALCAHUANO,69
2019,F84_historico,solo_secundario,SERVICIO_SALUD,VALDIVIA,58
2019,F84_historico,solo_secundario,SERVICIO_SALUD,VALPARAISO SAN ANTONIO,96
2019,F84_historico,solo_secundario,SERVICIO_SALUD,VIÑA DEL MAR QUILLOTA,100
2019,F84_historico,solo_secundario,SERVICIO_SALUD,ÑUBLE,101
2020,F84_historico,principal,SERVICIO_SALUD,ACONCAGUA,1
2020,F84_historico,principal,SERVICIO_SALUD,ANTOFAGASTA,11
2020,F84_historico,principal,SERVICIO_SALUD,ARAUCANÍA NORTE,3
2020,F84_historico,principal,SERVICIO_SALUD,ARAUCANÍA SUR,4
2020,F84_historico,principal,SERVICIO_SALUD,ARICA,3
2020,F84_historico,principal,SERVICIO_SALUD,ATACAMA,2
2020,F84_historico,principal,SERVICIO_SALUD,AYSEN,3
2020,F84_historico,principal,SERVICIO_SALUD,BIOBIO,1
2020,F84_historico,principal,SERVICIO_SALUD,CHILOÉ,1
2020,F84_historico,principal,SERVICIO_SALUD,CONCEPCIÓN,11
2020,F84_historico,principal,SERVICIO_SALUD,COQUIMBO,4
2020,F84_historico,principal,SERVICIO_SALUD,DEL MAULE,1
2020,F84_historico,principal,SERVICIO_SALUD,DEL RELONCAVÍ,6
2020,F84_historico,principal,SERVICIO_SALUD,IQUIQUE,6
2020,F84_historico,principal,SERVICIO_SALUD,LIBERTADOR B. O HIGGINS,9
2020,F84_historico,principal,SERVICIO_SALUD,MAGALLANES,4
2020,F84_historico,principal,SERVICIO_SALUD,METROPOLITANO CENTRAL,21
2020,F84_historico,principal,SERVICIO_SALUD,METROPOLITANO NORTE,3
2020,F84_historico,principal,SERVICIO_SALUD,METROPOLITANO OCCIDENTE,16
2020,F84_historico,principal,SERVICIO_SALUD,METROPOLITANO ORIENTE,1
2020,F84_historico,principal,SERVICIO_SALUD,METROPOLITANO SUR,2
2020,F84_historico,principal,SERVICIO_SALUD,METROPOLITANO SURORIENTE,16
2020,F84_historico,principal,SERVICIO_SALUD,OSORNO,3
2020,F84_historico,principal,SERVICIO_SALUD,TALCAHUANO,3
2020,F84_historico,principal,SERVICIO_SALUD,VALDIVIA,6
2020,F84_historico,principal,SERVICIO_SALUD,VALPARAISO SAN ANTONIO,1
2020,F84_historico,principal,SERVICIO_SALUD,VIÑA DEL MAR QUILLOTA,5
2020,F84_historico,principal,SERVICIO_SALUD,ÑUBLE,8
2020,F84_historico,principal_y_secundario,SERVICIO_SALUD,ANTOFAGASTA,1
2020,F84_historico,principal_y_secundario,SERVICIO_SALUD,CONCEPCIÓN,1
2020,F84_historico,principal_y_secundario,SERVICIO_SALUD,METROPOLITANO NORTE,2
2020,F84_historico,principal_y_secundario,SERVICIO_SALUD,METROPOLITANO ORIENTE,1
2020,F84_historico,principal_y_secundario,SERVICIO_SALUD,METROPOLITANO SURORIENTE,1
2020,F84_historico,principal_y_secundario,SERVICIO_SALUD,OSORNO,1
2020,F84_historico,principal_y_secundario,SERVICIO_SALUD,VIÑA DEL MAR QUILLOTA,1
2020,F84_historico,solo_secundario,SERVICIO_SALUD,ACONCAGUA,13
2020,F84_historico,solo_secundario,SERVICIO_SALUD,ANTOFAGASTA,81
2020,F84_historico,solo_secundario,SERVICIO_SALUD,ARAUCANÍA NORTE,27
2020,F84_historico,solo_secundario,SERVICIO_SALUD,ARAUCANÍA SUR,63
2020,F84_historico,solo_secundario,SERVICIO_SALUD,ARAUCO,13
2020,F84_historico,solo_secundario,SERVICIO_SALUD,ARICA,32
2020,F84_historico,solo_secundario,SERVICIO_SALUD,ATACAMA,18
2020,F84_historico,solo_secundario,SERVICIO_SALUD,AYSEN,7
2020,F84_historico,solo_secundario,SERVICIO_SALUD,BIOBIO,85
2020,F84_historico,solo_secundario,SERVICIO_SALUD,CHILOÉ,10
2020,F84_historico,solo_secundario,SERVICIO_SALUD,CONCEPCIÓN,69
2020,F84_historico,solo_secundario,SERVICIO_SALUD,COQUIMBO,77
2020,F84_historico,solo_secundario,SERVICIO_SALUD,DEL MAULE,72
2020,F84_historico,solo_secundario,SERVICIO_SALUD,DEL RELONCAVÍ,35
2020,F84_historico,solo_secundario,SERVICIO_SALUD,IQUIQUE,27
2020,F84_historico,solo_secundario,SERVICIO_SALUD,LIBERTADOR B. O HIGGINS,54
2020,F84_historico,solo_secundario,SERVICIO_SALUD,MAGALLANES,35
2020,F84_historico,solo_secundario,SERVICIO_SALUD,METROPOLITANO CENTRAL,88
2020,F84_historico,solo_secundario,SERVICIO_SALUD,METROPOLITANO NORTE,51
2020,F84_historico,solo_secundario,SERVICIO_SALUD,METROPOLITANO OCCIDENTE,53
2020,F84_historico,solo_secundario,SERVICIO_SALUD,METROPOLITANO ORIENTE,32
2020,F84_historico,solo_secundario,SERVICIO_SALUD,METROPOLITANO SUR,88
2020,F84_historico,solo_secundario,SERVICIO_SALUD,METROPOLITANO SURORIENTE,108
2020,F84_historico,solo_secundario,SERVICIO_SALUD,OSORNO,27
2020,F84_historico,solo_secundario,SERVICIO_SALUD,TALCAHUANO,48
2020,F84_historico,solo_secundario,SERVICIO_SALUD,VALDIVIA,48
2020,F84_historico,solo_secundario,SERVICIO_SALUD,VALPARAISO SAN ANTONIO,42
2020,F84_historico,solo_secundario,SERVICIO_SALUD,VIÑA DEL MAR QUILLOTA,104
2020,F84_historico,solo_secundario,SERVICIO_SALUD,ÑUBLE,63
2021,F84_historico,principal,SERVICIO_SALUD,ANTOFAGASTA,35
2021,F84_historico,principal,SERVICIO_SALUD,ARAUCANÍA NORTE,2
2021,F84_historico,principal,SERVICIO_SALUD,ARAUCANÍA SUR,11
2021,F84_historico,principal,SERVICIO_SALUD,ARICA,10
2021,F84_historico,principal,SERVICIO_SALUD,ATACAMA,3
2021,F84_historico,principal,SERVICIO_SALUD,AYSEN,5
2021,F84_historico,principal,SERVICIO_SALUD,BIOBIO,7
2021,F84_historico,principal,SERVICIO_SALUD,CONCEPCIÓN,3
2021,F84_historico,principal,SERVICIO_SALUD,COQUIMBO,2
2021,F84_historico,principal,SERVICIO_SALUD,DEL MAULE,4
2021,F84_historico,principal,SERVICIO_SALUD,DEL RELONCAVÍ,4
2021,F84_historico,principal,SERVICIO_SALUD,IQUIQUE,10
2021,F84_historico,principal,SERVICIO_SALUD,LIBERTADOR B. O HIGGINS,6
2021,F84_historico,principal,SERVICIO_SALUD,MAGALLANES,11
2021,F84_historico,principal,SERVICIO_SALUD,METROPOLITANO CENTRAL,9
2021,F84_historico,principal,SERVICIO_SALUD,METROPOLITANO NORTE,2
2021,F84_historico,principal,SERVICIO_SALUD,METROPOLITANO OCCIDENTE,3
2021,F84_historico,principal,SERVICIO_SALUD,METROPOLITANO ORIENTE,5
2021,F84_historico,principal,SERVICIO_SALUD,METROPOLITANO SUR,5
2021,F84_historico,principal,SERVICIO_SALUD,METROPOLITANO SURORIENTE,11
2021,F84_historico,principal,SERVICIO_SALUD,OSORNO,6
2021,F84_historico,principal,SERVICIO_SALUD,TALCAHUANO,7
2021,F84_historico,principal,SERVICIO_SALUD,VALDIVIA,4
2021,F84_historico,principal,SERVICIO_SALUD,VALPARAISO SAN ANTONIO,2
2021,F84_historico,principal,SERVICIO_SALUD,VIÑA DEL MAR QUILLOTA,4
2021,F84_historico,principal,SERVICIO_SALUD,ÑUBLE,15
2021,F84_historico,principal_y_secundario,SERVICIO_SALUD,CONCEPCIÓN,1
2021,F84_historico,principal_y_secundario,SERVICIO_SALUD,METROPOLITANO SUR,1
2021,F84_historico,principal_y_secundario,SERVICIO_SALUD,METROPOLITANO SURORIENTE,1
2021,F84_historico,solo_secundario,SERVICIO_SALUD,ACONCAGUA,27
2021,F84_historico,solo_secundario,SERVICIO_SALUD,ANTOFAGASTA,116
2021,F84_historico,solo_secundario,SERVICIO_SALUD,ARAUCANÍA NORTE,26
2021,F84_historico,solo_secundario,SERVICIO_SALUD,ARAUCANÍA SUR,89
2021,F84_historico,solo_secundario,SERVICIO_SALUD,ARAUCO,19
2021,F84_historico,solo_secundario,SERVICIO_SALUD,ARICA,58
2021,F84_historico,solo_secundario,SERVICIO_SALUD,ATACAMA,22
2021,F84_historico,solo_secundario,SERVICIO_SALUD,AYSEN,11
2021,F84_historico,solo_secundario,SERVICIO_SALUD,BIOBIO,69
2021,F84_historico,solo_secundario,SERVICIO_SALUD,CHILOÉ,14
2021,F84_historico,solo_secundario,SERVICIO_SALUD,CONCEPCIÓN,112
2021,F84_historico,solo_secundario,SERVICIO_SALUD,COQUIMBO,139
2021,F84_historico,solo_secundario,SERVICIO_SALUD,DEL MAULE,84
2021,F84_historico,solo_secundario,SERVICIO_SALUD,DEL RELONCAVÍ,47
2021,F84_historico,solo_secundario,SERVICIO_SALUD,IQUIQUE,34
2021,F84_historico,solo_secundario,SERVICIO_SALUD,LIBERTADOR B. O HIGGINS,94
2021,F84_historico,solo_secundario,SERVICIO_SALUD,MAGALLANES,37
2021,F84_historico,solo_secundario,SERVICIO_SALUD,METROPOLITANO CENTRAL,90
2021,F84_historico,solo_secundario,SERVICIO_SALUD,METROPOLITANO NORTE,98
2021,F84_historico,solo_secundario,SERVICIO_SALUD,METROPOLITANO OCCIDENTE,90
2021,F84_historico,solo_secundario,SERVICIO_SALUD,METROPOLITANO ORIENTE,64
2021,F84_historico,solo_secundario,SERVICIO_SALUD,METROPOLITANO SUR,180
2021,F84_historico,solo_secundario,SERVICIO_SALUD,METROPOLITANO SURORIENTE,248
2021,F84_historico,solo_secundario,SERVICIO_SALUD,NO APLICA,1
2021,F84_historico,solo_secundario,SERVICIO_SALUD,OSORNO,46
2021,F84_historico,solo_secundario,SERVICIO_SALUD,TALCAHUANO,71
2021,F84_historico,solo_secundario,SERVICIO_SALUD,VALDIVIA,37
2021,F84_historico,solo_secundario,SERVICIO_SALUD,VALPARAISO SAN ANTONIO,41
2021,F84_historico,solo_secundario,SERVICIO_SALUD,VIÑA DEL MAR QUILLOTA,105
2021,F84_historico,solo_secundario,SERVICIO_SALUD,ÑUBLE,141
2022,F84_historico,principal,SERVICIO_SALUD,ANTOFAGASTA,35
2022,F84_historico,principal,SERVICIO_SALUD,ARAUCANÍA NORTE,4
2022,F84_historico,principal,SERVICIO_SALUD,ARAUCANÍA SUR,8
2022,F84_historico,principal,SERVICIO_SALUD,ARAUCO,1
2022,F84_historico,principal,SERVICIO_SALUD,ARICA,16
2022,F84_historico,principal,SERVICIO_SALUD,ATACAMA,2
2022,F84_historico,principal,SERVICIO_SALUD,AYSEN,3
2022,F84_historico,principal,SERVICIO_SALUD,BIOBIO,16
2022,F84_historico,principal,SERVICIO_SALUD,CHILOÉ,4
2022,F84_historico,principal,SERVICIO_SALUD,CONCEPCIÓN,7
2022,F84_historico,principal,SERVICIO_SALUD,COQUIMBO,13
2022,F84_historico,principal,SERVICIO_SALUD,DEL MAULE,4
2022,F84_historico,principal,SERVICIO_SALUD,DEL RELONCAVÍ,12
2022,F84_historico,principal,SERVICIO_SALUD,IQUIQUE,24
2022,F84_historico,principal,SERVICIO_SALUD,LIBERTADOR B. O HIGGINS,2
2022,F84_historico,principal,SERVICIO_SALUD,MAGALLANES,17
2022,F84_historico,principal,SERVICIO_SALUD,METROPOLITANO CENTRAL,27
2022,F84_historico,principal,SERVICIO_SALUD,METROPOLITANO NORTE,7
2022,F84_historico,principal,SERVICIO_SALUD,METROPOLITANO OCCIDENTE,3
2022,F84_historico,principal,SERVICIO_SALUD,METROPOLITANO ORIENTE,3
2022,F84_historico,principal,SERVICIO_SALUD,METROPOLITANO SUR,10
2022,F84_historico,principal,SERVICIO_SALUD,METROPOLITANO SURORIENTE,22
2022,F84_historico,principal,SERVICIO_SALUD,OSORNO,10
2022,F84_historico,principal,SERVICIO_SALUD,TALCAHUANO,8
2022,F84_historico,principal,SERVICIO_SALUD,VALDIVIA,6
2022,F84_historico,principal,SERVICIO_SALUD,VALPARAISO SAN ANTONIO,3
2022,F84_historico,principal,SERVICIO_SALUD,VIÑA DEL MAR QUILLOTA,4
2022,F84_historico,principal,SERVICIO_SALUD,ÑUBLE,25
2022,F84_historico,principal_y_secundario,SERVICIO_SALUD,ANTOFAGASTA,1
2022,F84_historico,principal_y_secundario,SERVICIO_SALUD,DEL MAULE,1
2022,F84_historico,principal_y_secundario,SERVICIO_SALUD,IQUIQUE,1
2022,F84_historico,principal_y_secundario,SERVICIO_SALUD,METROPOLITANO SURORIENTE,2
2022,F84_historico,principal_y_secundario,SERVICIO_SALUD,OSORNO,1
2022,F84_historico,principal_y_secundario,SERVICIO_SALUD,ÑUBLE,2
2022,F84_historico,solo_secundario,SERVICIO_SALUD,ACONCAGUA,33
2022,F84_historico,solo_secundario,SERVICIO_SALUD,ANTOFAGASTA,178
2022,F84_historico,solo_secundario,SERVICIO_SALUD,ARAUCANÍA NORTE,62
2022,F84_historico,solo_secundario,SERVICIO_SALUD,ARAUCANÍA SUR,141
2022,F84_historico,solo_secundario,SERVICIO_SALUD,ARAUCO,31
2022,F84_historico,solo_secundario,SERVICIO_SALUD,ARICA,87
2022,F84_historico,solo_secundario,SERVICIO_SALUD,ATACAMA,54
2022,F84_historico,solo_secundario,SERVICIO_SALUD,AYSEN,27
2022,F84_historico,solo_secundario,SERVICIO_SALUD,BIOBIO,85
2022,F84_historico,solo_secundario,SERVICIO_SALUD,CHILOÉ,11
2022,F84_historico,solo_secundario,SERVICIO_SALUD,CONCEPCIÓN,158
2022,F84_historico,solo_secundario,SERVICIO_SALUD,COQUIMBO,227
2022,F84_historico,solo_secundario,SERVICIO_SALUD,DEL MAULE,193
2022,F84_historico,solo_secundario,SERVICIO_SALUD,DEL RELONCAVÍ,75
2022,F84_historico,solo_secundario,SERVICIO_SALUD,IQUIQUE,70
2022,F84_historico,solo_secundario,SERVICIO_SALUD,LIBERTADOR B. O HIGGINS,149
2022,F84_historico,solo_secundario,SERVICIO_SALUD,MAGALLANES,43
2022,F84_historico,solo_secundario,SERVICIO_SALUD,METROPOLITANO CENTRAL,155
2022,F84_historico,solo_secundario,SERVICIO_SALUD,METROPOLITANO NORTE,164
2022,F84_historico,solo_secundario,SERVICIO_SALUD,METROPOLITANO OCCIDENTE,134
2022,F84_historico,solo_secundario,SERVICIO_SALUD,METROPOLITANO ORIENTE,105
2022,F84_historico,solo_secundario,SERVICIO_SALUD,METROPOLITANO SUR,289
2022,F84_historico,solo_secundario,SERVICIO_SALUD,METROPOLITANO SURORIENTE,378
2022,F84_historico,solo_secundario,SERVICIO_SALUD,OSORNO,58
2022,F84_historico,solo_secundario,SERVICIO_SALUD,TALCAHUANO,147
2022,F84_historico,solo_secundario,SERVICIO_SALUD,VALDIVIA,60
2022,F84_historico,solo_secundario,SERVICIO_SALUD,VALPARAISO SAN ANTONIO,103
2022,F84_historico,solo_secundario,SERVICIO_SALUD,VIÑA DEL MAR QUILLOTA,196
2022,F84_historico,solo_secundario,SERVICIO_SALUD,ÑUBLE,195
2023,F84_historico,principal,SERVICIO_SALUD,ANTOFAGASTA,35
2023,F84_historico,principal,SERVICIO_SALUD,ARAUCANÍA NORTE,9
2023,F84_historico,principal,SERVICIO_SALUD,ARAUCANÍA SUR,24
2023,F84_historico,principal,SERVICIO_SALUD,ARICA,13
2023,F84_historico,principal,SERVICIO_SALUD,ATACAMA,4
2023,F84_historico,principal,SERVICIO_SALUD,AYSEN,4
2023,F84_historico,principal,SERVICIO_SALUD,BIOBIO,13
2023,F84_historico,principal,SERVICIO_SALUD,CONCEPCIÓN,16
2023,F84_historico,principal,SERVICIO_SALUD,COQUIMBO,2
2023,F84_historico,principal,SERVICIO_SALUD,DEL MAULE,5
2023,F84_historico,principal,SERVICIO_SALUD,DEL RELONCAVÍ,11
2023,F84_historico,principal,SERVICIO_SALUD,IQUIQUE,28
2023,F84_historico,principal,SERVICIO_SALUD,LIBERTADOR B. O HIGGINS,7
2023,F84_historico,principal,SERVICIO_SALUD,MAGALLANES,4
2023,F84_historico,principal,SERVICIO_SALUD,METROPOLITANO CENTRAL,72
2023,F84_historico,principal,SERVICIO_SALUD,METROPOLITANO NORTE,7
2023,F84_historico,principal,SERVICIO_SALUD,METROPOLITANO OCCIDENTE,5
2023,F84_historico,principal,SERVICIO_SALUD,METROPOLITANO ORIENTE,7
2023,F84_historico,principal,SERVICIO_SALUD,METROPOLITANO SUR,7
2023,F84_historico,principal,SERVICIO_SALUD,METROPOLITANO SURORIENTE,34
2023,F84_historico,principal,SERVICIO_SALUD,OSORNO,11
2023,F84_historico,principal,SERVICIO_SALUD,TALCAHUANO,9
2023,F84_historico,principal,SERVICIO_SALUD,VALDIVIA,3
2023,F84_historico,principal,SERVICIO_SALUD,VALPARAISO SAN ANTONIO,1
2023,F84_historico,principal,SERVICIO_SALUD,VIÑA DEL MAR QUILLOTA,6
2023,F84_historico,principal,SERVICIO_SALUD,ÑUBLE,20
2023,F84_historico,principal_y_secundario,SERVICIO_SALUD,ARAUCANÍA SUR,3
2023,F84_historico,principal_y_secundario,SERVICIO_SALUD,BIOBIO,1
2023,F84_historico,principal_y_secundario,SERVICIO_SALUD,METROPOLITANO OCCIDENTE,1
2023,F84_historico,principal_y_secundario,SERVICIO_SALUD,METROPOLITANO ORIENTE,1
2023,F84_historico,principal_y_secundario,SERVICIO_SALUD,METROPOLITANO SURORIENTE,2
2023,F84_historico,principal_y_secundario,SERVICIO_SALUD,ÑUBLE,1
2023,F84_historico,solo_secundario,SERVICIO_SALUD,ACONCAGUA,64
2023,F84_historico,solo_secundario,SERVICIO_SALUD,ANTOFAGASTA,377
2023,F84_historico,solo_secundario,SERVICIO_SALUD,ARAUCANÍA NORTE,95
2023,F84_historico,solo_secundario,SERVICIO_SALUD,ARAUCANÍA SUR,243
2023,F84_historico,solo_secundario,SERVICIO_SALUD,ARAUCO,61
2023,F84_historico,solo_secundario,SERVICIO_SALUD,ARICA,152
2023,F84_historico,solo_secundario,SERVICIO_SALUD,ATACAMA,101
2023,F84_historico,solo_secundario,SERVICIO_SALUD,AYSEN,41
2023,F84_historico,solo_secundario,SERVICIO_SALUD,BIOBIO,180
2023,F84_historico,solo_secundario,SERVICIO_SALUD,CHILOÉ,45
2023,F84_historico,solo_secundario,SERVICIO_SALUD,CONCEPCIÓN,330
2023,F84_historico,solo_secundario,SERVICIO_SALUD,COQUIMBO,365
2023,F84_historico,solo_secundario,SERVICIO_SALUD,DEL MAULE,319
2023,F84_historico,solo_secundario,SERVICIO_SALUD,DEL RELONCAVÍ,123
2023,F84_historico,solo_secundario,SERVICIO_SALUD,DESCONOCIDO,5
2023,F84_historico,solo_secundario,SERVICIO_SALUD,IQUIQUE,104
2023,F84_historico,solo_secundario,SERVICIO_SALUD,LIBERTADOR B. O HIGGINS,222
2023,F84_historico,solo_secundario,SERVICIO_SALUD,MAGALLANES,78
2023,F84_historico,solo_secundario,SERVICIO_SALUD,METROPOLITANO CENTRAL,294
2023,F84_historico,solo_secundario,SERVICIO_SALUD,METROPOLITANO NORTE,222
2023,F84_historico,solo_secundario,SERVICIO_SALUD,METROPOLITANO OCCIDENTE,255
2023,F84_historico,solo_secundario,SERVICIO_SALUD,METROPOLITANO ORIENTE,161
2023,F84_historico,solo_secundario,SERVICIO_SALUD,METROPOLITANO SUR,405
2023,F84_historico,solo_secundario,SERVICIO_SALUD,METROPOLITANO SURORIENTE,649
2023,F84_historico,solo_secundario,SERVICIO_SALUD,OSORNO,87
2023,F84_historico,solo_secundario,SERVICIO_SALUD,TALCAHUANO,197
2023,F84_historico,solo_secundario,SERVICIO_SALUD,VALDIVIA,86
2023,F84_historico,solo_secundario,SERVICIO_SALUD,VALPARAISO SAN ANTONIO,175
2023,F84_historico,solo_secundario,SERVICIO_SALUD,VIÑA DEL MAR QUILLOTA,377
2023,F84_historico,solo_secundario,SERVICIO_SALUD,ÑUBLE,294
2024,F84_historico,principal,SERVICIO_SALUD,ACONCAGUA,4
2024,F84_historico,principal,SERVICIO_SALUD,ANTOFAGASTA,26
2024,F84_historico,principal,SERVICIO_SALUD,ARAUCANÍA NORTE,13
2024,F84_historico,principal,SERVICIO_SALUD,ARAUCANÍA SUR,27
2024,F84_historico,principal,SERVICIO_SALUD,ARICA,12
2024,F84_historico,principal,SERVICIO_SALUD,ATACAMA,1
2024,F84_historico,principal,SERVICIO_SALUD,AYSEN,14
2024,F84_historico,principal,SERVICIO_SALUD,BIOBIO,7
2024,F84_historico,principal,SERVICIO_SALUD,CHILOÉ,2
2024,F84_historico,principal,SERVICIO_SALUD,CONCEPCIÓN,15
2024,F84_historico,principal,SERVICIO_SALUD,COQUIMBO,6
2024,F84_historico,principal,SERVICIO_SALUD,DEL MAULE,14
2024,F84_historico,principal,SERVICIO_SALUD,DEL RELONCAVÍ,17
2024,F84_historico,principal,SERVICIO_SALUD,DESCONOCIDO,1
2024,F84_historico,principal,SERVICIO_SALUD,IQUIQUE,33
2024,F84_historico,principal,SERVICIO_SALUD,LIBERTADOR B. O HIGGINS,8
2024,F84_historico,principal,SERVICIO_SALUD,MAGALLANES,11
2024,F84_historico,principal,SERVICIO_SALUD,METROPOLITANO CENTRAL,51
2024,F84_historico,principal,SERVICIO_SALUD,METROPOLITANO NORTE,10
2024,F84_historico,principal,SERVICIO_SALUD,METROPOLITANO OCCIDENTE,4
2024,F84_historico,principal,SERVICIO_SALUD,METROPOLITANO ORIENTE,12
2024,F84_historico,principal,SERVICIO_SALUD,METROPOLITANO SUR,16
2024,F84_historico,principal,SERVICIO_SALUD,METROPOLITANO SURORIENTE,26
2024,F84_historico,principal,SERVICIO_SALUD,OSORNO,6
2024,F84_historico,principal,SERVICIO_SALUD,TALCAHUANO,14
2024,F84_historico,principal,SERVICIO_SALUD,VALDIVIA,5
2024,F84_historico,principal,SERVICIO_SALUD,VALPARAISO SAN ANTONIO,1
2024,F84_historico,principal,SERVICIO_SALUD,VIÑA DEL MAR QUILLOTA,5
2024,F84_historico,principal,SERVICIO_SALUD,ÑUBLE,25
2024,F84_historico,principal_y_secundario,SERVICIO_SALUD,ANTOFAGASTA,2
2024,F84_historico,principal_y_secundario,SERVICIO_SALUD,ATACAMA,1
2024,F84_historico,principal_y_secundario,SERVICIO_SALUD,BIOBIO,1
2024,F84_historico,principal_y_secundario,SERVICIO_SALUD,DEL MAULE,1
2024,F84_historico,principal_y_secundario,SERVICIO_SALUD,DEL RELONCAVÍ,3
2024,F84_historico,principal_y_secundario,SERVICIO_SALUD,METROPOLITANO ORIENTE,2
2024,F84_historico,principal_y_secundario,SERVICIO_SALUD,METROPOLITANO SURORIENTE,3
2024,F84_historico,principal_y_secundario,SERVICIO_SALUD,ÑUBLE,2
2024,F84_historico,solo_secundario,SERVICIO_SALUD,ACONCAGUA,66
2024,F84_historico,solo_secundario,SERVICIO_SALUD,ANTOFAGASTA,455
