year,definition,role,code_position,code3,records
2019,autismo_F840,principal,secundario,A09,1
2019,autismo_F840,principal,secundario,B37,1
2019,autismo_F840,principal,secundario,B96,1
2019,autismo_F840,principal,secundario,D50,1
2019,autismo_F840,principal,secundario,D64,1
2019,autismo_F840,principal,secundario,D70,1
2019,autismo_F840,principal,secundario,E03,7
2019,autismo_F840,principal,secundario,E10,1
2019,autismo_F840,principal,secundario,E28,1
2019,autismo_F840,principal,secundario,E66,21
2019,autismo_F840,principal,secundario,E78,1
2019,autismo_F840,principal,secundario,E86,1
2019,autismo_F840,principal,secundario,F06,2
2019,autismo_F840,principal,secundario,F09,1
2019,autismo_F840,principal,secundario,F17,1
2019,autismo_F840,principal,secundario,F20,1
2019,autismo_F840,principal,secundario,F23,1
2019,autismo_F840,principal,secundario,F29,2
2019,autismo_F840,principal,secundario,F31,2
2019,autismo_F840,principal,secundario,F32,6
2019,autismo_F840,principal,secundario,F34,2
2019,autismo_F840,principal,secundario,F43,6
2019,autismo_F840,principal,secundario,F44,1
2019,autismo_F840,principal,secundario,F60,2
2019,autismo_F840,principal,secundario,F63,7
2019,autismo_F840,principal,secundario,F70,5
2019,autismo_F840,principal,secundario,F71,7
2019,autismo_F840,principal,secundario,F72,5
2019,autismo_F840,principal,secundario,F73,2
2019,autismo_F840,principal,secundario,F79,7
2019,autismo_F840,principal,secundario,F80,6
2019,autismo_F840,principal,secundario,F82,8
2019,autismo_F840,principal,secundario,F90,6
2019,autismo_F840,principal,secundario,F91,15
2019,autismo_F840,principal,secundario,F92,2
2019,autismo_F840,principal,secundario,F93,1
2019,autismo_F840,principal,secundario,F94,3
2019,autismo_F840,principal,secundario,F95,1
2019,autismo_F840,principal,secundario,F98,2
2019,autismo_F840,principal,secundario,F99,1
2019,autismo_F840,principal,secundario,G25,2
2019,autismo_F840,principal,secundario,G40,24
2019,autismo_F840,principal,secundario,G47,1
2019,autismo_F840,principal,secundario,G81,1
2019,autismo_F840,principal,secundario,H50,1
2019,autismo_F840,principal,secundario,H91,1
2019,autismo_F840,principal,secundario,I44,1
2019,autismo_F840,principal,secundario,I47,1
2019,autismo_F840,principal,secundario,J00,1
2019,autismo_F840,principal,secundario,J02,1
2019,autismo_F840,principal,secundario,J20,2
2019,autismo_F840,principal,secundario,J30,1
2019,autismo_F840,principal,secundario,J35,2
2019,autismo_F840,principal,secundario,J45,2
2019,autismo_F840,principal,secundario,K02,3
2019,autismo_F840,principal,secundario,K05,1
2019,autismo_F840,principal,secundario,K20,1
2019,autismo_F840,principal,secundario,K29,1
2019,autismo_F840,principal,secundario,K57,1
2019,autismo_F840,principal,secundario,K59,3
2019,autismo_F840,principal,secundario,K76,1
2019,autismo_F840,principal,secundario,K80,1
2019,autismo_F840,principal,secundario,M21,1
2019,autismo_F840,principal,secundario,M62,1
2019,autismo_F840,principal,secundario,N39,1
2019,autismo_F840,principal,secundario,N77,1
2019,autismo_F840,principal,secundario,Q02,1
2019,autismo_F840,principal,secundario,Q90,2
2019,autismo_F840,principal,secundario,Q99,2
2019,autismo_F840,principal,secundario,R01,1
2019,autismo_F840,principal,secundario,R04,1
2019,autismo_F840,principal,secundario,R26,1
2019,autismo_F840,principal,secundario,R27,1
2019,autismo_F840,principal,secundario,R45,22
2019,autismo_F840,principal,secundario,R46,2
2019,autismo_F840,principal,secundario,R50,2
2019,autismo_F840,principal,secundario,R73,2
2019,autismo_F840,principal,secundario,S01,1
2019,autismo_F840,principal,secundario,S09,1
2019,autismo_F840,principal,secundario,T38,1
2019,autismo_F840,principal,secundario,T42,1
2019,autismo_F840,principal,secundario,T43,2
2019,autismo_F840,principal,secundario,T59,1
2019,autismo_F840,principal,secundario,T74,1
2019,autismo_F840,principal,secundario,W13,1
2019,autismo_F840,principal,secundario,X44,1
2019,autismo_F840,principal,secundario,X47,1
2019,autismo_F840,principal,secundario,X64,1
2019,autismo_F840,principal,secundario,X78,1
2019,autismo_F840,principal,secundario,X84,1
2019,autismo_F840,principal,secundario,Y04,1
2019,autismo_F840,principal,secundario,Y07,1
2019,autismo_F840,principal,secundario,Y46,1
2019,autismo_F840,principal,secundario,Y49,1
2019,autismo_F840,principal,secundario,Z00,2
2019,autismo_F840,principal,secundario,Z01,1
2019,autismo_F840,principal,secundario,Z03,4
2019,autismo_F840,principal,secundario,Z04,1
2019,autismo_F840,principal,secundario,Z13,1
2019,autismo_F840,principal,secundario,Z32,1
2019,autismo_F840,principal,secundario,Z54,1
2019,autismo_F840,principal,secundario,Z55,2
2019,autismo_F840,principal,secundario,Z59,5
2019,autismo_F840,principal,secundario,Z60,5
2019,autismo_F840,principal,secundario,Z61,7
2019,autismo_F840,principal,secundario,Z62,2
2019,autismo_F840,principal,secundario,Z63,20
2019,autismo_F840,principal,secundario,Z65,7
2019,autismo_F840,principal,secundario,Z73,1
2019,autismo_F840,principal,secundario,Z74,3
2019,autismo_F840,principal,secundario,Z81,2
2019,autismo_F840,principal,secundario,Z82,3
2019,autismo_F840,principal,secundario,Z85,1
2019,autismo_F840,principal,secundario,Z86,1
2019,autismo_F840,principal,secundario,Z87,2
2019,autismo_F840,principal,secundario,Z88,3
2019,autismo_F840,principal,secundario,Z90,1
2019,autismo_F840,principal,secundario,Z91,9
2019,autismo_F840,principal,secundario,Z92,15
2019,autismo_F840,principal,secundario,Z98,2
2019,autismo_F840,solo_secundario,principal,A02,1
2019,autismo_F840,solo_secundario,principal,A04,1
2019,autismo_F840,solo_secundario,principal,A08,6
2019,autismo_F840,solo_secundario,principal,A09,22
2019,autismo_F840,solo_secundario,principal,A28,2
2019,autismo_F840,solo_secundario,principal,A37,1
2019,autismo_F840,solo_secundario,principal,A38,1
2019,autismo_F840,solo_secundario,principal,A41,1
2019,autismo_F840,solo_secundario,principal,A49,4
2019,autismo_F840,solo_secundario,principal,A87,1
2019,autismo_F840,solo_secundario,principal,B01,2
2019,autismo_F840,solo_secundario,principal,B07,1
2019,autismo_F840,solo_secundario,principal,B27,1
2019,autismo_F840,solo_secundario,principal,B34,2
2019,autismo_F840,solo_secundario,principal,B67,2
2019,autismo_F840,solo_secundario,principal,C15,1
2019,autismo_F840,solo_secundario,principal,C40,1
2019,autismo_F840,solo_secundario,principal,C62,3
2019,autismo_F840,solo_secundario,principal,C71,1
2019,autismo_F840,solo_secundario,principal,C81,3
2019,autismo_F840,solo_secundario,principal,C91,13
2019,autismo_F840,solo_secundario,principal,D17,1
2019,autismo_F840,solo_secundario,principal,D18,1
2019,autismo_F840,solo_secundario,principal,D22,3
2019,autismo_F840,solo_secundario,principal,D23,1
2019,autismo_F840,solo_secundario,principal,D38,1
2019,autismo_F840,solo_secundario,principal,D43,1
2019,autismo_F840,solo_secundario,principal,D48,2
2019,autismo_F840,solo_secundario,principal,D50,2
2019,autismo_F840,solo_secundario,principal,D64,2
2019,autismo_F840,solo_secundario,principal,D68,1
2019,autismo_F840,solo_secundario,principal,D69,4
2019,autismo_F840,solo_secundario,principal,D70,6
2019,autismo_F840,solo_secundario,principal,D76,1
2019,autismo_F840,solo_secundario,principal,D80,1
2019,autismo_F840,solo_secundario,principal,DES,8
2019,autismo_F840,solo_secundario,principal,E10,8
2019,autismo_F840,solo_secundario,principal,E11,4
2019,autismo_F840,solo_secundario,principal,E16,1
2019,autismo_F840,solo_secundario,principal,E23,1
2019,autismo_F840,solo_secundario,principal,E30,1
2019,autismo_F840,solo_secundario,principal,E43,1
2019,autismo_F840,solo_secundario,principal,E46,3
2019,autismo_F840,solo_secundario,principal,E86,2
2019,autismo_F840,solo_secundario,principal,E87,4
2019,autismo_F840,solo_secundario,principal,F05,1
2019,autismo_F840,solo_secundario,principal,F06,1
2019,autismo_F840,solo_secundario,principal,F09,2
2019,autismo_F840,solo_secundario,principal,F19,1
2019,autismo_F840,solo_secundario,principal,F20,3
2019,autismo_F840,solo_secundario,principal,F22,1
2019,autismo_F840,solo_secundario,principal,F23,6
2019,autismo_F840,solo_secundario,principal,F28,1
2019,autismo_F840,solo_secundario,principal,F29,8
2019,autismo_F840,solo_secundario,principal,F31,2
2019,autismo_F840,solo_secundario,principal,F32,11
2019,autismo_F840,solo_secundario,principal,F33,1
2019,autismo_F840,solo_secundario,principal,F40,1
2019,autismo_F840,solo_secundario,principal,F41,2
2019,autismo_F840,solo_secundario,principal,F43,4
2019,autismo_F840,solo_secundario,principal,F44,3
2019,autismo_F840,solo_secundario,principal,F45,2
2019,autismo_F840,solo_secundario,principal,F50,2
2019,autismo_F840,solo_secundario,principal,F60,5
2019,autismo_F840,solo_secundario,principal,F63,1
2019,autismo_F840,solo_secundario,principal,F72,2
2019,autismo_F840,solo_secundario,principal,F73,1
2019,autismo_F840,solo_secundario,principal,F79,2
2019,autismo_F840,solo_secundario,principal,F80,1
2019,autismo_F840,solo_secundario,principal,F90,2
2019,autismo_F840,solo_secundario,principal,F91,16
2019,autismo_F840,solo_secundario,principal,F95,1
2019,autismo_F840,solo_secundario,principal,G00,2
2019,autismo_F840,solo_secundario,principal,G04,1
2019,autismo_F840,solo_secundario,principal,G11,1
2019,autismo_F840,solo_secundario,principal,G12,1
2019,autismo_F840,solo_secundario,principal,G24,2
2019,autismo_F840,solo_secundario,principal,G25,1
2019,autismo_F840,solo_secundario,principal,G37,1
2019,autismo_F840,solo_secundario,principal,G40,98
2019,autismo_F840,solo_secundario,principal,G41,11
2019,autismo_F840,solo_secundario,principal,G44,1
2019,autismo_F840,solo_secundario,principal,G61,1
2019,autismo_F840,solo_secundario,principal,G71,1
2019,autismo_F840,solo_secundario,principal,G82,1
2019,autismo_F840,solo_secundario,principal,G91,1
2019,autismo_F840,solo_secundario,principal,G93,2
2019,autismo_F840,solo_secundario,principal,H04,2
2019,autismo_F840,solo_secundario,principal,H10,1
2019,autismo_F840,solo_secundario,principal,H26,4
2019,autismo_F840,solo_secundario,principal,H33,1
2019,autismo_F840,solo_secundario,principal,H46,1
2019,autismo_F840,solo_secundario,principal,H50,8
2019,autismo_F840,solo_secundario,principal,H60,1
2019,autismo_F840,solo_secundario,principal,H61,1
2019,autismo_F840,solo_secundario,principal,H65,5
2019,autismo_F840,solo_secundario,principal,H66,2
2019,autismo_F840,solo_secundario,principal,H70,1
2019,autismo_F840,solo_secundario,principal,H90,2
2019,autismo_F840,solo_secundario,principal,H91,4
2019,autismo_F840,solo_secundario,principal,I27,1
2019,autismo_F840,solo_secundario,principal,I46,1
2019,autismo_F840,solo_secundario,principal,I47,1
2019,autismo_F840,solo_secundario,principal,I50,1
2019,autismo_F840,solo_secundario,principal,I60,1
2019,autismo_F840,solo_secundario,principal,I61,1
2019,autismo_F840,solo_secundario,principal,I69,1
2019,autismo_F840,solo_secundario,principal,I88,1
2019,autismo_F840,solo_secundario,principal,J00,2
2019,autismo_F840,solo_secundario,principal,J03,1
2019,autismo_F840,solo_secundario,principal,J06,4
2019,autismo_F840,solo_secundario,principal,J10,6
2019,autismo_F840,solo_secundario,principal,J12,17
2019,autismo_F840,solo_secundario,principal,J13,2
2019,autismo_F840,solo_secundario,principal,J15,14
2019,autismo_F840,solo_secundario,principal,J18,12
2019,autismo_F840,solo_secundario,principal,J20,19
2019,autismo_F840,solo_secundario,principal,J34,1
2019,autismo_F840,solo_secundario,principal,J35,37
2019,autismo_F840,solo_secundario,principal,J40,1
2019,autismo_F840,solo_secundario,principal,J45,2
2019,autismo_F840,solo_secundario,principal,J46,16
2019,autismo_F840,solo_secundario,principal,J69,3
2019,autismo_F840,solo_secundario,principal,J85,1
2019,autismo_F840,solo_secundario,principal,J86,1
2019,autismo_F840,solo_secundario,principal,J93,1
2019,autismo_F840,solo_secundario,principal,J96,7
2019,autismo_F840,solo_secundario,principal,K00,1
2019,autismo_F840,solo_secundario,principal,K01,14
2019,autismo_F840,solo_secundario,principal,K02,128
2019,autismo_F840,solo_secundario,principal,K03,2
2019,autismo_F840,solo_secundario,principal,K04,6
2019,autismo_F840,solo_secundario,principal,K05,3
2019,autismo_F840,solo_secundario,principal,K08,1
2019,autismo_F840,solo_secundario,principal,K11,3
2019,autismo_F840,solo_secundario,principal,K12,19
2019,autismo_F840,solo_secundario,principal,K21,2
2019,autismo_F840,solo_secundario,principal,K29,2
2019,autismo_F840,solo_secundario,principal,K35,34
2019,autismo_F840,solo_secundario,principal,K36,1
2019,autismo_F840,solo_secundario,principal,K40,3
2019,autismo_F840,solo_secundario,principal,K42,3
2019,autismo_F840,solo_secundario,principal,K43,2
2019,autismo_F840,solo_secundario,principal,K51,4
2019,autismo_F840,solo_secundario,principal,K52,3
2019,autismo_F840,solo_secundario,principal,K56,8
2019,autismo_F840,solo_secundario,principal,K58,1
2019,autismo_F840,solo_secundario,principal,K59,8
2019,autismo_F840,solo_secundario,principal,K62,1
2019,autismo_F840,solo_secundario,principal,K65,1
2019,autismo_F840,solo_secundario,principal,K72,1
2019,autismo_F840,solo_secundario,principal,K73,1
2019,autismo_F840,solo_secundario,principal,K76,2
2019,autismo_F840,solo_secundario,principal,K80,5
2019,autismo_F840,solo_secundario,principal,K85,3
2019,autismo_F840,solo_secundario,principal,K91,1
2019,autismo_F840,solo_secundario,principal,K92,1
2019,autismo_F840,solo_secundario,principal,L01,1
2019,autismo_F840,solo_secundario,principal,L02,3
2019,autismo_F840,solo_secundario,principal,L03,6
2019,autismo_F840,solo_secundario,principal,L04,2
2019,autismo_F840,solo_secundario,principal,L05,1
2019,autismo_F840,solo_secundario,principal,L08,1
2019,autismo_F840,solo_secundario,principal,L28,1
2019,autismo_F840,solo_secundario,principal,L51,1
2019,autismo_F840,solo_secundario,principal,L60,7
2019,autismo_F840,solo_secundario,principal,L72,1
2019,autismo_F840,solo_secundario,principal,L83,1
2019,autismo_F840,solo_secundario,principal,L92,1
2019,autismo_F840,solo_secundario,principal,L95,1
2019,autismo_F840,solo_secundario,principal,M00,1
2019,autismo_F840,solo_secundario,principal,M21,3
2019,autismo_F840,solo_secundario,principal,M24,1
2019,autismo_F840,solo_secundario,principal,M30,1
2019,autismo_F840,solo_secundario,principal,M31,1
2019,autismo_F840,solo_secundario,principal,M41,7
2019,autismo_F840,solo_secundario,principal,M79,4
2019,autismo_F840,solo_secundario,principal,M80,1
2019,autismo_F840,solo_secundario,principal,M84,1
2019,autismo_F840,solo_secundario,principal,M85,1
2019,autismo_F840,solo_secundario,principal,M86,1
2019,autismo_F840,solo_secundario,principal,M87,1
2019,autismo_F840,solo_secundario,principal,M91,2
2019,autismo_F840,solo_secundario,principal,N04,3
2019,autismo_F840,solo_secundario,principal,N10,11
2019,autismo_F840,solo_secundario,principal,N13,1
2019,autismo_F840,solo_secundario,principal,N17,4
2019,autismo_F840,solo_secundario,principal,N18,1
2019,autismo_F840,solo_secundario,principal,N31,1
2019,autismo_F840,solo_secundario,principal,N39,7
2019,autismo_F840,solo_secundario,principal,N44,1
2019,autismo_F840,solo_secundario,principal,N47,46
2019,autismo_F840,solo_secundario,principal,N64,1
2019,autismo_F840,solo_secundario,principal,Q18,1
2019,autismo_F840,solo_secundario,principal,Q21,1
2019,autismo_F840,solo_secundario,principal,Q24,1
2019,autismo_F840,solo_secundario,principal,Q28,1
2019,autismo_F840,solo_secundario,principal,Q31,1
2019,autismo_F840,solo_secundario,principal,Q32,1
2019,autismo_F840,solo_secundario,principal,Q37,2
2019,autismo_F840,solo_secundario,principal,Q38,3
2019,autismo_F840,solo_secundario,principal,Q43,1
2019,autismo_F840,solo_secundario,principal,Q44,1
2019,autismo_F840,solo_secundario,principal,Q53,14
2019,autismo_F840,solo_secundario,principal,Q54,1
2019,autismo_F840,solo_secundario,principal,Q61,1
2019,autismo_F840,solo_secundario,principal,Q66,4
2019,autismo_F840,solo_secundario,principal,Q69,1
2019,autismo_F840,solo_secundario,principal,Q74,1
2019,autismo_F840,solo_secundario,principal,Q82,1
2019,autismo_F840,solo_secundario,principal,Q85,1
2019,autismo_F840,solo_secundario,principal,Q87,1
2019,autismo_F840,solo_secundario,principal,Q89,1
2019,autismo_F840,solo_secundario,principal,Q90,1
2019,autismo_F840,solo_secundario,principal,Q92,1
2019,autismo_F840,solo_secundario,principal,Q93,1
2019,autismo_F840,solo_secundario,principal,Q99,1
2019,autismo_F840,solo_secundario,principal,R04,1
2019,autismo_F840,solo_secundario,principal,R10,1
2019,autismo_F840,solo_secundario,principal,R11,2
2019,autismo_F840,solo_secundario,principal,R13,2
2019,autismo_F840,solo_secundario,principal,R14,1
2019,autismo_F840,solo_secundario,principal,R26,4
2019,autismo_F840,solo_secundario,principal,R31,1
2019,autismo_F840,solo_secundario,principal,R39,1
2019,autismo_F840,solo_secundario,principal,R45,12
2019,autismo_F840,solo_secundario,principal,R49,1
2019,autismo_F840,solo_secundario,principal,R50,6
2019,autismo_F840,solo_secundario,principal,R51,2
2019,autismo_F840,solo_secundario,principal,R55,3
2019,autismo_F840,solo_secundario,principal,R56,20
2019,autismo_F840,solo_secundario,principal,R57,1
2019,autismo_F840,solo_secundario,principal,R59,1
2019,autismo_F840,solo_secundario,principal,S00,3
2019,autismo_F840,solo_secundario,principal,S01,3
2019,autismo_F840,solo_secundario,principal,S02,3
2019,autismo_F840,solo_secundario,principal,S05,1
2019,autismo_F840,solo_secundario,principal,S06,2
2019,autismo_F840,solo_secundario,principal,S11,2
2019,autismo_F840,solo_secundario,principal,S36,1
2019,autismo_F840,solo_secundario,principal,S39,1
2019,autismo_F840,solo_secundario,principal,S42,4
2019,autismo_F840,solo_secundario,principal,S51,1
2019,autismo_F840,solo_secundario,principal,S52,12
2019,autismo_F840,solo_secundario,principal,S61,1
2019,autismo_F840,solo_secundario,principal,S62,3
2019,autismo_F840,solo_secundario,principal,S68,1
2019,autismo_F840,solo_secundario,principal,S72,4
2019,autismo_F840,solo_secundario,principal,S82,5
2019,autismo_F840,solo_secundario,principal,S90,1
2019,autismo_F840,solo_secundario,principal,T15,1
2019,autismo_F840,solo_secundario,principal,T16,3
2019,autismo_F840,solo_secundario,principal,T17,1
2019,autismo_F840,solo_secundario,principal,T18,5
2019,autismo_F840,solo_secundario,principal,T20,1
2019,autismo_F840,solo_secundario,principal,T21,4
2019,autismo_F840,solo_secundario,principal,T22,1
2019,autismo_F840,solo_secundario,principal,T23,3
2019,autismo_F840,solo_secundario,principal,T29,2
2019,autismo_F840,solo_secundario,principal,T39,8
2019,autismo_F840,solo_secundario,principal,T40,1
2019,autismo_F840,solo_secundario,principal,T42,3
2019,autismo_F840,solo_secundario,principal,T43,18
2019,autismo_F840,solo_secundario,principal,T45,2
2019,autismo_F840,solo_secundario,principal,T50,2
2019,autismo_F840,solo_secundario,principal,T60,1
2019,autismo_F840,solo_secundario,principal,T71,3
2019,autismo_F840,solo_secundario,principal,T74,1
2019,autismo_F840,solo_secundario,principal,T75,1
2019,autismo_F840,solo_secundario,principal,T78,1
2019,autismo_F840,solo_secundario,principal,T81,5
2019,autismo_F840,solo_secundario,principal,T82,2
2019,autismo_F840,solo_secundario,principal,T84,1
2019,autismo_F840,solo_secundario,principal,T85,1
2019,autismo_F840,solo_secundario,principal,T88,1
2019,autismo_F840,solo_secundario,principal,T98,1
2019,autismo_F840,solo_secundario,principal,Z01,6
2019,autismo_F840,solo_secundario,principal,Z03,5
2019,autismo_F840,solo_secundario,principal,Z04,1
2019,autismo_F840,solo_secundario,principal,Z08,2
2019,autismo_F840,solo_secundario,principal,Z13,17
2019,autismo_F840,solo_secundario,principal,Z30,2
2019,autismo_F840,solo_secundario,principal,Z43,2
2019,autismo_F840,solo_secundario,principal,Z45,1
2019,autismo_F840,solo_secundario,principal,Z46,2
2019,autismo_F840,solo_secundario,principal,Z47,5
2019,autismo_F840,solo_secundario,principal,Z51,60
2019,autismo_F840,solo_secundario,principal,Z61,1
2019,autismo_F840,solo_secundario,principal,Z76,2
2019,autismo_F840,solo_secundario,secundario,A08,2
2019,autismo_F840,solo_secundario,secundario,A09,12
2019,autismo_F840,solo_secundario,secundario,A40,1
2019,autismo_F840,solo_secundario,secundario,A41,5
2019,autismo_F840,solo_secundario,secundario,A49,6
2019,autismo_F840,solo_secundario,secundario,B00,2
2019,autismo_F840,solo_secundario,secundario,B01,2
2019,autismo_F840,solo_secundario,secundario,B07,1
2019,autismo_F840,solo_secundario,secundario,B08,12
2019,autismo_F840,solo_secundario,secundario,B25,1
2019,autismo_F840,solo_secundario,secundario,B27,1
2019,autismo_F840,solo_secundario,secundario,B34,5
2019,autismo_F840,solo_secundario,secundario,B35,3
2019,autismo_F840,solo_secundario,secundario,B36,2
2019,autismo_F840,solo_secundario,secundario,B37,2
2019,autismo_F840,solo_secundario,secundario,B85,4
2019,autismo_F840,solo_secundario,secundario,B86,1
2019,autismo_F840,solo_secundario,secundario,B95,15
2019,autismo_F840,solo_secundario,secundario,B96,31
2019,autismo_F840,solo_secundario,secundario,B97,10
2019,autismo_F840,solo_secundario,secundario,C38,1
2019,autismo_F840,solo_secundario,secundario,C40,6
2019,autismo_F840,solo_secundario,secundario,C50,1
2019,autismo_F840,solo_secundario,secundario,C62,2
2019,autismo_F840,solo_secundario,secundario,C69,1
2019,autismo_F840,solo_secundario,secundario,C72,2
2019,autismo_F840,solo_secundario,secundario,C78,3
2019,autismo_F840,solo_secundario,secundario,C79,3
2019,autismo_F840,solo_secundario,secundario,C81,5
2019,autismo_F840,solo_secundario,secundario,C83,1
2019,autismo_F840,solo_secundario,secundario,C91,23
2019,autismo_F840,solo_secundario,secundario,C92,2
2019,autismo_F840,solo_secundario,secundario,D17,1
2019,autismo_F840,solo_secundario,secundario,D18,2
2019,autismo_F840,solo_secundario,secundario,D35,1
2019,autismo_F840,solo_secundario,secundario,D44,1
2019,autismo_F840,solo_secundario,secundario,D46,1
2019,autismo_F840,solo_secundario,secundario,D50,5
2019,autismo_F840,solo_secundario,secundario,D58,2
2019,autismo_F840,solo_secundario,secundario,D61,3
2019,autismo_F840,solo_secundario,secundario,D62,2
2019,autismo_F840,solo_secundario,secundario,D64,13
2019,autismo_F840,solo_secundario,secundario,D65,2
2019,autismo_F840,solo_secundario,secundario,D66,1
2019,autismo_F840,solo_secundario,secundario,D68,12
2019,autismo_F840,solo_secundario,secundario,D69,7
2019,autismo_F840,solo_secundario,secundario,D70,8
2019,autismo_F840,solo_secundario,secundario,D72,3
2019,autismo_F840,solo_secundario,secundario,D75,2
2019,autismo_F840,solo_secundario,secundario,D80,2
2019,autismo_F840,solo_secundario,secundario,D82,1
2019,autismo_F840,solo_secundario,secundario,D84,3
2019,autismo_F840,solo_secundario,secundario,DES,4
2019,autismo_F840,solo_secundario,secundario,E03,65
2019,autismo_F840,solo_secundario,secundario,E06,1
2019,autismo_F840,solo_secundario,secundario,E07,1
2019,autismo_F840,solo_secundario,secundario,E10,3
2019,autismo_F840,solo_secundario,secundario,E11,8
2019,autismo_F840,solo_secundario,secundario,E14,1
2019,autismo_F840,solo_secundario,secundario,E16,1
2019,autismo_F840,solo_secundario,secundario,E23,4
2019,autismo_F840,solo_secundario,secundario,E30,4
2019,autismo_F840,solo_secundario,secundario,E42,1
2019,autismo_F840,solo_secundario,secundario,E43,1
2019,autismo_F840,solo_secundario,secundario,E44,3
2019,autismo_F840,solo_secundario,secundario,E46,19
2019,autismo_F840,solo_secundario,secundario,E55,2
2019,autismo_F840,solo_secundario,secundario,E56,1
2019,autismo_F840,solo_secundario,secundario,E61,1
2019,autismo_F840,solo_secundario,secundario,E66,86
2019,autismo_F840,solo_secundario,secundario,E72,1
2019,autismo_F840,solo_secundario,secundario,E73,4
2019,autismo_F840,solo_secundario,secundario,E75,1
2019,autismo_F840,solo_secundario,secundario,E78,6
2019,autismo_F840,solo_secundario,secundario,E80,1
2019,autismo_F840,solo_secundario,secundario,E83,4
2019,autismo_F840,solo_secundario,secundario,E86,18
2019,autismo_F840,solo_secundario,secundario,E87,35
2019,autismo_F840,solo_secundario,secundario,E88,7
2019,autismo_F840,solo_secundario,secundario,F01,1
2019,autismo_F840,solo_secundario,secundario,F05,1
2019,autismo_F840,solo_secundario,secundario,F06,8
2019,autismo_F840,solo_secundario,secundario,F09,1
2019,autismo_F840,solo_secundario,secundario,F10,1
2019,autismo_F840,solo_secundario,secundario,F12,1
2019,autismo_F840,solo_secundario,secundario,F17,3
2019,autismo_F840,solo_secundario,secundario,F19,3
2019,autismo_F840,solo_secundario,secundario,F20,10
2019,autismo_F840,solo_secundario,secundario,F22,1
2019,autismo_F840,solo_secundario,secundario,F23,2
2019,autismo_F840,solo_secundario,secundario,F28,1
2019,autismo_F840,solo_secundario,secundario,F29,4
2019,autismo_F840,solo_secundario,secundario,F31,6
2019,autismo_F840,solo_secundario,secundario,F32,16
2019,autismo_F840,solo_secundario,secundario,F33,1
2019,autismo_F840,solo_secundario,secundario,F34,3
2019,autismo_F840,solo_secundario,secundario,F39,6
2019,autismo_F840,solo_secundario,secundario,F40,2
2019,autismo_F840,solo_secundario,secundario,F41,6
2019,autismo_F840,solo_secundario,secundario,F42,5
2019,autismo_F840,solo_secundario,secundario,F43,7
2019,autismo_F840,solo_secundario,secundario,F44,4
2019,autismo_F840,solo_secundario,secundario,F50,2
2019,autismo_F840,solo_secundario,secundario,F51,2
2019,autismo_F840,solo_secundario,secundario,F60,14
2019,autismo_F840,solo_secundario,secundario,F63,1
2019,autismo_F840,solo_secundario,secundario,F70,11
2019,autismo_F840,solo_secundario,secundario,F71,11
2019,autismo_F840,solo_secundario,secundario,F72,19
2019,autismo_F840,solo_secundario,secundario,F73,7
2019,autismo_F840,solo_secundario,secundario,F78,3
2019,autismo_F840,solo_secundario,secundario,F79,29
2019,autismo_F840,solo_secundario,secundario,F80,41
2019,autismo_F840,solo_secundario,secundario,F81,2
2019,autismo_F840,solo_secundario,secundario,F82,12
2019,autismo_F840,solo_secundario,secundario,F83,13
2019,autismo_F840,solo_secundario,secundario,F89,4
2019,autismo_F840,solo_secundario,secundario,F90,26
2019,autismo_F840,solo_secundario,secundario,F91,14
2019,autismo_F840,solo_secundario,secundario,F94,3
2019,autismo_F840,solo_secundario,secundario,F95,3
2019,autismo_F840,solo_secundario,secundario,F98,9
2019,autismo_F840,solo_secundario,secundario,G03,1
2019,autismo_F840,solo_secundario,secundario,G04,2
2019,autismo_F840,solo_secundario,secundario,G05,3
2019,autismo_F840,solo_secundario,secundario,G09,1
2019,autismo_F840,solo_secundario,secundario,G11,1
2019,autismo_F840,solo_secundario,secundario,G21,1
2019,autismo_F840,solo_secundario,secundario,G24,4
2019,autismo_F840,solo_secundario,secundario,G25,3
2019,autismo_F840,solo_secundario,secundario,G31,1
2019,autismo_F840,solo_secundario,secundario,G40,133
2019,autismo_F840,solo_secundario,secundario,G41,1
2019,autismo_F840,solo_secundario,secundario,G45,1
2019,autismo_F840,solo_secundario,secundario,G47,27
2019,autismo_F840,solo_secundario,secundario,G62,7
2019,autismo_F840,solo_secundario,secundario,G63,2
2019,autismo_F840,solo_secundario,secundario,G71,1
2019,autismo_F840,solo_secundario,secundario,G72,5
2019,autismo_F840,solo_secundario,secundario,G80,16
2019,autismo_F840,solo_secundario,secundario,G81,2
2019,autismo_F840,solo_secundario,secundario,G82,6
2019,autismo_F840,solo_secundario,secundario,G83,5
2019,autismo_F840,solo_secundario,secundario,G91,7
2019,autismo_F840,solo_secundario,secundario,G93,8
2019,autismo_F840,solo_secundario,secundario,G95,1
2019,autismo_F840,solo_secundario,secundario,G96,1
2019,autismo_F840,solo_secundario,secundario,H10,3
2019,autismo_F840,solo_secundario,secundario,H16,3
2019,autismo_F840,solo_secundario,secundario,H26,1
2019,autismo_F840,solo_secundario,secundario,H50,15
2019,autismo_F840,solo_secundario,secundario,H52,7
2019,autismo_F840,solo_secundario,secundario,H53,2
2019,autismo_F840,solo_secundario,secundario,H54,6
2019,autismo_F840,solo_secundario,secundario,H55,2
