Module,Control,Key,Expected,Observed,Relative difference (%),Status,Explanation
01b DEIS,deis_vs_grd_file_matches_config_grd_f84_any_strict_hospitalisation,2023,"5,797","5,797",0.000,matches,
01b DEIS,deis_vs_grd_file_matches_config_grd_f84_any_strict_hospitalisation,2024,"7,500","7,500",0.000,matches,
01b DEIS,deis_vs_grd_file_matches_config_grd_f84_principal,2019,241,241,0.000,matches,
01b DEIS,deis_vs_grd_file_matches_config_grd_f84_principal,2020,163,163,0.000,matches,
01b DEIS,deis_vs_grd_file_matches_config_grd_f84_principal,2021,189,189,0.000,matches,
01b DEIS,deis_vs_grd_file_matches_config_grd_f84_principal,2022,304,304,0.000,matches,
01b DEIS,deis_vs_grd_file_matches_config_grd_f84_principal,2023,366,366,0.000,matches,
01b DEIS,deis_vs_grd_file_matches_config_grd_f84_principal,2024,401,401,0.000,matches,
01b DEIS,deis_vs_grd_file_matches_config_grd_hospitals_observed,2019,65,65,0.000,matches,
01b DEIS,deis_vs_grd_file_matches_config_grd_hospitals_observed,2020,65,65,0.000,matches,
01b DEIS,deis_vs_grd_file_matches_config_grd_hospitals_observed,2021,65,65,0.000,matches,
01b DEIS,deis_vs_grd_file_matches_config_grd_hospitals_observed,2022,65,65,0.000,matches,
01b DEIS,deis_vs_grd_file_matches_config_grd_hospitals_observed,2023,68,68,0.000,matches,
01b DEIS,deis_vs_grd_file_matches_config_grd_hospitals_observed,2024,72,72,0.000,matches,
01b DEIS,deis_vs_grd_file_matches_config_grd_records_total,2019,"1,151,475","1,151,475",0.000,matches,
01b DEIS,deis_vs_grd_file_matches_config_grd_records_total,2020,"781,912","781,912",0.000,matches,
01b DEIS,deis_vs_grd_file_matches_config_grd_records_total,2021,"816,909","816,909",0.000,matches,
01b DEIS,deis_vs_grd_file_matches_config_grd_records_total,2022,"932,839","932,839",0.000,matches,
01b DEIS,deis_vs_grd_file_matches_config_grd_records_total,2023,"1,039,587","1,039,587",0.000,matches,
01b DEIS,deis_vs_grd_file_matches_config_grd_records_total,2024,"1,085,813","1,085,813",0.000,matches,
01b DEIS,deis_vs_grd_observed_panel_strict_hospitalisation_vs_config,2019,"1,960","1,960",0.000,matches,
01b DEIS,deis_vs_grd_observed_panel_strict_hospitalisation_vs_config,2020,"1,550","1,550",0.000,matches,
01b DEIS,deis_vs_grd_observed_panel_strict_hospitalisation_vs_config,2021,"2,217","2,217",0.000,matches,
01b DEIS,deis_vs_grd_observed_panel_strict_hospitalisation_vs_config,2022,"3,561","3,561",0.000,matches,
01b DEIS,deis_vs_grd_observed_panel_strict_hospitalisation_vs_config,2023,"5,797","5,842",0.776,differs (explained),"same panel discrepancy (observed 68/72 vs fixed 65), documented by module 01"
01b DEIS,deis_vs_grd_observed_panel_strict_hospitalisation_vs_config,2024,"7,500","7,705",2.733,differs (explained),"same panel discrepancy (observed 68/72 vs fixed 65), documented by module 01"
02 REM,a03_2023_2024_high,09600215|annual_sum|2023,"1,907","1,907",0.000,matches,
02 REM,a03_2023_2024_high,09600215|annual_sum|2024,"2,234","2,234",0.000,matches,
02 REM,a03_2023_2024_high_referred,09600216|annual_sum|2023,"1,152","1,152",0.000,matches,
02 REM,a03_2023_2024_high_referred,09600216|annual_sum|2024,"1,741","1,741",0.000,matches,
02 REM,a03_2023_2024_low,09600213|annual_sum|2023,"14,083","14,083",0.000,matches,
02 REM,a03_2023_2024_low,09600213|annual_sum|2024,"18,142","18,142",0.000,matches,
02 REM,a03_2023_2024_medium,09600214|annual_sum|2023,"3,642","3,642",0.000,matches,
02 REM,a03_2023_2024_medium,09600214|annual_sum|2024,"4,698","4,698",0.000,matches,
02 REM,a03_2023_2024_second_no_referral,09600218|annual_sum|2023,817,817,0.000,matches,
02 REM,a03_2023_2024_second_no_referral,09600218|annual_sum|2024,"2,341","2,341",0.000,matches,
02 REM,a03_2023_2024_second_referral,09600219|annual_sum|2023,"1,136","1,136",0.000,matches,
02 REM,a03_2023_2024_second_referral,09600219|annual_sum|2024,"2,283","2,283",0.000,matches,
02 REM,a03_2025_high_referral,03710019|annual_sum|2025,"2,181","2,181",0.000,matches,
02 REM,a03_2025_low,03710016|annual_sum|2025,"12,971","12,971",0.000,matches,
02 REM,a03_2025_medium_no_referral,03710017|annual_sum|2025,"1,637","1,637",0.000,matches,
02 REM,a03_2025_medium_referral,03710018|annual_sum|2025,"2,500","2,500",0.000,matches,
02 REM,a03_2025_susp_30_59_no_referral,03710020|annual_sum|2025,"5,140","5,140",0.000,matches,
02 REM,a03_2025_susp_30_59_referral,03710021|annual_sum|2025,"5,883","5,883",0.000,matches,
02 REM,a03_legacy_mchat_altered,03500407|annual_sum|2019,"1,640","1,640",0.000,matches,
02 REM,a03_legacy_mchat_altered,03500407|annual_sum|2020,288,288,0.000,matches,
02 REM,a03_legacy_mchat_altered,03500407|annual_sum|2021,879,879,0.000,matches,
02 REM,a03_legacy_mchat_altered,03500407|annual_sum|2022,"1,535","1,535",0.000,matches,
02 REM,a03_legacy_mchat_done,03500406|annual_sum|2019,"2,613","2,613",0.000,matches,
02 REM,a03_legacy_mchat_done,03500406|annual_sum|2020,816,816,0.000,matches,
02 REM,a03_legacy_mchat_done,03500406|annual_sum|2021,"1,833","1,833",0.000,matches,
02 REM,a03_legacy_mchat_done,03500406|annual_sum|2022,"3,455","3,455",0.000,matches,
02 REM,a05_autism_entries,05990022|annual_sum|2021,"2,085","2,085",0.000,matches,
02 REM,a05_autism_entries,05990022|annual_sum|2022,"4,640","4,640",0.000,matches,
02 REM,a05_autism_entries,05990022|annual_sum|2023,"8,049","8,049",0.000,matches,
02 REM,a05_autism_entries,05990022|annual_sum|2024,"11,842","11,842",0.000,matches,
02 REM,a05_autism_entries,05990022|annual_sum|2025,"13,155","13,155",0.000,matches,
02 REM,a05_autism_exits,05990027|annual_sum|2021,494,494,0.000,matches,
02 REM,a05_autism_exits,05990027|annual_sum|2022,831,831,0.000,matches,
02 REM,a05_autism_exits,05990027|annual_sum|2023,"1,814","1,814",0.000,matches,
02 REM,a05_autism_exits,05990027|annual_sum|2024,"3,315","3,315",0.000,matches,
02 REM,a05_autism_exits,05990027|annual_sum|2025,"3,367","3,367",0.000,matches,
02 REM,a27_assisted_referral,29101574|annual_sum|2023,672,672,0.000,matches,
02 REM,a27_assisted_referral,29101574|annual_sum|2024,"1,068","1,068",0.000,matches,
02 REM,a27_assisted_referral,29101574|annual_sum|2025,878,878,0.000,matches,
02 REM,a27_counselling,29101566|annual_sum|2023,"2,380","2,380",0.000,matches,
02 REM,a27_counselling,29101566|annual_sum|2024,"3,874","3,874",0.000,matches,
02 REM,a27_counselling,29101566|annual_sum|2025,"3,026","3,026",0.000,matches,
02 REM,a28_hospital,29101651|annual_sum|2023,731,731,0.000,matches,
02 REM,a28_hospital,29101651|annual_sum|2024,"1,045","1,045",0.000,matches,
02 REM,a28_hospital,29101651|annual_sum|2025,"1,740","1,740",0.000,matches,
02 REM,a28_primary,29101629|annual_sum|2023,"3,962","3,962",0.000,matches,
02 REM,a28_primary,29101629|annual_sum|2024,"7,033","7,033",0.000,matches,
02 REM,a28_primary,29101629|annual_sum|2025,"15,859","15,859",0.000,matches,
02 REM,p2_establishments_december,P2500500|december_stock|2019,460,460,0.000,matches,
02 REM,p2_establishments_december,P2500500|december_stock|2020,400,400,0.000,matches,
02 REM,p2_establishments_december,P2500500|december_stock|2021,640,640,0.000,matches,
02 REM,p2_establishments_december,P2500500|december_stock|2022,897,897,0.000,matches,
02 REM,p2_establishments_december,P2500500|december_stock|2023,"1,012","1,012",0.000,matches,
02 REM,p2_establishments_december,P2500500|december_stock|2024,"1,218","1,218",0.000,matches,
02 REM,p2_establishments_december,P2500500|december_stock|2025,"1,325","1,325",0.000,matches,
02 REM,p2_establishments_june_2020,P2500500|june_stock|2020,28,28,0.000,matches,
02 REM,p2_naneas_total_december,P2501878|december_stock|2023,"59,907","59,907",0.000,matches,
02 REM,p2_naneas_total_december,P2501878|december_stock|2024,"77,081","77,081",0.000,matches,
02 REM,p2_naneas_total_december,P2501878|december_stock|2025,"100,789","100,789",0.000,matches,
02 REM,p2_tea_december,P2500500|december_stock|2019,"1,854","1,854",0.000,matches,
02 REM,p2_tea_december,P2500500|december_stock|2020,"1,919","1,919",0.000,matches,
02 REM,p2_tea_december,P2500500|december_stock|2021,"3,853","3,853",0.000,matches,
02 REM,p2_tea_december,P2500500|december_stock|2022,"7,923","7,923",0.000,matches,
02 REM,p2_tea_december,P2500500|december_stock|2023,"13,190","13,190",0.000,matches,
02 REM,p2_tea_december,P2500500|december_stock|2024,"21,737","21,737",0.000,matches,
02 REM,p2_tea_december,P2500500|december_stock|2025,"29,974","29,974",0.000,matches,
02 REM,p2_tea_june_2020,P2500500|june_stock|2020,172,172,0.000,matches,
02 REM,p6_primary_december,P6223000|december_stock|2019,"5,520","5,520",0.000,matches,
02 REM,p6_primary_december,P6223000|december_stock|2020,"5,185","5,185",0.000,matches,
02 REM,p6_primary_december,P6241010|december_stock|2021,"2,257","2,257",0.000,matches,
02 REM,p6_primary_december,P6241010|december_stock|2022,"5,042","5,042",0.000,matches,
02 REM,p6_primary_december,P6241010|december_stock|2023,"9,717","9,717",0.000,matches,
02 REM,p6_primary_december,P6241010|december_stock|2024,"15,934","15,934",0.000,matches,
02 REM,p6_primary_december,P6241010|december_stock|2025,"21,843","21,843",0.000,matches,
02 REM,p6_specialty_december,P6223380|december_stock|2019,"6,624","6,624",0.000,matches,
02 REM,p6_specialty_december,P6223380|december_stock|2020,"6,905","6,905",0.000,matches,
02 REM,p6_specialty_december,P6241060|december_stock|2021,"3,562","3,562",0.000,matches,
02 REM,p6_specialty_december,P6241060|december_stock|2022,"4,684","4,684",0.000,matches,
02 REM,p6_specialty_december,P6241060|december_stock|2023,"7,982","7,982",0.000,matches,
02 REM,p6_specialty_december,P6241060|december_stock|2024,"8,835","8,835",0.000,matches,
02 REM,p6_specialty_december,P6241060|december_stock|2025,"12,645","12,645",0.000,matches,
03 denominators,aps_centres,2019,"1,890","1,890",0.000,matches,
03 denominators,aps_centres,2020,"1,956","1,956",0.000,matches,
03 denominators,aps_centres,2021,"1,984","1,984",0.000,matches,
03 denominators,aps_centres,2022,"2,026","2,026",0.000,matches,
03 denominators,aps_centres,2023,"2,057","2,057",0.000,matches,
03 denominators,aps_centres,2024,"2,078","2,078",0.000,matches,
03 denominators,aps_centres,2025,"2,091","2,091",0.000,matches,
03 denominators,aps_codes_with_comuna_change,2019–2025,2,2,0.000,matches,
03 denominators,aps_enrolled_december,2019,"13,777,051","13,777,051",0.000,matches,
03 denominators,aps_enrolled_december,2020,"13,885,509","13,885,509",0.000,matches,
03 denominators,aps_enrolled_december,2021,"14,100,841","14,100,841",0.000,matches,
03 denominators,aps_enrolled_december,2022,"14,522,464","14,522,464",0.000,matches,
03 denominators,aps_enrolled_december,2023,"15,051,673","15,051,673",0.000,matches,
03 denominators,aps_enrolled_december,2024,"15,353,689","15,353,689",0.000,matches,
03 denominators,aps_enrolled_december,2025,"15,791,862","15,791,862",0.000,matches,
03 denominators,aps_panel_1871_retention,2019,0.9987,0.9987,0.003,matches,
03 denominators,aps_panel_1871_retention,2025,0.9754,0.9754,0.003,matches,
03 denominators,aps_panel_size,2019–2025,"1,871","1,871",0.000,matches,
03 denominators,aps_tramoAD_vs_fonasa_inscritos,2019,1,1.0007,0.073,matches,
03 denominators,aps_tramoAD_vs_fonasa_inscritos,2020,1,1.0020,0.196,matches,
03 denominators,aps_tramoAD_vs_fonasa_inscritos,2021,1,1.0000,−0.002,matches,
03 denominators,aps_tramoAD_vs_fonasa_inscritos,2022,1,1.0002,0.022,matches,
03 denominators,censo2024_comunas,censo2024,346,346,0.000,matches,
03 denominators,censo2024_comunas_not_in_crosswalk,censo2024,0,0,—,matches,
03 denominators,censo2024_national_enumerated,2024,"18,480,432","18,480,432",0.000,matches,
03 denominators,comuna_unmatched_geographic_names,all,0,0,—,matches,
03 denominators,fonasa_beneficiaries_december,2019,"14,841,577","14,841,577",0.000,matches,
03 denominators,fonasa_beneficiaries_december,2020,"15,142,528","15,142,528",0.000,matches,
03 denominators,fonasa_beneficiaries_december,2021,"15,233,814","15,233,814",0.000,matches,
03 denominators,fonasa_beneficiaries_december,2022,"15,613,584","15,613,584",0.000,matches,
03 denominators,fonasa_beneficiaries_december,2023,"16,229,898","16,229,898",0.000,matches,
03 denominators,fonasa_beneficiaries_december,2024,"16,752,189","16,752,189",0.000,matches,
03 denominators,fonasa_beneficiaries_december,2025,"17,132,611","17,132,611",0.000,matches,
03 denominators,ine_comunas,base2017,346,346,0.000,matches,
03 denominators,ine_duplicate_keys,base2017,0,0,—,matches,
03 denominators,ine_population_national,2019,"19,107,216","19,107,216",0.000,matches,
03 denominators,ine_population_national,2025,"20,206,953","20,206,953",0.000,matches,
03 denominators,isapre_beneficiaries_december,2019,"3,431,126","3,431,126",0.000,matches,
03 denominators,isapre_beneficiaries_december,2020,"3,339,226","3,339,226",0.000,matches,
03 denominators,isapre_beneficiaries_december,2021,"3,330,254","3,330,254",0.000,matches,
03 denominators,isapre_beneficiaries_december,2022,"3,151,885","3,151,885",0.000,matches,
03 denominators,isapre_beneficiaries_december,2023,"2,788,257","2,788,257",0.000,matches,
03 denominators,isapre_beneficiaries_december,2024,"2,630,026","2,630,026",0.000,matches,
03 denominators,isapre_beneficiaries_december,2025,"2,517,305","2,517,305",0.000,matches,
03 denominators,isapre_internal_cells_beneficiarios_eq_cot_plus_cargas,2019,0,0,—,matches,
03 denominators,isapre_internal_cells_beneficiarios_eq_cot_plus_cargas,2020,0,0,—,matches,
03 denominators,isapre_internal_cot_plus_cargas_plus_nonatos,2019,"3,431,126","3,431,126",0.000,matches,
03 denominators,isapre_internal_cot_plus_cargas_plus_nonatos,2020,"3,339,226","3,339,226",0.000,matches,
03 denominators,isapre_internal_sex_sheets_sum_to_total,2021,"3,330,254","3,330,254",0.000,matches,
03 denominators,isapre_internal_sex_sheets_sum_to_total,2022,"3,151,885","3,151,885",0.000,matches,
03 denominators,isapre_internal_sex_sheets_sum_to_total,2023,"2,788,257","2,788,257",0.000,matches,
03 denominators,isapre_internal_sex_sheets_sum_to_total,2024,"2,630,026","2,630,026",0.000,matches,
03 denominators,isapre_internal_sex_sheets_sum_to_total,2025,"2,517,305","2,517,305",0.000,matches,
03 denominators,isapre_sheet_total_row_vs_parsed_rows,2019,"3,431,126","3,431,126",0.000,matches,
03 denominators,isapre_sheet_total_row_vs_parsed_rows,2020,"3,339,226","3,339,226",0.000,matches,
03 denominators,isapre_sheet_total_row_vs_parsed_rows,2021,"3,330,254","3,330,254",0.000,matches,
03 denominators,isapre_sheet_total_row_vs_parsed_rows,2022,"3,151,885","3,151,885",0.000,matches,
03 denominators,isapre_sheet_total_row_vs_parsed_rows,2023,"2,788,257","2,788,257",0.000,matches,
03 denominators,isapre_sheet_total_row_vs_parsed_rows,2024,"2,630,026","2,630,026",0.000,matches,
03 denominators,isapre_sheet_total_row_vs_parsed_rows,2025,"2,517,305","2,517,305",0.000,matches,
03 denominators,rem20_duplicate_establishment_area_month_rows,2019–2025,0,1,—,differs (explained),"one additive repeated row (one zero, one with data) kept"
03 denominators,rem20_panel_188_retention,2019,0.9976,0.9976,0.000,matches,
03 denominators,rem20_panel_188_retention,2025,0.9816,0.9816,0.003,matches,
03 denominators,rem20_panel_size,2019–2025,188,188,0.000,matches,
03 denominators,share_fonasa_plus_isapre_ine,2019,0.9563,0.9563,0.000,matches,
03 denominators,share_fonasa_plus_isapre_ine,2025,0.9724,0.9724,0.000,matches,
04 surveys,design_check,bootstrap_se_over_mc_se_all,1,0.9960,−0.399,matches,
04 surveys,design_check,ci95_logit_coverage_all,0.9500,0.9450,−0.526,matches,
04 surveys,design_check,ci95_logit_coverage_domain,0.9500,0.9375,−1.316,matches,
04 surveys,design_check,taylor_equals_naive_weighted_max_abs_diff,0,0,—,matches,
04 surveys,design_check,taylor_se_over_bootstrap_se_domain,1,0.9989,−0.107,matches,
04 surveys,design_check,taylor_se_over_mc_se_all,1,0.9966,−0.338,matches,
04 surveys,design_check,taylor_se_over_mc_se_domain,1,0.9778,−2.215,matches,
04 surveys,encavi_manual,weighted_population_15plus,"16,238,022","16,238,021.9272",−0.000,matches,
04 surveys,encavi_unweighted,n,"16,590","16,590",0.000,matches,
04 surveys,encavi_unweighted,positive,80,80,0.000,matches,
04 surveys,endide_codebook,adult_item_n,"30,010","30,010",0.000,matches,
04 surveys,endide_codebook,n29a_19_no_response,10,10,0.000,matches,
04 surveys,endide_codebook,n29a_19_valid_n,153,153,0.000,matches,
04 surveys,endide_codebook,nna_item_n,"5,526","5,526",0.000,matches,
04 surveys,endide_codebook,selected_persons,"35,536","35,536",0.000,matches,
04 surveys,endide_unweighted,adults,72,72,0.000,matches,
04 surveys,endide_unweighted,children,163,163,0.000,matches,
04 surveys,endide_unweighted,children_confirmed,139,139,0.000,matches,
04 surveys,endide_unweighted,children_confirmed_numerator_share_all_nna,139,139,0.000,matches,
04 surveys,preliminary_weighted,encavi_15plus_primary_valid_only,0.0071,0.0071,0.359,matches,
04 surveys,preliminary_weighted,encavi_15plus_sensitivity_dk_as_no,0.0071,0.0071,−0.410,matches,
04 surveys,preliminary_weighted,endide_adults,0.0029,0.0029,0.139,matches,
04 surveys,preliminary_weighted,endide_children,0.0286,0.0287,0.261,matches,
04 surveys,preliminary_weighted_total,encavi_persons,"114,817","114,816.8755",−0.000,matches,
05 education,apuntes59_tea_asperger_sex_sum_equals_apuntes60,2023,"16,091","16,091",0.000,matches,
05 education,apuntes59_tea_strict_female,2023,"9,461","9,461",0.000,matches,
05 education,apuntes59_tea_strict_male,2023,"38,090","38,090",0.000,matches,
05 education,apuntes59_tea_strict_sex_sum_equals_apuntes60,2023,"47,551","47,551",0.000,matches,
05 education,junaeb_unweighted_2024,basico1,"10,245","10,245",0.000,matches,
05 education,junaeb_unweighted_2024,basico5,"7,468","7,468",0.000,matches,
05 education,junaeb_unweighted_2024,parvularia,"17,641","17,641",0.000,matches,
05 education,junaeb_unweighted_2025,basico1,"12,536","12,536",0.000,matches,
05 education,junaeb_unweighted_2025,basico5,"9,887","9,887",0.000,matches,
05 education,junaeb_unweighted_2025,medio1,"9,164","9,164",0.000,matches,
05 education,junaeb_unweighted_2025,parvularia,"18,785","18,785",0.000,matches,
05 education,junaeb_weighted_pct_2024,basico1,6.6000,6.6000,0.000,matches,
05 education,junaeb_weighted_pct_2024,basico5,4.4900,4.4900,0.000,matches,
05 education,junaeb_weighted_pct_2024,parvularia,6.7400,6.7400,0.000,matches,
05 education,junaeb_weighted_pct_2025,basico1,8.3500,8.3500,0.000,matches,
05 education,junaeb_weighted_pct_2025,basico5,5.7100,5.7100,0.000,matches,
05 education,junaeb_weighted_pct_2025,medio1,5.0300,5.0300,0.000,matches,
05 education,junaeb_weighted_pct_2025,parvularia,7.6900,7.6900,0.000,matches,
05 education,pie_harmonised,2019,"21,012","21,012",0.000,matches,
05 education,pie_harmonised,2020,"23,590","23,590",0.000,matches,
05 education,pie_harmonised,2021,"30,882","30,882",0.000,matches,
05 education,pie_harmonised,2022,"42,940","42,940",0.000,matches,
05 education,pie_harmonised,2023,"63,642","63,642",0.000,matches,
05 education,pie_harmonised,2024,"86,475","86,475",0.000,matches,
05 education,pie_harmonised,2025,"106,786","106,786",0.000,matches,
05 education,pie_special_schools,2024,"2,505","2,505",0.000,matches,
05 education,pie_special_schools,2025,"2,626","2,626",0.000,matches,
05 education,pie_tea_asperger,2019,"9,135","9,135",0.000,matches,
05 education,pie_tea_asperger,2020,"9,977","9,977",0.000,matches,
05 education,pie_tea_asperger,2021,"12,081","12,081",0.000,matches,
05 education,pie_tea_asperger,2022,"14,095","14,095",0.000,matches,
05 education,pie_tea_asperger,2023,"16,091","16,091",0.000,matches,
05 education,pie_tea_asperger_share_of_pie_pct_vs_published,2019,2.4000,2.3670,−1.375,matches,
05 education,pie_tea_asperger_share_of_pie_pct_vs_published,2020,2.9000,2.9080,0.276,matches,
05 education,pie_tea_asperger_share_of_pie_pct_vs_published,2021,3,3.0450,1.500,matches,
05 education,pie_tea_asperger_share_of_pie_pct_vs_published,2022,3.2000,3.2120,0.375,matches,
05 education,pie_tea_asperger_share_of_pie_pct_vs_published,2023,3.4000,3.4020,0.059,matches,
05 education,pie_tea_strict,2019,"11,877","11,877",0.000,matches,
05 education,pie_tea_strict,2020,"13,613","13,613",0.000,matches,
05 education,pie_tea_strict,2021,"18,801","18,801",0.000,matches,
05 education,pie_tea_strict,2022,"28,845","28,845",0.000,matches,
05 education,pie_tea_strict,2023,"47,551","47,551",0.000,matches,
05 education,pie_tea_strict_share_of_pie_pct_vs_published,2019,3.1000,3.0770,−0.742,matches,
05 education,pie_tea_strict_share_of_pie_pct_vs_published,2020,4,3.9680,−0.800,matches,
05 education,pie_tea_strict_share_of_pie_pct_vs_published,2021,4.7000,4.7390,0.830,matches,
05 education,pie_tea_strict_share_of_pie_pct_vs_published,2022,6.6000,6.5740,−0.394,matches,
05 education,pie_tea_strict_share_of_pie_pct_vs_published,2023,10.1000,10.0530,−0.465,matches,
05 education,pie_total_enrolment_apuntes60,2019,"385,995","385,995",0.000,matches,
05 education,pie_total_enrolment_apuntes60,2020,"343,059","343,059",0.000,matches,
05 education,pie_total_enrolment_apuntes60,2021,"396,765","396,765",0.000,matches,
05 education,pie_total_enrolment_apuntes60,2022,"438,760","438,760",0.000,matches,
05 education,pie_total_enrolment_apuntes60,2023,"473,006","473,006",0.000,matches,
05 education,sinaces_2022_discrepancy_cases,2022,5,5,0.000,matches,
05 education,sinaces_2022_total_minus_special,2022,"42,940","42,940",0.000,matches,
05 education,sinaces_2023_equals_apuntes60_sum,2023,"63,642","63,642",0.000,matches,
05 education,sinaces_pie_printed,2022,"42,945","42,945",0.000,matches,
05 education,sinaces_pie_printed,2023,"63,642","63,642",0.000,matches,
05 education,sinaces_pie_printed,2024,"86,475","86,475",0.000,matches,
05 education,sinaces_pie_printed,2025,"106,786","106,786",0.000,matches,
05 education,sinaces_tabla2_pct_vs_computed,2022,9.8000,9.7870,−0.133,matches,
05 education,sinaces_tabla2_pct_vs_computed,2023,13.5000,13.4550,−0.333,matches,
05 education,sinaces_tabla2_pct_vs_computed,2024,17.3000,17.3260,0.150,matches,
05 education,sinaces_tabla2_pct_vs_computed,2025,22.5000,22.4480,−0.231,matches,
05 education,sinaces_tabla2_regular_plus_exceptional,2022,"42,945","42,945",0.000,matches,
05 education,sinaces_tabla2_regular_plus_exceptional,2023,"63,642","63,642",0.000,matches,
05 education,sinaces_tabla2_regular_plus_exceptional,2024,"86,475","86,475",0.000,matches,
05 education,sinaces_tabla2_regular_plus_exceptional,2025,"106,786","106,786",0.000,matches,
05 education,sinaces_total_printed,2022,"45,014","45,014",0.000,matches,
05 education,sinaces_total_printed,2023,"65,940","65,940",0.000,matches,
05 education,sinaces_total_printed,2024,"88,980","88,980",0.000,matches,
05 education,sinaces_total_printed,2025,"109,412","109,412",0.000,matches,
06 models,a05_age_cells_sum_vs_control,2021,"2,085","2,085",0.000,matches,
06 models,a05_age_cells_sum_vs_control,2022,"4,640","4,641",0.022,matches,
06 models,a05_age_cells_sum_vs_control,2023,"8,049","8,049",0.000,matches,
06 models,a05_age_cells_sum_vs_control,2024,"11,842","11,843",0.008,matches,
06 models,a05_age_cells_sum_vs_control,2025,"13,155","13,156",0.008,matches,
06 models,a05_autism_entries_used_in_models,2021,"2,085","2,085",0.000,matches,
06 models,a05_autism_entries_used_in_models,2022,"4,640","4,640",0.000,matches,
06 models,a05_autism_entries_used_in_models,2023,"8,049","8,049",0.000,matches,
06 models,a05_autism_entries_used_in_models,2024,"11,842","11,842",0.000,matches,
06 models,a05_autism_entries_used_in_models,2025,"13,155","13,155",0.000,matches,
06 models,all_models_converged,GLM,0,0,—,matches,
06 models,apc_matches_common_quasi_poisson_trend,grd any observed all 2019–2024,35.6361,35.6361,0.000,matches,
06 models,convergence_index_base_is_100,con_rett,100,100,0.000,matches,
06 models,convergence_index_base_is_100,sin_rett,100,100,0.000,matches,
06 models,dispersion_matches_common,grd any observed all 2019–2024,34.1621,34.1621,0.000,matches,
06 models,every_model_has_ci,apc_lo/apc_hi,0,0,—,matches,
06 models,grd_f84_any_used_in_models,2019,"2,385","2,385",0.000,matches,
06 models,grd_f84_any_used_in_models,2020,"1,633","1,633",0.000,matches,
06 models,grd_f84_any_used_in_models,2021,"2,399","2,399",0.000,matches,
06 models,grd_f84_any_used_in_models,2022,"3,912","3,912",0.000,matches,
06 models,grd_f84_any_used_in_models,2023,"6,473","6,473",0.000,matches,
06 models,grd_f84_any_used_in_models,2024,"8,818","8,818",0.000,matches,
06 models,grd_pop_crude_2019_total,con_rett any,12.4820,12.4820,0.000,matches,
06 models,grd_records_total_used_as_offset,2019,"1,151,475","1,151,475",0.000,matches,
06 models,grd_records_total_used_as_offset,2020,"781,912","781,912",0.000,matches,
06 models,grd_records_total_used_as_offset,2021,"816,909","816,909",0.000,matches,
06 models,grd_records_total_used_as_offset,2022,"932,839","932,839",0.000,matches,
06 models,grd_records_total_used_as_offset,2023,"1,039,587","1,039,587",0.000,matches,
06 models,grd_records_total_used_as_offset,2024,"1,085,813","1,085,813",0.000,matches,
06 models,hospital_year_sum_equals_year_total_2024,con_rett,"8,818","8,818",0.000,matches,
06 models,hospitals_2024,observed,72,72,0.000,matches,
06 models,ine_population_national,2019,"19,107,216","19,107,216",0.000,matches,
06 models,ine_population_national,2025,"20,206,953","20,206,953",0.000,matches,
06 models,no_causal_law_model,interrupted time series,0,0,—,matches,
06 models,p2_establishments_december_offset,2019,460,460,0.000,matches,
06 models,p2_establishments_december_offset,2020,400,400,0.000,matches,
06 models,p2_establishments_december_offset,2021,640,640,0.000,matches,
06 models,p2_establishments_december_offset,2022,897,897,0.000,matches,
06 models,p2_establishments_december_offset,2023,"1,012","1,012",0.000,matches,
06 models,p2_establishments_december_offset,2024,"1,218","1,218",0.000,matches,
06 models,p2_establishments_december_offset,2025,"1,325","1,325",0.000,matches,
06 models,p2_tea_december_used_in_models,2019,"1,854","1,854",0.000,matches,
06 models,p2_tea_december_used_in_models,2020,"1,919","1,919",0.000,matches,
06 models,p2_tea_december_used_in_models,2021,"3,853","3,853",0.000,matches,
06 models,p2_tea_december_used_in_models,2022,"7,923","7,923",0.000,matches,
06 models,p2_tea_december_used_in_models,2023,"13,190","13,190",0.000,matches,
06 models,p2_tea_december_used_in_models,2024,"21,737","21,737",0.000,matches,
06 models,p2_tea_december_used_in_models,2025,"29,974","29,974",0.000,matches,
06 models,pie_harmonised_used_in_models,2019,"21,012","21,012",0.000,matches,
06 models,pie_harmonised_used_in_models,2020,"23,590","23,590",0.000,matches,
06 models,pie_harmonised_used_in_models,2021,"30,882","30,882",0.000,matches,
06 models,pie_harmonised_used_in_models,2022,"42,940","42,940",0.000,matches,
06 models,pie_harmonised_used_in_models,2023,"63,642","63,642",0.000,matches,
06 models,pie_harmonised_used_in_models,2024,"86,475","86,475",0.000,matches,
06 models,pie_harmonised_used_in_models,2025,"106,786","106,786",0.000,matches,
06 models,random_intercept_fits_converged,n converged / n attempted,6,6,0.000,matches,
07 controls,config_controls_rows_missing,all,0,0,—,matches,
07 controls,config_controls_with_module_rows,all,40,40,0.000,matches,
07 controls,config_expected_equals_module_expected_mismatches,all,0,0,—,matches,
07 controls,module_control_files_found,all,7,7,0.000,matches,
07 controls,plan_modules_present,all,13,13,0.000,matches,
07 controls,t8_differs_rows_without_curated_explanation,all,0,4,—,differs (explained),see the module note in T8
