Year,Archive,Member file,Encoding,Raw rows,Exact duplicate rows kept (additive),Count column,Tramo column,Region column,Has INSCRITO_APS,Has TIPO_ASEGURADO,Has DIRECCION_ZONAL,Has SERVICIO_SALUD,Age-band scheme,Five-year bands derivable (% of beneficiaries with a five-year band),Total beneficiaries (December),File columns,Aggregation rule,SHA-256 (first 12)
2018,Resultados_201812.rar,Resultados Beneficiarios 201812.csv,latin-1,"452,892","28,891",CUENTA_BENEFICIARIOS,TRAMO,REGION,Yes,Yes,Yes,Yes,23 labels: 00 a 02 años … S.I.,Yes (100.0%),"14,102,709",MES_INFORMACION | TITULAR_CARGA | TRAMO | SEXO | EDAD_TRAMO | NACIONALIDAD | TIPO_ASEGURADO | DIRECCION_ZONAL | SERVICIO_SALUD | REGION | COMUNA | INSCRITO_APS | CUENTA_BENEFICIARIOS,rows are additive within a year (exact duplicates kept); geography mixes the APS-enrolment comuna (persons enrolled in primary care) and domicile (persons not enrolled),ab62a8a339bd
2019,Resultados_201912.rar,Resultados Beneficiarios 201912.csv,latin-1,"502,088","32,175",CUENTA_BENEFICIARIOS,TRAMO,REGION,Yes,Yes,Yes,Yes,23 labels: 00 a 02 años … S.I.,Yes (100.0%),"14,841,577",MES_INFORMACION | TITULAR_CARGA | TRAMO | SEXO | EDAD_TRAMO | NACIONALIDAD | TIPO_ASEGURADO | DIRECCION_ZONAL | SERVICIO_SALUD | REGION | COMUNA | INSCRITO_APS | CUENTA_BENEFICIARIOS,rows are additive within a year (exact duplicates kept); geography mixes the APS-enrolment comuna (persons enrolled in primary care) and domicile (persons not enrolled),8b1b8d90f22c
2020,Resultados_202012.rar,Resultados Beneficiarios 202012.csv,latin-1,"511,715","33,832",CUENTA_BENEFICIARIOS,TRAMO,REGION,Yes,Yes,Yes,Yes,23 labels: 00 a 02 años … S.I.,Yes (100.0%),"15,142,528",MES_INFORMACION | TITULAR_CARGA | TRAMO | SEXO | EDAD_TRAMO | NACIONALIDAD | TIPO_ASEGURADO | DIRECCION_ZONAL | SERVICIO_SALUD | REGION | COMUNA | INSCRITO_APS | CUENTA_BENEFICIARIOS,rows are additive within a year (exact duplicates kept); geography mixes the APS-enrolment comuna (persons enrolled in primary care) and domicile (persons not enrolled),e364d6144fd0
2021,Resultados_202112.rar,Resultados Beneficiarios 202112.csv,latin-1,"187,845",0,CUENTA_BENEFICIARIOS,TRAMO,REGION,Yes,No,Yes,Yes,23 labels: 00 a 02 años … S.I.,Yes (100.0%),"15,233,814",MES_INFORMACION | TITULAR_CARGA | TRAMO | SEXO | EDAD_TRAMO | NACIONALIDAD | DIRECCION_ZONAL | SERVICIO_SALUD | REGION | COMUNA | INSCRITO_APS | CUENTA_BENEFICIARIOS,rows are additive within a year (exact duplicates kept); geography mixes the APS-enrolment comuna (persons enrolled in primary care) and domicile (persons not enrolled),804dacfb83a8
2022,Resultados_202212.zip,Beneficiarios Fonasa 2022.csv,latin-1,"193,927",0,CUENTA_BENEFICIARIOS,TRAMO,REGION,Yes,No,Yes,Yes,23 labels: 00 a 02 años … S.I.,Yes (100.0%),"15,613,584",MES_INFORMACION | TITULAR_CARGA | TRAMO | SEXO | EDAD_TRAMO | NACIONALIDAD | DIRECCION_ZONAL | SERVICIO_SALUD | REGION | COMUNA | INSCRITO_APS | CUENTA_BENEFICIARIOS,rows are additive within a year (exact duplicates kept); geography mixes the APS-enrolment comuna (persons enrolled in primary care) and domicile (persons not enrolled),70311659098b
2023,Resultados_202312.zip,Beneficiarios 2023.csv,latin-1,"64,993",0,CUENTA_BENEFICIARIOS,TRAMO_FONASA,REGION,No,No,No,Yes,10 labels: 0 a 9 años … Sin información,"No, 10-year bands only (3.5%)","16,229,898",MES_INFORMACION | TITULAR_CARGA | TRAMO_FONASA | SEXO | EDAD_TRAMO | NACIONALIDAD | REGION | SERVICIO_SALUD | COMUNA | CUENTA_BENEFICIARIOS,rows are additive within a year (exact duplicates kept); geography mixes the APS-enrolment comuna (persons enrolled in primary care) and domicile (persons not enrolled),7e2d584cee47
2024,Resultados_202412.zip,Beneficiarios 2024.csv,latin-1,"113,981",0,BENEFICIARIOS,TRAMO,REGIÓN,No,No,No,No,18 labels: 00 a 4 años … S.I.,Yes (99.9%),"16,752,189",MES_INFORMACION | REGIÓN | COMUNA | SEXO | EDAD_TRAMO | NACIONALIDAD | TITULAR_CARGA | TRAMO | BENEFICIARIOS,rows are additive within a year (exact duplicates kept); geography mixes the APS-enrolment comuna (persons enrolled in primary care) and domicile (persons not enrolled),b4361ffe69e1
2025,Resultados_202512.zip,Beneficiarios 2025.csv,utf-8,"126,404",0,BENEFICIARIOS,TRAMO,REGIÓN,No,No,No,No,23 labels: 00 a 02 años … S.I.,Yes (99.9%),"17,132,611",MES_INFORMACION | REGIÓN | COMUNA | SEXO | EDAD_TRAMO | NACIONALIDAD | TITULAR_CARGA | TRAMO | BENEFICIARIOS,rows are additive within a year (exact duplicates kept); geography mixes the APS-enrolment comuna (persons enrolled in primary care) and domicile (persons not enrolled),ae0528cf28e7
