Source,File,Manifest,Manifest SHA-256 (12),Observed SHA-256 (12),SHA match,Manifest bytes,Observed bytes,Bytes match,Manifest date,Manifest note
casen_2024_metadata,Informe_metodologico_casen_2024.pdf,Autism/metadata/download_manifest.csv,73eec042a342,73eec042a342,Yes,"1,707,435","1,707,435",Yes,2026-09-05,status=downloaded; source_url=https://observatorio.ministeriodesarrollosocial.gob.cl/storage/docs/casen/2024/Informe_metodologico_casen_2024.pdf
casen_2024_metadata,Nota_uso_bases_de_datos_Casen_2024.pdf,Autism/metadata/download_manifest.csv,44ca117ffedd,44ca117ffedd,Yes,"232,992","232,992",Yes,2026-09-05,status=downloaded; source_url=https://observatorio.ministeriodesarrollosocial.gob.cl/storage/docs/casen/2024/Nota_uso_bases_de_datos_Casen_2024.pdf
mineduc_pie_reports,APUNTES_59_2024_PIE_sexo_2023.pdf,Autism/metadata/download_manifest.csv,ccb10e54c1dc,ccb10e54c1dc,Yes,"414,910","414,910",Yes,2026-09-04,status=downloaded; source_url=https://bibliotecadigital.mineduc.cl/bitstream/handle/20.500.12365/21104/APUNTES%2059_2024_fd01.pdf?sequence=1
mineduc_pie_reports,APUNTES_60_2024_tendencia_PIE_2019_2023.pdf,Autism/metadata/download_manifest.csv,c3d5108c1715,c3d5108c1715,Yes,"433,268","433,268",Yes,2026-09-04,status=downloaded; source_url=https://bibliotecadigital.mineduc.cl/bitstream/handle/20.500.12365/21105/APUNTES%2060_2024_fd01.pdf?sequence=1&isAllowed=y
mineduc_pie_reports,Reporte_Ley_21545_SINACES_2022_2025.pdf,Autism/metadata/download_manifest.csv,46095f5860f0,46095f5860f0,Yes,"770,837","770,837",Yes,2026-09-04,status=downloaded; source_url=https://educacionsuperior.mineduc.cl/wp-content/uploads/sites/49/2026/03/Reporte_LEY21545_SINACES.pdf
junaeb_eve_microdata,EV_2019_JUNAEB_1ero_basico_desidentificada.csv,Autism/metadata/download_manifest.csv,32263c52ccef,32263c52ccef,Yes,"432,722,372","432,722,372",Yes,2026-09-05,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/2019/EV_2019_JUNAEB_1ero_basico_desidentificada.csv?generation=1762186542578959
junaeb_eve_microdata,EV_2019_JUNAEB_1ero_medio_desidentificada.csv,Autism/metadata/download_manifest.csv,c8948c0c50c6,c8948c0c50c6,Yes,"419,130,388","419,130,388",Yes,2026-09-05,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/2019/EV_2019_JUNAEB_1ero_medio_desidentificada.csv?generation=1762186539002742
junaeb_eve_microdata,EV_2019_JUNAEB_5to_basico_desidentificada.csv,Autism/metadata/download_manifest.csv,4f8c58b9f8f4,4f8c58b9f8f4,Yes,"425,800,562","425,800,562",Yes,2026-09-05,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/2019/EV_2019_JUNAEB_5to_basico_desidentificada.csv?generation=1762186542717025
junaeb_eve_microdata,EV_2019_JUNAEB_parvularia_desidentificada.csv,Autism/metadata/download_manifest.csv,5f05e10e7d71,5f05e10e7d71,Yes,"664,325,723","664,325,723",Yes,2026-09-05,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/2019/EV_2019_JUNAEB_parvularia_desidentificada.csv?generation=1761742380359082
junaeb_eve_microdata,EV_2020_JUNAEB_1ero_basico_desidentificada.csv,Autism/metadata/download_manifest.csv,d5d6a33c57eb,d5d6a33c57eb,Yes,"364,367,458","364,367,458",Yes,2026-09-05,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/2020/EV_2020_JUNAEB_1ero_basico_desidentificada.csv?generation=1762265646831686
junaeb_eve_microdata,EV_2020_JUNAEB_1ero_medio_desidentificada.csv,Autism/metadata/download_manifest.csv,ab9ca197e3ef,ab9ca197e3ef,Yes,"378,461,584","378,461,584",Yes,2026-09-05,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/2020/EV_2020_JUNAEB_1ero_medio_desidentificada.csv?generation=1762265652508508
junaeb_eve_microdata,EV_2020_JUNAEB_5to_basico_desidentificada.csv,Autism/metadata/download_manifest.csv,3de926773739,3de926773739,Yes,"396,076,737","396,076,737",Yes,2026-09-05,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/2020/EV_2020_JUNAEB_5to_basico_desidentificada.csv?generation=1762265654745498
junaeb_eve_microdata,EV_2020_JUNAEB_parvularia_desidentificada.csv,Autism/metadata/download_manifest.csv,9048d42ed32d,9048d42ed32d,Yes,"673,748,126","673,748,126",Yes,2026-09-05,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/2020/EV_2020_JUNAEB_parvularia_desidentificada.csv?generation=1762265750672197
junaeb_eve_microdata,EV_2021_JUNAEB_1ero_basico_desidentificada.csv,Autism/metadata/download_manifest.csv,9d0d85426b0c,9d0d85426b0c,Yes,"220,680,035","220,680,035",Yes,2026-09-05,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/2021/EV_2021_JUNAEB_1ero_basico_desidentificada.csv?generation=1732202562884330
junaeb_eve_microdata,EV_2021_JUNAEB_1ero_medio_desidentificada.csv,Autism/metadata/download_manifest.csv,85ebc42eece7,85ebc42eece7,Yes,"236,486,135","236,486,135",Yes,2026-09-05,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/2021/EV_2021_JUNAEB_1ero_medio_desidentificada.csv?generation=1732202564544768
junaeb_eve_microdata,EV_2021_JUNAEB_5to_basico_desidentificada.csv,Autism/metadata/download_manifest.csv,20207cd250cb,20207cd250cb,Yes,"238,847,482","238,847,482",Yes,2026-09-05,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/2021/EV_2021_JUNAEB_5to_basico_desidentificada.csv?generation=1732202608636057
junaeb_eve_microdata,EV_2021_JUNAEB_parvularia_desidentificada.csv,Autism/metadata/download_manifest.csv,fe183ff38269,fe183ff38269,Yes,"430,344,603","430,344,603",Yes,2026-09-05,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/2021/EV_2021_JUNAEB_parvularia_desidentificada.csv?generation=1732202602734738
junaeb_eve_microdata,EV_2022_JUNAEB_1ero_basico_desidentificada_ANSI.csv,Autism/metadata/download_manifest.csv,78b455438150,78b455438150,Yes,"250,622,106","250,622,106",Yes,2026-09-05,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/2022/EV_2022_JUNAEB_1ero_basico_desidentificada_ANSI.csv?generation=1732202725716380
junaeb_eve_microdata,EV_2022_JUNAEB_1ero_medio_desidentificada_ANSI.csv,Autism/metadata/download_manifest.csv,006271c3a6e4,006271c3a6e4,Yes,"242,986,565","242,986,565",Yes,2026-09-05,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/2022/EV_2022_JUNAEB_1ero_medio_desidentificada_ANSI.csv?generation=1732202723769371
junaeb_eve_microdata,EV_2022_JUNAEB_5to_basico_desidentificada_ANSI.csv,Autism/metadata/download_manifest.csv,33ef6511e2e7,33ef6511e2e7,Yes,"249,446,153","249,446,153",Yes,2026-09-05,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/2022/EV_2022_JUNAEB_5to_basico_desidentificada_ANSI.csv?generation=1732202767114005
junaeb_eve_microdata,EV_2022_JUNAEB_parvularia_desidentificada_ANSI.csv,Autism/metadata/download_manifest.csv,620131f34689,620131f34689,Yes,"481,862,923","481,862,923",Yes,2026-09-05,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/2022/EV_2022_JUNAEB_parvularia_desidentificada_ANSI.csv?generation=1732202765687974
junaeb_eve_microdata,eve_2023_1ero_basico_desidentificado.csv,Autism/metadata/download_manifest.csv,cced3862edc2,cced3862edc2,Yes,"309,034,980","309,034,980",Yes,2026-09-05,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/2023/eve_2023_1ero_basico_desidentificado.csv?generation=1732108942483910
junaeb_eve_microdata,eve_2023_1ero_medio_desidentificado.csv,Autism/metadata/download_manifest.csv,8a56b62a444b,8a56b62a444b,Yes,"338,525,402","338,525,402",Yes,2026-09-05,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/2023/eve_2023_1ero_medio_desidentificado.csv?generation=1732108949364909
junaeb_eve_microdata,eve_2023_5to_basico_desidentificado.csv,Autism/metadata/download_manifest.csv,50322801b559,50322801b559,Yes,"318,370,604","318,370,604",Yes,2026-09-05,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/2023/eve_2023_5to_basico_desidentificado.csv?generation=1732108942335447
junaeb_eve_microdata,eve_2023_parvularia_desidentificado.csv,Autism/metadata/download_manifest.csv,2373f1e23e3a,2373f1e23e3a,Yes,"580,364,863","580,364,863",Yes,2026-09-05,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/2023/eve_2023_parvularia_desidentificado.csv?generation=1732109029264336
junaeb_eve_microdata,eve_2024_1ero_medio_desidentificado.csv,Autism/metadata/download_manifest.csv,bed7dbb54ecf,bed7dbb54ecf,Yes,"341,968,458","341,968,458",Yes,2026-09-05,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/2024/eve_2024_1ero_medio_desidentificado.csv?generation=1752866333957803
junaeb_eve_microdata,eve_2024_1ro_basico_desidentificado.csv,Autism/metadata/download_manifest.csv,d51007896d2d,d51007896d2d,Yes,"285,888,063","285,888,063",Yes,2026-09-05,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/2024/eve_2024_1ro_basico_desidentificado.csv?generation=1749229941977922
junaeb_eve_microdata,eve_2024_5to_basico_desidentificado.csv,Autism/metadata/download_manifest.csv,58dc04d7611c,58dc04d7611c,Yes,"315,827,185","315,827,185",Yes,2026-09-05,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/2024/eve_2024_5to_basico_desidentificado.csv?generation=1749229956621378
junaeb_eve_microdata,eve_2024_parvularia_desidentificado.csv,Autism/metadata/download_manifest.csv,eabaa4269851,eabaa4269851,Yes,"520,398,231","520,398,231",Yes,2026-09-05,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/2024/eve_2024_parvularia_desidentificado.csv?generation=1749229962925842
junaeb_eve_microdata,eve_2025_1ero_basico_desidentificado.csv,Autism/metadata/download_manifest.csv,33160620850c,33160620850c,Yes,"100,556,314","100,556,314",Yes,2026-09-05,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/2025/eve_2025_1ero_basico_desidentificado.csv?generation=1778683905208450
junaeb_eve_microdata,eve_2025_1ero_medio_desidentificado.csv,Autism/metadata/download_manifest.csv,9849b71cc8cc,9849b71cc8cc,Yes,"132,103,726","132,103,726",Yes,2026-09-05,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/2025/eve_2025_1ero_medio_desidentificado.csv?generation=1778683950845273
junaeb_eve_microdata,eve_2025_5to_basico_desidentificado.csv,Autism/metadata/download_manifest.csv,4bb0d2872f44,4bb0d2872f44,Yes,"116,825,705","116,825,705",Yes,2026-09-05,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/2025/eve_2025_5to_basico_desidentificado.csv?generation=1778684004706750
junaeb_eve_microdata,eve_2025_parvularia_desidentificado.csv,Autism/metadata/download_manifest.csv,d95afb896485,d95afb896485,Yes,"159,950,244","159,950,244",Yes,2026-09-05,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/2025/eve_2025_parvularia_desidentificado.csv?generation=1778683970598202
junaeb_eve_metadata,05 ENCUESTA 5TO BASICO 2019.pdf,Autism/metadata/download_manifest.csv,b38bbae3bb2d,b38bbae3bb2d,Yes,"188,218","188,218",Yes,2026-09-04,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/Cuestionarios/2019/05%20ENCUESTA%205TO%20BASICO%202019.pdf?generation=1753131319088489
junaeb_eve_metadata,ENCUESTA 1RO BASICO 2019.pdf,Autism/metadata/download_manifest.csv,e56fc604cfa7,e56fc604cfa7,Yes,"188,123","188,123",Yes,2026-09-04,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/Cuestionarios/2019/ENCUESTA%201RO%20BASICO%202019.pdf?generation=1753131319806910
junaeb_eve_metadata,ENCUESTA 1RO MEDIO 2019.pdf,Autism/metadata/download_manifest.csv,56858314ee8d,56858314ee8d,Yes,"189,086","189,086",Yes,2026-09-04,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/Cuestionarios/2019/ENCUESTA%201RO%20MEDIO%202019.pdf?generation=1753131320347219
junaeb_eve_metadata,ENCUESTA PARVULARIA 2019.pdf,Autism/metadata/download_manifest.csv,08b558ad81cb,08b558ad81cb,Yes,"196,557","196,557",Yes,2026-09-04,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/Cuestionarios/2019/ENCUESTA%20PARVULARIA%202019.pdf?generation=1753131321226332
junaeb_eve_metadata,ENCUESTA 1RO BASICO 2020.pdf,Autism/metadata/download_manifest.csv,65456ecb427d,65456ecb427d,Yes,"103,359","103,359",Yes,2026-09-04,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/Cuestionarios/2020/ENCUESTA%201RO%20BASICO%202020.pdf?generation=1753131332752103
junaeb_eve_metadata,ENCUESTA 1RO MEDIO 2020.pdf,Autism/metadata/download_manifest.csv,f8064f10cb75,f8064f10cb75,Yes,"104,144","104,144",Yes,2026-09-04,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/Cuestionarios/2020/ENCUESTA%201RO%20MEDIO%202020.pdf?generation=1753131333107068
junaeb_eve_metadata,ENCUESTA 5TO BASICO 2020.pdf,Autism/metadata/download_manifest.csv,85d15568b675,85d15568b675,Yes,"104,048","104,048",Yes,2026-09-04,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/Cuestionarios/2020/ENCUESTA%205TO%20BASICO%202020.pdf?generation=1753131334118317
junaeb_eve_metadata,ENCUESTA PARVULARIA 2020.pdf,Autism/metadata/download_manifest.csv,3aebf9facf2d,3aebf9facf2d,Yes,"106,652","106,652",Yes,2026-09-04,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/Cuestionarios/2020/ENCUESTA%20PARVULARIA%202020.pdf?generation=1753131334635270
junaeb_eve_metadata,ENCUESTA 1º BÁSICO 2021 22012021.pdf,Autism/metadata/download_manifest.csv,08e5dd8d549d,08e5dd8d549d,Yes,"251,999","251,999",Yes,2026-09-04,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/Cuestionarios/2021/ENCUESTA%201%C2%BA%20B%C3%81SICO%202021%2022012021.pdf?generation=1753130235349180
junaeb_eve_metadata,ENCUESTA 1º MEDIO 2021 22012021.pdf,Autism/metadata/download_manifest.csv,b5e06f8e1c83,b5e06f8e1c83,Yes,"224,584","224,584",Yes,2026-09-04,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/Cuestionarios/2021/ENCUESTA%201%C2%BA%20MEDIO%202021%2022012021.pdf?generation=1753130245098728
junaeb_eve_metadata,ENCUESTA 5º BÁSICO 2021 22012021.pdf,Autism/metadata/download_manifest.csv,be8b7bf07cb5,be8b7bf07cb5,Yes,"230,792","230,792",Yes,2026-09-04,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/Cuestionarios/2021/ENCUESTA%205%C2%BA%20B%C3%81SICO%202021%2022012021.pdf?generation=1753130253096498
junaeb_eve_metadata,ENCUESTA PARVULARIA 2021 27012021.pdf,Autism/metadata/download_manifest.csv,b60ef3eddb85,b60ef3eddb85,Yes,"251,675","251,675",Yes,2026-09-04,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/Cuestionarios/2021/ENCUESTA%20PARVULARIA%202021%2027012021.pdf?generation=1753130262828008
junaeb_eve_metadata,ENCUESTA 1RO BASICO 2022.pdf,Autism/metadata/download_manifest.csv,8a58da4ad35d,8a58da4ad35d,Yes,"89,376","89,376",Yes,2026-09-04,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/Cuestionarios/2022/ENCUESTA%201RO%20BASICO%202022.pdf?generation=1753131348566767
junaeb_eve_metadata,ENCUESTA 1RO MEDIO 2022.pdf,Autism/metadata/download_manifest.csv,a6d66f26e43a,a6d66f26e43a,Yes,"88,092","88,092",Yes,2026-09-04,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/Cuestionarios/2022/ENCUESTA%201RO%20MEDIO%202022.pdf?generation=1753131348809873
junaeb_eve_metadata,ENCUESTA 5TO BASICO 2022.pdf,Autism/metadata/download_manifest.csv,dc14880ad515,dc14880ad515,Yes,"89,194","89,194",Yes,2026-09-04,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/Cuestionarios/2022/ENCUESTA%205TO%20BASICO%202022.pdf?generation=1753131350034192
junaeb_eve_metadata,ENCUESTA PARVULARIA 2022.pdf,Autism/metadata/download_manifest.csv,2c1c0ffa0097,2c1c0ffa0097,Yes,"94,266","94,266",Yes,2026-09-04,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/Cuestionarios/2022/ENCUESTA%20PARVULARIA%202022.pdf?generation=1753131350303936
junaeb_eve_metadata,ENCUESTA 1º BÁSICO 2023.pdf,Autism/metadata/download_manifest.csv,bc1e4ce33bfe,bc1e4ce33bfe,Yes,"366,693","366,693",Yes,2026-09-04,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/Cuestionarios/2023/ENCUESTA%201%C2%BA%20B%C3%81SICO%202023.pdf
junaeb_eve_metadata,ENCUESTA 1º MEDIO 2023.pdf,Autism/metadata/download_manifest.csv,dfe1414efbd6,dfe1414efbd6,Yes,"363,468","363,468",Yes,2026-09-04,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/Cuestionarios/2023/ENCUESTA%201%C2%BA%20MEDIO%202023.pdf
junaeb_eve_metadata,ENCUESTA 5º BÁSICO 2023.pdf,Autism/metadata/download_manifest.csv,04433f1ef3dd,04433f1ef3dd,Yes,"365,018","365,018",Yes,2026-09-04,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/Cuestionarios/2023/ENCUESTA%205%C2%BA%20B%C3%81SICO%202023.pdf
junaeb_eve_metadata,ENCUESTA PARVULARIA 2023.pdf,Autism/metadata/download_manifest.csv,ef916facd561,ef916facd561,Yes,"393,618","393,618",Yes,2026-09-04,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/Cuestionarios/2023/ENCUESTA%20PARVULARIA%202023.pdf
junaeb_eve_metadata,ENCUESTA 1º BÁSICO 2024.pdf,Autism/metadata/download_manifest.csv,1c71f8244df8,1c71f8244df8,Yes,"319,972","319,972",Yes,2026-09-04,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/Cuestionarios/2024/ENCUESTA%201%C2%BA%20B%C3%81SICO%202024.pdf
junaeb_eve_metadata,ENCUESTA 1º MEDIO 2024.pdf,Autism/metadata/download_manifest.csv,0042f5b8669b,0042f5b8669b,Yes,"399,072","399,072",Yes,2026-09-04,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/Cuestionarios/2024/ENCUESTA%201%C2%BA%20MEDIO%202024.pdf
junaeb_eve_metadata,ENCUESTA 5º BÁSICO 2024.pdf,Autism/metadata/download_manifest.csv,8198e30438af,8198e30438af,Yes,"317,903","317,903",Yes,2026-09-04,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/Cuestionarios/2024/ENCUESTA%205%C2%BA%20B%C3%81SICO%202024.pdf
junaeb_eve_metadata,ENCUESTA PARVULARIA 2024.pdf,Autism/metadata/download_manifest.csv,79f8a1926de1,79f8a1926de1,Yes,"413,420","413,420",Yes,2026-09-04,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/Cuestionarios/2024/ENCUESTA%20PARVULARIA%202024.pdf
junaeb_eve_metadata,2025_EVE 1 básico 2025.pdf,Autism/metadata/download_manifest.csv,db37b7d837f8,db37b7d837f8,Yes,"283,298","283,298",Yes,2026-09-04,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/Cuestionarios/2025/2025_EVE%201%20b%C3%A1sico%202025.pdf
junaeb_eve_metadata,2025_EVE 1 medio 2025.pdf,Autism/metadata/download_manifest.csv,937d524615c2,937d524615c2,Yes,"291,168","291,168",Yes,2026-09-04,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/Cuestionarios/2025/2025_EVE%201%20medio%202025.pdf
junaeb_eve_metadata,2025_EVE 5 básico 2025.pdf,Autism/metadata/download_manifest.csv,98a507888033,98a507888033,Yes,"286,190","286,190",Yes,2026-09-04,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/Cuestionarios/2025/2025_EVE%205%20b%C3%A1sico%202025.pdf
junaeb_eve_metadata,2025_EVE parvularia 2025.pdf,Autism/metadata/download_manifest.csv,cff6673136ca,cff6673136ca,Yes,"276,187","276,187",Yes,2026-09-04,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/Cuestionarios/2025/2025_EVE%20parvularia%202025.pdf
junaeb_eve_metadata,diccionario 1 básico 2019.xlsx,Autism/metadata/download_manifest.csv,0a1faf4a375d,0a1faf4a375d,Yes,"27,089","27,089",Yes,2026-09-04,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/Diccionarios/2019/diccionario%201%20b%C3%A1sico%202019.xlsx?generation=1753453488362557
junaeb_eve_metadata,diccionario 1 medio 2019.xlsx,Autism/metadata/download_manifest.csv,10fd5c282d73,10fd5c282d73,Yes,"27,076","27,076",Yes,2026-09-04,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/Diccionarios/2019/diccionario%201%20medio%202019.xlsx?generation=1753453487620576
junaeb_eve_metadata,diccionario 5 básico 2019.xlsx,Autism/metadata/download_manifest.csv,b10356d498ce,b10356d498ce,Yes,"27,400","27,400",Yes,2026-09-04,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/Diccionarios/2019/diccionario%205%20b%C3%A1sico%202019.xlsx?generation=1753453488047551
junaeb_eve_metadata,diccionario parvularia 2019.xlsx,Autism/metadata/download_manifest.csv,83e881042792,83e881042792,Yes,"26,435","26,435",Yes,2026-09-04,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/Diccionarios/2019/diccionario%20parvularia%202019.xlsx?generation=1753453486458087
junaeb_eve_metadata,diccionario EVE 2021 parvularia.xlsx,Autism/metadata/download_manifest.csv,60e60fdd12d1,60e60fdd12d1,Yes,"41,764","41,764",Yes,2026-09-04,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/Diccionarios/2021/diccionario%20EVE%202021%20parvularia.xlsx?generation=1753387860366073
junaeb_eve_metadata,diccionario EVE 2021 primero basico.xlsx,Autism/metadata/download_manifest.csv,27e63aec384b,27e63aec384b,Yes,"37,429","37,429",Yes,2026-09-04,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/Diccionarios/2021/diccionario%20EVE%202021%20primero%20basico.xlsx?generation=1753387860692606
junaeb_eve_metadata,diccionario EVE 2021 primero medio.xlsx,Autism/metadata/download_manifest.csv,674ada8e4754,674ada8e4754,Yes,"37,590","37,590",Yes,2026-09-04,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/Diccionarios/2021/diccionario%20EVE%202021%20primero%20medio.xlsx?generation=1753387861711418
junaeb_eve_metadata,diccionario EVE 2021 quinto basico.xlsx,Autism/metadata/download_manifest.csv,7177344e03c6,7177344e03c6,Yes,"41,120","41,120",Yes,2026-09-04,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/Diccionarios/2021/diccionario%20EVE%202021%20quinto%20basico.xlsx?generation=1753387861785179
junaeb_eve_metadata,códigos eve 2024 1 básico.xlsx,Autism/metadata/download_manifest.csv,8a38c83215c8,8a38c83215c8,Yes,"28,305","28,305",Yes,2026-09-04,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/Diccionarios/2024/c%C3%B3digos%20eve%202024%201%20b%C3%A1sico.xlsx
junaeb_eve_metadata,códigos eve 2024 1 medio.xlsx,Autism/metadata/download_manifest.csv,6336001998ec,6336001998ec,Yes,"29,402","29,402",Yes,2026-09-04,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/Diccionarios/2024/c%C3%B3digos%20eve%202024%201%20medio.xlsx
junaeb_eve_metadata,códigos eve 2024 5 básico.xlsx,Autism/metadata/download_manifest.csv,bf2c77709c7b,bf2c77709c7b,Yes,"29,088","29,088",Yes,2026-09-04,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/Diccionarios/2024/c%C3%B3digos%20eve%202024%205%20b%C3%A1sico.xlsx
junaeb_eve_metadata,códigos eve 2024 parvularia.xlsx,Autism/metadata/download_manifest.csv,4d5cf5da3042,4d5cf5da3042,Yes,"28,880","28,880",Yes,2026-09-04,status=downloaded; source_url=https://storage.googleapis.com/biblioteca-datos/Encuesta%20de%20Vulnerabilidad/Diccionarios/2024/c%C3%B3digos%20eve%202024%20parvularia.xlsx
